x	y	z	Processing of Capped Intronless Pre-mRNA
214	273	27	1
217	273	27	1
224	273	27	1
227	273	27	1
229	273	27	1
231	273	27	1
240	273	27	2
246	273	27	1
247	273	27	1
249	273	27	1
253	273	27	1
178	274	27	1
207	274	27	1
208	274	27	1
212	274	27	1
224	274	27	2
226	274	27	1
228	274	27	1
229	274	27	1
230	274	27	2
231	274	27	1
233	274	27	1
240	274	27	1
243	274	27	1
247	274	27	1
184	275	27	1
211	275	27	1
218	275	27	1
220	275	27	1
224	275	27	1
228	275	27	1
235	275	27	1
242	275	27	3
250	275	27	1
252	275	27	1
254	275	27	2
206	276	27	1
207	276	27	2
208	276	27	1
215	276	27	1
219	276	27	1
220	276	27	1
230	276	27	1
247	276	27	1
205	277	27	1
210	277	27	1
213	277	27	2
218	277	27	1
224	277	27	2
236	277	27	1
238	277	27	1
243	277	27	1
248	277	27	1
249	277	27	1
250	277	27	1
252	277	27	1
204	278	27	1
209	278	27	2
210	278	27	2
219	278	27	1
230	278	27	1
233	278	27	1
234	278	27	1
248	278	27	2
249	278	27	1
208	279	27	1
219	279	27	1
220	279	27	1
231	279	27	1
235	279	27	2
237	279	27	1
238	279	27	2
239	279	27	1
249	279	27	1
252	279	27	1
214	280	27	2
234	280	27	1
235	280	27	1
240	280	27	1
242	280	27	1
244	280	27	1
246	280	27	1
247	280	27	2
249	280	27	1
206	281	27	1
209	281	27	1
217	281	27	2
222	281	27	1
228	281	27	1
233	281	27	2
238	281	27	1
240	281	27	1
256	281	27	1
210	282	27	1
217	282	27	1
227	282	27	2
238	282	27	1
241	282	27	1
245	282	27	1
247	282	27	1
249	282	27	2
250	282	27	1
209	283	27	1
210	283	27	1
216	283	27	1
239	283	27	1
240	283	27	1
249	283	27	2
253	283	27	1
254	283	27	2
206	284	27	1
232	284	27	1
237	284	27	1
240	284	27	1
249	284	27	1
251	284	27	1
253	284	27	1
257	284	27	2
199	285	27	2
206	285	27	2
208	285	27	1
209	285	27	1
210	285	27	1
224	285	27	1
237	285	27	1
238	285	27	1
239	285	27	1
241	285	27	1
253	285	27	1
206	286	27	1
207	286	27	1
214	286	27	1
219	286	27	2
224	286	27	2
234	286	27	1
241	286	27	1
252	286	27	2
254	286	27	1
207	287	27	1
210	287	27	1
221	287	27	1
227	287	27	2
228	287	27	1
230	287	27	1
231	287	27	2
237	287	27	1
238	287	27	1
242	287	27	1
247	287	27	1
250	287	27	1
251	287	27	1
253	287	27	1
204	288	27	1
222	288	27	1
233	288	27	1
237	288	27	1
240	288	27	1
245	288	27	1
247	288	27	1
253	288	27	1
255	288	27	1
210	289	27	1
222	289	27	1
223	289	27	2
227	289	27	1
233	289	27	1
234	289	27	3
236	289	27	1
238	289	27	2
251	289	27	1
207	290	27	1
219	290	27	3
224	290	27	1
227	290	27	1
230	290	27	2
233	290	27	2
247	290	27	1
251	290	27	1
210	291	27	1
229	291	27	1
234	291	27	2
237	291	27	1
249	291	27	1
252	291	27	1
211	292	27	1
220	292	27	1
224	292	27	1
230	292	27	1
234	292	27	1
239	292	27	1
241	292	27	1
244	292	27	1
247	292	27	1
248	292	27	1
249	292	27	1
251	292	27	1
254	292	27	1
211	293	27	1
219	293	27	2
222	293	27	1
224	293	27	1
227	293	27	1
240	293	27	1
242	293	27	1
244	293	27	1
247	293	27	3
213	294	27	1
220	294	27	2
224	294	27	3
226	294	27	1
244	294	27	1
246	294	27	1
250	294	27	1
251	294	27	1
219	295	27	1
221	295	27	1
226	295	27	1
246	295	27	1
248	295	27	1
252	295	27	1
221	296	27	1
255	296	27	1
217	297	27	1
220	297	27	1
239	297	27	1
242	297	27	1
243	297	27	1
244	297	27	1
253	297	27	1
236	298	27	1
237	298	27	1
239	298	27	1
241	298	27	1
244	298	27	1
215	299	27	2
223	299	27	1
239	299	27	1
246	299	27	1
231	300	27	1
237	300	27	1
239	300	27	1
241	300	27	1
244	300	27	2
247	300	27	1
234	301	27	3
237	301	27	1
241	301	27	1
245	301	27	1
251	301	27	1
236	302	27	1
237	302	27	1
244	302	27	1
231	266	28	1
234	266	28	1
236	267	28	2
237	268	28	2
236	269	28	1
238	269	28	1
236	271	28	1
206	272	28	1
211	273	28	1
235	274	28	1
235	275	28	1
233	276	28	1
234	276	28	1
236	277	28	1
237	277	28	1
248	279	28	1
235	280	28	1
239	280	28	1
251	280	28	2
250	281	28	1
251	282	28	1
238	285	28	1
248	285	28	1
235	286	28	3
249	286	28	1
246	287	28	1
244	288	28	1
245	289	28	1
226	291	28	1
237	291	28	1
249	291	28	2
222	292	28	1
240	292	28	1
248	292	28	1
248	293	28	1
249	293	28	1
242	294	28	1
249	294	28	1
250	294	28	1
248	295	28	1
239	297	28	2
240	299	28	1
225	300	28	1
240	300	28	1
229	255	29	1
234	256	29	1
235	256	29	1
182	257	29	1
190	258	29	1
228	258	29	2
182	259	29	1
188	259	29	1
229	259	29	1
230	259	29	1
238	259	29	1
199	261	29	1
227	261	29	1
229	261	29	1
231	263	29	2
231	264	29	3
234	265	29	2
239	265	29	1
249	265	29	1
178	266	29	1
226	266	29	1
229	266	29	1
245	266	29	1
248	266	29	1
192	267	29	1
199	267	29	1
230	267	29	1
231	267	29	1
234	267	29	1
235	267	29	1
249	267	29	1
194	268	29	2
237	269	29	1
240	269	29	1
249	269	29	1
196	270	29	1
235	270	29	2
250	270	29	1
182	271	29	1
204	271	29	1
215	271	29	1
229	271	29	1
235	271	29	1
238	271	29	1
242	271	29	1
211	272	29	2
214	272	29	1
232	272	29	1
233	272	29	2
235	272	29	2
182	273	29	1
212	273	29	1
225	273	29	1
236	273	29	2
238	273	29	2
249	273	29	1
233	274	29	3
238	274	29	1
239	274	29	1
206	275	29	1
231	275	29	1
232	275	29	1
245	275	29	2
208	276	29	2
228	276	29	2
232	276	29	1
240	277	29	2
247	277	29	1
235	278	29	1
238	278	29	3
206	279	29	1
245	279	29	1
248	279	29	1
254	279	29	1
241	280	29	1
245	280	29	1
249	280	29	2
250	280	29	1
256	280	29	1
224	281	29	2
243	281	29	1
249	281	29	1
206	282	29	1
250	282	29	1
254	282	29	1
215	283	29	1
234	283	29	1
241	283	29	1
248	283	29	1
249	283	29	1
222	284	29	1
234	284	29	1
244	284	29	1
250	284	29	1
238	285	29	1
241	285	29	1
243	285	29	2
244	285	29	1
246	285	29	1
250	285	29	1
253	285	29	1
254	285	29	1
232	286	29	1
243	286	29	1
248	286	29	1
226	287	29	1
238	287	29	1
241	287	29	1
245	287	29	1
246	287	29	2
224	288	29	2
232	288	29	1
233	288	29	1
235	288	29	1
236	288	29	1
240	288	29	1
245	288	29	1
228	289	29	1
237	289	29	1
243	289	29	1
244	289	29	2
247	289	29	1
254	289	29	1
224	290	29	1
226	290	29	2
228	290	29	1
239	290	29	1
245	290	29	1
226	291	29	2
239	292	29	1
241	292	29	1
242	292	29	2
243	292	29	1
250	292	29	1
257	292	29	1
225	293	29	1
239	293	29	1
252	293	29	1
253	293	29	1
221	294	29	1
240	294	29	1
242	294	29	1
246	294	29	1
251	294	29	1
223	295	29	1
240	295	29	1
241	295	29	1
222	296	29	2
223	296	29	2
255	296	29	1
238	297	29	1
239	297	29	2
240	297	29	1
243	297	29	1
247	297	29	1
242	298	29	1
245	298	29	2
247	298	29	1
248	298	29	2
221	299	29	1
227	299	29	1
237	299	29	1
240	299	29	1
241	299	29	2
226	300	29	1
236	300	29	1
239	300	29	2
223	301	29	1
224	301	29	1
227	301	29	1
224	302	29	1
236	305	29	1
232	253	30	1
230	254	30	1
230	255	30	4
204	256	30	1
231	256	30	1
233	256	30	1
235	256	30	1
181	257	30	1
183	257	30	1
192	257	30	1
204	257	30	1
215	257	30	1
228	257	30	1
229	257	30	1
237	257	30	1
239	257	30	1
203	258	30	1
215	258	30	1
228	258	30	1
231	258	30	1
233	258	30	1
183	259	30	1
189	259	30	1
195	259	30	1
206	259	30	1
224	259	30	2
227	259	30	1
230	259	30	1
239	259	30	1
190	260	30	1
217	260	30	1
219	260	30	1
223	260	30	1
225	260	30	2
227	260	30	1
238	260	30	1
187	261	30	1
188	261	30	1
194	261	30	1
215	261	30	1
218	261	30	2
224	261	30	1
230	261	30	1
238	261	30	1
244	261	30	1
246	261	30	1
186	262	30	1
187	262	30	1
193	262	30	1
206	262	30	1
219	262	30	1
230	262	30	1
231	262	30	1
233	262	30	1
240	262	30	1
246	262	30	1
248	262	30	1
249	262	30	1
182	263	30	1
210	263	30	1
216	263	30	2
222	263	30	1
232	263	30	1
246	263	30	1
247	263	30	1
211	264	30	1
225	264	30	1
227	264	30	1
231	264	30	2
240	264	30	1
249	264	30	1
191	265	30	1
196	265	30	1
200	265	30	1
213	265	30	1
216	265	30	2
217	265	30	2
219	265	30	1
229	265	30	1
232	265	30	1
233	265	30	1
235	265	30	1
239	265	30	1
242	265	30	1
246	265	30	1
193	266	30	1
195	266	30	1
211	266	30	2
212	266	30	1
215	266	30	1
230	266	30	2
232	266	30	1
233	266	30	1
238	266	30	1
240	266	30	1
249	266	30	1
183	267	30	1
189	267	30	1
191	267	30	2
198	267	30	1
214	267	30	1
225	267	30	1
236	267	30	1
238	267	30	1
239	267	30	1
240	267	30	1
241	267	30	1
244	267	30	1
245	267	30	1
246	267	30	1
249	267	30	1
188	268	30	1
190	268	30	1
207	268	30	1
213	268	30	2
239	268	30	1
241	268	30	1
178	269	30	1
180	269	30	2
193	269	30	1
214	269	30	1
215	269	30	1
232	269	30	1
233	269	30	1
240	269	30	1
244	269	30	1
245	269	30	1
247	269	30	1
248	269	30	2
250	269	30	1
252	269	30	1
181	270	30	1
184	270	30	1
196	270	30	1
197	270	30	3
200	270	30	2
227	270	30	2
230	270	30	1
231	270	30	1
234	270	30	1
250	270	30	1
181	271	30	1
183	271	30	1
193	271	30	1
199	271	30	1
201	271	30	2
212	271	30	1
215	271	30	1
179	272	30	1
185	272	30	1
206	272	30	2
223	272	30	1
224	272	30	1
235	272	30	1
245	272	30	2
203	273	30	1
208	273	30	1
211	273	30	1
235	273	30	1
236	273	30	1
246	273	30	1
181	274	30	1
208	274	30	3
234	274	30	1
175	275	30	1
180	275	30	2
182	275	30	1
211	275	30	1
213	275	30	1
237	275	30	1
238	275	30	1
179	276	30	1
186	276	30	1
205	276	30	1
207	276	30	1
240	276	30	1
243	276	30	1
248	276	30	1
249	276	30	1
250	276	30	1
253	276	30	2
180	277	30	2
208	277	30	1
232	277	30	1
237	277	30	1
239	277	30	1
251	277	30	1
190	278	30	1
203	278	30	1
204	278	30	1
226	278	30	1
230	278	30	1
243	278	30	1
249	278	30	1
250	278	30	1
206	279	30	1
234	279	30	1
240	279	30	1
246	279	30	1
248	279	30	1
249	279	30	1
252	279	30	1
175	280	30	2
178	280	30	1
183	280	30	1
206	280	30	1
219	280	30	2
235	280	30	1
244	280	30	1
251	280	30	2
234	281	30	1
235	281	30	1
243	281	30	1
246	281	30	1
251	281	30	2
172	282	30	1
174	282	30	1
177	282	30	1
181	282	30	1
222	282	30	1
233	282	30	1
234	282	30	2
238	282	30	1
240	282	30	1
245	282	30	1
248	282	30	1
256	282	30	1
202	283	30	1
205	283	30	1
209	283	30	1
220	283	30	2
236	283	30	1
241	283	30	1
244	283	30	1
249	283	30	1
257	283	30	1
177	284	30	1
180	284	30	1
224	284	30	1
231	284	30	2
233	284	30	1
244	284	30	1
250	284	30	1
225	285	30	1
227	285	30	1
229	285	30	1
234	285	30	1
242	285	30	1
245	285.666666666667	31	1
248	285	30	1
251	285	30	1
255	285	30	1
180	286	30	1
222	286	30	1
234	286	30	1
244	286	30	1
246	286	30	1
250	286	30	1
255	286	30	1
257	286	30	1
207	287	30	2
222	287	30	2
237	287.5	30.5	1
243	287	30	1
246	287	30	1
199	288	30	1
221	288	30	1
226	288	30	1
231	288	30	1
233	288	30	1
238	288	30	1
239	288	30	1
244	288	30	1
248	288	30	1
250	288	30	2
252	288	30	1
200	289	30	1
201	289	30	1
221	289	30	1
246	289	30	1
247	289	30	1
248	289	30	1
250	289	30	2
252	289	30	1
198	290	30	1
224	290	30	1
227	290	30	4
233	290	30	1
240	290	30	2
244	290	30	1
245	290	30	2
250	290	30	2
222	291	30	1
226	291	30	1
249	291	30	1
250	291	30	1
258	291	30	1
203	292	30	1
220	292	30	1
226	292	30	1
235	292	30	1
243	292	30	2
219	293	30	1
220	293	30	1
223	293	30	1
227	293	30	1
240	293	30	1
246	293	30	2
247	293	30	1
210	294	30	1
231	294	30	1
238	294	30	1
240	294	30	1
245	294	30	2
246	294	30	2
251	294	30	1
252	294	30	1
218	295	30	1
228	295	30	1
247	295	30	1
252	295	30	1
253	295	30	1
256	295	30	1
257	295	30	1
226	296	30	1
232	296	30	1
235	296	30	1
237	296	30	1
243	296	30	1
246	296	30	2
221	297	30	1
223	297	30	1
227	297	30	1
231	297	30	1
240	297	30	1
245	297	30	1
252	297	30	2
228	298	30	1
230	298	30	1
231	298	30	2
233	298	30	1
247	298	30	1
250	298	30	1
215	299	30	1
216	299	30	1
224	299	30	1
225	299	30	1
231	299	30	1
236	299	30	1
240	299	30	1
252	299	30	1
222	300	30	1
225	300	30	1
227	300	30	1
233	300	30	1
241	300	30	1
244	300	30	1
249	300	30	1
223	301	30	1
225	301	30	1
226	301	30	1
230	301	30	2
239	301	30	1
240	301	30	2
242	301	30	1
245	301	30	1
251	301	30	2
229	302	30	2
237	302	30	1
242	302	30	1
217	303	30	1
225	303	30	1
237	303	30	1
244	303	30	1
246	303	30	1
220	304	30	1
233	304	30	1
234	304	30	1
236	304	30	2
236	305	30	1
240	305	30	1
240	306	30	1
226	249	31	1
224	250	31	1
227	250	31	1
235	251	31	1
229	252	31	1
239	252	31	1
193	253	31	1
193	254	31	2
229	254	31	2
231	254	31	1
238	254	31	2
195	255	31	1
238	255	31	1
207	256	31	1
215	256	31	2
233	256	31	2
236	256	31	1
177	257	31	1
202	257	31	1
214	257	31	1
229	257	31	1
230	257	31	2
232	257	31	1
233	257	31	1
237	257	31	1
238	257	31	1
228	258	31	1
226	259	31	1
229	259	31	1
212	260	31	1
224	260	31	1
235	260	31	1
238	260	31	1
240	260	31	1
244	260	31	1
210	261	31	1
211	261	31	1
213	261	31	1
235	261	31	1
194	262	31	1
195	262	31	2
230	262	31	1
233	262	31	1
238	262	31	1
242	262	31	1
246	262	31	1
248	262	31	1
187	263	31	1
194	263	31	1
215	263	31	1
218	263	31	1
228	263	31	1
229	263	31	1
245	263	31	1
187	264	31	1
188	264	31	1
190	264	31	1
194	264	31	1
197	264	31	1
215	264	31	1
223	264	31	1
231	264	31	1
232	264	31	1
238	264	31	3
239	264	31	1
240	264	31	3
245	264	31	1
248	264	31	1
184	265	31	2
185	265	31	1
186	265	31	1
194	265	31	1
196	265	31	1
216	265	31	1
222	265	31	1
245	265	31	1
250	265	31	1
186	266	31	1
191	266	31	1
198	266	31	1
229	266	31	1
231	266	31	1
232	266	31	1
233	266	31	2
241	266	31	1
243	266	31	1
246	266	31	1
177	267	31	1
182	267	31	1
192	267	31	1
193	267	31	1
194	267	31	2
197	267	31	1
211	267	31	2
216	267	31	1
219	267	31	1
222	267	31	1
224	267	31	1
227	267	31	3
229	267	31	1
230	267	31	1
233	267	31	1
241	267	31	1
244	267	31	1
246	267	31	1
188	268	31	1
205	268	31	1
219	268	31	1
220	268	31	1
222	268	31	1
225	268	31	1
242	268	31	1
244	268	31	1
173	269	31	1
183	269	31	1
191	269	31	1
213	269	31	1
215	269	31	3
232	269	31	3
234	269	31	1
235	269	31	1
246	269	31	1
249	269	31	1
252	269	31	1
173	270	31	1
178	270	31	3
183	270	31	1
185	270	31	1
186	270	31	2
194	270	31	1
196	270	31	1
201	270	31	1
212	270	31	1
248	270	31	1
175	271	31	3
176	271	31	2
177	271	31	1
184	271	31	1
198	271	31	1
210	271	31	1
226	271	31	1
233	271	31	1
240	271	31	1
246	271	31	1
251	271	31	1
182	272	31	2
184	272	31	2
199	272	31	1
206	272	31	1
208	272	31	1
214	272	31	1
216	272	31	1
234	272	31	1
237	272	31	1
241	272	31	2
248	272	31	1
250	272	31	1
251	272	31	1
183	273	31	1
210	273	31	3
215	273	31	1
240	273	31	2
248	273	31	1
175	274	31	3
179	274	31	1
203	274	31	1
204	274	31	1
213	274	31	1
233	274	31	1
239	274	31	1
241	274	31	2
247	274	31	1
182	275	31	1
201	275	31	1
205	275	31	1
241	275	31	1
243	275	31	1
233	276	31	1
234	276	31	1
237	276	31	1
241	276	31	1
244	276	31	1
174	277	31	1
204	277	31	1
233	277	31	1
234	277	31	1
236	277	31	1
245	277	31	1
174	278	31	1
206	278	31	1
237	278	31	1
245	278	31	1
249	278	31	1
206	279	31	1
207	279	31	1
208	279	31	1
234	279	31	1
236	279	31	2
237	279	31	2
238	279	31	2
247	279	31	1
254	279	31	1
176	280	31	1
181	280	31	2
232	280	31	1
235	280	31	1
237	280	31	1
238	280	31	1
250	280	31	1
206	281	31	1
210	281	31	2
219	281	31	1
223	281	31	1
228	281	31	1
231	281	31	1
234	281	31	1
236	281	31	1
239	281	31	1
244	281	31	2
245	281	31	1
180	282	31	1
221	282	31	1
231	282	31	1
232	282	31	1
234	282	31	1
235	282	31	1
238	282	31	1
239	282	31	1
240	282	31	1
241	282	31	3
247	282	31	1
248	282	31	1
250	282	31	1
252	282	31	1
254	282	31	1
256	282	31	1
179	283	31	1
218	283	31	3
219	283	31	1
221	283	31	1
223	283	31	1
224	283	31	1
230	283	31	1
231	283	31	1
232	283	31	1
233	283	31	1
234	283	31	1
235	283	31	1
236	283	31	1
242	283	31	1
243	283	31	1
177	284	31	1
181	284	31	1
209	284	31	2
212	284	31	1
222	284	31	1
223	284	31	2
239	284	31	2
254	284	31	1
256	284	31	1
178	285	31	1
206	285	31	1
218	285	31	1
219	285	31	1
222	285	31	1
224	285	31	1
233	285	31	1
234	285	31	1
235	285	31	3
236	285	31	1
245	285	31	2
251	285	31	1
256	285	31	1
204	286	31	1
218	286	31	3
219	286	31	1
220	286	31	2
221	286	31	2
222	286	31	1
237	286	31	1
240	286	31	1
244	286	31	1
220	287	31	1
223	287	31	1
225	287	31	1
226	287	31	1
229	287	31	1
230	287	31	2
240	287	31	1
241	287	31	1
248	287	31	1
252	287	31	1
255	287	31	2
222	288	31	2
225	288	31	1
226	288	31	1
233	288	31	1
234	288	31	1
244	288	31	1
245	288	31	1
251	288	31	1
225	289	31	1
243	289	31	1
245	289	31	1
246	289	31	1
254	289	31	2
222	290	31	1
226	290	31	1
227	290	31	1
232	290	31	1
237	290	31	1
243	290	31	1
246	290	31	1
200	291	31	1
228	291	31	1
235	291	31	1
240	291	31	1
244	291	31	1
245	291	31	1
248	291	31	1
249	291	31	1
255	291	31	1
197	292	31	2
221	292	31	2
222	292	31	2
227	292	31	1
230	292	31	2
231	292	31	2
236	292	31	1
242	292	31	1
247	292	31	1
252	292	31	1
254	292	31	1
257	292	31	1
225	293	31	2
233	293	31	2
242	293	31	2
243	293	31	1
251	293	31	2
202	294	31	1
220	294	31	1
230	294	31	1
232	294	31	1
235	294	31	1
246	294	31	1
247	294	31	1
251	294	31	1
253	294	31	1
221	295	31	1
225	295	31	3
226	295	31	1
233	295	31	1
234	295	31	1
242	295	31	2
243	295	31	1
244	295	31	1
248	295	31	1
255	295	31	1
197	296	31	1
199	296	31	1
222	296	31	1
223	296	31	1
236	296	31	1
242	296	31	1
246	296	31	2
248	296	31	1
250	296	31	1
221	297	31	1
224	297	31	1
225	297	31	1
226	297	31	1
230	297	31	1
242	297	31	1
255	297	31	1
196	298	31	1
223	298	31	1
235	298	31	1
238	298	31	1
247	298	31	1
249	298	31	1
250	298	31	1
232	299	31	1
236	299	31	1
240	299	31	2
248	299	31	1
227	300	31	1
232	300	31	1
250	300	31	1
228	301	31	2
230	301	31	1
232	301	31	1
233	301	31	1
241	301	31	3
248	301	31	1
232	302	31	2
239	302	31	1
240	302	31	1
246	302	31	1
223	303	31	1
224	303	31	1
239	303	31	1
242	303	31	1
245	303	31	1
232	304	31	1
237	304	31	1
238	304	31	1
243	304	31	1
223	305	31	1
224	305	31	1
235	305	31	2
231	306	31	1
223	308	31	1
215	251	32	1
214	252	32	1
226	252	32	1
193	253	32	1
214	253	32	1
217	253	32	1
223	253	32	1
216	254	32	1
223	254	32	1
227	254	32	1
215	255	32	1
216	255	32	1
218	255	32	1
226	255	32	1
236	255	32	2
240	255	32	1
177	256	32	1
210	256	32	1
216	256	32	1
227	256	32	1
232	256	32	1
237	256	32	1
242	256	32	1
192	257	32	1
195	257	32	1
229	257	32	1
240	257	32	2
190	258	32	1
218	258	32	2
220	258	32	3
226	258	32	1
228	258	32	1
231	258	32	1
233	258	32	3
235	258	32	1
237	258	32	1
209	259	32	1
211	259	32	1
217	259	32	1
227	259	32	2
229	259	32	1
231	259	32	1
234	259	32	1
245	259	32	1
182	260	32	1
203	260	32	1
211	260	32	1
236	260	32	1
239	260	32	1
240	260	32	1
243	260	32	1
210	261	32	1
211	261	32	1
212	261	32	1
219	261	32	1
222	261	32	1
226	261	32	1
231	261	32	1
237	261	32	1
238	261	32	1
186	262	32	1
189	262	32	1
194	262	32	2
197	262	32	1
198	262	32	2
215.5	262.5	32.5	1
228	262	32	3
230	262	32	1
231	262	32	1
233	262	32	2
236	262	32	1
242	262	32	1
244	262	32	1
245	262	32	1
246	262	32	1
248	262	32	1
184	263	32	1
189	263	32	1
193	263	32	1
194	263	32	1
221	263	32	1
224	263	32	1
226	263	32	1
242	263	32	1
243	263	32	2
204	264	32	1
210	264	32	2
217	264	32	1
222	264	32	1
228	264	32	2
230	264	32	1
236	264	32	1
246	264	32	1
247	264	32	1
186	265	32	1
187	265	32	1
192	265	32	1
193	265	32	1
196	265	32	1
203	265	32	1
206	265	32	1
213	265	32	1
220	265	32	1
224	265	32	1
226	265	32	2
232	265	32	2
233	265	32	1
235	265	32	1
243	265	32	1
178	266	32	1
195	266	32	1
197	266	32	1
212	266	32	1
216	266	32	1
217	266	32	1
222	266	32	2
228	266	32	1
239	266	32	1
248	266	32	2
252	266	32	1
186	267	32	1
193	267	32	1
214	267	32	1
215	267	32	3
230	267	32	1
245.5	267.5	32.5	1
246	267	32	1
248	267	32	1
249	267	32	1
252	267	32	2
198	268	32	1
211	268	32	1
224	268	32	1
246	268	32	1
248	268	32	1
252	268	32	2
193	269	32	1
211	269	32	1
218	269	32	1
222	269	32	1
228	269	32	1
233	269	32	1
