x	y	z	RMTs methylate histone arginines
223	293	32	2
229	293	32	1
233	293	32	2
242	293	32	1
244	293	32	1
247	293	32	1
256	293	32	1
198	294	32	2
199	294	32	1
225	294	32	1
227	294	32	1
235	294	32	1
238	294	32	1
251	294	32	1
253	294	32	1
200	295	32	1
218	295	32	1
231	295	32	2
239	295	32	2
241	295	32	2
243	295	32	1
245	295	32	1
247	295	32	1
248	295	32	1
249	295	32	2
250	295	32	1
198	296	32	2
218	296	32	2
228	296	32	1
229	296	32	2
232	296	32	1
235	296	32	1
237	296	32	2
241	296	32	3
244	296	32	1
245	296	32	1
252	296	32	1
255	296	32	1
183	297	32	2
226	297	32	1
230	297	32	1
236	297	32	1
237	297	32	3
241	297	32	1
243	297	32	1
244	297	32	1
254	297	32	2
197	298	32	1
202	298	32	1
219	298	32	1
221	298	32	1
223	298	32	1
227	298	32	1
234	298	32	2
238	298	32	1
239	298	32	1
240	298	32	1
244	298	32	1
246	298	32	1
248	298	32	1
249	298	32	1
251	298	32	1
226	299	32	1
243	299	32	1
245	299	32	1
197	300	32	3
225	300	32	2
235	300	32	3
245	300	32	1
247	300	32	1
224	301	32	1
229	301	32	1
231	301	32	1
232	301	32	2
234	301	32	1
236	301	32	1
241	301	32	1
243	301	32	1
244	301	32	2
223	302	32	1
229	302	32	1
231	302	32	1
238	302	32	1
240	302	32	1
243	302	32	1
245	302	32	1
247	302	32	1
226	303	32	1
225	304	32	2
235	304	32	1
241	304	32	1
243	304	32	1
244	304	32	1
204	305	32	1
226	305	32	1
234	305	32	1
238	305	32	1
208	306	32	1
225	307	32	1
234	307	32	1
236	307	32	1
221	308	32	1
229	308	32	1
224	309	32	1
231	309	32	2
232	309	32	1
227	310	32	2
229	310	32	1
230	310	32	1
235	313	32	1
228	249	33	1
232	249	33	3
228	250	33	1
228	251	33	1
240	252	33	1
216	253	33	1
232	253	33	1
223	254	33	1
226	254	33	1
219	255	33	1
220	255	33	1
226	255	33	1
235	255	33	1
223	256	33	1
225	256	33	2
241	256	33	1
215	257	33	1
218	257	33	1
222	258	33	2
226	258	33	1
243	258	33	1
189	259	33	1
213	259	33	1
223	259	33	1
225	259	33	1
226	259	33	1
239	259	33	1
244	259	33	2
208	260	33	1
220	260	33	1
233	260	33	1
237	260	33	1
238	260	33	2
243	260	33	1
246	260	33	2
188	261	33	1
195	261	33	1
220	261	33	1
224	261	33	2
228	261	33	1
240	261	33	2
241	261	33	1
242	261	33	1
245	261	33	2
216	262	33	1
224	262	33	1
227	262	33	1
228	262	33	1
238	262	33	1
240	262	33	1
245	262	33	2
185	263	33	2
200	263	33	1
203	263	33	1
218	263	33	1
223	263	33	1
224	263	33	1
233	263	33	1
237	263	33	1
245	263	33	1
248	263	33	1
186	264	33	1
193	264	33	1
209	264	33	1
214	264	33	1
216	264	33	1
221	264	33	1
224	264	33	1
226	264	33	1
185	265	33	1
191	265	33	1
195	265	33	1
202	265	33	1
207	265	33	1
210	265	33	2
214	265	33	1
218	265	33	1
222	265	33	1
242	265	33	2
244	265	33	2
184	266	33	1
186	266	33	1
196	266	33	1
211	266	33	1
215	266	33	1
217	266	33	2
220	266	33	1
230	266	33	1
249	266	33	1
250	266	33	2
183	267	33	1
186	267	33	2
188	267	33	1
200	267	33	2
214	267	33	1
227	267	33	1
241	267	33	1
244	267	33	1
245	267	33	1
252	267	33	1
188	268	33	1
195	268	33	1
196	268	33	1
209	268	33	1
210	268	33	1
212	268	33	2
216	268	33	2
217	268	33	1
224	268	33	2
226	268	33	1
235	268	33	1
242	268	33	1
249	268	33	1
188	269	33	1
192	269	33	2
198	269	33	2
217	269	33	2
224	269	33	3
250	269	33	1
186	270	33	1
198	270	33	1
210	270	33	1
212	270	33	1
216	270	33	1
233	270	33	1
241	270	33	1
245	270	33	1
247	270	33	1
251	270	33	1
175	271	33	2
177	271	33	1
206	271	33	1
211	271	33	1
225	271	33	3
226	271	33	1
233	271	33	1
235	271	33	1
243	271	33	1
245	271	33	1
246	271	33	1
248	271	33	1
253	271	33	1
180	272	33	1
203	272	33	1
205	272	33	1
215	272	33	1
217	272	33	1
232	272	33	1
233	272	33	1
235	272	33	1
237	272	33	1
244	272	33	1
245	272	33	1
246	272	33	1
176	273	33	1
183	273	33	1
202	273	33	1
226	273	33	1
238	273	33	1
240	273	33	1
241	273	33	1
249	273	33	2
253	273	33	1
204	274	33	2
207	274	33	2
212	274	33	2
214	274	33	1
232	274	33	1
238	274	33	1
243	274	33	1
250	274	33	1
185	275	33	2
211	275	33	1
212	275	33	1
227	275	33	2
235	275	33	1
239	275	33	1
241	275	33	1
243	275	33	1
244	275	33	1
201	276	33	1
206	276	33	1
214	276	33	1
243	276	33	1
173	277	33	1
174	277	33	1
187	277	33	2
205	277	33	2
206	277	33	1
208	277	33	1
216	277	33	1
232	277	33	1
238	277	33	1
174	278	33	1
176	278	33	1
207	278	33	1
235	278	33	1
243	278	33	1
245	278	33	2
201	279	33	1
243	279	33	1
251	279	33	1
180	280	33	1
187	280	33	1
206	280	33	1
209	280	33	1
217	280	33	1
229	280	33	1
232	280	33	1
239	280	33	1
248	280	33	1
176	281	33	1
179	281	33	1
217	281	33	1
219	281	33	1
222	281	33	1
224	281	33	1
233	281	33	1
245	281	33	1
247	281	33	1
248	281	33	1
179	282	33	1
190	282	33	2
207	282	33	1
209	282	33	1
210	282	33	1
214	282	33	1
220	282	33	1
224	282	33	1
225	282	33	2
251	282	33	2
181	283	33	2
183	283	33	1
189	283	33	1
204	283	33	1
209	283	33	1
215	283	33	1
237	283	33	1
239	283	33	1
242	283	33	1
243	283	33	2
247	283	33	1
180	284	33	1
184	284	33	1
187	284	33	2
188	284	33	1
210	284	33	1
211	284	33	2
219	284	33	1
222	284	33	1
226	284	33	1
246	284	33	2
248	284	33	1
249	284	33	1
202	285	33	1
221	285	33	1
226	285	33	1
233	285	33	1
243	285	33	1
245	285	33	1
248	285	33	2
254	285	33	1
223	286	33	1
225	286	33	1
229	286	33	1
239	286	33	1
241.5	286.5	33.5	1
243	286	33	1
244	286	33	1
179	287	33	1
220	287	33	2
222	287	33	2
228	287	33	1
229	287	33	1
236	287	33	1
244	287	33	1
251	287	33	1
196	288	33	1
202	288	33	1
220	288	33	1
233	288	33	1
246	288	33	1
247	288	33	2
250	288	33	1
184	289	33	1
203	289	33	1
223	289	33	1
230	289	33	1
245	289	33	1
250	289	33	1
199	290	33	1
202	290	33	1
207	290	33	1
231	290	33	1
236	290	33	1
246	290	33	1
250	290	33	1
186	291	33	3
199	291	33	1
201	291	33	1
222	291	33	1
232	291	33	1
234	291	33	1
238	291	33	2
257	291	33	1
183	292	33	1
232	292	33	1
238	292	33	2
242	292	33	1
225	293	33	2
229	293	33	1
235	293	33	3
248	293	33	1
195	294	33	1
202	294	33	1
228	294	33	1
235	294	33	1
237	294	33	1
245	294	33	1
198	295	33	1
204	295	33	1
220	295	33	1
228	295	33	1
229	295	33	1
194	296	33	1
195	296	33	1
198	296	33	3
200	296	33	2
231	296	33	1
233	296	33	2
242	296	33	1
243	296	33	1
245	296	33	1
197	297	33	1
198	297	33	1
227	297	33	1
228	297	33	1
232	297	33	1
234	297	33	1
182	298	33	2
194	298	33	1
200	298	33	1
226	298	33	1
233	298	33	1
245	298	33	1
197	299	33	1
201	299	33	1
223	299	33	2
224	299	33	1
227	299	33	1
237	299	33	2
240	299	33	1
245	299	33	2
197	300	33	1
228	300	33	1
235	300	33	1
237	300	33	1
246	300	33	1
235	301	33	1
237	301	33	2
239	301	33	1
241	301	33	1
199	302	33	1
211	302	33	1
223	302	33	1
232	302	33	1
222	303	33	1
233	303	33	1
240	303	33	1
233	304	33	1
235	304	33	1
236	304	33	1
237	304	33	1
225	305	33	1
227	305	33	1
230	305	33	1
234	305	33	1
238	305	33	1
220	306	33	1
206	307	33	1
223	307	33	1
226	307	33	1
227	307	33	1
220	308	33	1
222	308	33	1
223	308	33	2
229	308	33	1
235	308	33	1
237	308	33	1
239	308	33	1
221	309	33	1
234	309	33	1
237	309	33	1
217	310	33	1
228	310	33	2
239	310	33	1
236	311	33	2
238	311	33	1
225	312	33	1
232	312	33	1
230	313	33	2
233	313	33	2
234	313	33	1
235	313	33	3
236	313	33	1
230	315	33	1
230	318	33	1
226	250	34	1
227	253	34	1
232	253	34	1
225	254	34	1
241	254	34	1
221	255	34	1
226	255	34	1
230	255	34	1
237	255	34	1
215	256	34	1
223	256	34	1
227	256	34	1
233	256	34	1
216	257	34	1
218	257	34	2
221	257	34	1
227	257	34	1
235	257	34	2
242	257	34	1
217	258	34	1
224	258	34	1
225	258	34	1
228	258	34	1
237	258	34	1
242	258	34	1
211	259	34	1
222	259	34	1
227	259	34	1
229	259	34	1
235	259	34	1
241	259	34	1
242	259	34	1
244	259	34	1
214	260	34	1
217	260	34	1
218	260	34	1
221	260	34	1
224	260	34	1
236	260	34	1
238	260	34	1
240	260	34	1
244	260	34	1
188	261	34	1
215	261	34	1
216	261	34	1
222	261	34	1
227	261	34	1
230	261	34	1
242	261	34	1
193	262	34	1
216	262	34	1
226	262	34	1
236	262	34	1
238	262	34	2
242	262	34	1
243	262	34	1
246	262	34	1
185	263	34	1
211	263	34	1
216	263	34	1
217	263	34	1
218	263	34	1
228	263	34	2
229	263	34	1
235	263	34	1
236	263	34	1
239	263	34	1
250	263	34	1
251	263	34	1
252	263	34	1
191	264	34	1
193	264	34	1
194	264	34	2
212	264	34	1
214	264	34	1
229	264	34	1
234	264	34	2
237	264	34	1
239	264	34	1
240	264	34	2
244	264	34	1
249	264	34	1
188	265	34	2
203	265	34	1
204	265	34	1
211	265	34	1
213	265	34	1
221	265	34	2
222	265	34	1
231	265	34	2
232	265	34	1
234	265	34	1
249	265	34	1
196	266	34	1
204	266	34	1
209	266	34	1
220	266	34	1
235	266	34	1
237	266	34	1
242	266	34	1
243	266	34	2
244	266	34	1
250	266	34	2
186	267	34	1
188	267	34	1
189	267	34	1
197	267	34	3
211	267	34	1
214	267	34	1
216	267	34	1
217	267	34	1
218	267	34	1
246	267	34	1
248	267	34	1
249	267	34	1
173	268	34	1
176	268	34	1
188	268	34	1
191	268	34	2
193	268	34	1
214	268	34	1
217	268	34	1
220	268	34	1
221	268	34	1
227	268	34	1
233	268	34	1
240	268	34	1
242	268	34	1
176	269	34	1
184	269	34	1
185	269	34	1
194	269	34	1
197	269	34	1
217	269	34	1
218	269	34	1
222	269	34	1
233	269	34	1
236	269	34	2
239	269	34	1
244	269	34	1
245	269	34	1
248	269	34	1
249	269	34	1
185	270	34	1
192	270	34	1
195	270	34	1
197	270	34	1
200	270	34	1
210	270	34	1
214	270	34	1
221	270	34	1
223	270	34	1
231	270	34	2
241	270	34	1
245	270	34	1
175	271	34	1
186	271	34	1
189	271	34	1
206	271	34	1
209	271	34	1
216	271	34	1
231	271	34	1
241	271	34	1
173	272	34	1
197	272	34	1
225	272	34	1
236	272	34	2
241	272	34	1
245	272	34	1
173	273	34	1
176	273	34	1
197	273	34	1
201	273	34	2
208	273	34	1
218	273	34	1
236	273	34	1
245	273	34	1
249	273	34	2
174	274	34	1
179	274	34	1
203	274	34	1
212	274	34	1
213	274	34	1
216	274	34	1
236	274	34	1
239	274	34	1
250	274	34	1
176	275	34	1
181	275	34	1
185	275	34	1
203	275	34	1
206	275	34	2
216	275	34	2
233	275	34	1
237	275	34	2
240	275	34	2
245	275	34	1
174	276	34	1
175	276	34	1
202	276	34	1
203	276	34	1
208	276	34	1
209	276	34	2
210	276	34	1
211	276	34	1
212	276	34	1
229	276	34	2
232	276	34	1
235	276	34	1
236	276	34	1
239	276	34	1
243	276	34	1
182	277	34	1
206	277	34	2
208	277	34	1
209	277	34	1
211	277	34	1
236	277	34	1
237	277	34	1
186	278	34	1
205	278	34	1
206	278	34	1
231	278	34	1
232	278	34	1
244	278	34	1
177	279	34	1
179	279	34	1
204	279	34	1
205	279	34	1
207	279	34	1
214	279	34	1
217	279	34	2
227	279	34	1
231	279	34	1
232	279	34	2
237	279	34	2
241	279	34	2
242	279	34	1
247	279	34	1
173	280	34	1
193	280	34	1
209	280	34	1
210	280	34	1
212	280	34	1
224	280	34	1
233	280	34	2
236	280	34	1
240	280	34	1
245	280	34	1
246	280	34	2
249	280	34	1
176	281	34	1
179	281	34	1
203	281	34	1
207	281	34	1
227	281	34	1
230	281	34	1
233	281	34	1
237	281	34	1
244	281	34	2
175	282	34	1
187	282	34	1
207	282	34	1
213	282	34	1
218	282	34	1
226	282	34	1
247	282	34	1
181	283	34	2
187	283	34	1
192	283	34	1
208	283	34	1
222	283	34	1
223	283	34	1
228	283	34	1
238	283	34	1
240	283	34	1
243	283	34	1
245	283	34	1
249	283	34	1
178	284	34	1
185	284	34	1
203	284	34	1
206	284	34	1
208	284	34	1
209	284	34	1
212	284	34	1
214	284	34	1
219	284	34	1
220	284	34	1
222	284	34	1
224	284	34	1
226	284	34	2
229	284	34	1
237	284	34	1
241	284	34	1
242	284	34	1
246	284	34	3
176	285	34	1
185	285	34	1
210	285	34	1
218	285	34	1
232	285	34	1
247	285	34	1
177	286	34	1
188	286	34	1
190	286	34	1
205	286	34	1
218	286	34	1
220	286	34	1
227	286	34	1
234	286	34	1
239	286	34	1
240	286	34	1
248	286	34	1
255	286	34	1
208	287	34	1
219	287	34	1
220	287	34	1
228	287	34	1
234	287	34	3
235	287	34	1
238	287	34	1
245	287	34	1
247	287	34	1
251	287	34	1
177	288	34	1
186	288	34	1
209	288	34	1
223	288	34	1
235	288	34	2
237	288	34	2
245	288	34	1
249	288	34	1
186	289	34	1
198	289	34	1
200	289	34	1
219	289	34	1
230	289	34	1
235	289	34	1
203	290	34	1
223	290	34	1
224	290	34	3
233	290	34	1
185	291	34	2
186	291	34	1
199	291	34	1
222	291	34	1
232	291	34	1
235	291	34	1
242	291	34	1
248	291	34	2
250	291	34	1
200	292	34	1
223	292	34	2
233	292	34	3
238	292	34	2
244	292	34	1
252	292	34	1
182	293	34	1
188	293	34	1
190	293	34	1
197	293	34	1
204	293	34	1
223	293	34	1
231	293	34	1
233	293	34	2
238	293	34	1
247	293	34	1
198	294	34	1
206	294	34	1
220	294	34	1
221	294	34	1
225	294	34	1
235	294	34	2
197	295	34	2
204	295	34	1
220	295	34	1
225	295	34	1
230	295	34	1
232	295	34	2
238	295	34	1
194	296	34	1
200	296	34	2
201	296	34	1
221	296	34	1
234	296	34	1
236	296	34	1
239	296	34	1
245	296	34	1
196	297	34	1
231	297	34	1
233	297	34	1
236	297	34	1
243	297	34	1
244	297	34	1
247	297	34	2
237	298	34	1
241	298	34	1
195	299	34	2
198	299	34	1
203	299	34	1
224	299	34	1
243	299	34	1
230	300	34	3
237	300	34	2
239	300	34	1
244	300	34	2
196	301	34	1
224	301	34	1
231	301	34	2
232	301	34	1
233	301	34	1
245	301	34	1
232	302	34	1
235	302	34	1
237	302	34	1
232	303	34	1
235	303	34	1
237	303	34	1
239	303	34	1
240	303	34	1
244	303	34	1
199	304	34	1
230	304	34	1
231	304	34	1
235	304	34	1
240	304	34	1
243	304	34	2
244	304	34	1
199	305	34	1
222	305	34	1
223	305	34	1
226	305	34	1
239	305	34	1
203	306	34	1
226	306	34	1
232	306	34	2
235	306	34	1
244	306	34	1
206	307	34	2
223	307	34	1
222	308	34	1
232	308	34	1
237	308	34	1
240	308	34	1
241	308	34	1
221	309	34	1
222	309	34	1
228	309	34	1
237	309	34	2
216	310	34	1
230	310	34	1
233	310	34	2
237	310	34	1
238	310	34	1
239	310	34	1
218	311	34	2
233	311	34	1
221	312	34	1
222	312	34	1
225	312	34	1
229	312	34	3
230	312	34	1
232	312	34	1
235	312	34	1
236	312	34	1
221	313	34	1
225	313	34	1
227	313	34	2
228	313	34	1
232	313	34	1
233	313	34	1
225	314	34	1
226	314	34	1
228	314	34	1
227	315	34	1
233	315	34	1
226	316	34	1
231	317	34	1
232	317	34	1
235	318	34	1
225	251	35	1
226	251	35	1
228	251	35	2
223	252	35	2
221	253	35	1
229	253	35	1
219	254	35	1
221	254	35	2
223	254	35	1
224	254	35	1
225	254	35	1
235	254	35	1
219	255	35	1
215	256	35	1
216	256	35	1
220	256	35	1
209	257	35	1
216	257	35	1
218	257	35	1
239	257	35	2
240	257	35	1
203	258	35	1
217	258	35	1
218	258	35	2
222	258	35	1
223	258	35	1
227	258	35	1
230	258	35	1
234	258	35	1
235	258	35	1
244	258	35	1
215	259	35	1
223	259	35	1
226.5	259.5	35.5	2
227	259	35	1
238	259	35	1
240	259	35	1
241	259	35	1
212	260	35	1
214	260	35	1
220	260	35	1
230	260	35	1
235	260	35	1
236	260	35	3
237	260	35	1
239	260	35	1
247	260	35	1
193	261	35	1
194	261	35	1
211	261	35	1
212	261	35	1
218	261	35	1
222	261	35	1
223	261	35	1
230	261	35	1
234	261	35	1
206	262	35	1
223	262	35	1
226	262	35	1
230	262	35	1
188	263	35	1
213	263	35	1
218	263	35	1
219	263	35	1
225	263	35	1
226	263	35	1
228	263	35	1
230	263	35	1
233	263	35	1
236	263	35	1
243	263	35	1
245	263	35	1
250	263	35	1
190	264	35	1
213	264	35	1
216	264	35	2
219	264	35	1
222	264	35	1
225	264	35	1
226	264	35	1
230	264	35	1
233	264	35	1
239	264	35	1
185	265	35	1
189	265	35	1
190	265	35	1
200	265	35	1
202	265	35	1
207	265	35	2
211	265	35	1
217	265	35	1
224	265	35	1
228	265	35	2
247	265	35	2
186	266	35	2
197	266	35	1
206	266	35	1
223	266	35	1
238	266	35	1
247	266	35	1
176	267	35	1
184	267	35	1
187	267	35	1
189	267	35	1
190	267	35	1
205	267	35	2
209	267	35	1
214	267	35	1
215	267	35	1
220	267	35	1
223	267	35	1
226	267	35	1
231	267	35	1
233	267	35	1
235	267	35	1
239	267	35	1
248	267	35	1
249	267	35	1
177	268	35	1
189	268	35	1
193	268	35	1
194	268	35	1
206	268	35	1
216	268	35	1
223	268	35	1
238	268	35	1
176	269	35	1
178	269	35	1
193	269	35	1
194	269	35	1
197	269	35	1
210	269	35	1
213	269	35	1
216	269	35	1
217	269	35	1
220	269	35	1
222	269	35	1
234	269	35	1
250	269	35	1
189	270	35	2
191	270	35	1
202	270	35	1
207	270	35	1
210	270	35	1
231	270	35	1
239	270	35	1
244	270	35	1
183	271	35	2
186	271	35	1
187	271	35	1
189	271	35	1
195	271	35	1
198	271	35	1
209	271	35	1
212	271	35	1
225	271	35	1
228	271	35	1
231	271	35	1
233	271	35	1
240	271	35	1
247	271	35	1
249	271	35	1
173	272	35	1
174	272	35	1
176	272	35	2
179	272	35	1
189	272	35	1
201	272	35	2
203	272	35	1
211	272	35	2
213	272	35	1
222	272	35	1
231	272	35	2
238	272	35	1
173	273	35	1
179	273	35	1
182	273	35	1
205	273	35	1
209	273	35	1
227	273	35	1
232	273	35	2
234	273	35	1
238	273	35	1
179	274	35	1
184	274	35	1
186	274	35	1
187	274	35	2
190	274	35	1
202	274	35	1
203	274	35	1
204	274	35	2
210	274	35	1
218	274	35	1
223	274	35	1
224	274	35	1
234	274	35	2
241	274	35	1
242	274	35	1
245	274	35	1
250	274	35	1
178	275	35	1
184	275	35	1
189	275	35	1
220	275	35	1
240	275	35	1
243	275	35	1
245	275	35	1
187	276	35	1
204	276	35	1
210	276	35	1
219	276	35	2
220	276	35	1
221	276	35	1
233	276	35	1
237	276	35	1
239	276	35	1
244	276	35	1
176	277	35	1
182	277	35	1
185	277	35	1
187	277	35	1
188	277	35	1
235	277	35	1
241	277	35	1
244	277	35	1
178	278	35	1
183	278	35	1
190	278	35	2
195	278	35	2
198	278	35	1
202	278	35	1
205	278	35	1
224	278	35	1
234	278	35	1
238	278	35	2
244	278	35	2
177	279	35	1
190	279	35	1
194	279	35	1
203	279	35	1
204	279	35	1
206	279	35	1
207	279	35	1
210	279	35	1
212	279	35	1
214	279	35	1
217	279	35	1
222	279	35	1
227	279	35	1
229	279	35	1
233	279	35	1
237	279	35	1
241	279	35	1
189	280	35	1
193	280	35	1
203	280	35	1
208	280	35	1
211	280	35	2
217	280	35	1
220	280	35	1
233	280	35	1
234	280	35	1
237	280	35	1
246	280	35	2
248	280	35	1
205	281	35	1
206	281	35	1
216	281	35	1
221	281	35	2
224	281	35	1
229	281	35	1
230	281	35	1
232	281	35	1
234	281	35	2
240	281	35	1
244	281	35	2
245	281	35	1
179	282	35	1
189	282	35	1
209	282	35	1
216	282	35	1
229	282	35	1
171	283	35	1
183	283	35	1
189	283	35	1
202	283	35	1
203	283	35	1
205	283	35	1
209	283	35	1
220	283	35	1
229	283	35	1
232	283	35	1
233	283	35	1
241	283	35	1
247	283	35	1
250	283	35	1
176	284	35	1
184	284	35	2
207	284	35	1
218	284	35	1
219	284	35	2
221	284	35	2
226	284	35	1
233	284	35	2
234	284	35	3
235	284	35	1
237	284	35	2
243	284	35	2
246	284	35	1
248	284	35	1
249	284	35	1
176	285	35	1
180	285	35	1
205	285	35	2
217	285	35	1
221	285	35	1
222	285	35	3
224	285	35	1
229	285	35	2
236	285	35	1
242	285	35	1
243	285	35	2
245	285	35	1
250	285	35	1
198	286	35	1
199	286	35	1
202	286	35	1
204	286	35	1
207	286	35	1
218	286	35	1
221	286	35	1
227	286	35	1
228	286	35	1
233	286	35	1
249	286	35	1
175	287	35	1
185	287	35	1
188	287	35	1
189	287	35	1
196	287	35	1
203	287	35	1
206	287	35	2
225	287	35	1
236	287	35	2
242	287	35	1
247	287	35	1
183	288	35	1
188	288	35	1
190	288	35	1
199	288	35	2
218	288	35	1
221	288	35	1
247	288	35	1
174	289	35	2
177	289	35	1
185	289	35	1
193	289	35	1
204	289	35	1
207	289	35	1
224	289	35	1
226	289	35	1
230	289	35	1
236	289	35	1
239	289	35	1
241	289	35	1
186	290	35	1
187	290	35	1
200	290	35	1
201	290	35	1
204	290	35	1
222	290	35	1
235	290	35	1
183	291	35	1
185	291	35	1
187	291	35	1
194	291	35	1
195	291	35	1
204	291	35	1
216	291	35	1
225	291	35	1
229	291	35	2
230	291	35	1
239	291	35	1
244	291	35	1
194	292	35	1
200	292	35	1
203	292	35	1
205	292	35	1
220	292	35	1
228	292	35	1
243	292	35	1
245	292	35	1
248	292	35	1
185	293	35	1
195	293	35	2
196	293	35	1
197	293	35	1
198	293	35	1
204	293	35	1
222	293	35	2
225	293	35	1
230	293	35	1
238	293	35	1
239	293	35	1
242	293	35	1
188	294	35	1
198	294	35	1
199	294	35	1
218	294	35	1
219	294	35	1
221	294	35	1
223	294	35	1
228	294	35	1
231	294	35	2
234	294	35	1
241	294	35	1
245	294	35	2
181	295	35	2
194	295	35	2
225	295	35	2
241	295	35	1
245	295	35	2
247	295	35	1
196	296	35	1
198	296	35	2
199	296	35	1
201	296	35	1
205	296	35	2
219	296	35	1
222	296	35	1
223	296	35	1
235	296	35	1
221	297	35	1
227	297	35	1
228	297	35	1
230	297	35	1
238	297	35	1
240	297	35	1
245	297	35	1
247	297	35	1
194	298	35	1
196	298	35	1
197	298	35	1
222	298	35	1
223	298	35	1
241	298	35	2
247	298	35	1
195	299	35	1
200	299	35	1
229	299	35	1
236	299	35	1
240	299	35	1
242	299	35	1
224	300	35	1
225	300	35	2
228	300	35	1
235	300	35	1
236	300	35	1
237	300	35	1
241	300	35	1
242	300	35	1
198	301	35	1
236	301	35	1
238	301	35	2
200	302	35	1
228	302	35	1
234	302	35	1
239	302	35	1
191	304	35	3
223	304	35	1
232	304	35	2
233	304	35	1
207	305	35	1
229	305	35	1
230	305	35	1
233	305	35	1
235	305	35	1
236	305	35	2
240	305	35	1
199	306	35	1
228	306	35	1
235	306	35	2
236	306	35	1
239	306	35	1
224	307	35	1
236	307	35	1
241	307	35	2
242	307	35	2
203	308	35	1
220	308	35	3
231	308	35	1
232	308	35	1
202	309	35	2
222	309	35	1
228	309	35	1
221	310	35	1
231	310	35	1
213	311	35	1
214	311	35	2
216	311	35	1
219	311	35	1
222	311	35	1
229	311	35	1
238	311	35	1
213	312	35	1
231	312	35	1
232	312	35	1
242	312	35	1
217	313	35	1
226	313	35	1
235	313	35	1
236	314	35	2
237	314	35	1
230	315	35	1
234	315	35	1
238	315	35	1
240	315	35	1
233	317	35	1
234	317	35	1
235	317	35	1
240	317	35	2
212	318	35	1
237	318	35	1
232	319	35	1
233	319	35	2
240	319	35	2
224	253	36	1
228	253	36	1
225	256	36	1
226	256	36	1
216	257	36	1
224	257	36	1
222	258	36	1
223	258	36	1
224	258	36	1
229	258	36	1
217	259	36	1
222	259	36	1
224	259	36	1
224	260	36	1
232	260	36	1
237	260	36	2
217	261	36	1
223	261	36	1
226	261	36	1
227	261	36	2
242	261	36	1
216	263	36	1
218	263	36	1
225	263	36	1
234	263	36	1
237	263	36	1
242	263	36	1
186	264	36	1
188	264	36	1
213	264	36	3
215	264	36	1
217	264	36	1
233	264	36	1
234	264	36	1
238	264	36	1
240	264	36	1
243	264	36	1
246	264	36	1
249	264	36	1
250	264	36	2
188	265	36	1
194	265	36	2
215	265	36	1
224	265	36	1
230	265	36	2
245	265	36	1
247	265	36	1
248	265	36	1
191	266	36	1
196	266	36	1
205	266	36	1
207	266	36	2
219	266	36	1
221	266	36	1
229	266	36	1
233	266	36	1
235	266	36	1
243	266	36	1
248	266	36	1
208	267	36	1
209	267	36	1
212	267	36	1
189	268	36	1
191	268	36	2
193	268	36	1
194	268	36	1
197	268	36	1
205	268	36	1
209	268	36	1
210	268	36	1
214	268	36	2
222	268	36	2
232	268	36	1
240	268	36	2
188	269	36	1
193	269	36	1
211	269	36	1
216	269	36	1
225	269	36	1
237	269	36	1
240	269	36	1
249	269	36	1
187	270	36	2
188	270	36	1
189	270	36	2
191	270	36	1
192	270	36	1
198	270	36	1
206	270	36	1
211	270	36	2
213	270	36	1
216	270	36	1
217	270	36	2
231	270	36	2
237	270	36	1
238	270	36	2
248	270	36	1
193	271	36	1
236	271	36	1
239	271	36	1
175	272	36	1
177	272	36	1
185	272	36	1
193	272	36	2
197	272	36	1
213	272	36	2
217	272	36	1
230	272	36	1
185	273	36	1
186	273	36	1
205	273	36	2
210	273	36	1
217	273	36	1
232	273	36	1
203	274	36	1
206	274	36	1
210	274	36	1
211	274	36	2
216	274	36	1
220	274	36	1
221	274	36	1
236	274	36	1
240	274	36	1
208	275	36	1
186	276	36	1
211	276	36	1
215	276	36	1
219	276	36	1
237	276	36	2
241	276	36	1
207	277	36	1
220	277	36	2
226	277	36	1
201	278	36	2
202	278	36	2
205	278	36	1
211	278	36	1
223	278	36	2
192	279	36	2
204	279	36	1
211	279	36	1
214	279	36	1
215	279	36	1
173	280	36	1
180	280	36	2
207	280	36	2
210	280	36	1
211	280	36	1
215	280	36	1
187	281	36	1
206	281	36	1
213	281	36	1
223	281	36	2
224	281	36	1
243	281	36	1
208	282	36	1
212	282	36	2
222	282	36	2
204	283	36	2
205	283	36	1
210	283	36	1
212	283	36	1
218	283	36	1
226	283	36	1
231	283	36	1
177	284	36	1
179	284	36	1
196	284	36	1
211	284	36	1
220	284	36	1
225	284	36	1
233	284	36	1
176	285	36	2
190	285	36	1
201	285	36	1
202	285	36	1
205	285	36	1
215	285	36	2
218	285	36	1
221	285	36	1
226	285	36	1
231	285	36	1
233	285	36	1
236	285	36	1
245	285	36	2
193	286	36	1
200	286	36	1
205	286	36	1
218	286	36	1
225	286	36	1
227	286	36	1
176	287	36	1
203	287	36	2
205	287	36	1
214	287	36	1
219	287	36	1
222	287	36	1
225	287	36	2
227	287	36	1
228	287	36	1
246	287	36	1
248	287	36	1
188	288	36	2
196	288	36	1
199	288	36	2
202	288	36	1
233	288	36	1
234	288	36	2
239	288	36	2
243	288	36	1
244	288	36	2
185	289	36	1
195	289	36	1
199	289	36	1
227	289	36	2
230	289	36	1
233	289	36	2
235	289	36	1
244	289	36	1
197	290	36	1
198	290	36	1
223	290	36	1
