x	y	z	SLBP independent Processing of Histone Pre-mRNAs
227	276	27	1
232	276	27	1
244	276	27	1
252	276	27	1
211	277	27	1
220	277	27	1
237	277	27	1
244	277	27	1
249	277	27	1
203	278	27	1
210	278	27	1
233	278	27	1
239	278	27	1
244	278	27	1
245	278	27	1
232	279	27	1
234	279	27	1
235	279	27	2
242	279	27	1
251	279	27	1
245	280	27	1
249	280	27	1
215	281	27	1
228	281	27	1
229	281	27	1
233	281	27	1
248	281	27	1
206	282	27	1
243	282	27	1
201	283	27	1
207	283	27	1
216	283	27	2
231	283	27	1
255	283	27	1
208	284	27	1
215	284	27	1
238	284	27	1
243	284	27	1
206	285	27	1
236	285	27	1
238	285	27	1
240	285	27	1
245	285	27	2
246	285	27	1
254	285	27	1
204	286	27	1
207	286	27	1
214	286	27	2
216	286	27	1
224	286	27	1
236	286	27	1
249	286	27	1
254	286	27	1
255	286	27	1
258	286	27	1
228	287	27	1
242	287	27	1
248	287	27	1
253	287	27	1
256	287	27	1
211	288	27	1
225	288	27	2
242	288	27	1
246	288	27	1
226	289	27	1
246	289	27	1
248	289	27	1
225	290	27	1
226	290	27	1
246	290	27	1
221	291	27	1
230	291	27	1
247	291	27	1
249	291	27	1
251	291	27	2
221	292	27	1
222	292	27	1
238	292	27	1
250	292	27	1
253	292	27	1
254	292	27	1
242	293	27	1
245	293	27	1
247	293	27	1
225	294	27	1
246	294	27	1
248	294	27	1
244	295	27	2
246	295	27	1
249	295	27	1
251	295	27	1
211	296	27	1
221	296	27	1
244	296	27	1
243	297	27	1
245	297	27	1
221	298	27	1
226	298	27	2
243	298	27	1
248	298	27	2
226	299	27	1
226	300	27	1
247	300	27	1
239	301	27	1
238	302	27	2
245	302	27	1
235	304	27	1
237	304	27	1
237	305	27	1
234	265	28	1
237	270	28	1
240	271	28	1
206	272	28	1
232	272	28	2
235	275	28	1
249	275	28	1
236	277	28	1
251	280	28	1
246	282	28	1
247	283	28	1
246	284	28	1
242	285	28	1
244	288	28	1
245	289	28	1
249	289	28	1
244	290	28	1
237	291	28	2
249	291	28	1
250	293	28	1
245	294	28	1
248	295	28	2
236	300	28	1
234	258	29	1
230	259	29	1
232	263	29	1
229	264	29	1
231	264	29	1
232	264	29	1
238	264	29	1
215	265	29	1
232	265	29	1
239	265	29	2
195	266	29	2
230	266	29	1
232	266	29	1
234	266	29	1
197	267	29	1
232	267	29	1
226	268	29	1
231	268	29	1
250	268	29	1
180	269	29	1
193	269	29	1
234	269	29	1
198	270	29	2
173	271	29	1
215	272	29	1
239	272	29	1
225	273	29	1
236	273	29	1
237	275	29	2
232	276	29	1
236	277	29	1
245	278	29	1
235	279	29	1
234	280	29	1
238	280	29	1
249	280	29	1
250	280	29	1
208	281	29	1
235	281	29	1
243	281	29	1
247	281	29	2
212	282	29	1
235	282	29	1
241	282	29	1
242	282	29	1
249	282	29	1
209	283	29	1
215	283	29	1
231	283	29	1
239	283	29	1
246	283	29	1
234	284	29	1
236	284	29	1
238	284	29	1
244	284	29	1
252	284	29	1
255	284	29	1
219	285	29	1
243	285	29	1
244	285	29	1
250	285	29	1
232	286	29	1
235	286	29	1
240	286	29	1
252	286	29	1
226	287	29	1
246	287	29	1
232	288	29	1
233	288	29	1
240	289	29	1
247	289	29	1
226	291	29	1
245	291	29	1
249	291	29	1
250	291	29	1
222	292	29	1
225	292	29	1
242	292	29	1
249	292	29	1
257	292	29	1
225	293	29	1
242	293	29	1
247	293	29	1
240	294	29	1
244	294	29	1
251	294	29	1
243	295	29	1
223	296	29	1
246	296	29	1
253	296	29	1
242	297	29	1
247	297	29	1
219	298	29	1
221	298	29	1
224	298	29	1
239	299	29	1
252	299	29	1
221	300	29	1
237	300	29	1
241	301	29	1
224	302	29	1
225	251	30	1
215	252	30	1
228	253	30	1
215	255	30	1
227	255	30	1
229	255	30	1
230	255	30	1
232	256	30	1
215	257	30	1
195	259	30	1
206	259	30	1
224	259	30	2
231	259	30	2
241	259	30	1
216	260	30	1
235	260	30	1
239	260	30	1
240	260	30	1
196	261	30	1
198	261	30	1
209	261	30	1
219	261	30	1
225	261	30	1
178	262	30	1
194	262	30	1
218	262	30	2
210	263	30	1
219	263	30	2
242	263	30	1
246	263	30	1
211	264	30	1
230	264	30	2
240	264	30	1
191	265	30	1
193	265	30	1
200	265	30	1
210	265	30	1
219	265	30	1
224	265	30	1
239	265	30	1
184	266	30	1
193	266	30	1
215	266	30	1
226	266	30	1
231	266	30	1
189	267	30	1
194	268	30	1
211	268	30	1
214	268	30	1
216	268	30	1
226	268	30	2
239	268	30	1
248	268	30	1
249	268	30	1
172	269	30	1
180	269	30	1
191	269	30	1
240	269	30	1
245	269	30	1
252	269	30	1
183	270	30	2
196	270	30	1
214	270	30	1
231	270	30	1
235	270	30	1
244	270	30	1
181	271	30	1
225	271	30	1
184	272	30	1
216	272	30	1
233	272	30	1
247	272	30	1
214	273	30	1
182	274	30	1
183	274	30	1
185	274	30	1
234	274	30	1
236	274	30	1
238	274	30	3
182	275	30	1
183	275	30	1
203	275	30	1
235	275	30	1
249	275	30	1
250	276	30	1
253	276	30	1
208	277	30	1
237	277	30	1
247	277	30	1
251	277	30	1
175	278	30	1
237	278	30	1
248	278	30	1
219	279	30	2
249	279	30	1
244	280	30	1
249	280	30	1
175	281	30	1
223	281	30	1
224	281	30	1
254	281	30	1
179	282	30	1
187	282	30	1
221	282	30	1
229	282	30	1
232	282	30	1
239	282	30	1
240	282	30	1
220	283	30	1
234	283	30	1
246	283	30	1
250	283	30	3
251	283	30	1
181	284	30	1
219	284	30	1
238	284	30	2
250	284	30	1
258	284	30	1
229	285	30	1
232	285	30	1
254	285	30	1
180	286	30	1
223	286	30	2
241	287	30	1
243	287	30	1
251	287	30	1
221	288	30	1
228	288	30	1
239	288	30	2
249	288	30	1
223	289	30	1
239	289	30	1
248	289	30	1
226	290	30	1
197	291	30	1
237	291	30	1
244	291	30	1
258	291	30	1
226	292	30	2
229	292	30	1
230	292	30	1
257	292	30	1
224	293	30	1
229	293	30	2
231	293	30	1
233	293	30	1
234	293	30	2
245	293	30	1
250	293	30	1
229	294	30	1
233	294	30	1
249	294	30	1
250	294	30	1
226	295	30	1
229	295	30	1
241	295	30	1
220	296	30	1
222	296	30	1
232	296	30	1
233	296	30	1
243	296	30	1
246	296	30	1
223	297	30	1
240	297	30	2
246	297	30	1
248	298	30	2
215	299	30	1
224	299	30	1
240	299	30	1
244	299	30	1
218	300	30	1
230	300	30	1
231	300	30	1
227	301	30	1
230	301	30	1
239	301	30	1
248	301	30	1
223	302	30	1
236	302	30	1
217	303	30	1
239	303	30	1
242	305	30	1
226	250	31	1
235	250	31	1
229	251	31	1
239	252	31	1
193	254	31	1
233	257	31	1
239	257	31	1
205	258	31	2
235	258	31	1
206	259	31	1
219	259	31	1
226	259	31	1
239	259	31	1
242	259	31	2
186	260	31	1
190	260	31	1
212	260	31	1
228	260	31	1
184	261	31	2
188	261	31	1
230	261	31	2
245	261	31	1
249	261	31	1
194	262	31	1
225	262	31	1
230	262	31	1
242	262	31	1
248	262	31	1
188	263	31	1
193	263	31	1
217	263	31	1
223	263	31	1
235	263	31	1
245	263	31	1
194	264	31	1
195	264	31	1
209	264	31	1
210	264	31	1
237	264	31	1
186	265	31	1
200	265	31	1
222	265	31	1
229	265	31	2
232	265	31	1
234	265	31	1
248	265	31	2
250	265	31	2
193	266	31	1
198	266	31	1
211	266	31	1
212	266	31	1
213	266	31	1
220	266	31	1
221	266	31	1
248	266	31	1
176	267	31	1
195	267	31	1
196	267	31	1
199	267	31	1
216	267	31	1
222	267	31	1
228	267	31	1
230	267	31	1
238	267	31	1
244	267	31	1
184	268	31	1
203	268	31	1
210	268	31	1
215	268	31	1
234	268	31	1
247	268	31	1
188	269	31	1
213	269	31	1
234	269	31	1
238	269	31	1
242	269	31	1
250	269	31	1
173	270	31	1
234	270	31	1
247	270	31	1
174	271	31	1
198	271	31	1
204	271	31	1
212	271	31	1
216	271	31	1
225	271	31	1
182	272	31	2
206	272	31	1
213	272	31	1
226	272	31	1
227	272	31	1
230	272	31	1
236	272	31	2
237	272	31	1
209	273	31	1
210	273	31	1
238	273	31	1
175	274	31	1
182	274	31	1
210	274	31	1
225	274	31	1
240	274	31	1
248	274	31	1
211	275	31	1
243	275	31	1
244	275	31	1
237	276	31	1
239	276	31	1
243	276	31	1
233	277	31	1
236	277	31	1
177	278	31	1
180	278	31	2
204	278	31	1
224	278	31	1
254	279	31	1
175	280	31	1
181	280	31	1
237	280	31	1
204	281	31	2
222	281	31	1
236	281	31	2
239	281	31	1
220	282	31	1
225	282	31	1
239	282	31	1
241	282	31	1
244	282	31	1
249	282	31	1
224	283	31	1
233	283	31	1
236	283	31	1
242	283	31	1
244	283	31	1
175	284	31	2
180	284	31	1
238	284	31	1
249	284	31	1
254	284	31	2
183	285	31	2
248	285	31	1
255	285	31	1
204	286	31	1
225	286	31	1
252	286	31	2
223	287	31	1
250	287	31	1
252	287	31	1
228	288	31	1
241	288	31	1
253	288	31	1
222	289	31	1
242	289	31	1
231	290	31	1
235	290	31	2
247	290	31	1
228	291	31	1
197	292	31	1
227	292	31	2
232	292	31	1
247	292	31	1
253	292	31	1
257	292	31	1
198	293	31	2
223	293	31	1
225	293	31	1
243	293	31	2
248	293	31	1
251	293	31	1
209	294	31	1
228	294	31	1
237	294	31	1
242	294	31	1
243	294	31	2
244	294	31	1
245	294	31	1
246	294	31	1
247	294	31	1
222	295	31	1
223	295	31	1
233	295	31	1
234	296	31	2
221	297	31	1
226	298	31	1
228	298	31	1
229	298	31	1
237	298	31	1
238	298	31	1
239	298	31	1
240	298	31	1
249	298	31	2
229	299	31	2
232	299	31	1
227	300	31	1
231	300	31	1
232	300	31	2
244	300	31	1
249	300	31	1
229	301	31	1
233	301	31	1
241	301	31	2
235	302	31	1
242	302	31	1
244	302	31	1
224	303	31	1
231	303	31	1
244	303	31	1
246	303	31	1
238	304	31	1
223	305	31	1
224	305	31	1
237	305	31	1
225	308	31	1
227	251	32	1
193	253	32	1
215	253	32	1
217	253	32	1
224	253	32	1
229	253	32	2
239	254	32	1
219	255	32	1
235	255	32	2
236	255	32	1
237	255	32	1
227	256	32	1
232	256	32	1
242	256	32	1
192	257	32	1
195	257	32	1
221	257	32	1
228	257	32	1
193	258	32	1
231	258	32	1
232	258	32	1
214	259	32	1
217	259	32	1
227	259	32	1
231	259	32	1
237	259	32	1
210	260	32	1
214	260	32	1
216	260	32	1
218	260	32	1
237	260	32	1
248	260	32	1
186	261	32	1
195	261	32	1
222	261	32	1
225	261	32	1
229	261	32	1
246	261	32	1
203	262	32	1
216	262	32	1
217	262	32	1
246	262	32	1
211	263	32	2
213	263	32	1
215	263	32	1
216	263	32	1
231	263	32	1
191	264	32	1
192	264	32	1
202	264	32	1
214	264	32	1
216	264	32	1
232	264	32	1
176	265	32	1
189	265	32	1
191	265	32	1
196	265	32	1
203	265	32	2
204	265	32	1
211	265	32	1
235	265	32	1
251	265	32	1
184	266	32	1
196	266	32	1
220	266	32	1
236	266	32	1
237	266	32	1
251	266	32	2
252	266	32	1
194	267	32	1
197	267	32	1
209	267	32	1
211	267	32	1
221	267	32	1
222	267	32	1
225	267	32	1
248	267	32	1
249	267	32	1
189	268	32	1
195	268	32	1
212	268	32	1
213	268	32	1
216	268	32	1
233	268	32	1
239	268	32	1
253	268	32	1
196	269	32	1
214	269	32	1
222	269	32	2
223	269	32	1
228	269	32	1
239	269	32	1
250	269	32	1
195	270	32	1
203	270	32	1
207	270	32	1
212	270	32	1
232	270	32	1
234	270	32	1
248	270	32	1
180	271	32	1
183	271	32	1
186	271	32	1
210	271	32	1
241	271	32	1
243	271	32	1
247	271	32	1
186	272	32	1
202	272	32	1
205	272	32	1
209	272	32	3
211	272	32	1
212	272	32	1
216	272	32	1
226	272	32	1
248	272	32	1
255	272	32	1
182	273	32	1
205	273	32	1
206	273	32	1
208	273	32	1
212	273	32	2
172	274	32	1
173	274	32	1
179	274	32	1
210	274	32	1
213	274	32	1
238	274	32	1
241	274	32	1
243	274	32	1
184	275	32	1
210	275	32	1
240	275	32	1
236	276	32	1
239	276	32	1
246	276	32	1
175	277	32	1
204	277	32	1
205	277	32	1
214	277	32	1
237	277	32	1
241	277	32	1
249	277	32	2
177	278	32	1
234	278	32	1
255	278	32	1
181	279	32	1
236	279	32	1
255	279	32	1
220	280	32	1
222	280	32	1
238	280	32	1
182	281	32	1
226	281	32	1
236	281	32	2
242	281	32	1
243	281	32	2
173	282	32	1
231	282	32	1
237	282	32	1
246	282	32	1
176	283	32	1
237	283	32	1
245	283	32	1
184	284	32	1
209	284	32	1
257	284	32	1
182	285	32	1
221	285	32	1
225	285	32	1
231	285	32	1
234	285	32	1
237	285	32	1
241	285	32	1
245	285	32	1
175	286	32	1
177	286	32	1
222	286	32	1
236	286	32	2
242	286	32	1
256	286	32	1
177	287	32	1
230	287	32	1
234	287	32	1
243	287	32	1
248	287	32	1
255	287	32	1
202	288	32	2
222	288	32	1
227	288	32	2
229	288	32	2
185	289	32	1
223	289	32	1
227	289	32	1
238	289	32	1
242	289	32	1
248	289	32	1
256	289	32	1
185	290	32	1
187	290	32	2
220	290	32	1
221	290	32	1
229	290	32	1
234	290	32	1
239	290	32	1
226	291	32	1
242	291	32	1
245	291	32	1
204	292	32	1
222	292	32	1
228	292	32	1
246	292	32	1
252	292	32	1
197	293	32	1
216	293	32	1
222	293	32	1
224	293	32	1
228	293	32	1
241	293	32	1
245	293	32	1
251	293	32	2
197	294	32	1
204	294	32	1
224	294	32	1
227	294	32	1
228	294	32	1
236	294	32	1
244	294	32	1
247	294	32	1
251	294	32	1
225	295	32	1
239	295	32	1
243	295	32	1
245	295	32	1
249	295	32	1
226	296	32	1
198	297	32	1
233	297	32	1
234	297	32	1
237	297	32	1
242	297	32	1
219	298	32	1
227	298	32	1
236	298	32	1
252	298	32	1
227	300	32	1
237	300	32	1
239	300	32	1
245	300	32	1
196	301	32	1
210	301	32	1
236	301	32	1
243	301	32	1
244	301	32	1
246	301	32	1
248	301	32	1
222	302	32	1
223	302	32	1
229	302	32	1
233	302	32	1
239	302	32	1
245	303	32	1
225	304	32	1
231	304	32	1
234	304	32	1
238	304	32	1
204	305	32	1
221	305	32	1
226	305	32	1
230	306	32	1
234	306	32	1
235	307	32	1
220	309	32	2
231	310	32	1
227	312	32	1
230	313	32	1
235	313	32	1
228	251	33	2
225	254	33	1
230	254	33	1
226	255	33	2
231	255	33	1
237	255	33	1
215	256	33	1
221	256	33	1
223	256	33	2
232	256	33	1
241	256	33	1
227	257	33	1
237	257	33	1
239	257	33	1
230	258	33	1
233	258	33	1
194	259	33	1
211	259	33	1
217	259	33	1
222	259	33	1
226	259	33	1
192	260	33	1
220	260	33	1
231	260	33	1
205	261	33	1
209	261	33	1
217.5	261.5	33.5	1
234	261	33	2
238	261	33	1
242	261	33	1
224	262	33	1
239	262	33	1
248	262	33	1
183	263	33	1
193	263	33	1
231	263	33	1
238	263	33	1
243	263	33	1
248	263	33	1
186	264	33	1
188	264	33	1
189	264	33	1
190	264	33	2
191	264	33	1
193	264	33	1
215	264	33	1
216	264	33	2
233	264	33	1
237	264	33	1
249	264	33	1
250	264	33	1
189	265	33	1
191	265	33	1
194	265	33	1
223	265	33	1
237	265	33	1
243	265	33	1
184	266	33	1
208	266	33	1
240	266	33	1
241	266	33	1
242	266	33	1
191	267	33	1
200	267	33	2
220	267	33	1
221	267	33	1
223	267	33	1
227	267	33	1
253	267	33	1
196	268	33	2
208	268	33	1
213	268	33	1
243	268	33	1
187	269	33	2
195	269	33	1
216	269	33	1
198	270	33	1
215	270	33	1
175	271	33	1
179	271	33	1
210	271	33	1
238	271	33	1
172	272	33	1
176	272	33	1
183	272	33	1
185	272	33	1
187	272	33	1
189	272	33	1
210	272	33	1
213	272	33	1
216	272	33	1
234	272	33	1
237	272	33	1
241	272	33	1
184	273	33	1
185	273	33	1
210	273	33	1
235	273	33	1
239	273	33	1
249	273	33	1
253	273	33	2
169	274	33	1
201	274	33	1
203	274	33	1
217	274	33	1
232	274	33	1
240	274	33	1
250	274	33	1
176	275	33	1
215	275	33	1
241	275	33	1
250	275	33	1
190	276	33	1
201	276	33	1
205	276	33	1
208	276	33	1
214	276	33	1
241	276	33	2
242	276	33	1
176	277	33	1
178	277	33	1
205	277	33	1
243	277	33	1
246	277	33	1
176	279	33	1
231	279	33	1
241	279	33	1
251	279	33	2
221	280	33	1
225	280	33	1
239	280	33	2
242	280	33	1
173	281	33	1
222	281	33	1
223	281	33	1
225	281	33	2
233	281	33	1
207	282	33	1
209	282	33	1
210	282	33	1
241	282	33	1
243	282	33	2
207	283	33	1
215	283	33	1
232	283	33	1
240	283	33	1
243	283	33	1
253	283	33	1
176	284	33	1
186	284	33	1
205	284	33	1
226	284	33	1
235	284	33	1
241	284	33	1
242	284	33	1
249	284	33	1
212	285	33	1
219	285	33	1
221	285	33	1
222	285	33	1
227	285	33	1
230	285	33	1
208	286	33	1
238	286	33	1
244	286	33	1
246	286	33	1
248	286	33	1
199	287	33	1
223	287	33	1
227	287	33	2
236	287	33	1
243	287	33	1
196	288	33	1
234	288	33	1
239	288	33	1
244	289	33	1
246	289	33	1
222	290	33	1
230	290	33	1
241	290	33	1
185	291	33	2
201	291	33	1
222	291	33	1
226	291	33	1
232	291	33	1
241	291	33	2
244	291	33	1
197	292	33	1
200	292	33	1
236	292	33	1
249	292	33	1
187	294	33	1
199	294	33	1
231	294	33	1
243	294	33	1
245	294	33	1
235	295	33	1
243	295	33	1
247	295	33	1
228	296	33	2
245	296	33	1
241	297	33	1
182	298	33	1
195	298	33	1
223	298	33	1
228	298	33	1
241	298	33	1
243	298	33	1
246	298	33	3
196	299	33	1
235	299	33	1
237	299	33	2
225	300	33	1
226	300	33	1
231	300	33	1
227	301	33	1
223	302	33	1
225	302	33	1
240	302	33	1
207	303	33	1
229	303	33	1
234	303	33	1
243	303	33	1
209	304	33	1
227	304	33	2
229	304	33	1
230	304	33	1
237	304	33	1
243	304	33	1
207	305	33	1
237	306	33	3
242	306	33	2
225	307	33	2
226	307	33	1
239	308	33	1
223	309	33	1
229	309	33	1
235	309	33	2
228	310	33	1
231	310	33	1
218	311	33	1
224	311	33	1
231	311	33	1
236	311	33	1
222	312	33	1
234	313	33	1
234	314	33	1
224	252	34	1
220	255	34	1
230	255	34	1
190	256	34	1
216	256	34	1
226	256	34	1
233	256	34	1
218	257	34	1
223	257	34	1
242	257	34	2
201	258	34	1
216	258	34	1
219	258	34	1
235	258	34	1
244	258	34	1
230	259	34	1
237	259	34	1
238	259	34	1
244	259	34	1
225	260	34	1
228	260	34	1
230	260	34	1
208	261	34	1
215	261	34	1
220	261	34	1
221	261	34	2
222	261	34	2
227	261	34	1
232	261	34	1
211	262	34	1
223	262	34	1
240	262	34	1
242	262	34	1
244	262	34	1
250	262	34	1
204	263	34	1
213	263	34	1
217	263	34	1
223	263	34	1
226	263	34	1
228	263	34	1
241	263	34	1
187	264	34	1
193	264	34	1
201	264	34	1
203	264	34	1
205	264	34	1
210	264	34	1
212	264	34	1
215	264	34	1
224	264	34	1
233	265	34	1
239	265	34	1
245	265	34	1
178	266	34	1
188	266	34	1
193	266	34	1
194	266	34	1
209	266	34	1
229	266	34	1
246	266	34	1
183	267	34	2
189	267	34	1
194	267	34	1
196	267	34	1
210	267	34	1
221	267	34	1
240	267	34	1
242	267	34	1
221	268	34	1
184	269	34	1
188	269	34	1
198	269	34	1
213	269	34	1
234	269	34	1
236	269	34	2
245	269	34	1
249	269	34	1
252	269	34	2
179	270	34	1
188	270	34	1
228	270	34	1
239	270	34	1
242	270	34	1
248	270	34	1
189	271	34	1
206	271	34	1
209	271	34	2
210	271	34	1
211	271	34	1
218	271	34	1
250	271	34	1
179	272	34	1
183	272	34	1
198	272	34	2
203	272	34	1
225	272	34	1
227	272	34	1
238	272	34	1
186	273	34	1
211	273	34	1
214	273	34	1
219	273	34	1
239	273	34	1
249	273	34	2
183	274	34	1
238	274	34	2
203	275	34	1
246	275	34	1
180	276	34	2
206	276	34	1
207	276	34	1
214	276	34	1
236	276	34	1
239	276	34	1
245	276	34	1
184	277	34	1
204	277	34	1
215	277	34	1
236	277	34	1
237	277	34	1
245	277	34	1
178	278	34	1
203	278	34	1
205	278	34	1
210	278	34	1
181	279	34	1
231	279	34	1
241	279	34	1
175	280	34	1
212	280	34	1
221	280	34	1
235	280	34	1
173	281	34	1
189	281	34	1
202	281	34	1
206	281	34	1
210	281	34	1
228	281	34	1
231	281	34	1
244	281	34	1
248	281	34	1
175	282	34	1
179	282	34	1
190	282	34	1
213	282	34	1
215	282	34	1
224	282	34	1
226	282	34	1
176	283	34	1
181	283	34	1
192	283	34	1
210	283	34	1
219	283	34	1
237	283	34	1
251	283	34	1
177	284	34	1
206	284	34	1
215	284	34	1
229	284	34	1
233	284	34	2
235	284	34	1
179	285	34	1
185	285	34	1
202	285	34	1
211	285	34	1
218	285	34	1
221	285	34	1
222	285	34	1
226	285	34	2
176	286	34	1
186	286	34	1
209	286	34	1
224	286	34	1
229	286	34	1
246	286	34	1
187	287	34	1
188	287	34	2
190	287	34	1
230	287	34	2
235	287	34	1
245	287	34	1
247	287	34	1
176	288	34	1
203	288	34	1
239	288	34	1
230	289	34	1
232	289	34	1
235	289	34	1
237	290	34	1
247	290	34	1
186	291	34	1
200	291	34	1
221	291	34	1
224	291	34	1
235	291	34	1
199	292	34	1
202	292	34	1
225	292	34	1
228	292	34	1
235	292	34	2
241	292	34	2
201	293	34	1
177	294	34	1
236	294	34	1
245	294	34	1
198	295	34	1
230	295	34	1
244	295	34	1
201	296	34	2
222	296	34	1
229	296	34	1
237	296	34	1
179	297	34	2
224	297	34	1
235	297	34	1
182	298	34	1
242	298	34	1
180	299	34	1
199	299	34	1
200	299	34	1
227	299	34	1
226	300	34	1
244	300	34	1
207	301	34	1
227	301	34	1
232	301	34	1
241	301	34	1
243	301	34	1
223	302	34	2
227	303	34	1
231	303	34	1
227	304	34	1
235	304	34	1
244	304	34	1
229	305	34	2
239	305	34	1
240	305	34	1
222	306	34	1
228	306	34	1
232	306	34	1
238	306	34	1
237	307	34	1
216	310	34	1
229	310	34	1
230	310	34	1
231	310	34	1
237	310	34	1
240	310	34	1
218	311	34	1
227	311	34	1
221	312	34	1
225	312	34	1
228	312	34	1
228	313	34	2
235	313	34	1
230	314	34	1
234	314	34	1
233	315	34	1
232	317	34	1
237	318	34	1
230	248	35	1
228	251	35	1
232	253	35	1
224	254	35	1
218	255	35	1
219	255	35	1
222	255	35	2
223	255	35	1
225	255	35	1
215	256	35	1
216	256	35	1
221	256	35	1
223	256	35	1
221	257	35	1
227	257	35	1
225	258	35	1
229	258	35	1
230	259	35	1
240	259	35	1
223	260	35	1
227	260	35	1
243	260	35	1
244	260	35	1
193	261	35	2
213	261	35	1
215	261	35	1
227	261	35	1
228	261	35	1
240	261	35	2
244	261	35	1
193	262	35	1
221	262	35	1
223	262	35	1
226	262	35	1
233	262	35	1
240	262	35	1
241	262	35	1
243	262	35	1
245	262	35	1
190	263	35	1
191	263	35	1
192	263	35	1
213	263	35	2
214	263	35	1
230	263	35	1
233	263	35	1
235	263	35	1
236	263	35	2
247	263	35	1
191	264	35	1
209	264	35	1
221	264	35	1
222	264	35	2
230	264	35	1
235	264	35	1
238	264	35	1
187	265	35	1
194	265	35	1
209	265	35	1
211	265	35	1
214	265	35	1
218	265	35	1
224	265	35	1
231	265	35	1
241	265	35	1
188	266	35	1
191	266	35	1
192	266	35	1
197	266	35	1
226	266	35	1
239	266	35	1
186	267	35	1
187	267	35	1
191	267	35	1
196	267	35	1
205	267	35	1
209	267	35	1
212	267	35	1
233	267	35	1
187	268	35	1
210	268	35	1
225	268	35	1
232	268	35	1
185	269	35	2
193	269	35	1
201	269	35	1
202	269	35	1
210	269	35	1
232	269	35	1
235	269	35	1
238	269	35	1
246	269	35	1
248	269	35	1
173	270	35	1
181	270	35	1
210	270	35	1
221	270	35	1
237	270	35	1
245	270	35	1
246	270	35	2
178	271	35	1
192	271	35	2
207	271	35	1
220	271	35	1
180	272	35	1
191	272	35	1
205	272	35	1
206	272	35	1
214	272	35	1
219	272	35	1
231	272	35	2
235	272	35	1
243	272	35	1
179	273	35	1
184	273	35	1
209	273	35	1
212	273	35	2
227	273	35	1
230	273	35	1
250	273	35	1
201	274	35	1
218	274	35	1
231	274	35	1
233	274	35	1
212	275	35	1
213	275	35	1
239	275	35	1
187	276	35	1
202	276	35	1
220	276	35	1
248	276	35	1
176	277	35	1
187	277	35	1
202	277	35	1
204	277	35	1
206	277	35	1
208	277	35	1
210	277	35	2
219	277	35	1
178	278	35	1
190	278	35	1
