x	y	z	Senescence-Associated Secretory Phenotype (SASP)
202	295	31	1
220	295	31	1
222	295	31	2
223	295	31	1
232	295	31	1
233	295	31	1
240	295	31	1
243	295	31	1
248	295	31	1
250	295	31	1
257	295	31	1
200	296	31	1
222	296	31	1
229	296	31	1
243	296	31	1
245	296	31	1
246	296	31	4
253	296	31	1
223	297	31	1
225	297	31	1
231	297	31	1
242	297	31	1
246	297	31	1
226	298	31	1
229	298	31	3
238	298	31	1
240	298	31	1
245	298	31	1
247	298	31	1
221	299	31	1
224	299	31	1
245	299	31	1
246	299	31	1
248	299	31	1
223	300	31	2
225	300	31	1
228	300	31	1
231	300	31	1
237	300	31	1
246	300	31	1
248	300	31	1
224	301	31	1
225	301	31	1
226	301	31	1
229	301	31	1
230	301	31	1
232	301	31	2
248	301	31	1
220	302	31	2
223	302	31	1
226	302	31	1
240	302	31	1
247	302	31	1
231	303	31	1
232	303	31	1
244	303	31	1
247	303	31	1
237	304	31	1
238	304	31	1
244	304	31	1
225	305	31	1
234	305	31	2
236	305	31	1
237	305	31	1
238	305	31	1
236	306	31	1
234	307	31	1
226	309	31	1
226	251	32	1
229	251	32	1
214	252	32	1
217	252	32	2
226	252	32	1
217	253	32	1
221	253	32	1
223	253	32	1
216	254	32	1
225	254	32	1
227	254	32	2
239	254	32	1
188	255	32	2
216	255	32	2
224	255	32	3
232	255	32	1
234	255	32	1
235	255	32	1
238	255	32	2
240	255	32	1
177	256	32	1
229	256	32	1
232	256	32	1
236	256	32	1
195	257	32	1
202	257	32	2
203	257	32	1
210	257	32	1
219	257	32	1
221	257	32	1
228	257	32	2
230	257	32	1
190	258	32	1
192	258	32	2
193	258	32	2
213	258	32	1
214	258	32	1
226	258	32	1
230	258	32	2
233	258	32	1
237	258	32	1
240	258	32	1
209	259	32	1
217	259	32	1
219	259	32	1
220	259	32	3
227	259	32	2
230	259	32	1
240	259	32	1
242	259	32	1
244	259	32	1
211	260	32	1
214	260	32	1
218	260	32	1
221	260	32	1
234	260	32	1
235	260	32	1
236	260	32	1
239	260	32	1
240	260	32	1
245	260	32	1
248	260	32	1
186	261	32	1
195	261	32	1
210	261	32	1
212	261	32	1
228	261	32	1
230	261	32	1
238	261	32	1
244	261	32	2
186	262	32	3
196	262	32	1
203	262	32	1
209	262	32	1
235	262	32	1
238	262	32	1
240	262	32	1
250	262	32	1
184	263	32	1
194	263	32	1
200	263	32	1
208	263	32	1
218	263	32	1
221	263	32	1
231	263	32	1
232	263	32	1
233	263	32	2
237	263	32	1
242	263	32	1
243	263	32	1
251	263	32	1
192	264	32	1
193	264	32	1
194	264	32	1
217	264	32	2
223	264	32	1
228	264	32	1
230	264	32	1
240	264	32	1
246	264	32	1
248	264	32	1
187	265	32	1
195	265	32	1
198	265	32	2
206	265	32	1
211	265	32	1
215	265	32	1
217	265	32	1
222	265	32	1
232	265	32	1
243	265	32	1
244	265	32	1
184	266	32	1
186	266	32	1
188	266	32	1
237	266	32	1
240	266	32	1
247	266	32	1
248	266	32	1
251	266	32	2
182	267	32	2
188	267	32	1
214	267	32	1
216	267	32	1
229	267	32	1
245.5	267.5	32.5	1
246	267	32	1
249	267	32	1
252	267	32	1
188	268	32	1
189	268	32	1
198	268	32	1
207	268	32	2
213	268	32	1
215	268	32	1
224	268	32	1
233	268	32	1
241	268	32	1
245	268	32	1
246	268	32	2
175	269	32	1
177	269	32	1
181	269	32	1
187	269	32	3
193	269	32	1
209	269	32	1
214	269	32	1
215	269	32	2
222	269	32	1
228	269	32	1
232	269	32	1
233	269	32	1
238	269	32	1
240	269	32	1
241	269	32	1
243	269	32	1
245	269	32	1
249	269	32	1
185	270	32	1
187	270	32	1
195	270	32	1
197	270	32	1
211	270	32	1
216	270	32	1
227	270	32	2
232	270	32	1
233	270	32	1
239	270	32	1
249	270	32	1
250	270	32	1
173	271	32	1
176	271	32	2
177	271	32	1
180	271	32	2
182	271	32	1
183	271	32	2
188	271	32	1
207	271	32	2
211	271	32	1
214	271	32	1
228	271	32	2
233	271	32	1
235	271	32	1
243	271	32	2
246	271	32	1
181	272	32	2
182	272	32	1
183	272	32	1
201	272	32	1
208	272	32	1
209	272	32	1
211	272	32	2
212	272	32	2
213	272	32	1
225	272	32	3
228	272	32	2
230	272	32	2
234	272	32	1
237	272	32	2
240	272	32	1
243	272	32	3
245	272	32	1
251	272	32	3
186	273	32	2
209	273	32	1
210	273	32	1
212	273	32	1
214	273	32	1
234	273	32	1
238	273	32	1
240	273	32	1
249	273	32	2
174	274	32	1
208	274	32	1
209	274	32	3
211	274	32	1
215	274	32	1
233	274	32	1
235	274	32	1
238	274	32	3
243	274	32	1
246	274	32	1
183	275	32	1
202	275	32	1
216	275	32	1
236	275	32	2
238	275	32	1
240	275	32	1
174	276	32	1
203	276	32	1
206	276	32	1
234	276	32	1
243	276	32	1
204	277	32	2
205	277	32	1
239	277	32	2
241	277	32	1
242	277	32	1
243	277	32	2
245	277	32	3
247	277	32	1
250	277	32	2
254	277	32	1
175	278	32	1
176	278	32	1
184	278	32	1
204	278	32	1
206	278	32	3
220	278	32	2
224	278	32	1
234	278	32	1
235	278	32	1
236	278	32	1
237	278	32	1
245	278	32	1
246	278	32	2
250	278	32	1
178	279	32	2
181	279	32	1
205	279	32	2
207	279	32	1
234	279	32	1
236	279	32	1
239	279	32	1
240	279	32	1
245	279	32	1
173	280	32	1
174	280	32	1
176	280	32	1
178	280	32	3
232	280	32	1
238	280	32	1
239	280	32	1
242	280	32	1
245	280	32	1
248	280	32	1
249	280	32	1
173	281	32	1
179	281	32	1
181	281	32	1
186	281	32	1
211	281	32	1
220	281	32	1
222	281	32	1
223	281	32	1
232	281	32	1
236	281	32	1
237	281	32	2
239	281	32	1
240	281	32	1
241	281	32	1
242	281	32	2
243	281	32	1
246	281	32	1
248	281	32	1
254	281	32	1
178	282	32	2
187	282	32	2
204	282	32	1
222	282	32	1
224	282	32	1
226	282	32	1
233	282	32	2
237	282	32	1
242	282	32	1
181	283	32	2
226	283	32	1
230	283	32	1
239	283	32	2
253	283	32	1
186	284	32	1
205	284	32	1
206	284	32	1
210	284	32	1
219	284	32	1
229	284	32	2
233	284	32	1
240	284	32	1
242	284	32	1
244	284	32	1
247	284	32	1
178	285	32	1
182	285	32	1
205	285	32	1
208	285	32	1
215	285	32	1
223	285	32	1
225	285	32	2
233	285	32	1
240	285	32	1
245	285	32	1
246	285	32	3
250	285	32	1
254	285	32	1
255	285	32	1
209	286	32	1
221	286	32	1
223	286	32	1
224	286	32	1
226	286	32	1
228	286	32	1
234	286	32	1
237	286	32	1
239	286	32	1
240	286	32	2
243	286	32	1
252	286	32	1
256	286	32	2
207	287	32	1
222	287	32	1
223	287	32	2
226	287	32	1
230	287	32	2
231	287	32	2
245	287	32	1
249	287	32	1
255	287	32	1
221	288	32	1
222	288	32	1
225	288	32	1
227	288	32	1
229	288	32	2
234	288	32	2
235	288	32	1
237	288	32	1
244	288	32	1
249	288	32	1
250	288	32	1
187	289	32	1
222	289	32	1
224	289	32	2
229	289	32	2
235	289	32	2
238	289	32	1
239	289	32	1
243	289	32	1
247	289	32	1
248	289	32	1
199	290	32	1
200	290	32	1
222	290	32	1
226	290	32	1
230	290	32	1
236	290	32	2
239	290	32	1
241	290	32	1
246	290	32	1
247	290	32	1
248	290	32	1
250	290	32	1
253	290	32	1
197	291	32	1
222	291	32	1
239	291	32	2
244	291	32	2
248	291	32	2
250	291	32	1
256	291	32	1
199	292	32	1
204	292	32	2
218	292	32	1
221	292	32	1
222	292	32	1
223	292	32	1
228	292	32	1
238	292	32	1
243	292	32	1
247	292	32	2
251	292	32	3
252	292	32	1
256	292	32	1
197	293	32	1
198	293	32	2
207	293	32	2
220	293	32	1
221	293	32	2
223	293	32	1
225	293	32	1
232	293	32	2
234	293	32	1
237	293	32	1
241	293	32	1
244	293	32	2
249	293	32	1
253	293	32	1
198	294	32	1
202	294	32	1
204	294	32	1
227	294	32	2
228	294	32	2
230	294	32	1
235	294	32	1
244	294	32	1
251	294	32	1
252	294	32	1
192	295	32	1
217	295	32	1
239	295	32	1
240	295	32	1
241	295	32	1
244	295	32	1
248	295	32	1
250	295	32	1
251	295	32	2
187	296	32	1
198	296	32	1
229	296	32	1
234	296	32	1
235	296	32	1
243	296	32	1
245	296	32	1
249	296	32	1
255	296	32	1
183	297	32	1
219	297	32	1
225	297	32	1
226	297	32	1
233	297	32	1
237	297	32	2
243	297	32	1
246	297	32	1
249	297	32	1
250	297	32	1
251	297	32	1
220	298	32	1
228	298	32	1
230	298	32	1
240	298	32	2
241	298	32	2
244	298	32	1
246	298	32	3
247	298	32	3
250	298	32	1
251	298	32	1
227	299	32	1
228	299	32	1
240	299	32	1
241	299	32	2
242	299	32	1
243	299	32	1
244	299	32	1
245	299	32	1
247	299	32	1
185	300	32	1
227	300	32	1
232	300	32	1
247	300	32	1
196	301	32	2
210	301	32	1
231	301	32	1
232	301	32	1
234	301	32	1
236	301	32	2
237	301	32	1
243	301	32	1
244	301	32	1
222	302	32	1
224	302	32	1
231	302	32	1
233	302	32	2
234	302	32	1
236	302	32	1
238	302	32	2
241	302	32	1
223	303	32	1
225	303	32	1
226	303	32	1
229	303	32	1
239	303	32	2
217	304	32	1
225	304	32	1
230	304	32	1
231	304	32	1
233	304	32	1
235	304	32	1
237	304	32	1
237	305	32	1
238	305	32	1
241	306	32	1
222	307	32	1
237	307	32	1
220	308	32	1
223	308	32	1
225	308	32	1
236	308	32	1
220	309	32	1
224	309	32	3
225	310	32	1
229	310	32	1
227	312	32	1
228	249	33	2
228	250	33	1
228	251	33	1
229	252	33	1
217	253	33	2
221	253	33	1
224	253	33	1
225	253	33	1
231	253	33	1
240	253	33	2
241	253	33	1
193	254	33	2
219	254	33	1
225	254	33	3
226	254	33	1
230	254	33	1
240	254	33	1
241	254	33	4
221	255	33	1
223	255	33	1
226	255	33	1
215	256	33	3
216	256	33	3
222	256	33	2
238	256	33	1
240	256	33	1
241	256	33	1
217	257	33	1
219	257	33	1
221	257	33	1
222	257	33	1
227	257	33	1
230	257	33	2
235	257	33	1
239	257	33	1
215	258	33	1
216	258	33	1
218	258	33	1
221	258	33	1
226	258	33	1
231	258	33	1
233	258	33	1
235	258	33	1
239	258	33	1
243	258	33	2
189	259	33	1
209	259	33	1
211	259	33	1
215	259	33	1
216	259	33	1
217	259	33	1
222	259	33	1
225	259	33	1
232	259	33	1
239	259	33	1
243	259	33	1
246	259	33	1
192	260	33	2
215	260	33	1
219	260	33	1
220	260	33	1
246	260	33	1
182	261	33	1
193	261	33	2
205	261	33	2
211	261	33	1
214	261	33	1
218	261	33	1
219	261	33	1
220	261	33	1
224	261	33	1
228	261	33	1
229	261	33	1
234	261	33	1
238	261	33	1
239	261	33	1
240	261	33	1
245	261	33	1
210	262	33	1
211	262	33	1
215	262	33	1
221	262	33	1
223	262	33	1
228	262	33	1
230	262	33	1
231	262	33	1
238	262	33	1
245	262	33	1
249	262	33	1
183	263	33	2
185	263	33	1
189	263	33	2
194	263	33	1
203	263	33	1
214	263	33	1
219	263	33	1
224	263	33	1
225	263	33	1
242	263	33	2
243	263	33	2
244	263	33	1
247	263	33	1
185	264	33	1
190	264	33	1
191	264	33	1
192	264	33	1
195	264	33	1
216	264	33	1
217	264	33	1
221	264	33	1
225	264	33	1
228	264	33	1
233	264	33	1
235	264	33	1
238	264	33	1
239	264	33	1
247	264	33	1
248	264	33	1
249	264	33	1
185	265	33	1
194	265	33	1
207	265	33	2
208	265	33	1
210	265	33	2
211	265	33	1
213	265	33	1
214	265	33	1
218	265	33	1
220	265	33	1
224	265	33	1
239	265	33	2
187	266	33	1
189	266	33	2
190	266	33	1
191	266	33	1
213	266	33	2
215	266	33	2
217	266	33	1
219	266	33	3
222	266	33	1
241	266	33	1
247	266	33	1
250	266	33	2
184	267	33	1
193	267	33	2
194	267	33	1
196	267	33	1
202	267	33	1
205	267	33	1
209	267	33	1
212	267	33	1
214	267	33	1
215	267	33	1
220	267	33	1
221	267	33	1
226	267	33	1
247	267	33	1
183	268	33	1
188	268	33	1
195	268	33	1
210	268	33	1
216	268	33	1
219	268	33	1
220	268	33	1
241	268	33	2
243	268	33	2
188	269	33	1
201	269	33	2
204	269	33	1
212	269	33	1
217	269	33	2
234	269	33	1
235	269	33	1
239	269	33	1
241	269	33	2
244	269	33	1
245	269	33	1
178	270	33	2
179	270	33	1
187	270	33	1
207	270	33	1
213	270	33	1
214	270	33	1
231	270	33	3
239	270	33	1
242	270	33	1
243	270	33	1
244	270	33	1
247	270	33	1
248	270	33	1
173	271	33	1
180	271	33	1
186	271	33	2
190	271	33	1
209	271	33	1
210	271	33	1
211	271	33	1
217	271	33	1
226	271	33	2
231	271	33	1
237	271	33	1
238	271	33	1
240	271	33	1
246	271	33	1
175	272	33	1
176	272	33	1
180	272	33	1
183	272	33	1
186	272	33	1
189	272	33	2
203	272	33	1
204	272	33	1
205	272	33	1
237	272	33	1
241	272	33	1
249	272	33	1
250	272	33	1
181	273	33	1
183	273	33	2
184	273	33	1
186	273	33	2
190	273	33	1
213	273	33	1
214	273	33	1
217	273	33	1
227	273	33	1
235	273	33	1
240	273	33	1
241	273	33	2
248	273	33	1
253	273	33	2
169	274	33	1
186	274	33	2
201	274	33	1
204	274	33	1
205	274	33	1
206	274	33	1
209	274	33	1
210	274	33	2
214	274	33	1
226	274	33	1
227	274	33	1
236	274	33	1
238	274	33	1
242	274	33	2
243	274	33	1
245	274	33	1
250	274	33	1
176	275	33	1
184	275	33	3
185	275	33	1
206	275	33	1
209	275	33	1
214	275	33	2
244	275	33	1
246	275	33	1
186	276	33	2
206	276	33	1
208	276	33	1
214	276	33	1
232	276	33	1
235	276	33	1
239	276	33	1
240	276	33	1
244	276	33	2
174	277	33	1
183	277	33	1
206	277	33	1
216	277	33	1
224	277	33	2
227	277	33	1
241	277	33	1
243	277	33	1
244	277	33	1
176	278	33	1
204	278	33	1
207	278	33	1
223	278	33	1
232	278	33	1
243	278	33	1
246	278	33	2
168	279	33	1
175	279	33	1
176	279	33	1
178	279	33	3
207	279	33	1
208	279	33	1
220	279	33	3
222	279	33	1
231	279	33	3
240	279	33	1
244	279	33	1
174	280	33	1
175	280	33	1
208	280	33	1
214	280	33	1
223	280	33	1
224	280	33	2
225	280	33	1
232	280	33	1
239	280	33	1
241	280	33	1
242	280	33	1
247	280	33	1
248	280	33	1
249	280	33	1
176	281	33	2
178	281	33	1
186	281	33	2
206	281	33	1
209	281	33	1
230	281	33	2
234	281	33	2
243	281	33	1
248	281	33	1
249	281	33	1
250	281	33	1
175	282	33	1
188	282	33	1
207	282	33	1
210	282	33	1
213	282	33	1
221	282	33	1
224	282	33	1
225	282	33	2
230	282	33	1
231	282	33	2
233	282	33	1
237	282	33	1
243	282	33	2
247	282	33	1
250	282	33	1
251	282	33	1
176	283	33	1
181	283	33	1
183	283	33	1
185	283	33	1
206	283	33	2
220	283	33	1
221	283	33	1
225	283	33	1
226	283	33	1
232	283	33	1
236	283	33	1
238	283	33	1
241	283	33	2
243	283	33	2
247	283	33	1
206	284	33	1
210	284	33	1
220	284	33	1
224	284	33	1
229	284	33	1
234	284	33	1
235	284	33	1
248	284	33	1
178	285	33	1
202	285	33	1
220	285	33	1
221	285	33	1
222	285	33	1
223	285	33	1
224	285	33	1
242	285	33	1
243	285	33	1
247	285	33	3
248	285	33	1
254	285	33	1
208	286	33	1
221	286	33	1
229	286	33	1
237	286	33	1
241.5	286.5	33.5	1
244	286	33	1
245	286	33	2
246	286	33	1
248	286	33	1
198	287	33	2
199	287	33	1
219	287	33	1
220	287	33	2
221	287	33	2
224	287	33	1
228	287	33	2
233	287	33	1
236	287	33	2
245	287	33	2
186	288	33	1
231	288	33	1
236	288	33	4
239	288	33	1
244	288	33	1
245	288	33	2
246	288	33	1
249	288	33	2
255	288	33	2
186	289	33	1
201	289	33	1
202	289	33	2
203	289	33	1
205	289	33	1
231	289	33	1
235	289	33	1
237	289	33	1
241.5	289.5	33.5	1
244	289	33	2
245	289	33	1
247	289	33	1
249	289	33	1
199	290	33	1
223	290	33	2
232	290	33	1
233	290	33	1
235	290	33	1
238	290	33	2
246	290	33	3
185	291	33	2
186	291	33	2
199	291	33	2
200	291	33	1
201	291	33	1
222	291	33	1
231	291	33	1
232	291	33	1
244	291	33	1
249	291	33	2
197	292	33	1
200	292	33	2
201	292	33	1
202	292	33	1
227	292	33	1
236	292	33	1
238	292	33	1
242	292	33	1
246	292	33	2
248	292	33	2
256	292	33	1
177	293	33	1
223	293	33	2
229	293	33	1
231	293	33	1
233	293	33	1
235	293	33	1
243	293	33	1
244	293	33	1
246	293	33	2
247	293	33	1
180	294	33	1
199	294	33	1
213	294	33	2
228	294	33	1
235	294	33	2
244	294	33	2
246	294	33	1
252	294	33	1
218	295	33	1
228	295	33	1
232	295	33	1
233	295	33	1
237	295	33	1
238	295	33	2
254	295	33	1
199	296	33	1
201	296	33	2
220	296	33	1
222	296	33	2
228	296	33	1
231	296	33	1
233	296	33	1
235	296	33	1
237	296	33	1
241	296	33	1
243	296	33	1
245	296	33	1
246	296	33	1
197	297	33	1
234	297	33	1
236	297	33	1
246	297	33	2
182	298	33	1
194	298	33	1
195	298	33	1
196	298	33	1
220	298	33	1
234	298	33	1
238	298	33	1
239	298	33	2
240	298	33	1
242	298	33	1
243	298	33	1
245	298	33	2
246	298	33	1
195	299	33	1
198	299	33	2
201	299	33	2
222	299	33	2
223	299	33	1
224	299	33	1
228	299	33	1
229	299	33	1
234	299	33	1
235	299	33	1
236	299	33	1
237	299	33	1
246	299	33	1
196	300	33	1
197	300	33	1
225	300	33	2
227	300	33	1
228	300	33	1
230	300	33	1
240	300	33	1
244	300	33	1
246	300	33	1
247	300	33	1
228	301	33	1
241	301	33	1
243	301	33	3
246	301	33	1
199	302	33	1
232	302	33	1
233	302	33	1
240	302	33	1
244	302	33	1
207	303	33	1
225	303	33	2
229	303	33	1
233	303	33	1
234	303	33	2
237	303	33	2
241	303	33	1
209	304	33	3
223	304	33	1
235	304	33	3
237	304	33	1
242	304	33	1
227	305	33	1
234	305	33	2
199	306	33	2
232	306	33	1
237	306	33	1
222	307	33	1
226	307	33	1
233	308	33	1
235	308	33	1
237	308	33	1
239	308	33	1
223	309	33	1
228	309	33	1
232	309	33	1
233	309	33	1
237	309	33	1
224	310	33	2
227	310	33	1
228	310	33	1
233	310	33	1
224	311	33	1
230	311	33	2
226	312	33	1
228	312	33	2
231	312	33	1
232	312	33	2
225	313	33	2
229	313	33	1
234	313	33	1
237	313	33	2
230	314	33	1
232	314	33	1
234	314	33	1
230	315	33	1
228	251	34	1
227	252	34	1
228	252	34	2
229	252	34	1
225	253	34	1
217	254	34	1
226	254	34	2
235	254	34	1
223	255	34	1
227	255	34	1
230	255	34	1
237	255	34	2
242	255	34	1
216	256	34	2
219	256	34	1
221	256	34	1
223	256	34	1
227	256	34	2
243	256	34	1
210	257	34	1
217	257	34	1
228	257	34	2
212	258	34	1
225	258	34	2
227	258	34	1
232	258	34	1
237	258	34	1
239	258	34	1
211	259	34	1
216	259	34	1
218	259	34	1
232	259	34	1
233	259	34	1
235	259	34	1
241	259	34	1
215	260	34	1
218	260	34	1
220	260	34	1
221	260	34	2
228	260	34	1
237	260	34	2
238	260	34	1
245	260	34	1
204	261	34	1
208	261	34	1
219	261	34	1
222	261	34	1
225	261	34	1
229	261	34	2
231	261	34	2
242	261	34	1
244	261	34	1
190	262	34	1
192	262	34	1
194	262	34	1
210	262	34	1
214	262	34	1
217	262	34	1
219	262	34	1
220	262	34	1
223	262	34	1
228	262	34	1
235	262	34	1
244	262	34	2
247	262	34	1
188	263	34	1
210	263	34	2
214	263	34	2
217	263	34	1
224	263	34	1
231	263	34	1
233	263	34	1
234	263	34	1
238	263	34	1
244	263	34	2
248	263	34	1
250	263	34	2
252	263	34	1
187	264	34	1
191	264	34	2
200	264	34	1
212	264	34	1
215	264	34	1
224	264	34	1
226	264	34	1
229	264	34	1
232	264	34	1
237	264	34	1
240	264	34	1
242	264	34	2
243	264	34	2
248	264	34	1
187	265	34	2
188	265	34	1
189	265	34	1
190	265	34	1
203	265	34	1
207	265	34	1
210	265	34	2
213	265	34	4
218	265	34	1
226	265	34	1
229	265	34	1
233	265	34	1
234	265	34	1
248	265	34	2
249	265	34	1
251	265	34	2
175	266	34	1
194	266	34	1
195	266	34	1
217	266	34	1
221	266	34	1
227	266	34	1
228	266	34	1
229	266	34	1
230	266	34	1
238	266	34	1
242	266	34	1
249	266	34	1
252	266	34	1
188	267	34	1
191	267	34	1
195	267	34	1
210	267	34	2
214	267	34	1
215	267	34	1
218	267	34	2
223	267	34	1
225	267	34	1
228	267	34	1
232	267	34	1
240	267	34	1
173	268	34	1
176	268	34	2
183	268	34	1
188	268	34	1
189	268	34	1
193	268	34	2
217	268	34	2
218	268	34	1
220	268	34	1
221	268	34	1
233	268	34	1
250	268	34	1
183	269	34	1
184	269	34	1
185	269	34	1
189	269	34	1
193	269	34	1
197	269	34	1
222	269	34	1
230	269	34	1
232	269	34	1
234	269	34	1
235	269	34	1
236	269	34	1
244	269	34	1
245	269	34	1
248	269	34	1
251	269	34	1
180	270	34	1
185	270	34	1
186	270	34	1
187	270	34	1
194	270	34	1
196	270	34	2
199	270	34	1
201	270	34	1
206	270	34	1
209	270	34	1
216	270	34	1
218	270	34	1
231	270	34	1
233	270	34	1
243	270	34	1
246	270	34	1
175	271	34	2
181	271	34	1
185	271	34	2
186	271	34	1
209	271	34	1
210	271	34	1
215	271	34	1
220	271	34	1
230	271	34	1
234	271	34	1
237	271	34	2
240	271	34	1
243	271	34	1
246	271	34	2
177	272	34	1
180	272	34	1
182	272	34	1
183	272	34	1
186	272	34	1
198	272	34	1
203	272	34	1
205	272	34	1
207	272	34	1
214	272	34	1
225	272	34	2
226	272	34	1
229	272	34	1
232	272	34	1
236	272	34	1
237	272	34	1
240	272	34	1
241	272	34	1
245	272	34	1
247	272	34	1
186	273	34	1
197	273	34	1
207	273	34	1
208	273	34	1
210	273	34	1
215	273	34	1
216	273	34	1
218	273	34	1
230	273	34	1
248	273	34	1
170	274	34	1
174	274	34	1
179	274	34	1
183	274	34	1
187	274	34	1
203	274	34	1
207	274	34	1
218	274	34	2
226	274	34	1
232	274	34	2
234	274	34	1
236	274	34	1
237	274	34	1
238	274	34	2
241	274	34	1
179	275	34	1
181	275	34	2
183	275	34	1
184	275	34	1
185	275	34	1
206	275	34	1
208	275	34	1
209	275	34	1
233	275	34	1
238	275	34	1
177	276	34	1
180	276	34	1
203	276	34	2
209	276	34	1
210	276	34	1
214	276	34	1
219	276	34	1
232	276	34	1
237	276	34	1
240	276	34	1
241	276	34	1
242	276	34	1
243	276	34	1
245	276	34	1
182	277	34	2
184	277	34	1
202	277	34	2
204	277	34	1
207	277	34	2
244	277	34	1
175	278	34	1
176	278	34	1
178	278	34	2
188	278	34	1
193	278	34	1
203	278	34	3
226	278	34	1
231	278	34	1
232	278	34	1
234	278	34	1
236	278	34	1
239	278	34	1
243	278	34	1
175	279	34	1
176	279	34	2
181	279	34	1
203	279	34	1
207	279	34	1
223	279	34	2
232	279	34	1
236	279	34	1
237	279	34	1
243	279	34	1
247	279	34	1
248	279	34	1
249	279	34	2
173	280	34	1
175	280	34	1
180	280	34	1
181	280	34	1
187	280	34	1
192	280	34	1
234	280	34	1
238	280	34	1
246	280	34	1
248	280	34	1
174	281	34	1
177	281	34	2
203	281	34	1
204	281	34	1
207	281	34	1
210	281	34	1
213	281	34	1
221	281	34	1
222	281	34	1
227	281	34	1
229	281	34	1
233	281	34	1
237	281	34	1
244	281	34	2
248	281	34	1
175	282	34	1
179	282	34	1
187	282	34	2
189	282	34	1
190	282	34	1
204	282	34	1
207	282	34	1
209	282	34	1
214	282	34	1
224	282	34	1
229	282	34	1
235	282	34	1
240	282	34	1
249	282	34	3
179	283	34	1
181	283	34	1
204	283	34	1
207	283	34	2
208	283	34	1
215	283	34	1
219	283	34	1
222	283	34	1
227	283	34	1
231	283	34	1
232	283	34	1
234	283	34	1
245	283	34	1
249	283	34	1
250	283	34	1
176	284	34	1
178	284	34	1
184	284	34	1
203	284	34	1
207	284	34	1
211	284	34	1
215	284	34	2
219	284	34	1
220	284	34	3
224	284	34	1
226	284	34	1
229	284	34	2
242	284	34	1
254	284	34	2
181	285	34	1
188	285	34	1
202	285	34	1
204	285	34	1
211	285	34	1
218	285	34	2
222	285	34	1
229	285	34	1
230	285	34	1
233	285	34	2
238	285	34	1
243	285	34	1
246	285	34	1
248	285	34	2
177	286	34	1
186	286	34	1
188	286	34	1
189	286	34	1
203	286	34	1
207	286	34	1
208	286	34	1
213	286	34	1
222	286	34	1
226	286	34	1
228	286	34	1
229	286	34	1
231	286	34	1
234	286	34	1
237	286	34	2
239	286	34	1
240	286	34	2
242	286	34	1
243	286	34	1
246	286	34	1
247	286	34	1
248	286	34	1
255	286	34	2
184	287	34	1
190	287	34	1
199	287	34	2
208	287	34	3
209	287	34	1
222	287	34	2
224	287	34	1
226	287	34	2
227	287	34	2
228	287	34	1
229	287	34	1
235	287	34	1
176	288	34	1
184	288	34	2
185	288	34	1
187	288	34	1
199	288	34	1
201	288	34	1
206	288	34	1
222	288	34	1
233	288	34	1
237	288	34	1
239	288	34	1
245	288	34	1
246	288	34	2
249	288	34	1
185	289	34	1
186	289	34	1
198	289	34	4
200	289	34	2
202	289	34	2
219	289	34	1
223	289	34	1
224	289	34	1
230	289	34	1
232	289	34	1
233	289	34	1
242	289	34	2
245	289	34	1
246	289	34	1
249	289	34	1
176	290	34	2
182	290	34	2
187	290	34	1
199	290	34	1
220	290	34	1
225	290	34	1
230	290	34	2
232	290	34	1
235	290	34	2
244	290	34	1
246	290	34	2
185	291	34	1
186	291	34	1
200	291	34	2
222	291	34	3
224	291	34	1
229	291	34	2
237	291	34	1
241	291	34	2
242	291	34	2
248	291	34	1
250	291	34	2
198	292	34	1
200	292	34	1
201	292	34	3
204	292	34	1
222	292	34	2
225	292	34	2
226	292	34	1
232	292	34	1
233	292	34	1
234	292	34	1
236	292	34	3
238	292	34	2
241	292	34	1
242	292	34	1
243	292	34	2
244	292	34	1
190	293	34	1
196	293	34	1
205	293	34	2
207	293	34	1
222	293	34	1
224	293	34	2
229	293	34	2
237	293	34	1
238	293	34	1
243	293	34	1
248	293	34	1
182	294	34	1
183	294	34	1
195	294	34	1
199	294	34	1
217	294	34	1
221	294	34	1
224	294	34	1
225	294	34	1
226	294	34	2
235	294	34	1
236	294	34	1
237	294	34	1
243	294	34	1
184	295	34	1
194	295	34	1
198	295	34	1
203	295	34	2
204	295	34	1
218	295	34	1
220	295	34	1
236	295	34	1
239	295	34	1
244	295	34	1
182	296	34	2
183	296	34	1
184	296	34	2
199	296	34	1
201	296	34	1
202	296	34	1
225	296	34	1
226	296	34	2
229	296	34	1
234	296	34	1
236	296	34	2
241	296	34	1
242	296	34	1
179	297	34	1
194	297	34	1
199	297	34	1
203	297	34	1
220	297	34	1
221	297	34	1
224	297	34	1
238	297	34	1
239	297	34	1
242	297	34	1
244	297	34	1
194	298	34	3
196	298	34	1
197	298	34	1
220	298	34	2
236	298	34	1
239	298	34	1
245	298	34	2
197	299	34	3
200	299	34	1
226	299	34	2
227	299	34	2
228	299	34	1
229	299	34	2
239	299	34	1
242	299	34	1
244	299	34	2
247	299	34	2
228	300	34	1
229	300	34	1
230	300	34	1
236	300	34	1
243	300	34	1
244	300	34	1
246	300	34	1
196	301	34	1
227	301	34	1
236	301	34	1
245	301	34	1
229	302	34	1
225	303	34	1
226	303	34	2
227	303	34	2
229	303	34	2
232	303	34	1
233	303	34	1
237	303	34	1
240	303	34	1
244	303	34	1
194	304	34	1
227	304	34	1
230	304	34	1
231	304	34	1
