x	y	z	Senescence-Associated Secretory Phenotype (SASP)
205	284	39	1
206	284	39	1
195	285	39	1
196	286	39	1
203	286	39	1
205	286	39	1
216	286	39	1
233	286	39	2
187	287	39	1
191	287	39	1
198	287	39	1
207	287	39	1
215	287	39	1
222	287	39	2
239	287	39	1
192	288	39	1
204	288	39	1
206	288	39	1
224	288	39	1
201	289	39	1
203	289	39	1
217	289	39	1
239	289	39	1
188	290	39	1
190	290	39	2
195	290	39	1
197	290	39	1
210	290	39	1
211	290	39	1
233	290	39	2
191	291	39	1
199	291	39	1
202	291	39	2
204	291	39	2
206	291	39	1
239	291	39	1
240	291	39	1
197	292	39	2
208	292	39	3
210	292	39	1
230	292	39	2
235	292	39	1
236	292	39	1
207	293	39	2
208	293	39	1
209	293	39	1
227	293	39	2
234	293	39	1
241	293	39	1
200	294	39	1
206	294	39	1
228	294	39	2
230	294	39	1
233	294	39	1
203	295	39	1
207	295	39	1
216	295	39	1
229	295	39	1
238	295	39	1
240	295	39	1
241	295	39	1
197	296	39	1
213	296	39	2
219	296	39	1
235	296	39	1
240	296	39	1
195	297	39	3
199	297	39	1
204	297	39	1
206	297	39	1
220	297	39	1
223	297	39	1
224	297	39	2
225	297	39	1
230	297	39	2
231	297	39	2
234	297	39	1
235	297	39	1
236	297	39	1
201	298	39	1
203	298	39	1
221	298	39	2
223	298	39	2
228	298	39	1
231	298	39	1
233	298	39	1
240	298	39	1
242	298	39	1
224	299	39	1
227	299	39	1
236	299	39	1
241	299	39	1
242	299	39	1
243	299	39	2
228	300	39	1
229	300	39	1
232	300	39	1
224	301	39	1
228	301	39	2
230	301	39	1
226	302	39	1
229	302	39	1
228	303	39	1
230	303	39	1
231	303	39	1
239	303	39	1
227	304	39	1
228	304	39	1
231	304	39	1
233	304	39	1
234	304	39	1
194	305	39	1
212	305	39	1
226	305	39	1
227	305	39	1
238	305	39	1
240	305	39	1
210	306	39	2
211	306	39	1
227	306	39	1
230	306	39	1
240	306	39	1
213	307	39	1
241	307	39	1
222	308	39	2
225	308	39	1
226	308	39	1
229	308	39	1
233	308	39	1
242	308	39	2
215	309	39	2
218	309	39	1
220	309	39	1
225	309	39	1
227	309	39	1
228	309	39	1
232	309	39	2
235	309	39	2
242	309	39	1
196	310	39	1
218	310	39	2
219	310	39	1
222	310	39	2
223	310	39	1
228	310	39	1
234	310	39	1
239	310	39	1
242	310	39	1
211	311	39	1
217	311	39	1
218	311	39	1
226	311	39	3
236	311	39	2
240	311	39	1
217	312	39	2
230	312	39	1
240	312	39	1
242	312	39	1
217	313	39	2
219	313	39	1
227	313	39	1
228	313	39	2
229	313	39	1
241	313	39	1
216	314	39	1
217	314	39	1
229	314	39	1
241	314	39	2
217	315	39	1
220	315	39	1
229	315	39	1
230	315	39	1
242	315	39	1
225	316	39	1
236	316	39	1
240	316	39	1
235	317	39	1
231	318	39	3
235	318	39	1
237	318	39	1
243	318	39	1
220	319	39	1
233	319	39	1
237	319	39	1
240	319	39	1
218	321	39	1
230	321	39	1
230	322	39	1
233	322	39	1
212	327	39	1
193	281	40	1
190	283	40	1
197	283	40	1
197	284	40	1
191	285	40	2
194	285	40	1
196	286	40	1
206	286	40	1
194	287	40	2
204	287	40	1
206	288	40	2
192	289	40	1
193	289	40	1
193	290	40	1
218	290	40	1
192	291	40	1
196	291	40	1
208	291	40	1
189	292	40	1
208	292	40	2
209	292	40	1
210	292	40	1
212	292	40	1
235	292	40	1
197	293	40	1
213	293	40	1
214	293	40	1
216	293	40	2
225	293	40	2
234	293	40	1
207	294	40	1
228	294	40	1
238	294	40	3
241	295	40	1
198	296	40	1
203	296	40	2
205	296	40	1
215	296	40	2
240	296	40	1
188	297	40	1
205	297	40	1
216	297	40	1
221	297	40	1
230	297	40	1
212	298	40	1
215	298	40	1
222	298	40	1
225	298	40	1
229	298	40	1
229	299	40	1
230	299	40	1
231	299	40	1
236	299	40	2
215	301	40	1
228	301	40	1
236	301	40	2
219	302	40	1
224	302	40	2
237	302	40	1
243	302	40	1
241	304	40	1
223	305	40	2
229	305	40	1
231	305	40	1
232	305	40	1
212	306	40	1
213	306	40	2
224	306	40	1
225	306	40	1
230	306	40	2
239	306	40	1
241	306	40	2
242	306	40	1
227	307	40	1
238	307	40	1
224	308	40	1
239	308	40	1
203	309	40	3
215	309	40	1
218	309	40	1
220	309	40	1
228	309	40	1
232	309	40	1
240	309	40	1
194	310	40	1
218	310	40	1
221	310	40	1
224	310	40	1
229	310	40	1
241	310	40	1
222	311	40	1
225	311	40	1
237	311	40	1
240	311	40	1
216	312	40	1
220	312	40	1
229	312	40	1
240	312	40	1
213	313	40	1
216	313	40	1
217	313	40	1
223	313	40	1
215	314	40	1
239	314	40	1
219	315	40	1
229	315	40	1
242	315	40	1
245	315	40	2
217	316	40	1
220	316	40	1
221	316	40	2
234	316	40	1
238	316	40	1
240	316	40	1
242	316	40	2
235	317	40	1
236	317	40	1
240	318	40	1
246	318	40	1
215	319	40	1
221	319	40	1
232	319	40	1
237	319	40	1
241	319	40	1
243	319	40	2
221	320	40	1
225	320	40	2
227	321	40	2
230	322	40	3
231	322	40	1
228	323	40	1
230	323	40	1
212	324	40	1
229	324	40	1
208	330	40	1
193	280	41	1
197	282	41	1
192	292	41	2
226	292	41	2
195	294	41	2
209	294	41	1
210	294	41	1
213	294	41	2
205	296	41	2
213	297	41	1
227	299	41	1
234	301	41	3
222	303	41	1
227	304	41	1
223	305	41	1
227	305	41	1
229	305	41	2
231	305	41	1
223	306	41	1
228	306	41	1
229	307	41	1
225	308	41	1
226	308	41	1
239	308	41	1
223	309	41	1
224	309	41	1
225	309	41	1
239	309	41	1
240	309	41	1
219	310	41	3
221	310	41	2
231	310	41	1
236	310	41	1
220	311	41	1
216	312	41	1
235	312	41	1
241	312	41	2
242	312	41	1
219	313	41	1
238	313	41	1
221	314	41	1
235	314	41	1
239	314	41	1
230	315	41	1
243	315	41	2
216	316	41	1
219	316	41	2
221	316	41	1
243	316	41	1
249	316	41	1
221	317	41	1
242	317	41	1
230	318	41	1
246	318	41	1
223	319	41	2
242	319	41	1
240	320	41	2
228	322	41	1
228	323	41	2
228	299	42	1
221	301	42	2
223	302	42	1
220	305	42	2
232	306	42	1
221	307	42	1
227	307	42	1
223	308	42	1
220	309	42	1
224	309	42	1
225	309	42	1
238	310	42	1
239	310	42	1
223	311	42	1
236	311	42	1
218	312	42	1
243	312	42	1
244	312	42	1
217	313	42	1
218	313	42	1
223	313	42	2
226	313	42	1
221	314	42	1
226	314	42	1
236	314	42	1
220	315	42	1
218	316	42	3
221	316	42	1
225	316	42	1
238	316	42	1
240	316	42	1
243	316	42	1
238	317	42	1
239	317	42	2
240	317	42	2
218	318	42	1
219	318	42	1
220	318	42	1
229	318	42	1
240	318	42	1
245	318	42	1
246	318	42	1
204	319	42	1
224	319	42	2
226	320	42	1
228	320	42	1
231	320	42	1
239	321	42	1
226	322	42	1
219	304	43	1
220	304	43	1
221	305	43	1
228	305	43	2
222	307	43	1
211	308	43	1
220	308	43	1
222	308	43	1
242	309	43	1
221	311	43	1
211	312	43	1
219	312	43	2
220	312	43	2
238	313	43	1
240	313	43	1
238	314	43	1
223	315	43	3
229	315	43	1
219	316	43	1
223	316	43	1
241	316	43	1
217	318	43	3
217	319	43	1
242	319	43	1
227	321	43	1
220	308	44	1
223	308	44	1
223	309	44	2
211	310	44	1
224	310	44	1
225	311	44	1
235	311	44	1
239	311	44	1
223	313	44	1
241	314	44	1
230	315	44	2
222	316	44	1
238	317	44	1
242	317	44	1
230	318	44	2
223	319	44	1
226	320	44	1
231	320	44	1
229	321	44	1
230	321	44	1
242	321	44	1
222	317	45	1
