x	y	z	ATF4 activates genes in response to endoplasmic reticulum  stress
232	285	30	1
234	285	30	2
237	285	30	1
248	285	30	2
251	285	30	1
255	285	30	1
180	286	30	2
219	286	30	1
222	286	30	1
223	286	30	1
224	286	30	1
225	286	30	1
228	286	30	1
230	286	30	1
231	286	30	1
234	286	30	1
235	286	30	1
240	286	30	1
241	286	30	1
243	286	30	1
246	286	30	4
249	286	30	1
250	286	30	1
251	286	30	1
256	286	30	1
207	287	30	2
222	287	30	1
225	287	30	1
231	287	30	2
234	287	30	1
237	287.5	30.5	1
241	287	30	1
244	287	30	3
255	287	30	1
225	288	30	1
228	288	30	1
229	288	30	2
231	288	30	1
233	288	30	1
234	288	30	1
235	288	30	3
236	288	30	1
238	288	30	1
239	288	30	2
243	288	30	3
244	288	30	2
245	288	30	1
247	288	30	1
250	288	30	1
222	289	30	1
226	289	30	1
231	289	30	2
232	289	30	2
233	289	30	1
234	289	30	1
235	289	30	1
238	289	30	1
239	289	30	1
245	289	30	1
250	289	30	1
198	290	30	2
220	290	30	3
222	290	30	1
224	290	30	1
225	290	30	1
236	290	30	1
239	290	30	1
240	290	30	2
241	290	30	1
244	290	30	1
246	290	30	2
250	290	30	1
253	290	30	1
222	291	30	5
225	291	30	1
226	291	30	1
229	291	30	1
232	291	30	1
234	291	30	1
235	291	30	1
242	291	30	1
244	291	30	1
246	291	30	1
247	291	30	1
223	292	30	1
227	292	30	2
230	292	30	2
236	292	30	3
237	292	30	1
241	292	30	2
243	292	30	1
247	292	30	1
248	292	30	1
257	292	30	2
201	293	30	1
221	293	30	1
222	293	30	1
224	293	30	2
225	293	30	1
227	293	30	2
231	293	30	2
234	293	30	1
236	293	30	2
238	293	30	1
240	293	30	1
243	293	30	1
244	293	30	1
245	293	30	1
246	293	30	1
247	293	30	2
249	293	30	1
250	293	30	1
253	293	30	2
189	294	30	1
220	294	30	2
221	294	30	1
226	294	30	1
230	294	30	3
236	294	30	1
237	294	30	2
240	294	30	1
241	294	30	1
244	294	30	1
246	294	30	2
251	294	30	2
252	294	30	1
254	294	30	1
258	294	30	2
197	295	30	2
218	295	30	2
221	295	30	1
224	295	30	2
225	295	30	1
226	295	30	1
227	295	30	2
228	295	30	1
229	295	30	2
243	295	30	3
244	295	30	2
250	295	30	1
251	295	30	1
255	295	30	1
256	295	30	3
257	295	30	1
226	296	30	1
228	296	30	2
232	296	30	2
234	296	30	1
237	296	30	2
241	296	30	1
244	296	30	1
247	296	30	1
253	296	30	1
221	297	30	1
227	297	30	1
231	297	30	1
232	297	30	4
239	297	30	2
240	297	30	2
243	297	30	1
244	297	30	2
245	297	30	1
250	297	30	1
220	298	30	2
222	298	30	1
226	298	30	1
230	298	30	1
231	298	30	1
232	298	30	2
233	298	30	1
236	298	30	2
237	298	30	3
239	298	30	2
240	298	30	1
242	298	30	1
245	298	30	2
246	298	30	1
247	298	30	2
216	299	30	1
218	299	30	2
225	299	30	1
230	299	30	1
244	299	30	1
246	299	30	1
250	299	30	2
252	299	30	1
223	300	30	1
225	300	30	2
226	300	30	1
227	300	30	1
228	300	30	1
231	300	30	1
232	300	30	1
233	300	30	1
236	300	30	2
246	300	30	1
247	300	30	1
248	300	30	1
249	300	30	2
251	300	30	1
223	301	30	1
224	301	30	1
226	301	30	1
237	301	30	1
238	301	30	3
241	301	30	2
242	301	30	1
245	301	30	2
246	301	30	1
249	301	30	2
221	302	30	2
237	302	30	2
248	302	30	1
223	303	30	1
225	303	30	1
239	303	30	1
240	303	30	2
243	303	30	2
244	303	30	1
234	304	30	1
236	304	30	2
237	304	30	1
238	304	30	1
223	305	30	1
233	305	30	2
236	305	30	1
237	305	30	2
238	305	30	1
240	305	30	4
238	306	30	1
240	306	30	2
227	250	31	2
215	251	31	2
216	252	31	1
225	252	31	1
239	252	31	2
215	253	31	3
217	253	31	1
225	253	31	1
232	253	31	1
233	253	31	3
237	253	31	1
226	254	31	2
229	254	31	2
231	254	31	2
232	254	31	1
235	254	31	1
195	255	31	1
215	255	31	1
230	255	31	1
233	255	31	1
234	255	31	1
235	255	31	1
237	255	31	1
238	255	31	1
240	255	31	1
215	256	31	1
202	257	31	2
215	257	31	1
216	257	31	1
218	257	31	1
237	257	31	3
239	257	31	2
240	257	31	1
240	258	31	1
209	259	31	1
216	259	31	2
227	259	31	2
231	259	31	1
235	259	31	1
187	260	31	1
188	260	31	2
209	260	31	1
212	260	31	2
218	260	31	2
224	260	31	1
228	260	31	2
237	260	31	1
238	260	31	1
239	260	31	1
240	260	31	1
242	260	31	1
244	260	31	1
245	260	31	1
184	261	31	2
208	261	31	1
211	261	31	1
213	261	31	3
216	261	31	1
225	261	31	1
226	261	31	1
227	261	31	2
229	261	31	1
234	261	31	3
244	261	31	3
246	261	31	1
186	262	31	1
194	262	31	1
210	262	31	2
211	262	31	1
218	262	31	1
222	262	31	2
225	262	31	1
230	262	31	1
233	262	31	1
235	262	31	1
236	262	31	3
238	262	31	1
240	262	31	2
242	262	31	2
249	262	31	1
186	263	31	1
189	263	31	2
197	263	31	2
198	263	31	1
200	263	31	2
215	263	31	1
217	263	31	1
218	263	31	3
222	263	31	1
226	263	31	1
227	263	31	1
229	263	31	1
230	263	31	1
233	263	31	1
235	263	31	1
240	263	31	1
245	263	31	1
248	263	31	1
187	264	31	1
189	264	31	2
195	264	31	1
204	264	31	1
210	264	31	2
220	264	31	1
227	264	31	2
231	264	31	1
237	264	31	1
238	264	31	2
245	264	31	1
184	265	31	2
186	265	31	1
200	265	31	1
214	265	31	1
215	265	31	1
222	265	31	1
231	265	31	2
232	265	31	1
234	265	31	1
239	265	31	2
243	265	31	2
245	265	31	1
246	265	31	1
249	265	31	1
186	266	31	1
187	266	31	1
193	266	31	1
194	266	31	1
213	266	31	2
219	266	31	3
221	266	31	1
228	266	31	1
233	266	31	1
236	266	31	1
241	266	31	2
243	266	31	1
245	266	31	1
246	266	31	2
247	266	31	1
248	266	31	1
251	266	31	2
176	267	31	1
182	267	31	1
183	267	31	1
192	267	31	1
193	267	31	2
194	267	31	1
195	267	31	3
196	267	31	1
199	267	31	1
211	267	31	1
228	267	31	1
231	267	31	1
233	267	31	1
235	267	31	1
236	267	31	2
246	267	31	2
247	267	31	1
188	268	31	3
195	268	31	2
197	268	31	1
198	268	31	1
205	268	31	1
213	268	31	1
215	268	31	1
218	268	31	2
220	268	31	1
222	268	31	1
224	268	31	1
225	268	31	2
231	268	31	2
232	268	31	1
238	268	31	1
240	268	31	2
241	268	31	2
243	268	31	2
244	268	31	1
173	269	31	1
182	269	31	1
183	269	31	2
188	269	31	1
193	269	31	1
198	269	31	1
204	269	31	1
206	269	31	1
213	269	31	2
215	269	31	1
230	269	31	1
231	269	31	2
232	269	31	1
235	269	31	1
238	269	31	1
240	269	31	1
242	269	31	1
246	269	31	2
247	269	31	1
249	269	31	2
173	270	31	3
185	270	31	3
186	270	31	2
196	270	31	1
200	270	31	1
201	270	31	1
212	270	31	1
237	270	31	2
242	270	31	1
244	270	31	2
248	270	31	1
250	270	31	2
174	271	31	2
176	271	31	1
178	271	31	1
182	271	31	1
184	271	31	1
185	271	31	1
198	271	31	2
199	271	31	1
200	271	31	1
204	271	31	1
210	271	31	1
212	271	31	1
214	271	31	1
215	271	31	2
217	271	31	1
224	271	31	1
225	271	31	2
226	271	31	1
231	271	31	2
233	271	31	1
237	271	31	1
238	271	31	2
239	271	31	2
240	271	31	1
241	271	31	1
244	271	31	1
245	271	31	2
251	271	31	1
176	272	31	1
183	272	31	2
184	272	31	1
199	272	31	1
203	272	31	1
205	272	31	1
208	272	31	1
210	272	31	2
212	272	31	1
215	272	31	2
216	272	31	1
225	272	31	1
227	272	31	3
232	272	31	1
234	272	31	1
239	272	31	3
248	272	31	2
249	272	31	2
250	272	31	1
251	272	31	2
254	272	31	2
181	273	31	1
183	273	31	2
184	273	31	1
211	273	31	3
212	273	31	2
213	273	31	1
215	273	31	2
229	273	31	1
232	273	31	1
234	273	31	1
236	273	31	1
238	273	31	2
239	273	31	1
240	273	31	1
242	273	31	1
248	273	31	2
249	273	31	1
250	273	31	1
180	274	31	1
203	274	31	2
205	274	31	1
209	274	31	1
210	274	31	2
213	274	31	1
225	274	31	1
226	274	31	2
229	274	31	2
232	274	31	2
233	274	31	1
237	274	31	1
239	274	31	2
244	274	31	1
247	274	31	1
252	274	31	1
184	275	31	1
235	275	31	1
236	275	31	1
244	275	31	1
250	275	31	1
176	276	31	1
184	276	31	1
205	276	31	1
226	276	31	2
236	276	31	1
237	276	31	2
238	276	31	1
240	276	31	1
241	276	31	2
243	276	31	1
244	276	31	1
246	276	31	1
174	277	31	1
204	277	31	1
209	277	31	2
235	277	31	1
236	277	31	2
237	277	31	1
238	277	31	1
239	277	31	1
240	277	31	1
241	277	31	3
243	277	31	1
247	277	31	1
249	277	31	1
174	278	31	1
178	278	31	1
180	278	31	1
203	278	31	1
204	278	31	1
205	278	31	1
207	278	31	1
208	278	31	1
224	278	31	2
237	278	31	1
242	278	31	1
243	278	31	1
244	278	31	1
245	278	31	1
247	278	31	1
175	279	31	1
205	279	31	1
206	279	31	1
207	279	31	1
208	279	31	1
216	279	31	1
234	279	31	1
235	279	31	3
237	279	31	1
238	279	31	2
242	279	31	2
243	279	31	1
244	279	31	2
245	279	31	3
253	279	31	1
205	280	31	1
208	280	31	1
221	280	31	1
237	280	31	1
238	280	31	3
249	280	31	2
251	280	31	1
176	281	31	1
179	281	31	1
181	281	31	1
184	281	31	1
204	281	31	1
206	281	31	1
219	281	31	2
220	281	31	3
223	281	31	1
224	281	31	1
231	281	31	1
234	281	31	2
236	281	31	1
237	281	31	1
239	281	31	1
240	281	31	1
243	281	31	1
244	281	31	1
248	281	31	1
251	281	31	1
254	281	31	1
173	282	31	1
175	282	31	1
178	282	31	1
179	282	31	1
180	282	31	1
181	282	31	2
206	282	31	1
223	282	31	1
225	282	31	2
231	282	31	1
235	282	31	1
238	282	31	1
241	282	31	1
244	282	31	1
245	282	31	1
247	282	31	1
250	282	31	1
253	282	31	1
254	282	31	3
176	283	31	3
182	283	31	2
184	283	31	2
208	283	31	1
223	283	31	1
235	283	31	1
239	283	31	1
240	283	31	1
251	283	31	1
252	283	31	1
175	284	31	1
176	284	31	1
179	284	31	1
206	284	31	2
219	284	31	1
222	284	31	1
223	284	31	1
235	284	31	3
237	284	31	2
238	284	31	1
244	284	31	2
248	284	31	1
250	284	31	2
254	284	31	3
256	284	31	3
257	284	31	1
179	285	31	1
183	285	31	2
206	285	31	2
219	285	31	1
223	285	31	1
224	285	31	1
226	285	31	2
234	285	31	1
235	285	31	1
240	285	31	3
245	285	31	1
252	285	31	1
253	285	31	1
180	286	31	2
204	286	31	1
218	286	31	1
219	286	31	1
221	286	31	1
225	286	31	1
227	286	31	1
229	286	31	1
237	286	31	1
238	286	31	1
240	286	31	3
249	286	31	1
252	286	31	2
219	287	31	1
221	287	31	2
222	287	31	2
223	287	31	1
224	287	31	1
225	287	31	2
226	287	31	1
227	287	31	1
230	287	31	1
231	287	31	1
238	287	31	1
241	287	31	1
244	287	31	1
251	287	31	1
253	287	31	1
255	287	31	1
256	287	31	1
186	288	31	1
223	288	31	1
226	288	31	1
230	288	31	2
233	288	31	2
241	288	31	1
242	288	31	1
245	288	31	1
246	288	31	1
247	288	31	1
249	288	31	1
251	288	31	1
200	289	31	1
205	289	31	1
222	289	31	1
225	289	31	2
231	289	31	1
232	289	31	1
233	289	31	2
235	289	31	1
237	289	31	1
238	289	31	1
240	289	31	1
241	289	31	1
242	289	31	1
243	289	31	1
252	289	31	1
200	290	31	1
231	290	31	2
234	290	31	2
235	290	31	2
240	290	31	1
241	290	31	1
243	290	31	2
246	290	31	1
247	290	31	3
250	290	31	2
199	291	31	1
200	291	31	2
204	291	31	2
222	291	31	1
227	291	31	1
228	291	31	1
230	291	31	3
237	291	31	1
240	291	31	2
241	291	31	1
242	291	31	1
244	291	31	1
247	291	31	1
248	291	31	2
249	291	31	1
254	291	31	4
255	291	31	1
201	292	31	1
227	292	31	1
230	292	31	1
231	292	31	1
235	292	31	1
236	292	31	1
238	292	31	1
242	292	31	1
243	292	31	2
246	292	31	1
247	292	31	1
252	292	31	1
253	292	31	1
254	292	31	1
257	292	31	2
198	293	31	1
221	293	31	3
223	293	31	1
229	293	31	1
230	293	31	1
232	293	31	2
234	293	31	1
235	293	31	1
237	293	31	2
238	293	31	1
242	293	31	1
246	293	31	4
247	293	31	1
248	293	31	1
253	293	31	1
202	294	31	1
221	294	31	4
224	294	31	1
225	294	31	1
228	294	31	3
233	294	31	1
235	294	31	1
241	294	31	1
243	294	31	1
244	294	31	1
246	294	31	3
247	294	31	1
250	294	31	1
251	294	31	2
202	295	31	6
220	295	31	1
222	295	31	2
225	295	31	1
231	295	31	1
241	295	31	1
242	295	31	2
247	295	31	1
249	295	31	1
252	295	31	1
257	295	31	1
188	296	31	2
199	296	31	1
222	296	31	1
223	296	31	1
224	296	31	1
235	296	31	1
245	296	31	2
247	296	31	1
252	296	31	1
195	297	31	1
223	297	31	1
224	297	31	1
231	297	31	1
234	297	31	4
239	297	31	1
241	297	31	2
242	297	31	1
243	297	31	3
246	297	31	1
255	297	31	2
196	298	31	1
205	298	31	2
223	298	31	2
229	298	31	2
235	298	31	2
238	298	31	1
242	298	31	1
247	298	31	2
248	298	31	2
250	298	31	4
252	298	31	1
221	299	31	1
224	299	31	2
229	299	31	1
230	299	31	2
232	299	31	3
236	299	31	2
237	299	31	1
243	299	31	2
246	299	31	1
248	299	31	3
251	299	31	2
224	300	31	1
225	300	31	1
226	300	31	1
227	300	31	2
230	300	31	1
236	300	31	2
238	300	31	2
249	300	31	2
250	300	31	2
216	301	31	1
228	301	31	1
229	301	31	1
230	301	31	1
232	301	31	1
233	301	31	1
241	301	31	1
245	301	31	1
248	301	31	1
249	301	31	1
223	302	31	3
224	302	31	1
231	302	31	1
232	302	31	3
235	302	31	2
236	302	31	1
242	302	31	1
244	302	31	1
245	302	31	1
246	302	31	1
247	302	31	1
233	303	31	1
235	303	31	1
236	303	31	2
237	303	31	1
239	303	31	2
241	303	31	2
242	303	31	1
243	303	31	1
246	303	31	3
232	304	31	1
237	304	31	1
238	304	31	1
244	304	31	1
223	305	31	1
224	305	31	1
225	305	31	1
234	305	31	1
235	305	31	1
237	305	31	2
242	305	31	1
223	306	31	1
231	306	31	1
233	306	31	1
234	307	31	1
237	307	31	1
223	308	31	1
225	308	31	2
226	251	32	1
228	251	32	1
214	252	32	3
216	252	32	1
217	252	32	1
226	252	32	2
231	252	32	1
214	253	32	1
217	253	32	2
221	253	32	1
227	253	32	1
229	253	32	2
215	254	32	1
216	254	32	1
223	254	32	1
226	254	32	1
227	254	32	1
228	254	32	1
232	254	32	1
236	254	32	1
239	254	32	1
188	255	32	1
214	255	32	3
216	255	32	2
217	255	32	1
218	255	32	1
221	255	32	1
227	255	32	1
228	255	32	2
230	255	32	2
236	255	32	1
238	255	32	1
240	255	32	1
210	256	32	1
216	256	32	2
219	256	32	3
229	256	32	1
232	256	32	2
234	256	32	1
236	256	32	2
237	256	32	1
240	256	32	1
242	256	32	1
192	257	32	1
193	257	32	1
202	257	32	2
203	257	32	2
221	257	32	1
228	257	32	1
229	257	32	1
232	257	32	1
238	257	32	1
240	257	32	1
182	258	32	2
193	258	32	1
207	258	32	1
220	258	32	1
226	258	32	1
230	258	32	4
231	258	32	1
233	258	32	1
235	258	32	1
240	258	32	2
241	258	32	2
192	259	32	1
207	259	32	2
213	259	32	1
215	259	32	1
219	259	32	1
222	259	32	1
229	259	32	1
237	259	32	2
245	259	32	2
247	259	32	1
192	260	32	2
210	260	32	3
211	260	32	2
221	260	32	2
234	260	32	1
235	260	32	1
237	260	32	1
243	260	32	1
246	260	32	1
248	260	32	2
186	261	32	1
211	261	32	1
212	261	32	1
217	261	32	1
219	261	32	1
228	261	32	2
229	261	32	3
237	261	32	1
238	261	32	1
245	261	32	1
246	261	32	1
194	262	32	1
197	262	32	2
198	262	32	1
207	262	32	1
210	262	32	1
218	262	32	1
219	262	32	1
221	262.666666666667	33	1
225	262	32	1
227	262	32	1
228	262	32	1
231	262	32	2
235	262	32	1
240	262	32	1
242	262	32	3
247	262	32	1
248	262	32	3
249	262	32	2
250	262	32	1
193	263	32	2
194	263	32	1
204	263	32	1
215	263	32	2
218	263	32	4
220	263	32	3
224	263	32	1
228	263	32	1
232	263	32	1
235	263	32	1
237	263	32	2
243	263	32	1
190	264	32	1
191	264	32	1
192	264	32	1
193	264	32	1
194	264	32	2
199	264	32	2
202	264	32	1
204	264	32	2
210	264	32	1
214	264	32	2
215	264	32	1
216	264	32	1
217	264	32	1
221	264	32	1
223	264	32	2
227	264	32	1
231	264	32	1
236	264	32	1
238	264	32	2
240	264	32	2
248	264	32	2
185	265	32	1
187	265	32	2
189	265	32	1
191	265	32	2
192	265	32	1
193	265	32	1
194	265	32	1
195	265	32	2
196	265	32	2
211	265	32	1
212	265	32	1
213	265	32	1
215	265	32	2
216	265	32	1
217	265	32	1
226	265	32	1
229	265	32	1
230	265	32	1
232	265	32	2
233	265	32	1
235	265	32	1
238	265	32	1
239	265	32	1
249	265	32	1
178	266	32	1
184	266	32	1
188	266	32	1
196	266	32	2
203	266	32	1
213	266	32	1
214	266	32	2
217	266	32	2
218	266	32	1
220	266	32	3
230	266	32	1
234	266	32	2
236	266	32	2
238	266	32	2
240	266	32	1
241	266	32	1
243	266	32	1
248	266	32	2
251	266	32	1
191	267	32	1
192	267	32	1
196	267	32	2
197	267	32	2
209	267	32	1
211	267	32	1
214	267	32	1
215	267	32	1
219	267	32	1
228	267	32	1
229	267	32	1
230	267	32	1
231	267	32	1
233	267	32	2
237	267	32	1
238	267	32	3
240	267	32	2
242	267	32	1
246	267	32	1
248	267	32	1
252	267	32	1
183	268	32	1
188	268	32	3
193	268	32	1
194	268	32	1
206	268	32	1
207	268	32	1
213	268	32	1
214	268	32	1
219	268	32	1
231	268	32	2
233	268	32	1
238	268	32	1
243	268	32	1
247	268	32	1
175	269	32	2
177	269	32	1
181	269	32	2
182	269	32	1
184	269	32	1
187	269	32	2
193	269	32	2
194	269	32	1
196	269	32	1
209	269	32	1
211	269	32	3
213	269	32	2
222	269	32	3
232	269	32	1
233	269	32	2
238	269	32	1
240	269	32	1
241	269	32	1
244	269	32	2
246	269	32	1
248	269	32	1
251	269	32	1
173	270	32	1
174	270	32	1
180	270	32	2
185	270	32	2
200	270	32	1
201	270	32	1
206	270	32	1
207	270	32	2
210	270	32	1
212	270	32	1
214	270	32	1
222	270	32	1
224	270	32	1
232	270	32	1
233	270	32	1
239	270	32	1
241	270	32	1
247	270	32	1
248	270	32	1
249	270	32	1
173	271	32	1
174	271	32	2
176	271	32	2
182	271	32	1
184	271	32	3
196	271	32	1
207	271	32	2
208	271	32	1
211	271	32	1
227	271	32	1
231	271	32	1
239	271	32	1
240	271	32	1
247	271	32	1
250	271	32	1
251	271	32	1
176	272	32	2
182	272	32	1
183	272	32	1
184	272	32	1
185	272	32	1
198	272	32	2
200	272	32	1
201	272	32	1
202	272	32	1
203	272	32	1
210	272	32	1
212	272	32	1
214	272	32	1
216	272	32	1
228	272	32	1
230	272	32	1
234	272	32	1
238	272	32	1
240	272	32	1
243	272	32	1
244	272	32	2
246	272	32	1
248	272	32	1
249	272	32	1
251	272	32	1
252	272	32	1
182	273	32	2
186	273	32	1
201	273	32	1
204	273	32	1
211	273	32	2
212	273	32	1
213	273	32	1
215	273	32	1
235	273	32	1
239	273	32	2
241	273	32	1
242	273	32	1
243	273	32	1
245	273	32	1
246	273	32	2
254	273	32	1
172	274	32	2
181	274	32	1
182	274	32	1
205	274	32	1
207	274	32	3
208	274	32	1
209	274	32	2
213	274	32	1
214	274	32	1
215	274	32	1
233	274	32	1
234	274	32	2
236	274	32	2
244	274	32	2
246	274	32	1
181	275	32	2
183	275	32	1
186	275	32	1
202	275	32	2
210	275	32	1
212	275	32	2
214	275	32	1
215	275	32	1
216	275	32	1
226	275	32	1
235	275	32	1
236	275	32	1
238	275	32	2
240	275	32	1
247	275	32	1
252	275	32	1
174	276	32	1
184	276	32	1
203	276	32	1
204	276	32	1
210	276	32	2
215	276	32	1
228	276	32	1
233	276	32	3
235	276	32	2
238	276	32	2
239	276	32	1
210	277	32	1
214	277	32	1
232	277	32	1
237	277	32	1
238	277	32	1
240	277	32	1
241	277	32	2
244	277	32	1
247	277	32	1
248	277	32	1
249	277	32	1
250	277	32	1
206	278	32	1
220	278	32	1
225	278	32	1
235	278	32	1
236	278	32	1
237	278	32	1
238	278	32	1
239	278	32	2
240	278	32	1
243	278	32	2
244	278	32	3
245	278	32	2
246	278	32	2
248	278	32	1
205	279	32	1
219	279	32	1
220	279	32	1
237	279	32	2
239	279	32	3
242	279	32	1
243	279	32	1
246	279	32	1
250	279	32	1
173	280	32	1
174	280	32	1
175	280	32	1
177	280	32	1
189	280	32	2
208	280	32	1
219	280	32	1
223	280	32	1
239	280	32	1
240	280	32	2
242	280	32	1
248	280	32	1
249	280	32	1
251	280	32	1
176	281	32	1
181	281	32	1
186	281	32	1
210	281	32	2
220	281	32	1
231	281	32	1
233	281	32	1
234	281	32	1
236	281	32	1
239	281	32	1
240	281	32	1
241	281	32	2
243	281	32	1
244	281	32	1
250	281	32	2
254	281	32	2
174	282	32	2
178	282	32	1
179	282	32	2
187	282	32	2
188	282	32	1
204	282	32	2
218	282	32	1
220	282	32	1
231	282	32	1
233	282	32	1
241	282	32	1
246	282	32	2
247	282	32	2
249	282	32	1
251	282	32	1
254	282	32	3
256	282	32	3
207	283	32	1
222	283	32	1
223	283	32	2
238	283	32	1
240	283	32	1
244	283	32	1
246	283	32	3
248	283	32	1
253	283	32	1
176	284	32	2
184	284	32	1
186	284	32	1
206	284	32	1
208	284	32	1
209	284	32	1
221	284	32	2
222	284	32	2
229	284	32	1
234	284	32	2
236	284	32	1
237	284	32	1
240	284	32	1
245	284	32	2
247	284	32	1
248	284	32	2
249	284	32	1
257	284	32	2
179	285	32	1
182	285	32	1
204	285	32	1
206	285	32	1
215	285	32	1
220	285	32	1
222	285	32	1
223	285	32	1
225	285	32	1
229	285	32	1
231	285	32	1
232	285	32	2
233	285	32	1
236	285	32	1
238	285	32	1
241	285	32	1
243	285	32	2
244	285	32	1
249	285	32	5
250	285	32	1
254	285	32	2
175	286	32	2
206	286	32	1
207	286	32	1
209	286	32	1
218	286	32	1
221	286	32	3
222	286	32	1
237	286	32	2
242	286	32	1
254	286	32	1
256	286	32	1
176	287	32	3
187	287	32	1
208	287	32	1
219	287	32	1
221	287	32	2
223	287	32	2
224	287	32	1
225	287	32	1
226	287	32	1
227	287	32	1
228	287	32	1
230	287	32	2
233	287	32	1
234	287	32	1
237	287	32	1
241	287	32	1
242	287	32	1
244	287	32	1
245	287	32	1
246	287	32	1
247	287	32	2
249	287	32	2
250	287	32	1
255	287	32	1
202	288	32	1
221	288	32	1
223	288	32	2
225	288	32	1
231	288	32	2
239	288	32	1
242	288	32	2
243	288	32	1
245	288	32	1
246	288	32	1
248	288	32	1
249	288	32	2
250	288	32	1
253	288	32	1
258	288	32	1
187	289	32	1
222	289	32	3
226	289	32	1
227	289	32	1
229	289	32	1
231	289	32	3
233	289	32	1
234	289	32	2
235	289	32	1
237	289	32	1
185	290	32	2
199	290	32	1
220	290	32	1
221	290	32	1
222	290	32	1
224	290	32	1
229	290	32	1
230	290	32	2
231	290	32	2
233	290	32	2
234	290	32	1
239	290	32	3
241	290	32	1
243	290	32	1
245	290	32	1
246	290	32	1
252	290	32	1
255	290	32	2
186	291	32	3
198	291	32	1
200	291	32	1
223	291	32	1
224	291	32	1
229	291	32	1
231	291	32	1
236	291	32	1
238	291	32	1
239	291	32	1
241	291	32	1
242	291	32	1
243	291	32	2
244	291	32	1
245	291	32	2
246	291	32	3
247	291	32	1
248	291	32	1
254	291	32	1
197	292	32	1
198	292	32	1
201	292	32	1
203	292	32	1
204	292	32	1
223	292	32	1
225	292	32	1
229	292	32	2
233	292	32	1
238	292	32	2
242	292	32	3
243	292	32	2
246	292	32	1
247	292	32	1
249	292	32	1
251	292	32	1
252	292	32	1
255	292	32	2
256	292	32	1
197	293	32	1
199	293	32	1
200	293	32	1
207	293	32	4
221	293	32	2
223	293	32	1
225	293	32	1
227	293	32	2
236	293	32	1
237	293	32	1
238	293	32	1
241	293	32	1
242	293	32	2
249	293	32	1
198	294	32	1
199	294	32	1
202	294	32	1
204	294	32	1
225	294	32	1
228	294	32	2
230	294	32	1
231	294	32	1
233	294	32	1
235	294	32	1
236	294	32	1
238	294	32	1
244	294	32	1
245	294	32	1
246	294	32	1
252	294	32	3
256	294	32	2
192	295	32	1
217	295	32	1
218	295	32	2
223	295	32	1
224	295	32	2
229	295	32	1
236	295	32	1
240	295	32	1
241	295	32	1
244	295	32	2
245	295	32	1
247	295	32	1
249	295	32	1
250	295	32	2
187	296	32	2
197	296	32	2
198	296	32	1
220	296	32	1
228	296	32	1
229	296	32	1
230	296	32	1
232	296	32	2
233	296	32	2
237	296	32	1
241	296	32	1
242	296	32	1
243	296	32	1
244	296	32	3
245	296	32	1
247	296	32	1
249	296	32	1
251	296	32	1
255	296	32	1
198	297	32	1
219	297	32	1
229	297	32	1
233	297	32	1
234	297	32	1
237	297	32	1
241	297	32	1
242	297	32	2
243	297	32	1
248	297	32	1
249	297	32	2
250	297	32	1
251	297	32	1
252	297	32	1
254	297	32	2
197	298	32	1
198	298	32	2
199	298	32	1
202	298	32	1
219	298	32	1
220	298	32	3
227	298	32	1
232	298	32	2
233	298	32	1
238	298	32	1
239	298	32	1
244	298	32	1
250	298	32	1
251	298	32	1
252	298	32	1
253	298	32	1
226	299	32	2
227	299	32	1
228	299	32	1
231	299	32	1
233	299	32	1
241	299	32	1
242	299	32	1
244	299	32	1
197	300	32	1
227	300	32	2
232	300	32	1
236	300	32	1
239	300	32	1
246	300	32	4
248	300	32	2
196	301	32	1
198	301	32	2
224	301	32	1
231	301	32	1
232	301	32	1
236	301	32	1
239	301	32	2
244	301	32	1
248	301	32	2
222	302	32	1
224	302	32	1
233	302	32	1
236	302	32	1
239	302	32	1
240	302	32	1
241	302	32	1
243	302	32	2
245	302	32	1
247	302	32	1
249	302	32	3
223	303	32	1
226	303	32	2
229	303	32	1
241	303	32	1
245	303	32	1
217	304	32	3
220	304	32	1
225	304	32	1
233	304	32	1
236	304	32	1
238	304	32	1
239	304	32	1
243	304	32	1
244	304	32	2
204	305	32	1
234	305	32	1
235	305	32	1
208	306	32	1
222	306	32	1
224	306	32	1
236	306	32	1
237	306	32	1
242	306	32	1
206	307	32	1
221	307	32	2
222	307	32	2
226	307	32	2
234	307	32	1
236	307	32	1
237	307	32	2
220	308	32	1
227	309	32	1
232	309	32	1
234	309	32	1
235	309	32	1
229	310	32	1
225	311	32	1
234	311	32	1
228	249	33	1
228	250	33	1
228	251	33	1
226	252	33	2
227	252	33	1
229	252	33	3
231	252	33	1
240	252	33	1
217	253	33	2
218	253	33	2
221	253	33	2
228	253	33	1
229	253	33	1
231	253	33	1
240	253	33	1
223	254	33	3
225	254	33	1
226	254	33	1
230	254	33	3
232	254	33	1
235	254	33	1
217	255	33	1
219	255	33	1
220	255	33	1
235	255	33	1
236	255	33	2
237	255	33	1
221	256	33	1
222	256	33	2
223	256	33	1
240	256	33	1
214	257	33	1
215	257	33	1
218	257	33	1
219	257	33	1
221	257	33	3
222	257	33	2
227	257	33	2
239	257	33	1
215	258	33	2
217	258	33	2
218	258	33	1
219	258	33	1
221	258	33	1
223	258	33	2
232	258	33	2
242	258	33	2
209	259	33	1
215	259	33	1
217	259	33	1
220	259	33	2
223	259	33	1
224	259	33	1
225	259	33	1
226	259	33	2
227	259	33	3
228	259	33	1
