x	y	z	ATF4 activates genes in response to endoplasmic reticulum  stress
226	261	35	1
227	261	35	1
233	261	35	1
235	261	35	1
240	261	35	1
242	261	35	1
245	261	35	1
246	261	35	1
190	262	35	3
193	262	35	1
207	262	35	1
208	262	35	2
210	262	35	1
213	262	35	2
215	262	35	1
218	262	35	2
220	262	35	1
221	262	35	1
222	262	35	1
223	262	35	1
224	262	35	2
231	262	35	2
233	262	35	2
238	262	35	1
243	262	35	1
248	262	35	1
191	263	35	2
192	263	35	1
196	263	35	1
205	263	35	1
208	263	35	1
211	263	35	1
214	263	35	2
216	263	35	1
217	263	35	1
219	263	35	1
225	263	35	3
227	263	35	1
228	263	35	2
230	263	35	2
234	263	35	2
236	263	35	1
237	263	35	1
238	263	35	2
240	263	35	1
245	263	35	2
246	263	35	1
249	263	35	1
250	263	35	2
186	264	35	3
188	264	35	1
192	264	35	2
200	264	35	1
213	264	35	1
214	264	35	2
216	264	35	2
217	264	35	2
220	264	35	1
221	264	35	2
223	264	35	2
224	264	35	1
226	264	35	1
227	264	35	1
228	264	35	1
230	264	35	3
231	264	35	2
233	264	35	1
235	264	35	1
236	264	35	1
243	264	35	1
248	264	35	1
178	265	35	1
184	265	35	1
187	265	35	1
188	265	35	1
189	265	35	1
191	265	35	1
193	265	35	1
194	265	35	2
204	265	35	2
208	265	35	1
209	265	35	2
211	265	35	2
216	265	35	1
217	265	35	2
219	265	35	2
221	265	35	2
222	265	35	1
226	265	35	2
228	265	35	2
229	265	35	2
232	265	35	1
233	265	35	1
238	265	35	3
241	265	35	3
243	265	35	2
245	265	35	2
178	266	35	2
194	266	35	1
196	266	35	1
197	266	35	2
204	266	35	1
208	266	35	2
214	266	35	1
219	266	35	2
220	266	35	1
223	266	35	3
226	266	35	1
228	266	35	1
229	266	35	1
230	266	35	2
236	266	35	2
238	266	35	1
240	266	35	1
241	266	35	1
246	266	35	1
247	266	35	1
251	266	35	1
176	267	35	3
184	267	35	1
185	267	35	1
186	267	35	1
189	267	35	1
192	267	35	1
195	267	35	2
207	267	35	2
209	267	35	1
214	267	35	1
215	267	35	2
216	267	35	1
218	267	35	1
219	267	35	1
222	267	35	1
223	267	35	1
226	267	35	1
231	267	35	3
232	267	35	1
235	267	35	2
242	267	35	1
243	267	35	1
245	267	35	3
246	267	35	1
249	267	35	1
250	267	35	1
183	268	35	1
186	268	35	1
189	268	35	1
194	268	35	1
195	268	35	1
196	268	35	1
202	268	35	1
203	268	35	1
206	268	35	2
207	268	35	1
210	268	35	3
214	268	35	2
215	268	35	1
216	268	35	1
217	268	35	2
218	268	35	1
219	268	35	1
222	268	35	2
223	268	35	1
232	268	35	1
234	268	35	1
239	268	35	1
241	268	35	3
243	268	35	1
245	268	35	1
246	268	35	1
247	268	35	1
248	268	35	1
250	268	35	1
252	268	35	1
172	269	35	1
174	269	35	1
176	269	35	1
180	269	35	2
186	269	35	2
193	269	35	1
197	269	35	1
210	269	35	1
212	269	35	1
214	269	35	2
222	269	35	3
224	269	35	1
232	269	35	1
234	269	35	1
238	269	35	1
240	269	35	2
246	269	35	1
248	269	35	2
249	269	35	1
172	270	35	1
181	270	35	2
185	270	35	2
187	270	35	1
190	270	35	1
191	270	35	1
193	270	35	2
194	270	35	2
196	270	35	1
198	270	35	1
199	270	35	3
202	270	35	1
211	270	35	1
213	270	35	2
214	270	35	2
220	270	35	1
235	270	35	1
240	270	35	2
243	270	35	1
244	270	35	1
247	270	35	1
248	270	35	2
249	270	35	2
250	270	35	3
171	271	35	2
178	271	35	1
187	271	35	3
189	271	35	2
192	271	35	2
196	271	35	1
213	271	35	2
217	271	35	1
219	271	35	1
228	271	35	2
235	271	35	1
237	271	35	2
240	271	35	2
242	271	35	1
243	271	35	1
247	271	35	1
248	271	35	1
249	271	35	1
250	271	35	2
173	272	35	2
179	272	35	1
180	272	35	1
182	272	35	1
183	272	35	1
185	272	35	1
189	272	35	2
190	272	35	1
191	272	35	1
193	272	35	1
197	272	35	1
201	272	35	1
203	272	35	1
205	272	35	2
208	272	35	1
209	272	35	1
210	272	35	1
213	272	35	2
214	272	35	1
217	272	35	1
222	272	35	1
231	272	35	2
232	272	35	1
234	272	35	1
237	272	35	1
238	272	35	2
239	272	35	2
241	272	35	1
243	272	35	1
244	272	35	3
178	273	35	1
182	273	35	1
184	273	35	1
185	273	35	2
204	273	35	1
205	273	35	1
206	273	35	2
208	273	35	1
215	273	35	1
216	273	35	1
227	273	35	1
228	273	35	1
230	273	35	1
231	273	35	1
232	273	35	1
239	273	35	1
171	274	35	1
178	274	35	1
184	274	35	2
186	274	35	2
196	274	35	2
204	274	35	1
211	274	35	3
212	274	35	1
225	274	35	1
228	274	35	1
232	274	35	2
238	274	35	2
242	274	35	1
243	274	35	2
244	274	35	1
176	275	35	3
178	275	35	2
191	275	35	1
203	275	35	1
205	275	35	1
207	275	35	1
209	275	35	1
210	275	35	1
213	275	35	2
225	275	35	1
231	275	35	1
237	275	35	2
238	275	35	2
239	275	35	2
240	275	35	2
243	275	35	1
177	276	35	2
178	276	35	3
188	276	35	1
202	276	35	1
203	276	35	1
204	276	35	3
206	276	35	1
209	276	35	1
210	276	35	2
212	276	35	1
217	276	35	2
218	276	35	1
219	276	35	1
220	276	35	2
221	276	35	2
233	276	35	1
239	276	35	1
240	276	35	1
242	276	35	1
243	276	35	2
248	276	35	2
175	277	35	1
182	277	35	1
185	277	35	1
188	277	35	2
204	277	35	1
208	277	35	3
211	277	35	1
218	277	35	2
219	277	35	1
224	277	35	1
232	277	35	1
234	277	35	3
235	277	35	1
236	277	35	1
237	277	35	4
238	277	35	1
171	278	35	1
175	278	35	1
176	278	35	1
178	278	35	2
179	278	35	1
188	278	35	2
190	278	35	1
202	278	35	2
213	278	35	1
214	278	35	1
224	278	35	1
225	278	35	1
227	278	35	1
229	278	35	1
231	278	35	3
234	278	35	2
172	279	35	2
177	279	35	2
190	279	35	1
192	279	35	1
193	279	35	1
203	279	35	1
204	279	35	1
206	279	35	1
207	279	35	1
209	279	35	1
214	279	35	1
217	279	35	2
222	279	35	1
227	279	35	1
229	279	35	1
237	279	35	1
238	279	35	1
245	279	35	4
246	279	35	1
173	280	35	2
179	280	35	1
180	280	35	1
190	280	35	1
191	280	35	1
193	280	35	1
203	280	35	1
205	280	35	2
206	280	35	3
210	280	35	1
214	280	35	1
215	280	35	1
219	280	35	1
221	280	35	1
223	280	35	1
224	280	35	2
226	280	35	1
232	280	35	1
233	280	35	2
237	280	35	2
238	280	35	1
248	280	35	1
174	281	35	1
180	281	35	1
182	281	35	1
187	281	35	2
191	281	35	2
208	281	35	1
211	281	35	1
212	281	35	1
214	281	35	1
221	281	35	2
223	281	35	2
229	281	35	1
232	281	35	1
244	281	35	2
248	281	35	1
175	282	35	1
179	282	35	2
186	282	35	1
205	282	35	1
210	282	35	2
214	282	35	1
215	282	35	2
218	282	35	2
219	282	35	3
220	282	35	1
221	282	35	1
223	282	35	1
242	282	35	2
244	282	35	1
173	283	35	1
175	283	35	1
181	283	35	1
190	283	35	1
191	283	35	2
202	283	35	2
203	283	35	2
204	283	35	2
205	283	35	1
207	283	35	1
210	283	35	1
212	283	35	1
214	283	35	1
218	283	35	1
220	283	35	1
221	283	35	4
226	283	35	1
228	283	35	1
232	283	35	5
233	283	35	2
236	283	35	2
240	283	35	1
241	283	35	2
244	283	35	2
247	283	35	2
181	284	35	3
185	284	35	2
189	284	35	1
191	284	35	1
200	284	35	2
204	284	35	1
205	284	35	1
220	284	35	2
221	284	35	3
224	284	35	1
226	284	35	1
236	284	35	1
238	284	35	1
241	284	35	2
242	284	35	1
243	284	35	1
245	284	35	1
248	284	35	1
249	284	35	1
176	285	35	1
177	285	35	1
187	285	35	3
189	285	35	1
198	285	35	1
201	285	35	1
205	285	35	1
206	285	35	2
209	285	35	1
217	285	35	1
218	285	35	3
221	285	35	1
226	285	35	2
230	285	35	1
231	285	35	1
240	285	35	1
241	285	35	2
246	285	35	2
250	285	35	2
175	286	35	1
178	286	35	1
185	286	35	1
187	286	35	2
188	286	35	1
196	286	35	1
200	286	35	2
204	286	35	1
207	286	35	1
213	286	35	2
216	286	35	1
218	286	35	1
219	286	35	1
220	286	35	1
223	286	35	2
228	286	35	1
233	286	35	3
234	286	35	1
236	286	35	1
243	286	35	1
244	286	35	1
246	286	35	1
247	286	35	2
248	286	35	2
249	286	35	2
185	287	35	1
186	287	35	1
194	287	35	2
196	287	35	3
198	287	35	2
205	287	35	1
206	287	35	1
220	287	35	2
224	287	35	2
229	287	35	1
230	287	35	1
237	287	35	5
239	287	35	1
242	287	35	1
243	287	35	3
244	287	35	1
186	288	35	2
187	288	35	1
190	288	35	1
195	288	35	1
201	288	35	1
204	288	35	1
218	288	35	1
219	288	35	1
220	288	35	1
222	288	35	1
223	288	35	1
224	288	35	1
228	288	35	2
230	288	35	3
232	288	35	1
242	288	35	2
176	289	35	1
185	289	35	1
186	289	35	1
188	289	35	1
189	289	35	1
190	289	35	1
195	289	35	2
200	289	35	1
207	289	35	2
220	289	35	1
221	289	35	1
224	289	35	1
226	289	35	2
230	289	35	1
236	289	35	1
238	289	35	1
239	289	35	1
241	289	35	2
243	289	35	1
244	289	35	1
246	289	35	1
184	290	35	1
185	290	35	2
186	290	35	1
195	290	35	2
197	290	35	1
198	290	35	1
199	290	35	1
200	290	35	1
204	290	35	1
220	290	35	1
222	290	35	2
224	290	35	1
225	290	35	3
232	290	35	1
238	290	35	1
242	290	35	1
244	290	35	3
245	290	35	1
247	290	35	1
176	291	35	1
179	291	35	2
185	291	35	1
187	291	35	1
191	291	35	1
194	291	35	1
196	291	35	2
199	291	35	2
201	291	35	1
222	291	35	1
224	291	35	1
225	291	35	1
229	291	35	2
230	291	35	2
234	291	35	1
236	291	35	1
239	291	35	1
174	292	35	1
182	292	35	2
186	292	35	2
187	292	35	1
197	292	35	3
198	292	35	2
199	292	35	1
200	292	35	2
201	292	35	1
203	292	35	1
204	292	35	1
220	292	35	2
228	292	35	1
229	292	35	1
230	292	35	1
235	292	35	1
238	292	35	1
245	292	35	2
181	293	35	1
195	293	35	1
196	293	35	2
201	293	35	1
203	293	35	1
218	293	35	1
223	293	35	1
225	293	35	1
228	293	35	1
229	293	35	1
230	293	35	1
235	293	35	1
236	293	35	2
238	293	35	3
239	293	35	2
181	294	35	1
185	294	35	2
188	294	35	1
199	294	35	1
204	294	35	1
219	294	35	3
220	294	35	1
221	294	35	1
226	294	35	1
231	294	35	2
237	294	35	2
241	294	35	1
245	294	35	2
181	295	35	1
184	295	35	1
191	295	35	1
193	295	35	2
197	295	35	1
202	295	35	2
203	295	35	2
225	295	35	1
226	295	35	1
228	295	35	2
230	295	35	2
233	295	35	1
238	295	35	1
241	295	35	1
242	295	35	1
245	295	35	1
248	295	35	1
180	296	35	1
182	296	35	2
196	296	35	1
200	296	35	1
203	296	35	1
204	296	35	1
205	296	35	1
220	296	35	1
221	296	35	2
222	296	35	1
223	296	35	2
228	296	35	1
235	296	35	1
237	296	35	1
245	296	35	1
196	297	35	1
198	297	35	1
200	297	35	2
219	297	35	2
221	297	35	4
226	297	35	1
228	297	35	1
229	297	35	1
230	297	35	2
233	297	35	1
235	297	35	1
238	297	35	1
239	297	35	3
240	297	35	2
242	297	35	1
244	297	35	1
181	298	35	2
220	298	35	3
221	298	35	1
223	298	35	1
236	298	35	1
244	298	35	2
245	298	35	3
195	299	35	2
196	299	35	3
199	299	35	1
200	299	35	1
227	299	35	2
235	299	35	3
236	299	35	1
238	299	35	1
239	299	35	2
240	299	35	1
241	299	35	2
245	299	35	1
224	300	35	1
225	300	35	1
226	300	35	1
228	300	35	3
239	300	35	2
241	300	35	1
194	301	35	2
196	301	35	1
227	301	35	2
228	301	35	1
231	301	35	1
239	301	35	1
240	301	35	1
241	301	35	1
242	301	35	3
245	301	35	1
200	302	35	2
224	302	35	1
230	302	35	1
231	302	35	1
233	302	35	2
236	302	35	1
239	302	35	1
199	303	35	2
223	303	35	2
225	303	35	2
227	303	35	1
229	303	35	2
232	303	35	1
233	303	35	1
238	303	35	1
241	303	35	1
244	303	35	1
191	304	35	1
221	304	35	3
225	304	35	2
226	304	35	1
227	304	35	1
233	304	35	1
234	304	35	1
235	304	35	3
239	304	35	2
241	304	35	1
243	304	35	2
222	305	35	1
223	305	35	1
229	305	35	2
230	305	35	1
232	305	35	2
235	305	35	1
240	305	35	1
241	305	35	1
199	306	35	2
223	306	35	1
228	306	35	1
229	306	35	1
231	306	35	1
236	306	35	1
240	306	35	1
198	307	35	2
223	307	35	2
224	307	35	1
226	307	35	1
227	307	35	1
232	307	35	1
233	307	35	1
234	307	35	1
238	307	35	2
241	307	35	1
242	307	35	1
203	308	35	1
220	308	35	1
221	308	35	1
228	308	35	1
229	308	35	1
237	308	35	1
202	309	35	2
222	309	35	2
229	309	35	1
234	309	35	1
237	309	35	1
220	310	35	2
221	310	35	2
227	310	35	2
229	310	35	2
231	310	35	1
232	310	35	2
236	310	35	2
237	310	35	2
238	310	35	1
214	311	35	1
215	311	35	2
238	311	35	2
240	311	35	2
241	311	35	1
214	312	35	1
225	312	35	1
229	312	35	2
231	312	35	1
232	312	35	1
237	312	35	1
242	312	35	2
217	313	35	1
221	313	35	1
223	313	35	3
229	313	35	1
230	313	35	1
238	313	35	1
240	313	35	2
241	313	35	1
221	314	35	1
225	314	35	1
227	314	35	1
233	314	35	1
234	314	35	1
235	314	35	1
226	315	35	1
235	315	35	2
236	315	35	1
237	315	35	1
238	315	35	1
234	316	35	1
238	316	35	1
227	317	35	1
230	317	35	1
234	317	35	1
235	317	35	1
237	317	35	1
238	317	35	1
239	317	35	1
212	318	35	3
233	318	35	1
233	319	35	1
224	253	36	2
229	254	36	2
223	255	36	4
219	256	36	2
223	256	36	2
226	256	36	2
216	257	36	1
218	257	36	4
225	257	36	1
227	257	36	2
221	258	36	2
222	258	36	1
224	258	36	1
225	258	36	1
226	258	36	1
227	258	36	2
228	258	36	3
232	258	36	1
217	259	36	2
219	259	36	1
220	259	36	1
221	259	36	2
222	259	36	1
225	259	36	1
226	259	36	1
230	259	36	1
232	259	36	1
212	260	36	1
216	260	36	2
217	260	36	1
224	260	36	1
225	260	36	1
228	260	36	2
218	261	36	2
219	261	36	1
222	261	36	1
224	261	36	1
229	261	36	1
234	261	36	2
237	261	36	1
239	261	36	2
243	261	36	3
246	261	36	1
212	262	36	1
221	262	36	1
222	262	36	2
224	262	36	1
228	262	36	1
230	262	36	1
231	262	36	1
232	262	36	1
240	262	36	2
242	262	36	1
244	262	36	1
245	262	36	1
189	263	36	1
191	263	36	1
193	263	36	1
211	263	36	1
214	263	36	2
218	263	36	1
225	263	36	1
226	263	36	1
227	263	36	1
229	263	36	2
231	263	36	1
233	263	36	1
236	263	36	1
237	263	36	1
240	263	36	3
242	263	36	1
244	263	36	1
245	263	36	3
186	264	36	3
188	264	36	1
206	264	36	2
209	264	36	1
212	264	36	2
213	264	36	1
214	264	36	1
216	264	36	2
217	264	36	1
222	264	36	1
225	264	36	1
232	264	36	1
239	264	36	1
240	264	36	1
242	264	36	1
249	264	36	2
188	265	36	1
194	265	36	1
207	265	36	1
208	265	36	1
209	265	36	1
211	265	36	3
215	265	36	1
216	265	36	1
231	265	36	1
233	265	36	2
234	265	36	1
242	265	36	1
245	265	36	1
247	265	36	1
186	266	36	3
187	266	36	1
191	266	36	1
193	266	36	1
195	266	36	1
196	266	36	1
205	266	36	1
207	266	36	1
208	266	36	2
216	266	36	1
219	266	36	1
220	266	36	1
226	266	36	1
229	266	36	1
230	266	36	1
234	266	36	2
238	266	36	1
241	266	36	1
243	266	36	1
244	266	36	1
194	267	36	1
208	267	36	1
210	267	36	1
212	267	36	1
232	267	36	1
233	267	36	1
239	267	36	3
240	267	36	1
241	267	36	1
249	267	36	1
193	268	36	1
194	268	36	2
197	268	36	2
209	268	36	1
215	268	36	1
219	268	36	2
223	268	36	1
232	268	36	1
234	268	36	1
235	268	36	1
236	268	36	1
237	268	36	2
245	268	36	3
247	268	36	1
186	269	36	1
188	269	36	1
193	269	36	1
194	269	36	2
200	269	36	2
208	269	36	1
215	269	36	1
219	269	36	1
229	269	36	2
232	269	36	2
234	269	36	1
236	269	36	1
240	269	36	2
172	270	36	2
189	270	36	2
191	270	36	2
192	270	36	1
193	270	36	3
194	270	36	1
195	270	36	2
196	270	36	1
198	270	36	3
206	270	36	1
213	270	36	1
214	270	36	3
217	270	36	4
220	270	36	1
221	270	36	1
232	270	36	1
237	270	36	1
240	270	36	2
244	270	36	1
176	271	36	1
188	271	36	2
189	271	36	2
191	271	36	3
192	271	36	2
193	271	36	1
198	271	36	1
206	271	36	1
216	271	36	1
217	271	36	2
218	271	36	2
220	271	36	1
223	271	36	1
225	271	36	1
238	271	36	2
239	271	36	1
249	271	36	1
175	272	36	1
177	272	36	1
179	272	36	1
181	272	36	2
185	272	36	1
190	272	36	2
199	272	36	1
207	272	36	2
208	272	36	1
211	272	36	1
218	272	36	1
219	272	36	2
230	272	36	1
233	272	36	1
239	272	36	1
178	273	36	2
181	273	36	3
190	273	36	3
198	273	36	2
204	273	36	1
205	273	36	1
209	273	36	2
210	273	36	1
212	273	36	1
217	273	36	2
232	273	36	1
238	273	36	1
241	273	36	1
179	274	36	1
203	274	36	1
204	274	36	2
208	274	36	1
210	274	36	1
211	274	36	1
213	274	36	3
216	274	36	3
217	274	36	1
218	274	36	1
220	274	36	1
221	274	36	1
233	274	36	1
239	274	36	1
250	274	36	2
207	275	36	1
208	275	36	2
211	275	36	1
218	275	36	1
219	275	36	2
220	275	36	1
231	275	36	1
177	276	36	1
180	276	36	1
186	276	36	1
203	276	36	1
204	276	36	1
211	276	36	1
214	276	36	1
219	276	36	1
222	276	36	1
237	276	36	3
241	276	36	2
189	277	36	1
206	277	36	1
210	277	36	1
211	277	36	1
213	277	36	1
220	277	36	2
205	278	36	2
208	278	36	1
210	278	36	1
213	278	36	1
214	278	36	1
223	278	36	1
224	278	36	1
231	278	36	1
234	278	36	1
179	279	36	3
192	279	36	3
201	279	36	1
204	279	36	1
209	279	36	2
215	279	36	3
219	279	36	2
231	279	36	3
234	279	36	1
173	280	36	2
174	280	36	2
180	280	36	1
192	280	36	1
199	280	36	2
206	280	36	1
208	280	36	3
210	280	36	1
211	280	36	1
212	280	36	1
213	280	36	1
214	280	36	3
232	280	36	1
176	281	36	2
179	281	36	1
190	281	36	1
191	281	36	1
208	281	36	1
211	281	36	1
212	281	36	1
217	281	36	1
224	281	36	1
172	282	36	1
191	282	36	2
205	282	36	1
206	282	36	1
213	282	36	1
215	282	36	1
220	282	36	1
222	282	36	1
226	282	36	1
232	282	36	2
181	283	36	1
187	283	36	2
202	283	36	1
207	283	36	1
208	283	36	1
209	283	36	2
210	283	36	1
215	283	36	2
216	283	36	2
218	283	36	1
219	283	36	2
227	283	36	1
233	283	36	3
239	283	36	1
196	284	36	1
201	284	36	1
203	284	36	1
205	284	36	2
208	284	36	2
211	284	36	2
215	284	36	3
219	284	36	1
220	284	36	1
221	284	36	1
226	284	36	1
231	284	36	1
239	284	36	1
200	285	36	1
201	285	36	2
202	285	36	1
204	285	36	1
208	285	36	1
215	285	36	1
217	285	36	1
220	285	36	2
224	285	36	2
226	285	36	3
227	285	36	1
231	285	36	1
233	285	36	1
235	285	36	1
236	285	36	3
237	285	36	1
189	286	36	2
193	286	36	2
200	286	36	2
203	286	36	2
204	286	36	1
205	286	36	3
208	286	36	2
209	286	36	1
225	286	36	1
227	286	36	1
228	286	36	1
229	286	36	1
230	286	36	3
235	286	36	1
238	286	36	1
241	286	36	1
177	287	36	1
190	287	36	1
199	287	36	3
200	287	36	1
203	287	36	1
205	287	36	2
207	287	36	1
220	287	36	1
226	287	36	1
229	287	36	2
230	287	36	1
231	287	36	1
233	287	36	1
234	287	36	1
238	287	36	2
240	287	36	1
241	287	36	3
245	287	36	3
176	288	36	2
185	288	36	1
186	288	36	3
187	288	36	1
188	288	36	1
194	288	36	1
199	288	36	2
202	288	36	2
203	288	36	2
204	288	36	1
219	288	36	2
220	288	36	2
221	288	36	1
229	288	36	1
230	288	36	1
231	288	36	1
234	288	36	1
238	288	36	1
239	288	36	2
240	288	36	2
241	288	36	1
244	288	36	1
185	289	36	1
195	289	36	1
198	289	36	1
201	289	36	2
219	289	36	2
230	289	36	1
231	289	36	2
232	289	36	1
233	289	36	2
234	289	36	1
235	289	36	1
239	289	36	3
241	289	36	2
242	289	36	2
244	289	36	3
185	290	36	1
195	290	36	1
202	290	36	1
204	290	36	1
220	290	36	5
222	290	36	1
223	290	36	2
226	290	36	1
231	290	36	2
233	290	36	1
234	290	36	2
236	290	36	2
239	290	36	2
242	290	36	2
247	290	36	1
186	291	36	1
194	291	36	1
196	291	36	1
197	291	36	1
203	291	36	1
221	291	36	4
232	291	36	1
233	291	36	2
237	291	36	1
240	291	36	1
241	291	36	3
245	291	36	1
187	292	36	1
189	292	36	2
198	292	36	2
204	292	36	1
207	292	36	2
219	292	36	1
227	292	36	1
228	292	36	1
229	292	36	1
231	292	36	2
232	292	36	2
235	292	36	2
239	292	36	1
242	292	36	1
195	293	36	1
199	293	36	1
200	293	36	1
202	293	36	1
206	293	36	1
207	293	36	2
208	293	36	1
222	293	36	1
223	293	36	1
227	293	36	1
229	293	36	1
235	293	36	1
239	293	36	1
240	293	36	1
242	293	36	2
182	294	36	1
188	294	36	1
190	294	36	1
195	294	36	2
198	294	36	1
202	294	36	1
204	294	36	1
223	294	36	1
225	294	36	3
227	294	36	1
228	294	36	1
233	294	36	1
235	294	36	1
237	294	36	1
238	294	36	1
196	295	36	1
197	295	36	1
198	295	36	2
199	295	36	1
218	295	36	1
220	295	36	2
221	295	36	1
223	295	36	1
226	295	36	1
229	295	36	1
230	295	36	4
232	295	36	2
235	295	36	2
236	295	36	1
242	295	36	1
244	295	36	3
194	296	36	1
199	296	36	2
202	296	36	2
205	296	36	1
222	296	36	2
228	296	36	2
230	296	36	1
231	296	36	2
234	296	36	1
235	296	36	1
239	296	36	1
245	296	36	3
195	297	36	2
198	297	36	1
201	297	36	1
202	297	36	3
205	297	36	1
217	297	36	1
228	297	36	1
230	297	36	1
231	297	36	1
234	297	36	1
236	297	36	2
245	297	36	1
199	298	36	1
203	298	36	2
205	298	36	1
229	298	36	1
230	298	36	1
233	298	36	1
236	298	36	1
241	298	36	2
243	298	36	1
244	298	36	1
245	298	36	1
204	299	36	3
228	299	36	1
232	299	36	4
233	299	36	1
237	299	36	1
239	299	36	2
242	299	36	2
244	299	36	1
245	299	36	1
228	300	36	1
237	300	36	1
241	300	36	1
242	300	36	1
226	301	36	1
227	301	36	1
228	301	36	1
230	301	36	2
233	301	36	2
234	301	36	2
235	301	36	1
225	302	36	1
227	302	36	1
229	302	36	1
231	302	36	2
233	302	36	2
235	302	36	2
237	302	36	1
244	302	36	2
225	303	36	1
228	303	36	1
231	303	36	1
232	303	36	1
235	303	36	1
236	303	36	2
238	303	36	1
223	304	36	1
225	304	36	1
233	304	36	1
235	304	36	1
199	305	36	2
225	305	36	1
226	305	36	3
228	305	36	1
229	305	36	1
242	305	36	1
222	306	36	2
224	306	36	1
226	306	36	1
228	306	36	1
235	306	36	1
240	306	36	3
241	306	36	1
242	306	36	1
243	306	36	3
224	307	36	2
227	307	36	2
234	307	36	2
240	307	36	2
241	307	36	1
243	307	36	1
222	308	36	2
225	308	36	1
227	308	36	1
228	308	36	3
237	308	36	1
242	308	36	1
243	308	36	1
225	309	36	1
227	309	36	3
229	309	36	1
230	309	36	1
233	309	36	1
234	309	36	1
216	310	36	2
226	310	36	3
227	310	36	1
231	310	36	2
243	310	36	2
211	311	36	1
213	311	36	2
226	311	36	1
230	311	36	1
231	311	36	1
232	311	36	1
233	311	36	2
235	311	36	1
238	311	36	2
242	311	36	2
213	312	36	2
216	312	36	3
217	312	36	1
218	312	36	1
220	312	36	1
225	312	36	1
226	312	36	1
231	312	36	1
232	312	36	2
233	312	36	1
235	312	36	1
236	312	36	2
216	313	36	2
226	313	36	1
229	313	36	1
231	313	36	1
225	314	36	1
226	314	36	1
234	314	36	1
235	314	36	2
238	314	36	2
241	314	36	1
214	315	36	1
220	315	36	1
228	315	36	1
233	315	36	1
236	315	36	1
238	315	36	1
242	315	36	1
243	315	36	1
236	316	36	2
237	316	36	2
240	316	36	1
242	316	36	2
227	317	36	1
235	317	36	1
236	317	36	1
237	317	36	1
235	318	36	1
236	318	36	1
238	318	36	2
240	318	36	1
232	319	36	1
236	319	36	3
238	319	36	1
226	259	37	1
227	259	37	2
226	260	37	1
227	260	37	1
230	260	37	1
242	260	37	2
217	261	37	2
227	261	37	1
228	261	37	1
229	261	37	1
224	262	37	2
227	262	37	1
229	262	37	2
231	262	37	2
232	262	37	1
214	263	37	2
222	263	37	1
231	263	37	1
209	264	37	1
215	264	37	2
224	264	37	2
229	264	37	1
231	264	37	3
236	264	37	1
238	264	37	1
245	264	37	2
228	265	37	1
246	265	37	2
212	266	37	1
183	267	37	3
189	267	37	1
193	267	37	1
210	267	37	1
211	267	37	1
214	267	37	2
219	267	37	1
229	267	37	1
233	267	37	1
239	267	37	3
189	268	37	1
211	268	37	1
215	268	37	1
217	268	37	1
219	268	37	2
220	268	37	1
236	268	37	1
238	268	37	1
241	268	37	1
194	269	37	3
210	269	37	1
219	269	37	1
237	269	37	1
188	270	37	2
190	270	37	2
194	270	37	1
197	270	37	1
212	270	37	1
217	270	37	1
220	270	37	1
221	270	37	1
232	270	37	3
235	270	37	1
238	270	37	1
195	271	37	1
196	271	37	1
213	271	37	2
215	271	37	1
216	272	37	1
208	273	37	1
212	273	37	1
213	273	37	1
216	273	37	1
236	273	37	2
210	274	37	1
231	274	37	1
205	275	37	1
208	275	37	1
211	275	37	1
215	275	37	1
219	275	37	1
208	276	37	1
214	276	37	1
215	276	37	1
219	276	37	1
204	277	37	1
206	277	37	1
218	277	37	1
220	277	37	2
208	278	37	1
211	278	37	3
215	278	37	1
175	279	37	3
191	279	37	1
206	279	37	1
212	279	37	2
214	279	37	1
217	279	37	1
209	280	37	1
210	280	37	1
175	281	37	1
212	281	37	2
213	281	37	2
215	281	37	1
189	282	37	1
191	282	37	1
208	282	37	2
211	282	37	1
213	282	37	1
221	282	37	1
223	282	37	1
189	283	37	2
201	283	37	2
211	283	37	1
215	283	37	1
227	283	37	1
237	283	37	1
186	284	37	1
195	284	37	2
205	284	37	1
206	284	37	1
212	284	37	1
237	284	37	1
186	285	37	2
187	285	37	1
197	285	37	1
205	285	37	1
206	285	37	1
210	285	37	3
233	285	37	1
237	285	37	1
187	286	37	1
188	286	37	1
200	286	37	1
202	286	37	1
205	286	37	1
211	286	37	1
220	286	37	1
226	286	37	1
230	286	37	1
232	286	37	2
236	286	37	1
188	287	37	2
193	287	37	1
204	287	37	2
208	287	37	3
219	287	37	1
220	287	37	2
222	287	37	1
233	287	37	1
237	287	37	1
238	287	37	1
239	287	37	1
248	287	37	1
190	288	37	1
192	288	37	2
194	288	37	2
195	288	37	1
203	288	37	1
221	288	37	1
224	288	37	3
232	288	37	1
234	288	37	1
236	288	37	1
191	289	37	1
195	289	37	1
200	289	37	1
201	289	37	2
205	289	37	2
208	289	37	2
219	289	37	1
230	289	37	1
232	289	37	1
233	289	37	1
235	289	37	1
237	289	37	1
199	290	37	1
200	290	37	1
206	290	37	1
222	290	37	1
231	290	37	2
195	291	37	2
203	291	37	2
229	291	37	2
235	291	37	1
198	292	37	2
201	292	37	1
203	292	37	1
204	292	37	1
225	292	37	1
226	292	37	1
232	292	37	1
235	292	37	1
236	292	37	1
240	292	37	2
242	292	37	2
185	293	37	1
190	293	37	1
201	293	37	1
202	293	37	1
204	293	37	2
206	293	37	2
223	293	37	1
239	293	37	1
241	293	37	1
190	294	37	2
