x	y	z	G alpha (i) signalling events
220	275	27	1
222	275	27	3
223	275	27	1
224	275	27	1
230	275	27	1
232	275	27	2
237	275	27	1
239	275	27	3
242	275	27	1
244	275	27	1
245	275	27	1
246	275	27	1
249	275	27	2
250	275	27	3
252	275	27	3
177	276	27	1
204	276	27	1
205	276	27	2
207	276	27	2
208	276	27	2
210	276	27	2
211	276	27	1
214	276	27	2
215	276	27	2
217	276	27	2
219	276	27	2
227	276	27	1
232	276	27	1
233	276	27	1
234	276	27	1
238	276	27	4
239	276	27	1
240	276	27	1
244	276	27	2
245	276	27	3
247	276	27	2
252	276	27	3
204	277	27	1
205	277	27	2
210	277	27	1
213	277	27	1
218	277	27	2
219	277	27	1
224	277	27	1
231	277	27	1
232	277	27	4
236	277	27	1
237	277	27	1
238	277	27	2
240	277	27	3
245	277	27	2
246	277	27	2
248	277	27	1
249	277	27	2
204	278	27	3
206	278	27	1
208	278	27	3
209	278	27	2
210	278	27	1
213	278	27	1
220	278	27	2
221	278	27	1
224	278	27	2
227	278	27	1
230	278	27	2
231	278	27	1
232	278	27	4
233	278	27	2
235	278	27	2
238	278	27	1
246	278	27	2
248	278	27	2
249	278	27	2
252	278	27	1
201	279	27	1
207	279	27	1
210	279	27	2
219	279	27	1
220	279	27	2
231	279	27	2
232	279	27	1
234	279	27	1
235	279	27	2
237	279	27	3
238	279	27	1
241	279	27	1
242	279	27	2
243	279	27	4
244	279	27	3
247	279	27	2
249	279	27	1
250	279	27	1
252	279	27	1
204	280	27	1
205	280	27	1
206	280	27	1
209	280	27	2
210	280	27	2
214	280	27	1
232	280	27	1
233	280	27	2
238	280	27	1
240	280	27	1
242	280	27	1
243	280	27	1
244	280	27	3
245	280	27	2
247	280	27	1
250	280	27	2
251	280	27	1
252	280	27	1
256	280	27	1
209	281	27	2
210	281	27	1
214	281	27	1
217	281	27	1
222	281	27	2
229	281	27	2
231	281	27	1
233	281	27	1
234	281	27	3
235	281	27	2
237	281	27	1
238	281	27	1
240	281	27	2
241	281	27	1
246	281	27	3
248	281	27	2
251	281	27	1
254	281	27	3
257	281	27	2
206	282	27	1
209	282	27	3
210	282	27	1
212	282	27	1
213	282	27	1
216	282	27	1
217	282	27	1
227	282	27	1
233	282	27	1
236	282	27	2
238	282	27	1
241	282	27	1
242	282	27	2
243	282	27	1
244	282	27	2
246	282	27	1
249	282	27	1
253	282	27	3
201	283	27	1
208	283	27	4
209	283	27	2
216	283	27	2
218	283	27	1
231	283	27	1
234	283	27	1
235	283	27	2
236	283	27	1
239	283	27	1
240	283	27	2
242	283	27	1
243	283	27	2
244	283	27	2
245	283	27	1
248	283	27	2
249	283	27	1
254	283	27	2
256	283	27	2
205	284	27	1
206	284	27	1
209	284	27	1
210	284	27	1
212	284	27	2
213	284	27	1
214	284	27	1
215	284	27	2
230	284	27	1
236	284	27	2
237	284	27	2
238	284	27	2
240	284	27	3
241	284	27	1
250	284	27	2
252	284	27	2
253	284	27	1
254	284	27	1
255	284	27	1
257	284	27	2
199	285	27	1
200	285	27	1
204	285	27	1
206	285	27	2
208	285	27	1
212	285	27	2
213	285	27	2
215	285	27	1
219	285	27	1
220	285	27	1
228	285	27	1
235	285	27	4
236	285	27	1
237	285	27	1
238	285	27	2
239	285	27	1
240	285	27	2
242	285	27	1
245	285	27	1
249	285	27	1
250	285	27	1
256	285	27	1
209	286	27	1
211	286	27	2
212	286	27	2
216	286	27	1
218	286	27	1
219	286	27	2
220	286	27	3
222	286	27	1
233	286	27	1
237	286	27	1
239	286	27	1
240	286	27	2
241	286	27	2
244	286	27	2
245	286	27	1
247	286	27	2
248	286	27	3
251	286	27	1
254	286	27	1
255	286	27	1
256	286	27	2
258	286	27	1
207	287	27	2
214	287	27	1
221	287	27	1
222	287	27	1
223	287	27	1
227	287	27	1
228	287	27	1
232	287	27	4
234	287	27	1
236	287	27	2
238	287	27	3
240	287	27	2
242	287	27	1
246	287	27	2
248	287	27	1
249	287	27	2
250	287	27	2
251	287	27	1
252	287	27	2
204	288	27	2
214	288	27	1
222	288	27	2
224	288	27	1
226	288	27	1
228	288	27	4
229	288	27	1
232	288	27	1
235	288	27	1
236	288	27	1
237	288	27	1
241	288	27	2
242	288	27	1
244	288	27	1
247	288	27	1
249	288	27	1
250	288	27	1
252	288	27	2
253	288	27	2
203	289	27	1
209	289	27	2
210	289	27	2
222	289	27	2
224	289	27	2
228	289	27	2
231	289	27	2
232	289	27	1
233	289	27	3
235	289	27	2
237	289	27	1
239	289	27	1
241	289	27	1
246	289	27	1
248	289	27	1
254	289	27	1
256	289	27	1
207	290	27	1
214	290	27	2
221	290	27	2
222	290	27	2
224	290	27	2
225	290	27	2
226	290	27	2
227	290	27	1
230	290	27	2
231	290	27	1
232	290	27	2
233	290	27	2
237	290	27	1
239	290	27	3
241	290	27	1
243	290	27	1
244	290	27	1
246	290	27	1
249	290	27	1
250	290	27	2
251	290	27	1
252	290	27	1
224	291	27	1
225	291	27	1
227	291	27	1
229	291	27	1
230	291	27	2
233	291	27	2
238	291	27	3
239	291	27	2
240	291	27	2
242	291	27	2
243	291	27	1
246	291	27	1
247	291	27	2
248	291	27	3
249	291	27	1
250	291	27	2
211	292	27	2
213	292	27	1
219	292	27	2
222	292	27	2
223	292	27	1
224	292	27	1
225	292	27	3
226	292	27	2
228	292	27	1
230	292	27	3
234	292	27	1
235	292	27	2
241	292	27	3
246	292	27	1
247	292	27	1
250	292	27	1
252	292	27	3
254	292	27	1
211	293	27	1
217	293	27	1
218	293	27	1
219	293	27	1
221	293	27	1
222	293	27	1
223	293	27	4
225	293	27	1
227	293	27	1
229	293	27	1
234	293	27	1
237	293	27	1
239	293	27	2
248	293	27	1
249	293	27	1
250	293	27	1
251	293	27	1
256	293	27	1
211	294	27	2
213	294	27	2
217	294	27	1
219	294	27	1
224	294	27	3
225	294	27	1
231	294	27	3
235	294	27	1
237	294	27	1
238	294	27	1
244	294	27	1
245	294	27	1
246	294	27	1
248	294	27	1
249	294	27	2
250	294	27	2
252	294	27	1
254	294	27	2
220	295	27	2
239	295	27	1
241	295	27	1
243	295	27	3
246	295	27	1
249	295	27	1
250	295	27	3
252	295	27	2
255	295	27	2
211	296	27	1
220	296	27	2
221	296	27	1
236	296	27	2
238	296	27	1
240	296	27	1
241	296	27	1
244	296	27	2
245	296	27	1
247	296	27	1
249	296	27	1
252	296	27	1
217	297	27	2
221	297	27	1
225	297	27	1
236	297	27	1
237	297	27	3
239	297	27	1
243	297	27	1
244	297	27	1
245	297	27	1
248	297	27	2
249	297	27	2
252	297	27	2
221	298	27	1
226	298	27	1
236	298	27	1
239	298	27	1
243	298	27	2
245	298	27	1
223	299	27	3
229	299	27	1
230	299	27	2
236	299	27	2
237	299	27	2
239	299	27	1
240	299	27	1
241	299	27	1
243	299	27	2
245	299	27	1
247	299	27	1
226	300	27	1
227	300	27	1
228	300	27	1
231	300	27	1
235	300	27	3
242	300	27	1
247	300	27	1
224	301	27	1
235	301	27	1
236	301	27	1
238	301	27	2
241	301	27	1
243	301	27	2
251	301	27	1
226	302	27	2
234	302	27	2
236	302	27	1
241	303	27	1
235	304	27	2
238	304	27	1
244	304	27	2
237	305	27	1
230	262	28	1
232	264	28	1
234	265	28	3
234	267	28	1
231	268	28	1
236	268	28	2
237	268	28	1
238	268	28	2
236	269	28	1
237	269	28	1
238	269	28	1
235	270	28	2
238	270	28	3
250	270	28	1
237	271	28	2
240	271	28	1
233	272	28	1
234	272	28	1
236	272	28	1
211	273	28	1
232	274	28	1
234	274	28	1
235	274	28	5
235	275	28	1
249	275	28	1
234	276	28	1
235	276	28	1
237	276	28	3
235	277	28	2
236	277	28	1
237	277	28	4
238	277	28	1
237	278	28	2
210	279	28	2
248	279	28	1
239	280	28	1
241	280	28	1
208	281	28	1
235	281	28	2
248	281	28	2
250	281	28	2
252	281	28	1
246	282	28	1
247	282	28	2
249	282	28	2
251	282	28	1
237	283	28	1
238	283	28	1
247	283	28	1
249	283	28	2
246	284	28	2
248	284	28	1
250	284	28	1
254	284	28	2
238	285	28	1
239	285	28	2
240	285	28	1
242	285	28	1
244	285	28	2
245	285	28	2
248	285	28	1
232	286	28	3
237	286	28	1
248	286	28	1
249	286	28	1
244	287	28	1
245	287	28	2
224	288	28	1
238	288	28	1
244	288	28	1
227	289	28	1
246	289	28	1
247	289	28	1
248	289	28	2
249	289	28	1
253	289	28	2
240	290	28	1
242	290	28	2
244	290	28	1
226	291	28	1
237	291	28	1
245	291	28	1
247	291	28	1
249	291	28	1
240	292	28	3
247	292	28	2
240	293	28	1
240	294	28	1
241	294	28	1
245	294	28	1
250	294	28	3
251	294	28	2
241	295	28	2
242	295	28	1
248	295	28	1
240	296	28	1
239	297	28	1
245	297	28	1
240	298	28	2
225	300	28	2
236	300	28	1
240	300	28	1
234	256	29	2
235	256	29	3
230	257	29	1
181	258	29	2
228	258	29	2
233	258	29	1
234	258	29	1
235	258	29	1
182	259	29	1
188	259	29	1
229	259	29	2
238	259	29	2
234	260	29	1
187	261	29	2
230	261	29	1
231	261	29	2
220	262	29	1
221	262	29	2
248	262	29	1
234	263	29	1
245	263	29	1
178	264	29	1
216	264	29	1
226	264	29	1
231	264	29	1
232	264	29	1
181	265	29	1
215	265	29	1
226	265	29	2
233	265	29	1
234	265	29	3
239	265	29	2
178	266	29	2
195	266	29	1
197	266	29	2
228	266	29	1
229	266	29	1
230	266	29	1
234	266	29	1
236	266	29	2
237	266	29	2
245	266	29	1
250	266	29	1
192	267	29	1
196	267	29	2
197	267	29	1
199	267	29	2
226	267	29	1
230	267	29	2
231	267	29	1
232	267	29	5
235	267	29	1
236	267	29	3
241	267	29	1
217	268	29	5
231	268	29	1
234	268	29	2
237	268	29	1
238	268	29	1
239	268	29	1
180	269	29	2
193	269	29	2
234	269	29	2
237	269	29	1
196	270	29	2
198	270	29	1
200	270	29	1
215	270	29	1
230	270	29	1
231	270	29	2
238	270	29	1
239	270	29	2
250	270	29	1
182	271	29	1
203	271	29	1
214	271	29	2
229	271	29	1
233	271	29	1
234	271	29	1
238	271	29	1
241	271	29	2
242	271	29	1
211	272	29	2
213	272	29	2
215	272	29	4
232	272	29	1
233	272	29	1
235	272	29	2
239	272	29	2
241	272	29	1
249	272	29	1
251	272	29	1
182	273	29	2
207	273	29	2
236	273	29	1
250	273	29	1
180	274	29	1
206	274	29	1
214	274	29	3
234	274	29	1
235	274	29	1
236	274	29	2
238	274	29	2
239	274	29	1
240	274	29	2
247	274	29	1
206	275	29	1
231	275	29	1
232	275	29	2
238	275	29	1
239	275	29	1
240	275	29	1
241	275	29	1
242	275	29	1
245	275	29	1
205	276	29	2
206	276	29	1
233	276	29	1
236	276	29	2
237	276	29	1
240	276	29	2
241	276	29	1
246	276	29	1
248	276	29	2
252	276	29	2
232	277	29	1
236	277	29	1
238	277	29	2
239	277	29	1
247	277	29	1
250	277	29	1
204	278	29	1
235	278	29	2
238	278	29	1
244	278	29	1
247	278	29	1
234	279	29	1
235	279	29	1
236	279	29	1
238	279	29	1
245	279	29	1
247	279	29	1
254	279	29	3
256	279	29	1
205	280	29	1
234	280	29	1
235	280	29	3
236	280	29	1
237	280	29	1
238	280	29	1
245	280	29	1
246	280	29	1
247	280	29	1
249	280	29	2
250	280	29	1
251	280	29	3
254	280	29	1
256	280	29	1
208	281	29	2
214	281	29	2
232	281	29	2
234	281	29	2
235	281	29	1
237	281	29	1
241	281	29	1
243	281	29	1
245	281	29	2
246	281	29	1
248	281	29	1
249	281	29	1
251	281	29	1
206	282	29	5
235	282	29	1
241	282	29	2
242	282	29	1
244	282	29	1
245	282	29	2
248	282	29	2
249	282	29	1
231	283	29	1
233	283	29	1
237	283	29	1
239	283	29	1
241	283	29	1
245	283	29	3
246	283	29	1
250	283	29	1
251	283	29	1
220	284	29	1
222	284	29	1
232	284	29	1
234	284	29	1
237	284	29	1
240	284	29	1
242	284	29	1
246	284	29	2
249	284	29	1
250	284	29	1
255	284	29	1
256	284	29	1
226	285	29	1
227	285	29	3
234	285	29	1
239	285	29	1
244	285	29	1
247	285	29	2
253	285	29	3
254	285	29	1
211	286	29	1
232	286	29	1
234	286	29	1
240	286	29	1
241	286	29	1
243	286	29	2
248	286	29	2
228	287	29	1
233	287	29	1
234	287	29	1
236	287	29	3
240	287	29	1
241	287	29	2
247	287	29	2
226	288	29	2
228	288	29	1
232	288	29	1
233	288	29	2
235	288	29	1
236	288	29	1
241	288	29	2
242	288	29	1
243	288	29	3
249	288	29	2
225	289	29	1
228	289	29	2
234	289	29	1
237	289	29	2
243	289	29	2
245	289	29	2
247	289	29	1
222	290	29	2
224	290	29	1
226	290	29	2
227	290	29	1
237	290	29	3
238	290	29	1
246	290	29	1
222	291	29	2
225	291	29	1
226	291	29	1
238	291	29	2
239	291	29	2
240	291	29	1
241	291	29	2
245	291	29	1
246	291	29	2
247	291	29	2
248	291	29	5
222	292	29	2
225	292	29	1
227	292	29	3
237	292	29	1
238	292	29	1
239	292	29	1
241	292	29	1
242	292	29	1
245	292	29	3
222	293	29	1
224	293	29	1
225	293	29	1
227	293	29	2
237	293	29	1
239	293	29	1
242	293	29	1
246	293	29	2
247	293	29	2
249	293	29	3
252	293	29	1
253	293	29	1
236	294	29	1
238	294	29	1
240	294	29	1
241	294	29	1
243	294	29	1
246	294	29	1
248	294	29	1
251	294	29	1
220	295	29	1
221	295	29	1
223	295	29	1
240	295	29	2
241	295	29	2
243	295	29	1
244	295	29	1
245	295	29	1
219	296	29	3
222	296	29	1
246	296	29	1
227	297	29	1
238	297	29	2
239	297	29	2
240	297	29	1
242	297	29	1
243	297	29	2
245	297	29	2
248	297	29	1
219	298	29	2
221	298	29	1
237	298	29	3
248	298	29	2
222	299	29	2
226	299	29	2
227	299	29	3
237	299	29	1
239	299	29	2
240	299	29	1
241	299	29	1
252	299	29	1
225	300	29	2
226	300	29	2
227	300	29	1
235	300	29	2
236	300	29	3
247	300	29	1
225	301	29	1
230	301	29	2
238	301	29	2
241	301	29	1
224	302	29	2
235	302	29	1
250	302	29	1
240	303	29	2
237	304	29	1
215	252	30	1
231	253	30	3
232	253	30	3
230	254	30	1
232	254	30	1
236	254	30	2
238	254	30	1
191	255	30	1
215	255	30	2
227	255	30	1
230	255	30	1
232	255	30	1
236	255	30	1
237	255	30	2
230	256	30	1
231	256	30	1
232	256	30	1
233	256	30	1
236	256	30	1
181	257	30	1
183	257	30	1
190	257	30	2
192	257	30	1
215	257	30	1
229	257	30	3
236	257	30	1
175	258	30	1
176	258	30	1
181	258	30	1
215	258	30	2
237	258	30	1
175	259	30	1
195	259	30	1
206	259	30	4
209	259	30	1
210	259	30	2
218	259	30	2
219	259	30	2
220	259	30	2
222	259	30	1
226	259	30	1
228	259	30	1
229	259	30	1
231	259	30	3
237	259	30	2
239	259	30	1
241	259	30	1
184	260	30	2
186	260	30	4
190	260	30	1
197	260	30	1
216	260	30	3
217	260	30	1
219	260	30	1
225	260	30	1
226	260	30	3
227	260	30	1
231	260	30	4
232	260	30	1
236	260	30	1
237	260	30	1
238	260	30	2
240	260	30	1
184	261	30	1
187	261	30	1
194	261	30	3
196	261	30	1
198	261	30	3
209	261	30	2
211	261	30	1
212	261	30	2
215	261	30	2
219	261	30	1
224	261	30	1
225	261	30	3
226	261	30	3
227	261	30	3
229	261	30	1
231	261	30	1
232	261	30	1
238	261	30	1
239	261	30	2
241	261	30	1
244	261	30	2
249	261	30	1
186	262	30	1
206	262	30	2
209	262	30	2
216	262	30	1
218	262	30	1
219	262	30	2
220	262	30	1
222	262	30	1
225	262	30	1
226	262	30	2
233	262	30	1
240	262	30	1
245	262	30	1
246	262	30	2
248	262	30	1
251	262	30	1
182	263	30	1
186	263	30	1
189	263	30	1
193	263	30	1
210	263	30	1
211	263	30	3
215	263	30	1
216	263	30	1
218	263	30	1
222	263	30	1
224	263	30	1
226	263	30	2
228	263	30	1
230	263	30	2
234	263	30	1
247	263	30	1
248	263	30	1
249	263	30	3
194	264	30	2
222	264	30	1
225	264	30	1
229	264	30	1
231	264	30	2
232	264	30	1
233	264	30	1
239	264	30	1
240	264	30	1
241	264	30	3
246	264	30	1
249	264	30	2
196	265	30	1
200	265	30	2
208	265	30	1
210	265	30	2
216	265	30	2
230	265	30	2
231	265	30	1
233	265	30	1
234	265	30	3
236	265	30	1
238	265	30	1
239	265	30	1
242	265	30	1
246	265	30	1
247	265	30	1
248	265	30	2
184	266	30	2
187	266	30	2
188	266	30	2
193	266	30	1
194	266	30	2
211	266	30	2
213	266	30	2
214	266	30	1
215	266	30	1
219	266	30	1
228	266	30	3
231	266	30	2
233	266	30	2
239.5	266.5	30.5	1
241	266	30	3
247	266	30	1
249	266	30	2
176	267	30	1
182	267	30	4
183	267	30	1
189	267	30	1
192	267	30	3
194	267	30	5
198	267	30	1
199	267	30	1
209	267	30	1
214	267	30	3
219	267	30	3
228	267	30	2
229	267	30	1
231	267	30	1
236	267	30	1
237	267	30	1
238	267	30	1
239	267	30	1
240	267	30	1
241	267	30	3
245	267	30	2
247	267	30	2
249	267	30	2
182	268	30	1
189	268	30	1
190	268	30	1
195	268	30	1
196	268	30	2
206	268	30	1
214	268	30	1
216	268	30	4
226	268	30	1
228	268	30	3
230	268	30	2
231	268	30	2
235	268	30	2
239	268	30	1
240	268	30	1
245	268	30	2
246	268	30	1
247	268	30	1
249	268	30	2
180	269	30	1
182	269	30	1
193	269	30	1
196	269	30	1
197	269	30	1
198	269	30	2
199	269	30	1
204	269	30	1
211	269	30	1
