x	y	z	Regulation of APC/C activators between G1/S and early anaphase
213	282	30	2
215	282	30	1
219	282	30	2
220	282	30	1
222	282	30	5
223	282	30	2
229	282	30	2
233	282	30	3
234	282	30	1
236	282	30	1
237	282	30	3
238	282	30	2
244	282	30	2
245	282	30	1
247	282	30	2
250	282	30	2
251	282	30	3
253	282	30	1
202	283	30	2
209	283	30	1
215	283	30	3
219	283	30	2
222	283	30	1
223	283	30	2
236	283	30	2
238	283	30	3
239	283	30	1
240	283	30	1
244	283	30	1
246	283	30	1
181	284	30	2
219	284	30	2
220	284	30	1
224	284	30	1
225	284	30	1
226	284	30	1
231	284	30	1
236	284	30	2
238	284	30	1
242	284	30	1
245	284	30	1
249	284	30	1
250	284	30	1
252	284	30	1
206	285	30	1
211	285	30	1
224	285	30	1
226	285	30	1
229	285	30	1
233	285	30	2
234	285	30	1
236	285	30	3
237	285	30	2
242	285	30	1
246	285	30	1
248	285	30	1
251	285	30	2
252	285	30	1
256	285	30	1
180	286	30	1
205	286	30	3
219	286	30	1
223	286	30	1
227	286	30	1
229	286	30	1
230	286	30	1
234	286	30	1
235	286	30	1
238	286	30	1
240	286	30	2
241	286	30	1
243	286	30	1
245	286	30	2
246	286	30	1
249	286	30	1
252	286	30	1
255	286	30	1
256	286	30	2
219	287	30	1
220	287	30	1
222	287	30	1
224	287	30	1
225	287	30	1
231	287	30	2
233	287	30	2
234	287	30	1
237	287.5	30.5	2
241	287	30	1
246	287	30	6
248	287	30	1
250	287	30	1
252	287	30	1
255	287	30	2
223	288	30	3
229	288	30	1
231	288	30	3
232	288	30	1
235	288	30	2
236	288	30	1
238	288	30	2
239	288	30	2
241	288	30	1
243	288	30	2
245	288	30	2
246	288	30	3
247	288	30	1
250	288	30	1
252	288	30	1
253	288	30	1
184	289	30	1
200	289	30	1
221	289	30	1
223	289	30	1
224	289	30	2
226	289	30	1
228	289	30	2
230	289	30	1
231	289	30	1
234	289	30	2
235	289	30	1
238	289	30	1
247	289	30	2
220	290	30	1
224	290	30	2
225	290	30	2
226	290	30	1
227	290	30	1
231	290	30	1
233	290	30	2
235	290	30	1
236	290	30	1
239	290	30	2
240	290	30	1
241	290	30	1
244	290	30	1
246	290	30	1
248	290	30	2
250	290	30	3
198	291	30	2
225	291	30	2
227	291	30	1
229	291	30	1
237	291	30	1
238	291	30	1
241	291	30	1
244	291	30	2
247	291	30	2
248	291	30	2
249	291	30	1
255	291	30	1
198	292	30	1
213	292	30	2
220	292	30	1
223	292	30	3
226	292	30	1
227	292	30	1
228	292	30	2
230	292	30	2
231	292	30	1
235	292	30	1
236	292	30	1
237	292	30	3
238	292	30	5
243	292	30	1
246	292	30	2
249	292	30	1
251	292	30	1
201	293	30	1
220	293	30	1
221	293	30	1
224	293	30	1
225	293	30	1
234	293	30	2
243	293	30	1
246	293	30	1
253	293	30	3
227	294	30	1
229	294	30	1
230	294	30	1
231	294	30	1
232	294	30	2
233	294	30	2
235	294	30	1
240	294	30	1
245	294	30	1
249	294	30	1
254	294	30	1
218	295	30	1
226	295	30	1
227	295	30	2
234	295	30	1
244	295	30	1
247	295	30	2
251	295	30	1
252	295	30	2
256	295	30	1
257	295	30	1
222	296	30	2
226	296	30	1
228	296	30	1
232	296	30	1
234	296	30	1
235	296	30	2
237	296	30	1
239	296	30	1
247	296	30	1
253	296	30	1
220	297	30	1
227	297	30	1
229	297	30	1
231	297	30	2
232	297	30	1
238	297	30	1
239	297	30	1
240	297	30	1
241	297	30	1
243	297	30	1
245	297	30	1
246	297	30	1
248	297	30	1
250	297	30	1
252	297	30	1
215	298	30	3
220	298	30	1
224	298	30	1
226	298	30	1
228	298	30	3
230	298	30	3
231	298	30	1
232	298	30	1
233	298	30	2
235	298	30	3
236	298	30	2
237	298	30	1
240	298	30	3
241	298	30	1
242	298	30	1
245	298	30	1
248	298	30	1
251	298	30	1
252	298	30	2
216	299	30	2
224	299	30	1
230	299	30	2
231	299	30	1
248	299	30	2
252	299	30	1
218	300	30	2
222	300	30	2
225	300	30	1
226	300	30	1
228	300	30	1
232	300	30	3
236	300	30	1
237	300	30	1
240	300	30	1
241	300	30	1
246	300	30	1
247	300	30	1
248	300	30	1
249	300	30	2
251	300	30	1
223	301	30	1
224	301	30	1
227	301	30	1
236	301	30	2
237	301	30	2
240	301	30	1
241	301	30	1
242	301	30	2
245	301	30	1
246	301	30	1
247	301	30	1
249	301	30	1
229	302	30	1
236	302	30	1
237	302	30	1
247	302	30	3
248	302	30	2
217	303	30	2
223	303	30	1
225	303	30	1
241	303	30	2
246	303	30	2
234	304	30	1
235	304	30	2
237	304	30	1
238	304	30	2
242	304	30	1
233	305	30	1
237	305	30	1
238	305	30	1
240	305	30	1
240	306	30	2
226	249	31	2
224	250	31	1
227	250	31	1
235	250	31	2
215	251	31	1
229	251	31	2
235	251	31	1
216	252	31	1
235	252	31	2
239	252	31	2
225	253	31	2
227	253	31	2
228	253	31	1
232	253	31	1
237	253	31	3
238	253	31	2
226	254	31	2
229	254	31	2
231	254	31	1
235	254	31	2
238	254	31	1
191	255	31	1
195	255	31	1
226	255	31	2
230	255	31	1
233	255	31	1
234	255	31	1
207	256	31	1
215	256	31	2
216	256	31	1
233	256	31	1
236	256	31	1
202	257	31	1
214	257	31	2
216	257	31	1
229	257	31	2
230	257	31	1
233	257	31	1
236	257	31	1
237	257	31	1
238	257	31	2
239	257	31	1
240	257	31	1
215	258	31	2
216	258	31	2
228	258	31	1
229	258	31	2
230	258	31	1
231	258	31	2
233	258	31	1
235	258	31	2
237	258	31	2
209	259	31	2
216	259	31	1
230	259	31	1
231	259	31	1
235	259	31	1
237	259	31	1
239	259	31	1
242	259	31	2
187	260	31	3
188	260	31	1
190	260	31	2
212	260	31	2
218	260	31	1
220	260	31	1
221	260	31	1
224	260	31	1
228	260	31	2
231	260	31	1
234	260	31	1
239	260	31	1
187	261	31	1
193	261	31	1
211	261	31	2
213	261	31	1
216	261	31	4
217	261	31	2
224	261	31	1
225	261	31	1
226	261	31	1
227	261	31	1
234	261	31	2
237	261	31	1
243	261	31	1
244	261	31	1
186	262	31	2
193	262	31	1
194	262	31	1
210	262	31	2
211	262	31	1
217	262	31	2
218	262	31	1
219	262	31	1
221	262	31	1
222	262	31	1
226	262	31	1
227	262	31	3
229	262	31	1
233	262	31	1
240	262	31	2
242	262	31	1
248	262	31	1
185	263	31	1
194	263	31	3
198	263	31	1
200	263	31	2
215	263	31	1
218	263	31	1
219	263	31	2
220	263	31	1
221	263	31	2
226	263	31	4
230	263	31	1
232	263	31	1
233	263	31	1
234	263	31	2
235	263	31	1
236	263	31	1
238	263	31	1
240	263	31	1
248	263	31	1
184	264	31	1
185	264	31	1
188	264	31	1
189	264	31	1
194	264	31	2
195	264	31	2
210	264	31	1
214	264	31	1
221	264	31	1
222	264	31	2
226	264	31	2
232	264	31	1
237	264	31	4
240	264	31	2
248	264	31	3
249	264	31	2
184	265	31	3
186	265	31	1
194	265	31	1
196	265	31	1
205	265	31	1
214	265	31	1
215	265	31	1
223	265	31	2
226	265	31	1
229	265	31	2
235	265	31	3
238	265	31	1
239	265	31	2
245	265	31	2
246	265	31	1
248	265	31	1
250	265	31	1
187	266	31	3
189	266	31	2
191	266	31	1
197	266	31	1
198	266	31	1
213	266	31	1
215	266	31	1
217	266	31	1
219	266	31	1
221	266	31	1
228	266	31	3
241	266	31	1
243	266	31	2
244	266	31	1
248	266	31	1
177	267	31	1
182	267	31	1
193	267	31	2
194	267	31	1
195	267	31	1
196	267	31	3
197	267	31	2
199	267	31	1
216	267	31	1
219	267	31	1
222	267	31	2
224	267	31	1
229	267	31	1
230	267	31	1
235	267	31	1
236	267	31	2
241	267	31	1
242	267	31	2
244	267	31	1
246	267	31	1
247	267	31	1
184	268	31	1
193	268	31	1
195	268	31	1
203	268	31	1
205	268	31	2
210	268	31	1
213	268	31	1
216	268	31	1
218	268	31	1
220	268	31	1
222	268	31	1
224	268	31	2
238	268	31	1
241	268	31	3
244	268	31	1
245	268	31	3
188	269	31	2
191	269	31	1
198	269	31	1
199	269	31	2
210	269	31	1
213	269	31	1
230	269	31	1
232	269	31	1
234	269	31	2
235	269	31	1
238	269	31	2
243	269	31	1
247	269	31	2
250	269	31	3
252	269	31	1
173	270	31	1
178	270	31	1
181	270	31	2
183	270	31	1
186	270	31	2
199	270	31	2
201	270	31	1
215	270	31	2
216	270	31	1
217	270	31	1
231	270	31	1
239	270	31	1
247	270	31	1
249	270	31	1
250	270	31	3
171	271	31	1
172	271	31	1
184	271	31	1
198	271	31	2
199	271	31	1
200	271	31	1
203	271	31	1
204	271	31	2
209	271	31	1
212	271	31	1
213	271	31	4
216	271	31	1
217	271	31	1
232	271	31	1
235	271	31	1
240	271	31	1
244	271	31	1
246	271	31	1
247	271	31	1
249	271	31	1
251	271	31	2
176	272	31	1
182	272	31	1
183	272	31	1
184	272	31	1
185	272	31	1
199	272	31	2
204	272	31	3
208	272	31	1
211	272	31	1
215	272	31	2
225	272	31	1
226	272	31	2
236	272	31	1
238	272	31	1
243	272	31	3
248	272	31	2
249	272	31	2
250	272	31	1
251	272	31	1
254	272	31	1
181	273	31	1
210	273	31	3
212	273	31	1
215	273	31	2
234	273	31	1
235	273	31	1
246	273	31	1
248	273	31	2
249	273	31	1
250	273	31	1
185	274	31	1
203	274	31	1
205	274	31	1
209	274	31	1
213	274	31	1
214	274	31	1
216	274	31	1
225	274	31	1
226	274	31	1
229	274	31	3
230	274	31	2
233	274	31	2
236	274	31	1
241	274	31	1
243	274	31	1
244	274	31	1
247	274	31	1
252	274	31	2
184	275	31	1
205	275	31	1
237	275	31	2
238	275	31	2
239	275	31	2
241	275	31	1
176	276	31	2
181	276	31	1
226	276	31	1
233	276	31	2
234	276	31	1
237	276	31	2
238	276	31	1
239	276	31	1
246	276	31	2
252	276	31	1
174	277	31	1
209	277	31	1
235	277	31	1
236	277	31	2
237	277	31	1
238	277	31	1
240	277	31	2
241	277	31	1
243	277	31	2
244	277	31	1
245	277	31	2
249	277	31	2
174	278	31	1
177	278	31	3
178	278	31	3
180	278	31	1
203	278	31	1
204	278	31	1
205	278	31	2
208	278	31	1
238	278	31	1
242	278	31	2
243	278	31	3
249	278	31	3
175	279	31	1
178	279	31	2
180	279	31	1
206	279	31	1
207	279	31	1
208	279	31	1
216	279	31	3
219	279	31	1
238	279	31	1
242	279	31	1
244	279	31	1
245	279	31	1
246	279	31	3
247	279	31	3
254	279	31	2
175	280	31	1
205	280	31	1
220	280	31	1
236	280	31	1
237	280	31	2
238	280	31	1
241	280	31	1
246	280	31	1
251	280	31	1
176	281	31	1
184	281	31	1
206	281	31	1
222	281	31	1
223	281	31	1
231	281	31	1
233	281	31	1
234	281	31	1
237	281	31	1
243	281	31	1
245	281	31	1
250	281	31	2
173	282	31	1
175	282	31	1
206	282	31	1
219	282	31	1
220	282	31	2
223	282	31	1
232	282	31	1
234	282	31	1
235	282	31	1
239	282	31	1
244	282	31	2
245	282	31	2
246	282	31	1
248	282	31	2
249	282	31	1
253	282	31	1
181	283	31	1
182	283	31	1
209	283	31	2
218	283	31	1
219	283	31	1
223	283	31	4
224	283	31	2
228	283	31	2
230	283	31	1
236	283	31	1
240	283	31	2
241	283	31	1
242	283	31	1
244	283	31	2
246	283	31	1
252	283	31	1
253	283	31	1
175	284	31	1
180	284	31	1
181	284	31	1
182	284	31	1
209	284	31	1
212	284	31	1
222	284	31	1
224	284	31	1
231	284	31	1
236	284	31	1
237	284	31	1
239	284	31	2
241	284	31	2
248	284	31	1
250	284	31	1
254	284	31	2
256	284	31	1
257	284	31	1
173	285	31	1
177	285	31	2
178	285	31	1
179	285	31	3
223	285	31	1
224	285	31	1
229	285	31	1
231	285	31	1
233	285	31	1
243	285	31	1
247	285	31	1
248	285	31	2
251	285	31	2
252	285	31	1
253	285	31	1
178	286	31	1
218	286	31	2
221	286	31	1
227	286	31	1
231	286	31	2
239	286	31	3
240	286	31	2
244	286	31	3
249	286	31	1
252	286	31	1
220	287	31	2
221	287	31	3
222	287	31	2
223	287	31	1
226	287	31	1
228	287	31	1
231	287	31	1
234	287	31	1
236	287	31	1
237	287	31	1
239	287	31	1
243	287	31	3
244	287	31	2
246	287	31	1
252	287	31	2
255	287	31	1
256	287	31	1
186	288	31	1
187	288	31	3
221	288	31	1
222	288	31	1
228	288	31	1
230	288	31	1
231	288	31	1
233	288	31	2
240.5	288.5	31.5	1
242	288	31	3
244	288	31	1
246	288	31	1
249	288	31	1
205	289	31	1
221	289	31	2
222	289	31	2
224	289	31	1
225	289	31	3
226	289	31	2
231	289	31	1
234	289	31	2
235	289	31	1
238	289	31	1
244	289	31	1
247	289	31	1
250	289	31	1
254	289	31	1
221	290	31	2
222	290	31	1
226	290	31	1
227	290	31	1
230	290	31	1
231	290	31	2
237	290	31	2
239	290	31	2
240	290	31	2
242	290	31	4
246	290	31	2
247	290	31	1
198	291	31	1
199	291	31	1
204	291	31	1
222	291	31	1
227	291	31	1
229	291	31	2
231	291	31	1
235	291	31	2
237	291	31	2
238	291	31	1
244	291	31	2
247	291	31	1
248	291	31	1
198	292	31	1
199	292	31	1
221	292	31	1
222	292	31	1
226	292	31	2
230	292	31	1
231	292	31	1
236	292	31	2
238	292	31	1
243	292	31	2
246	292	31	1
251	292	31	2
252	292	31	2
257	292	31	2
198	293	31	1
221	293	31	1
222	293	31	2
229	293	31	1
232	293	31	2
235	293	31	1
236	293	31	1
238	293	31	1
239	293	31	4
241	294	32.8	1
242	293	31	3
248	293	31	1
256	293	31	1
198	294	31	2
202	294	31	2
209	294	31	2
220	294	31	1
222	294	31	1
224	294	31	1
226	294	31	1
227	294	31	3
230	294	31	1
235	294	31	1
237	294	31	1
242	294	31	1
246	294	31	1
250	294	31	2
252	294	31	1
253	294	31	1
202	295	31	2
220	295	31	2
222	295	31	1
223	295	31	1
225	295	31	1
226	295	31	1
231	295	31	2
233	295	31	3
240	295	31	2
241	295	31	2
242	295	31	1
247	295	31	1
249	295	31	1
252	295	31	1
188	296	31	1
197	296	31	2
199	296	31	1
200	296	31	1
215	296	31	1
222	296	31	1
223	296	31	3
224	296	31	1
225	296	31	1
229	296	31	3
234	296	31	1
235	296	31	1
243	296	31	2
248	296	31	1
253	296	31	1
221	297	31	1
223	297	31	1
224	297	31	1
231	297	31	1
236	297	31	1
239	297	31	1
241	297	31	3
242	297	31	2
246	297	31	1
252	297	31	1
196	298	31	2
205	298	31	1
223	298	31	2
229	298	31	1
238	298	31	1
239	298	31	1
240	298	31	1
247	298	31	3
250	298	31	1
252	298	31	1
253	298	31	3
229	299	31	2
232	299	31	1
233	299	31	1
237	299	31	2
246	299	31	2
247	299	31	1
248	299	31	1
226	300	31	1
228	300	31	1
231	300	31	1
232	300	31	3
246	300	31	1
248	300	31	3
221	301	31	1
224	301	31	2
225	301	31	1
228	301	31	1
229	301	31	1
230	301	31	1
232	301	31	1
237	301	31	1
241	301	31	2
245	301	31	2
246	301	31	1
249	301	31	1
222	302	31	1
223	302	31	1
232	302	31	5
235	302	31	1
236	302	31	1
240	302	31	1
243	302	31	2
245	302	31	2
246	302	31	1
248	302	31	1
223	303	31	1
231	303	31	1
232	303	31	3
234	303	31	1
235	303	31	1
239	303	31	1
244	303	31	1
245	303	31	1
247	303	31	2
238	304	31	1
244	304	31	2
234	305	31	3
235	305	31	2
237	305	31	1
238	305	31	1
242	305	31	1
233	306	31	1
236	306	31	2
223	307	31	2
237	307	31	1
223	308	31	1
226	309	31	1
215	251	32	1
227	251	32	1
229	251	32	1
214	252	32	1
216	252	32	1
217	252	32	1
227	252	32	1
235	252	32	2
215	253	32	1
216	253	32	2
221	253	32	1
224	253	32	1
227	253	32	1
229	253	32	2
232	253	32	1
237	253	32	2
240	253	32	2
223	254	32	1
225	254	32	1
227	254	32	1
230	254	32	1
238	254	32	2
239	254	32	2
216	255	32	2
219	255	32	1
221	255	32	1
223	255	32	3
227	255	32	1
232	255	32	1
234	255	32	4
236	255	32	1
237	255	32	2
238	255	32	1
240	255	32	1
177	256	32	1
210	256	32	1
219	256	32	1
227	256	32	1
237	256	32	1
192	257	32	1
193	257	32	3
195	257	32	1
208	257	32	1
218	257	32	1
219	257	32	2
221	257	32	1
228	257	32	2
229	257	32	1
232	257	32	1
240	257	32	1
190	258	32	2
193	258	32	2
207	258	32	1
213	258	32	1
217	258	32	1
219	258	32	1
220	258	32	1
226	258	32	4
230	258	32	1
231	258	32	1
232	258	32	1
233	258	32	2
235	258	32	1
239	258	32	1
246	258	32	1
191	259	32	2
193	259	32	2
201	259	32	1
209	259	32	1
217	259	32	1
219	259	32	1
220	259	32	3
222	259	32	1
228	259	32	1
231	259	32	2
237	259	32	2
247	259	32	1
210	260	32	1
211	260	32	3
214	260	32	1
218	260	32	1
220	260	32	1
235	260	32	1
238	260	32	1
239	260	32	1
240	260	32	1
243	260	32	1
244	260	32	2
248	260	32	1
210	261	32	3
215	261	32	2
217	261	32	2
218	261	32	2
220	261	32	2
222	261	32	1
226	261	32	1
228	261	32	1
229	261	32	1
231	261	32	1
237	261	32	2
238	261	32	1
239	261	32	4
244	261	32	1
246	261	32	1
186	262	32	1
189	262	32	2
196	262	32	1
215.5	262.5	32.5	2
216	262	32	1
217	262	32	3
218	262	32	2
224	262	32	1
227	262	32	1
228	262	32	1
231	262	32	1
233	262	32	2
235	262	32	1
243	262	32	1
246	262	32	1
247	262	32	1
249	262	32	1
250	262	32	2
193	263	32	1
200	263	32	2
204	263	32	2
208	263	32	1
212	263	32	2
213	263	32	1
216	263	32	1
218	263	32	1
222	263	32	3
224	263	32	1
226	263	32	1
232	263	32	1
233	263	32	1
235	263	32	1
236	263	32	1
237	263	32	1
243	263	32	1
245	263	32	1
249	263	32	1
250	263	32	1
251	263	32	1
186	264	32	1
188	264	32	1
191	264	32	1
192	264	32	1
193	264	32	1
199	264	32	1
200	264	32	1
202	264	32	2
214	264	32	1
215	264	32	1
223	264	32	2
224	264	32	1
227	264	32	1
230	264	32	1
231	264	32	1
232	264	32	1
233	264	32	2
240	264	32	1
247	264	32	2
248	264	32	1
176	265	32	1
184	265	32	1
186	265	32	1
188	265	32	1
189	265	32	1
195	265	32	1
198	265	32	1
203	265	32	3
204	265	32	1
206	265	32	1
212	265	32	1
213	265	32	2
215	265	32	1
216	265	32	1
220	265	32	1
222	265	32	1
229	265	32	2
230	265	32	1
231	265	32	1
232	265	32	1
233	265	32	1
238	265	32	1
239	265	32	1
243	265	32	1
244	265	32	1
249	265	32	2
251	265	32	1
178	266	32	1
186	266	32	2
188	266	32	2
189	266	32	1
194	266	32	1
197	266	32	2
203	266	32	1
212	266	32	1
214	266	32	1
216	266	32	1
217	266	32	2
218	266	32	1
220	266	32	1
221	266	32	1
224	266	32	1
228	266	32	2
229	266	32	2
234	266	32	1
235	266	32	1
236	266	32	3
237	266	32	1
238	266	32	2
243	266	32	1
247	266	32	1
248	266	32	2
249	266	32	1
252	266	32	1
182	267	32	2
184	267	32	1
186	267	32	1
188	267	32	1
193	267	32	1
194	267	32	1
196	267	32	1
197	267	32	1
205	267	32	1
208	267	32	2
215	267	32	1
216	267	32	1
221	267	32	2
230	267	32	1
231	267	32	3
233	267	32	1
237	267	32	3
238	267	32	1
239	267	32	1
243	267	32	1
245.5	267.5	32.5	1
249	267	32	2
252	267	32	1
193	268	32	1
195	268	32	1
206	268	32	1
213	268	32	1
214	268	32	1
215	268	32	1
216	268	32	1
219	268	32	1
225	268	32	1
228	268	32	1
233	268	32	2
238	268	32	1
239	268	32	3
246	268	32	1
247	268	32	1
248	268	32	1
253	268	32	3
176	269	32	1
177	269	32	2
187	269	32	1
194	269	32	1
204	269	32	1
210	269	32	2
213	269	32	2
214	269	32	1
215	269	32	2
222	269	32	1
223	269	32	1
232	269	32	1
233	269	32	2
239	269	32	1
240	269	32	1
249	269	32	2
250	269	32	1
252	269	32	1
173	270	32	1
174	270	32	1
180	270	32	1
185	270	32	1
187	270	32	2
201	270	32	1
203	270	32	1
207	270	32	1
211	270	32	1
216	270	32	2
222	270	32	1
224	270	32	2
227	270	32	3
233	270	32	1
239	270	32	2
241	270	32	1
243	270	32	2
244	270	32	1
247	270	32	1
186	271	32	1
188	271	32	1
196	271	32	2
206	271	32	1
207	271	32	1
208	271	32	3
209	271	32	1
211	271	32	1
214	271	32	1
215	271	32	2
228	271	32	1
234	271	32	1
173	272	32	1
177	272	32	1
181	272	32	2
182	272	32	1
183	272	32	1
184	272	32	1
185	272	32	1
198	272	32	1
200	272	32	1
202	272	32	1
206	272	32	2
208	272	32	1
209	272	32	3
210	272	32	1
211	272	32	1
212	272	32	1
216	272	32	1
226	272	32	1
227	272	32	2
228	272	32	1
234	272	32	1
237	272	32	1
238	272	32	1
241	272	32	1
244	272	32	2
246	272	32	2
248	272	32	2
252	272	32	1
181	273	32	2
183	273	32	1
185	273	32	1
186	273	32	1
204	273	32	2
206	273	32	2
207	273	32	1
208	273	32	1
210	273	32	1
214	273	32	1
215	273	32	1
228	273	32	1
234	273	32	1
236	273	32	1
239	273	32	1
243	273	32	1
245	273	32	1
249	273	32	1
250	273	32	2
254	273	32	1
173	274	32	1
174	274	32	3
179	274	32	1
181	274	32	1
182	274	32	1
184	274	32	1
185	274	32	1
202	274	32	1
205	274	32	1
207	274	32	2
213	274	32	1
233	274	32	2
234	274	32	1
235	274	32	1
236	274	32	1
237	274	32	2
244	274	32	3
181	275	32	2
183	275	32	1
186	275	32	2
202	275	32	2
214	275	32	2
215	275	32	1
236	275	32	3
238	275	32	1
240	275	32	1
252	275	32	1
174	276	32	1
210	276	32	2
228	276	32	1
234	276	32	1
238	276	32	3
242	276	32	1
174	277	32	2
205	277	32	1
214	277	32	1
215	277	32	2
232	277	32	1
238	277	32	2
240	277	32	1
241	277	32	1
242	277	32	2
249	277	32	1
254	277	32	1
176	278	32	1
203	278	32	2
220	278	32	1
225	278	32	1
234	278	32	1
235	278	32	1
237	278	32	1
239	278	32	1
246	278	32	2
248	278	32	1
249	278	32	1
255	278	32	2
177	279	32	1
179	279	32	2
205	279	32	2
207	279	32	1
220	279	32	1
234	279	32	2
236	279	32	2
237	279	32	1
242	279	32	1
243	279	32	1
244	279	32	2
245	279	32	1
250	279	32	1
255	279	32	1
174	280	32	2
175	280	32	2
176	280	32	2
177	280	32	1
178	280	32	1
205	280	32	1
220	280	32	1
221	280	32	1
222	280	32	2
232	280	32	2
237	280	32	1
238	280	32	1
239	280	32	1
240	280	32	2
245	280	32	2
246	280	32	1
176	281	32	1
182	281	32	2
210	281	32	4
211	281	32	1
217	281	32	1
220	281	32	1
221	281	32	1
222	281	32	1
223	281	32	1
226	281	32	1
231	281	32	1
233	281	32	1
236	281	32	1
239	281	32	1
242	281	32	1
243	281	32	2
245	281	32	1
246	281	32	1
248	281	32	1
250	281	32	2
251	281	32	3
252	281	32	1
254	281	32	1
173	282	32	2
175	282	32	1
178	282	32	1
179	282	32	1
188	282	32	1
204	282	32	1
218	282	32	1
220	282	32	1
223	282	32	1
224	282	32	1
226	282	32	1
227	282	32	1
231	282	32	1
232	282	32	3
233	282	32	1
242	282	32	1
244	282	32	1
246	282	32	1
247	282	32	2
249	282	32	2
253	282	32	3
175	283	32	1
176	283	32	1
178	283	32	1
179	283	32	1
207	283	32	1
208	283	32	2
221	283	32	2
222	283	32	1
223	283	32	1
237	283	32	1
238	283	32	1
240	283	32	1
242	283	32	3
244	283	32	2
248	283	32	4
254	283	32	1
176	284	32	1
178	284	32	1
179	284	32	1
184	284	32	1
186	284	32	1
206	284	32	1
208	284	32	1
209	284	32	1
221	284	32	1
225	284	32	2
226	284	32	2
229	284	32	1
232	284	32	1
233	284	32	2
236	284	32	2
240	284	32	1
241	284	32	1
244	284	32	1
247	284	32	3
249	284	32	1
252	284	32	1
177	285	32	1
178	285	32	1
179	285	32	1
180	285	32	2
182	285	32	1
204	285	32	1
215	285	32	1
219	285	32	1
220	285	32	1
221	285	32	1
229	285	32	1
231	285	32	1
232	285	32	2
234	285	32	1
236	285	32	1
240	285	32	1
241	285	32	3
244	285	32	1
249	285	32	1
253	285	32	1
178	286	32	1
183	286	32	1
206	286	32	1
207	286	32	1
218	286	32	1
221	286	32	1
223	286	32	1
226	286	32	2
228	286	32	1
229	286	32	1
231	286	32	2
234	286	32	2
240	286	32	1
242	286	32	2
243	286	32	1
246	286	32	1
247	286	32	1
250	286	32	1
256	286	32	1
176	287	32	2
177	287	32	1
187	287	32	3
207	287	32	1
208	287	32	1
221	287	32	1
224	287	32	2
226	287	32	1
227	287	32	1
233	287	32	1
234	287	32	1
236.5	287.5	32.5	2
238	287	32	1
241	287	32	1
244	287	32	3
245	287	32	2
247	287	32	1
248	287	32	1
249	287	32	2
254	287	32	2
255	287	32	1
203	288	32	1
222	288	32	1
226	288	32	2
235	288	32	1
236	288	32	1
239	288	32	1
244	288	32	2
245	288	32	1
247	288	32	1
248	288	32	1
249	288	32	1
253	288	32	1
258	288	32	3
185	289	32	2
201	289	32	2
222	289	32	2
223	289	32	1
224	289	32	1
227	289	32	2
231	289	32	1
238	289	32	2
239	289	32	1
242	289	32	1
243	289	32	1
256	289	32	1
199	290	32	1
200	290	32	2
224	290	32	2
225	290	32	2
229	290	32	1
233	290	32	1
234	290	32	1
237	290	32	1
239	290	32	2
243	290	32	1
246	290	32	2
248	290	32	1
250	290	32	1
197	291	32	2
198	291	32	2
223	291	32	2
236	291	32	1
238	291	32	2
241	291	32	1
245	291	32	1
246	291	32	1
247	291	32	2
248	291	32	1
250	291	32	1
254	291	32	1
188	292	32	2
198	292	32	1
201	292	32	2
203	292	32	2
218	292	32	1
221	292	32	3
222	292	32	2
223	292	32	1
224	292	32	1
225	292	32	1
229	292	32	2
236.75	292.75	33	1
238	292	32	2
242	292	32	1
246	292	32	4
249	292	32	1
250	292	32	2
252	292	32	1
254	292	32	2
256	292	32	1
179	293	32	2
198	293	32	2
218	293	32	2
220	293	32	1
223	293	32	1
225	293	32	1
232	293	32	1
233	293	32	1
236	293	32	1
238	293	32	1
249	293	32	1
250	293	32	2
251	293	32	2
256	293	32	1
180	294	32	2
202	294	32	1
204	294	32	1
221	294	32	1
223	294	32	1
225	294	32	1
227	294	32	3
228	294	32	1
236	294	32	1
237	294	32	2
242	294	32	1
244	294	32	2
245	294	32	1
246	294	32	1
247	294	32	1
251	294	32	1
252	294	32	2
253	294	32	1
256	294	32	2
181	295	32	1
192	295	32	1
195	295	32	1
217	295	32	2
218	295	32	1
226	295	32	1
227	295	32	1
230	295	32	1
232	295	32	1
239	295	32	2
241	295	32	1
243	295	32	1
245	295	32	1
248	295	32	1
249	295	32	3
250	295	32	1
253	295	32	1
187	296	32	1
202	296	32	1
225	296	32	2
226	296	32	1
228	296	32	1
229	296	32	1
230	296	32	1
232	296	32	1
233	296	32	3
234	296	32	1
235	296	32	1
242	296	32	1
244	296	32	1
245	296	32	3
247	296	32	2
249	296	32	2
250	296	32	1
251	296	32	1
252	296	32	2
219	297	32	1
221	297	32	1
226	297	32	1
229	297	32	1
233	297	32	1
236	297	32	1
237	297	32	2
241	297	32	1
242	297	32	1
246	297	32	1
248	297	32	1
250	297	32	1
251	297	32	1
255	297	32	1
195	298	32	2
198	298	32	1
199	298	32	1
202	298	32	1
220	298	32	1
232	298	32	1
234	298	32	1
237	298	32	1
239	298	32	1
240	298	32	1
241	298	32	1
247	298	32	1
248	298	32	3
251	298	32	1
252	298	32	3
196	299	32	1
197	299	32	1
226	299	32	1
231	299	32	1
233	299	32	1
236	299	32	1
237	299	32	1
240	299	32	2
241	299	32	2
242	299	32	1
244	299	32	1
248	299	32	1
196	300	32	1
197	300	32	2
228	300	32	1
235	300	32	1
239	300	32	3
240	300	32	1
245	300	32	3
248	300	32	1
224	301	32	2
227	301	32	1
