x	y	z	Regulation of APC/C activators between G1/S and early anaphase
221	292	36	3
226	292	36	3
229	292	36	1
230	292	36	1
232	292	36	1
235	292	36	1
237	292	36	1
238	292	36	1
242	292	36	2
195	293	36	1
196	293	36	1
199	293	36	1
200	293	36	1
202	293	36	3
205	293	36	1
206	293	36	1
208	293	36	2
223	293	36	2
227	293	36	2
231	293	36	1
232	293	36	1
234	293	36	1
236	293	36	1
240	293	36	1
242	293	36	1
187	294	36	3
188	294	36	1
199	294	36	2
201	294	36	2
202	294	36	3
204	294	36	1
223	294	36	2
227	294	36	1
228	294	36	2
230	294	36	2
232	294	36	1
234	294	36	1
235	294	36	1
237	294	36	1
243	294	36	1
244	294	36	1
197	295	36	1
199	295	36	2
201	295	36	1
202	295	36	2
204	295	36	2
207	295	36	3
218	295	36	1
220	295	36	1
221	295	36	1
223	295	36	1
226	295	36	2
230	295	36	2
231	295	36	1
232	295	36	1
233	295	36	1
235	295	36	3
236	295	36	1
237	295	36	1
239	295	36	3
240	295	36	2
241	295	36	1
242	295	36	1
244	295	36	1
196	296	36	1
198	296	36	1
199	296	36	2
200	296	36	1
201	296	36	1
202	296	36	1
205	296	36	1
222	296	36	1
228	296	36	3
229	296	36	1
230	296	36	1
231	296	36	1
234	296	36	1
235	296	36	1
238	296	36	2
239	296	36	4
195	297	36	1
199	297	36	1
201	297	36	2
205	297	36	1
227	297	36	1
228	297	36	1
229	297	36	1
234	297	36	1
235	297	36	1
236	297	36	1
238	297	36	1
244	297	36	1
199	298	36	2
226	298	36	1
230	298	36	1
236	298	36	1
239	298	36	1
240	298	36	2
245	298	36	3
200	299	36	1
228	299	36	1
232	299	36	1
233	299	36	3
237	299	36	1
238	299	36	1
239	299	36	1
240	299	36	1
242	299	36	1
244	299	36	1
245	299	36	2
225	300	36	2
228	300	36	1
229	300	36	2
230	300	36	1
232	300	36	2
233	300	36	1
240	300	36	2
241	300	36	2
245	300	36	2
198	301	36	2
223	301	36	2
228	301	36	1
230	301	36	2
233	301	36	1
235	301	36	1
240	301	36	1
243	301	36	1
244	301	36	1
245	301	36	1
223	302	36	1
225	302	36	1
229	302	36	3
233	302	36	1
243	302	36	2
244	302	36	1
226	303	36	1
227	303	36	1
231	303	36	2
235	303	36	1
241	303	36	2
242	303	36	2
225	304	36	4
230	304	36	1
232	304	36	1
226	305	36	2
228	305	36	1
234	305	36	1
242	305	36	1
222	306	36	1
235	306	36	2
240	306	36	1
241	306	36	2
242	306	36	1
244	306	36	1
223	307	36	1
224	307	36	1
226	307	36	1
234	307	36	1
240	307	36	1
243	307	36	2
222	308	36	2
223	308	36	1
237	308	36	1
220	309	36	1
223	309	36	3
224	309	36	1
225	309	36	1
230	309	36	2
232	309	36	2
234	309	36	2
236	309	36	1
242	309	36	1
216	310	36	1
219	310	36	1
222	310	36	2
226	310	36	1
229	310	36	1
231	310	36	2
234	310	36	1
236	310	36	1
240	310	36	2
243	310	36	1
213	311	36	1
220	311	36	1
228	311	36	1
234	311	36	1
236	311	36	1
238	311	36	2
216	312	36	1
221	312	36	1
230	312	36	1
232	312	36	3
235	312	36	1
236	312	36	1
240	312	36	2
217	313	36	2
225	313	36	1
226	313	36	1
227	313	36	1
229	313	36	2
230	313	36	2
231	313	36	2
234	313	36	1
238	313	36	2
225	314	36	2
226	314	36	2
228	314	36	2
238	314	36	2
241	314	36	2
214	315	36	1
220	315	36	1
228	315	36	1
230	315	36	1
233	315	36	1
236	315	36	1
228	316	36	1
231	316	36	1
232	316	36	1
234	316	36	1
236	316	36	1
237	316	36	2
240	316	36	3
242	316	36	1
232	317	36	2
236	317	36	1
237	317	36	2
230	318	36	2
233	318	36	2
236	318	36	1
240	318	36	1
238	319	36	2
239	319	36	2
228	257	37	3
227	258	37	1
228	258	37	3
226	259	37	1
227	259	37	1
228	259	37	1
230	259	37	1
226	260	37	2
227	260	37	1
228	260	37	1
235	260	37	1
217	261	37	1
227	261	37	1
228	261	37	1
230	261	37	2
216	262	37	2
220	262	37	1
227	262	37	1
229	262	37	1
230	262	37	1
231	262	37	1
232	262	37	2
214	263	37	2
231	263	37	1
209	264	37	2
211	264	37	1
215	264	37	2
236	264	37	1
238	264	37	1
245	264	37	3
215	265	37	1
232	265	37	1
188	266	37	1
194	266	37	2
212	266	37	1
215	266	37	1
243	266	37	2
188	267	37	1
189	267	37	1
193	267	37	3
211	267	37	1
219	267	37	1
229	267	37	1
233	267	37	1
237	267	37	1
238	267	37	1
239	267	37	2
241	267	37	1
217	268	37	1
219	268	37	1
235	268	37	1
236	268	37	2
241	268	37	1
193	269	37	1
204	269	37	2
210	269	37	1
211	269	37	2
216	269	37	1
218	269	37	1
219	269	37	1
236	269	37	1
237	269	37	1
239	269	37	3
188	270	37	1
192	270	37	3
194	270	37	1
197	270	37	2
210	270	37	1
216	270	37	2
220	270	37	2
232	270	37	1
235	270	37	3
237	270	37	1
238	270	37	2
192	271	37	2
196	271	37	2
215	271	37	1
220	271	37	1
221	271	37	1
213	272	37	1
214	272	37	2
215	272	37	2
216	272	37	2
208	273	37	1
209	273	37	2
211	273	37	1
213	273	37	1
215	273	37	1
236	273	37	1
210	274	37	1
211	274	37	1
213	274	37	1
231	274	37	1
205	275	37	1
206	275	37	1
208	275	37	1
211	275	37	1
213	275	37	1
214	275	37	1
215	275	37	1
207	276	37	3
209	276	37	1
215	276	37	1
217	276	37	1
219	276	37	2
204	277	37	1
217	277	37	1
220	277	37	1
181	278	37	1
195	278	37	1
208	278	37	1
214	278	37	1
191	279	37	1
192	280	37	1
208	280	37	1
209	280	37	1
215	280	37	2
175	281	37	1
191	281	37	1
193	281	37	2
212	281	37	2
213	281	37	1
215	281	37	2
191	282	37	1
192	282	37	1
214	282	37	1
219	282	37	1
189	283	37	1
193	283	37	2
207	283	37	1
214	283	37	2
215	283	37	1
195	284	37	2
196	284	37	1
203	284	37	1
206	284	37	1
212	284	37	1
187	285	37	1
198	285	37	1
202	285	37	1
205	285	37	1
237	285	37	1
239	285	37	1
188	286	37	3
202	286	37	1
203	286	37	1
204	286	37	1
205	286	37	1
206	286	37	2
211	286	37	1
215	286	37	1
225	286	37	2
236	286	37	1
239	286	37	2
187	287	37	2
194	287	37	2
202	287	37	1
204	287	37	2
207	287	37	2
230	287	37	1
233	287	37	1
236	287	37	1
238	287	37	1
239	287	37	1
240	287	37	2
248	287	37	1
186	288	37	1
190	288	37	1
193	288	37	1
194	288	37	1
195	288	37	1
202	288	37	1
221	288	37	2
224	288	37	1
232	288	37	1
233	288	37	3
234	288	37	2
236	288	37	1
238	288	37	1
240	288	37	3
241	288	37	2
186	289	37	1
191	289	37	1
195	289	37	2
203	289	37	1
205	289	37	1
223	289	37	1
230	289	37	1
233	289	37	1
235	289	37	2
236	289	37	2
237	289	37	1
186	290	37	1
195	290	37	1
197	290	37	1
199	290	37	1
200	290	37	1
206	290	37	2
222	290	37	1
232	290	37	1
233	290	37	1
237	290	37	3
242	290	37	2
188	291	37	2
195	291	37	1
203	291	37	1
204	291	37	1
232	291	37	1
233	291	37	1
234	291	37	1
236	291	37	1
239	291	37	1
240	291	37	1
204	292	37	1
208	292	37	4
225	292	37	1
226	292	37	1
231	292	37	1
232	292	37	1
234	292	37	1
235	292	37	1
238	292	37	1
240	292	37	3
242	292	37	1
185	293	37	1
190	293	37	2
193	293	37	1
201	293	37	1
202	293	37	1
204	293	37	1
225	293	37	1
226	293	37	2
230	293	37	2
240	293	37	2
202	294	37	2
223	294	37	1
228	294	37	1
233	294	37	3
237	294	37	2
238	294	37	3
240	294	37	2
197	295	37	2
204	295	37	1
225	295	37	2
232	295	37	1
234	295	37	2
235	295	37	1
236	295	37	1
237	295	37	1
240	295	37	3
243	295	37	1
198	296	37	2
199	296	37	2
202	296	37	1
204	296	37	1
205	296	37	1
215	296	37	1
217	296	37	1
222	296	37	1
223	296	37	1
229	296	37	1
235	296	37	1
237	296	37	1
241	296	37	1
242	296	37	1
194	297	37	3
204	297	37	2
218	297	37	1
227	297	37	3
231	297	37	1
232	297	37	1
239	297	37	3
241	297	37	1
242	297	37	2
243	297	37	1
244	297	37	1
199	298	37	1
202	298	37	1
229	298	37	1
230	298	37	1
231	298	37	2
237	298	37	1
238	298	37	2
240	298	37	1
242	298	37	1
243	298	37	1
244	298	37	1
228	299	37	2
232	299	37	2
233	299	37	2
240	299	37	1
242	299	37	1
244	299	37	1
245	299	37	2
226	300	37	1
227	300	37	1
230	300	37	2
231	300	37	1
232	300	37	1
233	300	37	1
240	300	37	1
241	300	37	1
242	300	37	2
227	301	37	1
230	301	37	3
233	301	37	1
241	301	37	1
244	301	37	1
226	302	37	2
232	302	37	2
233	302	37	3
236	302	37	1
244	302	37	1
228	303	37	1
230	303	37	1
235	303	37	1
236	303	37	2
227	305	37	1
238	305	37	1
223	306	37	1
234	306	37	1
225	307	37	1
225	308	37	2
227	308	37	1
229	308	37	2
241	308	37	4
243	308	37	4
220	309	37	1
224	309	37	2
227	309	37	1
229	309	37	1
233	309	37	1
216	310	37	1
224	310	37	1
225	310	37	1
227	310	37	1
229	310	37	1
216	311	37	1
224	311	37	2
225	311	37	2
232	311	37	2
234	311	37	1
221	312	37	2
225	312	37	1
229	312	37	2
230	312	37	2
231	312	37	2
232	312	37	1
240	312	37	1
242	312	37	2
212	313	37	2
216	313	37	1
218	313	37	2
221	313	37	1
225	313	37	1
227	313	37	3
228	313	37	2
230	313	37	1
236	313	37	2
238	313	37	2
219	314	37	1
228	314	37	1
229	314	37	1
230	314	37	1
235	314	37	2
237	314	37	1
238	314	37	1
211	315	37	3
227	315	37	1
229	315	37	2
234	316	37	1
240	316	37	1
241	316	37	1
235	317	37	1
237	317	37	1
235	318	37	1
236	318	37	1
237	318	37	2
240	318	37	2
237	319	37	1
238	319	37	1
228	320	37	2
226	260	38	3
216	261	38	1
225	261	38	1
225	262	38	1
227	262	38	1
238	262	38	1
229	263	38	2
231	264	38	1
230	265	38	1
237	265	38	1
214	266	38	1
229	266	38	1
193	267	38	1
219	267	38	1
188	268	38	1
213	268	38	1
187	269	38	2
194	269	38	2
209	269	38	3
211	269	38	4
218	269	38	1
240	269	38	1
192	270	38	1
188	271	38	2
217	271	38	2
203	272	38	1
211	272	38	1
217	272	38	1
218	272	38	2
201	273	38	1
208	273	38	3
209	273	38	2
210	273	38	2
213	273	38	2
206	274	38	1
211	274	38	1
212	274	38	2
213	274	38	3
215	274	38	1
217	274	38	1
189	275	38	1
206	275	38	1
207	275	38	1
213	275	38	2
215	275	38	2
216	275	38	1
191	276	38	1
207	276	38	1
213	276	38	1
214	276	38	1
194	277	38	1
206	277	38	1
211	277	38	2
212	277	38	1
219	277	38	1
220	277	38	1
208	278	38	3
209	278	38	1
211	278	38	2
212	278	38	2
214	278	38	1
215	278	38	2
217	278	38	2
218	278	38	1
221	278	38	1
222	278	38	1
177	279	38	1
206	279	38	3
209	279	38	1
212	279	38	1
214	279	38	2
217	279	38	1
220	279	38	1
193	280	38	1
210	280	38	1
214	280	38	1
221	280	38	1
190	281	38	1
191	281	38	1
192	281	38	1
208	281	38	1
210	281	38	1
211	281	38	2
212	281	38	1
215	281	38	1
216	281	38	2
210	282	38	1
212	282	38	1
213	282	38	1
189	283	38	1
203	283	38	1
207	283	38	3
217	283	38	1
185	284	38	1
188	284	38	1
191	284	38	1
195	284	38	1
199	284	38	1
211	284	38	1
222	284	38	1
188	285	38	1
192	285	38	1
202	285	38	2
204	285	38	2
205	285	38	2
208	285	38	1
212	285	38	1
215	285	38	1
217	285	38	1
196	286	38	1
204	286	38	1
205	286	38	1
206	286	38	1
208	286	38	1
221	286	38	2
230	286	38	1
237	286	38	3
192	287	38	1
204	287	38	2
215	287	38	1
219	287	38	1
222	287	38	1
230	287	38	1
238	287	38	1
193	288	38	4
205	288	38	1
206	288	38	1
207	288	38	2
209	288	38	2
214	288	38	2
236	288	38	1
185	289	38	1
187	289	38	1
189	289	38	1
200	289	38	3
217	289	38	1
219	289	38	1
223	289	38	1
231	289	38	1
232	289	38	1
234	289	38	1
236	289	38	1
188	290	38	1
192	290	38	1
198	290	38	3
200	290	38	2
207	290	38	2
209	290	38	2
211	290	38	1
216	290	38	1
237	290	38	1
238	290	38	2
191	291	38	1
192	291	38	2
197	291	38	1
202	291	38	2
204	291	38	1
206	291	38	1
210	291	38	1
214	291	38	2
223	291	38	2
232	291	38	1
233	291	38	1
234	291	38	1
194	292	38	2
197	292	38	1
199	292	38	1
201	292	38	1
211	292	38	2
213	292	38	2
220	292	38	1
221	292	38	1
223	292	38	1
230	292	38	1
232	292	38	2
237	292	38	1
238	292	38	2
239	292	38	1
240	292	38	1
196	293	38	1
197	293	38	2
198	293	38	1
199	293	38	1
200	293	38	1
204	293	38	1
205	293	38	2
206	293	38	1
208	293	38	2
218	293	38	2
220	293	38	1
223	293	38	1
224	293	38	1
230	293	38	1
233	293	38	2
234	293	38	2
238	293	38	2
206	294	38	1
210	294	38	1
211	294	38	1
212	294	38	2
213	294	38	2
217	294	38	1
221	294	38	2
228	294	38	2
230	294	38	3
235	294	38	1
236	294	38	1
237	294	38	1
239	294	38	1
240	294	38	1
197	295	38	1
202	295	38	1
203	295	38	2
204	295	38	1
216	295	38	1
218	295	38	2
220	295	38	4
221	295	38	1
225	295	38	1
227	295	38	1
230	295	38	1
233	295	38	1
234	295	38	1
235	295	38	1
238	295	38	3
244	295	38	1
198	296	38	1
201	296	38	1
204	296	38	1
205	296	38	1
207	296	38	1
221	296	38	3
232	296	38	1
234	296	38	1
236	296	38	1
237	296	38	1
239	296	38	3
241	296	38	2
195	297	38	3
201	297	38	1
203	297	38	1
205	297	38	1
219	297	38	1
227	297	38	1
234	297	38	2
237	297	38	1
239	297	38	2
241	297	38	1
192	298	38	1
216	298	38	1
224	298	38	1
225	298	38	2
227	298	38	3
228	298	38	1
231	298	38	1
240	298	38	2
244	298	38	1
193	299	38	2
196	299	38	1
227	299	38	2
235	299	38	1
237	299	38	1
239	299	38	2
240	299	38	1
244	299	38	2
245	299	38	2
204	300	38	1
230	300	38	2
234	300	38	1
241	300	38	1
242	300	38	1
229	301	38	1
230	301	38	1
233	301	38	1
234	301	38	1
236	301	38	1
226	302	38	2
227	302	38	2
228	302	38	3
231	302	38	2
232	302	38	1
233	302	38	1
234	302	38	1
237	302	38	1
239	302	38	1
245	302	38	1
228	303	38	3
231	303	38	1
233	303	38	1
241	303	38	2
225	304	38	3
227	304	38	2
228	304	38	1
231	304	38	1
232	304	38	1
234	304	38	1
236	304	38	3
240	304	38	2
243	304	38	1
244	304	38	1
246	304	38	1
229	305	38	1
234	305	38	1
210	306	38	2
227	306	38	2
232	306	38	1
236	306	38	1
239	306	38	3
227	307	38	1
241	307	38	1
243	307	38	3
246	307	38	1
222	308	38	1
223	308	38	2
229	308	38	2
235	308	38	1
243	308	38	1
220	309	38	1
222	309	38	1
225	309	38	1
226	309	38	3
228	309	38	2
229	309	38	5
233	309	38	3
241	309	38	1
242	309	38	2
243	309	38	1
217	310	38	1
219	310	38	1
220	310	38	1
222	310	38	1
223	310	38	1
224	310	38	1
228	310	38	3
229	310	38	2
230	310	38	3
236	310	38	1
214	311	38	2
218	311	38	3
219	311	38	2
226	311	38	2
227	311	38	1
228	311	38	1
237	311	38	1
244	311	38	1
217	312	38	1
220	312	38	1
221	312	38	1
223	312	38	1
228	312	38	2
230	312	38	1
231	312	38	1
234	312	38	2
239	312	38	1
240	312	38	1
216	313	38	1
217	313	38	2
218	313	38	2
219	313	38	1
222	313	38	1
228	313	38	1
229	313	38	1
235	313	38	1
238	313	38	2
241	313	38	3
242	313	38	2
244	313	38	1
245	313	38	2
200	314	38	3
217	314	38	1
219	314	38	1
226	314	38	5
232	314	38	1
238	314	38	1
239	314	38	1
240	314	38	1
242	314	38	1
214	315	38	1
220	315	38	2
223	315	38	2
227	315	38	1
236	315	38	1
238	315	38	1
244	315	38	1
226	316	38	2
228	316	38	1
236	316	38	2
240	316	38	1
242	316	38	1
244	316	38	4
214	317	38	1
226	317	38	1
227	317	38	2
230	317	38	4
231	317	38	1
235	317	38	1
236	317	38	2
239	317	38	1
240	317	38	1
243	317	38	2
212	318	38	1
220	318	38	1
233	318	38	1
235	318	38	1
241	318	38	1
243	318	38	1
230	319	38	1
231	319	38	1
232	319	38	1
238	319	38	2
239	319	38	2
241	319	38	1
242	319	38	1
230	320	38	1
233	320	38	1
221	321	38	1
229	321	38	1
231	322	38	1
233	322	38	1
236	322	38	1
219	323	38	2
215	265	39	2
237	265	39	1
191	268	39	1
217	268	39	2
188	269	39	1
192	270	39	2
194	270	39	1
201	270	39	1
216	270	39	2
217	270	39	2
218	271	39	2
189	273	39	2
214	274	39	2
212	275	39	1
214	275	39	1
216	275	39	2
218	276	39	1
204	277	39	3
212	277	39	1
213	277	39	1
208	278	39	2
220	278	39	1
221	278	39	1
217	281	39	2
223	281	39	1
212	282	39	1
226	282	39	1
190	283	39	1
191	283	39	2
196	283	39	1
201	283	39	1
203	283	39	2
192	285	39	1
195	285	39	1
197	285	39	1
199	285	39	2
187	286	39	1
193	286	39	1
196	286	39	1
201	286	39	1
205	286	39	2
206	286	39	1
221	286	39	1
233	286	39	1
187	287	39	1
191	287	39	2
198	287	39	1
205	287	39	1
219	287	39	1
222	287	39	1
193	288	39	1
206	288	39	3
191	289	39	1
193	289	39	1
201	289	39	1
203	289	39	1
211	289	39	1
239	289	39	1
186	290	39	1
188	290	39	2
190	290	39	2
192	290	39	2
200	290	39	1
204	290	39	1
210	290	39	2
211	290	39	3
215	290	39	1
233	290	39	1
238	290	39	1
190	291	39	1
193	291	39	1
199	291	39	2
202	291	39	1
206	291	39	1
213	291	39	1
233	291	39	2
239	291	39	2
199	292	39	1
210	292	39	1
211	292	39	1
212	292	39	1
213	292	39	2
221	292	39	1
230	292	39	1
232	292	39	1
234	292	39	2
235	292	39	2
239	292	39	1
197	293	39	2
199	293	39	1
200	293	39	1
201	293	39	1
205	293	39	1
220	293	39	1
227	293	39	1
234	293	39	2
238	293	39	1
240	293	39	1
241	293	39	1
200	294	39	1
201	294	39	1
202	294	39	1
204	294	39	1
205	294	39	2
213	294	39	1
221	294	39	1
225	294	39	1
230	294	39	2
236	294	39	2
238	294	39	2
240	294	39	1
241	294	39	1
242	294	39	1
197	295	39	1
204	295	39	1
223	295	39	1
224	295	39	1
227	295	39	1
234	295	39	2
236	295	39	2
241	295	39	1
200	296	39	1
205	296	39	1
206	296	39	3
215	296	39	1
220	296	39	1
222	296	39	2
223	296	39	1
226	296	39	1
234	296	39	1
235	296	39	2
236	296	39	1
237	296	39	1
239	296	39	1
240	296	39	2
195	297	39	1
198	297	39	2
204	297	39	2
215	297	39	1
216	297	39	2
220	297	39	1
224	297	39	1
225	297	39	1
231	297	39	3
233	297	39	1
240	297	39	4
241	297	39	2
243	297	39	3
213	298	39	2
215	298	39	2
223	298	39	1
224	298	39	1
225	298	39	2
226	298	39	1
229	298	39	3
231	298	39	2
232	298	39	2
239	298	39	2
242	298	39	2
214	299	39	1
224	299	39	1
225	299	39	3
226	299	39	1
228	299	39	2
230	299	39	2
236	299	39	1
239	299	39	2
241	299	39	1
243	299	39	1
214	300	39	1
227	300	39	1
231	300	39	1
232	300	39	1
233	300	39	2
240	300	39	1
228	301	39	2
229	301	39	2
230	301	39	1
233	301	39	1
234	301	39	1
238	301	39	3
231	302	39	1
233	302	39	1
240	302	39	2
226	303	39	1
227	303	39	2
228	303	39	1
231	303	39	2
233	303	39	2
235	303	39	1
210	304	39	1
228	304	39	4
230	304	39	1
231	304	39	1
233	304	39	1
237	304	39	1
212	305	39	1
227	305	39	2
228	305	39	4
229	305	39	1
236	305	39	1
240	305	39	1
241	305	39	1
227	306	39	1
229	306	39	2
230	306	39	1
235	306	39	1
236	306	39	1
239	306	39	1
240	306	39	1
213	307	39	1
214	307	39	2
225	307	39	3
194	308	39	2
216	308	39	1
220	308	39	1
226	308	39	1
229	308	39	1
233	308	39	2
240	308	39	1
242	308	39	3
195	309	39	1
212	309	39	2
215	309	39	1
218	309	39	2
220	309	39	1
224	309	39	1
227	309	39	3
229	309	39	2
232	309	39	1
240	309	39	3
195	310	39	1
198	310	39	1
218	310	39	1
219	310	39	2
221	310	39	1
222	310	39	1
224	310	39	2
225	310	39	1
234	310	39	1
242	310	39	1
206	311	39	1
211	311	39	1
217	311	39	1
218	311	39	1
220	311	39	1
221	311	39	2
222	311	39	1
227	311	39	3
230	311	39	2
231	311	39	2
232	311	39	1
233	311	39	1
235	311	39	1
236	311	39	1
213	312	39	1
222	312	39	1
228	312	39	3
229	312	39	2
231	312	39	1
239	312	39	1
242	312	39	2
244	312	39	1
220	313	39	1
221	313	39	1
227	313	39	1
228	313	39	1
229	313	39	1
236	313	39	1
242	313	39	1
243	313	39	1
217	314	39	1
218	314	39	1
220	314	39	1
229	314	39	1
234	314	39	1
235	314	39	2
236	314	39	2
239	314	39	2
240	314	39	1
217	315	39	2
219	315	39	1
225	315	39	1
229	315	39	1
237	315	39	2
238	315	39	1
240	315	39	1
245	315	39	2
217	316	39	2
236	316	39	1
238	316	39	1
240	316	39	2
241	316	39	2
211	317	39	1
225	317	39	1
236	317	39	2
240	317	39	1
229	318	39	1
230	318	39	1
231	318	39	1
235	318	39	2
237	318	39	1
238	318	39	2
243	318	39	1
220	319	39	1
223	319	39	1
214	320	39	3
226	320	39	1
231	320	39	3
241	320	39	1
215	321	39	1
218	321	39	2
233	321	39	3
230	322	39	1
233	322	39	1
234	322	39	1
232	323	39	1
211	324	39	1
212	324	39	2
212	325	39	2
208	327	39	2
212	327	39	1
190	283	40	4
192	283	40	1
237	283	40	3
194	285	40	1
204	285	40	1
206	285	40	1
206	286	40	1
194	287	40	1
204	287	40	1
206	288	40	1
210	288	40	2
211	288	40	1
193	290	40	1
211	290	40	1
191	291	40	1
196	291	40	1
189	292	40	1
192	292	40	1
199	292	40	1
208	292	40	2
210	292	40	1
212	292	40	1
221	292	40	1
227	292	40	2
204	293	40	1
213	293	40	1
214	293	40	1
223	293	40	1
225	293	40	1
229	293	40	1
234	293	40	2
209	294	40	1
221	294	40	1
239	294	40	3
197	295	40	1
220	295	40	1
225	295	40	1
241	295	40	1
205	296	40	2
206	296	40	1
211	296	40	2
217	296	40	1
234	296	40	1
236	296	40	1
188	297	40	2
207	297	40	3
216	297	40	1
221	297	40	1
229	297	40	1
236	297	40	1
212	298	40	2
215	298	40	1
225	298	40	1
229	298	40	1
230	298	40	1
234	298	40	1
235	298	40	1
199	299	40	1
224	299	40	3
225	299	40	1
242	299	40	4
229	300	40	3
236	300	40	1
237	300	40	2
228	301	40	1
229	301	40	1
224	302	40	2
232	302	40	4
243	302	40	2
228	303	40	1
229	304	40	1
243	304	40	2
214	305	40	1
223	305	40	1
229	305	40	1
230	305	40	1
234	305	40	2
210	306	40	1
226	306	40	1
228	306	40	2
230	306	40	1
239	306	40	3
192	307	40	1
202	307	40	1
223	307	40	1
226	307	40	1
238	307	40	1
240	307	40	1
241	307	40	1
242	307	40	1
223	308	40	2
228	308	40	1
233	308	40	1
239	308	40	1
241	308	40	1
203	309	40	3
222	309	40	1
223	309	40	2
224	309	40	1
226	309	40	4
227	309	40	1
228	309	40	1
240	309	40	2
221	310	40	1
229	310	40	1
231	310	40	2
234	310	40	1
241	310	40	2
242	310	40	1
217	311	40	1
219	311	40	1
220	311	40	2
222	311	40	1
225	311	40	1
231	311	40	1
235	311	40	1
216	312	40	1
218	312	40	1
219	312	40	1
220	312	40	1
221	312	40	2
241	312	40	1
242	312	40	1
213	313	40	2
216	313	40	1
217	313	40	1
218	313	40	3
219	313	40	1
220	313	40	1
221	313	40	3
234	313	40	4
238	313	40	2
241	313	40	1
225	314	40	1
236	314	40	1
239	314	40	1
242	314	40	1
243	314	40	2
220	315	40	1
221	315	40	1
229	315	40	2
235	315	40	1
238	315	40	1
243	315	40	1
245	315	40	1
216	316	40	1
217	316	40	1
234	316	40	2
236	316	40	1
237	316	40	2
243	316	40	1
207	317	40	1
221	317	40	1
226	317	40	1
235	317	40	1
241	318	40	1
243	318	40	2
215	319	40	1
230	319	40	1
237	319	40	1
238	319	40	1
239	319	40	1
240	319	40	1
243	319	40	1
217	320	40	1
221	320	40	2
230	320	40	1
240	320	40	3
240	321	40	2
229	322	40	2
230	322	40	1
233	322	40	1
230	323	40	3
212	324	40	1
229	324	40	1
212	325	40	1
213	329	40	1
197	282	41	2
225	293	41	1
195	294	41	1
210	294	41	2
213	294	41	3
199	296	41	1
205	296	41	1
214	298	41	2
227	299	41	1
231	300	41	1
235	301	41	1
220	304	41	1
221	305	41	2
226	305	41	1
227	305	41	2
228	305	41	1
229	305	41	1
230	305	41	1
223	306	41	1
224	306	41	1
227	306	41	1
228	306	41	1
230	306	41	1
223	307	41	1
227	307	41	3
229	307	41	1
211	308	41	1
220	308	41	1
222	308	41	1
224	308	41	2
239	308	41	1
241	308	41	1
243	308	41	2
223	309	41	1
224	309	41	1
225	309	41	2
240	309	41	2
220	310	41	1
221	310	41	1
223	310	41	1
231	310	41	1
236	310	41	1
240	310	41	2
220	311	41	1
223	311	41	2
233	311	41	1
241	311	41	1
216	312	41	3
217	312	41	1
221	312	41	2
235	312	41	2
240	312	41	2
221	313	41	1
222	313	41	3
223	313	41	1
241	313	41	1
244	313	41	1
221	314	41	1
228	314	41	1
235	314	41	1
239	314	41	1
249	314	41	2
220	315	41	1
230	315	41	1
243	315	41	1
220	316	41	1
221	316	41	2
238	316	41	1
240	316	41	1
241	316	41	1
221	317	41	2
235	317	41	2
240	317	41	3
244	317	41	1
245	317	41	1
217	318	41	1
219	318	41	2
229	318	41	1
241	318	41	1
243	318	41	1
245	318	41	2
230	319	41	1
242	319	41	1
231	320	41	1
216	321	41	3
230	321	41	2
231	321	41	1
228	323	41	1
230	323	41	2
236	323	41	2
215	297	42	1
228	299	42	1
213	302	42	2
221	302	42	1
220	303	42	1
220	304	42	1
212	305	42	1
214	305	42	2
224	305	42	1
227	305	42	1
229	305	42	1
223	306	42	1
230	306	42	2
231	306	42	1
232	306	42	1
220	308	42	1
240	308	42	1
224	309	42	1
235	309	42	2
240	310	42	1
241	310	42	1
220	311	42	1
221	311	42	1
222	311	42	2
223	311	42	1
236	311	42	1
240	311	42	2
214	312	42	1
220	312	42	1
222	312	42	1
223	312	42	1
243	312	42	2
244	312	42	1
218	313	42	2
221	313	42	1
222	313	42	1
224	313	42	1
226	313	42	1
240	313	42	3
244	313	42	1
221	314	42	1
242	314	42	1
219	315	42	2
220	315	42	2
221	315	42	2
226	315	42	1
230	315	42	1
240	315	42	1
218	316	42	1
225	316	42	1
226	316	42	1
239	316	42	1
242	316	42	1
219	317	42	1
223	317	42	1
224	317	42	1
226	317	42	1
238	317	42	1
239	317	42	1
218	318	42	1
219	318	42	4
228	318	42	1
246	318	42	1
247	318	42	1
224	319	42	1
227	319	42	1
229	319	42	2
230	319	42	1
231	319	42	1
242	319	42	1
228	320	42	2
241	320	42	1
224	321	42	1
229	321	42	2
239	321	42	1
226	322	42	1
219	304	43	1
220	304	43	1
227	304	43	1
220	305	43	2
222	307	43	2
223	308	43	1
242	309	43	2
218	310	43	3
219	310	43	1
222	310	43	1
234	310	43	1
234	311	43	1
219	312	43	1
240	313	43	2
237	314	43	1
223	315	43	1
230	315	43	3
245	315	43	1
219	316	43	1
223	316	43	1
230	316	43	2
227	317	43	2
228	318	43	1
227	319	43	2
242	319	43	2
227	321	43	1
229	321	43	2
226	322	43	2
215	324	43	1
220	305	44	1
219	306	44	1
220	306	44	1
220	308	44	1
211	310	44	1
224	310	44	1
234	310	44	1
225	311	44	1
235	311	44	2
239	311	44	1
223	312	44	1
223	313	44	1
229	313	44	1
221	314	44	1
241	314	44	1
220	315	44	1
222	315	44	1
