x	y	z	CREB1 phosphorylation through the activation of Adenylate Cyclase
185	275	27	1
208	275	27	1
213	275	27	1
217	275	27	1
223	275	27	2
224	275	27	1
232	275	27	2
238	275	27	1
240	275	27	1
244	275	27	1
246	275	27	1
177	276	27	1
206	276	27	3
212	276	27	1
213	276	27	1
217	276	27	1
220	276	27	1
230	276	27	1
233	276	27	1
238	276	27	1
240	276	27	1
204	277	27	2
208	277	27	1
213	277	27	1
215	277	27	1
219	277	27	1
224	277	27	1
233	277	27	1
243	277	27	1
244	277	27	1
203	278	27	1
208	278	27	1
211	278	27	1
219	278	27	1
227	278	27	1
230	278	27	1
231	278	27	1
233	278	27	1
235	278	27	2
239	278	27	1
248	278	27	1
249	278	27	2
208	279	27	1
235	279	27	1
237	279	27	1
239	279	27	1
241	279	27	2
247	279	27	1
252	279	27	2
204	280	27	1
209	280	27	2
210	280	27	1
232	280	27	1
235	280	27	1
241	280	27	1
248	280	27	1
250	280	27	1
252	280	27	1
206	281	27	1
217	281	27	2
230	281	27	1
234	281	27	1
239	281	27	1
244	281	27	1
249	281	27	1
257	281	27	1
205	282	27	1
209	282	27	2
212	282	27	1
214	282	27	1
227	282	27	1
231	282	27	1
233	282	27	1
235	282	27	1
236	282	27	1
243	282	27	1
244	282	27	1
210	283	27	1
232	283	27	1
235	283	27	1
238	283	27	1
241	283	27	1
243	283	27	1
244	283	27	1
248	283	27	2
256	283	27	1
208	284	27	1
212	284	27	1
214	284	27	1
235	284	27	1
238	284	27	1
249	284	27	1
200	285	27	1
209	285	27	2
210	285	27	1
215	285	27	1
219	285	27	1
224	285	27	1
228	285	27	1
235	285	27	1
246	285	27	1
204	286	27	1
206	286	27	1
207	286	27	1
219	286	27	1
220	286	27	1
224	286	27	2
226	286	27	2
240	286	27	1
241	286	27	1
245	286	27	1
246	286	27	1
247	286	27	2
258	286	27	1
214	287	27	1
227	287	27	1
230	287	27	1
231	287	27	2
241	287	27	1
243	287	27	1
247	287	27	2
253	287	27	1
255	287	27	2
204	288	27	1
211	288	27	1
223	288	27	4
228	288	27	1
229	288	27	1
235	288	27	1
237	288	27	1
240	288	27	1
245	288	27	2
250	288	27	1
252	288	27	1
253	288	27	1
209	289	27	1
222	289	27	1
230	289	27	2
231	289	27	1
235	289	27	1
236	289	27	1
239	289	27	1
243	289	27	1
249	289	27	1
222	290	27	1
228	290	27	1
236	290	27	2
237	290	27	1
241	290	27	1
246	290	27	1
249	290	27	1
250	290	27	1
251	290	27	1
252	290	27	1
238	291	27	1
242	291	27	1
243	291	27	2
246	291	27	1
247	291	27	1
248	291	27	1
249	291	27	1
250	291	27	1
213	292	27	1
226	292	27	2
227	292	27	1
228	292	27	1
246	292	27	1
250	292	27	1
252	292	27	1
210	293	27	1
211	293	27	3
218	293	27	1
219	293	27	1
229	293	27	2
239	293	27	1
242	293	27	1
243	293	27	1
256	293	27	1
211	294	27	1
219	294	27	1
237	294	27	1
250	294	27	1
252	294	27	2
257	294	27	1
239	295	27	1
244	295	27	1
246	295	27	1
249	295	27	1
251	295	27	1
238	296	27	1
237	297	27	1
238	297	27	2
239	297	27	1
245	297	27	1
246	297	27	2
252	297	27	1
221	298	27	1
224	298	27	1
236	298	27	2
238	298	27	1
245	298	27	1
226	299	27	1
229	299	27	2
248	299	27	1
227	300	27	1
236	300	27	1
238	300	27	1
239	300	27	1
242	300	27	1
236	301	27	1
241	301	27	2
247	301	27	1
226	302	27	1
234	302	27	1
239	302	27	1
244	304	27	1
235	305	27	1
237	305	27	1
231	264	28	2
234	265	28	1
232	266	28	1
234	266	28	1
234	267	28	1
231	268	28	2
237	268	28	1
237	269	28	2
237	270	28	1
234	272	28	1
232	274	28	3
234	274	28	1
235	277	28	1
238	277	28	1
252	281	28	1
234	282	28	1
246	282	28	1
249	282	28	1
237	283	28	1
247	283	28	2
235	284	28	1
246	284	28	1
235	286	28	1
237	286	28	1
248	286	28	1
240	287	28	1
244	287	28	1
248	287	28	1
238	288	28	1
245	288	28	1
227	289	28	1
231	289	28	2
243	289	28	1
245	289	28	1
253	289	28	1
237	290	28	1
242	290	28	1
244	290	28	1
240	291	28	1
250	291	28	1
240	292	28	1
247	292	28	1
245	294	28	2
240	295	28	1
245	295	28	1
236	300	28	1
190	258	29	1
235	258	29	1
229	259	29	2
238	259	29	1
234	260	29	2
183	261	29	2
199	261	29	2
229	261	29	1
230	261	29	1
227	262	29	1
248	262	29	2
248	263	29	1
215	264	29	2
226	264	29	1
229	264	29	1
230	264	29	1
232	264	29	1
238	264	29	1
248	264	29	1
215	265	29	1
230	266	29	1
245	266	29	1
250	266	29	1
192	267	29	1
196	267	29	1
226	267	29	1
230	267	29	2
194	268	29	1
231	268	29	1
239	268	29	1
204	269	29	1
234	269	29	1
215	270	29	1
230	270	29	1
235	270	29	1
250	270	29	1
173	271	29	1
182	271	29	1
204	271	29	2
235	271	29	1
238	271	29	1
241	271	29	1
249	271	29	1
251	271	29	1
238	272	29	1
239	272	29	1
245	272	29	1
249	272	29	1
251	272	29	1
207	273	29	1
212	273	29	3
225	273	29	1
206	274	29	1
234	274	29	1
206	275	29	2
231	275	29	1
235	275	29	2
238	275	29	1
240	275	29	1
234	276	29	1
236	276	29	2
240	276	29	1
239	277	29	1
238	278	29	1
235	279	29	2
245	279	29	1
249	279	29	1
234	280	29	1
235	280	29	1
247	280	29	1
249	280	29	1
252	280	29	1
233	281	29	2
235	281	29	1
237	281	29	1
248	281	29	1
249	281	29	1
251	281	29	3
212	282	29	1
213	282	29	1
235	282	29	1
242	282	29	1
244	282	29	1
245	282	29	1
248	282	29	1
254	282	29	1
209	283	29	1
233	283	29	1
237	283	29	1
245	283	29	1
249	283	29	1
233	284	29	1
246	284	29	1
248	284	29	1
219	285	29	1
253	285	29	1
211	286	29	1
233	286	29	1
243	286	29	1
252	286	29	1
226	287	29	1
232	287	29	1
234	287	29	1
236	287	29	1
241	287	29	2
244	287	29	1
245	287	29	1
249	287	29	1
225	288	29	1
241	288	29	1
244	288	29	2
249	288	29	1
227	289	29	1
236	289	29	1
226	290	29	1
228	290	29	1
230	290	29	2
240	290	29	1
245	290	29	1
222	291	29	1
226	291	29	1
238	291	29	1
240	291	29	1
241	291	29	1
247	291	29	1
251	291	29	1
227	292	29	1
238	292	29	1
247	292	29	1
250	292	29	2
242	293	29	1
249	293	29	1
252	293	29	1
253	293	29	1
238	294	29	1
242	294	29	1
243	294	29	2
246	294	29	1
251	294	29	1
222	296	29	1
253	296	29	1
239	297	29	1
242	297	29	1
219	298	29	2
226	298	29	1
237	298	29	1
242	298	29	1
226	299	29	1
241	299	29	1
236	301	29	1
241	301	29	2
224	302	29	1
236	305	29	1
215	252	30	1
232	253	30	1
230	254	30	1
236	254	30	1
234	255	30	1
229	256	30	1
231	256	30	1
232	256	30	1
235	256	30	1
236	256	30	1
183	257	30	1
192	257	30	1
209	257	30	1
230	257	30	1
237	257	30	1
240	257	30	1
175	258	30	3
227	258	30	1
229	258	30	1
216	259	30	1
219	259	30	1
220	259	30	1
230	259	30	1
232	259	30	1
235	259	30	1
238	259	30	1
206	260	30	1
216	260	30	1
217	260	30	1
237	260	30	1
239	260	30	1
240	260	30	1
187	261	30	2
216	261	30	1
217	261	30	1
227	261	30	1
241	261	30	1
178	262	30	1
186	262	30	1
220	262	30	1
225	262	30	1
230	262	30	1
246	262	30	2
185	263	30	1
189	263	30	1
216	263	30	1
219	263	30	2
222	263	30	1
224	263	30	1
227	263	30	1
242	263	30	2
246	263	30	1
248	263	30	1
249	263	30	2
225	264	30	1
228	264	30	1
238	264	30	1
239	264	30	2
241	264	30	2
245	264	30	1
193	265	30	2
208	265	30	1
212	265	30	1
214	265	30	1
228	265	30	1
230	265	30	1
242	265	30	1
246	265	30	1
248	265	30	1
184	266	30	2
187	266	30	1
213	266	30	1
219	266	30	1
226	266	30	1
229	266	30	1
191	267	30	1
225	267	30	1
229	267	30	1
231	267	30	1
244	267	30	1
245	267	30	1
248	267	30	1
188	268	30	1
190	268	30	1
214	268	30	1
216	268	30	1
235	268	30	1
237	268	30	1
238	268	30	2
246	268	30	1
177	269	30	1
182	269	30	1
194	269	30	1
204	269	30	1
211	269	30	1
214	269	30	1
215	269	30	1
232	269	30	1
250	269	30	1
183	270	30	1
196	270	30	1
238	270	30	2
244	270	30	2
175	271	30	1
193	271	30	1
194	271	30	1
200	271	30	1
212	271	30	1
179	272	30	1
197	272	30	1
206	272	30	1
207	272	30	1
233	272	30	1
236	272	30	1
238	272	30	3
239	272	30	1
203	273	30	1
231	273	30	1
234	273	30	1
182	274	30	1
183	274	30	1
209	274	30	1
229	274	30	1
233	274	30	1
239	274	30	1
244	274	30	1
182	275	30	1
203	275	30	1
211	275	30	1
213	275	30	1
239	275	30	1
249	275	30	1
232	276	30	1
239	276	30	1
243	276	30	1
246	276	30	1
248	276	30	1
253	276	30	1
208	277	30	1
238	277	30	1
249	277	30	1
250	277	30	1
203	278	30	1
243	278	30	1
253	278	30	1
219	279	30	1
234	279	30	1
235	279	30	2
238	279	30	1
239	279	30	1
247	279	30	2
248	279	30	1
249	279	30	1
176	280	30	1
178	280	30	1
232	280	30	2
235	280	30	1
241	280	30	1
242	280	30	1
247	280	30	1
254	280	30	1
217	281	30	1
218	281	30	2
224	281	30	1
241	281	30	1
244	281	30	1
254	281	30	1
210	282	30	1
215	282	30	1
219	282	30	1
221	282	30	1
234	282	30	1
236	282	30	1
240	282	30	1
241	282	30	2
245	282	30	1
248	282	30	1
251	282	30	1
252	282	30	1
253	282	30	1
215	283	30	1
219	283	30	2
220	283	30	1
232	283	30	1
246	283	30	1
254	283	30	1
257	283	30	1
173	284	30	1
219	284	30	2
224	284	30	1
225	284	30	1
226	284	30	1
231	284	30	1
241.666666666667	284.666666666667	31	1
250	284	30	2
253	284	30	1
254	284	30	2
256	284	30	2
223	285	30	1
226	285	30	1
232	285	30	1
252	285	30	3
255	285	30	1
180	286	30	2
223	286	30	1
234	286	30	1
239	286	30	1
244	286	30	1
245	286	30	1
251	286	30	1
224	287	30	1
225	287	30	1
231	287	30	1
234	287	30	1
237	287.5	30.5	1
252	287	30	1
221	288	30	1
236	288	30	1
238	288	30	1
239	288	30	1
241	288	30	1
243	288	30	1
247	288	30	3
201	289	30	1
223	289	30	1
226	289	30	1
228	289	30	1
231	289	30	1
232	289	30	1
233	289	30	1
235	289	30	2
237	289	30	1
238	289	30	1
243	289	30	1
248	289	30	1
220	290	30	1
248	290	30	1
198	291	30	1
223	291	30	1
226	291	30	1
245	291	30	1
248	291	30	1
250	291	30	1
255	291	30	1
258	291	30	1
197	292	30	1
203	292	30	1
213	292	30	1
220	292	30	1
224	292	30	1
229	292	30	1
231	292	30	2
236	292	30	1
238	292	30	1
241	292	30	1
249	292	30	1
257	292	30	1
219	293	30	1
222	293	30	1
231	293	30	2
232	293	30	1
234	293	30	1
236	293	30	1
238	293	30	1
241	293	30	1
247	293	30	2
253	293	30	1
189	294	30	1
225	294	30	1
227	294	30	1
237	294	30	1
240	294	30	1
246	294	30	1
249	294	30	1
253	294	30	2
254	294	30	1
257	294	30	1
221	295	30	1
222	295	30	1
224	295	30	1
229	295	30	1
250	295	30	1
253	295	30	1
256	295	30	1
239	296	30	2
242	296	30	1
246	296	30	1
226	297	30	1
227	297	30	1
232	297	30	1
241	297	30	1
245	297	30	1
215	298	30	1
224	298	30	1
225	298	30	1
226	298	30	1
231	298	30	1
233	298	30	1
235	298	30	1
236	298	30	1
242	298	30	1
246	298	30	1
250	298	30	1
251	298	30	1
252	298	30	2
224	299	30	1
236	299	30	1
241	299	30	1
246	299	30	1
247	299	30	1
250	299	30	1
214	300	30	1
218	300	30	1
222	300	30	1
223	300	30	1
225	300	30	1
227	300	30	1
241	300	30	1
244	300	30	1
247	300	30	1
248	300	30	1
249	300	30	2
238	301	30	1
239	301	30	1
243	301	30	2
221	302	30	1
226	302	30	1
240	302	30	1
223	303	30	1
225	303	30	1
239	303	30	1
241	303	30	1
220	304	30	1
237	305	30	1
242	305	30	3
224	250	31	1
226	250	31	2
227	250	31	1
225	252	31	1
226	252	31	2
229	252	31	1
193	253	31	1
232	254	31	1
236	255	31	1
237	255	31	3
207	256	31	1
233	256	31	1
177	257	31	1
229	257	31	2
237	257	31	1
238	257	31	1
188	258	31	1
229	258	31	1
231	258	31	1
237	258	31	2
240	258	31	1
188	259	31	1
206	259	31	3
219	259	31	1
231	259	31	1
242	259	31	1
186	260	31	1
187	260	31	1
188	260	31	1
190	260	31	1
195	260	31	1
209	260	31	3
224	260	31	1
227	260	31	1
234	260	31	1
235	260	31	1
239	260	31	1
245	260	31	1
193	261	31	1
227	261	31	1
228	261	31	1
229	261	31	2
230	261	31	1
234	261	31	1
239	261	31	2
244	261	31	1
249	261	31	2
223	262	31	2
226	262	31	1
227	262	31	1
238	262	31	2
185	263	31	1
189	263	31	1
198	263	31	2
200	263	31	1
215	263	31	1
219	263	31	2
223	263	31	2
248	263	31	1
187	264	31	1
188	264	31	1
190	264	31	1
194	264	31	1
195	264	31	1
197	264	31	1
204	264	31	1
210	264	31	1
220	264	31	1
224	264	31	1
234	264	31	1
237	264	31	2
239	264	31	1
244	264	31	3
249	264	31	1
213	265	31	1
216	265	31	1
223	265	31	2
234	265	31	1
235	265	31	1
243	265	31	2
248	265	31	1
249	265	31	1
250	265	31	1
197	266	31	1
198	266	31	1
213	266	31	1
219	266	31	1
220	266	31	2
233	266	31	1
245	266	31	1
176	267	31	1
183	267	31	1
192	267	31	1
194	267	31	1
195	267	31	2
197	267	31	1
230	267	31	2
236	267	31	1
237	267	31	1
238	267	31	1
244	267	31	1
246	267	31	2
183	268	31	1
203	268	31	1
210	268	31	1
216	268	31	1
222	268	31	1
238	268	31	2
240	268	31	1
241	268	31	1
242	268	31	1
173	269	31	1
182	269	31	1
204	269	31	1
213	269	31	1
214	269	31	1
243	269	31	1
248	269	31	2
250	269	31	1
252	269	31	1
173	270	31	1
186	270	31	1
199	270	31	1
200	270	31	1
201	270	31	1
216	270	31	1
217	270	31	1
239	270	31	1
244	270	31	1
247	270	31	1
248	270	31	1
249	270	31	1
184	271	31	3
203	271	31	1
215	271	31	2
216	271	31	1
224	271	31	2
231	271	31	1
235	271	31	1
241	271	31	1
244	271	31	1
176	272	31	1
199	272	31	1
204	272	31	2
216	272	31	2
218	272	31	1
230	272	31	1
210	273	31	1
215	273	31	1
179	274	31	1
203	274	31	1
209	274	31	1
211	274	31	2
214	274	31	2
226	274	31	1
240	274	31	1
241	274	31	1
247	274	31	1
182	275	31	1
205	275	31	1
211	275	31	1
229	275	31	1
244	275	31	1
184	276	31	1
239	276	31	1
244	276	31	1
174	277	31	1
204	277	31	1
235	277	31	1
243	277	31	1
249	277	31	1
177	278	31	1
204	278	31	2
243	278	31	1
244	278	31	1
246	278	31	2
175	279	31	1
178	279	31	1
216	279	31	1
234	279	31	1
238	279	31	1
242	279	31	1
249	279	31	1
181	280	31	1
205	280	31	1
226	280	31	1
232	280	31	1
236	280	31	2
246	280	31	1
248	280	31	1
206	281	31	2
220	281	31	1
228	281	31	1
235	281	31	1
241	281	31	1
251	281	31	1
247	282	31	2
249	282	31	1
252	282	31	2
256	282	31	1
176	283	31	2
179	283	31	2
208	283	31	1
209	283	31	1
218	283	31	1
228	283	31	1
232	283	31	1
233	283	31	1
240	283	31	1
241	283	31	1
242	283	31	1
244	283	31	1
179	284	31	1
209	284	31	1
212	284	31	1
220	284	31	1
231	284	31	1
235	284	31	1
243	284	31	1
248	284	31	1
249	284	31	1
256	284	31	1
257	284	31	1
173	285	31	1
219	285	31	1
220	285	31	1
236	285	31	1
238	285.5	31.5	1
180	286	31	2
204	286	31	1
218	286	31	1
221	286	31	1
224	286	31	1
225	286	31	2
239	286	31	1
220	287	31	1
234	287	31	1
238	287	31	1
239	287	31	1
246	287	31	1
228	288	31	1
240.5	288.5	31.5	1
245	288	31	1
251	288	31	2
185	289	31	2
221	289	31	1
226	289	31	1
233	289	31	1
235	289	31	3
246	289	31	1
250	289	31	1
200	290	31	1
221	290	31	1
226	290	31	1
230	290	31	1
235	290	31	1
241	290	31	1
242	290	31	1
197	291	31	1
199	291	31	1
222	291	31	1
231	291	31	1
241	291	31	1
242	291	31	1
245	291	31	1
248	291	31	1
249	291	31	1
227	292	31	1
230	292	31	1
242	292	31	1
252	292	31	1
229	293	31	1
233	293	31	1
234	293	31	1
246	293	31	1
248	293	31	1
251	293	31	1
202	294	31	3
220	294	31	1
225	294	31	1
228	294	31	1
230	294	31	3
242	294	31	1
244	294	31	1
246	294	31	1
252	294	31	1
222	295	31	1
223	295	31	1
231	295	31	1
233	295	31	1
234	295	31	2
240	295	31	1
248	295	31	1
197	296	31	1
243	296	31	1
248	296	31	1
223	297	31	1
224	297	31	1
227	297	31	1
230	297	31	1
234	297	31	1
241	297	31	1
242	297	31	1
246	297	31	1
223	298	31	1
226	298	31	1
235	298	31	1
237	298	31	1
239	298	31	1
240	298	31	1
247	298	31	1
251	298	31	1
253	298	31	1
232	299	31	1
236	299	31	1
240	299	31	1
247	299	31	1
223	300	31	1
226	300	31	1
229	300	31	1
230	300	31	1
235	300	31	1
241	300	31	2
247	300	31	1
225	301	31	1
226	301	31	1
227	301	31	1
233	301	31	1
242	301	31	2
246	301	31	1
229	302	31	1
232	302	31	1
240	302	31	1
244	302	31	1
231	303	31	1
239	303	31	1
242	303	31	1
244	303	31	1
247	303	31	1
232	304	31	2
237	304	31	1
225	305	31	1
234	305	31	1
236	305	31	1
238	305	31	1
231	306	31	1
234	307	31	2
226	309	31	1
226	252	32	1
227	252	32	1
235	252	32	2
221	253	32	1
225	253	32	1
231	253	32	1
237	253	32	1
227	254	32	1
230	254	32	1
232	254	32	1
188	255	32	2
215	255	32	1
227	255	32	1
234	255	32	1
215	256	32	1
219	256	32	1
232	256	32	1
242	256	32	2
195	257	32	2
210	257	32	1
232	257	32	1
240	257	32	1
216	258	32	1
233	258	32	1
240	258	32	1
193	259	32	1
207	259	32	1
213	259	32	1
217	259	32	1
222	259	32	1
229	259	32	1
234	259	32	1
240	259	32	2
243	259	32	1
247	259	32	1
192	260	32	1
203	260	32	1
214	260	32	1
242	260	32	1
243	260	32	1
245	260	32	2
246	260	32	1
194	261	32	1
217	261	32	1
219	261	32	2
231	261	32	1
237	261	32	1
242	261	32	1
246	261	32	1
189	262	32	1
196	262	32	1
209	262	32	1
224	262	32	1
225	262	32	1
238	262	32	1
240	262	32	1
242	262	32	1
245	262	32	1
247	262	32	1
189	263	32	1
194	263	32	1
198	263	32	1
208	263	32	1
213	263	32	1
218	263	32	2
220	263	32	1
235	263	32	1
237	263	32	1
247	263	32	1
249	263	32	1
194	264	32	1
200	264	32	1
212	264	32	1
216	264	32	1
222	264	32	1
224	264	32	1
239	264	32	1
244	264	32	1
184	265	32	1
185	265	32	1
188	265	32	1
196	265	32	1
220	265	32	1
224	265	32	1
230	265	32	1
231	265	32	2
248	265	32	1
189	266	32	1
196	266	32	1
197	266	32	1
203	266	32	1
214	266	32	1
221	266	32	1
224	266	32	1
228	266	32	1
232	266	32	1
234	266	32	1
241	266	32	1
243	266	32	1
247	266	32	1
188	267	32	1
191	267	32	1
193	267	32	1
197	267	32	2
216	267	32	1
221	267	32	1
238	267	32	2
248	267	32	1
198	268	32	1
219	268	32	2
224	268	32	1
225	268	32	1
228	268	32	2
233	268	32	2
243	268	32	1
245	268	32	1
247	268	32	1
180	269	32	1
182	269	32	2
193	269	32	1
209	269	32	1
213	269	32	1
222	269	32	2
241	269	32	1
242	269	32	1
244	269	32	1
248	269	32	1
252	269	32	1
172	270	32	1
173	270	32	1
180	270	32	1
185	270	32	1
195	270	32	1
197	270	32	1
206	270	32	1
211	270	32	2
212	270	32	1
214	270	32	1
216	270	32	1
233	270	32	1
243	270	32	1
249	270	32	1
173	271	32	1
176	271	32	1
184	271	32	1
196	271	32	1
206	271	32	1
214	271	32	1
216	271	32	1
228	271	32	1
176	272	32	1
185	272	32	1
205	272	32	1
225	272	32	1
239	272	32	1
240	272	32	1
241	272	32	1
244	272	32	1
246	272	32	1
248	272	32	1
185	273	32	1
186	273	32	1
204	273	32	2
206	273	32	1
214	273	32	1
234	273	32	1
238	273	32	1
241	273	32	1
243	273	32	1
179	274	32	1
205	274	32	1
208	274	32	1
234	274	32	2
238	274	32	1
244	274	32	1
250	274	32	1
184	275	32	1
208	275	32	1
210	275	32	1
213	275	32	1
216	275	32	1
235	275	32	1
240	275	32	2
249	275	32	1
175	276	32	1
184	276	32	2
203	276	32	2
215	276	32	1
235	276	32	2
239	276	32	1
176	277	32	2
204	277	32	1
216	277	32	1
236	277	32	1
203	278	32	1
250	278	32	1
255	278	32	1
181	279	32	1
236	279	32	1
241	279	32	1
245	279	32	1
250	279	32	1
173	280	32	1
175	280	32	1
178	280	32	1
205	280	32	2
208	280	32	1
219	280	32	1
223	280	32	2
229	280	32	2
238	280	32	1
240	280	32	1
241	280	32	1
242	280	32	1
249	280	32	1
176	281	32	1
220	281	32	1
222	281	32	1
237	281	32	1
239	281	32	1
250	281	32	1
175	282	32	1
182	282	32	1
220	282	32	1
224	282	32	1
229	282	32	1
232	282	32	1
233	282	32	3
237	282	32	1
242	282	32	1
247	282	32	1
249	282	32	1
251	282	32	2
253	282	32	1
173	283	32	1
211	283	32	1
224	283	32	1
240	283	32	1
241	283	32	2
244	283	32	1
177	284	32	2
186	284	32	1
209	284	32	1
210	284	32	1
237	284	32	1
240	284	32	1
241	284	32	1
242	284	32	1
248	284	32	1
249	284	32	1
257	284	32	1
178	285	32	1
180	285	32	1
219	285	32	1
221	285	32	1
223	285	32	1
238	285	32	1
241	285	32	1
244	285	32	1
245	285	32	1
249	285	32	1
250	285	32	1
255	285	32	1
175	286	32	1
177	286	32	1
204	286	32	1
227	286	32	1
228	286	32	1
240	286	32	2
246	286	32	1
250	286	32	1
252	286	32	1
221	287	32	1
223	287	32	2
224	287	32	1
240	287	32	1
245	287	32	2
246	287	32	1
249	287	32	2
227	288	32	1
232	288	32	1
234	288	32	1
248	288	32	1
250	288	32	3
187	289	32	1
200	289	32	1
222	289	32	1
230	289	32	1
234	289	32	2
237	289	32	1
206	290	32	1
222	290	32	2
224	290	32	1
225	290	32	1
234	290	32	1
237	290	32	2
239	290	32	1
241	290	32	1
243	290	32	1
248	290	32	1
252	290	32	1
255	290	32	1
186	291	32	1
222	291	32	1
224	291	32	1
226	291	32	1
233.333333333333	291.333333333333	33	1
236	291	32	1
239	291	32	1
241	291	32	1
201	292	32	1
203	292	32	1
224	292	32	1
227	292	32	1
248	292	32	1
254	292	32	2
255	292	32	1
179	293	32	1
197	293	32	2
200	293	32	1
222	293	32	1
227	293	32	1
242	293	32	2
244	293	32	1
245	293	32	1
247	293	32	1
251	293	32	1
198	294	32	1
202	294	32	1
204	294	32	1
223	294	32	1
233	294	32	1
235	294	32	1
237	294	32	1
244	294	32	1
