x	y	z	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
196	293	35	2
200	293	35	1
206	293	35	1
218	293	35	1
229	293	35	2
231	293	35	1
234	293	35	1
236	293	35	1
246	293	35	1
181	294	35	2
190	294	35	1
199	294	35	2
221	294	35	1
223	294	35	1
224	294	35	2
234	294	35	1
237	294	35	1
218	295	35	1
249	295	35	1
182	296	35	1
198	296	35	2
203	296	35	1
204	296	35	1
217	296	35	1
220	296	35	1
235	296	35	2
238	296	35	1
196	297	35	1
197	297	35	2
219	297	35	2
226	297	35	1
243	297	35	1
191	298	35	1
197	298	35	1
200	298	35	1
228	298	35	1
229	298	35	1
246	298	35	1
199	299	35	1
227	299	35	2
228	299	35	1
235	299	35	1
239	299	35	1
194	300	35	1
208	300	35	2
224	300	35	1
227	300	35	2
235	300	35	1
236	300	35	2
239	300	35	1
241	300	35	1
194	301	35	1
198	301	35	1
227	301	35	1
228	301	35	1
240	301	35	1
241	301	35	1
242	301	35	1
225	302	35	1
230	302	35	2
231	302	35	1
234	302	35	2
223	303	35	1
227	303	35	1
231	303	35	1
238	303	35	1
241	303	35	1
242	303	35	1
243	303	35	1
244	303	35	1
207	304	35	1
225	304	35	1
222	305	35	2
223	305	35	1
225	305	35	1
241	305	35	1
199	306	35	2
222	306	35	1
225	306	35	1
227	306	35	1
231	306	35	1
236	306	35	1
239	306	35	1
231	307	35	1
233	307	35	1
231	308	35	1
236	308	35	1
237	308	35	2
240	308	35	1
237	309	35	2
238	309	35	2
225	310	35	1
227	310	35	1
230	310	35	1
234	310	35	1
235	310	35	1
213	311	35	1
214	311	35	1
224	311	35	1
228	311	35	1
229	311	35	1
234	311	35	1
213	312	35	1
214	312	35	2
225	312	35	2
226	312	35	1
231	312	35	1
237	312	35	1
223	313	35	2
229	313	35	1
232	313	35	1
234	313	35	1
236	313	35	2
227	314	35	1
230	314	35	1
232	314	35	1
237	314	35	1
234	315	35	1
235	315	35	1
238	315	35	1
240	315	35	1
210	316	35	1
236	316	35	1
238	316	35	1
227	317	35	1
230	317	35	1
237	317	35	1
212	318	35	1
231	318	35	1
237	318	35	1
238	318	35	1
233	319	35	1
240	319	35	1
222	253	36	1
224	253	36	1
228	253	36	1
223	255	36	3
218	257	36	2
219	257	36	1
225	257	36	2
226	257	36	1
228	258	36	2
229	258	36	1
231	258	36	1
217	259	36	2
219	259	36	1
226	259	36	2
227	259	36	1
230	259	36	1
233	259	36	1
217	260	36	1
224	260	36	2
226	260	36	1
229	260	36	1
230	260	36	1
232	260	36	1
216	261	36	1
219	261	36	1
220	261	36	1
243	261	36	1
246	261	36	1
221	262	36	1
224	262	36	1
226	262	36	1
227	262	36	1
229	262	36	2
242	262	36	1
191	263	36	1
225	263	36	1
226	263	36	1
227	263	36	1
229	263	36	2
191	264	36	1
215	264	36	1
220	264	36	1
222	264	36	1
223	264	36	1
233	264	36	1
239	264	36	2
240	264	36	1
194	265	36	1
215	265	36	2
216	265	36	1
230	265	36	1
233	265	36	1
234	265	36	2
240	265	36	1
195	266	36	2
205	266	36	1
208	266	36	1
215	266	36	1
219	266	36	1
220	266	36	1
231	266	36	1
233	266	36	2
234	266	36	1
241	266	36	2
244	266	36	1
194	267	36	1
195	267	36	1
202	267	36	1
209	267	36	1
212	267	36	1
216	267	36	1
233	267	36	1
241	267	36	2
249	267	36	1
197	268	36	1
205	268	36	1
206	268	36	1
211	268	36	1
213	268	36	1
215	268	36	1
219	268	36	1
222	268	36	2
223	268	36	1
233	268	36	1
241	268	36	1
243	268	36	1
186	269	36	1
194	269	36	1
211	269	36	1
215	269	36	1
216	269	36	1
218	269	36	1
229	269	36	1
232	269	36	1
234	269	36	1
248	269	36	1
249	269	36	1
198	270	36	1
206	270	36	2
216	270	36	1
239	270	36	1
240	270	36	1
244	270	36	1
189	271	36	2
211	271	36	1
218	271	36	1
225	271	36	1
233	271	36	1
236	271	36	1
239	271	36	1
177	272	36	1
179	272	36	1
185	272	36	1
203	272	36	1
214	272	36	1
219	272	36	1
222	272	36	2
231	272	36	1
232	272	36	1
233	272	36	1
240	272	36	1
181	273	36	1
191	273	36	1
204	273	36	2
207	273	36	1
241	273	36	1
176	274	36	3
185	274	36	2
188	274	36	1
203	274	36	1
205	274	36	1
208	274	36	1
211	274	36	1
213	274	36	1
218	274	36	2
250	274	36	1
175	275	36	1
184	275	36	1
209	275	36	1
211	275	36	1
218	275	36	1
231	275	36	1
243	275	36	1
206	276	36	1
207	276	36	2
208	276	36	1
216	276	36	1
204	277	36	1
205	277	36	1
206	277	36	1
213	277	36	2
214	277	36	1
215	277	36	1
223	277	36	1
181	278	36	2
188	278	36	2
211	278	36	1
223	278	36	2
224	278	36	1
231	278	36	2
239	278	36	1
214	279	36	1
231	279	36	1
234	279	36	1
180	280	36	1
192	280	36	1
205	280	36	1
208	280	36	1
209	280	36	1
223	280	36	1
189	281	36	1
200	281	36	2
212	281	36	1
213	281	36	1
214	281	36	1
229	281	36	1
243	281	36	1
181	282	36	1
209	282	36	2
213	282	36	1
215	282	36	1
221	282	36	1
202	283	36	1
205	283	36	1
209	283	36	2
210	283	36	1
214	283	36	1
216	283	36	1
240	283	36	1
188	284	36	1
196	284	36	1
202	284	36	1
203	284	36	1
205	284	36	1
206	284	36	1
215	284	36	1
219	284	36	1
221	284	36	1
224	284	36	1
225	284	36	1
231	284	36	1
242	284	36	1
245	284	36	1
199	285	36	1
208	285	36	1
224	285	36	1
226	285	36	1
227	285	36	1
233	285	36	1
235	285	36	1
238	285	36	1
244	285	36	1
247	285	36	1
189	286	36	2
201	286	36	1
207	286	36	1
209	286	36	1
211	286	36	2
216	286	36	1
227	286	36	2
228	286	36	1
231	286	36	1
234	286	36	1
237	286	36	1
239	286	36	1
243	286	36	1
176	287	36	2
199	287	36	1
204	287	36	1
207	287	36	1
220	287	36	1
221	287	36	1
222	287	36	1
227	287	36	1
230	287	36	1
238	287	36	1
245	287	36	2
186	288	36	1
188	288	36	1
192	288	36	1
194	288	36	1
199	288	36	1
202	288	36	2
203	288	36	1
220	288	36	1
229	288	36	1
234	288	36	1
239	288	36	2
240	288	36	1
245	288	36	3
185	289	36	1
199	289	36	1
223	289	36	1
233	289	36	1
235	289	36	1
240	289	36	1
243	289	36	1
185	290	36	2
198	290	36	1
201	290	36	1
220	290	36	1
225	290	36	1
231	290	36	1
233	290	36	1
234	290	36	2
236	290	36	2
240	290	36	2
243	290	36	1
247	290	36	1
184	291	36	1
196	291	36	1
197	291	36	1
199	291	36	1
204	291	36	1
237	291	36	2
242	291	36	1
245	291	36	2
174	292	36	2
187	292	36	1
200	292	36	1
206	292	36	1
208	292	36	1
220	292	36	1
221	292	36	1
223	292	36	1
233	292	36	1
244	292	36	1
182	293	36	2
188	293	36	1
195	293	36	1
197	293	36	1
201	293	36	1
206	293	36	2
222	293	36	1
227	293	36	2
229	293	36	1
234	293	36	1
237	293	36	1
240	293	36	1
187	294	36	3
188	294	36	1
190	294	36	1
230	294	36	3
233	294	36	1
241	294	36	1
196	295	36	1
198	295	36	1
199	295	36	1
218	295	36	2
223	295	36	1
229	295	36	3
230	295	36	1
233	295	36	1
235	295	36	3
237	295	36	1
238	295	36	1
245	295	36	1
196	296	36	1
199	296	36	1
205	296	36	1
228	296	36	1
234	296	36	1
237	296	36	1
239	296	36	2
243	296	36	1
195	297	36	1
198	297	36	2
205	297	36	1
219	297	36	1
228	297	36	1
230	297	36	1
234	297	36	1
236	297	36	1
242	297	36	1
245	297	36	1
203	298	36	1
226	298	36	1
239	298	36	2
241	298	36	1
243	298	36	1
244	298	36	1
199	299	36	1
230	299	36	2
238	299	36	1
244	299	36	1
232	300	36	1
233	300	36	1
237	300	36	2
244	300	36	1
245	300	36	1
198	301	36	2
230	301	36	1
232	301	36	2
234	301	36	1
245	301	36	2
226	302	36	2
227	302	36	1
235	302	36	1
243	302	36	1
227	303	36	2
228	303	36	1
231	303	36	1
232	303	36	1
235	303	36	1
238	303	36	3
232	304	36	2
233	304	36	2
242	305	36	1
223	306	36	1
224	306	36	2
239	306	36	1
241	306	36	1
223	307	36	2
224	307	36	1
235	307	36	1
240	307	36	2
243	307	36	1
225	308	36	1
239	308	36	2
242	308	36	1
224	309	36	3
225	309	36	1
229	309	36	1
232	309	36	1
242	309	36	1
226	310	36	1
236	310	36	1
240	310	36	2
211	311	36	2
214	311	36	1
221	311	36	1
222	311	36	1
232	311	36	2
234	311	36	1
235	311	36	1
213	312	36	1
216	312	36	1
218	312	36	1
226	312	36	1
230	312	36	1
235	312	36	1
236	312	36	1
240	312	36	1
227	313	36	1
229	313	36	1
231	313	36	2
235	314	36	1
236	315	36	1
228	316	36	1
232	316	36	1
237	316	36	1
238	316	36	1
227	317	36	2
232	317	36	1
237	317	36	1
236	318	36	1
232	319	36	1
227	257	37	2
228	258	37	1
226	259	37	1
228	259	37	1
230	259	37	1
224	260	37	1
227	260	37	1
228	260	37	1
235	260	37	1
217	261	37	1
216	262	37	1
229	262	37	1
230	262	37	1
231	262	37	1
214	263	37	1
189	264	37	1
211	264	37	1
215	264	37	1
229	264	37	3
236	264	37	1
238	264	37	1
183	267	37	1
188	267	37	1
211	267	37	1
219	267	37	1
238	267	37	1
188	268	37	1
193	268	37	1
215	268	37	1
220	268	37	1
235	268	37	3
236	268	37	1
193	269	37	1
218	269	37	1
219	269	37	1
188	270	37	1
196	270	37	1
210	270	37	1
215	270	37	1
221	270	37	1
237	270	37	1
238	270	37	2
187	271	37	2
195	271	37	1
219	271	37	1
220	271	37	1
214	272	37	1
215	272	37	1
210	273	37	1
216	274	37	1
205	275	37	1
206	275	37	1
211	275	37	1
215	275	37	1
216	275	37	1
219	276	37	1
210	277	37	1
220	277	37	1
206	278	37	1
215	278	37	1
207	279	37	1
216	279	37	1
231	279	37	2
208	280	37	1
192	281	37	1
208	281	37	1
212	281	37	1
214	281	37	1
223	281	37	1
208	282	37	2
211	282	37	1
221	282	37	1
201	283	37	1
214	283	37	1
228	283	37	1
195	284	37	1
206	284	37	1
201	285	37	1
210	285	37	1
226	285	37	1
237	285	37	1
241	285	37	1
189	286	37	2
204	286	37	1
205	286	37	1
211	286	37	1
219	286	37	1
230	286	37	3
232	286	37	1
236	286	37	1
193	287	37	2
219	287	37	1
220	287	37	1
221	287	37	2
234	287	37	1
248	287	37	1
186	288	37	1
202	288	37	1
224	288	37	1
236	288	37	1
202	289	37	1
221	289	37	1
230	289	37	2
233	289	37	1
234	289	37	2
186	290	37	1
197	290	37	1
199	290	37	2
204	290	37	1
206	290	37	1
230	290	37	2
232	290	37	1
233	290	37	1
242	290	37	1
203	291	37	1
224	291	37	1
236	291	37	1
239	291	37	1
203	292	37	1
208	292	37	1
225	292	37	1
226	292	37	1
231	292	37	1
243	292	37	1
193	293	37	1
199	293	37	1
204	293	37	1
226	293	37	1
240	293	37	1
241	293	37	1
202	294	37	2
204	294	37	2
232	294	37	1
238	294	37	1
239	294	37	1
242	294	37	2
202	295	37	1
217	295	37	1
225	295	37	1
232	295	37	1
237	295	37	1
240	295	37	2
244	295	37	1
198	296	37	1
199	296	37	2
203	296	37	1
205	296	37	1
215	296	37	1
217	296	37	2
223	296	37	1
228	296	37	1
242	296	37	1
245	296	37	2
218	297	37	2
230	297	37	1
242	297	37	1
202	298	37	2
229	298	37	1
232	298	37	1
233	298	37	1
243	298	37	2
231	299	37	1
233	299	37	1
240	299	37	1
241	299	37	1
244	299	37	1
231	300	37	1
235	300	37	1
236	300	37	2
239	300	37	1
240	300	37	1
241	300	37	1
232	301	37	1
236	303	37	1
229	305	37	1
234	305	37	1
238	305	37	1
223	306	37	1
224	306	37	1
234	306	37	1
198	307	37	1
226	307	37	1
239	307	37	1
241	307	37	1
224	308	37	1
226	308	37	1
227	308	37	1
229	308	37	1
240	308	37	2
241	308	37	2
221	309	37	2
224	309	37	1
226	309	37	1
227	310	37	1
219	311	37	1
222	311	37	1
224	311	37	2
228	311	37	1
234	311	37	2
237	311	37	1
221	312	37	1
225	312	37	1
242	312	37	2
212	313	37	1
216	313	37	1
218	313	37	1
227	313	37	1
228	313	37	1
221	314	37	2
236	314	37	1
242	314	37	1
229	315	37	1
236	315	37	1
239	315	37	1
236	316	37	1
237	316	37	2
238	316	37	1
238	317	37	2
236	318	37	1
237	318	37	3
238	318	37	1
238	319	37	1
231	322	37	1
226	260	38	1
228	260	38	1
227	261	38	1
228	261	38	1
224	262	38	1
225	262	38	1
238	262	38	2
223	264	38	2
230	265	38	1
211	266	38	2
214	266	38	1
231	266	38	1
193	267	38	2
211	268	38	2
213	268	38	1
187	269	38	1
209	269	38	1
218	269	38	1
211	271	38	1
193	272	38	1
214	272	38	2
232	272	38	1
201	273	38	1
208	273	38	1
209	273	38	1
210	274	38	1
211	274	38	1
216	274	38	1
189	275	38	1
203	275	38	1
213	275	38	1
194	277	38	1
205	277	38	1
212	277	38	1
220	277	38	1
206	278	38	1
214	278	38	1
215	278	38	1
218	278	38	1
194	279	38	1
210	279	38	2
217	279	38	1
208	280	38	1
215	280	38	1
192	281	38	1
210	281	38	1
213	281	38	1
189	282	38	1
192	282	38	1
208	282	38	1
207	283	38	1
216	283	38	1
185	284	38	1
193	284	38	1
214	284	38	1
215	284	38	1
188	285	38	1
190	285	38	2
191	285	38	2
193	285	38	1
208	285	38	1
216	285	38	2
198	286	38	1
218	286	38	1
233	286	38	2
188	287	38	1
192	287	38	1
193	287	38	1
195	287	38	1
198	287	38	1
222	287	38	1
230	287	38	1
187	288	38	2
192	288	38	1
205	288	38	1
206	288	38	1
207	288	38	1
219	288	38	1
189	289	38	1
207	289	38	1
217	289	38	1
223	289	38	1
232	289	38	1
236	289	38	2
188	290	38	1
199	290	38	2
238	290	38	1
189	291	38	1
192	291	38	1
202	291	38	1
203	291	38	1
204	291	38	1
206	291	38	1
211	291	38	1
220	291	38	1
222	291	38	1
234	291	38	1
238	291	38	1
192	292	38	1
196	292	38	1
207	292	38	1
211	292	38	1
221	292	38	1
223	292	38	1
237	292	38	1
238	292	38	2
206	293	38	2
208	293	38	1
223	293	38	1
225	293	38	2
229	293	38	2
233	293	38	1
237	293	38	1
238	293	38	2
239	293	38	2
240	293	38	1
199	294	38	1
204	294	38	1
205	294	38	1
210	294	38	2
217	294	38	2
230	294	38	1
235	294	38	1
239	294	38	1
204	295	38	2
207	295	38	1
216	295	38	1
221	295	38	1
231	295	38	2
238	295	38	1
240	295	38	1
201	296	38	1
204	296	38	1
233	296	38	2
241	296	38	1
204	297	38	2
224	297	38	1
226	297	38	1
229	297	38	1
244	297	38	1
192	298	38	1
200	298	38	1
215	298	38	3
224	298	38	1
225	298	38	1
231	298	38	2
203	299	38	1
226	299	38	3
228	299	38	1
231	299	38	1
232	299	38	1
242	299	38	2
243	299	38	1
244	299	38	3
204	300	38	1
227	300	38	1
231	300	38	1
233	300	38	1
234	300	38	1
241	300	38	1
227	302	38	1
228	302	38	1
235	302	38	1
245	302	38	1
227	303	38	1
234	303	38	1
241	303	38	1
228	304	38	4
230	304	38	1
240	304	38	1
244	304	38	1
245	304	38	1
227	305	38	1
228	305	38	1
233	305	38	2
235	305	38	1
236	305	38	1
236	306	38	1
246	306	38	1
224	307	38	1
234	307	38	1
241	307	38	2
244	307	38	1
222	308	38	1
226	308	38	1
241	308	38	1
243	308	38	1
222	309	38	1
224	309	38	1
225	309	38	1
227	309	38	4
229	309	38	1
241	309	38	2
223	310	38	1
226	310	38	1
228	310	38	1
229	310	38	1
232	310	38	1
241	310	38	1
214	311	38	2
225	311	38	1
228	311	38	1
218	312	38	1
227	312	38	1
232	312	38	1
241	312	38	1
218	313	38	1
219	313	38	3
221	313	38	1
228	313	38	2
240	313	38	1
244	313	38	1
219	314	38	1
221	314	38	1
230	314	38	1
239	314	38	3
240	314	38	1
214	315	38	1
220	315	38	2
225	315	38	1
235	315	38	1
237	315	38	1
238	315	38	1
239	315	38	1
243	315	38	1
244	315	38	1
211	317	38	1
227	317	38	1
230	317	38	2
231	317	38	1
232	317	38	1
239	317	38	3
243	317	38	1
220	318	38	1
230	318	38	1
231	318	38	1
237	318	38	2
241	318	38	1
230	320	38	2
232	320	38	1
212	321	38	1
219	323	38	1
235	323	38	1
215	265	39	2
191	268	39	1
219	269	39	1
194	270	39	1
201	270	39	1
216	270	39	1
217	270	39	1
189	273	39	1
212	275	39	1
213	275	39	1
195	278	39	1
201	278	39	1
210	278	39	1
214	278	39	1
221	278	39	1
212	279	39	1
215	279	39	1
216	279	39	1
215	280	39	1
204	281	39	2
217	281	39	1
195	282	39	1
215	282	39	1
201	283	39	1
215	283	39	1
237	283	39	1
207	284	39	1
216	284	39	1
191	285	39	1
195	285	39	1
193	286	39	1
203	286	39	1
206	286	39	1
221	286	39	1
193	288	39	1
210	288	39	1
193	289	39	1
195	289	39	2
188	290	39	1
218	290	39	2
190	291	39	2
191	291	39	1
193	291	39	1
206	291	39	1
213	291	39	1
239	291	39	1
208	292	39	1
213	292	39	1
240	292	39	2
242	292	39	2
197	293	39	1
205	293	39	1
229	293	39	1
234	293	39	1
200	294	39	1
201	294	39	1
221	294	39	1
225	294	39	1
230	294	39	1
236	294	39	1
238	294	39	1
220	295	39	1
223	295	39	1
232	295	39	1
234	295	39	2
241	295	39	2
243	295	39	1
205	296	39	2
206	296	39	2
223	296	39	1
226	296	39	1
235	296	39	2
236	296	39	1
240	296	39	2
220	297	39	1
225	297	39	1
233	297	39	2
234	297	39	1
235	297	39	1
240	297	39	1
241	297	39	1
243	297	39	1
214	298	39	1
223	298	39	2
231	298	39	1
233	298	39	1
242	298	39	1
222	299	39	3
229	299	39	1
230	299	39	1
233	299	39	3
236	299	39	1
241	299	39	1
214	300	39	1
228	300	39	1
233	300	39	1
227	301	39	1
230	301	39	2
234	301	39	2
238	301	39	2
229	302	39	1
233	302	39	1
230	303	39	1
233	303	39	1
227	304	39	1
228	304	39	1
230	304	39	2
235	304	39	1
194	305	39	1
212	305	39	1
224	305	39	3
226	305	39	1
228	305	39	1
229	305	39	1
236	305	39	2
238	305	39	1
241	305	39	1
211	306	39	1
225	306	39	1
227	306	39	1
229	306	39	1
230	306	39	1
240	306	39	1
242	306	39	2
213	307	39	1
224	307	39	1
225	307	39	1
235	307	39	3
241	307	39	1
227	308	39	1
243	308	39	1
195	309	39	1
216	309	39	1
218	309	39	1
220	309	39	1
221	309	39	1
225	309	39	2
227	309	39	1
229	309	39	1
232	309	39	1
234	309	39	1
196	310	39	1
219	310	39	1
224	310	39	1
228	310	39	1
239	310	39	1
206	311	39	2
219	311	39	1
221	311	39	1
232	311	39	1
235	311	39	1
240	311	39	1
217	312	39	1
218	312	39	1
229	312	39	2
240	312	39	1
217	313	39	2
220	313	39	2
228	313	39	1
229	313	39	1
230	313	39	1
235	313	39	1
239	313	39	1
240	313	39	1
241	313	39	2
217	314	39	1
229	314	39	1
235	314	39	1
236	314	39	2
237	314	39	1
240	314	39	1
241	314	39	2
217	315	39	2
230	315	39	2
238	315	39	1
239	315	39	1
240	315	39	1
243	315	39	1
245	315	39	1
242	316	39	1
244	316	39	1
232	317	39	1
236	317	39	1
238	317	39	1
244	317	39	1
230	318	39	1
240	319	39	1
214	320	39	1
217	320	39	1
230	320	39	1
215	321	39	2
219	321	39	1
229	321	39	1
234	322	39	1
211	324	39	1
192	283	40	1
197	283	40	1
237	283	40	1
197	284	40	1
194	287	40	1
193	288	40	1
202	288	40	1
211	290	40	1
191	291	40	1
206	291	40	1
208	291	40	1
189	292	40	1
191	292	40	1
193	292	40	1
199	292	40	1
206	292	40	1
208	292	40	1
209	292	40	1
210	292	40	1
235	292	40	1
228	294	40	1
237	294	40	1
239	294	40	1
225	295	40	1
198	296	40	1
205	296	40	1
217	296	40	1
234	296	40	1
236	296	40	1
240	296	40	1
205	297	40	1
236	297	40	2
203	298	40	2
212	298	40	1
222	298	40	1
223	298	40	1
228	298	40	1
231	298	40	1
234	298	40	1
235	298	40	1
222	299	40	1
224	299	40	2
237	299	40	1
236	300	40	1
236	301	40	2
237	302	40	1
212	306	40	1
224	306	40	1
241	306	40	1
223	307	40	2
227	307	40	1
228	307	40	1
238	307	40	1
240	307	40	1
241	307	40	1
223	308	40	1
224	308	40	1
226	309	40	1
227	309	40	1
233	309	40	2
218	310	40	1
219	310	40	1
226	310	40	2
231	310	40	1
234	310	40	1
239	310	40	2
241	310	40	1
242	310	40	1
219	311	40	1
220	311	40	1
221	311	40	1
222	311	40	2
228	311	40	1
235	311	40	1
238	311	40	1
216	312	40	1
235	312	40	1
242	312	40	1
217	313	40	2
238	313	40	1
240	313	40	1
241	313	40	1
243	313	40	1
220	314	40	1
238	314	40	2
243	314	40	1
217	315	40	1
235	315	40	1
238	315	40	1
240	315	40	2
242	315	40	1
245	315	40	1
216	316	40	2
217	316	40	2
234	316	40	1
236	316	40	1
218	317	40	2
219	317	40	2
242	317	40	2
238	318	40	1
218	319	40	1
239	319	40	1
243	319	40	1
217	320	40	1
232	320	40	1
216	321	40	1
230	322	40	1
231	322	40	1
228	323	40	1
208	330	40	1
197	282	41	1
217	292	41	1
193	293	41	1
225	294	41	1
224	297	41	1
237	299	41	1
234	301	41	1
229	302	41	1
243	304	41	1
221	305	41	1
223	305	41	1
228	305	41	1
217	306	41	1
223	306	41	1
224	306	41	1
227	306	41	1
228	306	41	1
227	307	41	1
211	308	41	2
222	308	41	1
241	308	41	1
224	309	41	1
239	309	41	1
223	310	41	1
224	310	41	1
231	310	41	1
222	311	41	1
236	311	41	1
241	311	41	1
216	312	41	2
225	312	41	1
241	312	41	1
242	312	41	1
221	313	41	1
222	313	41	2
244	313	41	1
245	313	41	2
220	314	41	1
232	314	41	1
235	314	41	1
220	315	41	1
238	315	41	1
221	316	41	1
236	316	41	1
238	316	41	1
249	316	41	1
242	317	41	1
244	317	41	1
217	318	41	1
218	318	41	1
219	318	41	1
229	318	41	1
240	318	41	1
243	318	41	2
217	319	41	1
223	319	41	1
245	319	41	1
231	320	41	1
241	320	41	1
216	321	41	1
229	321	41	1
228	322	41	2
214	326	41	1
220	303	42	1
222	303	42	2
224	305	42	1
229	305	42	1
232	306	42	1
238	310	42	1
239	310	42	2
240	310	42	1
221	311	42	1
236	311	42	1
240	311	42	1
222	312	42	1
223	312	42	1
242	312	42	2
217	313	42	1
224	313	42	2
240	313	42	1
236	314	42	1
218	316	42	1
225	316	42	2
226	316	42	1
238	316	42	1
239	316	42	1
242	316	42	1
243	316	42	1
223	317	42	1
232	317	42	1
239	317	42	1
220	318	42	1
228	318	42	1
243	318	42	2
245	318	42	1
246	318	42	2
231	319	42	1
241	319	42	1
226	320	42	1
229	320	42	1
239	321	42	1
225	303	43	1
228	305	43	1
222	307	43	2
211	308	43	1
222	308	43	1
220	309	43	1
217	310	43	1
219	310	43	1
222	310	43	2
234	311	43	1
236	311	43	2
241	311	43	2
219	312	43	1
242	312	43	1
236	313	43	2
240	313	43	1
237	314	43	1
238	314	43	1
229	315	43	1
238	315	43	1
245	315	43	1
204	316	43	1
223	316	43	1
230	316	43	1
227	317	43	1
242	319	43	1
226	322	43	1
215	324	43	1
220	304	44	1
211	310	44	1
224	310	44	1
223	312	44	1
219	313	44	2
211	314	44	2
237	314	44	2
222	315	44	1
230	315	44	2
238	315	44	1
222	316	44	1
227	317	44	1
230	317	44	1
223	318	44	1
223	319	44	1
228	320	44	2
216	316	45	1
