x	y	z	DNA Replication
238	287	27	1
246	287	27	1
250	287	27	1
251	287	27	1
252	287	27	1
256	287	27	1
207	288	27	1
211	288	27	2
214	288	27	1
223	288	27	1
224	288	27	1
226	288	27	1
228	288	27	1
232	288	27	1
233	288	27	1
234	288	27	1
235	288	27	2
237	288	27	1
240	288	27	4
243	288	27	3
244	288	27	1
246	288	27	1
251	288	27	1
203	289	27	3
209	289	27	1
219	289	27	1
223	289	27	1
225	289	27	1
231	289	27	3
232	289	27	1
234	289	27	1
238	289	27	1
239	289	27	1
254	289	27	1
256	289	27	1
207	290	27	3
221	290	27	1
222	290	27	2
226	290	27	1
232	290	27	1
233	290	27	1
234	290	27	1
237	290	27	2
239	290	27	2
241	290	27	1
244	290	27	1
247	290	27	1
252	290	27	2
222	291	27	3
224	291	27	1
227	291	27	1
229	291	27	1
234	291	27	1
239	291	27	2
240	291	27	1
241	291	27	1
246	291	27	1
248	291	27	1
249	291	27	1
257	291	27	1
211	292	27	1
213	292	27	1
218	292	27	1
219	292	27	1
220	292	27	1
225	292	27	1
226	292	27	1
227	292	27	1
229	292	27	1
230	292	27	3
235	292	27	1
237	292	27	1
238	292	27	1
241	292	27	1
246	292	27	2
251	292	27	1
252	292	27	2
254	292	27	2
219	293	27	1
223	293	27	2
224	293	27	2
226	293	27	2
227	293	27	1
234	293	27	1
237	293	27	3
238	293	27	1
240	293	27	2
242	293	27	3
245	293	27	1
251	293	27	1
253	293	27	1
211	294	27	3
219	294	27	3
225	294	27	3
226	294	27	1
235	294	27	1
236	294	27	2
248	294	27	1
249	294	27	1
251	294	27	1
252	294	27	1
253	294	27	1
255	294	27	1
257	294	27	1
218	295	27	1
220	295	27	1
221	295	27	1
241	295	27	2
246	295	27	1
248	295	27	1
249	295	27	1
252	295	27	1
255	295	27	2
221	296	27	1
239	296	27	2
241	296	27	1
244	296	27	2
246	296	27	1
247	296	27	1
249	296	27	1
255	296	27	1
217	297	27	1
220	297	27	1
221	297	27	1
243	297	27	1
245	297	27	2
246	297	27	1
252	297	27	1
221	298	27	1
226	298	27	1
243	298	27	1
215	299	27	1
223	299	27	1
229	299	27	1
230	299	27	1
237	299	27	1
239	299	27	1
241	299	27	1
246	299	27	2
248	299	27	2
226	300	27	1
227	300	27	4
228	300	27	1
237	300	27	1
240	300	27	1
244	300	27	1
247	300	27	2
248	300	27	1
224	301	27	1
234	301	27	1
236	301	27	1
237	301	27	2
238	301	27	1
241	301	27	1
245	301	27	1
247	301	27	1
234	302	27	1
235	302	27	1
237	302	27	2
239	302	27	2
244	302	27	2
241	303	27	2
236	304	27	1
237	304	27	1
243	304	27	1
244	304	27	1
235	305	27	1
231	264	28	1
232	266	28	1
231	267	28	1
238	268	28	1
236	269	28	1
235	270	28	1
238	270	28	1
236	271	28	2
237	271	28	3
235	275	28	1
233	276	28	1
237	276	28	1
238	276	28	1
235	277	28	1
236	277	28	1
236	278	28	1
210	279	28	1
248	279	28	1
235	280	28	1
239	280	28	2
241	280	28	1
210	281	28	1
235	281	28	2
250	281	28	1
246	282	28	1
237	283	28	2
247	283	28	1
254	283	28	1
246	284	28	1
250	284	28	2
238	285	28	1
240	285	28	4
242	285	28	1
237	286	28	1
247	286	28	1
246	287	28	1
248	287	28	1
242	288	28	1
245	288	28	1
227	289	28	1
228	289	28	1
231	289	28	1
246	289	28	1
226	290	28	1
240	290	28	1
242	290	28	2
226	291	28	2
239	291	28	1
247	291	28	1
248	291	28	2
249	291	28	1
250	291	28	1
239	292	28	1
241	292	28	1
242	292	28	1
247	292	28	2
248	293	28	1
249	293	28	1
242	294	28	1
245	294	28	1
249	294	28	1
250	294	28	1
239	297	28	1
245	297	28	1
240	298	28	3
236	300	28	1
240	300	28	1
229	255	29	1
182	257	29	1
235	257	29	1
181	258	29	2
228	258	29	4
233	258	29	1
235	258	29	2
182	259	29	2
229	259	29	1
230	259	29	1
234	260	29	1
240	260	29	2
187	261	29	1
199	261	29	1
227	261	29	1
229	261	29	1
231	261	29	1
221	262	29	4
227	262	29	1
222	263	29	1
231	263	29	1
234	263	29	1
245	263	29	1
248	263	29	1
178	264	29	1
216	264	29	1
226	264	29	1
229	264	29	1
230	264	29	1
232	264	29	1
237	264	29	1
238	264	29	1
245	264	29	1
215	265	29	3
226	265	29	1
233	265	29	1
234	265	29	1
238	265	29	1
239	265	29	1
249	265	29	1
197	266	29	1
236	266	29	1
245	266	29	1
250	266	29	1
199	267	29	1
226	267	29	1
230	267	29	1
232	267	29	2
234	267	29	1
235	267	29	1
236	267	29	2
194	268	29	1
217	268	29	2
236	268	29	1
244	268	29	1
180	269	29	1
237	269	29	1
240	269	29	3
249	269	29	1
175	270	29	2
196	270	29	1
200	270	29	1
215	270	29	1
235	270	29	1
237	270	29	2
250	270	29	1
173	271	29	2
237	271	29	1
249	271	29	2
213	272	29	2
214	272	29	1
224	272	29	1
232	272	29	2
238	272	29	1
245	272	29	2
251	272	29	1
211	273	29	1
236	273	29	2
240	274	29	1
247	274	29	1
184	275	29	1
231	275	29	1
235	275	29	1
236	275	29	2
241	275	29	1
205	276	29	3
208	276	29	1
233	276	29	1
234	276	29	1
246	276	29	1
248	276	29	1
249	276	29	3
250	276	29	1
252	276	29	1
205	277	29	2
234	277	29	1
239	277	29	1
251	277	29	1
204	278	29	1
235	278	29	1
236	278	29	3
239	278	29	1
234	279	29	1
235	279	29	1
236	279	29	1
238	279	29	1
246	279	29	4
248	279	29	1
252	279	29	1
256	279	29	1
205	280	29	1
234	280	29	1
235	280	29	2
237	280	29	1
238	280	29	2
245	280	29	2
246	280	29	1
247	280	29	1
250	280	29	1
251	280	29	1
254	280	29	1
214	281	29	1
235	281	29	1
241	281	29	1
249	281	29	3
233	282	29	1
235	282	29	2
241	282	29	1
248	282	29	2
249	282	29	3
250	282	29	1
209	283	29	3
215	283	29	1
236	283	29	1
237	283	29	1
241	283	29	1
244	283	29	1
245	283	29	2
246	283	29	1
247	283	29	1
248	283	29	1
250	283	29	1
251	283	29	2
211	284	29	1
232	284	29	1
234	284	29	3
237	284	29	1
238	284	29	2
240	284	29	1
243	284	29	1
246	284	29	1
248	284	29	1
249	284	29	2
256	284	29	1
226	285	29	1
233	285	29	1
240	285	29	1
243	285	29	2
244	285	29	2
247	285	29	1
248	285	29	2
253	285	29	2
232	286	29	2
235	286	29	1
240	286	29	1
242	286	29	2
249	286	29	2
252	286	29	1
231	287	29	1
232	287	29	4
233	287	29	1
234	287	29	1
240	287	29	1
246	287	29	1
247	287	29	1
224	288	29	1
225	288	29	2
226	288	29	1
232	288	29	1
236	288	29	4
241	288	29	2
243	288	29	1
244	288	29	1
245	288	29	2
246	288	29	1
249	288	29	1
253	288	29	1
224	289	29	1
225	289	29	1
227	289	29	1
228	289	29	2
236	289	29	2
244	289	29	1
247	289	29	1
227	290	29	1
228	290	29	1
237	290	29	1
238	290	29	1
239	290	29	1
240	290	29	1
243	290	29	3
245	290	29	1
224	291	29	1
225	291	29	1
239	291	29	1
247	291	29	1
251	291	29	1
242	292	29	1
227	293	29	1
246	293	29	1
247	293	29	2
249	293	29	1
252	293	29	1
224	294	29	1
236	294	29	1
244	294	29	1
220	295	29	1
221	295	29	1
243	295	29	1
245	295	29	1
247	295	29	1
219	296	29	1
223	296	29	3
239	296	29	1
246	296	29	1
252	296	29	1
253	296	29	1
255	296	29	2
227	297	29	1
238	297	29	1
239	297	29	1
240	297	29	1
241	297	29	1
243	297	29	1
219	298	29	1
226	298	29	2
238	298	29	1
239	298	29	1
245	298	29	1
247	298	29	2
248	298	29	2
226	299	29	1
239	299	29	1
240	299	29	2
241	299	29	3
252	299	29	2
221	300	29	1
225	300	29	1
226	300	29	1
227	300	29	1
237	300	29	1
239	300	29	1
240	300	29	1
247	300	29	1
223	301	29	1
224	301	29	1
230	301	29	1
236	301	29	1
241	301	29	2
247	301	29	2
235	302	29	1
240	303	29	1
237	304	29	2
229	250	30	1
233	252	30	1
232	253	30	1
237	253	30	1
232	254	30	1
233	254	30	1
235	254	30	1
236	254	30	1
238	254	30	1
227	255	30	2
229	255	30	2
234	255	30	1
236	255	30	3
204	256	30	1
229	256	30	1
190	257	30	1
230	257	30	1
237	257	30	1
239	257	30	1
175	258	30	1
203	258	30	2
226	258	30	1
227	258	30	2
228	258	30	1
229	258	30	1
231	258	30	2
236	258	30	1
238	258	30	1
175	259	30	3
183	259	30	1
214	259	30	1
216	259	30	1
219	259	30	1
222	259	30	1
226	259	30	1
227	259	30	1
229	259	30	2
186	260	30	4
190	260	30	1
206	260	30	1
225	260	30	1
231	260	30	1
232	260	30	1
235	260	30	2
236	260	30	2
237	260	30	3
240	260	30	1
186	261	30	2
187	261	30	1
194	261	30	2
199	261	30	1
215	261	30	1
216	261	30	3
217	261	30	1
224	261	30	2
226	261	30	2
227	261	30	2
229	261	30	1
230	261	30	1
231	261	30	2
239	261	30	1
241	261	30	1
244	261	30	1
246	261	30	1
193	262	30	2
206	262	30	1
218	262	30	2
226	262	30	1
230	262	30	2
231	262	30	1
233	262	30	1
251	262	30	2
182	263	30	1
186	263	30	2
188	263	30	1
189	263	30	1
197	263	30	1
210	263	30	1
215	263	30	2
228	263	30	1
230	263	30	1
232	263	30	2
233	263	30	1
249	263	30	1
178	264	30	1
195	264	30	2
211	264	30	2
225	264	30	1
230	264	30	1
232	264	30	1
238	264	30	1
239	264	30	1
240	264	30	2
245	264	30	1
246	264	30	2
250	264	30	2
196	265	30	1
208	265	30	1
210	265	30	2
212	265	30	2
214	265	30	2
216	265	30	1
224	265	30	1
228	265	30	1
229	265	30	2
231	265	30	1
234	265	30	1
246	265	30	2
247	265	30	1
184	266	30	4
187	266	30	2
194	266	30	1
211	266	30	1
212	266	30	1
219	266	30	3
231	266	30	1
232	266	30	2
239.5	266.5	30.5	1
247	266	30	2
249	266	30	1
176	267	30	2
182	267	30	2
183	267	30	1
189	267	30	1
192	267	30	2
194	267	30	2
198	267	30	1
199	267	30	1
209	267	30	1
214	267	30	1
228	267	30	1
236	267	30	1
244	267	30	1
247	267	30	2
172	268	30	1
191	268	30	1
195	268	30	2
196	268	30	2
206	268	30	2
214	268	30	2
216	268	30	1
226	268	30	1
228	268	30	3
230	268	30	2
240	268	30	2
241	268	30	1
246	268	30	2
247	268	30	1
248	268	30	1
250	268	30	1
177	269	30	1
178	269	30	1
193	269	30	1
199	269	30	1
214	269	30	1
215	269	30	1
219	269	30	2
240	269	30	2
242	269	30	1
243	269	30	1
250	269	30	1
178	270	30	1
181	270	30	1
183	270	30	2
196	270	30	1
197	270	30	1
207	270	30	2
215	270	30	1
232	270	30	1
233	270	30	1
234	270	30	2
235	270	30	1
244	270	30	1
245	270	30	3
249	270	30	1
176	271	30	2
181	271	30	1
185	271	30	3
187	271	30	1
193	271	30	2
199	271	30	1
204	271	30	1
207	271	30	1
208	271	30	1
212	271	30	1
216	271	30	1
232	271	30	1
238	271	30	1
239	271	30	1
243	271	30	1
247	271	30	1
249	271	30	1
181	272	30	1
182	272	30	2
185	272	30	1
197	272	30	1
203	272	30	1
207	272	30	2
216	272	30	3
242	272	30	1
247	272	30	1
181	273	30	1
182	273	30	1
183	273	30	1
203	273	30	1
206	273	30	1
213	273	30	2
227	273	30	1
231	273	30	1
232	273	30	1
235	273	30	2
236	273	30	1
239	273	30	1
246	273	30	1
177	274	30	3
180	274	30	1
181	274	30	1
182	274	30	1
183	274	30	1
203	274	30	2
208	274	30	2
209	274	30	1
229	274	30	1
233	274	30	1
234	274	30	1
236	274	30	2
238	274	30	1
239	274	30	1
241	274	30	2
244	274	30	2
247	274	30	1
179	275	30	1
182	275	30	3
184	275	30	1
213	275	30	1
215	275	30	1
233	275	30	1
235	275	30	1
242	275	30	1
244	275	30	3
251	275	30	1
179	276	30	1
206	276	30	2
207	276	30	1
232	276	30	2
233	276	30	3
238	276	30	1
240	276	30	4
248	276	30	2
250	276	30	1
180	277	30	1
206	277	30	1
208	277	30	1
232	277	30	1
241	277	30	1
245	277	30	1
247	277	30	1
249	277	30	1
250	277	30	1
175	278	30	1
205	278	30	1
206	278	30	1
208	278	30	3
226	278	30	1
235	278	30	2
237	278	30	2
238	278	30	3
246	278	30	1
248	278	30	1
249	278	30	1
250	278	30	1
206	279	30	1
219	279	30	2
221	279	30	1
234	279	30	3
235	279	30	1
236	279	30	1
237	279	30	1
239	279	30	2
240	279	30	2
243	279	30	2
244	279	30	1
246	279	30	1
248	279	30	1
250	279	30	1
251	279	30	1
176	280	30	1
206	280	30	2
219	280	30	1
226	280	30	1
232	280	30	1
235	280	30	1
236	280	30	1
245	280	30	1
247	280	30	2
249	280	30	1
252	280	30	1
173	281	30	2
179	281	30	1
218	281	30	1
233	281	30	1
237	281	30	1
239	281	30	1
241	281	30	3
243	281	30	1
245	281	30	1
251	281	30	1
252	281	30	1
254	281	30	2
172	282	30	1
177	282	30	1
179	282	30	2
181	282	30	1
182	282	30	1
187	282	30	1
219	282	30	1
221	282	30	2
232	282	30	1
233	282	30	2
234	282	30	1
236	282	30	1
237	282	30	1
238	282	30	1
239	282	30	1
240	282	30	1
247	282	30	1
254	282	30	1
256	282	30	1
179	283	30	1
219	283	30	1
220	283	30	1
223	283	30	1
238	283	30	2
240	283	30	1
242	283	30	1
250	283	30	1
173	284	30	1
177	284	30	1
180	284	30	1
181	284	30	2
219	284	30	1
221	284	30	1
225	284	30	1
233	284	30	2
242	284	30	2
243	284	30	1
244	284	30	1
251	284	30	1
253	284	30	2
254	284	30	1
256	284	30	1
258	284	30	1
211	285	30	1
222.5	285.5	30.5	1
223	285	30	2
226	285	30	1
229	285	30	1
245	285.666666666667	31	1
256	285	30	1
180	286	30	1
219	286	30	3
223	286	30	1
227	286	30	1
229	286	30	2
234	286	30	1
236	286	30	1
238	286	30	1
241	286	30	1
246	286	30	1
248	286	30	2
249	286	30	2
250	286	30	2
251	286	30	1
256	286	30	1
219	287	30	2
222	287	30	1
224	287	30	1
228	287	30	1
238.5	287.5	30.5	2
241	287	30	2
244	287	30	1
246	287	30	1
248	287	30	1
254	287	30	1
255	287	30	1
223	288	30	1
225	288	30	1
228	288	30	1
231	288	30	4
234	288	30	2
235	288	30	1
236	288	30	1
237	288	30	2
239	288	30	1
241	288	30	1
243	288	30	1
246	288	30	1
247	288	30	1
248	288	30	1
249	288	30	1
184	289	30	1
200	289	30	2
221	289	30	1
222	289	30	1
223	289	30	1
224	289	30	1
226	289	30	1
232	289	30	1
233	289	30	2
234	289	30	1
237	289	30	1
238	289	30	2
240	289	30	2
243	289	30	1
245	289	30	1
246	289	30	1
247	289	30	1
252	289	30	1
220	290	30	2
222	290	30	1
224	290	30	1
227	290	30	2
233	290	30	1
235	290	30	1
239	290	30	1
241	290	30	1
245	290	30	1
253	290	30	1
257	290	30	2
197	291	30	1
225	291	30	2
226	291	30	1
229	291	30	1
232	291	30	1
238	291	30	1
244	291	30	1
245	291	30	1
246	291	30	2
247	291	30	1
248	291	30	2
251	291	30	1
258	291	30	1
194	292	30	3
197	292	30	1
199	292	30	3
213	292	30	1
220	292	30	1
223	292	30	1
227	292	30	1
228	292	30	1
230	292	30	1
232	292	30	1
236	292	30	1
243	292	30	1
245	292	30	1
246	292	30	2
248	292	30	2
219	293	30	2
220	293	30	1
224	293	30	1
225	293	30	1
227	293	30	2
234	293	30	2
239	293	30	1
240	293	30	2
243	293	30	1
245	293	30	3
247	293	30	1
249	293	30	1
250	293	30	1
251	293	30	1
220	294	30	1
221	294	30	1
225	294	30	1
226	294	30	1
227	294	30	1
232	294	30	1
235	294	30	3
236	294	30	1
241	294	30	4
243	294	30	2
246	294	30	1
250	294	30	1
252	294	30	1
254	294	30	1
220	295	30	2
221	295	30	1
222	295	30	3
224	295	30	2
225	295	30	1
243	295	30	2
251	295	30	1
254	295	30	1
257	295	30	1
220	296	30	1
226	296	30	1
228	296	30	1
234	296	30	1
243	296	30	1
246	296	30	2
247	296	30	1
220	297	30	1
238	297	30	1
239	297	30	1
240	297	30	1
241	297	30	1
243	297	30	1
245	297	30	1
248	297	30	1
250	297	30	1
252	297	30	1
215	298	30	1
220	298	30	1
221	298	30	1
224	298	30	1
225	298	30	1
227	298	30	1
229	298	30	1
231	298	30	1
232	298	30	1
233	298	30	2
235	298	30	1
236	298	30	1
237	298	30	2
241	298	30	2
248	298	30	2
250	298	30	1
251	298	30	1
252	298	30	1
215	299	30	1
221	299	30	1
227	299	30	2
230	299	30	1
231	299	30	1
236	299	30	1
240	299	30	2
242	299	30	1
247	299	30	2
252	299	30	2
214	300	30	1
218	300	30	1
222	300	30	1
228	300	30	1
233	300	30	1
242	300	30	1
249	300	30	1
251	300	30	3
223	301	30	1
224	301	30	1
225	301	30	1
230	301	30	1
235	301	30	2
237	301	30	1
244	301	30	1
245	301	30	2
246	301	30	1
249	301	30	2
223	302	30	1
226	302	30	2
231	302	30	1
237	302	30	1
240	302	30	1
242	302	30	1
223	303	30	2
225	303	30	1
238	303	30	1
239	303	30	1
243	303	30	3
246	303	30	1
234	304	30	1
236	304	30	1
237	304	30	3
238	304	30	1
240	304	30	2
242	304	30	1
237	305	30	1
240	305	30	1
240	306	30	1
224	250	31	1
226	250	31	1
227	250	31	2
235	250	31	2
216	252	31	1
225	252	31	1
229	252	31	1
235	252	31	1
239	252	31	3
193	253	31	1
217	253	31	1
228	253	31	1
232	253	31	2
193	254	31	1
226	254	31	1
229	254	31	1
232	254	31	1
226	255	31	1
230	255	31	1
240	255	31	3
207	256	31	1
215	256	31	1
216	256	31	1
