Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
71,obj72-val37221,37221,0,233.0,277.0,25.0,233.0,277.0,25.0,233,277,25,233,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
72,obj73-val37222,37222,0,234.0,277.0,25.0,234.0,277.0,25.0,234,277,25,234,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
73,obj74-val37223,37223,0,235.0,277.0,25.0,235.0,277.0,25.0,235,277,25,235,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
74,obj75-val37224,37224,0,236.0,277.0,25.0,236.0,277.0,25.0,236,277,25,236,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
75,obj76-val37225,37225,0,237.0,277.0,25.0,237.0,277.0,25.0,237,277,25,237,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
76,obj77-val37226,37226,0,247.0,277.0,25.0,247.0,277.0,25.0,247,277,25,247,277,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
77,obj78-val37227,37227,0,231.0,278.0,25.0,231.0,278.0,25.0,231,278,25,231,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
78,obj79-val37228,37228,0,232.0,278.0,25.0,232.0,278.0,25.0,232,278,25,232,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
79,obj80-val37229,37229,0,233.0,278.0,25.0,233.0,278.0,25.0,233,278,25,233,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
80,obj81-val37230,37230,0,234.0,278.0,25.0,234.0,278.0,25.0,234,278,25,234,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
81,obj82-val37231,37231,0,236.0,278.0,25.0,236.0,278.0,25.0,236,278,25,236,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
82,obj83-val37232,37232,0,237.0,278.0,25.0,237.0,278.0,25.0,237,278,25,237,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
83,obj84-val37233,37233,0,238.0,278.0,25.0,238.0,278.0,25.0,238,278,25,238,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
84,obj85-val37234,37234,0,239.0,278.0,25.0,239.0,278.0,25.0,239,278,25,239,278,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
85,obj86-val37235,37235,0,231.0,279.0,25.0,231.0,279.0,25.0,231,279,25,231,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
86,obj87-val37236,37236,0,232.0,279.0,25.0,232.0,279.0,25.0,232,279,25,232,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
87,obj88-val37237,37237,0,233.0,279.0,25.0,233.0,279.0,25.0,233,279,25,233,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
88,obj89-val37238,37238,0,234.0,279.0,25.0,234.0,279.0,25.0,234,279,25,234,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
89,obj90-val37239,37239,0,235.0,279.0,25.0,235.0,279.0,25.0,235,279,25,235,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
90,obj91-val37240,37240,0,236.0,279.0,25.0,236.0,279.0,25.0,236,279,25,236,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
91,obj92-val37241,37241,0,237.0,279.0,25.0,237.0,279.0,25.0,237,279,25,237,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
92,obj93-val37242,37242,0,238.0,279.0,25.0,238.0,279.0,25.0,238,279,25,238,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
93,obj94-val37243,37243,0,239.0,279.0,25.0,239.0,279.0,25.0,239,279,25,239,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
94,obj95-val37244,37244,0,240.0,279.0,25.0,240.0,279.0,25.0,240,279,25,240,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
95,obj96-val37245,37245,0,241.0,279.0,25.0,241.0,279.0,25.0,241,279,25,241,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
96,obj97-val37246,37246,0,247.0,279.0,25.0,247.0,279.0,25.0,247,279,25,247,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
97,obj98-val37247,37247,0,249.0,279.0,25.0,249.0,279.0,25.0,249,279,25,249,279,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
98,obj99-val37248,37248,0,232.0,280.0,25.0,232.0,280.0,25.0,232,280,25,232,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
99,obj100-val37249,37249,0,233.0,280.0,25.0,233.0,280.0,25.0,233,280,25,233,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
100,obj101-val37250,37250,0,234.0,280.0,25.0,234.0,280.0,25.0,234,280,25,234,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
101,obj102-val37251,37251,0,236.0,280.0,25.0,236.0,280.0,25.0,236,280,25,236,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
102,obj103-val37252,37252,0,239.0,280.0,25.0,239.0,280.0,25.0,239,280,25,239,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
103,obj104-val37253,37253,0,241.0,280.0,25.0,241.0,280.0,25.0,241,280,25,241,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
104,obj105-val37254,37254,0,245.0,280.0,25.0,245.0,280.0,25.0,245,280,25,245,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
105,obj106-val37255,37255,0,248.0,280.0,25.0,248.0,280.0,25.0,248,280,25,248,280,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
106,obj107-val37256,37256,0,231.0,281.0,25.0,231.0,281.0,25.0,231,281,25,231,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
107,obj108-val37257,37257,0,234.0,281.0,25.0,234.0,281.0,25.0,234,281,25,234,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
108,obj109-val37258,37258,0,235.0,281.0,25.0,235.0,281.0,25.0,235,281,25,235,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
109,obj110-val37259,37259,0,237.0,281.0,25.0,237.0,281.0,25.0,237,281,25,237,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
110,obj111-val37260,37260,0,240.0,281.0,25.0,240.0,281.0,25.0,240,281,25,240,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
111,obj112-val37261,37261,0,241.0,281.0,25.0,241.0,281.0,25.0,241,281,25,241,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
112,obj113-val37262,37262,0,243.0,281.0,25.0,243.0,281.0,25.0,243,281,25,243,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
113,obj114-val37263,37263,0,245.0,281.0,25.0,245.0,281.0,25.0,245,281,25,245,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
114,obj115-val37264,37264,0,248.0,281.0,25.0,248.0,281.0,25.0,248,281,25,248,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
115,obj116-val37265,37265,0,249.0,281.0,25.0,249.0,281.0,25.0,249,281,25,249,281,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
116,obj117-val37266,37266,0,214.0,282.0,25.0,214.0,282.0,25.0,214,282,25,214,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
117,obj118-val37267,37267,0,231.0,282.0,25.0,231.0,282.0,25.0,231,282,25,231,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
118,obj119-val37268,37268,0,232.0,282.0,25.0,232.0,282.0,25.0,232,282,25,232,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
119,obj120-val37269,37269,0,233.0,282.0,25.0,233.0,282.0,25.0,233,282,25,233,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
120,obj121-val37270,37270,0,234.0,282.0,25.0,234.0,282.0,25.0,234,282,25,234,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
121,obj122-val37271,37271,0,235.0,282.0,25.0,235.0,282.0,25.0,235,282,25,235,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
122,obj123-val37272,37272,0,237.0,282.0,25.0,237.0,282.0,25.0,237,282,25,237,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
123,obj124-val37273,37273,0,238.0,282.0,25.0,238.0,282.0,25.0,238,282,25,238,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
124,obj125-val37274,37274,0,239.0,282.0,25.0,239.0,282.0,25.0,239,282,25,239,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
125,obj126-val37275,37275,0,240.0,282.0,25.0,240.0,282.0,25.0,240,282,25,240,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
126,obj127-val37276,37276,0,245.0,282.0,25.0,245.0,282.0,25.0,245,282,25,245,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
127,obj128-val37277,37277,0,247.0,282.0,25.0,247.0,282.0,25.0,247,282,25,247,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
128,obj129-val37278,37278,0,248.0,282.0,25.0,248.0,282.0,25.0,248,282,25,248,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
129,obj130-val37279,37279,0,249.0,282.0,25.0,249.0,282.0,25.0,249,282,25,249,282,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
130,obj131-val37280,37280,0,230.0,283.0,25.0,230.0,283.0,25.0,230,283,25,230,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
131,obj132-val37281,37281,0,231.0,283.0,25.0,231.0,283.0,25.0,231,283,25,231,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
132,obj133-val37282,37282,0,232.0,283.0,25.0,232.0,283.0,25.0,232,283,25,232,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
133,obj134-val37283,37283,0,233.0,283.0,25.0,233.0,283.0,25.0,233,283,25,233,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
134,obj135-val37284,37284,0,234.0,283.0,25.0,234.0,283.0,25.0,234,283,25,234,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
135,obj136-val37285,37285,0,235.0,283.0,25.0,235.0,283.0,25.0,235,283,25,235,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
136,obj137-val37286,37286,0,236.0,283.0,25.0,236.0,283.0,25.0,236,283,25,236,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
137,obj138-val37287,37287,0,237.0,283.0,25.0,237.0,283.0,25.0,237,283,25,237,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
138,obj139-val37288,37288,0,238.0,283.0,25.0,238.0,283.0,25.0,238,283,25,238,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
139,obj140-val37289,37289,0,239.0,283.0,25.0,239.0,283.0,25.0,239,283,25,239,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
140,obj141-val37290,37290,0,240.0,283.0,25.0,240.0,283.0,25.0,240,283,25,240,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
141,obj142-val37291,37291,0,241.0,283.0,25.0,241.0,283.0,25.0,241,283,25,241,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
142,obj143-val37292,37292,0,243.0,283.0,25.0,243.0,283.0,25.0,243,283,25,243,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
143,obj144-val37293,37293,0,245.0,283.0,25.0,245.0,283.0,25.0,245,283,25,245,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
144,obj145-val37294,37294,0,246.0,283.0,25.0,246.0,283.0,25.0,246,283,25,246,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
145,obj146-val37295,37295,0,247.0,283.0,25.0,247.0,283.0,25.0,247,283,25,247,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
146,obj147-val37296,37296,0,249.0,283.0,25.0,249.0,283.0,25.0,249,283,25,249,283,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
147,obj148-val37297,37297,0,213.0,284.0,25.0,213.0,284.0,25.0,213,284,25,213,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
148,obj149-val37298,37298,0,233.0,284.0,25.0,233.0,284.0,25.0,233,284,25,233,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
149,obj150-val37299,37299,0,234.0,284.0,25.0,234.0,284.0,25.0,234,284,25,234,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
150,obj151-val37300,37300,0,235.0,284.0,25.0,235.0,284.0,25.0,235,284,25,235,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
151,obj152-val37301,37301,0,236.0,284.0,25.0,236.0,284.0,25.0,236,284,25,236,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
152,obj153-val37302,37302,0,237.0,284.0,25.0,237.0,284.0,25.0,237,284,25,237,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
153,obj154-val37303,37303,0,241.0,284.0,25.0,241.0,284.0,25.0,241,284,25,241,284,25,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
