Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
6316,obj6317-val43466,43466,0,244.0,287.0,32.0,244.0,287.0,32.0,244,287,32,244,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6317,obj6318-val43467,43467,0,245.0,287.0,32.0,245.0,287.0,32.0,245,287,32,245,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6318,obj6319-val43468,43468,0,246.0,287.0,32.0,246.0,287.0,32.0,246,287,32,246,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6319,obj6320-val43469,43469,0,247.0,287.0,32.0,247.0,287.0,32.0,247,287,32,247,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6320,obj6321-val43470,43470,0,248.0,287.0,32.0,248.0,287.0,32.0,248,287,32,248,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6321,obj6322-val43471,43471,0,249.0,287.0,32.0,249.0,287.0,32.0,249,287,32,249,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6322,obj6323-val43472,43472,0,250.0,287.0,32.0,250.0,287.0,32.0,250,287,32,250,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6323,obj6324-val43473,43473,0,254.0,287.0,32.0,254.0,287.0,32.0,254,287,32,254,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6324,obj6325-val43474,43474,0,255.0,287.0,32.0,255.0,287.0,32.0,255,287,32,255,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6325,obj6326-val43475,43475,0,256.0,287.0,32.0,256.0,287.0,32.0,256,287,32,256,287,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6326,obj6327-val43476,43476,0,201.0,288.0,32.0,201.0,288.0,32.0,201,288,32,201,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6327,obj6328-val43477,43477,0,202.0,288.0,32.0,202.0,288.0,32.0,202,288,32,202,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6328,obj6329-val43478,43478,0,203.0,288.0,32.0,203.0,288.0,32.0,203,288,32,203,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6329,obj6330-val43479,43479,0,220.0,288.0,32.0,220.0,288.0,32.0,220,288,32,220,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6330,obj6331-val43480,43480,0,221.0,288.0,32.0,221.0,288.0,32.0,221,288,32,221,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6331,obj6332-val43481,43481,0,222.0,288.0,32.0,222.0,288.0,32.0,222,288,32,222,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6332,obj6333-val43482,43482,0,223.0,288.0,32.0,223.0,288.0,32.0,223,288,32,223,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6333,obj6334-val43483,43483,0,225.0,288.0,32.0,225.0,288.0,32.0,225,288,32,225,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6334,obj6335-val43484,43484,0,226.0,288.0,32.0,226.0,288.0,32.0,226,288,32,226,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6335,obj6336-val43485,43485,0,227.0,288.0,32.0,227.0,288.0,32.0,227,288,32,227,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6336,obj6337-val43486,43486,0,229.0,288.0,32.0,229.0,288.0,32.0,229,288,32,229,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6337,obj6338-val43487,43487,0,231.0,288.0,32.0,231.0,288.0,32.0,231,288,32,231,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6338,obj6339-val43488,43488,0,232.0,288.0,32.0,232.0,288.0,32.0,232,288,32,232,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6339,obj6340-val43489,43489,0,234.0,288.0,32.0,234.0,288.0,32.0,234,288,32,234,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6340,obj6341-val43490,43490,0,235.0,288.0,32.0,235.0,288.0,32.0,235,288,32,235,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6341,obj6342-val43491,43491,0,236.0,288.0,32.0,236.0,288.0,32.0,236,288,32,236,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6342,obj6343-val43492,43492,0,237.0,288.0,32.0,237.0,288.0,32.0,237,288,32,237,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6343,obj6344-val43493,43493,0,239.0,288.0,32.0,239.0,288.0,32.0,239,288,32,239,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6344,obj6345-val43494,43494,0,240.0,288.0,32.0,240.0,288.0,32.0,240,288,32,240,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6345,obj6346-val43495,43495,0,242.0,288.0,32.0,242.0,288.0,32.0,242,288,32,242,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6346,obj6347-val43496,43496,0,243.0,288.0,32.0,243.0,288.0,32.0,243,288,32,243,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6347,obj6348-val43497,43497,0,244.0,288.0,32.0,244.0,288.0,32.0,244,288,32,244,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6348,obj6349-val43498,43498,0,245.0,288.0,32.0,245.0,288.0,32.0,245,288,32,245,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6349,obj6350-val43499,43499,0,246.0,288.0,32.0,246.0,288.0,32.0,246,288,32,246,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6350,obj6351-val43500,43500,0,247.0,288.0,32.0,247.0,288.0,32.0,247,288,32,247,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6351,obj6352-val43501,43501,0,248.0,288.0,32.0,248.0,288.0,32.0,248,288,32,248,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6352,obj6353-val43502,43502,0,249.0,288.0,32.0,249.0,288.0,32.0,249,288,32,249,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6353,obj6354-val43503,43503,0,250.0,288.0,32.0,250.0,288.0,32.0,250,288,32,250,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6354,obj6355-val43504,43504,0,253.0,288.0,32.0,253.0,288.0,32.0,253,288,32,253,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6355,obj6356-val43505,43505,0,258.0,288.0,32.0,258.0,288.0,32.0,258,288,32,258,288,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6356,obj6357-val43506,43506,0,185.0,289.0,32.0,185.0,289.0,32.0,185,289,32,185,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6357,obj6358-val43507,43507,0,187.0,289.0,32.0,187.0,289.0,32.0,187,289,32,187,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6358,obj6359-val43508,43508,0,200.0,289.0,32.0,200.0,289.0,32.0,200,289,32,200,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6359,obj6360-val43509,43509,0,201.0,289.0,32.0,201.0,289.0,32.0,201,289,32,201,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6360,obj6361-val43510,43510,0,222.0,289.0,32.0,222.0,289.0,32.0,222,289,32,222,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6361,obj6362-val43511,43511,0,223.0,289.0,32.0,223.0,289.0,32.0,223,289,32,223,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6362,obj6363-val43512,43512,0,224.0,289.0,32.0,224.0,289.0,32.0,224,289,32,224,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6363,obj6364-val43513,43513,0,226.0,289.0,32.0,226.0,289.0,32.0,226,289,32,226,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6364,obj6365-val43514,43514,0,227.0,289.0,32.0,227.0,289.0,32.0,227,289,32,227,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6365,obj6366-val43515,43515,0,229.0,289.0,32.0,229.0,289.0,32.0,229,289,32,229,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6366,obj6367-val43516,43516,0,230.0,289.0,32.0,230.0,289.0,32.0,230,289,32,230,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6367,obj6368-val43517,43517,0,231.0,289.0,32.0,231.0,289.0,32.0,231,289,32,231,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6368,obj6369-val43518,43518,0,233.0,289.0,32.0,233.0,289.0,32.0,233,289,32,233,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6369,obj6370-val43519,43519,0,234.0,289.0,32.0,234.0,289.0,32.0,234,289,32,234,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6370,obj6371-val43520,43520,0,235.0,289.0,32.0,235.0,289.0,32.0,235,289,32,235,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6371,obj6372-val43521,43521,0,237.0,289.0,32.0,237.0,289.0,32.0,237,289,32,237,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6372,obj6373-val43522,43522,0,238.0,289.0,32.0,238.0,289.0,32.0,238,289,32,238,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6373,obj6374-val43523,43523,0,239.0,289.0,32.0,239.0,289.0,32.0,239,289,32,239,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6374,obj6375-val43524,43524,0,242.0,289.0,32.0,242.0,289.0,32.0,242,289,32,242,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6375,obj6376-val43525,43525,0,243.0,289.0,32.0,243.0,289.0,32.0,243,289,32,243,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6376,obj6377-val43526,43526,0,244.0,289.0,32.0,244.0,289.0,32.0,244,289,32,244,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6377,obj6378-val43527,43527,0,247.0,289.0,32.0,247.0,289.0,32.0,247,289,32,247,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6378,obj6379-val43528,43528,0,248.0,289.0,32.0,248.0,289.0,32.0,248,289,32,248,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6379,obj6380-val43529,43529,0,253.0,289.0,32.0,253.0,289.0,32.0,253,289,32,253,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6380,obj6381-val43530,43530,0,256.0,289.0,32.0,256.0,289.0,32.0,256,289,32,256,289,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6381,obj6382-val43531,43531,0,185.0,290.0,32.0,185.0,290.0,32.0,185,290,32,185,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6382,obj6383-val43532,43532,0,187.0,290.0,32.0,187.0,290.0,32.0,187,290,32,187,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6383,obj6384-val43533,43533,0,199.0,290.0,32.0,199.0,290.0,32.0,199,290,32,199,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6384,obj6385-val43534,43534,0,200.0,290.0,32.0,200.0,290.0,32.0,200,290,32,200,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6385,obj6386-val43535,43535,0,206.0,290.0,32.0,206.0,290.0,32.0,206,290,32,206,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6386,obj6387-val43536,43536,0,220.0,290.0,32.0,220.0,290.0,32.0,220,290,32,220,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6387,obj6388-val43537,43537,0,221.0,290.0,32.0,221.0,290.0,32.0,221,290,32,221,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6388,obj6389-val43538,43538,0,222.0,290.0,32.0,222.0,290.0,32.0,222,290,32,222,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6389,obj6390-val43539,43539,0,224.0,290.0,32.0,224.0,290.0,32.0,224,290,32,224,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6390,obj6391-val43540,43540,0,225.0,290.0,32.0,225.0,290.0,32.0,225,290,32,225,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6391,obj6392-val43541,43541,0,226.0,290.0,32.0,226.0,290.0,32.0,226,290,32,226,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6392,obj6393-val43542,43542,0,229.0,290.0,32.0,229.0,290.0,32.0,229,290,32,229,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6393,obj6394-val43543,43543,0,230.0,290.0,32.0,230.0,290.0,32.0,230,290,32,230,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6394,obj6395-val43544,43544,0,231.0,290.0,32.0,231.0,290.0,32.0,231,290,32,231,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6395,obj6396-val43545,43545,0,232.0,290.0,32.0,232.0,290.0,32.0,232,290,32,232,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6396,obj6397-val43546,43546,0,233.0,290.0,32.0,233.0,290.0,32.0,233,290,32,233,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
6397,obj6398-val43547,43547,0,234.0,290.0,32.0,234.0,290.0,32.0,234,290,32,234,290,32,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
