x	y	z	SLBP independent Processing of Histone Pre-mRNAs
238	267	32	1
245.5	267.5	32.5	1
225	268	32	1
176	269	32	1
248	269	32	1
252	269	32	1
176	271	32	1
237	272	32	1
241	273	32	1
213	274	32	1
241	276	32	1
203	278	32	1
249	278	32	1
242	279	32	1
243	279	32	1
238	280	32	1
241	281	32	1
182	282	32	1
245	282	32	1
253	282	32	1
179	283	32	1
251	283	32	1
240	284	32	1
242	284	32	1
182	285	32	1
178	286	32	1
237	286	32	1
249	287	32	1
254	287	32	1
243	288	32	1
248	288	32	1
224	289	32	1
245	290	32	1
231	291	32	1
233.333333333333	291.333333333333	33	1
250	292	32	1
222	293	32	1
227	293	32	1
229	293	32	1
238	294	32	1
198	296	32	1
233	296	32	1
251	296	32	1
255	296	32	1
225	297	32	1
234	297	32	1
247	297	32	1
198	298	32	1
232	298	32	1
249	298	32	1
248	300	32	1
232	303	32	1
241	303	32	1
236	304	32	1
245	304	32	1
222	306	32	1
225	308	32	1
217	253	33	1
240	253	33	1
230	257	33	1
232	258	33	1
233	260	33	1
237	260	33	1
209	261	33	1
212	262	33	1
236	262	33	1
203	263	33	1
244	263	33	1
187	266	33	1
204	266	33	1
225	268	33	1
250	268	33	1
215	269	33	1
234	270	33	1
245	270	33	1
252	270	33	1
187	271	33	1
238	271	33	1
178	272	33	1
170	274	33	1
186	275	33	1
211	275	33	1
208	276	33	1
227	277	33	1
232	278	33	1
181	279	33	1
208	279	33	1
244	279	33	1
191	280	33	1
208	280	33	1
210	280	33	1
239	280	33	1
175	281	33	1
237	282	33	1
183	283	33	1
238	283	33	1
243	283	33	1
233	284	33	1
244	284	33	1
252	284	33	1
232	285	33	1
242	285	33	1
208	286	33	1
245	288	33	1
202	290	33	1
241	290	33	1
200	291	33	1
234	291	33	1
245	291	33	1
227	292	33	1
235	292	33	1
247	292	33	1
185	293	33	1
236	294	33	1
236	299	33	1
237	302	33	1
231	303	33	1
206	304	33	1
231	304	33	1
233	305	33	1
201	307	33	1
234	311	33	1
232	253	34	1
218	255	34	1
216	256	34	1
241	257	34	1
237	258	34	1
229	259	34	1
215	260	34	1
218	260	34	1
237	260	34	1
230	261	34	1
228	262	34	1
207	263	34	1
203	265	34	1
209	265	34	1
197	266	34	1
188	267	34	1
223	267	34	1
248	267	34	1
189	268	34	1
221	268	34	1
251	268	34	1
222	269	34	1
248	269	34	1
184	270	34	1
189	270	34	1
231	270	34	1
178	271	34	1
235	271	34	1
186	272	34	1
206	272	34	1
218	272	34	1
225	272	34	2
209	274	34	1
233	274	34	1
241	274	34	1
246	274	34	1
209	275	34	1
216	275	34	1
217	275	34	1
174	276	34	1
245	277	34	1
206	278	34	1
207	278	34	1
243	279	34	1
248	279	34	1
174	280	34	2
208	280	34	1
205	281	34	1
250	281	34	1
187	282	34	1
188	282	34	1
206	282	34	1
237	283	34	1
254	284	34	1
237	285	34	1
176	286	34	1
186	286	34	1
224	286	34	1
239	286	34	1
207	287	34	1
220	287	34	1
209	288	34	1
224	288	34	1
248	288	34	1
203	289	34	1
230	290	34	1
221	291	34	1
243	292	34	1
230	293	34	1
225	294	34	1
240	295	34	1
230	296	34	1
195	297	34	1
196	297	34	1
204	297	34	1
225	300	34	1
243	300	34	1
203	306	34	1
228	306	34	1
227	310	34	1
230	311	34	1
224	312	34	1
229	312	34	1
234	314	34	1
238	315	34	1
230	248	35	1
228	250	35	1
240	257	35	1
230	259	35	1
228	260	35	1
233	260	35	1
240	260	35	1
242	261	35	1
232	265	35	1
187	266	35	1
188	266	35	1
206	266	35	1
226	266	35	1
245	266	35	1
189	268	35	1
205	268	35	1
213	268	35	1
194	269	35	1
235	269	35	1
210	270	35	1
236	270	35	1
196	271	35	1
244	272	35	1
246	272	35	1
182	273	35	1
184	273	35	1
234	273	35	1
245	273	35	1
189	275	35	1
205	275	35	1
225	275	35	1
235	275	35	1
219	276	35	1
222	276	35	1
230	277	35	1
234	277	35	1
211	279	35	1
180	280	35	1
203	280	35	1
221	280	35	1
189	282	35	1
213	282	35	1
232	283	35	1
245	283	35	1
246	283	35	1
200	284	35	1
222	284	35	1
181	286	35	1
191	286	35	1
198	286	35	1
196	287	35	1
228	289	35	1
247	289	35	1
206	290	35	1
187	291	35	1
236	291	35	1
182	292	35	1
245	292	35	1
203	293	35	1
193	295	35	1
197	296	35	1
194	297	35	1
233	300	35	1
241	301	35	1
242	303	35	1
222	305	35	1
215	311	35	1
228	311	35	1
240	311	35	1
237	312	35	1
228	313	35	1
230	315	35	1
225	253	36	1
219	256	36	1
222	258	36	1
218	261	36	1
219	261	36	1
215	264	36	1
220	264	36	1
250	264	36	1
207	265	36	1
211	265	36	1
246	265	36	1
191	266	36	1
220	266	36	1
243	266	36	1
209	268	36	1
240	268	36	1
245	268	36	1
211	269	36	1
216	269	36	1
238	269	36	1
215	271	36	1
236	271	36	1
239	271	36	1
205	273	36	1
217	273	36	1
212	274	36	1
250	274	36	1
209	275	36	1
222	276	36	1
188	278	36	1
223	279	36	1
174	280	36	1
207	283	36	1
179	284	36	1
233	284	36	1
176	285	36	1
224	285	36	1
227	285	36	1
246	287	36	1
186	288	36	1
194	288	36	1
202	288	36	1
220	288	36	1
221	288	36	1
193	289	36	1
206	289	36	1
239	290	36	1
240	290	36	1
224	291	36	1
232	291	36	1
228	292	36	1
238	292	36	1
242	292	36	1
195	293	36	1
223	293	36	1
228	293	36	1
233	294	36	1
202	296	36	1
205	296	36	1
195	297	36	1
198	297	36	1
242	297	36	1
237	300	36	1
228	309	36	1
229	311	36	1
232	312	36	1
242	314	36	1
234	316	36	1
238	319	36	1
211	264	37	1
237	264	37	1
215	266	37	1
239	269	37	1
220	271	37	1
218	277	37	1
216	279	37	1
209	280	37	1
187	285	37	1
206	286	37	1
232	288	37	1
203	289	37	1
223	289	37	1
197	290	37	1
237	290	37	1
236	292	37	1
190	293	37	1
231	295	37	1
203	296	37	1
241	296	37	1
242	301	37	1
224	306	37	1
227	312	37	1
227	313	37	1
237	316	37	1
235	318	37	1
231	322	37	1
211	268	38	1
194	269	38	1
215	271	38	1
213	276	38	1
211	277	38	1
217	278	38	1
229	283	38	1
211	284	38	1
215	284	38	2
201	285	38	1
237	286	38	1
204	287	38	1
207	287	38	1
217	287	38	1
206	290	38	1
238	290	38	1
213	292	38	1
217	293	38	1
224	293	38	1
226	293	38	1
240	295	38	1
241	296	38	1
214	299	38	1
229	305	38	1
229	313	38	1
211	315	38	1
244	316	38	1
233	318	38	1
237	319	38	1
232	320	38	1
233	320	38	1
220	323	38	1
188	269	39	1
208	278	39	1
218	280	39	1
217	281	39	1
190	283	39	1
190	291	39	1
202	291	39	1
236	292	39	1
242	292	39	1
220	293	39	1
242	294	39	1
220	295	39	1
240	296	39	1
240	297	39	1
214	298	39	1
236	299	39	1
214	300	39	2
230	300	39	2
230	301	39	1
228	302	39	1
211	306	39	1
224	307	39	1
226	307	39	1
198	310	39	2
218	313	39	1
219	314	39	1
240	315	39	1
235	318	39	1
214	274	40	1
197	284	40	1
198	296	40	1
216	297	40	1
242	305	40	1
239	308	40	1
220	311	40	1
235	311	40	1
242	312	40	1
221	313	40	1
238	315	40	1
245	315	40	1
221	319	40	1
240	320	40	1
225	307	41	1
224	309	41	1
221	311	41	1
249	314	41	1
230	315	41	1
236	316	41	1
246	318	41	1
223	309	42	1
221	313	42	2
238	316	42	1
242	316	42	1
241	311	43	1
227	317	43	1
239	311	44	1
230	321	44	1
