x	y	z	Processing of Capped Intronless Pre-mRNA
249	267	30	2
172	268	30	1
182	268	30	1
189	268	30	1
196	268	30	1
211	268	30	3
223	268	30	1
226	268	30	1
228	268	30	1
231	268	30	2
241	268	30	1
247	268	30	1
248	268	30	1
249	268	30	2
172	269	30	1
216	269	30	1
222	269	30	1
238	269	30	1
242	269	30	1
244	269	30	3
245	269	30	1
247	269	30	1
250	269	30	1
252	269	30	1
179	270	30	1
187	270	30	1
195	270	30	2
197	270	30	1
198	270	30	1
201	270	30	1
205	270	30	1
233	270	30	2
235	270	30	1
175	271	30	1
181	271	30	1
204	271	30	1
207	271	30	1
232	271	30	1
233	271	30	1
238	271	30	1
244	271	30	1
197	272	30	1
203	272	30	1
207	272	30	3
216	272	30	1
227	272	30	1
240	272	30	1
244	272	30	1
181	273	30	2
182	273	30	1
206	273	30	1
210	273	30	1
213	273	30	1
214	273	30	1
235	273	30	2
239	273	30	1
180	274	30	1
182	274	30	3
229	274	30	1
234	274	30	1
239	274	30	1
247	274	30	1
179	275	30	1
180	275	30	1
215	275	30	1
238	275	30	2
249	275	30	1
179	276	30	1
186	276	30	2
207	276	30	1
232	276	30	1
239	276	30	1
243	276	30	2
174	277	30	2
206	277	30	1
232	277	30	1
239	277	30	1
249	277	30	1
251	277	30	2
175	278	30	1
236	278	30	1
243	278	30	1
248	278	30	2
249	278	30	1
250	278	30	1
234	279	30	1
238	279	30	2
240	279	30	1
241	279	30	1
244	279	30	1
245	279	30	1
246	279	30	1
247	279	30	1
248	279	30	2
254	279	30	2
178	280	30	1
233	280	30	2
238	280	30	1
239	280	30	1
241	280	30	1
247	280	30	1
251	280	30	1
175	281	30	1
214	281	30	1
217	281	30	1
223	281	30	1
224	281	30	1
234	281	30	1
242	281	30	1
252	281	30	2
172	282	30	1
177	282	30	2
182	282	30	1
210	282	30	2
213	282	30	1
229	282	30	1
236	282	30	2
237	282	30	1
238	282	30	1
239	282	30	1
246	282	30	1
253	282	30	2
202	283	30	1
221	283	30	1
234	283	30	2
236	283	30	1
242	283	30	1
180	284	30	1
181	284	30	1
221	284	30	2
226	284	30	1
230	284	30	1
231	284	30	1
240	284	30	1
242	284	30	2
244	284	30	1
253	284	30	1
256	284	30	1
222.5	285.5	30.5	2
223	285	30	1
224	285	30	1
226	285	30	1
227	285	30	1
234	285	30	1
246	285	30	1
256	285	30	1
205	286	30	1
239	286	30	1
244	286	30	1
250	286	30	1
255	286	30	2
256	286	30	1
225	287	30	1
234	287	30	1
243	287	30	1
244	287	30	1
246	287	30	1
252	287	30	1
254	287	30	1
255	287	30	1
221	288	30	1
231	288	30	1
235	288	30	1
236	288	30	1
239	288	30	1
243	288	30	1
247	288	30	1
248	288	30	1
253	288	30	1
201	289	30	1
233	289	30	1
238	289	30	1
239	289	30	1
240	289	30	1
243	289	30	1
248	289	30	1
256	289	30	1
225	290	30	1
226	290	30	1
232	290	30	1
239	290	30	1
244	290	30	1
227	291	30	1
242	291	30	2
244	291	30	1
245	291	30	1
246	291	30	1
250	291	30	1
251	291	30	1
198	292	30	1
199	292	30	1
203	292	30	2
226	292	30	1
230	292	30	1
236	292	30	1
241	292	30	1
245	292	30	1
248	292	30	1
249	292	30	1
201	293	30	1
240	293	30	1
244	293	30	1
249	293	30	1
253	293	30	2
189	294	30	1
210	294	30	2
221	294	30	1
227	294	30	1
243	294	30	2
245	294	30	1
246	294	30	1
197	295	30	1
218	295	30	1
229	295	30	1
243	295	30	1
220	296	30	1
228	296	30	2
234	296	30	1
235	296	30	1
241	296	30	2
242	296	30	2
244	296	30	1
252	296	30	1
226	297	30	1
240	297	30	1
248	297	30	3
250	297	30	1
215	298	30	1
222	298	30	1
224	298	30	2
228	298	30	1
236	298	30	2
237	298	30	1
240	298	30	1
246	298	30	1
249	298	30	1
252	298	30	1
216	299	30	1
225	299	30	1
227	299	30	1
229	299	30	1
240	299	30	1
214	300	30	1
218	300	30	1
225	300	30	2
226	300	30	2
231	300	30	1
236	300	30	2
242	300	30	1
244	300	30	1
248	300	30	2
251	300	30	1
224	301	30	1
226	301	30	1
227	301	30	2
235	301	30	1
238	301	30	1
243	301	30	1
246	301	30	1
247	301	30	1
248	301	30	1
221	302	30	2
223	302	30	2
231	302	30	2
236	302	30	1
239	302	30	1
242	302	30	2
243	303	30	2
234	304	30	1
236	304	30	2
237	304	30	1
223	305	30	1
236	305	30	2
238	305	30	1
240	305	30	1
236	306	30	1
224	250	31	1
226	250	31	1
227	250	31	1
235	250	31	1
215	251	31	1
225	252	31	2
226	252	31	1
193	253	31	1
217	253	31	1
193	254	31	1
226	254	31	1
231	254	31	1
226	255	31	1
237	255	31	1
238	255	31	1
240	255	31	1
215	256	31	1
216	256	31	1
202	257	31	1
214	257	31	1
230	257	31	1
233	257	31	1
237	257	31	2
240	257	31	1
188	258	31	1
216	258	31	1
233	258	31	1
240	258	31	1
216	259	31	2
226	259	31	1
229	259	31	2
242	259	31	1
216	260	31	1
220	260	31	1
224	260	31	1
231	260	31	1
239	260	31	1
242	260	31	1
246	260	31	2
181	261	31	1
208	261	31	1
210	261	31	1
217	261	31	2
224	261	31	1
226	261	31	1
228	261	31	2
235	261	31	3
237	261	31	1
239	261	31	1
221	262	31	1
222	262	31	1
235	262	31	3
242	262	31	1
248	262	31	1
249	262	31	1
186	263	31	1
187	263	31	1
188	263	31	2
198	263	31	1
200	263	31	1
218	263	31	1
219	263	31	1
220	263	31	1
222	263	31	1
226	263	31	1
229	263	31	1
233	263	31	1
238	263	31	1
240	263	31	1
249	263	31	1
188	264	31	1
197	264	31	1
210	264	31	1
214	264	31	1
216	264	31	1
221	264	31	2
223	264	31	1
224	264	31	1
228	264	31	1
234	264	31	1
237	264	31	1
245	264	31	2
248	264	31	1
194	265	31	1
222	265	31	1
246	265	31	2
186	266	31	1
212	266	31	1
221	266	31	1
228	266	31	1
233	266	31	1
236	266	31	1
244	266	31	2
245	266	31	1
247	266	31	2
193	267	31	1
196	267	31	1
199	267	31	1
211	267	31	1
222	267	31	1
223	267	31	1
227	267	31	1
230	267	31	1
236	267	31	1
237	267	31	1
242	267	31	1
197	268	31	1
198	268	31	1
210	268	31	1
213	268	31	1
215	268	31	1
216	268	31	1
225	268	31	1
173	269	31	1
183	269	31	1
188	269	31	1
231	269	31	1
235	269	31	1
240	269	31	1
248	269	31	2
178	270	31	2
181	270	31	1
185	270	31	2
198	270	31	1
201	270	31	1
215	270	31	1
217	270	31	1
239	270	31	1
248	270	31	1
172	271	31	1
175	271	31	1
177	271	31	2
178	271	31	1
185	271	31	2
198	271	31	1
199	271	31	1
200	271	31	1
204	271	31	2
212	271	31	2
215	271	31	1
232	271	31	1
251	271	31	1
182	272	31	1
184	272	31	1
185	272	31	1
210	272	31	1
212	272	31	1
213	272	31	1
214	272	31	2
216	272	31	1
218	272	31	1
230	272	31	1
243	272	31	1
249	272	31	1
181	273	31	1
183	273	31	1
184	273	31	1
209	273	31	1
210	273	31	1
246	273	31	1
180	274	31	1
185	274	31	1
203	274	31	1
204	274	31	1
214	274	31	2
226	274	31	1
233	274	31	1
239	274	31	1
244	274	31	1
250	274	31	1
206	275	31	1
211	275	31	1
244	275	31	1
198	276	31	1
233	276	31	1
236	276	31	2
240	276	31	1
241	276	31	1
243	276	31	1
244	276	31	1
246	276	31	1
204	277	31	2
235	277	31	1
241	277	31	2
177	278	31	1
224	278	31	2
237	278	31	1
244	278	31	1
246	278	31	1
247	278	31	2
178	279	31	1
180	279	31	1
238	279	31	1
243	279	31	1
244	279	31	1
245	279	31	1
246	279	31	1
247	279	31	1
253	279	31	1
254	279	31	1
205	280	31	2
219	280	31	1
220	280	31	1
179	281	31	1
204	281	31	1
222	281	31	1
245	281	31	1
254	281	31	1
181	282	31	1
206	282	31	1
223	282	31	1
225	282	31	1
232	282	31	2
241	282	31	1
253	282	31	1
179	283	31	1
182	283	31	2
218	283	31	2
224	283	31	1
231	283	31	2
232	283	31	1
233	283	31	1
235	283	31	1
251	283	31	1
206	284	31	1
235	284	31	1
238	284	31	1
244	284	31	1
248	284	31	1
250	284	31	1
254	284	31	1
256	284	31	1
179	285	31	1
183	285	31	1
218	285	31	2
223	285	31	1
225	285	31	1
226	285	31	1
240	285	31	1
243	285	31	1
244	285	31	1
248	285	31	1
255	285	31	1
204	286	31	1
224	286	31	1
239	286	31	1
220	287	31	3
227	287	31	1
236	287	31	1
237	287	31	1
239	287	31	2
243	287	31	1
246	287	31	1
255	287	31	1
221	288	31	2
222	288	31	1
225	288	31	1
240.5	288.5	31.5	1
241	288	31	1
242	288	31	1
249	288	31	1
253	288	31	1
185	289	31	1
205	289	31	1
224	289	31	1
225	289	31	1
227	289	31	1
231	289	31	1
233	289	31	2
242	289	31	1
250	289	31	1
252	289	31	1
222	290	31	1
227	290	31	1
230	290	31	1
231	290	31	1
235	290	31	1
237	290	31	1
239	290	31	2
243	290	31	1
197	291	31	1
198	291	31	1
229	291	31	1
231	291	31	1
235	291	31	1
237	291	31	1
241	291	31	1
244	291	31	1
248	291	31	1
226	292	31	2
227	292	31	1
231	292	31	1
235	292	31	1
238	292	31	2
246	292	31	1
247	292	31	2
252	292	31	1
257	292	31	1
232	293	31	2
235	293	31	1
236	293	31	1
241	294	32.8	1
242	293	31	1
243	293	31	1
247	293	31	1
251	293	31	3
253	293	31	1
198	294	31	1
202	294	31	2
230	294	31	1
240	294	31	1
241	294	31	1
242	294	31	1
244	294	31	2
250	294	31	3
252	294	31	1
253	294	31	1
198	295	31	1
202	295	31	1
222	295	31	1
231	295	31	1
248	295	31	2
249	295	31	1
257	295	31	2
200	296	31	1
223	296	31	1
228	296	31	1
235	296	31	1
221	297	31	1
223	297	31	1
224	297	31	1
225	297	31	1
230	297	31	2
231	297	31	1
241	297	31	1
242	297	31	1
243	297	31	1
252	297	31	1
226	298	31	1
245	298	31	1
248	298	31	1
253	298	31	2
221	299	31	1
224	299	31	1
230	299	31	1
233	299	31	1
236	299	31	1
237	299	31	1
243	299	31	1
245	299	31	1
246	299	31	1
251	299	31	1
218	300	31	1
223	300	31	1
224	300	31	1
225	300	31	1
226	300	31	1
227	300	31	2
230	300	31	3
232	300	31	1
241	300	31	1
244	300	31	1
247	300	31	1
249	300	31	1
216	301	31	1
225	301	31	2
226	301	31	1
228	301	31	1
229	301	31	1
230	301	31	2
234	301	31	1
236	301	31	1
247	301	31	1
248	301	31	1
249	301	31	1
222	302	31	2
224	302	31	1
231	302	31	1
232	302	31	1
243	302	31	2
245	302	31	1
246	302	31	1
239	303	31	1
242	303	31	1
244	303	31	1
237	304	31	1
238	304	31	1
244	304	31	2
226	309	31	1
216	252	32	2
217	252	32	1
231	252	32	1
235	252	32	2
217	253	32	1
218	253	32	1
229	253	32	1
237	253	32	1
216	254	32	1
226	254	32	1
227	254	32	1
236	254	32	1
219	255	32	1
226	255	32	2
234	255	32	1
236	255	32	2
210	256	32	2
215	256	32	1
227	256	32	1
234	256	32	1
237	256	32	1
240	256	32	1
193	257	32	1
202	257	32	1
218	257	32	1
219	257	32	1
221	257	32	1
229	257	32	2
232	257	32	1
238	257	32	1
182	258	32	1
207	258	32	1
213	258	32	1
231	258	32	1
233	258	32	1
239	258	32	1
240	258	32	1
209	259	32	1
211	259	32	1
219	259	32	1
222	259	32	1
242	259	32	1
243	259	32	1
244	259	32	1
182	260	32	1
203	260	32	1
218	260	32	2
222	260	32	1
230	260	32	1
236	260	32	1
240	260	32	1
246	260	32	3
248	260	32	2
219	261	32	2
222	261	32	1
226	261	32	1
228	261	32	1
237	261	32	2
242	261	32	1
194	262	32	1
197	262	32	2
209	262	32	1
217	262	32	2
219	262	32	1
221	262.666666666667	33	1
236	262	32	2
242	262	32	1
243	262	32	1
244	262	32	1
246	262	32	1
189	263	32	1
200	263	32	1
208	263	32	1
211	263	32	2
216	263	32	1
224	263	32	1
227	263	32	1
233	263	32	1
235	263	32	1
247	263	32	2
250	263	32	1
186	264	32	1
191	264	32	1
202	264	32	1
217	264	32	1
246	264	32	1
247	264	32	2
184	265	32	1
186	265	32	1
191	265	32	2
196	265	32	1
198	265	32	1
203	265	32	1
215	265	32	1
216	265	32	2
217	265	32	1
221	265	32	3
226	265	32	1
229	265	32	1
232	265	32	1
233	265	32	1
243	265	32	1
248	265	32	1
195	266	32	1
197	266	32	1
203	266	32	2
212	266	32	1
213	266	32	1
214	266	32	1
216	266	32	1
218	266	32	1
224	266	32	1
229	266	32	1
230	266	32	1
234	266	32	1
240	266	32	1
243	266	32	1
245	266	32	1
247	266	32	1
194	267	32	1
205	267	32	1
209	267	32	1
215	267	32	1
221	267	32	1
222	267	32	1
230	267	32	1
243	267	32	1
248	267	32	1
189	268	32	1
193	268	32	1
198	268	32	1
214	268	32	2
220	268	32	1
231	268	32	1
233	268	32	2
238	268	32	1
239	268	32	1
241	268	32	1
246	268	32	1
177	269	32	1
182	269	32	1
187	269	32	1
193	269	32	1
196	269	32	1
204	269	32	1
209	269	32	2
222	269	32	1
239	269	32	1
240	269	32	1
242	269	32	1
249	269	32	1
252	269	32	1
172	270	32	2
180	270	32	2
185	270	32	1
195	270	32	1
196	270	32	1
197	270	32	1
203	270	32	1
206	270	32	1
207	270	32	1
210	270	32	1
216	270	32	1
243	270	32	2
247	270	32	1
248	270	32	1
176	271	32	1
177	271	32	1
184	271	32	1
186	271	32	1
188	271	32	2
196	271	32	1
206	271	32	2
207	271	32	1
212	271	32	2
213	271	32	1
215	271	32	1
216	271	32	1
234	271	32	1
240	271	32	1
243	271	32	2
247	271	32	1
