x	y	z	NoRC negatively regulates rRNA expression
206	285	34	1
208	285	34	1
209	285	34	2
222	285	34	1
223	285	34	1
226	285	34	1
240	285	34	1
242	285	34	1
243	285	34	1
245	285	34	1
247	285	34	1
248	285	34	1
176	286	34	1
188	286	34	1
189	286	34	1
202	286	34	1
203	286	34	1
205	286	34	2
209	286	34	1
220	286	34	1
223	286	34	1
226	286	34	1
227	286	34	1
228	286	34	2
237	286	34	1
239	286	34	1
240	286	34	1
248	286	34	2
187	287	34	1
190	287	34	1
199	287	34	2
207	287	34	1
208	287	34	2
220	287	34	1
221	287	34	1
223	287	34	2
224	287	34	1
239	287	34	1
241	287	34	1
243	287	34	1
245	287	34	1
177	288	34	1
199	288	34	1
200	288	34	1
201	288	34	1
202	288	34	1
205	288	34	1
206	288	34	1
209	288	34	1
220	288	34	1
221	288	34	2
222	288	34	1
223	288	34	2
229	288	34	2
230	288	34	1
233	288	34	1
240	288	34	1
246	288	34	1
249	288	34	1
253	288	34	1
255	288	34	1
186	289	34	1
198	289	34	2
199	289	34	1
224	289	34	1
226	289	34	1
232	289	34	2
233	289	34	2
242	289	34	1
246	289	34	1
186	290	34	1
197	290	34	1
198	290	34	2
204	290	34	1
230	290	34	1
237	290	34	3
239	290	34	1
240	290	34	1
246	290	34	2
247	290	34	1
248	290	34	1
253	290	34	1
186	291	34	1
199	291	34	1
203	291	34	2
221	291	34	1
222	291	34	1
223	291	34	1
225	291	34	1
231	291	34	1
235	291	34	2
237	291	34	1
241	291	34	2
244	291	34	1
245	291	34	1
255	291	34	1
225	292	34	1
226	292	34	1
228	292	34	1
229	292	34	2
231	292	34	1
232	292	34	1
234	292	34	1
238	292	34	1
244	292	34	1
188	293	34	1
194	293	34	2
196	293	34	1
201	293	34	1
204	293	34	2
223	293	34	1
229	293	34	3
230	293	34	1
235	293	34	1
248	293	34	1
251	293	34	1
182	294	34	1
183	294	34	1
198	294	34	1
199	294	34	1
217	294	34	1
179	295	34	2
196	295	34	1
203	295	34	1
204	295	34	1
222	295	34	1
225	295	34	2
238	295	34	1
240	295	34	1
184	296	34	1
194	296	34	1
196	296	34	2
198	296	34	1
222	296	34	1
230	296	34	1
237	296	34	2
241	296	34	2
195	297	34	1
196	297	34	1
199	297	34	2
200	297	34	1
202	297	34	1
203	297	34	1
204	297	34	1
220	297	34	1
221	297	34	1
225	297	34	1
229	297	34	1
231	297	34	1
232	297	34	2
238	297	34	1
239	297	34	1
243	297	34	1
244	297	34	1
182	298	34	1
197	298	34	1
200	298	34	3
203	298	34	1
235	298	34	2
236	298	34	1
241	298	34	1
245	298	34	1
198	299	34	1
199	299	34	1
203	299	34	1
228	299	34	2
232	299	34	1
239	299	34	1
241	299	34	1
243	299	34	1
247	299	34	1
224	300	34	1
226	300	34	1
228	300	34	2
238	300	34	2
239	300	34	1
196	301	34	1
197	301	34	2
198	301	34	2
225	301	34	3
231	301	34	1
232	301	34	1
233	301	34	2
236	301	34	2
244	301	34	1
246	301	34	2
226	302	34	1
228	302	34	2
229	302	34	2
235	302	34	1
237	302	34	1
225	303	34	1
227	303	34	1
229	303	34	1
231	303	34	1
233	303	34	1
239	303	34	1
240	303	34	1
241	303	34	1
194	304	34	2
199	304	34	1
226	304	34	1
231	304	34	1
232	304	34	1
235	304	34	2
236	304	34	3
222	305	34	1
223	305	34	1
227	305	34	1
230	305	34	1
233	305	34	2
237	305	34	1
240	305	34	1
223	306	34	2
224	306	34	1
227	306	34	2
232	306	34	1
233	306	34	1
234	306	34	1
235	306	34	1
241	306	34	1
244	306	34	1
226	307	34	1
234	307	34	1
235	307	34	2
236	307	34	1
237	307	34	1
229	308	34	1
232	308	34	2
236	308	34	1
237	308	34	1
239	308	34	1
241	308	34	1
221	309	34	2
225	309	34	1
227	309	34	1
234	309	34	2
235	309	34	1
221	310	34	1
222	310	34	2
224	310	34	1
230	310	34	1
231	310	34	1
232	310	34	1
233	310	34	3
234	310	34	1
236	310	34	1
238	310	34	1
240	310	34	1
241	310	34	1
224	311	34	1
230	311	34	1
231	311	34	1
233	311	34	3
216	312	34	1
221	312	34	1
224	312	34	1
225	312	34	2
226	312	34	1
235	312	34	1
237	312	34	1
212	313	34	1
221	313	34	1
227	313	34	1
232	313	34	1
234	313	34	1
232	314	34	1
229	315	34	1
230	315	34	1
233	315	34	1
238	315	34	2
226	316	34	1
230	316	34	1
233	316	34	2
227	317	34	1
233	317	34	1
228	250	35	1
224	251	35	1
225	251	35	1
228	251	35	1
224	253	35	1
226	253	35	1
229	253	35	1
221	254	35	1
223	254	35	1
224	254	35	1
209	255	35	1
218	255	35	1
221	255	35	2
229	255	35	1
220	256	35	1
221	256	35	1
222	256	35	1
225	256	35	1
240	256	35	1
241	256	35	1
191	257	35	1
210	257	35	1
215	257	35	2
226	257	35	1
237	257	35	2
239	257	35	1
240	257	35	1
241	257	35	1
216	258	35	2
218	258	35	1
224	258	35	2
229	258	35	1
232	258	35	2
234	258	35	1
235	258	35	1
239	258	35	1
190	259	35	1
210	259	35	2
215	259	35	2
219	259	35	1
221	259	35	1
227	259	35	1
230	259	35	2
244	259	35	1
191	260	35	2
216	260	35	2
217	260	35	1
227	260	35	1
235	260	35	1
236	260	35	1
239	260	35	1
240	260	35	1
241	260	35	1
247	260	35	2
191	261	35	1
193	261	35	2
194	261	35	1
211	261	35	1
213	261	35	2
223	261	35	1
224	261	35	1
227	261	35	1
229	261	35	1
230	261	35	1
235	261	35	1
237	261	35	1
240	261	35	1
242	261	35	1
243	261	35	1
244	261	35	3
189	262	35	1
193	262	35	1
208	262	35	1
211	262	35	2
215	262	35	1
219	262	35	1
221	262	35	1
226	262	35	1
230	262	35	2
232	262	35	1
238	262	35	2
245	262	35	1
189	263	35	1
192	263	35	1
209	263	35	2
211	263	35	1
220	263	35	1
222	263	35	1
224	263	35	1
226	263	35	1
227	263	35	2
228	263	35	2
236	263	35	2
240	263	35	1
241	263	35	2
244	263	35	1
245	263	35	1
246	263	35	1
247	263	35	1
248	263	35	2
188	264	35	1
191	264	35	1
212	264	35	2
213	264	35	2
216	264	35	1
220	264	35	1
222	264	35	2
223	264	35	1
224	264	35	1
228	264	35	1
231	264	35	2
233	264	35	1
235	264	35	1
239	264	35	1
240	264	35	1
243	264	35	1
248	264	35	2
249	264	35	1
185	265	35	1
188	265	35	1
189	265	35	2
207	265	35	2
211	265	35	1
214	265	35	2
222	265	35	2
225	265	35	1
228	265	35	2
241	265	35	2
243	265	35	1
245	265	35	1
184	266	35	1
187	266	35	1
192	266	35	2
197	266	35	1
204	266	35	1
205	266	35	1
223	266	35	1
226	266	35	1
230	266	35	1
233	266	35	1
234	266	35	1
236	266	35	1
238	266	35	2
242	266	35	1
245	266	35	1
247	266	35	2
251	266	35	1
194	267	35	1
206	267	35	1
207	267	35	1
209	267	35	2
223	267	35	2
228	267	35	2
229	267	35	1
232	267	35	4
233	267	35	1
235	267	35	1
243	267	35	1
246	267	35	1
250	267	35	1
177	268	35	1
189	268	35	2
192	268	35	1
195	268	35	1
196	268	35	2
203	268	35	1
215	268	35	2
219	268	35	1
220	268	35	1
223	268	35	1
225	268	35	1
233	268	35	2
241	268	35	1
243	268	35	1
174	269	35	1
176	269	35	2
186	269	35	1
191	269	35	1
201	269	35	1
216	269	35	1
224	269	35	1
232	269	35	1
246	269	35	1
247	269	35	1
249	269	35	1
250	269	35	1
176	270	35	1
181	270	35	1
188	270	35	1
189	270	35	1
190	270	35	1
191	270	35	1
193	270	35	1
194	270	35	1
202	270	35	1
210	270	35	1
214	270	35	1
227	270	35	1
231	270	35	1
238	270	35	1
239	270	35	1
240	270	35	1
243	270	35	1
245	270	35	1
246	270	35	1
171	271	35	2
181	271	35	1
185	271	35	1
186	271	35	2
189	271	35	2
192	271	35	1
194	271	35	1
196	271	35	1
201	271	35	1
206	271	35	1
207	271	35	2
213	271	35	2
216	271	35	1
219	271	35	1
233	271	35	1
234	271	35	1
238	271	35	3
240	271	35	1
243	271	35	1
247	271	35	1
248	271	35	1
173	272	35	2
179	272	35	1
183	272	35	1
193	272	35	1
197	272	35	1
206	272	35	1
217	272	35	1
222	272	35	1
241	272	35	1
243	272	35	1
244	272	35	1
179	273	35	1
182	273	35	1
184	273	35	1
185	273	35	1
204	273	35	3
232	273	35	1
235	273	35	2
238	273	35	1
239	273	35	1
242	273	35	1
245	273	35	1
250	273	35	1
170	274	35	1
179	274	35	1
182	274	35	1
183	274	35	1
185	274	35	1
190	274	35	1
202	274	35	1
204	274	35	1
210	274	35	1
211	274	35	1
212	274	35	1
213	274	35	1
217	274	35	2
218	274	35	1
223	274	35	1
234	274	35	1
236	274	35	1
242	274	35	1
244	274	35	1
245	274	35	1
176	275	35	1
178	275	35	1
184	275	35	1
200	275	35	1
203	275	35	1
205	275	35	1
207	275	35	1
210	275	35	1
212	275	35	1
218	275	35	1
220	275	35	1
237	275	35	1
238	275	35	2
239	275	35	1
240	275	35	1
243	275	35	1
245	275	35	1
175	276	35	1
206	276	35	1
210	276	35	1
211	276	35	1
212	276	35	1
218	276	35	2
237	276	35	1
243	276	35	1
185	277	35	1
187	277	35	1
188	277	35	1
206	277	35	1
208	277	35	1
224	277	35	1
229	277	35	1
232	277	35	1
235	277	35	1
238	277	35	2
244	277	35	1
176	278	35	2
188	278	35	1
190	278	35	1
198	278	35	1
205	278	35	1
210	278	35	1
213	278	35	2
214	278	35	1
216	278	35	1
223	278	35	1
227	278	35	1
229	278	35	1
230	278	35	1
231	278	35	1
233	278	35	1
244	278	35	1
247	278	35	1
177	279	35	1
179	279	35	2
184	279	35	2
192	279	35	1
204	279	35	1
205	279	35	1
207	279	35	2
212	279	35	2
217	279	35	1
221	279	35	1
227	279	35	1
245	279	35	1
246	279	35	2
173	280	35	1
179	280	35	1
180	280	35	1
205	280	35	1
206	280	35	1
211	280	35	1
214	280	35	1
215	280	35	1
233	280	35	1
237	280	35	1
246	280	35	1
173	281	35	3
174	281	35	1
206	281	35	1
207	281	35	1
208	281	35	1
214	281	35	1
216	281	35	1
217	281	35	1
219	281	35	1
221	281	35	1
223	281	35	2
228	281	35	1
230	281	35	1
232	281	35	1
234	281	35	2
235	281	35	1
240	281	35	1
244	281	35	1
245	281	35	2
173	282	35	1
179	282	35	2
189	282	35	1
202	282	35	1
207	282	35	1
215	282	35	2
224	282	35	1
226	282	35	1
227	282	35	1
242	282	35	1
245	282	35	2
181	283	35	2
183	283	35	1
188	283	35	1
189	283	35	1
190	283	35	1
202	283	35	1
204	283	35	2
207	283	35	1
215	283	35	2
218	283	35	1
220	283	35	1
221	283	35	1
233	283	35	1
236	283	35	1
238	283	35	1
241	283	35	1
244	283	35	2
245	283	35	1
247	283	35	2
185	284	35	1
186	284	35	1
188	284	35	1
191	284	35	1
200	284	35	1
203	284	35	2
205	284	35	1
206	284	35	1
207	284	35	2
209	284	35	1
214	284	35	1
222	284	35	1
225	284	35	1
226	284	35	1
230	284	35	1
244	284	35	1
249	284	35	1
176	285	35	1
180	285	35	1
182	285	35	2
187	285	35	1
188	285	35	2
189	285	35	1
200	285	35	1
206	285	35	1
218	285	35	2
224	285	35	1
225	285	35	2
229	285	35	1
230	285	35	1
231	285	35	1
241	285	35	1
242	285	35	1
245	285	35	1
250	285	35	1
183	286	35	2
186	286	35	1
188	286	35	1
199	286	35	2
200	286	35	1
201	286	35	1
213	286	35	1
215	286	35	1
225	286	35	1
229	286	35	1
231	286	35	1
238	286	35	1
243	286	35	1
247	286	35	1
185	287	35	1
186	287	35	1
187	287	35	1
194	287	35	1
202	287	35	2
203	287	35	1
204	287	35	1
205	287	35	1
221	287	35	1
228	287	35	1
229	287	35	2
230	287	35	3
233	287	35	1
236	287	35	1
242	287	35	2
246	287	35	1
186	288	35	1
200	288	35	1
201	288	35	2
204	288	35	1
222	288	35	3
232	288	35	1
238	288	35	1
239	288	35	2
245	288	35	1
174	289	35	2
176	289	35	3
185	289	35	1
190	289	35	1
193	289	35	1
224	289	35	1
226	289	35	1
230	289	35	1
235	289	35	1
246	289	35	1
247	289	35	1
250	289	35	1
184	290	35	1
185	290	35	1
187	290	35	1
190	290	35	1
203	290	35	1
227	290	35	1
231	290	35	1
232	290	35	2
235	290	35	1
238	290	35	1
242	290	35	1
176	291	35	1
179	291	35	2
187	291	35	3
191	291	35	2
194	291	35	1
199	291	35	1
201	291	35	1
206	291	35	1
224	291	35	1
225	291	35	1
232	291	35	2
236	291	35	1
241	291	35	3
182	292	35	1
183	292	35	1
185	292	35	3
186	292	35	1
187	292	35	1
193	292	35	1
200	292	35	2
232	292	35	1
233	292	35	1
245	292	35	1
247	292	35	1
248	292	35	2
185	293	35	1
196	293	35	2
198	293	35	2
204	293	35	1
222	293	35	1
230	293	35	1
231	293	35	1
235	293	35	1
238	293	35	1
242	293	35	1
246	293	35	2
181	294	35	1
199	294	35	2
220	294	35	1
221	294	35	3
222	294	35	1
223	294	35	1
228	294	35	1
241	294	35	1
244	294	35	2
181	295	35	1
197	295	35	1
220	295	35	1
224	295	35	1
227	295	35	1
230	295	35	1
233	295	35	1
236	295	35	2
240	295	35	1
241	295	35	2
245	295	35	1
195	296	35	1
203	296	35	2
205	296	35	2
220	296	35	2
228	296	35	2
241	296	35	1
242	296	35	1
245	296	35	1
197	297	35	1
198	297	35	2
202	297	35	2
219	297	35	1
221	297	35	1
225	297	35	1
227	297	35	1
229	297	35	1
232	297	35	1
233	297	35	1
235	297	35	1
237	297	35	2
239	297	35	1
242	297	35	2
243	297	35	1
244	297	35	1
248	297	35	2
191	298	35	2
196	298	35	1
203	298	35	1
219	298	35	2
220	298	35	1
222	298	35	3
223	298	35	1
229	298	35	1
241	298	35	1
245	298	35	1
200	299	35	1
227	299	35	1
228	299	35	1
229	299	35	1
236	299	35	2
238	299	35	1
239	299	35	2
242	299	35	1
194	300	35	2
197	300	35	1
208	300	35	2
224	300	35	1
225	300	35	1
227	300	35	1
228	300	35	1
229	300	35	1
233	300	35	2
194	301	35	2
198	301	35	2
227	301	35	1
228	301	35	1
242	301	35	1
244	301	35	2
199	302	35	1
223	302	35	1
225	302	35	1
227	302	35	1
228	302	35	1
234	302	35	1
199	303	35	1
225	303	35	1
226	303	35	1
231	303	35	1
234	303	35	2
241	303	35	1
223	304	35	1
225	304	35	2
228	304	35	2
241	304	35	1
243	304	35	2
222	305	35	2
229	305	35	1
232	305	35	1
233	305	35	1
235	305	35	1
236	305	35	1
238	305	35	1
240	305	35	1
241	305	35	2
204	306	35	1
222	306	35	1
223	306	35	2
224	306	35	1
225	306	35	1
227	306	35	1
230	306	35	1
236	306	35	1
240	306	35	1
198	307	35	2
207	307	35	1
221	307	35	2
222	307	35	1
224	307	35	1
225	307	35	1
231	307	35	1
232	307	35	1
239	307	35	2
241	307	35	1
206	308	35	1
220	308	35	1
221	308	35	1
224	308	35	1
227	308	35	1
228	308	35	1
236	308	35	1
223	309	35	1
228	309	35	1
237	309	35	1
238	309	35	1
219	310	35	1
220	310	35	1
227	310	35	1
229	310	35	1
213	311	35	1
216	311	35	1
221	311	35	1
224	311	35	1
228	311	35	1
232	311	35	2
234	311	35	1
240	311	35	2
214	312	35	3
217	312	35	2
226	312	35	2
231	312	35	1
217	313	35	1
223	313	35	1
230	313	35	1
235	313	35	1
236	313	35	3
237	313	35	1
221	314	35	1
228	314	35	1
232	314	35	3
233	314	35	1
234	314	35	2
237	314	35	1
233	315	35	1
235	315	35	1
236	315	35	1
240	315	35	1
236	316	35	1
238	316	35	2
230	317	35	1
235	317	35	1
212	318	35	1
233	318	35	1
238	318	35	1
224	253	36	2
229	254	36	2
226	255	36	1
218	256	36	1
225	256	36	2
225	257	36	1
226	257	36	3
228	257	36	1
216	258	36	1
225	258	36	1
227	258	36	1
231	258	36	1
217	259	36	1
218	259	36	1
219	259	36	2
221	259	36	1
226	259	36	1
228	259	36	2
233	259	36	1
212	260	36	1
217	260	36	1
229	260	36	1
217	261	36	1
220	261	36	3
222	261	36	1
224	261	36	1
227	261	36	1
229	261	36	2
230	261	36	1
239	261	36	1
242	261	36	1
246	261	36	1
210	262	36	1
221	262	36	3
223	262	36	1
228	262	36	1
231	262	36	1
240	262	36	1
245	262	36	2
214	263	36	2
216	263	36	1
225	263	36	1
226	263	36	1
229	263	36	1
233	263	36	1
236	263	36	1
240	263	36	1
242	263	36	1
244	263	36	1
245	263	36	2
249	263	36	1
186	264	36	1
188	264	36	1
191	264	36	1
206	264	36	2
212	264	36	1
216	264	36	1
218	264	36	1
225	264	36	1
230	264	36	2
233	264	36	1
238	264	36	1
240	264	36	1
242	264	36	1
246	264	36	1
250	264	36	1
185	265	36	3
209	265	36	3
216	265	36	1
222	265	36	1
231	265	36	1
234	265	36	1
237	265	36	1
243	265	36	1
246	265	36	1
247	265	36	1
186	266	36	1
188	266	36	1
189	266	36	1
191	266	36	1
195	266	36	1
221	266	36	2
222	266	36	1
226	266	36	2
233	266	36	1
237	266	36	1
238	266	36	1
241	266	36	2
189	267	36	1
208	267	36	1
209	267	36	2
214	267	36	1
216	267	36	1
217	267	36	1
232	267	36	1
233	267	36	1
239	267	36	1
240	267	36	2
191	268	36	1
211	268	36	1
214	268	36	1
223	268	36	1
234	268	36	1
236	268	36	2
237	268	36	1
247	268	36	1
194	269	36	1
208	269	36	1
211	269	36	1
215	269	36	1
222	269	36	1
236	269	36	1
240	269	36	1
248	269	36	1
185	270	36	1
191	270	36	1
193	270	36	1
203	270	36	1
206	270	36	2
212	270	36	1
217	270	36	1
220	270	36	1
221	270	36	2
235	270	36	1
237	270	36	1
238	270	36	3
239	270	36	1
241	270	36	2
178	271	36	1
188	271	36	2
206	271	36	1
211	271	36	1
223	271	36	2
225	271	36	1
233	271	36	1
236	271	36	1
249	271	36	2
178	272	36	1
181	272	36	1
193	272	36	1
199	272	36	1
206	272	36	1
208	272	36	1
211	272	36	1
213	272	36	2
214	272	36	1
222	272	36	1
231	272	36	1
232	272	36	1
236	272	36	1
239	272	36	1
186	273	36	1
190	273	36	1
204	273	36	1
205	273	36	3
207	273	36	1
208	273	36	1
211	273	36	1
232	273	36	1
238	273	36	1
241	273	36	1
201	274	36	1
204	274	36	2
206	274	36	1
214	274	36	2
215	274	36	1
220	274	36	1
221	274	36	1
240	274	36	1
250	274	36	1
205	275	36	2
206	275	36	1
212	275	36	1
214	275	36	2
216	275	36	2
217	275	36	2
219	275	36	1
220	275	36	1
180	276	36	1
206	276	36	1
207	276	36	1
213	276	36	1
215	276	36	1
217	276	36	1
219	276	36	1
222	276	36	1
232	276	36	1
241	276	36	1
204	277	36	1
205	277	36	1
206	277	36	3
207	277	36	1
208	277	36	1
215	277	36	2
188	278	36	1
207	278	36	1
208	278	36	1
210	278	36	1
214	278	36	1
218	278	36	1
219	278	36	2
223	278	36	1
234	278	36	1
173	279	36	1
187	279	36	1
208	279	36	2
209	279	36	1
214	279	36	1
215	279	36	1
234	279	36	1
193	280	36	2
204	280	36	1
205	280	36	2
206	280	36	1
208	280	36	1
211	280	36	1
212	280	36	2
214	280	36	1
219	280	36	1
223	280	36	2
224	280	36	1
226	280	36	1
234	280	36	2
176	281	36	1
179	281	36	1
187	281	36	2
192	281	36	2
193	281	36	1
209	281	36	1
211	281	36	2
221	281	36	1
224	281	36	2
181	282	36	1
191	282	36	1
201	282	36	1
206	282	36	2
214	282	36	2
215	282	36	1
220	282	36	1
222	282	36	1
226	282	36	2
187	283	36	1
205	283	36	1
208	283	36	1
212	283	36	1
214	283	36	1
216	283	36	2
239	283	36	1
177	284	36	1
179	284	36	1
196	284	36	2
201	284	36	2
205	284	36	1
208	284	36	2
211	284	36	1
213	284	36	3
226	284	36	1
242	284	36	1
245	284	36	1
190	285	36	1
191	285	36	1
201	285	36	3
205	285	36	1
208	285	36	1
210	285	36	1
212	285	36	1
217	285	36	1
218	285	36	1
233	285	36	1
234	285	36	1
235	285	36	1
237	285	36	2
238	285	36	1
247	285	36	1
189	286	36	1
198	286	36	1
202	286	36	1
203	286	36	1
205	286	36	1
209	286	36	1
225	286	36	1
229	286	36	1
230	286	36	1
239	286	36	1
242	286	36	1
177	287	36	1
204	287	36	1
207	287	36	1
214	287	36	1
219	287	36	1
222	287	36	2
224	287	36	2
226	287	36	1
227	287	36	1
229	287	36	1
238	287	36	3
241	287	36	1
243	287	36	2
246	287	36	1
248	287	36	1
186	288	36	1
187	288	36	2
188	288	36	1
192	288	36	1
199	288	36	1
202	288	36	2
203	288	36	3
206	288	36	1
219	288	36	1
223	288	36	2
229	288	36	2
230	288	36	1
234	288	36	1
237	288	36	1
241	288	36	1
200	289	36	1
203	289	36	1
219	289	36	1
223	289	36	1
227	289	36	1
237	289	36	1
239	289	36	1
241	289	36	1
243	289	36	1
195	290	36	1
197	290	36	1
201	290	36	2
202	290	36	1
203	290	36	1
223	290	36	2
231	290	36	1
234	290	36	1
238	290	36	1
243	290	36	1
186	291	36	1
194	291	36	2
195	291	36	1
196	291	36	2
202	291	36	4
221	291	36	1
232	291	36	1
238	291	36	1
239	291	36	1
242	291	36	1
244	291	36	1
174	292	36	1
189	292	36	1
200	292	36	1
226	292	36	1
227	292	36	2
235	292	36	1
238	292	36	1
242	292	36	1
244	292	36	1
197	293	36	1
206	293	36	1
222	293	36	2
223	293	36	1
225	293	36	1
226	293	36	1
228	293	36	1
231	293	36	1
234	293	36	1
242	293	36	2
188	294	36	1
199	294	36	1
201	294	36	1
223	294	36	1
224	294	36	1
225	294	36	2
230	294	36	1
231	294	36	4
233	294	36	1
235	294	36	2
243	294	36	1
244	294	36	1
196	295	36	1
197	295	36	1
201	295	36	1
204	295	36	1
207	295	36	1
226	295	36	1
233	295	36	1
234	295	36	1
238	295	36	1
239	295	36	1
240	295	36	1
241	295	36	1
196	296	36	2
222	296	36	1
227	296	36	2
230	296	36	1
236	296	36	1
243	296	36	2
198	297	36	1
199	297	36	1
219	297	36	1
228	297	36	1
229	297	36	1
234	297	36	1
235	297	36	1
239	297	36	2
245	297	36	1
201	298	36	1
202	298	36	1
203	298	36	1
205	298	36	1
229	298	36	1
234	298	36	1
240	298	36	1
244	298	36	2
196	299	36	2
200	299	36	1
204	299	36	1
232	299	36	1
233	299	36	1
236	299	36	1
237	299	36	2
240	299	36	1
242	299	36	1
228	300	36	1
237	300	36	2
245	300	36	1
226	301	36	1
227	301	36	1
229	301	36	1
235	301	36	1
240	301	36	1
225	302	36	1
226	302	36	1
229	302	36	1
232	302	36	1
235	302	36	1
243	302	36	1
244	302	36	1
225	303	36	1
226	303	36	1
227	303	36	1
232	303	36	2
233	303	36	2
235	303	36	2
238	303	36	1
242	303	36	1
223	304	36	2
227	304	36	1
199	305	36	1
223	305	36	1
228	305	36	2
242	305	36	1
222	306	36	2
223	306	36	1
228	306	36	2
239	306	36	1
241	306	36	1
242	306	36	1
194	307	36	2
222	307	36	1
224	307	36	1
242	307	36	1
225	308	36	1
227	308	36	3
237	308	36	1
241	308	36	1
243	308	36	1
220	309	36	1
223	309	36	1
224	309	36	1
225	309	36	1
227	309	36	1
232	309	36	1
233	309	36	1
236	309	36	1
226	310	36	1
228	310	36	1
231	310	36	2
211	311	36	1
214	311	36	1
215	311	36	2
221	311	36	2
225	311	36	1
226	311	36	1
230	311	36	2
232	311	36	1
236	311	36	1
232	312	36	1
233	312	36	1
235	312	36	1
236	312	36	1
216	313	36	2
225	313	36	1
231	313	36	1
236	313	36	1
238	313	36	2
226	314	36	1
230	314	36	2
238	314	36	2
242	314	36	1
228	315	36	1
233	315	36	1
238	315	36	2
243	315	36	1
231	316	36	1
234	316	36	1
237	316	36	1
238	316	36	1
227	317	36	1
235	317	36	1
237	317	36	1
238	317	36	1
238	318	36	1
228	259	37	1
226	260	37	1
234	260	37	2
242	260	37	1
216	262	37	1
224	262	37	2
231	262	37	2
232	262	37	1
214	263	37	1
222	263	37	1
189	264	37	1
211	264	37	1
231	264	37	1
236	264	37	1
245	264	37	1
228	265	37	1
193	266	37	1
215	266	37	2
193	267	37	2
214	267	37	1
219	267	37	1
229	267	37	1
233	267	37	1
238	267	37	1
188	268	37	1
193	268	37	1
215	268	37	2
219	268	37	1
235	268	37	1
236	268	37	1
240	268	37	1
194	269	37	2
204	269	37	1
211	269	37	2
239	269	37	1
192	270	37	1
196	270	37	1
197	270	37	1
212	270	37	2
216	270	37	1
232	270	37	1
235	270	37	2
187	271	37	1
194	271	37	1
213	271	37	1
215	271	37	1
219	271	37	1
221	271	37	1
207	272	37	1
209	273	37	1
216	273	37	2
219	273	37	1
211	274	37	2
231	274	37	1
205	275	37	1
208	275	37	1
212	275	37	2
215	275	37	1
219	275	37	1
220	275	37	1
208	276	37	1
209	276	37	2
211	276	37	1
214	276	37	1
217	277	37	2
181	278	37	1
205	278	37	1
206	278	37	1
212	278	37	1
191	279	37	1
195	279	37	1
207	279	37	1
210	279	37	1
216	279	37	1
223	281	37	2
189	282	37	1
191	282	37	1
192	282	37	1
211	282	37	1
213	282	37	1
214	282	37	2
193	283	37	1
204	283	37	1
207	283	37	1
215	283	37	2
230	283	37	2
196	284	37	1
203	284	37	1
212	284	37	1
186	285	37	1
195	285	37	1
197	285	37	1
202	285	37	1
205	285	37	1
210	285	37	1
237	285	37	1
202	286	37	1
205	286	37	1
206	286	37	1
207	286	37	2
216	286	37	1
220	286	37	1
226	286	37	1
232	286	37	1
234	286	37	1
191	287	37	1
194	287	37	1
207	287	37	1
222	287	37	1
230	287	37	1
231	287	37	2
234	287	37	1
239	287	37	1
240	287	37	1
195	288	37	1
196	288	37	2
205	288	37	1
210	288	37	1
221	288	37	3
232	288	37	1
233	288	37	1
236	288	37	1
240	288	37	1
195	289	37	1
201	289	37	1
203	289	37	1
221	289	37	2
224	289	37	1
230	289	37	1
235	289	37	1
237	289	37	1
239	289	37	1
197	290	37	1
199	290	37	1
200	290	37	1
236	290	37	1
203	291	37	1
224	291	37	1
233	291	37	1
238	291	37	1
203	292	37	1
204	292	37	1
225	292	37	2
235	292	37	2
190	293	37	2
193	293	37	1
204	293	37	1
205	293	37	1
225	293	37	3
226	293	37	2
230	293	37	1
204	294	37	1
224	294	37	2
225	294	37	1
230	294	37	1
232	294	37	1
233	294	37	2
238	294	37	1
239	294	37	1
245	294	37	2
202	295	37	1
203	295	37	1
204	295	37	2
229	295	37	2
237	295	37	3
240	295	37	1
243	295	37	2
244	295	37	1
200	296	37	2
201	296	37	1
203	296	37	1
204	296	37	1
215	296	37	1
229	296	37	1
234	296	37	1
235	296	37	1
237	296	37	1
242	296	37	1
243	296	37	2
196	297	37	1
198	297	37	1
204	297	37	1
241	297	37	2
243	297	37	2
244	297	37	1
202	298	37	1
229	298	37	1
231	298	37	1
232	298	37	1
228	299	37	1
241	299	37	1
244	299	37	1
245	299	37	1
229	300	37	2
231	300	37	1
241	300	37	1
232	301	37	1
226	302	37	1
232	302	37	1
230	303	37	1
235	303	37	1
228	304	37	3
238	305	37	1
198	307	37	1
223	308	37	1
226	308	37	1
221	309	37	2
233	309	37	1
216	310	37	1
224	310	37	1
225	310	37	1
228	310	37	1
219	311	37	1
221	311	37	2
234	311	37	1
237	311	37	1
227	312	37	1
229	312	37	1
230	312	37	1
240	312	37	2
216	313	37	1
236	313	37	1
237	313	37	1
236	314	37	1
237	314	37	2
227	315	37	1
229	315	37	1
230	315	37	1
236	315	37	1
234	316	37	3
238	316	37	1
232	318	37	2
240	318	37	1
233	322	37	1
238	262	38	3
219	264	38	1
223	264	38	2
232	264	38	1
238	264	38	1
214	266	38	1
231	266	38	1
237	266	38	1
193	267	38	1
188	268	38	1
219	269	38	2
217	270	38	3
193	271	38	1
211	271	38	1
217	271	38	1
217	272	38	1
232	272	38	1
201	273	38	1
210	273	38	1
213	273	38	1
206	274	38	1
212	274	38	1
213	274	38	2
189	275	38	1
216	275	38	1
217	275	38	1
