x	y	z	Mitochondrial translation
128	271	20	1
152	271	20	2
159	271	20	2
164	271	20	1
165	271	20	2
167	271	20	2
171	271	20	1
173	271	20	2
225	271	20	1
266	271	20	1
268	271	20	1
107	272	20	1
115	272	20	2
116	272	20	3
119	272	20	2
120	272	20	3
121	272	20	2
144	272	20	1
154	272	20	1
156	272	20	2
158	272	20	2
162	272	20	1
168	272	20	1
226	272	20	1
260	272	20	2
264	272	20	2
117	273	20	1
123	273	20	3
149	273	20	1
152	273	20	1
165	273	20	1
170	273	20	2
176	273	20	1
201	273	20	1
206	273	20	1
207	273	20	1
211	273	20	1
217	273	20	1
223	273	20	1
122	274	20	2
159	274	20	1
167	274	20	1
174	274	20	2
185	274	20	1
214	274	20	1
226	274	20	2
227	274	20	1
131	275	20	1
134	275	20	2
169	275	20	1
172	275	20	1
176	275	20	1
200	275	20	1
204	275	20	2
205	275	20	1
221	275	20	1
236	275	20	1
110	276	20	2
122	276	20	1
126	276	20	2
142	276	20	1
155	276	20	2
163	276	20	2
170	276	20	2
174	276	20	1
182	276	20	2
231	276	20	2
266	276	20	2
140	277	20	2
154	277	20	1
211	277	20	1
217	277	20	1
220	277	20	1
226	277	20	2
227	277	20	1
249	277	20	2
137	278	20	2
152	278	20	2
168	278	20	5
180	278	20	1
183	278	20	1
208	278	20	1
227	278	20	1
269	278	20	1
270	278	20	1
163	279	20	1
171	279	20	2
177	279	20	1
186	279	20	2
204	279	20	1
218	279	20	2
224	279	20	2
225	279	20	1
232	279	20	2
234	279	20	1
269	279	20	2
125	280	20	1
132	280	20	1
166	280	20	1
172	280	20	1
174	280	20	1
175	280	20	1
197	280	20	1
224	280	20	1
256	280	20	3
134	281	20	2
142	281	20	2
147	281	20	1
166	281	20	1
172	281	20	1
216	281	20	1
218	281	20	3
226	281	20	1
227	281	20	1
261	281	20	1
106	282	20	2
149	282	20	1
152	282	20	1
158	282	20	3
172	282	20	2
181	282	20	2
219	282	20	2
269	282	20	4
276	282	20	1
130	283	20	2
161	283	20	2
165	283	20	1
171	283	20	1
176	283	20	1
179	283	20	1
189	283	20	1
190	283	20	1
203	283	20	1
271	283	20	3
272	283	20	1
153	284	20	3
186	284	20	1
213	284	20	1
214	284	20	4
224	284	20	1
265	284	20	2
267	284	20	1
119	285	20	1
139	285	20	3
141	285	20	1
171	285	20	1
223	285	20	1
231	285	20	2
250	285	20	3
272	285	20	1
129	286	20	1
133	286	20	1
151	286	20	1
218	286	20	1
225	286	20	2
236	286	20	1
271	286	20	1
112	287	20	2
129	287	20	2
146	287	20	1
198	287	20	3
220	287	20	2
221	287	20	1
224	287	20	1
268	287	20	3
113	288	20	2
126	288	20	1
136	288	20	2
162	288	20	1
167	288	20	2
170	288	20	1
196	288	20	1
218	288	20	1
223	288	20	1
224	288	20	1
225	288	20	1
230	288	20	1
238	288	20	1
124	289	20	1
143	289	20	3
149	289	20	2
152	289	20	2
179	289	20	1
224	289	20	1
252	289	20	1
271	289	20	1
161	290	20	1
173	290	20	3
189	290	20	3
195	290	20	1
224	290	20	1
226	290	20	1
271	290	20	1
106	291	20	1
117	291	20	1
149	291	20	1
163	291	20	1
192	291	20	1
262	291	20	1
104	292	20	1
140	292	20	1
157	292	20	1
173	292	20	1
189	292	20	1
192	292	20	2
205	292	20	1
213	292	20	2
217	292	20	3
219	292	20	1
237	292	20	1
244	292	20	2
249	292	20	2
265	292	20	1
106	293	20	1
117	293	20	2
133	293	20	1
134	293	20	1
161	293	20	1
165	293	20	1
204	293	20	2
219	293	20	1
225	293	20	1
226	293	20	2
258	293	20	2
118	294	20	2
126	294	20	1
174	294	20	1
177	294	20	2
180	294	20	2
194	294	20	1
199	294	20	1
216	294	20	1
219	294	20	1
220	294	20	2
264	294	20	2
269	294	20	2
151	295	20	1
173	295	20	1
189	295	20	1
196	295	20	2
218	295	20	2
266	295	20	1
116	296	20	2
131	296	20	1
143	296	20	1
157	296	20	2
162	296	20	1
178	296	20	2
187	296	20	1
193	296	20	1
194	296	20	1
212	296	20	3
217	296	20	3
228	296	20	1
137	297	20	2
172	297	20	1
238	297	20	2
249	297	20	1
256	297	20	2
257	297	20	1
268	297	20	1
153	298	20	1
189	298	20	1
192	298	20	1
203	298	20	1
237	298	20	1
129	299	20	2
156	299	20	1
194	299	20	1
219	299	20	1
243	299	20	3
257	299	20	1
264	299	20	1
270	299	20	1
139	300	20	1
174	300	20	1
191	300	20	1
232	300	20	1
266	300	20	1
114	301	20	3
149	301	20	2
155	301	20	1
159	301	20	2
166	301	20	1
186	301	20	1
216	301	20	1
233	301	20	1
268	301	20	2
114	302	20	2
134	302	20	1
187	302	20	1
219	302	20	1
223	302	20	1
257	302	20	2
261	302	20	3
264	302	20	2
101	303	20	2
127	303	20	1
141	303	20	1
150	303	20	1
222	303	20	1
234	303	20	1
266	303	20	1
149	304	20	1
157	304	20	1
158	304	20	3
174	304	20	3
185	304	20	2
193	304	20	1
203	304	20	2
210	304	20	1
237	304	20	1
238	304	20	2
243	304	20	1
256	304	20	1
130	305	20	1
177	305	20	1
208	305	20	1
223	305	20	1
236	305	20	1
237	305	20	2
252	305	20	1
258	305	20	1
127	306	20	1
132	306	20	2
146	306	20	1
177	306	20	1
209	306	20	1
236	306	20	1
240	306	20	3
246	306	20	2
249	306	20	3
258	306	20	2
124	307	20	1
142	307	20	3
158	307	20	1
177	307	20	2
182	307	20	1
211	307	20	1
213	307	20	1
227	307	20	1
234	307	20	2
239	307	20	2
103	308	20	2
184	308	20	3
200	308	20	1
205	308	20	1
208	308	20	1
227	308	20	1
229	308	20	1
233	308	20	1
249	308	20	2
175	309	20	1
203	309	20	1
224	309	20	1
239	309	20	1
260	309	20	1
262	309	20	1
269	309	20	3
118	310	20	1
144	310	20	1
182	310	20	1
185	310	20	1
241	310	20	2
143	311	20	1
201	311	20	3
93	312	20	4
100	312	20	1
115	312	20	1
148	312	20	1
168	312	20	2
173	312	20	1
202	312	20	1
209	312	20	1
247	312	20	2
258	312	20	1
260	312	20	1
94	313	20	1
107	313	20	2
115	313	20	1
158	313	20	1
164	313	20	1
174	313	20	1
181	313	20	1
212	313	20	2
217	313	20	1
241	313	20	1
250	313	20	2
262	313	20	1
100	314	20	1
142	314	20	1
152	314	20	1
180	314	20	1
210	314	20	1
259	314	20	1
268	314	20	1
159	315	20	3
194	315	20	2
198	315	20	2
240	315	20	1
250	315	20	2
256	315	20	1
260	315	20	2
262	315	20	2
265	315	20	1
266	315	20	1
98	316	20	2
126	316	20	2
131	316	20	2
146	316	20	3
178	316	20	3
179	316	20	2
182	316	20	1
185	316	20	2
202	316	20	1
203	316	20	2
204	316	20	2
232	316	20	2
235	316	20	3
244	316	20	2
256	316	20	1
95	317	20	3
110	317	20	2
113	317	20	1
115	317	20	2
129	317	20	1
145	317	20	3
152	317	20	1
162	317	20	1
163	317	20	2
172	317	20	2
177	317	20	1
202	317	20	2
232	317	20	1
113	318	20	1
117	318	20	2
129	318	20	3
172	318	20	2
187	318	20	1
237	318	20	2
247	318	20	2
257	318	20	3
258	318	20	1
263	318	20	5
98	319	20	3
140	319	20	3
153	319	20	1
168	319	20	2
190	319	20	3
193	319	20	1
237	319	20	2
242	319	20	1
258	319	20	1
120	320	20	2
141	320	20	1
168	320	20	3
180	320	20	1
187	320	20	2
195	320	20	2
201	320	20	1
241	320	20	2
244	320	20	1
140	321	20	1
195	321	20	2
196	321	20	3
210	321	20	2
213	321	20	1
231	321	20	3
157	322	20	1
183	322	20	1
185	322	20	1
187	322	20	1
190	322	20	1
193	322	20	2
198	322	20	1
200	322	20	1
258	322	20	1
99	323	20	2
106	323	20	2
108	323	20	1
153	323	20	1
164	323	20	2
177	323	20	1
178	323	20	2
180	323	20	1
193	323	20	1
233	323	20	1
234	323	20	1
236	323	20	2
237	323	20	3
264	323	20	1
149	324	20	1
169	324	20	1
173	324	20	1
185	324	20	1
188	324	20	2
196	324	20	1
198	324	20	1
224	324	20	1
126	325	20	1
181	325	20	2
188	325	20	1
189	325	20	1
196	325	20	1
205	325	20	1
228	325	20	1
259	325	20	3
128	326	20	2
130	326	20	3
177	326	20	1
191	326	20	1
194	326	20	1
199	326	20	1
201	326	20	3
203	326	20	5
211	326	20	1
212	326	20	1
219	326	20	1
240	326	20	2
261	326	20	1
102	327	20	1
106	327	20	1
145	327	20	2
179	327	20	2
188	327	20	2
190	327	20	2
212	327	20	1
228	327	20	2
233	327	20	2
244	327	20	1
256	327	20	1
261	327	20	1
144	328	20	1
156	328	20	3
173	328	20	1
179	328	20	1
181	328	20	1
183	328	20	2
212	328	20	1
214	328	20	1
221	328	20	1
260	328	20	3
261	328	20	1
106	329	20	1
117	329	20	1
120	329	20	1
147	329	20	2
169	329	20	1
187	329	20	2
199	329	20	1
221	329	20	1
253	329	20	1
124	330	20	1
129	330	20	1
131	330	20	2
179	330	20	2
195	330	20	1
260	330	20	2
262	330	20	2
100	331	20	2
136	331	20	1
145	331	20	1
180	331	20	1
200	331	20	2
205	331	20	1
249	331	20	1
104	332	20	1
106	332	20	3
113	332	20	1
114	332	20	2
140	332	20	1
172	332	20	1
176	332	20	1
180	332	20	2
191	332	20	2
192	332	20	1
198	332	20	2
199	332	20	2
209	332	20	1
216	332	20	1
226	332	20	2
232	332	20	1
260	332	20	1
117	333	20	2
132	333	20	1
157	333	20	1
174	333	20	1
179	333	20	1
204	333	20	1
210	333	20	1
227	333	20	2
235	333	20	2
244	333	20	1
250	333	20	1
131	334	20	2
151	334	20	1
153	334	20	2
158	334	20	2
160	334	20	2
177	334	20	2
183	334	20	1
186	334	20	3
210	334	20	2
224	334	20	2
258	334	20	2
179	335	20	1
182	335	20	1
237	335	20	5
239	335	20	1
246	335	20	1
134	336	20	1
163	336	20	1
188	336	20	1
205	336	20	1
207	336	20	2
222	336	20	1
260	336	20	3
144	337	20	2
194	337	20	1
217	337	20	1
220	337	20	1
236	337	20	1
246	337	20	2
173	338	20	2
183	338	20	3
190	338	20	1
173	339	20	1
186	339	20	1
246	339	20	1
249	339	20	2
201	340	20	1
248	340	20	4
157	341	20	2
167	341	20	1
230	341	20	1
242	341	20	1
246	341	20	2
217	342	20	2
227	342	20	1
231	342	20	1
194	343	20	3
219	343	20	2
223	343	20	1
229	343	20	1
240	343	20	1
245	343	20	2
161	344	20	1
216	344	20	1
242	344	20	1
244	344	20	1
183	345	20	1
223	345	20	3
240	345	20	2
241	345	20	1
243	345	20	2
162	346	20	1
187	346	20	1
213	346	20	2
190	347	20	2
202	347	20	1
192	348	20	1
232	348	20	2
236	348	20	1
178	349	20	1
186	349	20	2
190	349	20	2
192	349	20	3
195	349	20	2
212	349	20	1
229	349	20	2
165	350	20	1
169	350	20	1
207	350	20	1
221	350	20	3
237	350	20	2
206	351	20	1
178	352	20	2
186	352	20	1
216	352	20	1
173	353	20	1
178	353	20	2
184	353	20	1
212	353	20	2
224	353	20	1
170	354	20	2
178	354	20	1
230	354	20	3
200	355	20	1
218	355	20	1
229	356	20	1
180	357	20	1
182	357	20	1
198	357	20	1
199	357	20	1
207	357	20	1
220	357	20	1
169	358	20	2
178	358	20	4
220	358	20	1
171	359	20	1
173	359	20	3
173	360	20	3
176	360	20	1
180	360	20	1
186	360	20	2
206	360	20	1
219	360	20	2
176	361	20	1
203	361	20	3
205	361	20	1
182	362	20	2
192	362	20	1
204	363	20	3
193	364	20	1
129	222	21	1
142	224	21	2
172	224	21	2
159	225	21	1
175	225	21	2
180	225	21	1
147	228	21	1
182	228	21	1
154	230	21	2
188	230	21	1
110	231	21	2
162	232	21	1
136	233	21	2
140	235	21	1
141	235	21	2
214	236	21	1
132	237	21	2
137	237	21	2
138	237	21	1
146	237	21	1
154	237	21	2
164	237	21	3
128	238	21	1
132	238	21	2
148	238	21	2
149	238	21	2
151	238	21	1
129	239	21	1
195	239	21	2
126	240	21	2
127	240	21	1
128	240	21	5
146	240	21	2
171	240	21	2
190	240	21	1
212	240	21	1
214	240	21	2
130	241	21	1
133	241	21	1
135	241	21	3
147	241	21	1
174	241	21	1
126	242	21	1
128	242	21	3
136	242	21	2
143	242	21	2
109	243	21	1
116	243	21	1
129	243	21	1
138	243	21	3
141	243	21	4
142	243	21	2
143	243	21	1
152	243	21	1
213	243	21	2
135	244	21	2
102	245	21	1
116	245	21	2
139	245	21	3
194	245	21	2
214	245	21	1
215	245	21	1
245	245	21	1
135	246	21	1
137	246	21	2
149	247	21	1
201	247	21	2
232	247	21	1
212	248	21	1
134	249	21	2
216	249	21	4
126	250	21	1
131	250	21	1
217	250	21	1
217	251	21	1
220	251	21	1
201	252	21	1
223	254	21	3
225	254	21	2
228	254	21	1
169	255	21	1
230	255	21	1
122	256	21	1
227	256	21	1
231	256	21	2
161	257	21	1
200	257	21	1
124	258	21	1
140	258	21	3
252	258	21	2
160	259	21	2
163	259	21	2
160	260	21	1
181	260	21	1
130	261	21	1
137	262	21	2
163	262	21	2
189	262	21	1
219	263	21	1
162	264	21	1
163	264	21	1
181	264	21	2
135	265	21	1
158	265	21	2
161	265	21	1
162	265	21	2
215	265	21	1
222	265	21	1
161	266	21	1
221	266	21	1
155	268	21	1
183	268	21	1
114	269	21	2
117	269	21	1
124	269	21	1
160	269	21	1
177	269	21	1
208	269	21	1
117	270	21	1
120	270	21	2
126	270	21	1
164	270	21	1
235	270	21	1
159	271	21	1
174	271	21	1
176	271	21	1
124	272	21	2
129	272	21	2
158	272	21	1
159	272	21	2
163	272	21	1
164	272	21	2
166	272	21	2
173	272	21	1
175	272	21	1
157	273	21	2
166	273	21	3
178	273	21	1
225	273	21	1
149	274	21	2
154	274	21	1
167	274	21	1
176	274	21	2
224	274	21	1
236	274	21	4
265	274	21	1
165	275	21	1
177	275	21	1
219	275	21	1
117	276	21	1
136	276	21	1
169	276	21	1
173	276	21	4
219	276	21	1
221	276	21	3
267	276	21	3
119	277	21	2
169	277	21	2
172	277	21	1
218	277	21	1
171	278	21	2
169	279	21	1
170	279	21	1
176	279	21	1
186	279	21	2
216	279	21	1
220	279	21	1
266	279	21	2
125	280	21	1
147	280	21	2
167	280	21	2
174	280	21	2
177	280	21	1
205	280	21	2
218	280	21	1
219	280	21	2
227	280	21	1
169	281	21	1
175	281	21	1
219	281	21	2
225	281	21	1
140	282	21	2
170	282	21	1
173	282	21	1
224	282	21	1
270	282	21	1
271	282	21	1
150	283	21	1
173	283	21	1
216	283	21	1
206	284	21	1
215	284	21	2
222	284	21	3
224	284	21	1
230	284	21	2
123	285	21	1
180	285	21	2
237	285	21	1
220	286	21	1
223	286	21	1
219	287	21	2
220	287	21	1
221	287	21	1
251	287	21	2
186	288	21	1
217	288	21	1
224	288	21	2
271	288	21	1
223	289	21	2
225	289	21	3
219	290	21	1
106	291	21	2
218	291	21	1
244	292	21	1
268	292	21	2
271	292	21	3
196	293	21	1
217	293	21	1
218	294	21	2
269	294	21	1
140	295	21	1
215	295	21	3
217	295	21	3
218	295	21	2
245	295	21	2
271	295	21	1
126	296	21	4
218	296	21	2
150	297	21	2
154	297	21	2
214	297	21	1
217	297	21	1
250	297	21	1
177	298	21	1
131	300	21	2
153	300	21	1
214	300	21	1
239	300	21	3
267	300	21	2
210	301	21	1
252	301	21	1
269	301	21	2
270	301	21	1
236	302	21	1
264	302	21	1
146	303	21	4
186	303	21	1
239	303	21	1
190	304	21	1
208	304	21	2
240	304	21	3
210	305	21	1
208	306	21	1
209	306	21	1
231	306	21	2
235	306	21	1
238	306	21	2
203	307	21	2
210	307	21	1
243	307	21	3
260	307	21	3
201	308	21	1
205	308	21	1
240	308	21	2
256	308	21	1
259	308	21	1
261	308	21	1
170	309	21	2
209	309	21	1
242	309	21	2
265	309	21	1
112	310	21	3
114	310	21	3
132	310	21	1
149	310	21	1
180	310	21	2
186	310	21	2
230	310	21	1
231	310	21	2
93	311	21	1
177	311	21	4
199	311	21	1
204	311	21	2
212	311	21	1
260	311	21	1
148	312	21	1
199	312	21	1
201	312	21	2
203	312	21	1
227	312	21	3
257	312	21	2
116	313	21	1
238	313	21	1
172	314	21	1
175	314	21	2
182	314	21	2
203	314	21	2
237	314	21	1
256	314	21	1
115	315	21	1
163	315	21	1
179	315	21	1
214	315	21	2
256	315	21	1
257	315	21	2
265	315	21	2
181	316	21	1
203	316	21	1
208	316	21	3
237	316	21	1
254	316	21	1
260	316	21	1
166	317	21	1
180	317	21	1
232	317	21	1
257	317	21	1
146	318	21	1
170	318	21	1
182	318	21	1
233	318	21	1
264	318	21	2
266	318	21	2
152	319	21	1
166	319	21	1
241	319	21	1
247	319	21	1
258	319	21	1
261	319	21	1
257	320	21	2
118	321	21	1
183	321	21	1
185	321	21	3
187	321	21	1
249	321	21	1
256	321	21	1
260	321	21	1
264	321	21	2
178	322	21	1
187	322	21	1
259	322	21	1
126	323	21	2
179	323	21	1
185	323	21	1
200	323	21	1
201	323	21	1
227	323	21	1
261	323	21	1
141	324	21	1
149	324	21	1
180	324	21	1
184	324	21	3
186	324	21	2
187	324	21	1
188	324	21	4
195	324	21	2
196	324	21	1
177	325	21	1
187	325	21	1
195	325	21	2
199	325	21	2
202	325	21	2
96	326	21	2
189	326	21	4
94	327	21	2
180	327	21	1
188	327	21	2
147	328	21	2
202	328	21	2
260	328	21	2
99	329	21	1
100	329	21	1
157	329	21	1
141	331	21	2
153	331	21	1
183	331	21	2
260	332	21	1
261	332	21	1
181	333	21	2
259	333	21	3
121	334	21	1
223	334	21	1
255	334	21	2
259	334	21	2
260	334	21	1
134	335	21	2
181	335	21	3
237	335	21	3
142	336	21	1
173	336	21	1
178	336	21	2
211	336	21	2
259	336	21	1
175	337	21	1
177	337	21	3
145	338	21	1
176	338	21	1
180	338	21	1
240	338	21	1
173	339	21	1
175	339	21	1
189	339	21	1
160	340	21	2
175	340	21	1
231	340	21	2
244	341	21	1
169	342	21	2
231	342	21	1
239	342	21	2
240	344	21	1
241	344	21	1
244	344	21	1
241	345	21	1
180	346	21	3
198	349	21	1
212	349	21	1
221	354	21	1
179	355	21	1
169	356	21	1
175	356	21	3
168	359	21	5
179	360	21	5
195	361	21	3
181	362	21	1
154	229	22	2
154	230	22	1
131	234	22	1
139	234	22	1
140	234	22	1
132	235	22	2
136	235	22	3
148	235	22	1
132	236	22	2
133	236	22	1
136	236	22	2
140	236	22	1
129	237	22	1
133	237	22	1
135	237	22	1
129	238	22	3
139	238	22	2
141	238	22	1
146	238	22	1
132	239	22	2
213	239	22	1
216	239	22	1
141	240	22	1
152	240	22	1
154	240	22	1
132	241	22	1
133	241	22	1
139	241	22	1
140	241	22	2
150	241	22	1
214	241	22	3
215	241	22	1
117	242	22	2
131	242	22	1
134	242	22	2
144	242	22	1
215	242	22	1
136	243	22	1
139	243	22	1
149	243	22	1
136	244	22	1
145	244	22	1
132	246	22	1
135	247	22	2
216	251	22	1
219	251	22	2
218	252	22	1
223	252	22	1
221	254	22	1
226	254	22	1
161	255	22	6
229	255	22	1
150	256	22	1
163	256	22	3
196	256	22	1
228	256	22	1
161	257	22	2
163	257	22	2
199	257	22	1
237	257	22	2
160	258	22	2
163	258	22	1
232	259	22	1
161	260	22	1
162	260	22	2
163	261	22	1
161	263	22	1
160	264	22	1
163	264	22	1
120	267	22	1
121	267	22	1
132	267	22	1
160	267	22	2
121	268	22	2
122	268	22	1
157	268	22	1
158	268	22	1
165	268	22	1
195	268	22	1
158	270	22	3
165	270	22	2
119	271	22	2
156	271	22	2
165	271	22	1
181	271	22	3
120	272	22	1
155	272	22	1
168	272	22	1
118	273	22	2
170	273	22	1
179	273	22	2
154	274	22	1
156	274	22	1
169	274	22	2
174	274	22	1
177	274	22	1
165	275	22	1
178	275	22	2
177	276	22	1
170	277	22	3
170	278	22	1
176	278	22	1
190	278	22	2
227	278	22	2
169	279	22	1
171	279	22	2
217	279	22	1
226	279	22	1
230	279	22	2
167	280	22	1
170	280	22	1
174	280	22	2
178	280	22	2
224	280	22	4
227	280	22	1
175	282	22	1
226	282	22	1
224	285	22	2
226	285	22	1
219	288	22	3
224	288	22	1
271	289	22	1
217	290	22	1
219	292	22	2
241	293	22	3
266	294	22	1
269	296	22	1
217	297	22	1
219	297	22	1
220	297	22	2
216	299	22	1
214	300	22	2
189	301	22	2
210	301	22	1
211	301	22	1
264	302	22	2
268	303	22	2
186	304	22	1
236	305	22	1
232	306	22	3
264	306	22	1
182	307	22	1
204	307	22	1
205	307	22	1
207	307	22	2
238	307	22	1
262	307	22	2
203	308	22	3
207	308	22	1
238	308	22	1
201	309	22	1
231	309	22	1
207	310	22	3
250	310	22	3
259	310	22	1
260	310	22	2
206	311	22	1
176	312	22	1
260	313	22	2
261	313	22	2
200	314	22	2
236	314	22	1
261	314	22	1
226	315	22	1
257	315	22	1
261	315	22	2
263	315	22	1
262	316	22	1
236	317	22	1
256	317	22	2
258	317	22	1
240	318	22	1
260	318	22	2
262	318	22	1
180	319	22	1
261	320	22	1
182	321	22	2
191	321	22	2
256	321	22	2
181	322	22	1
259	322	22	1
185	323	22	2
187	323	22	3
191	323	22	1
194	323	22	1
258	323	22	1
261	323	22	1
179	324	22	1
180	324	22	1
181	324	22	2
194	324	22	1
146	325	22	2
182	325	22	1
199	325	22	1
215	325	22	1
202	326	22	2
259	326	22	1
260	326	22	2
202	327	22	1
98	328	22	1
200	328	22	2
201	329	22	1
184	330	22	2
100	332	22	1
180	334	22	2
259	334	22	1
177	338	22	3
179	339	22	1
235	340	22	1
242	343	22	2
243	343	22	2
245	343	22	1
244	344	22	1
156	225	23	1
157	225	23	2
175	225	23	1
180	225	23	1
154	228	23	2
157	229	23	1
157	231	23	1
158	231	23	1
144	233	23	3
138	234	23	2
140	234	23	1
146	234	23	1
145	235	23	1
144	236	23	2
150	236	23	2
133	237	23	2
214	237	23	1
133	238	23	2
138	238	23	1
140	238	23	2
145	238	23	1
150	238	23	2
217	238	23	1
131	239	23	1
138	239	23	1
148	239	23	1
130	240	23	1
142	240	23	1
135	241	23	1
138	241	23	2
140	241	23	1
141	241	23	1
142	241	23	3
143	241	23	2
145	241	23	1
132	242	23	1
138	242	23	1
149	242	23	3
213	242	23	1
130	243	23	2
132	243	23	3
134	243	23	1
140	243	23	2
214	243	23	1
134	244	23	1
142	244	23	3
145	244	23	1
134	246	23	1
215	246	23	1
192	253	23	1
222	253	23	2
223	253	23	1
224	253	23	1
223	254	23	2
162	255	23	2
197	255	23	1
226	255	23	1
231	255	23	1
193	257	23	1
224	257	23	2
228	257	23	3
