x	y	z	G alpha (i) signalling events
232	256	30	1
233	256	30	1
236	256	30	3
181	257	30	1
183	257	30	2
192	257	30	3
209	257	30	2
215	257	30	2
228	257	30	1
236	257	30	2
237	257	30	1
239	257	30	1
240	257	30	2
176	258	30	1
181	258	30	1
186	258	30	1
215	258	30	3
226	258	30	1
227	258	30	2
229	258	30	1
233	258	30	2
237	258	30	2
238	258	30	2
239	258	30	1
175	259	30	1
195	259	30	1
214	259	30	1
216	259	30	2
218	259	30	4
219	259	30	2
220	259	30	1
224	259	30	1
230	259	30	1
231	259	30	1
234	259	30	1
241	259	30	1
196	260	30	1
212	260	30	3
216	260	30	1
217	260	30	3
226	260	30	1
227	260	30	1
228	260	30	4
231	260	30	3
232	260	30	1
237	260	30	2
238	260	30	1
239	260	30	1
240	260	30	2
184	261	30	1
186	261	30	1
187	261	30	1
194	261	30	1
196	261	30	1
198	261	30	3
208	261	30	2
211	261	30	1
212	261	30	1
215	261	30	1
216	261	30	1
217	261	30	2
219	261	30	1
224	261	30	1
225	261	30	2
226	261	30	1
227	261	30	2
230	261	30	1
231	261	30	1
232	261	30	3
238	261	30	1
239	261	30	1
244	261	30	1
246	261	30	1
179	262	30	1
186	262	30	1
193	262	30	1
216	262	30	2
218	262	30	1
220	262	30	3
221	262	30	1
222	262	30	1
223	262	30	1
225	262	30	1
227	262	30	1
231	262	30	1
233	262	30	1
240	262	30	1
247	262	30	1
249	262	30	1
251	262	30	2
182	263	30	1
185	263	30	2
188	263	30	1
189	263	30	3
193	263	30	1
215	263	30	2
216	263	30	2
218	263	30	1
219	263	30	1
226	263	30	3
228	263	30	1
232	263	30	4
233	263	30	2
234	263	30	1
246	263	30	1
249	263	30	1
178	264	30	1
186	264	30	2
211	264	30	2
222	264	30	2
225	264	30	1
226	264	30	1
227	264	30	1
229	264	30	1
233	264	30	2
238	264	30	3
239	264	30	1
240	264	30	1
246	264	30	2
183	265	30	2
191	265	30	1
192	265	30	1
193	265	30	2
200	265	30	1
205	265	30	1
208	265	30	2
210	265	30	1
211	265	30	2
212	265	30	2
213	265	30	1
216	265	30	1
217	265	30	1
219	265	30	1
229	265	30	1
230	265	30	3
231	265	30	1
233	265	30	2
235	265	30	1
236	265	30	2
238	265	30	1
242	265	30	2
247	265	30	2
248	265	30	2
184	266	30	3
187	266	30	1
188	266	30	1
189	266	30	1
193	266	30	2
195	266	30	3
212	266	30	1
214	266	30	2
219	266	30	1
226	266	30	1
228	266	30	2
231	266	30	1
232	266	30	4
233	266	30	1
238	266	30	1
240	266	30	1
243	266	30	1
182	267	30	2
191	267	30	1
193	267	30	2
194	267	30	1
196	267	30	1
198	267	30	1
202	267	30	1
209	267	30	4
214	267	30	1
219	267	30	1
228	267	30	1
229	267	30	1
231	267	30	2
232	267	30	1
235	267	30	1
236	267	30	2
237	267	30	1
238	267	30	1
240	267	30	1
241	267	30	2
244	267	30	3
245	267	30	1
247	267	30	2
248	267	30	2
249	267	30	1
182	268	30	1
189	268	30	2
191	268	30	1
195	268	30	2
196	268	30	1
205	268	30	1
206	268	30	2
211	268	30	2
213	268	30	1
216	268	30	1
217	268	30	1
223	268	30	2
226	268	30	1
228	268	30	2
231	268	30	1
235	268	30	1
238	268	30	2
240	268	30	2
243	268	30	1
245	268	30	3
246	268	30	1
247	268	30	1
248	268	30	2
172	269	30	1
180	269	30	2
182	269	30	4
196	269	30	1
197	269	30	2
198	269	30	1
199	269	30	1
204	269	30	1
211	269	30	1
213	269	30	1
216	269	30	4
219	269	30	2
222	269	30	2
232	269	30	1
233	269	30	1
235	269	30	1
239	269	30	2
243	269	30	1
244	269	30	1
245	269	30	1
249	269	30	1
252	269	30	1
178	270	30	1
179	270	30	1
184	270	30	2
194	270	30	1
195	270	30	2
196	270	30	2
197	270	30	3
200	270	30	4
205	270	30	2
207	270	30	2
214	270	30	1
215	270	30	1
216	270	30	1
223	270	30	2
227	270	30	2
230	270	30	1
232	270	30	3
233	270	30	1
234	270	30	2
244	270	30	1
245	270	30	1
249	270	30	2
250	270	30	1
176	271	30	2
181	271	30	1
183	271	30	1
194	271	30	1
200	271	30	2
201	271	30	3
204	271	30	2
207	271	30	1
211	271	30	1
212	271	30	1
215	271	30	1
216	271	30	2
225	271	30	3
229	271	30	1
232	271	30	2
238	271	30	2
244	271	30	2
179	272	30	2
180	272	30	2
181	272	30	1
182	272	30	2
184	272	30	1
185	272	30	1
207	272	30	2
223	272	30	1
224	272	30	2
227	272	30	2
233	272	30	1
236	272	30	1
239	272	30	1
240	272	30	1
242	272	30	1
247	272	30	2
250	272	30	3
181	273	30	1
182	273	30	1
203	273	30	2
206	273	30	1
208	273	30	2
211	273	30	2
227	273	30	1
231	273	30	1
232	273	30	1
235	273	30	1
236	273	30	3
240	273	30	3
241	273	30	2
177	274	30	2
181	274	30	1
182	274	30	3
185	274	30	1
203	274	30	2
208	274	30	3
211	274	30	1
212	274	30	1
214	274	30	1
229	274	30	1
233	274	30	1
234	274	30	5
236	274	30	1
238	274	30	1
239	274	30	1
241	274	30	1
244	274	30	1
247	274	30	1
251	274	30	1
180	275	30	1
212	275	30	1
213	275	30	2
215	275	30	1
235	275	30	2
236	275	30	1
237	275	30	2
238	275	30	1
244	275	30	1
249	275	30	1
250	275	30	1
179	276	30	1
186	276	30	1
205	276	30	1
207	276	30	2
232	276	30	1
233	276	30	1
236	276	30	2
238	276	30	3
240	276	30	2
241	276	30	2
243	276	30	3
248	276	30	1
249	276	30	2
250	276	30	1
174	277	30	2
180	277	30	1
206	277	30	1
208	277	30	1
235	277	30	2
241	277	30	1
243	277	30	1
245	277	30	1
247	277	30	1
249	277	30	2
251	277	30	2
175	278	30	2
201	278	30	3
208	278	30	1
226	278	30	2
230	278	30	3
235	278	30	1
237	278	30	2
239	278	30	1
246	278	30	1
248	278	30	1
249	278	30	2
250	278	30	1
253	278	30	4
207	279	30	2
219	279	30	1
234	279	30	1
237	279	30	4
238	279	30	1
239	279	30	3
240	279	30	1
241	279	30	1
243	279	30	1
244	279	30	1
245	279	30	1
247	279	30	3
248	279	30	1
249	279	30	2
250	279	30	3
251	279	30	1
175	280	30	3
176	280	30	1
178	280	30	1
183	280	30	1
206	280	30	1
232	280	30	2
233	280	30	2
235	280	30	2
236	280	30	3
238	280	30	1
239	280	30	2
241	280	30	1
242	280	30	1
244	280	30	1
248	280	30	1
249	280	30	1
251	280	30	2
181	281	30	1
214	281	30	1
217	281	30	2
218	281	30	1
224	281	30	2
234	281	30	2
235	281	30	1
237	281	30	3
239	281	30	2
241	281	30	2
243	281	30	1
245	281	30	1
246	281	30	3
251	281	30	1
252	281	30	1
172	282	30	1
174	282	30	1
177	282	30	2
179	282	30	2
187	282	30	2
210	282	30	1
213	282	30	3
219	282	30	1
221	282	30	1
223	282	30	2
229	282	30	1
232	282	30	3
236	282	30	1
238	282	30	1
239	282	30	1
240	282	30	2
241	282	30	2
244	282	30	1
246	282	30	2
247	282	30	1
248	282	30	1
250	282	30	1
251	282	30	1
252	282	30	1
253	282	30	2
256	282	30	1
179	283	30	2
202	283	30	3
205	283	30	1
209	283	30	2
215	283	30	2
219	283	30	3
222	283	30	1
232	283	30	1
234	283	30	1
238	283	30	1
240	283	30	2
241	283	30	1
242	283	30	1
244	283	30	1
246	283	30	2
248	283	30	1
249	283	30	1
250	283	30	3
251	283	30	3
252	283	30	2
254	283	30	1
180	284	30	2
181	284	30	1
219	284	30	1
220	284	30	1
221	284	30	2
224	284	30	2
225	284	30	1
231	284	30	1
233	284	30	1
238	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
242	284	30	1
243	284	30	1
245	284	30	2
249	284	30	3
250	284	30	1
251	284	30	1
252	284	30	3
253	284	30	1
256	284	30	1
258	284	30	1
206	285	30	1
220	285	30	3
222.5	285.5	30.5	1
223	285	30	3
225	285	30	2
227	285	30	1
229	285	30	1
236	285	30	2
237	285	30	1
242	285	30	1
245	285.666666666667	31	1
248	285	30	1
256	285	30	2
180	286	30	1
219	286	30	2
222	286	30	2
223	286	30	1
224	286	30	1
226	286	30	3
227	286	30	2
228	286	30	2
230	286	30	1
231	286	30	1
235	286	30	1
236	286	30	1
240	286	30	1
246	286	30	1
248	286	30	2
249	286	30	2
252	286	30	1
255	286	30	1
256	286	30	2
257	286	30	1
207	287	30	2
220	287	30	1
222	287	30	1
224	287	30	1
226	287	30	1
228	287	30	1
234	287	30	1
237	287.5	30.5	1
238.5	287.5	30.5	1
241	287	30	3
244	287	30	2
246	287	30	3
248	287	30	1
250	287	30	1
251	287	30	1
252	287	30	1
254	287	30	2
199	288	30	2
221	288	30	1
223	288	30	2
226	288	30	2
229	288	30	1
231	288	30	1
232	288	30	1
234	288	30	2
237	288	30	1
241	288	30	1
243	288	30	1
244	288	30	2
245	288	30	1
247	288	30	6
252	288	30	1
253	288	30	1
199	289	30	1
200	289	30	2
222	289	30	1
223	289	30	1
224	289	30	1
226	289	30	2
230	289	30	1
231	289	30	1
232	289	30	1
233	289	30	1
237	289	30	1
238	289	30	2
239	289	30	5
243	289	30	1
245	289	30	1
247	289	30	1
250	289	30	1
252	289	30	1
256	289	30	2
198	290	30	1
222	290	30	3
225	290	30	1
227	290	30	1
231	290	30	3
232	290	30	1
233	290	30	1
235	290	30	1
236	290	30	4
240	290	30	2
242	290	30	1
246	290	30	2
248	290	30	1
257	290	30	3
197	291	30	1
198	291	30	1
225	291	30	2
227	291	30	1
238	291	30	2
242	291	30	2
244	291	30	1
245	291	30	1
247	291	30	2
248	291	30	1
251	291	30	1
258	291	30	2
197	292	30	1
198	292	30	3
203	292	30	1
220	292	30	2
224	292	30	3
226	292	30	1
227	292	30	3
228	292	30	1
229	292	30	1
230	292	30	2
231	292	30	2
232	292	30	1
235	292	30	1
241	292	30	1
245	292	30	2
246	292	30	1
247	292	30	1
248	292	30	1
249	292	30	1
257	292	30	2
219	293	30	2
220	293	30	1
221	293	30	1
223	293	30	1
225	293	30	2
227	293	30	1
231	293	30	1
236	293	30	1
238	293	30	1
246	293	30	2
250	293	30	1
251	293	30	2
253	293	30	3
189	294	30	1
210	294	30	2
220	294	30	1
225	294	30	1
227	294	30	1
229	294	30	1
231	294	30	1
232	294	30	1
236	294	30	2
237	294	30	2
240	294	30	1
241	294	30	1
243	294	30	1
244	294	30	1
245	294	30	1
250	294	30	1
251	294	30	1
254	294	30	2
257	294	30	2
258	294	30	2
197	295	30	1
218	295	30	2
220	295	30	1
221	295	30	1
222	295	30	1
226	295	30	1
227	295	30	2
228	295	30	2
229	295	30	3
234	295	30	1
241	295	30	1
244	295	30	1
247	295	30	4
251	295	30	1
252	295	30	2
253	295	30	1
254	295	30	2
257	295	30	2
186	296	30	3
220	296	30	1
226	296	30	1
228	296	30	1
232	296	30	2
233	296	30	1
235	296	30	2
237	296	30	2
239	296	30	3
241	296	30	1
242	296	30	1
246	296	30	2
247	296	30	4
252	296	30	1
220	297	30	1
223	297	30	1
226	297	30	2
227	297	30	1
229	297	30	1
231	297	30	1
237	297	30	3
238	297	30	1
239	297	30	1
243	297	30	1
244	297	30	1
245	297	30	2
246	297	30	1
248	297	30	2
250	297	30	2
252	297	30	1
215	298	30	2
221	298	30	1
222	298	30	1
224	298	30	2
226	298	30	2
228	298	30	1
229	298	30	1
232	298	30	1
233	298	30	2
237	298	30	1
239	298	30	3
241	298	30	1
247	298	30	2
248	298	30	1
249	298	30	1
251	298	30	2
252	298	30	1
215	299	30	1
216	299	30	1
221	299	30	2
224	299	30	4
225	299	30	1
227	299	30	1
229	299	30	1
231	299	30	1
236	299	30	2
240	299	30	1
242	299	30	1
250	299	30	1
214	300	30	1
218	300	30	1
222	300	30	2
223	300	30	1
226	300	30	1
227	300	30	2
228	300	30	3
230	300	30	2
231	300	30	1
236	300	30	2
241	300	30	2
248	300	30	2
249	300	30	1
224	301	30	3
235	301	30	2
236	301	30	2
238	301	30	1
239	301	30	3
240	301	30	1
241	301	30	1
243	301	30	4
244	301	30	1
245	301	30	1
246	301	30	1
247	301	30	2
249	301	30	1
251	301	30	1
223	302	30	1
226	302	30	1
229	302	30	1
231	302	30	1
236	302	30	1
237	302	30	1
239	302	30	1
240	302	30	2
242	302	30	2
247	302	30	2
248	302	30	1
217	303	30	3
223	303	30	1
225	303	30	2
238	303	30	1
239	303	30	1
240	303	30	2
241	303	30	3
243	303	30	2
244	303	30	4
246	303	30	1
220	304	30	1
233	304	30	1
235	304	30	1
236	304	30	1
240	304	30	1
223	305	30	1
236	305	30	1
237	305	30	3
238	305	30	3
238	306	30	2
240	306	30	3
226	249	31	1
226	250	31	2
227	250	31	1
235	250	31	1
215	251	31	2
229	251	31	2
235	251	31	2
216	252	31	2
225	252	31	4
226	252	31	1
229	252	31	3
235	252	31	4
193	253	31	2
215	253	31	1
217	253	31	1
224	253	31	1
225	253	31	2
228	253	31	2
237	253	31	2
238	253	31	1
193	254	31	1
227	254	31	2
231	254	31	1
232	254	31	2
238	254	31	3
191	255	31	2
215	255	31	1
226	255	31	2
229	255	31	2
230	255	31	3
233	255	31	1
234	255	31	2
235	255	31	1
236	255	31	1
238	255	31	1
207	256	31	2
216	256	31	1
233	256	31	1
239	256	31	1
177	257	31	1
202	257	31	2
214	257	31	1
215	257	31	1
216	257	31	2
229	257	31	2
230	257	31	3
232	257	31	2
236	257	31	2
240	257	31	1
188	258	31	3
190	258	31	2
205	258	31	1
215	258	31	1
216	258	31	3
227	258	31	5
237	258	31	1
239	258	31	1
240	258	31	1
218	259	31	1
219	259	31	1
226	259	31	2
227	259	31	1
232	259	31	1
235	259	31	2
186	260	31	1
187	260	31	3
188	260	31	1
190	260	31	1
191	260	31	2
209	260	31	1
212	260	31	1
216	260	31	1
221	260	31	2
224	260	31	3
227	260	31	1
234	260	31	1
237	260	31	2
239	260	31	1
240	260	31	1
244	260	31	2
188	261	31	1
193	261	31	1
210	261	31	2
213	261	31	2
216	261	31	1
224	261	31	3
225	261	31	2
227	261	31	2
228	261	31	2
229	261	31	3
231	261	31	1
234	261	31	2
237	261	31	1
239	261	31	1
246	261	31	1
249	261	31	2
193	262	31	2
195	262	31	1
207	262	31	2
211	262	31	4
216	262	31	1
218	262	31	1
220	262	31	1
225	262	31	2
227	262	31	2
229	262	31	1
230	262	31	1
233	262	31	2
236	262	31	3
238	262	31	1
240	262	31	1
242	262	31	1
246	262	31	1
249	262	31	2
186	263	31	1
188	263	31	2
193	263	31	1
194	263	31	3
198	263	31	2
200	263	31	1
211	263	31	3
215	263	31	4
217	263	31	1
218	263	31	2
220	263	31	1
222	263	31	1
226	263	31	2
227	263	31	2
228	263	31	2
229	263	31	1
232	263	31	1
233	263	31	1
234	263	31	2
235	263	31	4
238	263	31	1
240	263	31	1
244	263	31	2
245	263	31	1
248	263	31	1
187	264	31	2
189	264	31	2
190	264	31	1
195	264	31	1
197	264	31	2
199	264	31	2
209	264	31	1
210	264	31	1
214	264	31	3
216	264	31	3
217	264	31	3
218	264	31	2
220	264	31	1
222	264	31	2
224	264	31	2
226	264	31	2
227	264	31	1
228	264	31	1
231	264	31	1
238	264	31	1
239	264	31	2
245	264	31	2
246	264	31	1
248	264	31	2
249	264	31	3
184	265	31	1
186	265	31	1
192	265	31	1
194	265	31	1
200	265	31	1
205	265	31	1
214	265	31	1
215	265	31	1
226	265	31	1
229	265	31	1
231	265	31	1
240	265	31	1
243	265	31	1
245	265	31	2
187	266	31	2
193	266	31	1
198	266	31	1
212	266	31	1
213	266	31	1
215	266	31	1
217	266	31	1
219	266	31	1
220	266	31	2
228	266	31	2
229	266	31	1
231	266	31	2
232	266	31	2
233	266	31	1
241	266	31	1
243	266	31	1
246	266	31	1
247	266	31	4
251	266	31	1
177	267	31	1
182	267	31	1
183	267	31	3
186	267	31	3
192	267	31	4
193	267	31	1
196	267	31	2
197	267	31	1
199	267	31	1
211	267	31	1
217	267	31	1
222	267	31	3
223	267	31	3
228	267	31	1
229	267	31	2
230	267	31	1
231	267	31	1
232	267	31	2
233	267	31	1
235	267	31	3
237	267	31	5
238	267	31	1
241	267	31	1
242	267	31	1
244	267	31	1
245	267	31	2
246	267	31	4
247	267	31	1
184	268	31	2
188	268	31	2
193	268	31	1
195	268	31	2
203	268	31	2
205	268	31	1
213	268	31	2
215	268	31	1
218	268	31	1
219	268	31	1
220	268	31	2
224	268	31	1
225	268	31	1
231	268	31	3
232	268	31	1
234	268	31	2
238	268	31	1
241	268	31	1
242	268	31	1
243	268	31	2
244	268	31	3
173	269	31	1
182	269	31	3
184	269	31	2
188	269	31	3
194	269	31	2
201	269	31	1
206	269	31	1
210	269	31	3
215	269	31	3
230	269	31	1
231	269	31	3
232	269	31	2
235	269	31	1
238	269	31	1
239	269	31	1
240	269	31	1
242	269	31	2
243	269	31	1
246	269	31	1
247	269	31	1
248	269	31	3
249	269	31	2
250	269	31	2
173	270	31	1
178	270	31	1
180	270	31	1
181	270	31	1
183	270	31	1
185	270	31	3
186	270	31	1
196	270	31	1
198	270	31	1
199	270	31	1
200	270	31	2
201	270	31	3
215	270	31	1
217	270	31	1
231	270	31	2
237	270	31	2
242	270	31	3
244	270	31	1
247	270	31	1
249	270	31	1
171	271	31	2
174	271	31	3
175	271	31	1
177	271	31	1
182	271	31	2
184	271	31	1
185	271	31	1
198	271	31	1
200	271	31	2
203	271	31	1
204	271	31	4
209	271	31	1
210	271	31	2
213	271	31	2
214	271	31	1
215	271	31	1
217	271	31	1
231	271	31	3
232	271	31	1
233	271	31	1
235	271	31	1
237	271	31	1
239	271	31	1
240	271	31	1
246	271	31	1
249	271	31	1
251	271	31	2
182	272	31	2
184	272	31	2
185	272	31	2
203	272	31	2
205	272	31	2
206	272	31	1
210	272	31	1
212	272	31	1
214	272	31	1
225	272	31	2
226	272	31	3
227	272	31	3
230	272	31	3
234	272	31	4
235	272	31	1
237	272	31	4
238	272	31	2
239	272	31	1
241	272	31	1
243	272	31	1
248	272	31	1
249	272	31	2
250	272	31	3
254	272	31	2
176	273	31	2
181	273	31	3
183	273	31	4
207	273	31	1
210	273	31	1
213	273	31	1
214	273	31	2
215	273	31	1
229	273	31	1
232	273	31	1
235	273	31	1
237	273	31	2
240	273	31	1
242	273	31	2
248	273	31	1
249	273	31	1
250	273	31	2
185	274	31	1
203	274	31	2
205	274	31	2
209	274	31	1
210	274	31	1
211	274	31	1
213	274	31	1
216	274	31	2
225	274	31	1
226	274	31	2
229	274	31	1
232	274	31	1
236	274	31	1
237	274	31	1
239	274	31	1
240	274	31	1
241	274	31	1
244	274	31	2
247	274	31	1
248	274	31	1
250	274	31	3
252	274	31	2
182	275	31	3
184	275	31	1
201	275	31	1
205	275	31	2
206	275	31	7
211	275	31	2
231	275	31	2
235	275	31	4
237	275	31	4
239	275	31	2
244	275	31	1
250	275	31	2
176	276	31	2
184	276	31	1
198	276	31	1
205	276	31	1
234	276	31	2
236	276	31	1
244	276	31	1
246	276	31	2
253	276	31	2
174	277	31	3
205	277	31	2
209	277	31	2
236	277	31	4
237	277	31	2
238	277	31	3
243	277	31	2
244	277	31	1
247	277	31	2
249	277	31	1
174	278	31	1
178	278	31	1
203	278	31	2
205	278	31	2
206	278	31	2
208	278	31	2
224	278	31	2
236	278	31	1
237	278	31	3
238	278	31	2
243	278	31	1
246	278	31	1
247	278	31	1
249	278	31	1
178	279	31	1
205	279	31	2
206	279	31	2
207	279	31	2
219	279	31	1
238	279	31	1
242	279	31	1
244	279	31	2
245	279	31	1
246	279	31	2
247	279	31	2
249	279	31	2
253	279	31	1
176	280	31	5
181	280	31	1
205	280	31	1
219	280	31	2
220	280	31	2
221	280	31	1
232	280	31	2
235	280	31	2
238	280	31	1
245	280	31	1
247	280	31	2
248	280	31	1
249	280	31	1
250	280	31	1
176	281	31	1
179	281	31	1
206	281	31	1
210	281	31	1
222	281	31	1
223	281	31	2
228	281	31	3
231	281	31	2
233	281	31	1
234	281	31	1
235	281	31	1
236	281	31	1
237	281	31	2
239	281	31	1
244	281	31	2
245	281	31	1
248	281	31	1
251	281	31	1
175	282	31	1
178	282	31	3
179	282	31	1
180	282	31	3
221	282	31	1
223	282	31	1
225	282	31	1
231	282	31	1
232	282	31	1
233	282	31	3
234	282	31	2
235	282	31	1
239	282	31	1
240	282	31	1
247	282	31	1
250	282	31	1
252	282	31	1
253	282	31	1
256	282	31	1
176	283	31	1
182	283	31	1
218	283	31	1
219	283	31	2
221	283	31	1
223	283	31	1
228	283	31	1
233	283	31	1
234	283	31	3
241	283	31	1
243	283	31	2
244	283	31	2
246	283	31	1
251	283	31	2
175	284	31	1
176	284	31	1
177	284	31	4
181	284	31	1
182	284	31	1
206	284	31	2
209	284	31	1
212	284	31	2
219	284	31	1
222	284	31	2
223	284	31	1
231	284	31	2
235	284	31	1
236	284	31	2
237	284	31	2
243	284	31	2
249	284	31	2
256	284	31	3
257	284	31	3
173	285	31	2
178	285	31	1
183	285	31	1
206	285	31	2
218	285	31	3
220	285	31	1
222	285	31	2
223	285	31	1
225	285	31	2
226	285	31	3
229	285	31	3
233	285	31	1
234	285	31	3
235	285	31	1
236	285	31	1
243	285	31	3
244	285	31	1
247	285	31	2
248	285	31	1
250	285	31	2
251	285	31	3
252	285	31	1
253	285	31	1
256	285	31	1
178	286	31	1
180	286	31	1
220	286	31	2
221	286	31	1
222	286	31	1
224	286	31	1
225	286	31	1
227	286	31	3
238	286	31	2
239	286	31	1
240	286	31	1
244	286	31	2
249	286	31	1
252	286	31	2
187	287	31	2
219	287	31	1
220	287	31	1
222	287	31	1
224	287	31	1
225	287	31	1
226	287	31	2
227	287	31	3
228	287	31	2
230	287	31	1
231	287	31	1
236	287	31	1
237	287	31	2
238	287	31	1
241	287	31	1
244	287	31	1
248	287	31	2
250	287	31	1
251	287	31	1
252	287	31	2
253	287	31	1
255	287	31	3
186	288	31	1
222	288	31	1
223	288	31	1
225	288	31	1
226	288	31	1
228	288	31	2
231	288	31	1
233	288	31	2
240.5	288.5	31.5	2
241	288	31	2
242	288	31	3
244	288	31	1
245	288	31	1
246	288	31	2
249	288	31	2
200	289	31	1
221	289	31	2
224	289	31	1
227	289	31	2
232	289	31	2
234	289	31	1
235	289	31	2
240	289	31	2
242	289	31	1
244	289	31	2
246	289	31	3
247	289	31	3
250	289	31	2
252	289	31	1
254	289	31	2
200	290	31	1
221	290	31	1
222	290	31	1
226	290	31	1
234	290	31	2
235	290	31	1
239	290	31	2
240	290	31	1
241	290	31	1
242	290	31	3
247	290	31	2
248	290	31	1
250	290	31	3
198	291	31	1
200	291	31	3
204	291	31	2
222	291	31	1
226	291	31	2
228	291	31	2
231	291	31	1
235	291	31	1
238	291	31	5
240	291	31	3
241	291	31	1
242	291	31	1
245	291	31	1
247	291	31	2
248	291	31	2
249	291	31	1
254	291	31	1
197	292	31	1
199	292	31	1
221	292	31	3
222	292	31	1
226	292	31	1
236	292	31	2
238	292	31	3
243	292	31	1
246	292	31	3
247	292	31	1
250	292	31	2
251	292	31	2
252	292	31	1
253	292	31	1
254	292	31	1
257	292	31	2
198	293	31	4
222	293	31	3
223	293	31	2
225	293	31	1
231	293	31	3
232	293	31	1
233	293	31	1
235	293	31	1
236	293	31	3
237	293	31	2
239	293	31	3
241	294	32.8	4
242	293	31	1
243	293	31	1
246	293	31	2
248	293	31	1
253	293	31	1
256	293	31	1
198	294	31	2
202	294	31	1
209	294	31	2
220	294	31	3
222	294	31	1
224	294	31	2
226	294	31	1
227	294	31	2
233	294	31	1
242	294	31	1
244	294	31	1
250	294	31	2
251	294	31	1
253	294	31	3
202	295	31	1
220	295	31	1
221	295	31	1
222	295	31	2
223	295	31	1
229	295	31	2
231	295	31	2
232	295	31	1
233	295	31	1
234	295	31	3
241	295	31	2
243	295	31	1
244	295	31	1
248	295	31	1
252	295	31	2
257	295	31	1
188	296	31	1
197	296	31	2
200	296	31	2
215	296	31	2
223	296	31	2
224	296	31	3
225	296	31	1
228	296	31	2
235	296	31	1
240	296	31	2
243	296	31	2
245	296	31	1
246	296	31	1
248	296	31	1
250	296	31	2
252	296	31	1
254	296	31	1
195	297	31	5
224	297	31	1
225	297	31	2
226	297	31	3
227	297	31	1
230	297	31	2
231	297	31	1
239	297	31	1
242	297	31	1
243	297	31	3
246	297	31	2
248	297	31	1
196	298	31	2
224	298	31	2
229	298	31	2
235	298	31	1
239	298	31	1
240	298	31	4
248	298	31	2
249	298	31	2
250	298	31	1
251	298	31	1
252	298	31	2
253	298	31	1
224	299	31	1
229	299	31	1
237	299	31	3
243	299	31	1
247	299	31	2
248	299	31	1
251	299	31	1
223	300	31	2
224	300	31	2
225	300	31	3
226	300	31	1
227	300	31	1
228	300	31	1
229	300	31	1
230	300	31	2
232	300	31	1
235	300	31	1
241	300	31	1
244	300	31	3
246	300	31	3
247	300	31	1
249	300	31	1
250	300	31	1
221	301	31	2
224	301	31	1
225	301	31	2
226	301	31	1
227	301	31	1
228	301	31	1
229	301	31	1
230	301	31	2
233	301	31	1
234	301	31	3
236	301	31	1
241	301	31	1
242	301	31	1
245	301	31	2
249	301	31	1
223	302	31	2
231	302	31	1
232	302	31	3
236	302	31	2
239	302	31	1
240	302	31	2
242	302	31	1
243	302	31	1
245	302	31	1
247	302	31	1
248	302	31	1
224	303	31	1
234	303	31	2
235	303	31	3
236	303	31	1
237	303	31	3
239	303	31	1
241	303	31	1
242	303	31	2
243	303	31	1
244	303	31	1
245	303	31	1
246	303	31	1
247	303	31	2
232	304	31	2
235	304	31	3
237	304	31	2
243	304	31	1
244	304	31	1
223	305	31	3
236	305	31	1
237	305	31	1
238	305	31	1
240	305	31	2
242	305	31	1
233	306	31	1
236	306	31	2
223	307	31	3
224	307	31	1
234	307	31	1
237	307	31	1
223	308	31	1
225	308	31	1
226	250	32	2
226	251	32	3
227	251	32	1
228	251	32	2
229	251	32	1
214	252	32	3
217	252	32	1
226	252	32	1
227	252	32	1
231	252	32	1
235	252	32	1
193	253	32	1
215	253	32	3
216	253	32	3
217	253	32	1
218	253	32	2
221	253	32	4
223	253	32	2
225	253	32	1
227	253	32	1
229	253	32	2
232	253	32	1
237	253	32	1
215	254	32	2
216	254	32	1
223	254	32	1
225	254	32	1
226	254	32	1
232	254	32	1
236	254	32	1
239	254	32	4
188	255	32	2
216	255	32	2
217	255	32	2
218	255	32	3
221	255	32	1
226	255	32	1
228	255	32	1
230	255	32	1
232	255	32	1
234	255	32	1
236	255	32	2
237	255	32	2
210	256	32	1
216	256	32	2
227	256	32	2
229	256	32	1
236	256	32	2
240	256	32	3
192	257	32	2
193	257	32	1
195	257	32	1
203	257	32	1
208	257	32	1
210	257	32	1
218	257	32	1
221	257	32	1
228	257	32	2
229	257	32	1
230	257	32	1
232	257	32	2
240	257	32	1
192	258	32	1
207	258	32	5
214	258	32	2
217	258	32	1
219	258	32	2
226	258	32	1
228	258	32	2
230	258	32	3
231	258	32	1
233	258	32	1
235	258	32	2
237	258	32	1
240	258	32	1
241	258	32	2
246	258	32	1
188	259	32	2
191	259	32	2
192	259	32	2
207	259	32	1
211	259	32	1
213	259	32	1
215	259	32	2
220	259	32	1
222	259	32	1
227	259	32	1
228	259	32	1
229	259	32	1
230	259	32	3
231	259	32	1
234	259	32	1
237	259	32	2
240	259	32	2
247	259	32	2
192	260	32	1
203	260	32	1
210	260	32	3
211	260	32	3
214	260	32	1
220	260	32	3
221	260	32	1
222	260	32	1
228	260	32	2
235	260	32	2
236	260	32	1
237	260	32	1
240	260	32	1
243	260	32	1
244	260	32	1
245	260	32	1
186	261	32	1
195	261	32	2
210	261	32	2
215	261	32	4
216	261	32	3
217	261	32	3
218	261	32	2
219	261	32	1
220	261	32	1
222	261	32	1
224	261	32	2
226	261	32	2
228	261	32	1
229	261	32	1
230	261	32	2
231	261	32	2
238	261	32	1
242	261	32	1
244	261	32	1
