x	y	z	G alpha (i) signalling events
197	295	33	1
198	295	33	1
204	295	33	3
220	295	33	2
229	295	33	1
231	295	33	1
232	295	33	1
237	295	33	4
243	295	33	3
245	295	33	5
253	295	33	2
180	296	33	1
191	296	33	1
195	296	33	1
198	296	33	1
220	296	33	1
222	296	33	5
226	296	33	1
228	296	33	1
229	296	33	1
231	296	33	2
233	296	33	3
235	296	33	1
236	296	33	3
237	296	33	2
241	296	33	5
243	296	33	1
245	296	33	5
246	296	33	3
252	296	33	1
255	296	33	2
197	297	33	1
224	297	33	1
225	297	33	1
227	297	33	1
228	297	33	1
231	297	33	1
235	297	33	1
236	297	33	2
241	297	33	2
182	298	33	1
195	298	33	1
196	298	33	1
198	298	33	1
200	298	33	3
220	298	33	1
226	298	33	1
233	298	33	3
234	298	33	1
239	298	33	4
241	298	33	1
244	298	33	1
245	298	33	2
246	298	33	3
248	298	33	1
196	299	33	2
198	299	33	1
223	299	33	2
224	299	33	1
227	299	33	1
228	299	33	2
230	299	33	1
232	299	33	2
234	299	33	1
236	299	33	2
237	299	33	1
241	299	33	1
242	299	33	1
243	299	33	1
246	299	33	1
247	299	33	2
196	300	33	1
197	300	33	2
225	300	33	1
226	300	33	1
227	300	33	1
228	300	33	2
229	300	33	2
230	300	33	1
231	300	33	1
237	300	33	3
238	300	33	2
244	300	33	1
247	300	33	2
196	301	33	1
224	301	33	2
225	301	33	1
226	301	33	1
228	301	33	1
229	301	33	2
236	301	33	1
238	301	33	3
239	301	33	3
240	301	33	1
241	301	33	1
242	301	33	2
244	301	33	1
245	301	33	1
246	301	33	1
249	301	33	1
209	302	33	1
211	302	33	1
223	302	33	1
225	302	33	1
226	302	33	2
227	302	33	1
233	302	33	2
234	302	33	2
236	302	33	1
237	302	33	2
240	302	33	1
243	302	33	1
245	302	33	1
246	302	33	2
207	303	33	2
222	303	33	2
224	303	33	2
228	303	33	1
229	303	33	1
232	303	33	1
233	303	33	3
234	303	33	2
236	303	33	2
237	303	33	1
242	303	33	2
243	303	33	3
206	304	33	3
220	304	33	1
223	304	33	1
227	304	33	1
229	304	33	2
231	304	33	1
232	304	33	2
235	304	33	1
236	304	33	1
242	304	33	1
243	304	33	1
225	305	33	2
230	305	33	3
233	305	33	1
237	305	33	2
240	305	33	1
199	306	33	2
220	306	33	1
223	306	33	2
224	306	33	1
230	306	33	1
231	306	33	3
232	306	33	2
235	306	33	1
236	306	33	2
237	306	33	1
238	306	33	1
242	306	33	3
221	307	33	2
225	307	33	3
226	307	33	1
233	307	33	2
234	307	33	1
235	307	33	2
241	307	33	1
217	308	33	1
220	308	33	3
222	308	33	1
223	308	33	1
229	308	33	2
240	308	33	1
242	308	33	2
221	309	33	3
222	309	33	2
223	309	33	2
226	309	33	2
228	309	33	1
232	309	33	2
234	309	33	2
235	309	33	1
217	310	33	2
224	310	33	1
225	310	33	1
227	310	33	2
228	310	33	3
229	310	33	3
231	310	33	1
233	310	33	1
234	310	33	2
238	310	33	1
218	311	33	3
224	311	33	1
226	311	33	1
228	311	33	2
232	311	33	1
233	311	33	1
235	311	33	1
236	311	33	1
238	311	33	1
225	312	33	2
226	312	33	2
228	312	33	1
232	312	33	1
223	313	33	1
225	313	33	2
229	313	33	1
230	313	33	1
233	313	33	1
236	313	33	1
237	313	33	1
230	314	33	1
234	314	33	1
236	314	33	3
226	250	34	1
229	250	34	1
228	251	34	2
229	251	34	1
225	252	34	1
226	252	34	4
216	253	34	2
225	253	34	2
226	253	34	1
227	253	34	1
228	253	34	1
229	253	34	3
232	253	34	1
217	254	34	2
219	254	34	2
225	254	34	2
226	254	34	2
228	254	34	2
231	254	34	2
235	254	34	3
239	254	34	1
220	255	34	4
224	255	34	3
225	255	34	6
226	255	34	2
230	255	34	3
237	255	34	2
215	256	34	4
216	256	34	3
218	256	34	2
219	256	34	1
221	256	34	2
223	256	34	3
225	256	34	5
232	256	34	2
237	256	34	2
243	256	34	2
210	257	34	1
216	257	34	2
220	257	34	1
221	257	34	1
225	257	34	2
237	257	34	1
212	258	34	2
218	258	34	3
220	258	34	1
221	258	34	1
222	258	34	1
224	258	34	3
225	258	34	2
226	258	34	2
228	258	34	2
233	258	34	1
235	258	34	2
237	258	34	1
240	258	34	2
242	258	34	2
209	259	34	2
211	259	34	1
216	259	34	1
217	259	34	1
218	259	34	1
219	259	34	2
220	259	34	3
222	259	34	1
223	259	34	1
226	259	34	1
227	259	34	3
230	259	34	2
231	259	34	1
232	259	34	1
233	259	34	1
234	259	34	1
235	259	34	3
237	259	34	1
241	259	34	4
242	259	34	2
244	259	34	1
192	260	34	1
211	260	34	1
212	260	34	1
214	260	34	1
215	260	34	1
216	260	34	1
218	260	34	3
219	260	34	2
221	260	34	1
223	260	34	2
224	260	34	1
229	260	34	1
237	260	34	1
238	260	34	1
240	260	34	2
242	260	34	1
243	260	34	1
244	260	34	2
245	260	34	2
188	261	34	4
190	261	34	1
195	261	34	2
204	261	34	1
208	261	34	1
214	261	34	1
215	261	34	1
217	261	34	1
219	261	34	1
221	261	34	1
222	261	34	1
223	261	34	1
226	261	34	1
227	261	34	3
229	261	34	1
230	261	34	2
231	261	34	3
240	261	34	1
241	261	34	1
242	261	34	1
190	262	34	1
211	262	34	1
215	262	34	1
217	262	34	1
220	262	34	1
221	262	34	1
226	262	34	1
228	262	34	2
230	262	34	1
233	262	34	1
234	262	34	2
235	262	34	2
236	262	34	1
238	262	34	1
240	262	34	3
241	262	34	3
243	262	34	1
244	262	34	2
250	262	34	2
185	263	34	3
189	263	34	1
192	263	34	1
193	263	34	1
197	263	34	1
204	263	34	1
206	263	34	1
213	263	34	1
214	263	34	1
217	263	34	1
218	263	34	2
220	263	34	4
223	263	34	2
224	263	34	1
225	263	34	1
227	263	34	4
228	263	34	1
229	263	34	1
231	263	34	1
232	263	34	1
233	263	34	1
234	263	34	2
236	263	34	2
239	263	34	1
244	263	34	1
249	263	34	3
250	263	34	2
251	263	34	1
187	264	34	1
188	264	34	2
191	264	34	1
192	264	34	1
193	264	34	2
194	264	34	1
200	264	34	1
201	264	34	1
203	264	34	1
210	264	34	2
212	264	34	1
213	264	34	1
214	264	34	1
215	264	34	1
217	264	34	2
218	264	34	1
219	264	34	2
220	264	34	2
221	264	34	1
222	264	34	1
223	264	34	2
224	264	34	2
226	264	34	1
227	264	34	1
232	264	34	2
233	264	34	2
234	264	34	1
236	264	34	2
237	264	34	1
239	264	34	4
240	264	34	1
242	264	34	2
247	264	34	2
249	264	34	2
187	265	34	1
188	265	34	1
189	265	34	3
190	265	34	1
191	265	34	2
192	265	34	2
194	265	34	2
196	265	34	1
204	265	34	1
207	265	34	2
209	265	34	3
210	265	34	2
211	265	34	2
217	265	34	1
218	265	34	1
219	265	34	1
221	265	34	2
222	265	34	3
223	265	34	1
226	265	34	1
228	265	34	1
230	265	34	1
231	265	34	2
232	265	34	2
241	265	34	1
243	265	34	3
245	265	34	2
248	265	34	2
250	265	34	2
251	265	34	2
186	266	34	2
188	266	34	1
193	266	34	1
194	266	34	2
195	266	34	1
196	266	34	2
197	266	34	5
204	266	34	1
208	266	34	1
214	266	34	1
217	266	34	1
227	266	34	1
228	266	34	2
229	266	34	2
230	266	34	1
235	266	34	1
238	266	34	1
240	266	34	1
241	266	34	3
242	266	34	2
244	266	34	4
246	266	34	3
250	266	34	1
252	266	34	2
188	267	34	1
191	267	34	1
194	267	34	2
195	267	34	4
197	267	34	2
206	267	34	1
208	267	34	1
210	267	34	1
214	267	34	2
217	267	34	2
220	267	34	3
224	267	34	3
225	267	34	1
231	267	34	1
232	267	34	1
235	267	34	1
243	267	34	2
245	267	34	2
248	267	34	1
249	267	34	1
176	268	34	2
188	268	34	2
191	268	34	1
208	268	34	4
217	268	34	2
218	268	34	4
220	268	34	1
221	268	34	1
227	268	34	2
231	268	34	1
242	268	34	1
244	268	34	1
245	268	34	1
247	268	34	1
250	268	34	1
252	268	34	2
175	269	34	1
176	269	34	1
182	269	34	1
183	269	34	1
184	269	34	2
185	269	34	2
187	269	34	1
189	269	34	2
192	269	34	2
193	269	34	1
194	269	34	1
197	269	34	2
204	269	34	1
208	269	34	1
209	269	34	2
210	269	34	1
212	269	34	1
215	269	34	1
217	269	34	1
218	269	34	1
219	269	34	1
222	269	34	1
230	269	34	1
232	269	34	4
234	269	34	1
236	269	34	1
239	269	34	2
242	269	34	2
245	269	34	2
248	269	34	3
249	269	34	1
250	269	34	1
251	269	34	2
252	269	34	1
175	270	34	2
179	270	34	1
186	270	34	1
187	270	34	2
194	270	34	1
196	270	34	1
197	270	34	1
200	270	34	2
201	270	34	1
203	270	34	3
205	270	34	4
206	270	34	1
209	270	34	1
210	270	34	3
214	270	34	1
215	270	34	2
216	270	34	1
217	270	34	1
218	270	34	1
223	270	34	1
231	270	34	2
233	270	34	1
239	270	34	1
241	270	34	1
242	270	34	1
243	270	34	1
244	270	34	1
245	270	34	1
248	270	34	2
249	270	34	1
251	270	34	1
252	270	34	2
173	271	34	2
175	271	34	1
177	271	34	1
178	271	34	1
179	271	34	1
180	271	34	1
182	271	34	2
187	271	34	1
189	271	34	1
206	271	34	2
209	271	34	2
210	271	34	1
211	271	34	2
212	271	34	5
213	271	34	1
214	271	34	2
218	271	34	3
220	271	34	2
230	271	34	1
234	271	34	1
239	271	34	2
240	271	34	1
241	271	34	1
244	271	34	1
245	271	34	1
247	271	34	1
248	271	34	1
249	271	34	1
175	272	34	1
176	272	34	1
181	272	34	1
182	272	34	2
184	272	34	2
186	272	34	1
190	272	34	2
197	272	34	2
198	272	34	1
205	272	34	2
206	272	34	2
207	272	34	1
212	272	34	2
213	272	34	1
216	272	34	3
218	272	34	3
225	272	34	3
226	272	34	1
227	272	34	2
228	272	34	3
229	272	34	1
230	272	34	2
232	272	34	2
235	272	34	1
236	272	34	1
237	272	34	3
238	272	34	1
240	272	34	1
241	272	34	2
245	272	34	1
247	272	34	1
249	272	34	1
170	273	34	4
176	273	34	1
181	273	34	2
182	273	34	2
201	273	34	2
205	273	34	4
207	273	34	3
208	273	34	1
210	273	34	2
211	273	34	1
212	273	34	1
213	273	34	3
216	273	34	1
218	273	34	2
230	273	34	1
231	273	34	2
239	273	34	2
241	273	34	1
243	273	34	1
245	273	34	2
249	273	34	1
174	274	34	1
176	274	34	1
179	274	34	1
180	274	34	1
182	274	34	1
183	274	34	2
186	274	34	1
187	274	34	1
197	274	34	4
203	274	34	1
206	274	34	3
207	274	34	1
209	274	34	1
211	274	34	1
212	274	34	1
217	274	34	1
218	274	34	1
226	274	34	4
232	274	34	1
233	274	34	1
236	274	34	2
237	274	34	1
238	274	34	2
239	274	34	1
240	274	34	1
179	275	34	1
181	275	34	1
183	275	34	1
184	275	34	1
201	275	34	1
206	275	34	1
208	275	34	1
209	275	34	1
212	275	34	1
215	275	34	3
217	275	34	2
219	275	34	2
226	275	34	2
227	275	34	2
231	275	34	1
233	275	34	2
235	275	34	5
237	275	34	3
238	275	34	2
239	275	34	1
240	275	34	1
245	275	34	2
246	275	34	2
174	276	34	1
175	276	34	1
177	276	34	2
180	276	34	1
184	276	34	1
187	276	34	1
202	276	34	1
206	276	34	1
207	276	34	2
208	276	34	1
209	276	34	1
210	276	34	1
211	276	34	2
212	276	34	1
214	276	34	3
219	276	34	2
229	276	34	1
233	276	34	1
235	276	34	3
237	276	34	1
239	276	34	2
243	276	34	1
244	276	34	1
245	276	34	1
250	276	34	3
176	277	34	1
182	277	34	1
183	277	34	2
184	277	34	2
202	277	34	3
203	277	34	1
204	277	34	1
205	277	34	1
206	277	34	3
208	277	34	3
211	277	34	3
212	277	34	1
215	277	34	1
235	277	34	2
236	277	34	2
238	277	34	1
175	278	34	1
176	278	34	2
186	278	34	2
188	278	34	2
201	278	34	2
203	278	34	1
204	278	34	3
205	278	34	1
206	278	34	2
207	278	34	2
209	278	34	1
211	278	34	2
214	278	34	1
226	278	34	1
231	278	34	2
232	278	34	1
234	278	34	1
236	278	34	1
239	278	34	4
243	278	34	4
244	278	34	3
176	279	34	1
177	279	34	1
179	279	34	2
181	279	34	1
204	279	34	1
205	279	34	1
207	279	34	1
208	279	34	2
209	279	34	1
214	279	34	2
215	279	34	2
217	279	34	3
219	279	34	3
223	279	34	3
232	279	34	1
237	279	34	2
241	279	34	2
242	279	34	1
243	279	34	1
244	279	34	2
245	279	34	3
249	279	34	1
173	280	34	3
174	280	34	1
175	280	34	3
176	280	34	3
177	280	34	1
178	280	34	1
180	280	34	2
181	280	34	2
188	280	34	1
192	280	34	1
193	280	34	2
204	280	34	3
205	280	34	2
206	280	34	2
208	280	34	1
209	280	34	2
210	280	34	1
212	280	34	1
215	280	34	1
233	280	34	2
238	280	34	1
239	280	34	1
242	280	34	2
245	280	34	2
246	280	34	1
247	280	34	3
249	280	34	1
173	281	34	4
174	281	34	1
176	281	34	1
189	281	34	1
191	281	34	1
192	281	34	1
202	281	34	2
203	281	34	2
204	281	34	1
205	281	34	1
208	281	34	2
210	281	34	1
221	281	34	2
223	281	34	1
227	281	34	1
229	281	34	1
232	281	34	1
233	281	34	1
237	281	34	3
241	281	34	2
244	281	34	1
245	281	34	2
248	281	34	1
250	281	34	1
175	282	34	1
178	282	34	1
182	282	34	1
189	282	34	1
190	282	34	1
204	282	34	1
206	282	34	2
208	282	34	1
209	282	34	2
210	282	34	1
211	282	34	1
212	282	34	1
214	282	34	1
215	282	34	1
218	282	34	1
220	282	34	1
222	282	34	3
226	282	34	1
229	282	34	1
230	282	34	1
232	282	34	1
233	282	34	2
235	282	34	2
245	282	34	1
248	282	34	2
251	282	34	1
176	283	34	2
179	283	34	2
181	283	34	3
192	283	34	1
206	283	34	2
207	283	34	2
208	283	34	2
210	283	34	1
211	283	34	1
215	283	34	1
219	283	34	1
222	283	34	2
223	283	34	2
224	283	34	1
226	283	34	2
228	283	34	1
230	283	34	1
231	283	34	2
232	283	34	4
233	283	34	3
237	283	34	1
243	283	34	1
247	283	34	3
253	283	34	1
176	284	34	2
184	284	34	1
185	284	34	1
186	284	34	2
203	284	34	1
205	284	34	2
206	284	34	1
207	284	34	1
208	284	34	1
209	284	34	1
210	284	34	2
212	284	34	1
214	284	34	2
220	284	34	2
222	284	34	2
223	284	34	3
226	284	34	1
227	284	34	2
231	284	34	1
233	284	34	1
234	284	34	3
235	284	34	2
237	284	34	2
238	284	34	1
242	284	34	2
243	284	34	2
245	284	34	2
246	284	34	2
247	284	34	1
249	284	34	1
176	285	34	2
187	285	34	1
188	285	34	1
204	285	34	1
209	285	34	1
210	285	34	1
211	285	34	1
218	285	34	2
219	285	34	1
220	285	34	1
226	285	34	1
229	285	34	1
230	285	34	1
231	285	34	1
232	285	34	1
237	285	34	4
240	285	34	1
242	285	34	1
245	285	34	1
246	285	34	2
248	285	34	1
176	286	34	1
177	286	34	3
186	286	34	1
187	286	34	2
189	286	34	1
199	286	34	2
202	286	34	2
203	286	34	1
204	286	34	2
207	286	34	1
209	286	34	1
213	286	34	2
220	286	34	1
222	286	34	1
223	286	34	2
226	286	34	3
227	286	34	1
229	286	34	1
234	286	34	3
237	286	34	2
239	286	34	1
240	286	34	2
243	286	34	1
247	286	34	2
254	286	34	1
255	286	34	2
187	287	34	1
190	287	34	3
208	287	34	1
209	287	34	1
220	287	34	1
223	287	34	2
224	287	34	3
225	287	34	1
226	287	34	2
227	287	34	2
228	287	34	1
229	287	34	1
230	287	34	1
231	287	34	1
234	287	34	1
235	287	34	3
238	287	34	1
243	287	34	1
252	287	34	1
176	288	34	1
177	288	34	3
184	288	34	2
186	288	34	1
199	288	34	1
201	288	34	3
202	288	34	1
203	288	34	2
204	288	34	3
205	288	34	1
206	288	34	3
224	288	34	2
226	288	34	2
229	288	34	2
233	288	34	1
235	288	34	1
240	288	34	2
246	288	34	2
247	288	34	1
248	288	34	1
249	288	34	1
255	288	34	2
175	289	34	1
186	289	34	1
202	289	34	3
203	289	34	2
219	289	34	3
224	289	34	1
226	289	34	1
228	289	34	1
230	289	34	1
233	289	34	1
238	289	34	1
241	289	34	2
242	289	34	1
245	289	34	1
246	289	34	1
248	289	34	2
249	289	34	3
257	289	34	2
182	290	34	1
185	290	34	1
198	290	34	1
199	290	34	1
203	290	34	2
222	290	34	2
223	290	34	1
230	290	34	2
232	290	34	1
235	290	34	1
237	290	34	2
239	290	34	2
240	290	34	3
243	290	34	1
244	290	34	2
246	290	34	1
248	290	34	2
253	290	34	1
182	291	34	2
199	291	34	2
200	291	34	2
202	291	34	1
203	291	34	2
221	291	34	1
222	291	34	2
223	291	34	2
224	291	34	3
225	291	34	1
229	291	34	1
231	291	34	2
234	291	34	1
235	291	34	3
237	291	34	1
241	291	34	2
242	291	34	2
246	291	34	1
248	291	34	1
250	291	34	1
255	291	34	2
187	292	34	2
196	292	34	3
202	292	34	1
204	292	34	1
221	292	34	1
230	292	34	2
231	292	34	1
232	292	34	1
233	292	34	2
234	292	34	2
235	292	34	1
238	292	34	1
241	292	34	2
243	292	34	4
252	292	34	1
188	293	34	1
190	293	34	2
194	293	34	1
196	293	34	1
197	293	34	2
201	293	34	3
204	293	34	2
222	293	34	1
223	293	34	2
225	293	34	1
227	293	34	2
229	293	34	1
231	293	34	5
232	293	34	1
233	293	34	2
241	293	34	2
242	293	34	3
243	293	34	2
247	293	34	1
248	293	34	2
251	293	34	2
177	294	34	1
195	294	34	1
198	294	34	1
206	294	34	1
217	294	34	3
220	294	34	2
224	294	34	1
226	294	34	1
235	294	34	1
237	294	34	2
243	294	34	2
245	294	34	1
246	294	34	1
179	295	34	1
192	295	34	1
194	295	34	2
198	295	34	1
202	295	34	1
204	295	34	2
218	295	34	2
220	295	34	1
222	295	34	1
224	295	34	1
225	295	34	1
230	295	34	1
232	295	34	1
233	295	34	1
239	295	34	2
240	295	34	1
244	295	34	1
182	296	34	2
183	296	34	3
191	296	34	3
194	296	34	2
196	296	34	5
199	296	34	3
200	296	34	1
201	296	34	2
202	296	34	1
221	296	34	3
225	296	34	3
229	296	34	3
230	296	34	1
234	296	34	1
236	296	34	1
237	296	34	1
240	296	34	1
242	296	34	2
244	296	34	1
245	296	34	2
179	297	34	1
194	297	34	2
195	297	34	1
196	297	34	1
199	297	34	2
204	297	34	2
219	297	34	1
220	297	34	1
223	297	34	2
224	297	34	1
225	297	34	1
227	297	34	4
231	297	34	1
232	297	34	2
233	297	34	4
234	297	34	1
235	297	34	1
236	297	34	1
237	297	34	1
238	297	34	1
239	297	34	1
244	297	34	2
194	298	34	2
196	298	34	2
197	298	34	4
203	298	34	3
220	298	34	3
224	298	34	1
228	298	34	1
233	298	34	1
234	298	34	1
235	298	34	3
236	298	34	2
239	298	34	1
241	298	34	1
242	298	34	1
244	298	34	1
245	298	34	3
246	298	34	1
248	298	34	1
251	298	34	2
180	299	34	1
198	299	34	2
203	299	34	2
207	299	34	1
226	299	34	1
227	299	34	2
229	299	34	1
232	299	34	1
236	299	34	1
241	299	34	2
242	299	34	1
243	299	34	1
244	299	34	3
245	299	34	1
247	299	34	2
225	300	34	1
228	300	34	2
229	300	34	1
230	300	34	2
233	300	34	3
236	300	34	2
238	300	34	1
239	300	34	2
241	300	34	1
242	300	34	1
243	300	34	1
244	300	34	2
196	301	34	1
198	301	34	2
227	301	34	2
229	301	34	1
232	301	34	1
233	301	34	1
236	301	34	3
240	301	34	1
241	301	34	1
242	301	34	1
243	301	34	3
244	301	34	1
245	301	34	1
246	301	34	4
223	302	34	1
226	302	34	2
229	302	34	2
235	302	34	2
236	302	34	1
242	302	34	1
243	302	34	2
227	303	34	2
228	303	34	2
229	303	34	2
232	303	34	2
233	303	34	2
236	303	34	1
237	303	34	2
239	303	34	1
240	303	34	2
241	303	34	2
244	303	34	2
230	304	34	1
231	304	34	1
233	304	34	1
235	304	34	3
237	304	34	1
240	304	34	1
199	305	34	1
204	305	34	3
222	305	34	1
223	305	34	1
226	305	34	1
227	305	34	1
228	305	34	1
229	305	34	1
230	305	34	1
232	305	34	3
233	305	34	2
235	305	34	1
236	305	34	2
237	305	34	1
240	305	34	4
203	306	34	2
223	306	34	1
228	306	34	1
230	306	34	1
232	306	34	1
233	306	34	2
235	306	34	1
236	306	34	1
238	306	34	1
242	306	34	2
244	306	34	3
201	307	34	1
206	307	34	1
225	307	34	1
226	307	34	2
234	307	34	1
235	307	34	1
236	307	34	2
241	307	34	1
242	307	34	1
243	307	34	3
224	308	34	2
225	308	34	2
227	308	34	1
229	308	34	1
232	308	34	1
233	308	34	1
236	308	34	2
239	308	34	3
240	308	34	1
241	308	34	1
242	308	34	1
220	309	34	2
221	309	34	3
224	309	34	1
225	309	34	2
228	309	34	1
229	309	34	2
232	309	34	2
234	309	34	2
242	309	34	1
216	310	34	4
221	310	34	2
222	310	34	1
224	310	34	1
226	310	34	1
227	310	34	1
228	310	34	1
229	310	34	1
230	310	34	1
231	310	34	1
233	310	34	1
234	310	34	1
237	310	34	1
238	310	34	3
239	310	34	1
240	310	34	1
241	310	34	1
227	311	34	1
230	311	34	1
231	311	34	3
232	311	34	2
233	311	34	1
235	311	34	2
221	312	34	1
222	312	34	3
225	312	34	3
228	312	34	1
229	312	34	1
230	312	34	1
235	312	34	2
237	312	34	2
212	313	34	1
221	313	34	4
224	313	34	1
225	313	34	1
226	313	34	1
228	313	34	2
231	313	34	1
233	313	34	1
234	313	34	2
236	313	34	1
226	314	34	2
228	314	34	2
229	314	34	3
234	314	34	1
227	315	34	2
228	315	34	2
229	315	34	2
231	315	34	3
238	315	34	1
226	316	34	3
228	316	34	2
234	316	34	1
227	317	34	1
231	317	34	4
232	317	34	1
235	318	34	2
237	318	34	3
230	248	35	1
226	250	35	1
229	250	35	1
225	251	35	1
226	251	35	1
228	251	35	1
226	252	35	2
229	252	35	3
221	253	35	2
224	253	35	2
225	253	35	1
229	253	35	1
232	253	35	2
221	254	35	3
224	254	35	1
226	254	35	2
227	254	35	3
230	254	35	2
231	254	35	2
218	255	35	1
219	255	35	1
220	255	35	1
221	255	35	1
222	255	35	1
224	255	35	2
226	255	35	1
227	255	35	2
229	255	35	2
215	256	35	2
221	256	35	4
226	256	35	2
228	256	35	1
230	256	35	1
240	256	35	1
241	256	35	1
191	257	35	1
209	257	35	1
210	257	35	1
215	257	35	1
218	257	35	2
221	257	35	2
223	257	35	2
225	257	35	1
227	257	35	1
230	257	35	1
239	257	35	1
241	257	35	2
217	258	35	1
218	258	35	2
222	258	35	2
226	258	35	1
227	258	35	1
228	258	35	2
232	258	35	3
235	258	35	2
242	258	35	1
244	258	35	3
182	259	35	1
190	259	35	2
201	259	35	4
210	259	35	2
217	259	35	1
218	259	35	1
219	259	35	1
220	259	35	1
221	259	35	1
222	259	35	1
224	259	35	1
226.5	259.5	35.5	1
228	259	35	2
229	259	35	1
230	259	35	1
231	259	35	2
234	259	35	2
240	259	35	7
241	259	35	1
242	259	35	2
244	259	35	2
190	260	35	3
191	260	35	1
210	260	35	2
212	260	35	2
214	260	35	2
215	260	35	2
218	260	35	1
220	260	35	1
221	260	35	1
222	260	35	1
223	260	35	1
224	260	35	1
226	260	35	1
230	260	35	2
231	260	35	1
233	260	35	2
234	260	35	1
236	260	35	2
238	260	35	2
239	260	35	1
240	260	35	1
241	260	35	1
242	260	35	1
243	260	35	1
244	260	35	1
245	260	35	3
247	260	35	2
189	261	35	1
193	261	35	3
194	261	35	1
208	261	35	1
210	261	35	2
213	261	35	1
215	261	35	1
216	261	35	1
217	261	35	1
218	261	35	1
219	261	35	2
220	261	35	1
221	261	35	1
222	261	35	1
223	261	35	1
224	261	35	1
227	261	35	1
228	261	35	2
229	261	35	2
230	261	35	1
232	261	35	3
234	261	35	1
235	261	35	1
236	261	35	4
237	261	35	3
238	261	35	2
240	261	35	1
241	261	35	1
242	261	35	1
243	261	35	1
244	261	35	2
245	261	35	4
189	262	35	1
193	262	35	2
203	262	35	4
210	262	35	1
211	262	35	1
213	262	35	2
215	262	35	1
218	262	35	1
220	262	35	1
221	262	35	3
223	262	35	1
224	262	35	1
226	262	35	1
228	262	35	1
231	262	35	1
232	262	35	1
236	262	35	2
237	262	35	2
238	262	35	1
240	262	35	2
241	262	35	1
248	262	35	1
188	263	35	1
190	263	35	1
191	263	35	1
192	263	35	1
196	263	35	1
208	263	35	1
213	263	35	2
216	263	35	1
218	263	35	1
219	263	35	1
220	263	35	2
221	263	35	1
222	263	35	2
224	263	35	1
225	263	35	1
226	263	35	1
228	263	35	1
234	263	35	1
235	263	35	1
236	263	35	1
237	263	35	2
241	263	35	1
243	263	35	1
244	263	35	1
245	263	35	2
246	263	35	2
247	263	35	1
248	263	35	1
249	263	35	2
186	264	35	2
188	264	35	1
191	264	35	2
211	264	35	3
213	264	35	2
214	264	35	1
216	264	35	2
217	264	35	3
219	264	35	1
221	264	35	2
222	264	35	1
224	264	35	2
226	264	35	1
230	264	35	3
232	264	35	1
233	264	35	3
234	264	35	1
236	264	35	2
237	264	35	2
240	264	35	3
243	264	35	2
249	264	35	1
250	264	35	1
189	265	35	1
190	265	35	1
191	265	35	1
193	265	35	1
194	265	35	2
195	265	35	1
196	265	35	2
202	265	35	2
204	265	35	1
211	265	35	1
212	265	35	2
213	265	35	1
216	265	35	2
217	265	35	1
218	265	35	1
219	265	35	2
222	265	35	1
224	265	35	1
226	265	35	1
229	265	35	1
231	265	35	2
232	265	35	3
233	265	35	1
238	265	35	1
243	265	35	1
245	265	35	1
247	265	35	2
249	265	35	1
183	266	35	1
184	266	35	2
186	266	35	6
191	266	35	1
192	266	35	1
194	266	35	2
195	266	35	1
197	266	35	1
204	266	35	2
206	266	35	1
208	266	35	1
209	266	35	2
210	266	35	1
211	266	35	1
214	266	35	2
220	266	35	2
223	266	35	1
224	266	35	2
226	266	35	1
228	266	35	1
229	266	35	3
230	266	35	1
234	266	35	1
239	266	35	3
240	266	35	2
245	266	35	1
246	266	35	1
250	266	35	1
251	266	35	1
176	267	35	2
185	267	35	2
187	267	35	1
188	267	35	1
189	267	35	1
190	267	35	1
191	267	35	1
192	267	35	1
195	267	35	2
205	267	35	2
206	267	35	1
209	267	35	4
210	267	35	2
212	267	35	3
214	267	35	2
216	267	35	1
217	267	35	1
219	267	35	1
220	267	35	1
222	267	35	1
223	267	35	1
225	267	35	1
227	267	35	2
228	267	35	1
231	267	35	1
233	267	35	1
235	267	35	1
238	267	35	2
239	267	35	1
242	267	35	1
245	267	35	1
246	267	35	1
247	267	35	1
248	267	35	1
183	268	35	1
187	268	35	2
189	268	35	2
193	268	35	1
194	268	35	2
195	268	35	1
196	268	35	1
203	268	35	1
205	268	35	1
208	268	35	4
213	268	35	1
214	268	35	1
215	268	35	4
218	268	35	1
220	268	35	1
222	268	35	3
225	268	35	2
229	268	35	1
233	268	35	1
234	268	35	3
238	268	35	1
241	268	35	2
245	268	35	1
246	268	35	1
247	268	35	2
248	268	35	1
249	268	35	1
252	268	35	1
181	269	35	1
184	269	35	3
186	269	35	5
188	269	35	2
191	269	35	1
193	269	35	1
194	269	35	3
196	269	35	1
197	269	35	2
201	269	35	1
202	269	35	1
210	269	35	1
212	269	35	1
213	269	35	1
216	269	35	2
218	269	35	2
220	269	35	1
222	269	35	2
232	269	35	1
234	269	35	2
235	269	35	1
239	269	35	1
244	269	35	2
246	269	35	1
247	269	35	3
248	269	35	1
250	269	35	2
173	270	35	2
178	270	35	1
179	270	35	1
185	270	35	1
186	270	35	1
188	270	35	2
190	270	35	3
191	270	35	2
193	270	35	1
194	270	35	1
195	270	35	3
196	270	35	2
206	270	35	1
213	270	35	1
214	270	35	1
217	270	35	2
218	270	35	1
220	270	35	1
221	270	35	1
223	270	35	2
227	270	35	1
231	270	35	3
235	270	35	1
236	270	35	2
237	270	35	1
239	270	35	2
243	270	35	1
244	270	35	1
246	270	35	1
247	270	35	3
248	270	35	3
249	270	35	1
