x	y	z	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
248	264	27	1
235	265	27	1
240	265	27	2
215	266	27	2
217	266	27	1
221	266	27	1
224	266	27	1
232	267	27	1
235	267	27	1
249	267	27	1
214	268	27	1
217	268	27	1
229	268	27	1
230	268	27	1
232	268	27	2
238	268	27	1
239	268	27	1
224	269	27	1
243	269	27	1
181	270	27	1
192	270	27	1
221	270	27	1
227	270	27	1
228	270	27	1
181	271	27	1
207	271	27	1
234	271	27	1
235	271	27	1
239	271	27	1
240	271	27	1
242	271	27	1
250	271	27	1
251	271	27	1
181	272	27	1
208	272	27	1
217	272	27	1
225	272	27	1
231	272	27	2
235	272	27	1
205	273	27	1
213	273	27	1
232	273	27	1
241	273	27	1
246	273	27	1
251	273	27	1
253	273	27	1
178	274	27	1
182	274	27	1
203	274	27	1
214	274	27	1
230	274	27	1
238	274	27	1
184	275	27	1
217	275	27	1
218	275	27	1
230	275	27	1
247	275	27	1
177	276	27	1
205	276	27	1
213	276	27	1
227	276	27	1
230	276	27	1
240	276	27	1
244	276	27	2
207	277	27	1
210	277	27	1
219	277	27	1
220	277	27	1
232	277	27	1
238	277	27	2
239	277	27	1
240	277	27	1
203	278	27	1
204	278	27	1
210	278	27	1
224	278	27	2
235	278	27	2
251	278	27	1
252	278	27	2
208	279	27	1
219	279	27	1
220	279	27	1
238	279	27	1
239	279	27	1
242	279	27	2
244	279	27	1
246	279	27	1
251	279	27	1
208	280	27	1
233	280	27	2
210	281	27	2
236	281	27	1
244	281	27	1
245	281	27	2
205	282	27	1
213	282	27	2
233	282	27	1
237	282	27	1
238	282	27	1
239	282	27	1
244	282	27	1
245	282	27	1
247	282	27	1
209	283	27	1
210	283	27	1
227	283	27	1
243	283	27	1
244	283	27	1
255	283	27	1
213	284	27	1
235	284	27	1
238	284	27	1
252	284	27	2
204	285	27	1
215	285	27	1
224	285	27	1
234	285	27	1
237	285	27	1
246	285	27	1
247	285	27	1
256	285	27	1
209	286	27	1
212	286	27	2
224	286	27	1
232	286	27	1
233	286	27	3
235	286	27	1
255	286	27	1
258	286	27	1
227	287	27	1
237	287	27	1
239	287	27	1
247	287	27	1
249	287	27	1
211	288	27	1
229	288	27	1
236	288	27	1
240	288	27	1
245	288	27	1
249	288	27	2
210	289	27	1
232	289	27	1
236	289	27	2
237	289	27	1
242	289	27	1
253	289	27	1
221	290	27	2
222	290	27	1
228	290	27	1
235	290	27	1
240	290	27	1
243	290	27	1
251	290	27	2
210	291	27	1
211	291	27	1
242	291	27	1
249	291	27	1
251	291	27	2
211	292	27	1
212	292	27	1
218	292	27	1
220	292	27	1
222	292	27	1
224	292	27	1
228	292	27	1
234	292	27	1
244	292	27	1
251	292	27	1
217	293	27	1
226	293	27	2
234	293	27	1
237	293	27	1
249	293	27	1
253	293	27	1
256	293	27	1
211	294	27	1
225	294	27	1
238	294	27	1
251	294	27	1
252	294	27	1
218	295	27	1
252	295	27	1
220	296	27	2
240	296	27	1
249	296	27	1
252	296	27	1
236	297	27	1
239	297	27	1
244	297	27	1
253	297	27	2
237	298	27	1
241	298	27	1
243	298	27	1
245	298	27	1
237	299	27	1
241	299	27	1
243	299	27	1
246	299	27	1
248	299	27	1
236	300	27	1
238	300	27	1
241	301	27	1
243	301	27	1
234	302	27	1
235	304	27	1
232	264	28	1
231	268	28	1
236	268	28	1
238	269	28	1
238	270	28	1
236	271	28	1
237	271	28	1
206	272	28	1
238	276	28	1
238	277	28	1
246	282	28	1
249	282	28	2
238	285	28	1
248	286	28	1
240	287	28	1
231	289	28	1
239	291	28	1
249	291	28	1
248	293	28	1
249	293	28	1
241	294	28	1
242	294	28	2
249	294	28	1
251	294	28	1
240	295	28	1
241	295	28	1
245	295	28	1
248	295	28	1
225	300	28	1
183	261	29	2
199	261	29	1
230	261	29	1
231	261	29	1
220	262	29	2
234	263	29	1
238	264	29	1
249	265	29	1
250	266	29	1
196	267	29	2
214	267	29	1
231	267	29	2
194	268	29	1
244	268	29	1
232	269	29	2
234	269	29	1
215	270	29	1
231	270	29	1
238	270	29	1
173	271	29	1
215	271	29	1
211	272	29	1
224	272	29	1
239	272	29	1
249	272	29	1
236	273	29	1
232	274	29	1
233	274	29	1
240	274	29	1
184	275	29	1
231	275	29	1
238	275	29	1
239	275	29	1
245	275	29	1
204	276	29	1
208	276	29	1
233	276	29	1
236	276	29	1
249	276	29	1
250	276	29	1
240	277	29	1
208	278	29	1
206	279	29	1
234	279	29	1
252	279	29	1
254	279	29	1
233	280	29	1
235	280	29	1
236	280	29	1
249	280	29	1
233	281	29	1
234	281	29	1
241	281	29	1
243	281	29	1
206	282	29	1
244	282	29	2
248	282	29	1
249	282	29	1
231	283	29	1
232	283	29	1
236	283	29	1
239	283	29	1
247	283	29	1
211	284	29	1
238	284	29	1
242	284	29	1
256	284	29	1
219	285	29	1
246	285	29	1
233	286	29	1
234	286	29	1
252	286	29	2
225	287	29	1
232	288	29	1
249	288	29	1
236	289	29	1
243	289	29	1
246	289	29	2
243	290	29	1
225	291	29	1
251	291	29	1
238	292	29	1
239	292	29	1
241	292	29	1
245	292	29	1
249	292	29	1
257	292	29	1
239	293	29	2
252	293	29	1
253	293	29	2
221	294	29	1
244	295	29	1
219	296	29	1
239	296	29	1
245	297	29	1
248	297	29	1
215	298	29	1
221	298	29	1
238	298	29	1
242	298	29	1
248	298	29	1
240	300	29	1
224	302	29	1
250	302	29	1
236	305	29	1
231	253	30	2
233	256	30	1
228	257	30	1
240	257	30	1
215	258	30	1
239	258	30	1
189	259	30	1
206	259	30	1
209	259	30	1
218	259	30	1
220	259	30	1
226	259	30	1
230	259	30	1
234	259	30	1
238	259	30	1
184	260	30	1
212	260	30	1
227	260	30	2
232	260	30	1
236	260	30	1
239	260	30	1
240	260	30	1
184	261	30	1
187	261	30	1
199	261	30	1
218	261	30	1
226	261	30	2
216	262	30	1
219	262	30	1
225	262	30	1
230	262	30	1
185	263	30	1
186	263	30	2
197	263	30	2
219	263	30	2
178	264	30	1
195	264	30	1
230	264	30	1
233	264	30	1
238	264	30	1
239	264	30	1
246	264	30	1
196	265	30	1
214	265	30	1
219	265	30	1
230	265	30	1
231	265	30	1
232	265	30	1
235	265	30	1
213	266	30	1
241	266	30	1
176	267	30	1
194	267	30	1
225	267	30	1
228	267	30	1
232	267	30	1
237	267	30	1
240	267	30	1
241	267	30	1
246	267	30	1
230	268	30	1
244	268	30	1
247	268	30	1
248	268	30	1
249	268	30	1
211	269	30	1
215	269	30	1
240	269	30	1
242	269	30	3
249	269	30	1
250	269	30	2
187	270	30	1
194	270	30	1
198	270	30	2
214	270	30	1
223	270	30	1
232	270	30	1
175	271	30	1
187	271	30	1
206	271	30	1
208	271	30	1
229	271	30	1
233	271	30	1
180	272	30	1
182	272	30	1
184	272	30	1
233	272	30	1
236	272	30	1
239	272	30	1
244	272	30	1
182	273	30	1
203	273	30	1
204	273	30	1
180	274	30	1
182	274	30	1
185	274	30	1
211	274	30	1
175	275	30	1
215	275	30	1
233	275	30	1
206	276	30	1
207	276	30	1
233	276	30	1
239	276	30	1
240	276	30	1
241	276	30	1
243	276	30	1
174	277	30	2
190	278	30	1
201	278	30	1
226	278	30	1
235	278	30	1
246	278	30	1
250	278	30	1
243	279	30	1
244	279	30	1
245	279	30	1
247	279	30	1
251	279	30	1
254	279	30	1
239	280	30	1
251	280	30	1
252	280	30	2
214	281	30	2
241	281	30	1
252	281	30	1
172	282	30	1
221	282	30	1
247	282	30	1
251	282	30	1
219	283	30	1
220	283	30	1
246	283	30	1
248	283	30	1
250	283	30	1
257	283	30	1
173	284	30	1
177	284	30	1
181	284	30	1
220	284	30	1
225	284	30	1
245	284	30	1
251	284	30	1
256	284	30	1
220	285	30	1
226	285	30	1
227	285	30	1
246	285	30	1
256	285	30	1
222	286	30	1
248	286	30	1
207	287	30	1
233	287	30	1
237	287.5	30.5	1
244	287	30	1
232	288	30	1
236	288	30	2
238	288	30	1
239	288	30	2
248	288	30	1
253	288	30	1
201	289	30	1
222	289	30	1
223	289	30	1
248	289	30	1
256	289	30	1
235	290	30	1
245	290	30	2
198	291	30	1
223	291	30	1
226	291	30	1
234	291	30	1
245	291	30	1
248	291	30	1
220	292	30	1
228	292	30	1
231	292	30	1
249	292	30	1
257	292	30	1
229	293	30	1
232	293	30	1
243	293	30	1
244	293	30	1
245	293	30	1
249	293	30	1
253	293	30	1
235	294	30	1
244	294	30	1
245	294	30	1
251	294	30	1
225	295	30	1
227	295	30	1
241	295	30	1
243	295	30	1
254	295	30	1
257	295	30	1
222	296	30	1
234	296	30	1
253	296	30	2
221	297	30	1
232	297	30	1
237	297	30	1
240	297	30	1
244	297	30	1
221	298	30	1
228	298	30	1
232	298	30	1
233	298	30	1
239	298	30	1
241	298	30	1
247	298	30	1
227	299	30	1
229	299	30	1
244	299	30	1
246	299	30	1
247	299	30	1
225	300	30	1
228	300	30	1
236	300	30	1
227	301	30	1
235	301	30	2
236	301	30	1
237	301	30	2
241	301	30	1
229	302	30	1
231	302	30	1
237	302	30	1
238	302	30	1
248	302	30	1
239	303	30	1
243	303	30	1
238	304	30	1
223	305	30	1
236	306	30	1
226	249	31	1
226	250	31	1
235	250	31	1
215	251	31	1
226	252	31	1
193	253	31	1
215	253	31	1
217	253	31	1
224	253	31	1
235	254	31	1
215	255	31	1
236	255	31	1
240	255	31	1
216	256	31	1
233	256	31	1
177	257	31	1
216	257	31	1
229	257	31	1
232	257	31	1
237	257	31	1
216	258	31	1
209	259	31	1
226	259	31	1
230	259	31	1
235	259	31	1
239	259	31	1
187	260	31	2
190	260	31	1
209	260	31	1
227	260	31	1
234	260	31	1
235	260	31	1
240	260	31	1
227	261	31	1
228	261	31	1
229	261	31	1
231	261	31	1
211	262	31	1
225	262	31	1
230	262	31	1
242	262	31	1
246	262	31	1
185	263	31	1
187	263	31	1
188	263	31	1
193	263	31	1
215	263	31	1
229	263	31	1
230	263	31	1
178	264	31	1
188	264	31	2
216	264	31	1
237	264	31	1
238	264	31	1
245	264	31	2
248	264	31	1
184	265	31	2
196	265	31	1
205	265	31	1
222	265	31	1
223	265	31	1
229	265	31	1
236	265	31	1
249	265	31	1
250	265	31	2
193	267	31	1
194	267	31	2
197	267	31	1
199	267	31	1
217	267	31	2
219	267	31	1
227	267	31	1
233	267	31	1
197	268	31	1
203	268	31	1
213	268	31	1
225	268	31	1
240	268	31	1
241	268	31	1
243	268	31	2
247	268	31	1
183	269	31	1
191	269	31	1
199	269	31	1
204	269	31	1
235	269	31	1
238	269	31	1
246	269	31	1
249	269	31	1
250	269	31	1
198	270	31	1
212	270	31	1
217	270	31	1
242	270	31	2
171	271	31	1
172	271	31	1
177	271	31	1
214	271	31	2
182	272	31	1
183	272	31	1
199	272	31	1
205	272	31	1
211	272	31	1
227	272	31	1
241	272	31	2
243	272	31	1
250	272	31	1
251	272	31	1
184	273	31	1
229	273	31	1
240	273	31	1
204	274	31	1
247	274	31	1
211	275	31	1
239	275	31	1
243	275	31	1
234	276	31	1
252	276	31	1
237	277	31	1
238	277	31	1
241	277	31	1
245	277	31	1
178	278	31	1
203	278	31	1
204	278	31	1
207	278	31	1
247	278	31	1
180	279	31	1
238	279	31	1
245	279	31	1
248	280	31	1
249	280	31	1
204	281	31	1
233	281	31	1
234	281	31	1
236	281	31	1
237	281	31	1
248	281	31	1
220	282	31	1
221	282	31	2
223	282	31	1
231	282	31	1
241	282	31	1
246	282	31	1
247	282	31	1
253	282	31	1
256	282	31	2
218	283	31	2
224	283	31	1
231	283	31	2
234	283	31	1
235	283	31	1
239	283	31	1
246	283	31	1
177	284	31	1
219	284	31	1
248	284	31	1
254	284	31	1
257	284	31	1
206	285	31	1
222	285	31	1
236	285	31	1
245	285	31	1
178	286	31	2
180	286	31	1
222	286	31	1
224	286	31	1
231	286	31	1
240	286	31	1
190	287	31	1
223	287	31	1
230	287	31	1
186	288	31	1
187	288	31	1
223	288	31	1
233	288	31	1
245	288	31	1
246	288	31	1
249	288	31	1
185	289	31	1
200	289	31	1
224	289	31	2
226	289	31	1
231	289	31	1
232	289	31	1
233	289	31	1
237	289	31	1
238	289	31	1
240	289	31	1
241	289	31	1
244	289	31	1
247	289	31	1
221	290	31	1
226	290	31	1
241	290	31	1
199	291	31	1
204	291	31	1
244	291	31	1
245	291	31	2
255	291	31	1
232	292	31	1
236	292	31	1
238	292	31	1
246	292	31	2
223	293	31	1
225	293	31	1
229	293	31	1
241	294	32.8	1
242	293	31	1
246	293	31	1
251	293	31	1
209	294	31	1
221	294	31	1
225	294	31	1
228	294	31	1
241	294	31	1
245	294	31	2
246	294	31	1
253	294	31	3
228	295	31	1
232	295	31	1
233	295	31	1
234	295	31	1
235	295	31	1
243	295	31	1
250	295	31	1
223	296	31	1
229	296	31	1
234	296	31	1
246	296	31	1
247	296	31	1
248	296	31	1
195	297	31	1
221	297	31	1
224	297	31	1
227	297	31	1
248	297	31	1
247	298	31	2
251	298	31	2
230	299	31	1
236	299	31	1
243	299	31	1
245	299	31	1
227	300	31	1
235	300	31	1
228	301	31	1
230	301	31	1
236	301	31	1
247	301	31	1
249	301	31	2
223	302	31	1
229	302	31	1
247	302	31	2
223	303	31	1
243	303	31	1
244	303	31	1
245	303	31	2
237	304	31	1
238	304	31	1
244	304	31	1
223	305	31	1
233	306	31	1
237	307	31	1
226	250	32	1
215	251	32	1
229	251	32	1
214	252	32	1
193	253	32	1
215	253	32	1
218	253	32	1
225	253	32	1
229	253	32	2
228	254	32	1
230	254	32	1
215	255	32	1
235	255	32	1
229	256	32	1
236	256	32	2
242	256	32	1
202	257	32	1
210	257	32	1
219	257	32	2
229	257	32	1
238	257	32	1
192	258	32	1
193	258	32	1
207	258	32	1
213	258	32	1
218	258	32	1
246	258	32	1
215	259	32	1
216	259	32	1
235	260	32	1
236	260	32	1
239	260	32	1
242	260	32	1
244	260	32	1
248	260	32	1
186	261	32	2
210	261	32	1
218	261	32	1
231	262	32	1
240	262	32	1
245	262	32	1
246	262	32	1
248	262	32	1
250	262	32	2
189	263	32	1
198	263	32	1
216	263	32	1
227	263	32	1
243	263	32	1
250	263	32	1
251	263	32	1
186	264	32	1
188	264	32	1
192	264	32	1
193	264	32	1
202	264	32	1
210	264	32	1
214	264	32	1
215	264	32	1
216	264	32	1
224	264	32	1
228	264	32	1
238	264	32	1
240	264	32	1
248	264	32	1
250	264	32	1
187	265	32	1
188	265	32	1
193	265	32	2
196	265	32	2
189	266	32	1
197	266	32	1
212	266	32	1
221	266	32	1
229	266	32	1
230	266	32	1
236	266	32	1
188	267	32	1
205	267	32	1
215	267	32	1
216	267	32	1
221	267	32	1
229	267	32	3
231	267	32	1
242	267	32	1
248	267	32	1
189	268	32	1
193	268	32	1
198	268	32	1
211	268	32	1
215	268	32	1
216	268	32	1
224	268	32	1
225	268	32	1
228	268	32	1
213	269	32	1
218	269	32	1
223	269	32	1
232	269	32	1
240	269	32	1
248	269	32	1
174	270	32	1
181	270	32	1
195	270	32	3
203	270	32	1
245	270	32	1
249	270	32	1
174	271	32	1
177	271	32	1
206	271	32	1
210	271	32	1
213	271	32	1
227	271	32	1
235	271	32	1
239	271	32	1
247	271	32	2
176	272	32	1
181	272	32	1
185	272	32	1
203	272	32	1
235	272	32	1
243	272	32	1
245	272	32	1
248	272	32	1
249	272	32	1
174	273	32	1
183	273	32	1
204	273	32	1
213	273	32	1
236	273	32	1
239	273	32	2
183	274	32	1
204	274	32	1
208	274	32	1
210	274	32	1
233	274	32	1
235	274	32	1
244	274	32	1
246	274	32	1
186	275	32	1
202	275	32	1
215	275	32	1
250	275	32	1
174	276	32	1
175	276	32	1
204	276	32	1
238	276	32	1
246	276	32	1
237	277	32	1
240	277	32	1
243	277	32	1
244	277	32	1
254	277	32	1
204	278	32	1
220	278	32	1
236	278	32	1
244	278	32	2
214	279	32	1
174	280	32	1
176	280	32	1
220	280	32	1
222	280	32	1
229	280	32	1
237	280	32	1
176	281	32	1
210	281	32	1
231	281	32	1
233	281	32	1
239	281	32	1
188	282	32	3
218	282	32	1
221	282	32	1
223	282	32	1
229	282	32	1
232	282	32	1
244	282	32	2
249	282	32	1
250	282	32	1
253	282	32	1
256	282	32	1
173	283	32	1
207	283	32	1
223	283	32	1
224	283	32	1
178	284	32	1
179	284	32	1
219	284	32	1
230	284	32	1
242	284	32	1
244	284	32	1
247	284	32	1
249	284	32	1
257	284	32	1
179	285	32	1
233	285	32	1
249	285	32	1
254	285	32	2
255	285	32	1
175	286	32	1
178	286	32	1
183	286	32	1
227	286	32	1
246	286	32	1
248	286	32	1
249	286	32	1
252	286	32	1
222	287	32	1
230	287	32	1
243	287	32	2
244	287	32	1
201	288	32	1
203	288	32	1
223	288	32	1
225	288	32	1
226	288	32	2
227	288	32	1
239	288	32	1
240	288	32	1
244	288	32	1
246	288	32	1
253	288	32	1
187	289	32	1
224	289	32	1
227	289	32	1
231	289	32	1
233	289	32	1
238	289	32	1
243	289	32	1
244	289	32	1
247	289	32	1
248	289	32	1
226	290	32	1
231	290	32	1
239	290	32	1
241	290	32	1
243	290	32	2
245	290	32	1
198	291	32	2
200	291	32	2
231	291	32	1
238	291	32	1
245	291	32	1
250	291	32	1
203	292	32	1
225	292	32	1
254	292	32	2
198	293	32	1
222	293	32	1
236	293	32	1
238	293	32	1
244	293	32	1
245	293	32	1
251	293	32	1
204	294	32	1
221	294	32	1
223	294	32	1
227	294	32	1
230	295	33	1
256	294	32	1
200	296	32	1
220	296	32	1
228	296	32	1
229	296	32	1
232	296	32	2
233	296	32	1
234	296	32	1
249	296	32	1
250	296	32	1
251	296	32	1
221	297	32	1
225	297	32	1
234	297	32	1
247	297	32	1
251	297	32	1
255	297	32	1
219	298	32	1
220	298	32	1
221	298	32	1
227	298	32	1
228	298	32	1
230	298	32	2
234	298	32	1
238	298	32	1
244	298	32	1
247	298	32	2
250	298	32	1
251	298	32	1
196	299	32	1
197	299	32	1
228	299	32	1
233	299	32	1
235	299	32	1
196	300	32	1
225	300	32	1
236	300	32	1
245	300	32	1
221	301	32	1
225	301	32	1
227	301	32	1
231	301	32	2
233	301	32	1
235	301	32	1
240	301	32	1
241	301	32	1
245	301	32	1
248	301	32	1
249	301	32	1
229	302	32	1
230	302	32	1
233	302	32	1
236	302	32	1
238	302	32	1
240	302	32	1
245	302	32	1
207	303	32	1
236	304	32	1
238	304	32	1
224	306	32	1
235	306	32	1
237	306	32	2
242	306	32	1
222	307	32	1
234	307	32	1
235	307	32	1
236	307	32	1
225	308	32	1
235	308	32	1
236	308	32	1
228	309	32	1
235	309	32	1
230	310	32	1
228	250	33	1
221	253	33	1
224	253	33	2
229	253	33	1
232	253	33	2
231	254	33	1
240	254	33	1
231	255	33	1
223	256	33	1
225	256	33	1
217	258	33	1
219	258	33	1
220	258	33	2
234	258	33	1
242	258	33	1
243	258	33	1
222	259	33	1
226	259	33	1
227	259	33	1
235	259	33	1
242	259	33	1
213	260	33	1
217	260	33	1
220	260	33	1
233	260	33	1
237	260	33	1
238	260	33	1
182	261	33	1
214	261	33	1
222	261	33	1
224	261	33	2
227	261	33	1
231	261	33	1
232	261	33	1
235	261	33	1
203	262	33	1
211	262	33	1
214	262	33	1
216	262	33	1
224	262	33	1
241	262	33	1
249	262	33	1
250	262	33	1
199	263	33	1
212	263	33	1
213	263	33	1
215	263	33	1
220	263	33	1
222	263	33	1
223	263	33	2
244	263	33	1
248	263	33	1
187	264	33	1
209	264	33	1
210	264	33	1
217	264	33	2
224	264	33	2
237	264	33	1
238	264	33	1
248	264	33	1
249	264	33	1
208	265	33	1
222	265	33	1
225	265	33	1
226	265	33	1
235	265	33	1
243	265	33	1
245	265	33	2
251	265	33	1
184	266	33	1
186	266	33	1
190	266	33	1
197	266	33	1
204	266	33	1
211	266	33	2
216	266	33	1
228	266	33	1
241	266	33	1
247	266	33	1
182	267	33	1
193	267	33	2
197	267	33	1
209	267	33	2
215	267	33	1
223	267	33	1
228	267	33	1
231	267	33	1
242	267	33	1
248	267	33	1
252	267	33	1
189	268	33	1
211	268	33	2
213	268	33	1
214	268	33	1
226	268	33	1
240	268	33	1
242	268	33	1
245	268	33	1
184	269	33	1
196	269	33	1
198	269	33	1
201	269	33	1
204	269	33	1
224	269	33	1
235	269	33	1
245	269	33	1
184	270	33	1
186	270	33	1
210	270	33	1
215	270	33	2
233	270	33	1
240	270	33	3
243	270	33	1
249	270	33	1
251	270	33	1
252	270	33	1
179	271	33	1
209	271	33	1
226	271	33	1
238	271	33	1
239	271	33	1
241	271	33	1
243	271	33	2
176	272	33	1
178	272	33	1
215	272	33	2
238	272	33	1
247	272	33	1
176	273	33	2
188	273	33	1
203	273	33	2
216	273	33	1
239	273	33	1
243	273	33	1
249	273	33	1
190	274	33	2
201	274	33	2
202	274	33	1
207	274	33	1
210	274	33	1
214	274	33	1
229	274	33	1
237	274	33	1
250	274	33	1
175	275	33	1
184	275	33	1
186	275	33	1
209	275	33	1
227	275	33	1
246	275	33	1
192	276	33	1
206	276	33	1
235	276	33	1
239	276	33	1
241	276	33	1
176	277	33	1
183	277	33	1
187	277	33	1
211	277	33	2
215	277	33	1
237	277	33	1
242	277	33	1
244	277	33	2
177	278	33	1
191	278	33	1
205	278	33	1
211	278	33	2
223	278	33	1
235	278	33	1
238	278	33	1
246	278	33	1
168	279	33	1
176	279	33	1
181	279	33	2
222	279	33	1
241	279	33	1
243	279	33	1
180	280	33	1
209	280	33	1
210	280	33	1
211	280	33	1
237	280	33	1
241	280	33	1
242	280	33	1
175	281	33	1
224	281	33	1
230	281	33	1
239	281	33	1
241	281	33	1
175	282	33	1
177	282	33	1
179	282	33	1
209	282	33	2
223	282	33	1
229	282	33	1
230	282	33	2
233	282	33	1
241	282	33	1
242	282	33	1
248	282	33	1
189	283	33	1
204	283	33	1
228	283	33	2
230	283	33	1
238	283	33	1
241	283	33	1
242	283	33	1
180	284	33	1
207	284	33	1
211	284	33	1
219	284	33	1
220	284	33	1
224	284	33	1
234	284	33	1
235	284	33	1
247	284	33	1
248	284	33	1
204	285	33	1
208	285	33	1
219	285	33	1
228	285	33	1
234	285	33	1
237.5	285.5	33.5	1
240	285	33	1
242	285	33	1
247	285	33	1
253	285	33	1
188	286	33	1
204	286	33	1
226	286	33	1
243	286	33	1
249	286	33	1
208	287	33	1
228	287	33	2
229	287	33	1
234	287	33	1
187	288	33	1
219	288	33	1
247	288	33	2
257	288	33	1
223	289	33	1
235	289	33	2
245	289	33	1
250	289	33	1
253	289	33	1
207	290	33	1
242	290	33	1
237	291	33	1
241	291	33	2
242	291	33	1
244	291	33	1
201	292	33	1
229	292	33	1
237	292	33	1
177	293	33	1
225	293	33	1
228	293	33	1
234	293	33	1
235	293	33	1
240	293	33	1
251	293	33	2
252	293	33	1
229	294	33	1
238	294	33	1
220	295	33	1
232	295	33	2
245	295	33	2
248	295	33	1
226	296	33	1
230	296	33	1
231	296	33	1
237	296	33	1
243	296	33	1
246	296	33	1
198	297	33	1
228	297	33	1
233	297	33	1
240	297	33	1
182	298	33	1
223	298	33	2
239	298	33	1
242	298	33	1
240	299	33	1
197	300	33	1
226	300	33	1
228	300	33	1
229	300	33	1
235	300	33	1
229	301	33	1
239	301	33	1
240	301	33	1
249	301	33	1
223	302	33	1
225	302	33	1
244	302	33	2
245	302	33	1
229	303	33	1
233	303	33	1
241	303	33	1
243	303	33	1
223	304	33	1
235	304	33	1
222	305	33	1
223	306	33	1
230	306	33	1
237	306	33	1
242	306	33	1
217	308	33	2
220	308	33	1
237	308	33	1
229	309	33	1
224	310	33	2
228	310	33	1
229	310	33	1
238	310	33	1
227	311	33	1
228	311	33	1
231	311	33	1
232	311	33	1
225	312	33	1
226	312	33	1
229	313	33	2
234	313	33	1
236	313	33	1
228	314	33	1
236	314	33	1
230	315	33	1
230	318	33	2
227	252	34	1
229	252	34	1
229	253	34	1
227	254	34	1
231	254	34	1
233	254	34	2
221	255	34	1
223	255	34	1
225	255	34	1
226	255	34	1
218	256	34	1
224	256	34	1
243	256	34	1
223	257	34	1
227	257	34	1
237	257	34	2
242	257	34	1
201	258	34	1
222	258	34	1
233	258	34	1
237	258	34	1
209	259	34	1
222	259	34	3
223	259	34	1
227	259	34	1
211	260	34	1
220	260	34	1
226	260	34	1
240	260	34	1
242	260	34	1
245	260	34	1
195	261	34	1
208	261	34	1
222	261	34	1
232	261	34	1
189	262	34	1
220	262	34	1
221	262	34	1
226	262	34	1
233	262	34	2
235	262	34	1
236	262	34	1
240	262	34	2
244	262	34	1
188	263	34	1
189	263	34	1
206	263	34	1
207	263	34	1
213	263	34	1
227	263	34	2
229	263	34	1
231	263	34	1
239	263	34	1
244	263	34	2
186	264	34	1
187	264	34	1
191	264	34	1
220	264	34	1
227	264	34	1
233	264	34	1
240	264	34	1
242	264	34	1
176	265	34	1
189	265	34	1
213	265	34	2
219	265	34	1
221	265	34	1
222	265	34	3
223	265	34	1
249	265	34	1
178	266	34	1
208	266	34	1
210	266	34	1
211	266	34	1
214	266	34	1
228	266	34	1
240	266	34	1
242	266	34	1
249	266	34	1
186	267	34	1
192	267	34	1
206	267	34	1
208	267	34	1
209	267	34	2
220	267	34	1
232	267	34	2
239	267	34	1
240	267	34	2
242	267	34	1
245	267	34	1
246	267	34	1
249	267	34	1
173	268	34	1
