x	y	z	STING mediated induction of host immune responses
229	282	27	1
239	282	27	1
241	282	27	1
242	282	27	1
209	283	27	1
218	283	27	1
234	283	27	1
245	283	27	2
248	283	27	1
254	283	27	1
206	284	27	2
207	284	27	2
208	284	27	1
212	284	27	2
215	284	27	1
230	284	27	1
238	284	27	1
240	284	27	1
206	285	27	1
212	285	27	1
219	285	27	1
223	285	27	2
234	285	27	1
239	285	27	1
250	285	27	1
253	285	27	1
255	285	27	1
220	286	27	1
222	286	27	1
232	286	27	1
239	286	27	2
252	286	27	1
214	287	27	1
233	287	27	1
243	287	27	1
247	287	27	1
207	288	27	1
231	288	27	1
242	288	27	1
244	288	27	2
245	288	27	1
247	288	27	1
255	288	27	1
203	289	27	1
222	289	27	1
227	289	27	1
236	289	27	1
237	289	27	1
239	289	27	1
241	289	27	1
243	289	27	1
227	290	27	1
228	290	27	1
232	290	27	2
233	290	27	1
241	290	27	1
249	290	27	1
225	291	27	1
236	291	27	1
237	291	27	1
246	291	27	1
251	291	27	1
257	291	27	1
212	292	27	1
222	292	27	1
226	292	27	1
228	292	27	1
237	292	27	1
239	292	27	1
247	292	27	1
254	292	27	1
211	293	27	1
225	293	27	1
227	293	27	1
242	293	27	1
249	293	27	1
251	293	27	1
256	293	27	1
219	294	27	1
226	294	27	1
211	295	27	2
218	295	27	2
222	295	27	1
246	295	27	2
249	295	27	1
211	296	27	2
220	296	27	1
221	296	27	1
241	296	27	2
252	296	27	1
246	297	27	1
248	297	27	2
249	297	27	1
239	298	27	1
247	298	27	1
230	299	27	2
243	299	27	1
239	300	27	1
247	300	27	1
227	301	27	1
243	301	27	2
247	301	27	1
250	301	27	2
239	302	27	2
238	304	27	1
235	305	27	1
231	266	28	1
234	267	28	1
236	267	28	1
231	268	28	1
236	268	28	1
237	269	28	1
232	272	28	2
236	272	28	1
250	272	28	1
211	273	28	1
235	273	28	2
234	274	28	1
235	276	28	1
238	276	28	1
235	277	28	2
241	280	28	1
251	282	28	1
248	284	28	1
239	285	28	1
245	285	28	1
235	286	28	1
237	286	28	1
240	287	28	1
245	288	28	1
228	289	28	1
231	289	28	1
243	289	28	1
239	291	28	1
241	291	28	1
247	291	28	1
241	292	28	1
249	293	28	1
242	294	28	1
240	295	28	2
241	295	28	1
242	295	28	1
245	295	28	1
240	298	28	1
235	256	29	1
190	258	29	2
234	258	29	1
235	258	29	1
229	259	29	1
230	259	29	1
234	260	29	1
231	263	29	1
245	264	29	1
232	265	29	1
235	265	29	1
195	266	29	1
228	266	29	1
229	266	29	1
237	266	29	2
248	266	29	1
197	267	29	1
232	267	29	1
234	267	29	3
235	267	29	1
241	267	29	1
234	268	29	1
236	268	29	1
239	268	29	1
193	269	29	1
232	269	29	1
178	270	29	1
232	270	29	1
237	270	29	1
238	270	29	1
239	270	29	2
203	271	29	1
214	271	29	1
235	271	29	1
240	271	29	1
249	271	29	1
211	272	29	1
233	272	29	2
241	272	29	1
225	273	29	2
236	273	29	1
180	274	29	1
238	274	29	1
250	274	29	2
231	275	29	1
235	275	29	1
238	275	29	1
239	275	29	1
242	275	29	1
206	276	29	1
234	276	29	1
237	276	29	1
246	276	29	1
250	276	29	1
205	277	29	1
236	277	29	1
240	277	29	1
239	278	29	1
245	278	29	1
234	279	29	1
245	279	29	2
256	279	29	1
237	280	29	1
246	280	29	1
252	280	29	3
254	280	29	1
232	281	29	1
234	281	29	2
235	281	29	1
238	281	29	1
246	281	29	1
247	281	29	1
241	282	29	1
242	282	29	1
231	283	29	1
232	283	29	2
241	283	29	1
249	283	29	1
251	283	29	1
237	284	29	1
246	284	29	1
255	284	29	1
234	285	29	1
238	285	29	1
241	285	29	1
242	285	29	1
246	285	29	1
248	285	29	1
232	286	29	1
241	286	29	1
247	286	29	1
249	286	29	1
225	287	29	1
238	287	29	1
228	288	29	1
234	288	29	1
240	288	29	1
241	288	29	1
243	288	29	1
245	288	29	1
227	289	29	1
230	290	29	2
237	290	29	1
239	290	29	2
222	291	29	1
240	291	29	1
245	291	29	1
249	291	29	1
250	291	29	2
225	292	29	1
241	292	29	1
243	292	29	1
245	292	29	1
223	293	29	1
237	293	29	1
239	293	29	1
248	293	29	1
252	293	29	1
221	294	29	1
236	294	29	1
241	294	29	1
241	295	29	2
243	295	29	1
219	296	29	1
252	296	29	1
227	297	29	1
239	297	29	1
241	297	29	1
221	298	29	1
237	298	29	1
238	298	29	1
245	298	29	1
221	300	29	1
227	300	29	2
237	300	29	3
230	301	29	1
236	301	29	1
238	301	29	1
235	302	29	1
250	302	29	1
240	303	29	1
237	304	29	1
229	250	30	1
233	254	30	1
232	255	30	2
236	255	30	3
237	255	30	1
232	256	30	1
235	256	30	2
236	256	30	1
192	257	30	1
215	257	30	1
237	257	30	2
229	258	30	2
236	258	30	1
237	258	30	1
210	259	30	1
216	259	30	1
231	259	30	1
235	259	30	3
223	260	30	1
231	260	30	1
232	260	30	1
237	260	30	1
240	260	30	1
187	261	30	1
188	261	30	1
211	261	30	1
216	261	30	1
219	261	30	1
224	261	30	2
221	262	30	1
223	262	30	1
226	262	30	1
248	262	30	1
249	262	30	1
185	263	30	1
189	263	30	1
193	263	30	1
222	263	30	1
234	263	30	1
242	263	30	1
246	263	30	1
186	264	30	1
195	264	30	1
232	264	30	1
193	265	30	1
197	265	30	1
200	265	30	1
214	265	30	1
234	265	30	1
188	266	30	1
189	266	30	1
193	266	30	2
231	266	30	1
189	267	30	1
191	267	30	1
192	267	30	2
219	267	30	1
240	267	30	1
246	267	30	1
248	267	30	1
250	267	30	1
195	268	30	1
214	268	30	1
228	268	30	1
238	268	30	1
244	268	30	1
182	269	30	1
211	269	30	3
213	269	30	1
219	269	30	1
222	269	30	1
233	269	30	1
247	269	30	1
249	269	30	1
184	270	30	1
186	270	30	1
196	270	30	1
205	270	30	1
214	270	30	1
233	270	30	1
234	270	30	1
235	270	30	1
245	270	30	1
250	270	30	1
176	271	30	1
181	271	30	1
185	271	30	1
194	271	30	1
201	271	30	2
204	271	30	1
207	271	30	1
208	271	30	2
212	271	30	1
232	271	30	1
181	272	30	1
216	272	30	1
233	272	30	1
239	272	30	1
240	272	30	1
204	273	30	1
206	273	30	1
231	273	30	1
235	273	30	1
240	273	30	2
246	273	30	1
209	274	30	1
236	274	30	1
241	274	30	1
212	275	30	1
213	275	30	1
236	275	30	1
237	275	30	1
250	275	30	1
205	276	30	2
206	276	30	1
206	277	30	1
237	277	30	5
247	277	30	1
249	277	30	1
190	278	30	1
236	278	30	1
246	278	30	1
248	278	30	1
249	278	30	1
253	278	30	1
235	279	30	1
244	279	30	1
245	279	30	2
233	280	30	1
236	280	30	1
247	280	30	1
175	281	30	1
234	281	30	1
246	281	30	1
249	281	30	1
251	281	30	1
174	282	30	2
213	282	30	1
219	282	30	1
250	282	30	1
253	282	30	1
254	282	30	1
221	283	30	1
223	283	30	1
239	283	30	1
248	283	30	1
251	283	30	1
177	284	30	3
180	284	30	1
225	284	30	2
240	284	30	1
223	285	30	1
225	285	30	1
246	285	30	2
206	286	30	1
219	286	30	2
223	286	30	1
228	286	30	2
234	286	30	1
238	286	30	1
243	286	30	1
244	286	30	1
248	286	30	2
224	287	30	1
225	287	30	1
226	287	30	1
231	287	30	1
233	287	30	1
252	287	30	2
254	287	30	1
255	287	30	1
221	288	30	1
223	288	30	1
226	288	30	1
234	288	30	2
236	288	30	3
241	288	30	2
243	288	30	1
223	289	30	1
226	289	30	1
250	289	30	3
222	290	30	2
225	290	30	1
239	290	30	1
240	290	30	1
244	290	30	1
253	290	30	1
198	291	30	1
222	291	30	1
234	291	30	1
237	291	30	2
197	292	30	1
199	292	30	1
228	292	30	2
229	292	30	1
230	292	30	1
237	292	30	1
238	292	30	1
243	292	30	1
224	293	30	1
239	293	30	1
220	294	30	1
227	294	30	1
231	294	30	1
235	294	30	1
243	294	30	1
244	294	30	1
249	294	30	1
252	294	30	1
254	294	30	1
257	294	30	1
258	294	30	1
228	295	30	1
234	295	30	1
253	295	30	1
254	295	30	1
233	296	30	1
234	296	30	1
242	296	30	1
243	296	30	1
246	296	30	1
252	296	30	1
253	296	30	1
232	297	30	1
239	297	30	1
243	297	30	2
245	297	30	1
252	297	30	2
229	298	30	1
241	298	30	1
242	298	30	1
249	298	30	1
252	298	30	1
224	299	30	2
227	299	30	1
241	299	30	1
242	299	30	1
246	299	30	1
247	299	30	2
230	300	30	1
233	300	30	1
244	300	30	1
230	301	30	1
240	301	30	1
241	301	30	1
244	301	30	1
245	301	30	1
249	301	30	1
237	302	30	1
239	302	30	1
240	302	30	1
225	303	30	1
240	303	30	1
243	303	30	1
240	304	30	1
233	305	30	1
226	249	31	1
224	250	31	1
193	253	31	1
233	253	31	1
238	253	31	1
193	254	31	1
226	254	31	1
227	254	31	1
231	254	31	1
226	255	31	1
229	255	31	1
233	255	31	1
234	255	31	1
215	256	31	1
239	256	31	1
214	257	31	1
216	257	31	1
236	257	31	1
237	257	31	1
238	257	31	1
239	257	31	1
240	257	31	1
190	258	31	1
230	259	31	1
235	259	31	1
242	259	31	2
187	260	31	1
188	260	31	1
190	260	31	1
191	260	31	1
220	260	31	1
245	260	31	1
184	261	31	1
210	261	31	1
226	261	31	2
229	261	31	1
235	261	31	1
243	261	31	1
246	261	31	1
186	262	31	1
193	262	31	1
219	262	31	2
221	262	31	1
230	262	31	2
236	262	31	1
246	262	31	2
185	263	31	1
200	263	31	1
211	263	31	1
222	263	31	1
227	263	31	1
229	263	31	1
185	264	31	1
194	264	31	2
214	264	31	1
215	264	31	1
216	264	31	1
218	264	31	1
220	264	31	1
238	264	31	1
244	264	31	1
245	264	31	1
192	265	31	1
196	265	31	1
214	265	31	1
222	265	31	1
229	265	31	1
232	265	31	1
246	265	31	1
249	265	31	1
187	266	31	1
191	266	31	1
193	266	31	1
197	266	31	1
221	266	31	1
229	266	31	1
231	266	31	1
241	266	31	1
244	266	31	2
248	266	31	1
251	266	31	2
176	267	31	1
182	267	31	1
199	267	31	2
211	267	31	1
219	267	31	1
223	267	31	1
227	267	31	1
233	267	31	1
241	267	31	1
242	267	31	1
183	268	31	1
193	268	31	1
198	268	31	1
210	268	31	1
216	268	31	1
219	268	31	1
224	268	31	1
240	268	31	1
242	268	31	1
245	268	31	1
173	269	31	1
182	269	31	1
184	269	31	1
198	269	31	1
230	269	31	1
232	269	31	1
239	269	31	1
242	269	31	1
249	269	31	2
250	269	31	1
252	269	31	1
173	270	31	1
180	270	31	1
181	270	31	2
196	270	31	1
200	270	31	1
212	270	31	2
217	270	31	1
237	270	31	1
244	270	31	2
247	270	31	1
250	270	31	1
171	271	31	1
182	271	31	1
198	271	31	1
215	271	31	1
226	271	31	2
239	271	31	1
241	271	31	1
245	271	31	1
249	271	31	1
184	272	31	1
199	272	31	1
203	272	31	1
204	272	31	1
206	272	31	1
210	272	31	2
213	272	31	1
215	272	31	1
218	272	31	1
226	272	31	1
227	272	31	1
235	272	31	1
239	272	31	1
248	272	31	1
249	272	31	1
184	273	31	1
209	273	31	1
210	273	31	2
232	273	31	1
234	273	31	1
235	273	31	1
242	273	31	1
244	273	31	2
179	274	31	1
180	274	31	1
209	274	31	2
210	274	31	2
214	274	31	1
216	274	31	1
225	274	31	1
232	274	31	1
233	274	31	1
236	274	31	2
239	274	31	1
244	274	31	1
248	274	31	1
252	274	31	1
182	275	31	1
231	275	31	1
235	275	31	2
237	275	31	1
234	276	31	2
240	276	31	1
241	276	31	1
243	277	31	1
244	277	31	1
174	278	31	1
205	278	31	1
206	278	31	3
236	278	31	1
235	279	31	1
245	279	31	1
219	280	31	1
232	280	31	1
236	280	31	1
241	280	31	2
246	280	31	1
250	280	31	1
251	280	31	1
184	281	31	1
204	281	31	1
222	281	31	1
239	281	31	1
244	281	31	1
179	282	31	1
206	282	31	2
225	282	31	1
239	282	31	1
241	282	31	1
244	282	31	1
245	282	31	1
247	282	31	1
248	282	31	1
182	283	31	2
218	283	31	1
221	283	31	1
232	283	31	1
239	283	31	2
252	283	31	2
253	283	31	1
222	284	31	1
223	284	31	2
231	284	31	1
235	284	31	1
239	284	31	1
248	284	31	1
256	284	31	1
219	285	31	1
226	285	31	2
233	285	31	1
236	285	31	1
243	285	31	1
247	285	31	1
250	285	31	1
180	286	31	1
219	286	31	1
224	286	31	1
227	286	31	1
252	286	31	1
219	287	31	1
220	287	31	1
230	287	31	2
234	287	31	1
243	287	31	1
244	287	31	1
255	287	31	1
186	288	31	2
220	288	31	1
225	288	31	1
228	288	31	1
234	288	31	2
241	288	31	2
245	288	31	1
247	288	31	1
251	288	31	1
227	289	31	1
232	289	31	1
234	289	31	1
237	289	31	1
240	289	31	1
243	289	31	1
246	289	31	1
200	290	31	1
225	290	31	1
232	290	31	1
240	290	31	1
198	291	31	1
226	291	31	1
231	291	31	1
235	291	31	2
242	291	31	1
249	291	31	1
201	292	31	1
226	292	31	2
238	292	31	2
251	292	31	1
257	292	31	1
198	293	31	2
228	293	31	1
231	293	31	2
232	293	31	1
234	293	31	1
239	293	31	1
248	293	31	1
251	293	31	1
198	294	31	2
202	294	31	1
220	294	31	1
224	294	31	1
226	294	31	1
227	294	31	1
232	294	31	1
237	294	31	2
243	294	31	2
244	294	31	1
253	294	31	1
228	295	31	1
229	295	31	1
231	295	31	1
235	295	31	1
240	295	31	1
241	295	31	1
242	295	31	1
243	295	31	1
255	295	31	1
257	295	31	1
197	296	31	1
228	296	31	1
229	296	31	1
235	296	31	1
236	296	31	1
240	296	31	1
242	296	31	1
250	296	31	1
252	296	31	2
239	297	31	1
242	297	31	2
252	297	31	1
229	298	31	1
252	298	31	1
237	299	31	1
243	299	31	1
245	299	31	1
246	299	31	1
224	300	31	1
236	300	31	1
237	300	31	1
246	300	31	1
221	301	31	1
225	301	31	1
232	301	31	2
234	301	31	1
237	301	31	1
241	301	31	2
242	301	31	1
247	301	31	1
248	301	31	1
222	302	31	1
229	302	31	1
239	302	31	1
240	302	31	1
242	302	31	1
244	302	31	1
239	303	31	1
243	303	31	1
244	303	31	1
243	304	31	1
234	305	31	1
237	305	31	1
242	305	31	1
233	306	31	1
224	307	31	1
226	250	32	1
231	250	32	1
226	251	32	1
227	251	32	1
229	251	32	1
217	252	32	1
226	252	32	1
216	253	32	1
217	253	32	1
237	253	32	1
225	254	32	1
227	254	32	1
232	254	32	1
215	255	32	1
218	255	32	1
227	255	32	1
232	255	32	1
240	255	32	1
227	256	32	1
236	256	32	1
240	256	32	1
192	257	32	1
203	257	32	1
228	257	32	1
229	257	32	1
232	257	32	1
192	258	32	1
226	258	32	2
228	258	32	1
239	258	32	2
240	258	32	1
211	259	32	1
222	259	32	1
227	259	32	1
228	259	32	2
247	259	32	1
182	260	32	1
192	260	32	1
234	260	32	1
246	260	32	2
222	261	32	1
238	261	32	1
186	262	32	1
189	262	32	1
196	262	32	3
197	262	32	1
207	262	32	1
216	262	32	1
225	262	32	1
230	262	32	1
245	262	32	1
247	262	32	1
250	262	32	1
198	263	32	1
204	263	32	1
208	263	32	1
211	263	32	1
221	263	32	2
227	263	32	1
235	263	32	1
236	263	32	1
246	263	32	1
249	263	32	1
189	264	32	1
202	264	32	1
216	264	32	1
224	264	32	1
231	264	32	1
233	264	32	1
236	264	32	1
238	264	32	1
239	264	32	1
195	265	32	3
206	265	32	1
211	265	32	1
218	265	32	1
226	265	32	1
231	265	32	1
232	265	32	1
235	265	32	1
243	265	32	1
248	265	32	1
251	265	32	1
184	266	32	1
186	266	32	1
189	266	32	1
214	266	32	1
232	266	32	1
234	266	32	1
238	266	32	1
247	266	32	1
183	267	32	1
184	267	32	1
194	267	32	2
197	267	32	2
211	267	32	1
215	267	32	1
221	267	32	1
222	267	32	1
225	267	32	1
188	268	32	1
189	268	32	1
195	268	32	2
198	268	32	1
206	268	32	1
215	268	32	1
216	268	32	1
219	268	32	1
225	268	32	1
243	268	32	1
245	268	32	2
247	268	32	1
193	269	32	1
194	269	32	1
196	269	32	2
239	269	32	2
248	269	32	1
250	269	32	1
173	270	32	1
195	270	32	1
197	270	32	1
227	270	32	1
241	270	32	1
177	271	32	1
182	271	32	1
184	271	32	1
196	271	32	1
207	271	32	1
211	271	32	1
238	271	32	1
239	271	32	2
240	271	32	1
246	271	32	1
247	271	32	1
176	272	32	1
177	272	32	2
185	272	32	1
201	272	32	1
202	272	32	1
206	272	32	2
207	272	32	1
210	272	32	1
228	272	32	1
239	272	32	1
245	272	32	2
252	272	32	1
255	272	32	1
185	273	32	1
201	273	32	1
212	273	32	1
229	273	32	1
236	273	32	1
241	273	32	1
249	273	32	1
254	273	32	1
173	274	32	1
179	274	32	1
181	274	32	1
207	274	32	2
210	274	32	1
214	274	32	1
237	274	32	2
238	274	32	2
241	274	32	1
246	274	32	1
184	275	32	2
203	275	32	2
212	275	32	1
250	275	32	1
252	275	32	1
174	276	32	1
204	276	32	1
205	276	32	1
233	276	32	1
234	276	32	1
235	276	32	1
236	276	32	1
175	277	32	1
176	277	32	1
224	277	32	1
239	277	32	1
247	277	32	1
249	277	32	1
250	277	32	2
176	278	32	1
225	278	32	1
234	278	32	1
246	278	32	1
249	278	32	1
250	278	32	1
255	278	32	1
243	279	32	1
173	280	32	2
176	280	32	1
205	280	32	1
222	280	32	1
229	280	32	1
181	281	32	1
217	281	32	1
219	281	32	1
231	281	32	1
232	281	32	1
233	281	32	1
234	281	32	1
244	281	32	1
254	281	32	1
182	282	32	2
188	282	32	1
226	282	32	3
248	282	32	1
175	283	32	1
179	283	32	1
221	283	32	1
222	283	32	1
236	283	32	2
246	283	32	2
251	283	32	1
253	283	32	1
186	284	32	1
221	284	32	1
234	284	32	1
251	284	32	1
252	284	32	1
177	285	32	1
178	285	32	1
218	285	32	1
219	285	32	2
220	285	32	2
230	285	32	1
235	285	32	1
236	285	32	1
255	285	32	1
175	286	32	1
180	286	32	3
227	286	32	1
249	286	32	1
256	286	32	1
220	287	32	3
225	287	32	1
228	287	32	2
233	287	32	1
246	287	32	1
254	287	32	1
226	288	32	1
231	288	32	1
244	288	32	2
253	288	32	1
227	289	32	1
231	289	32	1
235	289	32	1
237	289	32	1
224	290	32	1
225	290	32	1
226	290	32	1
237	290	32	1
239	290	32	1
243	290	32	1
252	290	32	1
255	290	32	1
198	291	32	1
243	291	32	1
245	291	32	1
197	292	32	1
229	292	32	1
243	292	32	1
254	292	32	1
199	293	32	1
207	293	32	1
218	293	32	1
232	293	32	1
234	293	32	1
236	293	32	1
249	293	32	1
250	293	32	1
199	294	32	1
221	294	32	1
228	294	32	1
230	295	33	1
235	294	32	1
247	294	32	1
192	295	32	1
223	295	32	1
225	295	32	1
236	295	32	1
245	295	32	1
250	295	32	1
251	295	32	1
198	296	32	1
229	296	32	2
233	296	32	1
249	296	32	1
255	296	32	3
230	297	32	1
246	297	32	1
251	297	32	1
233	298	32	1
234	298	32	1
249	298	32	1
228	299	32	1
235	299	32	1
236	299	32	1
241	299	32	2
185	300	32	1
235	300	32	1
248	300	32	1
196	301	32	1
225	301	32	1
237	301	32	1
245	301	32	1
246	301	32	1
223	302	32	2
230	302	32	1
233	302	32	1
207	303	32	1
223	303	32	1
234	303	32	1
235	303	32	1
244	303	32	1
231	304	32	1
236	304	32	1
245	304	32	2
204	305	32	1
242	305	32	1
208	306	32	1
224	306	32	1
237	306	32	1
206	307	32	1
223	308	32	1
235	308	32	1
236	308	32	1
226	309	32	1
234	309	32	1
227	312	32	1
235	313	32	1
232	249	33	1
228	251	33	1
226	252	33	1
227	252	33	1
231	252	33	1
216	253	33	1
231	253	33	1
220	254	33	1
226	254	33	1
232	254	33	1
241	254	33	1
231	255	33	1
236	255	33	1
215	256	33	1
221	256	33	1
227	256	33	1
238	256	33	1
221	257	33	1
224	257	33	1
237	257	33	1
217	258	33	1
218	258	33	1
221	258	33	1
226	258	33	1
232	258	33	1
234	258	33	2
244	258	33	1
189	259	33	1
213	259	33	1
224	259	33	3
228	259	33	1
231	259	33	1
237	259	33	1
217	260	33	1
233	260	33	1
188	261	33	2
195	261	33	1
209	261	33	1
211	261	33	1
214	261	33	1
225	261	33	2
237	261	33	1
241	261	33	1
244	261	33	1
192	262	33	1
203	262	33	1
209	262	33	2
211	262	33	1
212	262	33	1
224	262	33	1
226	262	33	1
248	262	33	1
188	263	33	1
194	263	33	1
198	263	33	1
238	263	33	1
243	263	33	1
191	264	33	1
193	264	33	1
225	264	33	1
226	264	33	1
229	264	33	2
235	264	33	2
239	264	33	1
242	264	33	1
247	264	33	1
249	264	33	1
191	265	33	2
192	265	33	3
202	265	33	2
207	265	33	1
219	265	33	1
223	265	33	1
224	265	33	1
226	265	33	1
229	265	33	1
243	265	33	1
245	265	33	1
184	266	33	1
186	266	33	1
193	266	33	1
196	266	33	1
204	266	33	1
208	266	33	1
211	266	33	1
216	266	33	1
221	266	33	1
225	266	33	1
228	266	33	1
237	266	33	2
240	266	33	1
188	267	33	1
200	267	33	1
202	267	33	1
209	267	33	1
216	267	33	1
226	267	33	1
227	267	33	1
228	267	33	1
235	267	33	2
241	267	33	1
253	267	33	1
191	268	33	1
210	268	33	1
217	268	33	1
219	268	33	2
225	268	33	1
232	268	33	1
241	268	33	1
252	268	33	1
193	269	33	1
195	269	33	1
196	269	33	1
198	269	33	1
216	269	33	1
219	269	33	1
224	269	33	1
232	269	33	1
234	269	33	1
244	269	33	1
250	269	33	1
179	270	33	1
183	270	33	1
184	270	33	1
185	270	33	1
198	270	33	2
210	270	33	1
231	270	33	1
240	270	33	1
242	270	33	1
244	270	33	1
248	270	33	1
177	271	33	1
187	271	33	1
192	271	33	1
206	271	33	1
208	271	33	1
211	271	33	1
216	271	33	1
217	271	33	1
226	271	33	1
231	271	33	1
238	271	33	1
239	271	33	1
241	271	33	2
248	271	33	1
172	272	33	1
180	272	33	2
185	272	33	1
186	272	33	1
187	272	33	1
213	272	33	2
232	272	33	1
238	272	33	1
241	272	33	1
244	272	33	1
251	272	33	1
171	273	33	1
182	273	33	1
185	273	33	1
186	273	33	1
188	273	33	2
204	273	33	1
217	273	33	1
227	273	33	1
243	273	33	2
253	273	33	1
174	274	33	1
176	274	33	1
183	274	33	1
185	274	33	1
202	274	33	1
203	274	33	1
207	274	33	2
210	274	33	1
226	274	33	1
235	274	33	1
236	274	33	1
244	274	33	1
245	274	33	1
250	274	33	1
175	275	33	1
183	275	33	1
184	275	33	1
186	275	33	1
200	275	33	1
202	275	33	2
207	275	33	2
209	275	33	2
217	275	33	1
240	275	33	2
241	275	33	1
242	275	33	1
244	275	33	1
251	275	33	1
186	276	33	1
189	276	33	1
190	276	33	1
244	276	33	2
206	277	33	1
215	277	33	1
216	277	33	1
227	277	33	1
242	277	33	1
243	277	33	1
244	277	33	1
246	277	33	1
239	278	33	1
