x	y	z	Deposition of new CENPA-containing nucleosomes at the centromere
227	260	27	1
233	260	27	1
177	261	27	1
184	261	27	1
232	261	27	2
235	261	27	1
236	261	27	1
239	261	27	1
184	262	27	1
186	262	27	2
232	262	27	1
179	263	27	1
182	263	27	1
184	263	27	1
211	263	27	1
227	263	27	1
230	263	27	1
231	263	27	1
234	263	27	1
239	263	27	1
186	264	27	1
209	264	27	1
225	264	27	2
232	264	27	1
237	264	27	2
239	264	27	1
181	265	27	1
236	265	27	1
237	265	27	1
238	265	27	2
178	266	27	1
180	266	27	1
216	266	27	1
226	266	27	1
230	266	27	1
232	266	27	1
234	266	27	1
235	266	27	1
239	266	27	1
179	267	27	1
182	267	27	1
233	267	27	1
180	268	27	1
181	268	27	1
219	268	27	1
235	268	27	1
236	268	27	3
241	268	27	2
180	269	27	1
182	269	27	1
205	269	27	1
207	269	27	1
214	269	27	1
235	269	27	1
181	270	27	2
192	270	27	1
218	270	27	2
221	270	27	1
227	270	27	1
228	270	27	1
233	270	27	1
234	270	27	1
236	270	27	1
239	270	27	1
240	270	27	1
248	270	27	1
250	270	27	1
177	271	27	1
207	271	27	1
209	271	27	2
216	271	27	1
222	271	27	1
223	271	27	1
225	271	27	1
230	271	27	1
234	271	27	1
235	271	27	1
239	271	27	1
240	271	27	1
243	271	27	1
217	272	27	1
222	272	27	2
232	272	27	1
235	272	27	1
236	272	27	2
237	272	27	1
203	273	27	1
210	273	27	1
212	273	27	1
217	273	27	1
234	273	27	1
238	273	27	1
251	273	27	1
253	273	27	2
178	274	27	1
179	274	27	1
203	274	27	1
204	274	27	1
212	274	27	2
213	274	27	1
214	274	27	1
216	274	27	1
228	274	27	1
229	274	27	1
232	274	27	1
236	274	27	1
184	275	27	1
205	275	27	1
211	275	27	1
213	275	27	2
217	275	27	1
230	275	27	1
232	275	27	2
238	275	27	1
239	275	27	1
240	275	27	1
249	275	27	1
252	275	27	1
208	276	27	1
209	276	27	1
210	276	27	1
217	276	27	1
232	276	27	1
247	276	27	1
211	277	27	1
212	277	27	1
218	277	27	1
219	277	27	1
220	277	27	1
231	277	27	1
245	277	27	1
203	278	27	1
210	278	27	1
213	278	27	1
220	278	27	1
227	278	27	2
230	278	27	1
231	278	27	1
232	278	27	1
233	278	27	2
235	278	27	1
240	278	27	1
246	278	27	1
249	278	27	1
250	278	27	1
201	279	27	1
208	279	27	1
219	279	27	2
231	279	27	1
241	279	27	1
244	279	27	1
247	279	27	1
206	280	27	1
232	280	27	1
243	280	27	1
249	280	27	1
250	280	27	1
252	280	27	1
207	281	27	1
218	281	27	1
229	281	27	1
235	281	27	1
236	281	27	1
238	281	27	1
244	281	27	2
245	281	27	1
249	281	27	1
205	282	27	1
227	282	27	1
236	282	27	1
237	282	27	1
241	282	27	1
243	282	27	1
245	282	27	3
247	282	27	1
248	282	27	1
252	282	27	1
253	282	27	1
207	283	27	1
221	283	27	2
227	283	27	1
232	283	27	1
234	283	27	1
236	283	27	1
245	283	27	1
206	284	27	1
236	284	27	1
240	284	27	1
253	284	27	1
254	284	27	1
256	284	27	1
257	284	27	1
204	285	27	2
206	285	27	1
211	285	27	2
215	285	27	1
237	285	27	1
240	285	27	1
242	285	27	1
209	286	27	1
211	286	27	3
220	286	27	1
222	286	27	2
232	286	27	1
235	286	27	2
236	286	27	1
239	286	27	1
251	286	27	1
207	287	27	1
230	287	27	1
231	287	27	2
232	287	27	1
236	287	27	1
238	287	27	1
243	287	27	2
248	287	27	1
249	287	27	2
252	287	27	1
253	287	27	2
256	287	27	2
204	288	27	2
222	288	27	1
226	288	27	1
228	288	27	1
231	288	27	2
232	288	27	2
233	288	27	1
236	288	27	1
237	288	27	1
238	288	27	2
240	288	27	1
242	288	27	1
243	288	27	1
247	288	27	2
203	289	27	1
219	289	27	1
242	289	27	1
243	289	27	1
249	289	27	1
252	289	27	1
221	290	27	1
224	290	27	3
230	290	27	1
232	290	27	1
241	290	27	1
244	290	27	2
246	290	27	2
251	290	27	1
210	291	27	1
229	291	27	1
234	291	27	1
239	291	27	1
240	291	27	2
243	291	27	1
247	291	27	1
250	291	27	1
212	292	27	1
221	292	27	2
223	292	27	2
230	292	27	1
235	292	27	1
241	292	27	1
246	292	27	1
249	292	27	1
251	292	27	1
217	293	27	1
219	293	27	1
225	293	27	1
226	293	27	1
229	293	27	1
237	293	27	1
244	293	27	1
245	293	27	1
248	293	27	1
250	293	27	1
256	293	27	1
213	294	27	1
236	294	27	1
244	294	27	1
249	294	27	1
250	294	27	1
251	294	27	1
257	294	27	2
221	295	27	1
223	295	27	1
226	295	27	2
244	295	27	1
249	295	27	1
221	296	27	1
241	296	27	1
244	296	27	1
255	296	27	1
225	297	27	1
237	297	27	2
243	297	27	1
246	297	27	2
223	298	27	1
226	298	27	1
223	299	27	1
226	299	27	2
230	299	27	1
236	299	27	2
237	299	27	1
242	299	27	1
243	299	27	1
245	299	27	1
246	299	27	1
228	300	27	1
238	300	27	1
239	300	27	2
241	300	27	2
242	300	27	1
234	301	27	1
238	301	27	1
243	301	27	1
250	301	27	1
251	301	27	1
226	302	27	1
237	302	27	1
239	302	27	1
236	304	27	1
243	304	27	1
237	305	27	1
230	262	28	1
231	264	28	2
231	266	28	1
235	266	28	1
236	267	28	1
231	268	28	2
236	268	28	1
238	269	28	1
238	270	28	1
236	272	28	1
211	273	28	1
214	274	28	1
235	274	28	1
235	276	28	2
237	276	28	1
236	277	28	1
236	278	28	2
210	279	28	1
208	281	28	1
246	282	28	1
249	282	28	1
251	282	28	2
247	283	28	1
254	283	28	1
248	284	28	1
254	284	28	1
239	285	28	1
240	285	28	1
248	285	28	1
232	286	28	1
235	286	28	1
249	286	28	1
240	287	28	1
246	287	28	1
242	288	28	1
231	289	28	1
245	289	28	1
246	289	28	1
248	289	28	1
237	290	28	1
237	291	28	1
240	291	28	1
250	291	28	1
239	292	28	1
245	292	28	2
248	292	28	1
245	294	28	1
250	294	28	1
245	297	28	1
229	255	29	1
233	256	29	1
235	256	29	1
228	258	29	1
237	258	29	1
230	259	29	1
234	260	29	1
227	261	29	1
220	262	29	1
222	263	29	1
248	263	29	1
178	264	29	1
237	264	29	1
238	264	29	1
245	264	29	1
248	264	29	1
232	265	29	1
238	265	29	1
226	266	29	1
230	266	29	1
232	266	29	1
237	266	29	1
245	266	29	2
248	266	29	1
199	267	29	2
230	267	29	1
234	267	29	2
237	267	29	1
241	267	29	1
249	267	29	1
226	268	29	1
237	268	29	3
196	269	29	1
232	269	29	1
249	269	29	1
175	270	29	2
196	270	29	1
198	270	29	2
200	270	29	1
240	271	29	1
241	271	29	1
249	271	29	1
213	272	29	1
239	272	29	1
249	272	29	1
236	273	29	1
238	273	29	1
206	274	29	2
233	274	29	1
184	275	29	1
232	275	29	1
236	275	29	2
240	275	29	1
241	275	29	1
234	276	29	2
248	276	29	1
250	276	29	1
238	277	29	1
204	278	29	2
235	278	29	1
238	278	29	1
247	278	29	1
234	279	29	2
236	279	29	1
245	279	29	1
246	279	29	2
256	279	29	2
238	280	29	1
241	280	29	1
246	280	29	1
249	280	29	1
254	280	29	1
232	281	29	1
233	281	29	1
235	281	29	1
237	281	29	1
246	281	29	1
248	281	29	1
245	282	29	1
249	282	29	2
233	283	29	2
236	283	29	1
247	283	29	1
248	283	29	1
250	283	29	1
233	284	29	1
242	284	29	1
244	284	29	1
248	284	29	1
219	285	29	1
234	285	29	1
240	285	29	1
247	285	29	1
211	286	29	1
233	286	29	1
236	286	29	1
252	286	29	1
228	287	29	1
234	287	29	1
246	287	29	1
249	287	29	1
225	289	29	1
228	289	29	1
234	289	29	1
243	289	29	2
245	289	29	1
250	289	29	1
254	289	29	1
225	290	29	2
226	290	29	1
227	290	29	1
242	290	29	1
243	290	29	1
226	291	29	1
240	291	29	2
245	291	29	1
251	291	29	1
236	292	29	1
237	292	29	1
238	292	29	1
241	292	29	2
242	292	29	1
249	292	29	1
222	293	29	2
248	293	29	1
249	293	29	1
240	294	29	1
243	294	29	2
244	294	29	1
246	294	29	1
249	294	29	1
221	295	29	1
243	295	29	1
247	295	29	1
223	296	29	1
242	297	29	1
246	297	29	1
221	298	29	1
247	298	29	1
241	299	29	1
221	300	29	1
235	300	29	1
221	301	29	2
238	301	29	2
241	301	29	1
247	301	29	2
237	304	29	1
232	253	30	1
231	254	30	1
233	254	30	1
215	255	30	1
230	255	30	2
229	256	30	1
231	256	30	1
192	257	30	1
227	257	30	1
181	258	30	1
229	258	30	1
231	258	30	1
237	258	30	1
183	259	30	1
210	259	30	1
219	259	30	2
220	259	30	1
184	260	30	1
186	260	30	1
196	260	30	1
212	260	30	1
217	260	30	1
188	261	30	1
208	261	30	1
215	261	30	1
216	261	30	1
230	261	30	1
238	261	30	1
239	261	30	1
244	261	30	1
249	261	30	1
186	262	30	1
218	262	30	1
219	262	30	1
220	262	30	1
227	262	30	1
240	262	30	1
242	262	30	1
245	262	30	1
248	262	30	1
249	262	30	1
188	263	30	2
197	263	30	1
211	263	30	1
227	263	30	1
228	263	30	1
230	263	30	1
232	263	30	2
233	263	30	1
247	263	30	1
248	263	30	1
249	263	30	1
178	264	30	2
195	264	30	1
227	264	30	1
228	264	30	1
229	264	30	1
231	264	30	1
241	264	30	1
246	264	30	1
249	264	30	2
183	265	30	2
193	265	30	2
196	265	30	1
200	265	30	1
205	265	30	2
210	265	30	1
211	265	30	1
212	265	30	2
213	265	30	1
219	265	30	1
230	265	30	1
233	265	30	1
235	265	30	1
248	265	30	1
184	266	30	1
187	266	30	1
193	266	30	1
197	266	30	1
213	266	30	2
229	266	30	1
230	266	30	1
233	266	30	1
238	266	30	1
241	266	30	1
247	266	30	1
193	267	30	1
199	267	30	1
208	267	30	1
214	267	30	1
219	267	30	2
225	267	30	1
232	267	30	2
235	267	30	1
237	267	30	1
244	267	30	1
246	267	30	1
248	267	30	1
189	268	30	1
194	268	30	1
196	268	30	1
216	268	30	2
226	268	30	1
228	268	30	1
230	268	30	1
239	268	30	1
240	268	30	2
246	268	30	1
247	268	30	1
249	268	30	1
250	268	30	1
180	269	30	1
198	269	30	1
213	269	30	1
236	269	30	1
238	269	30	1
239	269	30	1
240	269	30	1
242	269	30	1
243	269	30	1
252	269	30	1
181	270	30	1
197	270	30	1
200	270	30	1
207	270	30	1
214	270	30	1
217	270	30	1
249	270	30	2
250	270	30	1
175	271	30	1
185	271	30	2
199	271	30	1
208	271	30	2
216	271	30	1
225	271	30	1
232	271	30	1
234	271	30	1
243	271	30	1
203	272	30	2
206	272	30	1
207	272	30	1
227	272	30	1
233	272	30	2
235	272	30	1
239	272	30	1
242	272	30	1
181	273	30	1
183	273	30	1
204	273	30	2
213	273	30	1
239	273	30	1
240	273	30	1
177	274	30	1
180	274	30	1
181	274	30	1
182	274	30	2
185	274	30	1
214	274	30	1
229	274	30	1
241	274	30	1
175	275	30	1
180	275	30	1
203	275	30	1
215	275	30	1
250	275	30	1
179	276	30	1
186	276	30	1
207	276	30	3
233	276	30	1
238	276	30	1
239	276	30	1
240	276	30	1
249	276	30	1
253	276	30	1
232	277	30	1
247	277	30	1
250	277	30	1
251	277	30	1
175	278	30	2
203	278	30	1
206	278	30	1
208	278	30	1
238	278	30	1
234	279	30	1
246	279	30	1
249	279	30	1
254	279	30	1
176	280	30	1
178	280	30	1
235	280	30	1
236	280	30	2
238	280	30	1
242	280	30	1
244	280	30	1
179	281	30	1
217	281	30	1
240	281	30	1
249	281	30	1
252	281	30	1
254	281	30	1
179	282	30	2
187	282	30	1
219	282	30	1
222	282	30	2
236	282	30	1
245	282	30	1
246	282	30	2
248	282	30	1
179	283	30	2
209	283	30	1
220	283	30	1
222	283	30	1
236	283	30	1
240	283	30	1
241	283	30	2
244	283	30	1
246	283	30	1
248	283	30	1
249	283	30	1
250	283	30	2
180	284	30	1
219	284	30	2
225	284	30	1
231	284	30	1
236	284	30	1
238	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
251	284	30	1
253	284	30	1
256	284	30	1
258	284	30	1
206	285	30	1
222.5	285.5	30.5	1
236	285	30	1
246	285	30	1
251	285	30	1
219	286	30	1
222	286	30	1
223	286	30	2
238	286	30	1
241	286	30	1
244	286	30	1
248	286	30	1
252	286	30	1
255	286	30	1
219	287	30	1
220	287	30	1
224	287	30	2
226	287	30	1
231	287	30	1
233	287	30	1
221	288	30	1
233	288	30	1
241	288	30	1
248	288	30	1
249	288	30	1
253	288	30	2
199	289	30	1
200	289	30	1
201	289	30	1
226	289	30	2
230	289	30	1
232	289	30	1
233	289	30	1
234	289	30	1
237	289	30	1
238	289	30	3
239	289	30	1
240	289	30	1
245	289	30	1
246	289	30	1
250	289	30	1
256	289	30	2
220	290	30	1
225	290	30	1
248	290	30	2
197	291	30	1
222	291	30	2
223	291	30	1
235	291	30	1
237	291	30	1
244	291	30	2
245	291	30	1
250	291	30	1
251	291	30	1
197	292	30	1
198	292	30	1
199	292	30	1
220	292	30	1
223	292	30	1
229	292	30	1
230	292	30	1
238	292	30	1
241	292	30	1
245	292	30	1
246	292	30	1
247	292	30	1
257	292	30	1
201	293	30	1
220	293	30	2
223	293	30	2
225	293	30	1
234	293	30	1
238	293	30	1
245	293	30	1
246	293	30	1
189	294	30	1
221	294	30	1
226	294	30	1
229	294	30	1
231	294	30	1
235	294	30	1
237	294	30	1
241	294	30	1
244	294	30	1
257	294	30	2
258	294	30	2
197	295	30	1
218	295	30	1
229	295	30	1
241	295	30	1
257	295	30	1
186	296	30	1
220	296	30	1
228	296	30	2
234	296	30	2
244	296	30	1
252	296	30	2
232	297	30	1
239	297	30	2
240	297	30	1
241	297	30	1
246	297	30	1
250	297	30	1
221	298	30	1
229	298	30	1
230	298	30	2
231	298	30	1
235	298	30	1
242	298	30	1
225	299	30	1
227	299	30	1
241	299	30	2
246	299	30	2
248	299	30	2
252	299	30	1
231	300	30	1
232	300	30	1
237	300	30	1
223	301	30	2
226	301	30	2
230	301	30	1
236	301	30	1
238	301	30	1
249	301	30	1
231	302	30	1
239	302	30	1
240	302	30	1
242	302	30	2
248	302	30	1
223	303	30	2
237	303	30	1
238	303	30	1
243	303	30	1
220	304	30	3
233	305	30	1
237	305	30	1
240	306	30	1
226	250	31	1
225	252	31	1
229	252	31	2
193	253	31	1
238	253	31	1
235	254	31	1
215	255	31	2
226	255	31	1
233	255	31	2
207	256	31	2
215	256	31	1
214	257	31	2
216	257	31	1
218	257	31	1
230	257	31	1
239	257	31	1
190	258	31	1
215	258	31	1
227	258	31	2
239	258	31	1
206	259	31	1
209	259	31	1
216	259	31	1
226	259	31	1
229	259	31	1
232	259	31	1
237	259	31	1
239	259	31	1
187	260	31	1
212	260	31	2
216	260	31	1
228	260	31	2
240	260	31	3
246	260	31	1
184	261	31	1
193	261	31	1
211	261	31	1
231	261	31	1
237	261	31	1
243	261	31	1
244	261	31	1
245	261	31	1
194	262	31	2
195	262	31	1
210	262	31	1
219	262	31	1
223	262	31	1
240	262	31	2
187	263	31	1
188	263	31	2
189	263	31	1
197	263	31	1
200	263	31	2
218	263	31	2
220	263	31	1
221	263	31	1
223	263	31	1
227	263	31	1
228	263	31	1
232	263	31	1
235	263	31	1
240	263	31	1
187	264	31	2
188	264	31	1
194	264	31	2
218	264	31	1
226	264	31	1
227	264	31	1
228	264	31	1
234	264	31	1
237	264	31	1
238	264	31	1
249	264	31	1
232	265	31	2
233	265	31	1
243	265	31	2
186	266	31	1
198	266	31	1
213	266	31	1
221	266	31	1
232	266	31	1
243	266	31	1
245	266	31	1
247	266	31	1
195	267	31	1
196	267	31	1
216	267	31	1
222	267	31	1
224	267	31	1
229	267	31	1
205	268	31	1
218	268	31	1
224	268	31	1
234	268	31	1
241	268	31	1
243	268	31	1
247	268	31	1
184	269	31	1
201	269	31	1
214	269	31	2
235	269	31	1
242	269	31	1
249	269	31	1
252	269	31	1
180	270	31	1
198	270	31	1
201	270	31	1
237	270	31	1
250	270	31	2
175	271	31	1
176	271	31	1
182	271	31	1
184	271	31	2
209	271	31	1
214	271	31	1
217	271	31	1
232	271	31	1
233	271	31	1
235	271	31	2
240	271	31	2
244	271	31	2
246	271	31	1
176	272	31	2
183	272	31	1
203	272	31	1
208	272	31	1
211	272	31	2
232	272	31	1
249	272	31	1
250	272	31	1
251	272	31	2
254	272	31	1
210	273	31	1
211	273	31	1
213	273	31	1
242	273	31	1
244	273	31	2
246	273	31	1
249	273	31	1
175	274	31	1
203	274	31	1
243	274	31	2
205	275	31	1
206	275	31	2
229	275	31	1
241	275	31	3
243	275	31	1
176	276	31	1
239	276	31	1
240	276	31	1
243	276	31	1
252	276	31	1
237	277	31	1
241	277	31	2
243	277	31	1
245	277	31	1
249	277	31	1
178	278	31	1
204	278	31	1
242	278	31	1
175	279	31	1
235	279	31	1
238	279	31	1
244	279	31	1
249	279	31	1
181	280	31	1
217	280	31	1
219	280	31	1
249	280	31	1
251	280	31	1
219	281	31	1
228	281	31	1
233	281	31	1
234	281	31	1
243	281	31	1
251	281	31	2
254	281	31	1
173	282	31	2
175	282	31	1
223	282	31	1
231	282	31	1
238	282	31	1
240	282	31	1
241	282	31	1
248	282	31	1
253	282	31	2
254	282	31	1
181	283	31	1
182	283	31	1
209	283	31	1
218	283	31	1
230	283	31	1
239	283	31	1
175	284	31	1
209	284	31	2
212	284	31	2
219	284	31	1
222	284	31	2
223	284	31	1
177	285	31	1
178	285	31	2
179	285	31	2
219	285	31	1
220	285	31	1
222	285	31	1
224	285	31	1
229	285	31	1
231	285	31	1
236	285	31	1
244	285	31	1
250	285	31	1
180	286	31	1
219	286	31	2
224	286	31	1
229	286	31	4
246	286	31	1
219	287	31	2
220	287	31	1
230	287	31	1
231	287	31	1
234	287	31	1
238	287	31	1
240	287	31	1
244	287	31	1
246	287	31	1
233	288	31	1
236	288	31	1
240.5	288.5	31.5	1
241	288	31	2
251	288	31	1
185	289	31	1
205	289	31	1
225	289	31	1
235	289	31	1
250	289	31	1
222	290	31	1
232	290	31	1
237	290	31	1
239	290	31	2
242	290	31	1
250	290	31	1
197	291	31	1
200	291	31	1
222	291	31	1
231	291	31	2
247	291	31	1
255	291	31	1
197	292	31	1
231	292	31	1
242	292	31	1
243	292	31	1
254	292	31	1
256	292	31	2
225	293	31	1
230	293	31	2
231	293	31	1
233	293	31	1
235	293	31	1
238	293	31	1
251	293	31	1
253	293	31	2
220	294	31	1
222	294	31	2
227	294	31	1
228	294	31	1
232	294	31	2
233	294	31	1
235	294	31	1
237	294	31	2
241	294	31	1
246	294	31	1
250	294	31	1
252	294	31	2
253	294	31	1
228	295	31	1
232	295	31	1
234	295	31	2
242	295	31	1
247	295	31	1
248	295	31	1
250	295	31	1
255	295	31	1
197	296	31	2
229	296	31	1
231	296	31	1
236	296	31	2
243	296	31	1
252	296	31	1
253	296	31	1
223	297	31	1
225	297	31	1
226	297	31	1
227	297	31	1
235	297	31	3
236	297	31	1
241	297	31	3
242	297	31	1
243	297	31	1
255	297	31	1
223	298	31	1
224	298	31	1
226	298	31	1
229	298	31	1
232	298	31	1
238	298	31	1
224	299	31	1
232	299	31	1
245	299	31	1
246	299	31	1
251	299	31	1
226	300	31	1
237	300	31	2
247	300	31	1
249	300	31	1
216	301	31	1
221	301	31	1
226	301	31	1
227	301	31	2
228	301	31	1
230	301	31	1
233	301	31	1
242	301	31	1
243	301	31	1
245	301	31	1
247	301	31	1
249	301	31	2
223	302	31	1
226	302	31	1
231	302	31	1
232	302	31	2
245	302	31	1
234	303	31	1
235	303	31	1
242	303	31	1
244	303	31	1
247	303	31	3
235	304	31	1
238	304	31	2
234	305	31	1
235	305	31	1
242	305	31	1
223	307	31	2
237	307	31	1
225	308	31	1
216	252	32	1
231	252	32	1
193	253	32	2
221	253	32	1
223	253	32	2
227	253	32	1
240	253	32	2
216	254	32	1
223	254	32	1
226	254	32	1
232	254	32	1
214	255	32	1
215	255	32	1
223	255	32	1
224	255	32	1
228	255	32	1
236	255	32	1
238	255	32	1
177	256	32	1
210	256	32	2
216	256	32	1
229	256	32	1
209	257	32	1
221	257	32	1
232	257	32	1
216	258	32	1
226	258	32	1
237	258	32	1
246	258	32	1
201	259	32	1
207	259	32	2
209	259	32	1
214	259	32	1
217	259	32	1
220	259	32	1
234	259	32	1
245	259	32	2
192	260	32	1
216	260	32	1
220	260	32	1
243	260	32	1
195	261	32	1
212	261	32	1
215	261	32	1
226	261	32	1
228	261	32	1
237	261	32	1
238	261	32	1
242	261	32	2
186	262	32	1
194	262	32	1
210	262	32	1
218	262	32	1
221	262.666666666667	33	2
224	262	32	1
228	262	32	1
231	262	32	1
233	262	32	1
245	262	32	1
246	262	32	1
193	263	32	1
200	263	32	1
208	263	32	1
213	263	32	1
218	263	32	1
225	263	32	1
236	263	32	1
202	264	32	2
212	264	32	1
216	264	32	1
222	264	32	1
223	264	32	1
227	264	32	1
236	264	32	1
244	264	32	2
245	264	32	1
189	265	32	1
192	265	32	1
195	265	32	1
211	265	32	1
215	265	32	1
217	265	32	1
218	265	32	2
232	265	32	1
235	265	32	1
238	265	32	1
239	265	32	1
249	265	32	1
251	265	32	1
188	266	32	1
197	266	32	1
203	266	32	1
212	266	32	1
214	266	32	1
220	266	32	2
230	266	32	1
235	266	32	1
236	266	32	1
237	266	32	1
238	266	32	1
239	266	32	1
240	266	32	1
241	266	32	1
243	266	32	1
247	266	32	1
248	266	32	1
183	267	32	1
205	267	32	1
214	267	32	1
216	267	32	1
221	267	32	1
222	267	32	1
225	267	32	1
238	267	32	1
240	267	32	1
242	267	32	1
249	267	32	3
183	268	32	1
188	268	32	1
195	268	32	1
231	268	32	1
238	268	32	1
241	268	32	1
246	268	32	1
175	269	32	1
180	269	32	2
181	269	32	1
186	269	32	1
204	269	32	1
209	269	32	1
215	269	32	1
218	269	32	1
228	269	32	1
239	269	32	2
240	269	32	1
245	269	32	1
252	269	32	1
174	270	32	1
180	270	32	1
181	270	32	1
185	270	32	1
195	270	32	2
203	270	32	1
206	270	32	1
207	270	32	1
210	270	32	1
216	270	32	1
222	270	32	1
227	270	32	2
233	270	32	3
241	270	32	1
243	270	32	1
245	270	32	1
249	270	32	1
176	271	32	1
182	271	32	3
186	271	32	1
202	271	32	1
206	271	32	2
238	271	32	1
241	271	32	1
243	271	32	1
246	271	32	1
185	272	32	1
186	272	32	1
230	272	32	1
239	272	32	1
244	272	32	1
245	272	32	1
255	272	32	1
174	273	32	1
181	273	32	1
204	273	32	1
205	273	32	1
206	273	32	1
208	273	32	1
212	273	32	1
241	273	32	2
242	273	32	1
243	273	32	1
179	274	32	2
202	274	32	1
204	274	32	1
207	274	32	2
209	274	32	1
234	274	32	1
235	274	32	1
236	274	32	1
237	274	32	1
238	274	32	1
250	274	32	1
202	275	32	1
203	275	32	1
208	275	32	1
212	275	32	1
215	275	32	1
238	275	32	1
240	275	32	1
203	276	32	2
206	276	32	1
215	276	32	1
233	276	32	1
234	276	32	1
241	276	32	1
174	277	32	1
204	277	32	1
232	277	32	1
236	277	32	1
240	277	32	1
242	277	32	1
243	277	32	1
248	277	32	1
234	278	32	1
236	278	32	1
239	278	32	1
240	278	32	1
244	278	32	1
246	278	32	1
179	279	32	1
205	279	32	3
223	279	32	1
245	279	32	1
173	280	32	1
189	280	32	1
208	280	32	1
219	280	32	2
232	280	32	1
239	280	32	1
241	280	32	1
246	280	32	1
182	281	32	1
210	281	32	1
231	281	32	1
232	281	32	2
240	281	32	1
241	281	32	1
242	281	32	1
246	281	32	1
174	282	32	1
175	282	32	1
187	282	32	1
222	282	32	1
223	282	32	1
231	282	32	1
233	282	32	1
237	282	32	1
240	282	32	1
245	282	32	1
250	282	32	1
251	282	32	2
175	283	32	2
179	283	32	1
181	283	32	1
224	283	32	2
236	283	32	1
240	283	32	1
241	283	32	1
246	283	32	1
176	284	32	1
178	284	32	1
186	284	32	2
208	284	32	2
220	284	32	1
237	284	32	2
248	284	32	1
252	284	32	2
177	285	32	1
178	285	32	1
179	285	32	2
225	285	32	1
229	285	32	1
231	285	32	2
234	285	32	1
235	285	32	1
236	285	32	1
238	285	32	1
241	285	32	1
244	285	32	1
250	285	32	1
207	286	32	1
218	286	32	1
224	286	32	1
234	286	32	1
237	286	32	1
250	286	32	1
176	287	32	1
177	287	32	1
219	287	32	2
225	287	32	1
226	287	32	1
227	287	32	1
234	287	32	1
236.5	287.5	32.5	2
240	287	32	1
243	287	32	1
248	287	32	1
202	288	32	1
203	288	32	1
220	288	32	1
225	288	32	1
226	288	32	1
229	288	32	1
232	288	32	1
236	288	32	1
237	288	32	1
242	288	32	1
245	288	32	1
248	288	32	1
258	288	32	2
226	289	32	1
231	289	32	1
237	289	32	1
238	289	32	1
253	289	32	1
185	290	32	1
220	290	32	1
226	290	32	1
229	290	32	1
231	290	32	2
245	290	32	1
200	291	32	2
222	291	32	1
226	291	32	2
