x	y	z	Processing of Capped Intronless Pre-mRNA
208	279	36	1
212	279	36	3
214	279	36	1
215	279	36	1
219	279	36	2
206	280	36	1
208	280	36	1
210	280	36	1
214	280	36	1
223	280	36	1
224	280	36	3
190	281	36	1
206	281	36	1
207	281	36	1
243	281	36	1
191	282	36	1
201	282	36	1
214	282	36	1
215	282	36	1
220	282	36	1
222	282	36	1
231	282	36	1
205	283	36	1
214	283	36	1
215	283	36	1
216	283	36	2
219	283	36	3
226	283	36	1
227	283	36	1
240	283	36	2
187	284	36	1
201	284	36	1
206	284	36	3
219	284	36	1
224	284	36	2
226	284	36	1
231	284	36	1
233	284	36	3
176	285	36	1
190	285	36	1
199	285	36	1
200	285	36	1
217	285	36	2
241	285	36	2
244	285	36	1
245	285	36	1
187	286	36	1
189	286	36	1
200	286	36	1
202	286	36	2
208	286	36	1
216	286	36	2
218	286	36	1
222	286	36	1
225	286	36	1
229	286	36	1
237	286	36	1
238	286	36	1
239	286	36	1
241	286	36	1
244	286	36	1
176	287	36	1
177	287	36	1
201	287	36	1
203	287	36	1
208	287	36	1
214	287	36	1
222	287	36	1
224	287	36	1
225	287	36	1
226	287	36	1
227	287	36	1
231	287	36	1
239	287	36	1
240	287	36	1
241	287	36	2
248	287	36	2
176	288	36	1
184	288	36	1
192	288	36	2
199	288	36	1
204	288	36	2
223	288	36	1
224	288	36	1
229	288	36	1
233	288	36	1
240	288	36	1
243	288	36	1
244	288	36	2
184	289	36	1
193	289	36	1
195	289	36	1
227	289	36	1
232	289	36	1
239	289	36	1
241	289	36	1
244	289	36	1
187	290	36	1
195	290	36	1
200	290	36	1
206	290	36	1
225	290	36	1
232	290	36	1
236	290	36	1
238	290	36	1
241	290	36	1
194	291	36	1
196	291	36	2
199	291	36	1
202	291	36	1
204	291	36	1
221	291	36	1
222	291	36	1
231	291	36	1
174	292	36	1
203	292	36	1
204	292	36	1
208	292	36	1
219	292	36	1
221	292	36	1
223	292	36	1
229	292	36	1
231	292	36	1
233	292	36	1
235	292	36	2
206	293	36	1
208	293	36	1
223	293	36	1
228	293	36	1
232	293	36	1
236	293	36	1
237	293	36	1
182	294	36	2
188	294	36	1
198	294	36	1
202	294	36	1
204	294	36	1
223	294	36	1
225	294	36	1
228	294	36	1
232	294	36	1
235	294	36	1
196	295	36	1
199	295	36	1
201	295	36	1
220	295	36	2
225	295	36	1
236	295	36	1
237	295	36	2
239	295	36	1
241	295	36	1
245	295	36	2
194	296	36	1
199	296	36	1
227	296	36	1
229	296	36	1
234	296	36	1
238	296	36	1
199	297	36	1
202	297	36	1
219	297	36	1
234	297	36	2
238	297	36	1
199	298	36	1
203	298	36	1
236	298	36	1
243	298	36	1
196	299	36	1
204	299	36	1
230	299	36	1
241	299	36	1
241	300	36	1
245	300	36	2
230	301	36	1
244	301	36	1
245	301	36	1
223	302	36	1
243	302	36	1
227	303	36	1
232	304	36	1
229	305	36	1
242	305	36	1
224	306	36	2
239	306	36	1
224	307	36	1
227	307	36	1
240	307	36	1
241	307	36	1
242	307	36	1
222	308	36	1
224	308	36	1
227	308	36	1
241	308	36	1
220	309	36	1
223	309	36	1
225	309	36	2
228	309	36	1
229	309	36	1
221	310	36	1
224	310	36	1
227	310	36	1
231	310	36	1
234	310	36	1
243	310	36	3
221	311	36	2
228	311	36	1
229	311	36	1
233	311	36	1
220	312	36	2
226	312	36	1
240	312	36	1
225	313	36	2
227	313	36	1
231	313	36	1
230	314	36	1
235	314	36	2
242	314	36	2
214	315	36	3
220	315	36	1
228	315	36	1
233	315	36	2
235	315	36	1
243	315	36	1
231	316	36	3
234	316	36	1
236	316	36	1
236	317	36	1
237	317	36	1
238	317	36	1
240	318	36	1
228	257	37	1
228	259	37	1
230	259	37	2
226	260	37	2
227	260	37	1
228	260	37	1
230	260	37	1
229	261	37	2
229	262	37	1
231	262	37	1
214	263	37	1
189	264	37	1
229	264	37	1
236	264	37	1
238	264	37	1
245	264	37	1
207	265	37	1
215	265	37	1
193	266	37	1
215	266	37	1
188	267	37	1
211	267	37	1
214	267	37	1
229	267	37	1
233	267	37	1
237	267	37	1
188	268	37	2
189	268	37	1
211	268	37	1
240	268	37	1
193	269	37	1
194	269	37	1
216	269	37	1
218	269	37	1
188	270	37	1
194	270	37	1
217	270	37	2
196	271	37	1
213	271	37	1
218	271	37	1
220	271	37	2
214	272	37	1
215	272	37	1
209	273	37	1
212	273	37	1
213	273	37	1
236	273	37	1
213	274	37	1
216	274	37	1
207	275	37	1
216	275	37	1
208	276	37	1
219	276	37	1
204	277	37	1
217	277	37	1
220	277	37	2
206	278	37	1
208	278	37	1
211	278	37	1
215	278	37	1
191	279	37	1
216	279	37	1
231	279	37	1
192	280	37	1
221	282	37	1
189	283	37	1
204	283	37	1
214	283	37	1
215	283	37	1
202	284	37	1
206	284	37	1
210	285	37	1
241	285	37	2
187	286	37	1
220	286	37	1
230	286	37	2
239	286	37	2
188	287	37	1
194	287	37	1
208	287	37	1
230	287	37	1
234	287	37	1
236	287	37	1
248	287	37	1
192	288	37	1
194	288	37	1
204	288	37	1
205	288	37	1
210	288	37	1
221	288	37	1
233	288	37	1
236	288	37	1
240	288	37	1
241	288	37	1
208	289	37	1
221	289	37	1
233	289	37	1
234	289	37	1
235	289	37	1
206	290	37	1
237	290	37	2
188	291	37	1
195	291	37	2
232	291	37	1
238	291	37	1
239	291	37	1
225	292	37	1
232	292	37	2
207	293	37	1
225	293	37	1
240	293	37	1
241	293	37	1
201	294	37	1
204	294	37	1
233	294	37	1
235	294	37	1
240	294	37	2
197	295	37	1
225	295	37	1
240	295	37	1
241	295	37	2
204	296	37	1
223	296	37	2
225	296	37	1
240	296	37	1
243	296	37	1
244	296	37	2
196	297	37	1
218	297	37	1
231	297	37	1
234	297	37	1
241	297	37	1
244	297	37	1
199	298	37	1
240	298	37	1
242	298	37	1
244	298	37	1
232	299	37	1
240	299	37	2
241	299	37	1
242	299	37	1
243	299	37	1
229	300	37	1
230	300	37	1
240	300	37	1
227	301	37	1
242	301	37	2
244	301	37	1
226	302	37	1
233	302	37	1
232	303	37	1
236	303	37	1
227	305	37	1
228	305	37	1
234	305	37	1
223	306	37	1
224	306	37	1
234	306	37	2
239	307	37	1
241	307	37	1
224	308	37	1
226	308	37	1
235	308	37	1
229	309	37	1
239	309	37	1
216	310	37	1
217	310	37	1
225	310	37	1
227	310	37	1
222	311	37	1
226	311	37	1
228	311	37	1
221	312	37	1
228	312	37	1
229	312	37	1
231	312	37	1
235	312	37	1
242	312	37	1
216	313	37	1
217	313	37	1
225	313	37	1
228	314	37	1
234	314	37	2
235	314	37	1
238	314	37	2
211	315	37	1
230	315	37	1
238	315	37	2
238	316	37	1
241	316	37	1
235	317	37	1
238	317	37	1
232	318	37	1
237	318	37	1
238	318	37	1
216	261	38	1
225	262	38	1
219	264	38	1
189	266	38	1
193	267	38	1
211	268	38	1
218	269	38	1
219	269	38	1
192	270	38	1
193	270	38	1
218	270	38	1
232	270	38	1
218	271	38	1
193	272	38	2
203	272	38	1
217	272	38	1
210	273	38	1
217	273	38	1
209	274	38	1
210	274	38	1
212	274	38	1
203	275	38	1
206	275	38	2
216	275	38	1
213	276	38	1
207	277	38	2
210	277	38	2
220	277	38	2
203	278	38	1
206	278	38	1
208	278	38	1
209	278	38	1
194	279	38	1
206	279	38	2
211	279	38	2
217	279	38	1
218	279	38	1
190	281	38	2
193	281	38	1
213	281	38	2
189	282	38	2
192	282	38	1
193	282	38	2
213	282	38	1
214	282	38	1
223	282	38	1
189	283	38	1
210	283	38	1
216	283	38	2
191	284	38	1
196	284	38	1
190	285	38	1
193	285	38	1
202	285	38	1
204	285	38	1
208	285	38	1
204	286	38	1
208	286	38	1
219	286	38	1
237	286	38	1
188	287	38	1
217	287	38	2
188	288	38	1
190	288	38	1
206	288	38	1
219	288	38	1
186	289	38	2
215	289	38	1
232	289	38	1
236	289	38	1
209	290	38	1
220	290	38	1
224	290	38	1
237	290	38	1
197	291	38	1
200	291	38	1
202	291	38	1
232	291	38	1
189	292	38	1
194	292	38	1
207	292	38	1
221	292	38	1
223	292	38	1
232	292	38	2
234	292	38	1
236	292	38	1
238	292	38	1
240	292	38	1
196	293	38	1
204	293	38	1
217	293	38	1
220	293	38	1
223	293	38	1
224	293	38	1
227	293	38	1
230	293	38	1
239	293	38	1
202	294	38	1
206	294	38	1
213	294	38	1
221	294	38	1
226	294	38	1
234	294	38	1
239	294	38	1
243	294	38	1
192	295	38	1
197	295	38	1
198	295	38	1
207	295	38	2
225	295	38	1
229	295	38	1
233	295	38	1
235	295	38	1
240	295	38	1
197	296	38	1
202	296	38	1
206	296	38	1
207	296	38	1
221	296	38	1
236	296	38	1
204	297	38	1
220	297	38	1
223	297	38	2
225	297	38	1
229	297	38	1
232	297	38	1
233	297	38	1
237	297	38	1
241	297	38	1
192	298	38	2
216	298	38	1
243	298	38	1
193	299	38	1
214	299	38	1
231	299	38	1
235	299	38	1
239	299	38	1
241	299	38	1
225	300	38	1
230	300	38	1
233	300	38	1
232	302	38	1
229	303	38	1
232	304	38	1
243	304	38	2
245	304	38	1
246	304	38	1
228	305	38	1
232	305	38	1
236	305	38	1
241	305	38	1
232	306	38	1
236	306	38	1
193	307	38	1
223	307	38	1
224	307	38	1
225	307	38	2
239	307	38	2
241	307	38	1
222	308	38	1
223	308	38	1
226	308	38	1
229	308	38	1
239	308	38	1
241	308	38	1
226	309	38	1
243	309	38	1
244	309	38	1
219	310	38	1
223	310	38	1
224	310	38	1
233	310	38	1
236	310	38	2
214	311	38	1
219	311	38	1
220	311	38	1
226	311	38	2
235	311	38	2
244	311	38	1
222	312	38	1
226	312	38	2
228	312	38	1
230	312	38	1
231	312	38	1
242	312	38	1
217	313	38	1
220	313	38	2
238	313	38	1
244	313	38	1
219	314	38	2
238	314	38	1
239	314	38	1
241	314	38	1
242	314	38	1
220	315	38	1
221	315	38	1
230	315	38	2
235	315	38	1
243	315	38	2
225	316	38	1
226	316	38	1
238	316	38	2
239	316	38	1
240	316	38	1
244	316	38	2
226	317	38	1
230	317	38	1
236	317	38	1
240	317	38	1
242	317	38	2
230	318	38	1
243	318	38	1
218	319	38	1
232	320	38	1
233	320	38	1
212	321	38	2
229	321	38	1
236	322	38	1
219	323	38	1
220	323	38	1
235	323	38	1
191	268	39	2
194	270	39	1
216	270	39	2
214	274	39	2
214	277	39	2
208	278	39	1
216	279	39	1
217	279	39	2
223	281	39	1
215	282	39	1
190	283	39	1
191	283	39	1
203	283	39	1
200	284	39	1
205	284	39	1
192	285	39	1
233	286	39	1
187	287	39	1
191	287	39	1
207	287	39	1
215	287	39	1
239	287	39	2
204	288	39	1
206	288	39	1
224	288	39	1
189	289	39	2
201	289	39	1
186	290	39	1
188	290	39	1
206	291	39	1
222	291	39	1
239	291	39	1
197	292	39	1
226	292	39	1
197	293	39	1
200	293	39	1
201	293	39	3
205	293	39	1
209	293	39	1
220	293	39	1
224	293	39	1
227	293	39	1
241	293	39	3
201	294	39	1
202	294	39	1
205	294	39	1
225	294	39	2
230	294	39	1
236	294	39	1
207	295	39	1
220	295	39	1
223	295	39	1
225	295	39	2
229	295	39	2
232	295	39	1
236	295	39	1
241	295	39	1
197	296	39	1
206	296	39	1
239	296	39	1
240	296	39	1
196	297	39	1
206	297	39	1
223	297	39	2
231	297	39	2
232	297	39	1
236	297	39	1
214	298	39	1
221	298	39	1
224	298	39	1
225	298	39	1
232	298	39	1
214	299	39	1
225	299	39	1
226	299	39	1
233	299	39	1
239	299	39	1
241	299	39	1
243	299	39	1
214	300	39	2
227	300	39	1
232	300	39	1
235	300	39	1
227	301	39	2
230	301	39	1
238	301	39	1
235	303	39	2
210	304	39	1
227	304	39	1
228	304	39	1
230	304	39	1
233	304	39	1
234	304	39	1
223	305	39	1
224	305	39	1
228	305	39	1
238	305	39	1
241	305	39	1
225	306	39	2
227	306	39	1
236	306	39	1
198	307	39	1
214	307	39	3
226	307	39	4
232	307	39	2
223	308	39	1
229	308	39	1
215	309	39	1
218	309	39	1
222	309	39	1
224	309	39	1
225	309	39	2
233	309	39	1
235	309	39	1
240	309	39	1
242	309	39	1
195	310	39	2
217	310	39	1
218	310	39	1
221	310	39	1
226	310	39	1
234	310	39	1
242	310	39	2
211	311	39	1
218	311	39	1
221	311	39	1
220	312	39	1
222	312	39	1
229	312	39	1
230	312	39	1
239	312	39	1
240	312	39	1
220	313	39	1
238	313	39	1
243	313	39	1
217	314	39	2
218	314	39	1
237	314	39	1
239	314	39	1
241	314	39	1
229	315	39	2
238	315	39	2
240	315	39	1
217	316	39	1
229	316	39	1
233	316	39	2
236	316	39	1
240	316	39	2
241	316	39	1
211	317	39	1
236	317	39	1
238	317	39	1
242	317	39	1
229	318	39	1
230	318	39	1
233	319	39	1
214	320	39	1
229	320	39	1
230	320	39	1
230	321	39	2
232	321	39	1
234	321	39	1
231	322	39	1
212	325	39	1
201	278	40	3
193	281	40	1
192	283	40	1
237	283	40	2
197	284	40	1
194	285	40	1
204	285	40	1
198	286	40	1
204	287	40	1
193	288	40	2
211	288	40	1
192	289	40	1
196	291	40	1
189	292	40	1
192	292	40	1
209	292	40	1
236	292	40	1
194	293	40	1
209	293	40	2
223	293	40	1
237	294	40	1
204	295	40	2
200	296	40	1
205	296	40	1
240	296	40	1
215	297	40	1
216	297	40	1
236	297	40	1
241	297	40	1
222	298	40	1
223	298	40	1
225	298	40	1
228	298	40	2
230	298	40	1
234	298	40	1
214	299	40	1
224	299	40	1
229	299	40	1
236	299	40	1
227	300	40	1
215	301	40	1
228	301	40	1
230	301	40	1
219	302	40	1
245	304	40	1
230	305	40	1
234	305	40	1
226	306	40	2
241	306	40	1
242	306	40	1
192	307	40	1
202	307	40	1
215	307	40	1
223	307	40	1
238	307	40	2
242	307	40	1
223	308	40	1
225	308	40	1
228	308	40	1
220	309	40	2
222	309	40	1
226	309	40	1
228	309	40	1
240	309	40	1
218	310	40	1
221	310	40	1
225	310	40	1
231	310	40	1
234	310	40	1
239	310	40	1
196	311	40	1
219	311	40	1
221	311	40	1
234	311	40	1
235	311	40	1
238	311	40	1
241	311	40	1
219	312	40	1
221	312	40	1
232	312	40	2
235	312	40	1
213	313	40	1
220	313	40	2
235	313	40	1
236	313	40	2
215	314	40	1
237	314	40	1
238	314	40	1
217	315	40	1
229	315	40	1
235	315	40	1
241	315	40	1
243	315	40	1
245	315	40	1
216	316	40	1
219	316	40	1
238	316	40	1
226	317	40	1
227	317	40	1
235	317	40	1
236	318	40	1
241	318	40	1
232	319	40	1
242	319	40	1
217	320	40	2
225	320	40	1
240	320	40	1
241	320	40	1
227	321	40	1
240	321	40	1
231	322	40	1
230	323	40	1
229	324	40	1
213	329	40	1
208	330	40	1
197	282	41	1
192	292	41	1
217	292	41	1
225	293	41	1
209	294	41	1
225	294	41	1
227	299	41	1
237	299	41	1
235	300	41	1
227	304	41	1
228	304	41	1
243	304	41	1
224	305	41	2
217	306	41	1
223	306	41	1
220	308	41	1
224	308	41	1
226	308	41	1
229	308	41	1
239	308	41	1
241	308	41	1
243	308	41	1
196	309	41	1
224	309	41	1
222	310	41	1
240	310	41	1
216	312	41	1
225	312	41	2
219	313	41	1
228	314	41	1
243	314	41	1
216	316	41	1
220	316	41	1
236	316	41	1
223	317	41	1
240	317	41	1
242	317	41	1
244	317	41	2
229	318	41	1
246	318	41	1
223	319	41	1
221	301	42	1
223	302	42	1
214	305	42	1
230	306	42	1
221	307	42	1
226	307	42	1
227	307	42	1
239	308	42	1
222	310	42	1
236	310	42	1
238	311	42	1
214	312	42	2
223	312	42	1
241	312	42	1
242	312	42	1
234	313	42	1
240	313	42	1
204	315	42	4
241	315	42	1
220	316	42	1
225	316	42	1
227	316	42	2
231	316	42	1
242	316	42	2
243	316	42	1
238	317	42	2
240	317	42	2
217	318	42	2
228	318	42	1
229	318	42	1
240	318	42	1
245	318	42	1
247	318	42	1
204	319	42	1
229	319	42	2
241	319	42	1
224	321	42	1
229	321	42	1
230	321	42	1
231	322	42	1
219	304	43	1
220	305	43	1
228	305	43	1
222	308	43	1
223	308	43	1
242	309	43	1
219	310	43	1
225	311	43	1
234	311	43	1
236	311	43	1
238	311	43	1
242	312	43	1
238	313	43	1
237	314	43	1
238	315	43	1
204	316	43	1
219	316	43	1
230	316	43	1
217	318	43	1
229	318	43	1
217	319	43	1
227	320	43	1
220	308	44	1
211	314	44	1
221	314	44	1
241	314	44	1
222	315	44	1
230	315	44	1
204	316	44	1
230	317	44	1
238	317	44	1
242	317	44	1
243	318	44	1
206	319	44	1
223	319	44	1
242	319	44	1
228	320	44	1
222	317	45	1
