x	y	z	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
248	291	29	1
249	291	29	1
236	292	29	1
238	292	29	1
241	292	29	1
225	293	29	1
247	293	29	1
221	294	29	1
224	294	29	1
236	294	29	1
242	294	29	2
244	295	29	1
255	296	29	1
227	297	29	1
242	297	29	1
246	297	29	1
248	297	29	1
221	298	29	1
226	298	29	3
242	298	29	1
221	299	29	1
222	299	29	1
227	299	29	2
241	299	29	2
225	300	29	1
235	300	29	2
237	300	29	1
240	300	29	1
247	300	29	1
221	301	29	1
224	301	29	1
230	301	29	2
238	301	29	1
247	301	29	1
224	302	29	1
240	303	29	1
236	305	29	1
229	250	30	1
233	252	30	2
232	254	30	1
233	254	30	1
238	254	30	1
227	255	30	1
234	255	30	2
237	255	30	2
229	256	30	1
236	256	30	1
204	257	30	1
229	257	30	1
228	258	30	1
236	258	30	1
238	258	30	1
239	258	30	1
183	259	30	2
216	259	30	1
220	259	30	1
224	259	30	1
231	259	30	1
241	259	30	1
184	260	30	1
197	260	30	1
223	260	30	3
238	260	30	1
240	260	30	1
245	260	30	1
184	261	30	1
186	261	30	1
198	261	30	1
212	261	30	1
225	261	30	2
249	261	30	1
188	262	30	1
209	262	30	1
216	262	30	1
222	262	30	1
223	262	30	1
225	262	30	1
226	262	30	1
230	262	30	2
182	263	30	1
185	263	30	1
193	263	30	1
222	263	30	1
226	263	30	1
234	263	30	1
249	263	30	1
186	264	30	1
188	264	30	1
195	264	30	1
231	264	30	2
241	264	30	1
191	265	30	1
200	265	30	2
208	265	30	1
210	265	30	2
211	265	30	1
213	265	30	1
216	265	30	1
217	265	30	1
224	265	30	1
228	265	30	1
230	265	30	1
232	265	30	1
235	265	30	1
247	265	30	1
184	266	30	1
211	266	30	1
212	266	30	2
219	266	30	1
233	266	30	1
238	266	30	1
183	267	30	1
196	267	30	1
208	267	30	1
237	267	30	1
249	267	30	1
250	267	30	1
190	268	30	1
228	268	30	1
230	268	30	1
231	268	30	1
235	268	30	1
239	268	30	2
240	268	30	1
241	268	30	2
246	268	30	1
177	269	30	1
182	269	30	1
191	269	30	1
194	269	30	2
211	269	30	1
232	269	30	2
236	269	30	1
239	269	30	2
243	269	30	1
252	269	30	1
178	270	30	1
184	270	30	2
215	270	30	2
223	270	30	1
227	270	30	1
230	270	30	1
234	270	30	1
249	270	30	1
175	271	30	1
176	271	30	1
199	271	30	1
200	271	30	2
206	271	30	1
208	271	30	2
232	271	30	1
233	271	30	1
234	271	30	1
180	272	30	2
235	272	30	1
247	272	30	1
181	273	30	1
204	273	30	2
214	273	30	1
240	273	30	1
211	274	30	1
238	274	30	1
175	275	30	1
179	275	30	2
180	275	30	1
211	275	30	2
237	275	30	1
242	275	30	1
244	275	30	1
232	276	30	1
233	276	30	1
243	276	30	3
206	277	30	1
208	277	30	1
232	277	30	1
235	277	30	2
243	277	30	1
247	277	30	1
250	277	30	1
175	278	30	3
190	278	30	1
239	278	30	2
253	278	30	1
207	279	30	1
240	279	30	1
241	279	30	1
245	279	30	1
252	279	30	1
254	279	30	1
176	280	30	1
206	280	30	1
226	280	30	1
235	280	30	2
236	280	30	2
239	280	30	1
241	280	30	1
254	280	30	1
218	281	30	1
223	281	30	2
233	281	30	1
239	281	30	1
241	281	30	1
244	281	30	1
246	281	30	1
181	282	30	2
215	282	30	1
219	282	30	1
220	282	30	1
221	282	30	2
232	282	30	1
235	282	30	2
239	282	30	1
246	282	30	1
250	282	30	1
251	282	30	1
205	283	30	1
220	283	30	1
222	283	30	1
238	283	30	1
248	283	30	1
250	283	30	1
252	283	30	1
221	284	30	1
230	284	30	1
231	284	30	1
236	284	30	1
241.666666666667	284.666666666667	31	1
251	284	30	1
220	285	30	1
234	285	30	1
237	285	30	1
242	285	30	1
246	285	30	1
248	285	30	1
180	286	30	1
234	286	30	1
236	286	30	2
238	286	30	1
248	286	30	1
255	286	30	1
225	287	30	1
226	287	30	3
231	287	30	1
234	287	30	1
238.5	287.5	30.5	1
241	287	30	1
221	288	30	1
228	288	30	1
232	288	30	1
236	288	30	2
243	288	30	1
245	288	30	1
248	288	30	1
250	288	30	1
252	288	30	1
184	289	30	1
221	289	30	1
224	289	30	1
232	289	30	1
234	289	30	1
238	289	30	2
243	289	30	1
248	289	30	1
250	289	30	1
252	289	30	1
235	290	30	1
239	290	30	1
245	290	30	2
250	290	30	1
222	291	30	2
229	291	30	2
239	291	30	1
244	291	30	2
249	291	30	1
250	291	30	1
199	292	30	1
220	292	30	1
223	292	30	1
224	292	30	1
228	292	30	1
230	292	30	3
231	292	30	1
236	292	30	1
223	293	30	1
225	293	30	1
227	293	30	2
240	293	30	1
246	293	30	2
253	293	30	1
226	294	30	1
230	294	30	1
241	294	30	1
243	294	30	1
249	294	30	1
252	294	30	3
254	294	30	1
197	295	30	1
220	295	30	1
222	295	30	1
225	295	30	1
250	295	30	1
253	295	30	1
254	295	30	1
256	295	30	1
220	296	30	1
233	296	30	1
235	296	30	1
239	296	30	2
243	296	30	1
244	296	30	2
252	296	30	1
223	297	30	2
226	297	30	2
243	297	30	1
244	297	30	2
248	297	30	1
250	297	30	1
252	297	30	1
222	298	30	1
227	298	30	2
231	298	30	1
232	298	30	1
233	298	30	2
246	298	30	1
248	298	30	1
216	299	30	1
218	299	30	1
248	299	30	1
214	300	30	1
222	300	30	1
230	300	30	1
237	300	30	1
240	300	30	1
251	300	30	3
225	301	30	1
236	301	30	1
237	301	30	1
240	301	30	1
242	301	30	1
226	302	30	1
237	302	30	2
238	302	30	1
240	302	30	2
240	304	30	1
236	305	30	1
237	305	30	1
238	305	30	1
240	305	30	1
236	306	30	1
226	249	31	1
235	250	31	2
239	252	31	1
225	253	31	1
227	253	31	1
233	253	31	1
193	254	31	1
227	254	31	1
229	254	31	1
231	254	31	1
195	255	31	1
229	255	31	1
233	255	31	1
235	255	31	1
215	256	31	2
233	256	31	1
236	256	31	1
239	256	31	1
177	257	31	1
229	257	31	1
190	258	31	1
216	258	31	1
240	258	31	1
219	259	31	1
230	259	31	1
191	260	31	1
212	260	31	1
235	260	31	1
237	260	31	1
238	260	31	3
239	260	31	1
245	260	31	1
224	261	31	1
229	261	31	2
231	261	31	1
235	261	31	1
186	262	31	1
193	262	31	1
194	262	31	1
210	262	31	1
233	262	31	1
235	262	31	1
240	262	31	1
246	262	31	1
249	262	31	1
185	263	31	1
198	263	31	1
217	263	31	1
221	263	31	1
227	263	31	1
228	263	31	1
244	263	31	1
190	264	31	1
195	264	31	1
197	264	31	1
204	264	31	1
221	264	31	1
223	264	31	1
234	264	31	1
240	264	31	1
244	264	31	1
185	265	31	1
186	265	31	1
192	265	31	1
234	265	31	1
236	265	31	1
240	265	31	1
245	265	31	1
248	265	31	1
187	266	31	1
197	266	31	2
213	266	31	1
220	266	31	1
229	266	31	1
243	266	31	1
248	266	31	1
251	266	31	1
177	267	31	1
183	267	31	1
194	267	31	1
216	267	31	1
222	267	31	1
233	267	31	1
245	267	31	1
184	268	31	1
188	268	31	1
193	268	31	1
195	268	31	1
197	268	31	1
219	268	31	1
220	268	31	1
224	268	31	1
238	268	31	1
182	269	31	1
183	269	31	1
184	269	31	1
193	269	31	1
209	269	31	2
230	269	31	1
234	269	31	1
240	269	31	1
252	269	31	1
185	270	31	1
199	270	31	2
216	270	31	1
217	270	31	1
234	270	31	1
240	270	31	1
242	270	31	1
247	270	31	1
172	271	31	1
175	271	31	1
204	271	31	1
209	271	31	1
212	271	31	1
215	271	31	1
217	271	31	1
244	271	31	1
251	271	31	1
184	272	31	1
199	272	31	1
203	272	31	1
208	272	31	1
210	272	31	1
211	272	31	1
212	272	31	1
215	272	31	1
225	272	31	1
236	272	31	2
237	272	31	1
240	272	31	1
241	272	31	1
250	272	31	1
184	273	31	1
210	273	31	2
214	273	31	1
237	273	31	1
238	273	31	1
240	273	31	1
185	274	31	1
214	274	31	1
216	274	31	1
229	274	31	1
243	274	31	1
184	275	31	1
206	275	31	1
211	275	31	1
229	275	31	1
236	275	31	1
237	275	31	1
241	275	31	1
176	276	31	1
205	276	31	1
226	276	31	1
252	276	31	1
253	276	31	1
174	277	31	1
233	277	31	1
241	277	31	1
243	277	31	3
224	278	31	1
237	278	31	1
238	278	31	1
253	279	31	1
254	279	31	2
208	280	31	1
226	280	31	2
232	280	31	1
235	280	31	2
245	280	31	1
246	280	31	1
250	280	31	1
222	281	31	1
233	281	31	1
236	281	31	1
237	281	31	1
241	281	31	1
178	282	31	1
221	282	31	1
223	282	31	1
244	282	31	1
246	282	31	1
253	282	31	1
256	282	31	2
176	283	31	2
181	283	31	1
223	283	31	1
233	283	31	2
241	283	31	1
246	283	31	1
252	283	31	1
176	284	31	1
177	284	31	1
180	284	31	1
182	284	31	1
206	284	31	1
235	284	31	1
236	284	31	1
243	284	31	1
254	284	31	1
256	284	31	1
173	285	31	2
177	285	31	1
183	285	31	1
219	285	31	1
224	285	31	2
233	285	31	1
236	285	31	1
238	285.5	31.5	2
253	285	31	1
204	286	31	1
227	286	31	1
239	286	31	1
240	286	31	1
187	287	31	1
219	287	31	1
222	287	31	1
228	287	31	1
239	287	31	2
240	287	31	1
250	287	31	2
253	287	31	1
186	288	31	2
223	288	31	1
231	288	31	1
233	288	31	2
242	288	31	1
245	288	31	1
246	288	31	1
251	288	31	1
200	289	31	1
226	289	31	1
227	289	31	1
233	289	31	1
234	289	31	1
242	289	31	1
245	289	31	1
246	289	31	1
252	289	31	1
221	290	31	1
237	290	31	1
241	290	31	1
250	290	31	2
199	291	31	1
200	291	31	1
235	291	31	1
245	291	31	2
249	291	31	1
201	292	31	1
221	292	31	1
226	292	31	1
232	292	31	2
243	292	31	1
253	292	31	1
254	292	31	1
198	293	31	1
222	293	31	1
225	293	31	2
230	293	31	1
234	293	31	2
235	293	31	2
241	294	32.8	1
243	293	31	1
251	293	31	1
224	294	31	1
226	294	31	1
237	294	31	1
241	294	31	1
242	294	31	1
244	294	31	1
245	294	31	1
253	294	31	1
220	295	31	2
225	295	31	2
229	295	31	1
232	295	31	1
235	295	31	2
240	295	31	1
248	295	31	1
249	295	31	1
188	296	31	1
197	296	31	1
199	296	31	1
228	296	31	1
235	296	31	1
250	296	31	1
253	296	31	1
195	297	31	1
221	297	31	1
231	297	31	1
235	297	31	2
239	297	31	1
242	297	31	1
255	297	31	1
196	298	31	3
226	298	31	1
229	298	31	1
237	298	31	1
240	298	31	1
247	298	31	1
248	298	31	1
253	298	31	1
237	299	31	1
245	299	31	1
218	300	31	1
225	300	31	1
230	300	31	1
232	300	31	1
241	300	31	1
244	300	31	2
246	300	31	1
228	301	31	2
229	301	31	1
243	301	31	1
245	301	31	1
226	302	31	1
229	302	31	1
235	302	31	1
240	302	31	1
243	302	31	1
247	302	31	1
232	303	31	2
235	303	31	1
239	303	31	1
242	303	31	1
246	303	31	1
232	304	31	1
235	304	31	1
240	305	31	1
224	307	31	1
234	307	31	1
226	250	32	1
216	252	32	2
217	252	32	1
227	252	32	1
216	253	32	1
224	253	32	1
216	254	32	1
223	254	32	2
227	254	32	1
188	255	32	1
215	255	32	1
228	255	32	1
238	255	32	1
240	256	32	1
242	256	32	1
219	257	32	4
240	257	32	2
182	258	32	1
193	258	32	2
215	258	32	1
219	258	32	1
220	258	32	1
235	258	32	1
213	259	32	1
214	259	32	1
216	259	32	1
220	259	32	1
222	259	32	1
228	259	32	1
231	259	32	2
240	259	32	1
247	259	32	1
220	260	32	1
242	260	32	1
245	260	32	1
248	260	32	1
239	261	32	1
189	262	32	1
197	262	32	1
207	262	32	1
210	262	32	1
215.5	262.5	32.5	1
217	262	32	2
218	262	32	1
242	262	32	1
245	262	32	1
204	263	32	1
215	263	32	1
216	263	32	1
221	263	32	1
225	263	32	3
241	263	32	1
246	263	32	1
249	263	32	2
251	263	32	1
186	264	32	1
190	264	32	1
194	264	32	2
204	264	32	1
210	264	32	1
214	264	32	1
223	264	32	1
233	264	32	1
236	264	32	1
240	264	32	1
246	264	32	1
247	264	32	1
189	265	32	1
191	265	32	1
193	265	32	2
218	265	32	1
220	265	32	1
222	265	32	1
232	265	32	1
234	265	32	1
235	265	32	1
239	265	32	1
186	266	32	1
189	266	32	1
194	266	32	1
195	266	32	1
228	266	32	1
229	266	32	1
238	266	32	1
249	266	32	1
188	267	32	1
191	267	32	1
205	267	32	1
214	267	32	1
216	267	32	1
222	267	32	1
238	267	32	1
247	267	32	1
249	267	32	1
252	267	32	1
183	268	32	1
186	268	32	1
194	268	32	1
214	268	32	1
215	268	32	1
231	268	32	1
238	268	32	1
252	268	32	1
175	269	32	1
181	269	32	1
209	269	32	1
211	269	32	1
214	269	32	1
218	269	32	1
222	269	32	1
223	269	32	2
240	269	32	2
248	269	32	1
249	269	32	1
195	270	32	1
200	270	32	1
203	270	32	2
206	270	32	1
227	270	32	1
231	270	32	1
239	270	32	1
245	270	32	1
248	270	32	2
173	271	32	1
176	271	32	1
208	271	32	1
211	271	32	1
241	271	32	1
244	271	32	1
250	271	32	1
173	272	32	1
185	272	32	1
203	272	32	1
206	272	32	2
208	272	32	2
216	272	32	1
228	272	32	1
239	272	32	1
240	272	32	1
248	272	32	1
204	273	32	1
211	273	32	2
212	273	32	1
225	273	32	1
234	273	32	1
238	273	32	2
240	273	32	1
245	273	32	1
246	273	32	1
249	273	32	2
254	273	32	1
204	274	32	1
207	274	32	1
208	274	32	1
213	274	32	1
233	274	32	1
235	274	32	1
236	274	32	1
243	274	32	1
244	274	32	1
250	274	32	1
184	275	32	1
203	275	32	1
213	275	32	1
214	275	32	1
226	275	32	1
240	275	32	1
247	275	32	1
250	275	32	1
175	276	32	1
203	276	32	1
215	276	32	2
235	276	32	1
236	276	32	1
238	276	32	1
241	276	32	1
242	276	32	1
246	276	32	1
174	277	32	1
205	277	32	1
216	277	32	1
224	277	32	1
238	277	32	1
241	277	32	2
243	277	32	1
250	277	32	1
254	277	32	1
177	278	32	1
235	278	32	2
239	278	32	1
245	278	32	1
246	278	32	1
175	279	32	1
181	279	32	1
205	279	32	1
214	279	32	1
245	279	32	1
250	279	32	1
255	279	32	1
175	280	32	1
205	280	32	1
208	280	32	1
223	280	32	1
246	280	32	1
248	280	32	1
181	281	32	3
182	281	32	1
211	281	32	1
222	281	32	2
232	281	32	1
233	281	32	1
241	281	32	1
248	281	32	1
251	281	32	2
254	281	32	1
174	282	32	1
179	282	32	1
187	282	32	2
188	282	32	1
204	282	32	1
223	282	32	1
226	282	32	1
233	282	32	1
245	282	32	2
247	282	32	1
249	282	32	1
253	282	32	1
254	282	32	1
256	282	32	1
181	283	32	1
183	283	32	1
208	283	32	2
223	283	32	1
237	283	32	1
245	283	32	2
251	283	32	2
206	284	32	1
221	284	32	1
230	284	32	1
232	284	32	1
233	284	32	1
237	284	32	1
241	284	32	1
249	284	32	1
257	284	32	1
177	285	32	1
178	285	32	1
182	285	32	1
215	285	32	1
223	285	32	1
233	285	32	1
241	285	32	1
243	285	32	1
249	285	32	1
253	285	32	1
255	285	32	1
177	286	32	1
180	286	32	2
207	286	32	1
218	286	32	2
229	286	32	1
236	286	32	2
243	286	32	1
207	287	32	1
225	287	32	2
230	287	32	1
242	287	32	1
243	287	32	2
247	287	32	1
248	287	32	1
249	287	32	1
254	287	32	2
222	288	32	3
240	288	32	1
222	289	32	1
224	289	32	1
237	289	32	2
242	289	32	1
243	289	32	1
244	289	32	1
248	289	32	1
222	290	32	2
226	290	32	1
233	290	32	2
243	290	32	1
186	291	32	1
235	291	32	1
244	291	32	2
254	291	32	1
256	291	32	1
201	292	32	1
218	292	32	1
224	292	32	1
227	292	32	2
229	292	32	1
238	292	32	1
243	292	32	2
246	292	32	2
248	292	32	1
249	292	32	1
250	292	32	1
251	292	32	1
257	292	32	1
179	293	32	1
200	293	32	1
207	293	32	1
216	293	32	1
221	293	32	1
227	293	32	1
228	293	32	1
232	293	32	2
241	293	32	1
242	293	32	1
247	293	32	1
251	293	32	1
253	293	32	1
256	293	32	1
199	294	32	1
202	294	32	3
225	294	32	1
227	294	32	2
228	294	32	1
230	294	32	1
233	294	32	1
236	294	32	1
252	294	32	2
253	294	32	1
181	295	32	1
200	295	32	1
217	295	32	1
223	295	32	1
225	295	32	1
228	295	32	1
229	295	32	1
231	295	32	2
248	295	32	2
251	295	32	1
253	295	32	1
187	296	32	1
202	296	32	1
231	296	32	1
232	296	32	1
235	296	32	1
241	296	32	1
243	296	32	1
244	296	32	1
245	296	32	1
252	296	32	1
255	296	32	1
199	297	32	1
225	297	32	1
229	297	32	1
230	297	32	1
236	297	32	1
244	297	32	1
250	297	32	1
252	297	32	1
254	297	32	1
255	297	32	1
197	298	32	1
199	298	32	1
223	298	32	1
238	298	32	2
240	298	32	1
246	298	32	1
197	299	32	2
233	299	32	1
235	299	32	1
237	299	32	1
243	299	32	2
249	299	32	2
196	300	32	1
197	300	32	1
225	300	32	1
232	300	32	1
240	300	32	1
223	301	32	1
224	301	32	1
232	301	32	1
234	301	32	1
235	301	32	1
239	301	32	1
224	302	32	1
231	302	32	1
234	302	32	1
240	302	32	1
245	302	32	1
223	303	32	2
225	303	32	1
235	303	32	1
217	304	32	1
225	304	32	1
245	304	32	1
222	305	32	2
241	306	32	1
206	307	32	1
222	307	32	1
234	307	32	1
236	307	32	1
220	308	32	1
227	308	32	1
220	309	32	1
225	309	32	1
227	309	32	1
229	310	32	1
231	310	32	2
228	250	33	2
226	251	33	1
228	251	33	1
226	252	33	2
228	253	33	1
232	253	33	1
193	254	33	1
217	254	33	1
219	254	33	1
226	254	33	1
231	254	33	1
235	254	33	1
217	255	33	1
224	255	33	1
226	255	33	1
236	255	33	1
222	256	33	1
228	256	33	1
240	256	33	1
214	257	33	1
216	257	33	1
217	258	33	1
218	258	33	1
219	258	33	1
221	258	33	1
222	258	33	2
243	258	33	1
189	259	33	1
201	259	33	1
223	259	33	1
226	259	33	2
229	259	33	1
233	259	33	1
243	259	33	1
220	260	33	1
229	260	33	1
233	260	33	1
237	260	33	1
240	260	33	1
