x	y	z	Interleukin-1 signaling
227	283	26	1
231	283	26	1
233	283	26	1
239	283	26	1
246	283	26	1
248	283	26	1
251	283	26	1
212	284	26	1
232	284	26	1
246	284	26	1
211	285	26	2
214	285	26	1
232	285	26	1
235	285	26	1
236	285	26	1
237	285	26	2
240	285	26	2
244	285	26	1
250	285	26	1
254	285	26	2
216	286	26	1
232	286	26	1
233	286	26	1
234	286	26	1
235	286	26	1
237	286	26	1
238	286	26	1
240	286	26	1
247	286	26	1
248	286	26	2
250	286	26	1
253	286	26	1
224	287	26	1
228	287	26	1
234	287	26	1
243	287	26	1
247	287	26	2
248	287	26	2
252	287	26	2
253	287	26	1
240	288	26	3
250	288	26	1
223	289	26	1
234	289	26	1
235	289	26	1
251	289	26	1
233	290	26	1
236	290	26	1
239	290	26	2
222	291	26	1
237	291	26	1
239	291	26	1
249	291	26	2
250	291	26	1
237	292	26	1
242	292	26	1
247	292	26	1
234	293	26	2
239	293	26	2
245	293	26	2
253	293	26	1
235	294	26	1
237	294	26	1
239	294	26	1
243	294	26	1
246	294	26	1
221	295	26	1
234	295	26	2
237	295	26	1
240	295	26	1
242	295	26	2
244	295	26	1
245	295	26	1
235	296	26	1
236	297	26	1
237	297	26	2
242	297	26	2
245	297	26	1
239	298	26	1
239	299	26	1
243	299	26	1
225	300	26	1
241	300	26	1
182	255	27	1
181	257	27	1
183	257	27	3
186	257	27	1
184	258	27	1
232	258	27	1
180	259	27	1
184	259	27	1
229	259	27	1
231	259	27	1
181	260	27	2
184	260	27	1
227	260	27	1
228	260	27	1
234	260	27	1
235	260	27	1
240	260	27	1
181	261	27	2
182	261	27	1
186	261	27	1
187	261	27	1
229	261	27	2
230	261	27	1
235	261	27	1
237	261	27	1
184	262	27	1
186	262	27	1
229	262	27	1
232	262	27	2
233	262	27	1
239	262	27	1
179	263	27	2
181	263	27	1
182	263	27	1
185	263	27	1
210	263	27	1
220	263	27	3
230	263	27	1
235	263	27	1
236	263	27	1
209	264	27	1
219	264	27	2
222	264	27	1
228	264	27	2
229	264	27	2
232	264	27	2
240	264	27	1
181	265	27	1
212	265	27	1
221	265	27	1
226	265	27	1
231	265	27	1
232	265	27	1
233	265	27	2
234	265	27	1
240	265	27	1
179	266	27	2
180	266	27	1
201	266	27	1
217	266	27	2
221	266	27	2
226	266	27	1
227	266	27	3
228	266	27	1
230	266	27	1
231	266	27	1
234	266	27	1
239	266	27	1
214	267	27	1
215	267	27	1
229	267	27	1
233	267	27	2
239	267	27	1
249	267	27	5
179	268	27	1
197	268	27	1
213	268	27	1
217	268	27	1
224	268	27	1
225	268	27	1
231	268	27	1
234	268	27	1
236	268	27	1
213	269	27	1
214	269	27	1
231	269	27	1
233	269	27	1
234	269	27	3
235	269	27	1
237	269	27	1
240	269	27	1
243	269	27	1
207	270	27	1
215	270	27	1
216	270	27	3
221	270	27	1
226	270	27	1
230	270	27	1
233	270	27	1
234	270	27	1
236	270	27	1
243	270	27	1
177	271	27	1
181	271	27	1
209	271	27	2
216	271	27	2
233	271	27	3
236	271	27	1
239	271	27	1
242	271	27	2
247	271	27	1
250	271	27	1
251	271	27	1
179	272	27	1
181	272	27	1
203	272	27	1
204	272	27	1
205	272	27	1
206	272	27	1
207	272	27	1
214	272	27	2
216	272	27	1
217	272	27	1
228	272	27	1
229	272	27	1
234	272	27	1
236	272	27	2
237	272	27	1
238	272	27	1
239	272	27	1
241	272	27	1
247	272	27	2
249	272	27	2
207	273	27	2
211	273	27	2
217	273	27	1
223	273	27	1
235	273	27	1
237	273	27	1
238	273	27	3
249	273	27	1
177	274	27	1
203	274	27	1
204	274	27	1
211	274	27	1
212	274	27	1
221	274	27	1
231	274	27	1
239	274	27	1
240	274	27	1
241	274	27	1
206	275	27	1
208	275	27	1
211	275	27	1
216	275	27	2
222	275	27	1
224	275	27	2
230	275	27	1
235	275	27	2
236	275	27	1
237	275	27	1
239	275	27	2
240	275	27	1
247	275	27	1
254	275	27	2
177	276	27	1
204	276	27	1
205	276	27	1
208	276	27	1
210	276	27	1
215	276	27	1
232	276	27	1
238	276	27	1
240	276	27	1
244	276	27	1
245	276	27	1
246	276	27	1
250	276	27	1
252	276	27	1
208	277	27	3
213	277	27	1
220	277	27	1
224	277	27	1
232	277	27	2
235	277	27	1
246	277	27	3
250	277	27	1
252	277	27	1
203	278	27	1
209	278	27	1
211	278	27	1
213	278	27	3
214	278	27	2
219	278	27	1
227	278	27	1
233	278	27	1
234	278	27	1
251	278	27	1
252	278	27	1
201	279	27	1
208	279	27	1
230	279	27	1
234	279	27	1
235	279	27	2
240	279	27	1
243	279	27	1
247	279	27	1
250	279	27	1
251	279	27	1
252	279	27	1
204	280	27	2
206	280	27	1
208	280	27	1
210	280	27	1
236	280	27	1
238	280	27	1
241	280	27	1
243	280	27	1
244	280	27	1
246	280	27	1
250	280	27	1
209	281	27	1
214	281	27	2
228	281	27	2
230	281	27	2
231	281	27	2
233	281	27	1
236	281	27	2
239	281	27	1
241	281	27	1
245	281	27	1
246	281	27	1
206	282	27	1
210	282	27	1
212	282	27	1
217	282	27	1
235	282	27	1
237	282	27	2
240	282	27	1
241	282	27	1
243	282	27	1
244	282	27	3
245	282	27	1
250	282	27	1
253	282	27	1
201	283	27	1
207	283	27	1
210	283	27	1
221	283	27	1
227	283	27	1
228	283	27	1
232	283	27	1
235	283	27	1
238	283	27	2
239	283	27	1
241	283	27	1
248	283	27	2
249	283	27	2
255	283	27	1
205	284	27	1
206	284	27	1
241	284	27	1
251	284	27	1
255	284	27	1
256	284	27	1
200	285	27	2
208	285	27	1
210	285	27	1
211	285	27	1
219	285	27	1
220	285	27	1
223	285	27	1
224	285	27	1
228	285	27	2
234	285	27	1
236	285	27	2
240	285	27	1
241	285	27	1
245	285	27	1
249	285	27	1
253	285	27	1
254	285	27	1
255	285	27	1
256	285	27	2
206	286	27	1
207	286	27	1
209	286	27	1
212	286	27	1
219	286	27	1
220	286	27	2
225	286	27	2
232	286	27	1
236	286	27	1
244	286	27	1
245	286	27	2
254	286	27	1
256	286	27	1
258	286	27	1
214	287	27	1
219	287	27	1
222	287	27	1
227	287	27	1
230	287	27	2
232	287	27	1
234	287	27	1
251	287	27	1
253	287	27	1
211	288	27	1
214	288	27	1
222	288	27	1
224	288	27	1
225	288	27	1
228	288	27	1
229	288	27	1
235	288	27	1
237	288	27	1
240	288	27	1
242	288	27	1
243	288	27	1
244	288	27	2
249	288	27	1
250	288	27	1
255	288	27	3
203	289	27	1
209	289	27	1
210	289	27	1
222	289	27	1
224	289	27	1
226	289	27	1
231	289	27	1
233	289	27	1
235	289	27	1
239	289	27	2
243	289	27	2
246	289	27	1
252	289	27	2
254	289	27	1
256	289	27	2
225	290	27	1
226	290	27	1
227	290	27	1
228	290	27	1
232	290	27	1
235	290	27	2
236	290	27	2
243	290	27	1
244	290	27	2
246	290	27	2
249	290	27	3
211	291	27	2
221	291	27	1
222	291	27	2
224	291	27	1
225	291	27	1
227	291	27	2
228	291	27	1
234	291	27	1
238	291	27	2
241	291	27	1
243	291	27	1
246	291	27	1
249	291	27	1
250	291	27	1
251	291	27	1
212	292	27	2
220	292	27	2
222	292	27	1
224	292	27	1
228	292	27	2
229	292	27	1
235	292	27	2
244	292	27	1
249	292	27	1
250	292	27	1
251	292	27	1
211	293	27	2
219	293	27	1
220	293	27	1
221	293	27	1
224	293	27	1
225	293	27	1
226	293	27	1
227	293	27	1
229	293	27	1
234	293	27	1
237	293	27	1
238	293	27	1
239	293	27	1
242	293	27	1
245	293	27	2
254	293	27	1
213	294	27	1
217	294	27	2
220	294	27	1
238	294	27	1
249	294	27	1
251	294	27	1
211	295	27	1
219	295	27	2
220	295	27	2
223	295	27	1
241	295	27	1
244	295	27	1
248	295	27	1
251	295	27	1
236	296	27	2
237	296	27	1
238	296	27	1
241	296	27	1
246	296	27	1
220	297	27	1
236	297	27	1
240	297	27	1
244	297	27	2
246	297	27	1
224	298	27	3
238	298	27	1
241	298	27	2
244	298	27	1
215	299	27	1
230	299	27	1
236	299	27	1
243	299	27	1
248	299	27	1
252	299	27	1
226	300	27	1
227	300	27	1
231	300	27	2
236	300	27	2
241	300	27	1
244	300	27	1
248	300	27	1
224	301	27	1
227	301	27	1
234	301	27	2
235	301	27	1
236	301	27	2
238	301	27	1
250	301	27	1
234	302	27	1
235	302	27	2
236	302	27	2
237	302	27	1
245	302	27	1
238	304	27	2
244	304	27	1
237	305	27	1
232	264	28	1
234	265	28	1
234	267	28	1
237	268	28	1
236	269	28	1
237	269	28	1
237	271	28	1
206	272	28	1
236	272	28	1
211	273	28	2
233	276	28	1
234	276	28	1
235	277	28	1
236	277	28	1
236	278	28	2
239	280	28	1
241	280	28	1
208	281	28	1
210	281	28	1
235	281	28	1
250	281	28	1
252	281	28	1
247	283	28	1
254	283	28	1
246	284	28	1
254	284	28	1
238	285	28	2
239	285	28	1
240	285	28	1
248	285	28	2
232	286	28	1
235	286	28	2
247	286	28	1
248	286	28	1
245	287	28	2
248	287	28	1
227	289	28	1
231	289	28	1
245	289	28	1
247	289	28	1
244	290	28	2
226	291	28	1
237	291	28	2
240	291	28	2
247	291	28	3
222	292	28	1
239	292	28	2
240	292	28	2
247	292	28	1
248	292	28	1
243	293	28	1
249	293	28	2
250	293	28	3
241	294	28	2
242	294	28	1
245	294	28	2
241	295	28	1
245	295	28	1
240	298	28	1
236	300	28	1
229	255	29	2
235	256	29	1
182	257	29	1
190	258	29	1
233	258	29	2
235	258	29	2
182	259	29	1
182	260	29	1
234	260	29	2
230	261	29	2
220	262	29	1
222	263	29	1
234	263	29	1
248	263	29	1
178	264	29	2
215	264	29	1
226	264	29	1
230	264	29	1
232	264	29	1
237	264	29	2
238	264	29	1
235	265	29	1
239	265	29	1
195	266	29	1
228	266	29	1
229	266	29	1
230	266	29	1
237	266	29	1
192	267	29	1
194	267	29	1
196	267	29	1
226	267	29	1
230	267	29	1
231	267	29	1
232	267	29	1
234	267	29	2
235	267	29	4
201	268	29	2
217	268	29	1
231	268	29	1
237	268	29	1
238	268	29	1
193	269	29	1
196	269	29	1
204	269	29	1
232	269	29	1
234	269	29	2
196	270	29	2
198	270	29	1
200	270	29	1
215	270	29	3
230	270	29	1
234	270	29	1
238	270	29	3
239	270	29	1
173	271	29	1
203	271	29	1
214	271	29	1
215	271	29	2
235	271	29	2
238	271	29	2
241	271	29	1
249	271	29	2
251	271	29	1
215	272	29	1
234	272	29	1
238	272	29	2
249	272	29	2
249	273	29	1
250	273	29	1
206	274	29	1
234	274	29	1
238	274	29	2
239	274	29	1
184	275	29	1
231	275	29	2
232	275	29	1
235	275	29	1
236	275	29	1
241	275	29	1
242	275	29	1
206	276	29	1
233	276	29	2
234	276	29	2
238	276	29	1
249	276	29	2
252	276	29	2
232	277	29	1
234	277	29	1
236	277	29	1
237	277	29	1
208	278	29	2
235	278	29	1
245	278	29	1
238	279	29	1
245	279	29	1
246	279	29	1
249	279	29	1
256	279	29	1
236	280	29	2
241	280	29	1
247	280	29	2
251	280	29	1
238	281	29	2
245	281	29	2
246	281	29	1
248	281	29	1
249	281	29	1
206	282	29	1
235	282	29	1
242	282	29	1
245	282	29	1
249	282	29	1
215	283	29	2
232	283	29	1
233	283	29	1
236	283	29	1
249	283	29	1
250	283	29	1
220	284	29	1
222	284	29	1
233	284	29	1
238	284	29	1
241	284	29	1
246	284	29	3
248	284	29	1
252	284	29	1
256	284	29	1
227	285	29	1
233	285	29	1
234	285	29	1
239	285	29	1
243	285	29	2
244	285	29	1
248	285	29	1
250	285	29	1
232	286	29	1
233	287	29	1
234	287	29	2
245	287	29	2
247	287	29	1
224	288	29	1
225	288	29	2
242	288	29	1
244	288	29	1
245	288	29	1
246	288	29	1
228	289	29	1
235	289	29	2
243	289	29	1
245	289	29	1
225	290	29	1
228	290	29	2
237	290	29	2
239	290	29	1
240	290	29	1
247	290	29	2
222	291	29	1
225	291	29	1
238	291	29	1
240	291	29	2
248	291	29	1
249	291	29	2
222	292	29	1
225	292	29	2
237	292	29	1
241	292	29	1
242	292	29	1
245	292	29	1
247	292	29	2
257	292	29	1
222	293	29	3
223	293	29	2
225	293	29	2
227	293	29	1
239	293	29	1
246	293	29	2
247	293	29	1
252	293	29	1
224	294	29	1
238	294	29	1
241	294	29	1
242	294	29	1
243	294	29	1
245	294	29	1
248	294	29	1
221	295	29	1
223	295	29	1
241	295	29	1
243	295	29	1
244	295	29	1
245	295	29	1
223	296	29	1
252	296	29	1
253	296	29	1
239	297	29	1
243	297	29	1
248	297	29	1
226	298	29	2
239	298	29	2
226	299	29	2
227	299	29	2
239	299	29	1
221	300	29	1
227	300	29	1
239	300	29	1
240	300	29	2
227	301	29	1
240	303	29	1
225	251	30	1
228	251	30	1
215	252	30	1
232	253	30	1
215	254	30	2
230	254	30	2
231	254	30	1
232	254	30	1
236	254	30	1
227	255	30	1
229	256	30	2
231	256	30	1
232	256	30	1
233	256	30	1
204	257	30	1
209	257	30	1
240	257	30	1
181	258	30	1
186	258	30	1
215	258	30	1
229	258	30	1
231	258	30	1
195	259	30	1
205	259	30	1
206	259	30	1
219	259	30	1
226	259	30	1
229	259	30	1
231	259	30	1
232	259	30	1
239	259	30	1
196	260	30	1
219	260	30	1
223	260	30	1
225	260	30	3
232	260	30	1
235	260	30	1
240	260	30	1
245	260	30	1
184	261	30	1
187	261	30	2
198	261	30	1
199	261	30	1
209	261	30	1
216	261	30	1
218	261	30	1
219	261	30	2
225	261	30	1
230	261	30	1
232	261	30	1
178	262	30	1
179	262	30	1
194	262	30	2
206	262	30	1
209	262	30	1
220	262	30	1
221	262	30	1
222	262	30	1
225	262	30	2
242	262	30	1
245	262	30	2
247	262	30	1
179	263	30	1
186	263	30	1
197	263	30	1
211	263	30	2
215	263	30	2
218	263	30	1
219	263	30	1
226	263	30	1
228	263	30	1
233	263	30	2
234	263	30	1
246	263	30	1
186	264	30	2
194	264	30	1
211	264	30	1
227	264	30	1
232	264	30	1
236	264	30	1
238	264	30	1
239	264	30	2
241	264	30	1
245	264	30	2
246	264	30	2
249	264	30	1
183	265	30	1
216	265	30	1
219	265	30	1
224	265	30	1
228	265	30	1
232	265	30	1
238	265	30	2
239	265	30	1
242	265	30	2
244	265	30	1
246	265	30	1
187	266	30	1
189	266	30	1
194	266	30	2
195	266	30	2
213	266	30	1
215	266	30	1
226	266	30	1
228	266	30	1
229	266	30	1
230	266	30	1
233	266	30	1
238	266	30	1
241	266	30	1
243	266	30	2
182	267	30	1
196	267	30	1
198	267	30	2
229	267	30	2
231	267	30	1
232	267	30	2
236	267	30	1
239	267	30	2
240	267	30	1
248	267	30	1
250	267	30	1
189	268	30	1
190	268	30	1
194	268	30	1
196	268	30	1
213	268	30	2
228	268	30	1
230	268	30	2
231	268	30	1
237	268	30	1
240	268	30	1
244	268	30	1
246	268	30	1
248	268	30	1
249	268	30	1
172	269	30	2
180	269	30	1
182	269	30	1
193	269	30	1
197	269	30	1
198	269	30	1
204	269	30	1
222	269	30	1
235	269	30	2
240	269	30	1
242	269	30	1
243	269	30	2
245	269	30	1
247	269	30	1
178	270	30	2
181	270	30	2
184	270	30	1
201	270	30	1
214	270	30	1
216	270	30	1
223	270	30	1
232	270	30	3
233	270	30	1
235	270	30	1
244	270	30	2
250	270	30	1
181	271	30	2
187	271	30	1
188	271	30	1
204	271	30	2
215	271	30	1
232	271	30	1
234	271	30	2
239	271	30	2
249	271	30	1
179	272	30	2
181	272	30	1
184	272	30	1
185	272	30	1
242	272	30	2
250	272	30	1
182	273	30	2
204	273	30	1
208	273	30	2
211	273	30	1
213	273	30	1
232	273	30	1
234	273	30	1
235	273	30	1
246	273	30	2
181	274	30	1
182	274	30	1
183	274	30	1
185	274	30	2
203	274	30	1
209	274	30	1
211	274	30	1
241	274	30	1
251	274	30	1
175	275	30	2
185	275	30	1
203	275	30	1
212	275	30	1
235	275	30	1
242	275	30	2
244	275	30	1
249	275	30	1
250	275	30	1
251	275	30	1
186	276	30	1
205	276	30	1
232	276	30	2
236	276	30	1
238	276	30	2
240	276	30	2
241	276	30	1
243	276	30	2
246	276	30	1
248	276	30	1
253	276	30	1
174	277	30	1
245	277	30	1
190	278	30	1
201	278	30	1
205	278	30	1
206	278	30	1
226	278	30	1
236	278	30	1
238	278	30	1
239	278	30	1
243	278	30	1
246	278	30	1
206	279	30	1
207	279	30	1
237	279	30	1
239	279	30	3
240	279	30	1
247	279	30	2
248	279	30	1
254	279	30	2
178	280	30	3
183	280	30	1
232	280	30	1
233	280	30	1
237	280	30	1
241	280	30	1
242	280	30	1
244	280	30	1
245	280	30	1
248	280	30	1
249	280	30	2
251	280	30	1
254	280	30	2
179	281	30	1
224	281	30	1
237	281	30	1
241	281	30	1
243	281	30	1
245	281	30	2
247	281	30	1
249	281	30	1
254	281	30	1
172	282	30	1
182	282	30	1
187	282	30	1
215	282	30	1
222	282	30	1
232	282	30	1
234	282	30	2
237	282	30	1
245	282	30	1
247	282	30	1
248	282	30	2
252	282	30	1
253	282	30	1
256	282	30	1
179	283	30	1
202	283	30	1
205	283	30	1
209	283	30	4
221	283	30	1
234	283	30	1
238	283	30	1
242	283	30	2
246	283	30	1
248	283	30	1
249	283	30	1
250	283	30	1
252	283	30	1
257	283	30	2
177	284	30	1
220	284	30	1
221	284	30	1
233	284	30	1
238	284	30	2
240	284	30	1
251	284	30	2
254	284	30	1
211	285	30	2
220	285	30	1
224	285	30	1
227	285	30	1
229	285	30	1
245	285.666666666667	31	1
246	285	30	2
248	285	30	1
251	285	30	1
252	285	30	2
256	285	30	1
206	286	30	1
222	286	30	1
224	286	30	1
227	286	30	1
228	286	30	1
230	286	30	1
234	286	30	1
235	286	30	1
239	286	30	1
245	286	30	2
249	286	30	1
250	286	30	1
252	286	30	2
256	286	30	1
231	287	30	1
246	287	30	1
251	287	30	1
223	288	30	1
226	288	30	1
231	288	30	1
233	288	30	1
246	288	30	1
248	288	30	1
249	288	30	1
200	289	30	1
221	289	30	1
232	289	30	3
233	289	30	1
238	289	30	1
240	289	30	1
243	289	30	1
245	289	30	2
252	289	30	2
256	289	30	1
220	290	30	2
227	290	30	1
239	290	30	1
248	290	30	1
253	290	30	1
257	290	30	1
223	291	30	1
226	291	30	1
229	291	30	1
232	291	30	1
238	291	30	3
239	291	30	1
247	291	30	1
248	291	30	1
250	291	30	1
255	291	30	3
194	292	30	1
199	292	30	1
213	292	30	2
220	292	30	3
224	292	30	1
226	292	30	2
228	292	30	1
229	292	30	1
237	292	30	1
241	292	30	1
247	292	30	1
201	293	30	1
222	293	30	1
224	293	30	1
225	293	30	1
231	293	30	1
232	293	30	1
233	293	30	1
234	293	30	1
241	293	30	1
246	293	30	1
249	293	30	2
250	293	30	1
253	293	30	1
210	294	30	1
221	294	30	2
225	294	30	1
226	294	30	1
230	294	30	2
232	294	30	1
244	294	30	1
245	294	30	1
246	294	30	1
249	294	30	1
254	294	30	1
218	295	30	1
224	295	30	1
226	295	30	1
227	295	30	1
241	295	30	1
253	295	30	1
255	295	30	1
257	295	30	1
186	296	30	1
222	296	30	3
237	296	30	1
243	296	30	2
246	296	30	1
253	296	30	2
241	297	30	1
244	297	30	1
246	297	30	1
250	297	30	2
215	298	30	1
220	298	30	1
222	298	30	1
224	298	30	1
225	298	30	1
230	298	30	1
232	298	30	1
241	298	30	1
245	298	30	1
246	298	30	1
250	298	30	1
251	298	30	1
229	299	30	1
231	299	30	1
241	299	30	2
242	299	30	1
223	300	30	2
227	300	30	2
228	300	30	1
231	300	30	1
233	300	30	1
236	300	30	1
244	300	30	1
248	300	30	2
249	300	30	1
223	301	30	1
224	301	30	1
226	301	30	1
235	301	30	1
239	301	30	1
241	301	30	2
242	301	30	1
243	301	30	1
248	301	30	1
221	302	30	2
229	302	30	1
237	302	30	1
240	302	30	1
217	303	30	2
237	303	30	2
244	303	30	1
233	304	30	2
236	304	30	2
240	304	30	1
242	304	30	1
233	305	30	1
236	306	30	1
238	306	30	1
227	250	31	1
226	252	31	1
235	252	31	1
225	253	31	1
227	253	31	1
228	253	31	1
232	253	31	1
237	253	31	1
193	254	31	1
232	254	31	1
235	254	31	1
238	254	31	1
195	255	31	1
215	255	31	2
233	255	31	2
236	255	31	1
238	255	31	1
233	256	31	1
239	256	31	1
177	257	31	2
214	257	31	1
230	257	31	1
233	257	31	1
236	257	31	1
238	257	31	1
239	257	31	4
240	257	31	1
205	258	31	2
215	258	31	1
229	258	31	1
239	258	31	1
240	258	31	1
226	259	31	2
231	259	31	1
187	260	31	2
190	260	31	3
195	260	31	1
212	260	31	1
220	260	31	1
221	260	31	2
227	260	31	1
237	260	31	2
242	260	31	3
184	261	31	1
187	261	31	3
195	261	31	1
208	261	31	1
210	261	31	1
216	261	31	1
225	261	31	1
226	261	31	1
228	261	31	1
229	261	31	1
231	261	31	1
239	261	31	1
243	261	31	1
193	262	31	1
195	262	31	1
207	262	31	1
217	262	31	1
219	262	31	1
220	262	31	1
221	262	31	2
226	262	31	2
229	262	31	1
230	262	31	1
235	262	31	1
238	262	31	2
240	262	31	1
246	262	31	1
248	262	31	1
249	262	31	1
194	263	31	2
211	263	31	1
216	263	31	1
219	263	31	1
220	263	31	1
223	263	31	2
226	263	31	1
227	263	31	1
228	263	31	1
234	263	31	1
235	263	31	1
236	263	31	1
240	263	31	1
249	263	31	1
184	264	31	1
185	264	31	2
187	264	31	1
194	264	31	1
195	264	31	1
197	264	31	1
209	264	31	1
214	264	31	1
218	264	31	1
221	264	31	1
224	264	31	1
226	264	31	1
227	264	31	1
238	264	31	1
244	264	31	1
248	264	31	1
186	265	31	1
196	265	31	1
200	265	31	2
213	265	31	2
216	265	31	1
233	265	31	3
235	265	31	1
239	265	31	1
240	265	31	1
243	265	31	1
246	265	31	1
248	265	31	1
186	266	31	3
189	266	31	1
193	266	31	1
194	266	31	1
198	266	31	1
221	266	31	1
228	266	31	1
233	266	31	4
246	266	31	1
251	266	31	1
182	267	31	1
186	267	31	1
192	267	31	1
222	267	31	1
232	267	31	1
237	267	31	1
238	267	31	1
242	267	31	1
246	267	31	1
184	268	31	1
188	268	31	1
193	268	31	1
210	268	31	1
213	268	31	1
215	268	31	1
222	268	31	1
231	268	31	2
240	268	31	1
244	268	31	1
184	269	31	1
191	269	31	1
193	269	31	1
209	269	31	1
210	269	31	1
215	269	31	1
232	269	31	1
239	269	31	1
247	269	31	1
248	269	31	1
173	270	31	2
178	270	31	1
185	270	31	1
196	270	31	1
198	270	31	1
199	270	31	2
201	270	31	1
216	270	31	1
231	270	31	1
234	270	31	3
171	271	31	1
172	271	31	1
176	271	31	1
200	271	31	1
203	271	31	1
204	271	31	1
215	271	31	2
216	271	31	1
217	271	31	1
238	271	31	1
239	271	31	1
241	271	31	2
245	271	31	2
247	271	31	1
251	271	31	1
199	272	31	2
203	272	31	1
206	272	31	1
210	272	31	1
212	272	31	1
214	272	31	1
216	272	31	1
230	272	31	1
234	272	31	2
238	272	31	1
240	272	31	1
241	272	31	4
251	272	31	1
184	273	31	1
210	273	31	1
212	273	31	1
214	273	31	1
229	273	31	1
235	273	31	1
236	273	31	1
242	273	31	1
246	273	31	1
180	274	31	1
185	274	31	1
204	274	31	1
211	274	31	1
216	274	31	1
230	274	31	1
232	274	31	1
233	274	31	1
248	274	31	2
252	274	31	1
182	275	31	1
184	275	31	1
205	275	31	1
211	275	31	1
235	275	31	1
238	275	31	1
239	275	31	1
176	276	31	2
181	276	31	2
233	276	31	1
239	276	31	2
246	276	31	1
205	277	31	1
209	277	31	1
233	277	31	1
237	277	31	1
238	277	31	1
239	277	31	1
178	278	31	1
203	278	31	2
206	278	31	1
207	278	31	1
208	278	31	1
237	278	31	1
243	278	31	1
244	278	31	1
249	278	31	1
180	279	31	2
205	279	31	1
206	279	31	1
208	279	31	2
237	279	31	1
238	279	31	1
243	279	31	2
244	279	31	1
246	279	31	1
175	280	31	1
176	280	31	1
208	280	31	1
217	280	31	1
219	280	31	1
220	280	31	1
232	280	31	2
237	280	31	1
241	280	31	1
246	280	31	1
247	280	31	2
249	280	31	1
251	280	31	1
206	281	31	1
223	281	31	1
228	281	31	2
231	281	31	1
233	281	31	1
236	281	31	1
239	281	31	2
240	281	31	2
245	281	31	1
254	281	31	1
181	282	31	1
206	282	31	1
219	282	31	1
220	282	31	1
225	282	31	1
231	282	31	1
232	282	31	1
233	282	31	1
240	282	31	1
246	282	31	2
247	282	31	1
248	282	31	1
254	282	31	2
179	283	31	1
184	283	31	2
208	283	31	1
209	283	31	2
219	283	31	2
235	283	31	1
239	283	31	2
241	283	31	2
244	283	31	1
251	283	31	1
252	283	31	1
175	284	31	2
181	284	31	3
237	284	31	2
244	284	31	1
257	284	31	1
179	285	31	2
206	285	31	2
220	285	31	2
222	285	31	1
224	285	31	1
235	285	31	1
243	285	31	1
244	285	31	1
245	285	31	2
247	285	31	1
252	285	31	1
255	285	31	1
218	286	31	1
222	286	31	1
224	286	31	2
237	286	31	1
239	286	31	1
246	286	31	1
249	286	31	1
187	287	31	1
219	287	31	1
220	287	31	2
223	287	31	1
228	287	31	1
229	287	31	2
230	287	31	1
236	287	31	1
239	287	31	1
240	287	31	1
246	287	31	1
252	287	31	1
255	287	31	1
256	287	31	2
187	288	31	1
225	288	31	2
230	288	31	2
234	288	31	2
236	288	31	2
241	288	31	1
242	288	31	1
244	288	31	1
247	288	31	1
251	288	31	1
200	289	31	1
205	289	31	1
