x	y	z	SLBP independent Processing of Histone Pre-mRNAs
251	279	30	1
226	280	30	1
232	280	30	1
235	280	30	1
245	280	30	2
251	280	30	1
252	280	30	1
175	281	30	1
214	281	30	1
218	281	30	1
251	281	30	1
229	282	30	2
237	282	30	1
240	282	30	1
246	282	30	1
248	282	30	1
173	284	30	1
181	284	30	1
221	284	30	1
258	284	30	1
211	285	30	1
224	285	30	1
229	285	30	1
232	285	30	1
256	285	30	1
206	286	30	1
223	286	30	2
228	286	30	1
236	286	30	1
239	286	30	1
250	286	30	1
233	287	30	1
244	287	30	1
251	287	30	1
221	288	30	1
199	289	30	1
233	289	30	1
234	289	30	1
227	290	30	1
231	290	30	1
236	290	30	1
226	291	30	1
238	291	30	1
246	291	30	1
194	292	30	1
232	293	30	1
243	293	30	1
220	294	30	1
227	294	30	1
237	294	30	1
228	295	30	1
241	295	30	1
243	295	30	1
244	295	30	1
247	295	30	1
233	296	30	1
234	296	30	1
246	296	30	1
253	296	30	1
223	297	30	1
226	297	30	1
248	297	30	1
226	298	30	1
229	298	30	2
232	298	30	1
235	298	30	1
239	298	30	1
230	299	30	1
230	300	30	1
249	300	30	1
235	301	30	2
243	301	30	1
221	302	30	1
226	302	30	1
244	303	30	1
223	305	30	1
236	305	30	1
226	250	31	1
229	251	31	1
237	253	31	1
229	254	31	1
235	254	31	1
239	256	31	1
215	257	31	1
232	257	31	1
188	258	31	1
227	258	31	1
240	258	31	1
227	259	31	1
232	259	31	1
195	260	31	1
221	260	31	1
228	260	31	1
238	260	31	1
213	261	31	1
239	261	31	1
243	261	31	2
225	262	31	1
236	262	31	1
228	263	31	1
234	263	31	1
238	263	31	1
197	264	31	1
209	264	31	1
224	264	31	1
227	264	31	1
228	264	31	1
196	265	31	1
248	265	31	1
250	265	31	1
220	266	31	1
232	266	31	1
236	266	31	1
246	266	31	1
247	266	31	1
176	267	31	2
186	267	31	1
211	267	31	1
238	267	31	1
188	268	31	1
216	268	31	1
219	268	31	1
231	268	31	2
215	269	31	1
231	269	31	1
240	269	31	1
194	270	31	1
199	270	31	1
216	270	31	1
239	270	31	1
242	270	31	1
203	271	31	1
204	271	31	1
212	271	31	1
237	271	31	1
245	271	31	1
246	271	31	1
215	272	31	1
227	272	31	1
230	272	31	1
235	272	31	1
248	272	31	1
211	273	31	1
213	273	31	2
211	274	31	1
233	274	31	1
240	274	31	1
184	275	31	1
250	275	31	1
243	276	31	1
253	276	31	2
239	277	31	1
240	277	31	1
241	277	31	1
244	277	31	1
177	278	31	1
205	278	31	1
208	279	31	1
254	279	31	1
241	280	31	1
231	281	31	1
241	281	31	1
206	282	31	1
233	282	31	1
249	282	31	1
184	283	31	2
208	283	31	1
219	283	31	1
233	283	31	3
234	283	31	1
251	283	31	1
175	284	31	1
179	284	31	1
220	284	31	1
223	284	31	1
254	284	31	1
177	285	31	1
223	285	31	1
240	285	31	1
252	285	31	1
224	286	31	1
231	286	31	1
237	286	31	1
222	288	31	1
223	288	31	1
240.5	288.5	31.5	2
251	288	31	1
254	289	31	1
221	290	31	1
226	290	31	1
227	290	31	1
239	290	31	1
242	290	31	1
228	291	31	1
230	291	31	1
238	291	31	1
242	291	31	1
201	292	31	1
227	292	31	1
238	292	31	1
253	292	31	1
225	293	31	1
242	293	31	1
243	293	31	1
247	293	31	1
198	294	31	1
202	294	31	1
235	294	31	1
222	295	31	1
240	295	31	1
250	295	31	1
215	296	31	2
243	296	31	1
250	296	31	1
223	297	31	1
224	297	31	1
248	297	31	1
226	298	31	1
237	298	31	1
245	298	31	1
250	298	31	1
252	298	31	1
236	299	31	1
247	299	31	2
249	300	31	1
216	301	31	1
243	301	31	2
245	301	31	1
248	301	31	1
233	303	31	1
242	303	31	1
244	303	31	1
246	303	31	1
234	305	31	1
235	305	31	1
240	305	31	1
228	251	32	1
214	252	32	1
225	253	32	1
237	253	32	1
227	254	32	1
221	255	32	1
210	257	32	2
207	258	32	1
213	258	32	1
217	258	32	1
231	258	32	1
215	259	32	1
231	259	32	1
234	259	32	1
240	260	32	1
230	261	32	1
242	261	32	1
203	262	32	1
221	262.666666666667	33	1
189	263	32	1
198	263	32	1
200	263	32	1
224	263	32	1
237	263	32	1
243	263	32	1
249	263	32	1
189	264	32	1
199	264	32	1
200	264	32	1
202	264	32	1
228	264	32	1
244	264	32	1
186	265	32	1
194	265	32	1
206	265	32	1
215	265	32	1
224	265	32	1
184	266	32	1
189	266	32	1
196	266	32	1
213	266	32	1
214	266	32	1
220	266	32	1
221	266	32	1
235	266	32	1
238	266	32	1
243	266	32	1
247	266	32	1
192	267	32	1
225	267	32	1
228	267	32	2
230	267	32	1
233	267	32	1
237	267	32	1
242	267	32	1
248	268	32	2
176	269	32	1
182	269	32	2
191	269	32	1
193	269	32	1
213	269	32	1
228	269	32	1
242	269	32	1
173	270	32	1
181	270	32	1
197	270	32	1
244	271	32	1
198	272	32	1
207	272	32	1
228	272	32	1
241	272	32	1
248	272	32	1
252	272	32	1
185	273	32	1
214	273	32	1
240	273	32	1
249	273	32	1
172	274	32	1
203	274	32	2
205	274	32	1
236	274	32	1
237	274	32	1
252	274	32	1
215	275	32	1
249	275	32	1
203	276	32	1
205	276	32	1
204	277	32	1
224	277	32	1
250	277	32	1
177	278	32	1
206	278	32	2
239	278	32	1
245	278	32	1
249	278	32	1
179	279	32	1
245	279	32	1
255	279	32	1
219	281	32	1
226	281	32	1
174	282	32	1
178	282	32	1
204	282	32	1
229	282	32	1
231	282	32	1
179	283	32	1
226	283	32	1
240	283	32	1
245	283	32	1
253	283	32	1
209	284	32	1
219	284	32	1
221	284	32	1
225	284	32	1
234	284	32	1
240	284	32	1
249	284	32	1
220	285	32	1
225	285	32	1
234	285	32	1
177	286	32	1
204	286	32	1
221	286	32	1
223	286	32	1
237	286	32	1
176	287	32	1
220	287	32	1
221	287	32	1
224	287	32	1
228	287	32	1
247	287	32	1
229	288	32	1
185	289	32	1
234	289	32	1
220	290	32	1
231	290	32	1
222	291	32	1
224	291	32	1
233.333333333333	291.333333333333	33	1
239	291	32	2
250	291	32	1
254	291	32	1
199	292	32	2
201	292	32	2
204	292	32	1
222	292	32	1
254	292	32	1
228	293	32	1
236	293	32	1
250	293	32	1
227	294	32	1
235	294	32	1
239	294	32	1
244	294	32	1
245	294	32	1
232	295	32	1
236	295	32	1
240	295	32	1
245	295	32	1
230	296	32	1
242	296	32	1
219	297	32	2
249	297	32	1
255	297	32	1
238	298	32	1
244	298	32	1
249	298	32	1
253	298	32	1
237	299	32	1
243	299	32	1
249	299	32	1
239	300	32	1
247	300	32	1
221	301	32	1
227	301	32	1
229	301	32	1
234	301	32	1
241	301	32	1
229	302	32	1
240	302	32	1
239	303	32	1
237	304	32	1
238	304	32	1
243	304	32	1
244	304	32	1
221	305	32	1
234	305	32	1
242	305	32	1
242	306	32	1
222	307	32	1
220	309	32	1
225	309	32	1
227	309	32	1
225	310	32	1
229	312	32	1
227	251	33	1
218	253	33	1
219	254	33	1
240	254	33	1
235	255	33	1
237	255	33	1
227	256	33	1
222	257	33	1
237	257	33	1
218	258	33	1
235	258	33	1
201	259	33	1
213	259	33	1
225	259	33	1
244	259	33	1
233	260	33	1
237	260	33	1
239	260	33	1
216	261	33	1
218	261	33	1
236	261	33	1
241	261	33	1
212	262	33	1
214	262	33	1
216	262	33	1
219	262	33	2
242	262	33	1
185	263	33	1
189	263	33	1
211	263	33	1
219	263	33	1
237	263	33	1
251	263	33	1
214	264	33	1
215	264	33	1
246	264	33	1
250	264	33	1
212	265	33	1
213	265	33	1
239	265	33	1
243	265	33	1
248	265	33	1
195	266	33	1
211	266	33	1
218	266	33	1
240	266	33	1
188	267	33	1
220	267	33	1
231	267	33	1
244	267	33	1
247	267	33	1
207	268	33	1
208	268	33	1
214	268	33	1
226	268	33	1
232	268	33	1
243	268	33	1
196	269	33	1
211	269	33	1
235	269	33	1
245	269	33	1
250	269	33	1
206	270	33	2
209	270	33	1
213	270	33	1
242	270	33	1
179	271	33	1
182	271	33	1
216	271	33	1
226	271	33	1
233	271	33	1
240	271	33	1
244	271	33	1
247	271	33	1
182	272	33	1
185	272	33	1
208	272	33	1
240	272	33	1
249	272	33	1
251	272	33	1
176	273	33	1
181	273	33	2
204	273	33	1
203	274	33	1
226	274	33	1
235	274	33	1
242	274	33	1
250	274	33	2
183	275	33	1
205	275	33	1
206	275	33	1
207	275	33	1
210	275	33	1
241	275	33	1
243	275	33	1
180	277	33	1
227	277	33	1
236	277	33	1
242	277	33	1
245	277	33	1
247	277	33	1
210	278	33	1
211	278	33	1
235	278	33	1
243	278	33	1
207	279	33	2
249	279	33	1
191	280	33	1
208	280	33	1
209	280	33	1
210	280	33	2
225	280	33	1
229	280	33	1
241	280	33	1
249	280	33	1
204	281	33	1
239	281	33	1
247	281	33	1
175	282	33	1
218	282	33	1
220	282	33	3
225	282	33	1
241	282	33	1
176	283	33	1
179	283	33	1
237	283	33	1
250	283	33	1
186	284	33	1
188	284	33	1
208	284	33	1
221	284	33	1
231	284	33	2
233	284	33	2
236	284	33	1
237	284	33	1
246	284	33	1
175	285	33	1
178	285	33	1
206	285	33	1
219	285	33	1
222	285	33	1
223	285	33	1
225	285	33	2
228	285	33	1
232	285	33	1
233	285	33	1
238	285	33	1
188	286	33	1
220	286	33	1
229	286	33	1
236	286	33	1
249	286	33	1
252	286	33	1
179	287	33	1
185	287	33	1
204	287	33	1
224	287	33	1
225	287	33	1
227	287	33	1
242	287	33	1
219	288	33	1
234	288	33	1
250	288	33	1
255	288	33	1
184	289	33	1
223	289	33	1
230	289	33	1
244	289	33	1
246	289	33	1
250	289	33	2
185	290	33	1
187	290	33	1
228	290	33	1
235	290	33	1
242	290	33	1
223	291	33	1
229	291	33	1
248	291	33	1
228	292	33	1
235	292	33	1
239	292	33	1
248	292	33	1
177	293	33	1
226	293	33	2
228	293	33	1
243	293	33	1
254	293	33	1
204	294	33	1
236	294	33	1
246	294	33	1
252	294	33	1
198	295	33	1
199	295	33	1
229	295	33	1
235	295	33	1
225	296	33	1
246	296	33	1
223	297	33	1
233	297	33	1
234	297	33	1
195	298	33	1
233	298	33	1
235	298	33	1
239	298	33	1
241	298	33	1
242	298	33	1
241	299	33	1
226	300	33	1
244	300	33	1
242	301	33	1
211	302	33	1
228	302	33	1
230	302	33	1
240	302	33	1
223	303	33	1
234	303	33	1
235	303	33	1
237	303	33	1
229	304	33	1
231	304	33	1
230	305	33	1
235	305	33	1
236	306	33	1
227	307	33	1
222	308	33	1
229	308	33	1
239	308	33	1
232	309	33	1
235	311	33	1
231	312	33	1
228	313	33	1
235	313	33	1
236	314	33	1
230	315	33	1
230	252	34	1
228	253	34	1
219	254	34	1
225	254	34	1
227	254	34	1
237	255	34	1
190	256	34	1
216	256	34	1
237	257	34	1
212	258	34	1
220	258	34	2
225	258	34	1
209	259	34	1
217	259	34	1
220	259	34	2
242	259	34	1
216	260	34	1
230	260	34	1
208	261	34	1
211	261	34	1
230	261	34	1
190	262	34	2
216	262	34	1
219	262	34	1
242	262	34	1
197	263	34	1
228	263	34	1
229	263	34	1
251	263	34	1
252	263	34	1
189	264	34	1
206	264	34	1
209	264	34	1
213	264	34	1
215	264	34	1
216	264	34	1
219	264	34	2
221	264	34	1
227	264	34	1
193	265	34	1
196	265	34	1
217	265	34	1
221	265	34	1
233	265	34	1
251	265	34	1
184	266	34	1
186	266	34	1
194	266	34	1
208	266	34	1
225	266	34	1
228	266	34	1
235	266	34	1
237	266	34	1
194	267	34	1
225	267	34	1
230	267	34	1
240	267	34	1
215	268	34	2
244	268	34	1
192	269	34	1
197	269	34	1
204	269	34	1
222	269	34	1
233	269	34	1
253	269	34	1
254	269	34	1
187	270	34	1
188	270	34	1
199	270	34	1
200	270	34	1
209	270	34	1
228	270	34	1
246	270	34	2
249	270	34	1
251	270	34	1
178	271	34	1
205	271	34	1
210	271	34	2
217	271	34	1
173	272	34	1
188	272	34	1
205	272	34	1
207	272	34	1
238	272	34	1
248	272	34	1
204	273	34	1
210	273	34	1
213	273	34	1
229	273	34	1
180	274	34	1
183	274	34	1
187	274	34	1
203	274	34	1
216	274	34	1
237	274	34	1
176	275	34	1
239	275	34	1
174	276	34	1
175	276	34	1
203	276	34	1
235	276	34	1
245	276	34	1
183	277	34	1
202	277	34	1
204	277	34	1
205	277	34	1
236	277	34	1
211	278	34	1
214	278	34	1
226	278	34	1
174	279	34	1
175	279	34	1
179	279	34	1
231	279	34	1
232	279	34	1
242	279	34	1
246	279	34	1
177	280	34	1
215	280	34	1
235	280	34	1
247	280	34	1
192	281	34	1
208	281	34	1
213	281	34	1
222	281	34	1
226	281	34	1
223	282	34	2
229	282	34	1
181	283	34	1
219	283	34	1
234	283	34	1
205	284	34	1
209	284	34	1
254	284	34	1
177	285	34	1
188	285	34	1
210	285	34	1
231	285	34	1
237	285	34	1
240	285	34	1
243	285	34	1
202	286	34	1
213	286	34	1
247	286	34	1
221	287	34	1
231	287	34	1
233	287	34	1
247	287	34	1
177	288	34	1
204	288	34	1
226	288	34	1
233	288	34	1
253	288	34	1
175	289	34	1
184	289	34	1
200	289	34	1
202	289	34	1
238	289	34	1
241	289	34	1
249	289	34	1
244	290	34	1
247	290	34	1
203	291	34	1
229	291	34	1
241	291	34	1
203	292	34	1
204	292	34	1
222	292	34	1
226	292	34	2
234	292	34	1
236	292	34	1
204	293	34	1
223	293	34	1
230	293	34	1
238	293	34	1
241	293	34	1
247	293	34	1
235	294	34	1
243	294	34	2
245	294	34	1
204	295	34	1
240	295	34	1
244	295	34	1
191	296	34	1
205	296	34	1
222	296	34	1
226	296	34	1
228	296	34	1
229	296	34	1
240	296	34	1
241	296	34	1
195	297	34	1
224	297	34	1
236	297	34	1
237	297	34	1
233	298	34	1
237	298	34	1
239	298	34	1
251	298	34	1
232	299	34	1
239	299	34	1
233	300	34	1
246	300	34	2
229	301	34	1
236	301	34	1
246	301	34	1
223	302	34	1
229	302	34	2
239	303	34	1
241	304	34	1
223	306	34	1
226	306	34	1
234	306	34	1
242	306	34	1
241	307	34	1
222	308	34	1
225	308	34	1
243	308	34	1
220	309	34	1
225	309	34	1
224	310	34	1
227	310	34	1
230	310	34	1
228	311	34	1
232	311	34	1
236	312	34	1
226	313	34	1
236	313	34	1
229	315	34	1
233	316	34	2
234	316	34	1
227	254	35	1
223	255	35	1
218	256	35	1
240	256	35	1
210	257	35	2
215	257	35	1
240	257	35	1
203	258	35	1
216	258	35	1
222	258	35	1
226	258	35	1
234	258	35	1
190	259	35	1
222	259	35	1
190	260	35	1
228	260	35	1
217	261	35	1
220	261	35	1
226	261	35	1
242	261	35	1
246	261	35	1
189	262	35	1
190	262	35	1
210	262	35	1
218	262	35	1
219	262	35	1
224	262	35	1
238	262	35	1
209	263	35	1
222	263	35	2
234	263	35	1
237	263	35	1
246	263	35	1
188	264	35	1
191	264	35	1
200	264	35	1
217	264	35	1
224	264	35	2
225	264	35	1
191	265	35	1
217	265	35	1
221	265	35	1
225	265	35	1
239	265	35	1
245	265	35	1
187	266	35	1
191	266	35	1
196	266	35	1
233	266	35	1
191	267	35	1
195	267	35	1
214	267	35	1
235	267	35	1
187	268	35	1
195	268	35	1
196	268	35	1
202	268	35	1
219	268	35	1
246	268	35	2
248	268	35	2
180	269	35	1
188	269	35	1
240	269	35	2
185	270	35	1
210	270	35	1
231	270	35	1
237	270	35	1
238	270	35	1
240	270	35	1
244	270	35	1
249	270	35	1
177	271	35	1
181	271	35	1
189	271	35	1
192	271	35	1
212	271	35	1
178	272	35	1
201	272	35	1
237	272	35	2
183	273	35	1
215	273	35	1
217	273	35	1
234	273	35	1
235	273	35	1
239	273	35	1
241	273	35	1
242	273	35	1
178	274	35	1
182	274	35	1
190	274	35	1
202	274	35	1
210	274	35	1
215	274	35	1
224	274	35	2
241	274	35	2
250	274	35	1
184	275	35	1
205	275	35	1
218	275	35	1
220	275	35	1
209	276	35	1
217	276	35	1
237	276	35	2
240	276	35	1
188	277	35	1
202	277	35	1
204	277	35	1
211	277	35	3
219	277	35	1
175	278	35	1
204	278	35	1
224	278	35	1
229	279	35	1
189	280	35	1
199	280	35	1
211	280	35	1
182	281	35	2
207	281	35	1
226	281	35	1
203	282	35	1
219	282	35	1
175	283	35	1
189	283	35	1
190	283	35	1
203	283	35	1
216	283	35	1
220	283	35	1
184	284	35	1
186	284	35	1
205	284	35	1
209	284	35	1
224	284	35	1
234	284	35	1
236	284	35	1
245	284	35	1
249	284	35	1
176	285	35	1
206	285	35	1
207	285	35	1
209	285	35	1
231	285	35	1
234	285	35	1
245	285	35	1
181	286	35	1
207	286	35	1
228	286	35	1
185	287	35	1
186	287	35	1
205	287	35	1
224	287	35	1
226	287	35	1
186	288	35	2
205	288	35	1
232	288	35	1
247	288	35	1
195	289	35	1
200	289	35	1
222	289	35	1
230	289	35	1
243	289	35	1
244	289	35	1
184	290	35	2
201	290	35	1
220	290	35	1
241	290	35	1
179	291	35	1
196	291	35	1
199	291	35	1
244	291	35	1
174	292	35	1
200	292	35	1
203	292	35	1
248	292	35	1
250	292	35	1
185	293	35	1
196	293	35	1
227	293	35	1
230	293	35	1
242	293	35	1
181	294	35	2
220	294	35	1
234	294	35	1
191	295	35	1
193	295	35	1
203	295	35	1
230	295	35	1
231	295	35	1
241	296	35	1
245	296	35	1
219	297	35	1
237	297	35	1
239	297	35	1
200	298	35	1
246	298	35	1
247	298	35	1
195	299	35	1
235	299	35	1
195	300	35	1
227	300	35	1
237	300	35	1
241	300	35	1
229	301	35	1
245	301	35	1
199	302	35	1
236	302	35	2
231	303	35	1
233	303	35	1
243	303	35	1
226	304	35	1
234	304	35	1
225	305	35	1
234	305	35	1
225	306	35	1
195	307	35	1
225	307	35	1
236	307	35	1
238	307	35	1
240	307	35	1
227	308	35	1
229	308	35	1
231	308	35	1
239	308	35	1
241	308	35	1
238	309	35	1
242	309	35	1
225	310	35	1
216	311	35	1
224	311	35	1
229	311	35	1
241	311	35	1
217	313	35	1
232	313	35	1
238	313	35	1
227	314	35	1
234	314	35	1
235	314	35	1
233	315	35	1
235	317	35	1
238	317	35	1
240	317	35	1
212	318	35	1
232	319	35	1
228	253	36	1
229	254	36	1
223	255	36	1
223	256	36	1
223	258	36	1
228	258	36	1
228	259	36	1
227	261	36	1
228	261	36	1
230	261	36	1
234	261	36	1
238	261	36	1
217	262	36	1
222	262	36	1
226	262	36	1
229	262	36	1
244	262	36	1
229	263	36	1
191	264	36	1
206	264	36	1
226	264	36	1
231	264	36	1
242	264	36	1
185	265	36	1
191	265	36	1
209	265	36	1
211	265	36	1
216	265	36	1
224	265	36	1
233	265	36	1
246	265	36	1
215	266	36	1
222	266	36	2
232	266	36	1
210	267	36	1
193	268	36	1
196	268	36	1
209	268	36	1
236	268	36	1
185	269	36	1
191	269	36	1
210	269	36	1
233	269	36	1
234	269	36	1
188	270	36	1
192	270	36	1
194	270	36	1
198	270	36	1
217	270	36	1
232	270	36	1
237	270	36	1
239	270	36	1
181	271	36	1
189	271	36	1
193	271	36	1
208	271	36	2
217	271	36	1
233	271	36	1
177	272	36	1
197	272	36	1
203	272	36	1
207	272	36	1
214	272	36	1
215	272	36	1
219	272	36	1
186	273	36	1
191	273	36	1
212	273	36	1
188	274	36	1
204	274	36	1
205	274	36	1
217	274	36	1
236	274	36	1
240	274	36	1
175	275	36	1
204	276	36	1
228	276	36	1
208	277	36	1
209	277	36	1
217	277	36	1
181	278	36	1
179	279	36	1
192	279	36	2
219	279	36	1
219	280	36	1
234	280	36	1
178	281	36	1
190	281	36	1
228	281	36	1
175	282	36	1
191	282	36	1
213	282	36	1
232	282	36	1
187	283	36	1
210	283	36	1
225	283	36	2
226	283	36	2
187	284	36	1
210	284	36	1
211	284	36	1
220	284	36	1
204	285	36	1
240	285	36	1
242	285	36	1
187	286	36	1
203	286	36	1
205	286	36	2
213	286	36	1
235	286	36	1
176	287	36	1
200	287	36	1
205	287	36	1
231	287	36	1
186	288	36	1
234	288	36	1
240	288	36	1
196	289	36	1
198	289	36	1
217	289	36	1
230	289	36	1
243	289	36	1
198	290	36	1
222	290	36	1
233	290	36	1
234	290	36	1
241	290	36	1
247	290	36	1
197	291	36	1
202	291	36	1
203	292	36	1
204	292	36	2
219	292	36	1
233	292	36	1
235	292	36	1
197	293	36	1
236	293	36	1
242	293	36	1
201	294	36	1
231	294	36	1
238	294	36	1
230	295	36	1
202	296	36	1
222	296	36	1
243	296	36	1
201	297	36	1
204	297	36	1
241	297	36	2
229	298	36	1
233	298	36	1
236	299	36	1
237	299	36	1
241	299	36	1
226	300	36	1
