x	y	z	Signaling by FGFR
225	262	30	1
227	262	30	1
231	262	30	2
240	262	30	1
242	262	30	1
245	262	30	1
247	262	30	3
249	262	30	1
251	262	30	2
179	263	30	1
182	263	30	1
185	263	30	2
186	263	30	1
189	263	30	2
210	263	30	2
218	263	30	1
224	263	30	2
226	263	30	1
230	263	30	1
232	263	30	3
233	263	30	1
242	263	30	4
246	263	30	1
247	263	30	1
248	263	30	1
178	264	30	1
188	264	30	1
194	264	30	1
195	264	30	1
225	264	30	1
226	264	30	1
227	264	30	2
228	264	30	1
230	264	30	1
232	264	30	3
233	264	30	2
236	264	30	2
239	264	30	1
240	264	30	1
241	264	30	2
245	264	30	2
249	264	30	1
183	265	30	3
191	265	30	3
197	265	30	1
200	265	30	2
205	265	30	1
210	265	30	1
211	265	30	1
213	265	30	1
217	265	30	2
219	265	30	1
224	265	30	1
229	265	30	5
231	265	30	1
232	265	30	3
234	265	30	1
235	265	30	2
236	265	30	2
242	265	30	2
244	265	30	2
247	265	30	2
248	265	30	1
187	266	30	1
188	266	30	3
189	266	30	1
193	266	30	1
194	266	30	1
195	266	30	1
197	266	30	1
211	266	30	1
212	266	30	1
213	266	30	3
215	266	30	2
219	266	30	1
226	266	30	1
230	266	30	1
232	266	30	1
233	266	30	1
238	266	30	1
239.5	266.5	30.5	2
240	266	30	1
243	266	30	2
249	266	30	1
176	267	30	1
182	267	30	1
191	267	30	1
192	267	30	1
193	267	30	1
194	267	30	2
199	267	30	1
219	267	30	1
225	267	30	1
231	267	30	1
232	267	30	1
235	267	30	2
236	267	30	1
237	267	30	2
244	267	30	2
245	267	30	2
246	267	30	2
250	267	30	1
172	268	30	1
182	268	30	1
188	268	30	2
190	268	30	2
191	268	30	2
195	268	30	1
196	268	30	2
205	268	30	1
206	268	30	2
207	268	30	2
213	268	30	1
214	268	30	1
217	268	30	2
223	268	30	1
226	268	30	1
228	268	30	3
237	268	30	1
238	268	30	2
239	268	30	1
240	268	30	1
243	268	30	1
245	268	30	2
246	268	30	1
248	268	30	1
249	268	30	1
250	268	30	1
172	269	30	1
177	269	30	1
180	269	30	1
182	269	30	2
191	269	30	1
194	269	30	2
196	269	30	2
197	269	30	1
199	269	30	1
204	269	30	1
211	269	30	1
213	269	30	1
215	269	30	1
216	269	30	1
222	269	30	1
233	269	30	1
236	269	30	1
237	269	30	1
238	269	30	3
240	269	30	1
242	269	30	2
243	269	30	1
247	269	30	1
248	269	30	1
249	269	30	1
250	269	30	3
252	269	30	2
178	270	30	1
181	270	30	1
184	270	30	1
187	270	30	2
194	270	30	1
196	270	30	1
198	270	30	2
200	270	30	2
201	270	30	1
207	270	30	1
215	270	30	3
217	270	30	4
227	270	30	1
230	270	30	2
232	270	30	1
233	270	30	3
234	270	30	1
238	270	30	2
244	270	30	2
249	270	30	2
176	271	30	1
183	271	30	1
185	271	30	1
187	271	30	1
188	271	30	1
200	271	30	3
204	271	30	2
206	271	30	1
208	271	30	1
216	271	30	2
225	271	30	1
229	271	30	1
238	271	30	1
239	271	30	2
243	271	30	1
249	271	30	3
180	272	30	3
181	272	30	1
203	272	30	1
206	272	30	2
207	272	30	1
216	272	30	1
223	272	30	3
233	272	30	1
236	272	30	1
239	272	30	1
240	272	30	1
242	272	30	3
244	272	30	1
247	272	30	1
250	272	30	1
181	273	30	1
182	273	30	1
183	273	30	3
203	273	30	2
206	273	30	2
210	273	30	3
211	273	30	2
213	273	30	4
214	273	30	2
232	273	30	2
234	273	30	1
235	273	30	1
236	273	30	1
240	273	30	1
241	273	30	1
246	273	30	4
177	274	30	1
181	274	30	2
185	274	30	3
203	274	30	2
208	274	30	3
209	274	30	1
236	274	30	1
251	274	30	2
175	275	30	1
179	275	30	1
182	275	30	2
183	275	30	3
211	275	30	2
212	275	30	1
233	275	30	1
235	275	30	1
237	275	30	2
238	275	30	1
244	275	30	1
249	275	30	1
250	275	30	1
179	276	30	2
186	276	30	1
205	276	30	1
206	276	30	1
233	276	30	2
236	276	30	3
238	276	30	1
241	276	30	1
243	276	30	1
246	276	30	3
249	276	30	2
250	276	30	4
253	276	30	2
180	277	30	3
205	277	30	1
206	277	30	1
208	277	30	1
232	277	30	2
235	277	30	1
237	277	30	1
238	277	30	1
241	277	30	1
243	277	30	2
245	277	30	4
250	277	30	2
175	278	30	1
203	278	30	1
206	278	30	1
237	278	30	1
238	278	30	1
239	278	30	4
248	278	30	1
249	278	30	1
250	278	30	1
206	279	30	1
207	279	30	1
219	279	30	1
221	279	30	1
238	279	30	3
241	279	30	1
244	279	30	2
245	279	30	2
246	279	30	2
247	279	30	2
249	279	30	1
250	279	30	1
252	279	30	1
175	280	30	3
183	280	30	2
206	280	30	1
219	280	30	2
226	280	30	1
232	280	30	2
233	280	30	1
235	280	30	2
236	280	30	1
237	280	30	2
241	280	30	1
245	280	30	1
252	280	30	3
173	281	30	1
217	281	30	1
218	281	30	1
223	281	30	2
224	281	30	2
233	281	30	2
235	281	30	2
240	281	30	2
242	281	30	2
244	281	30	1
245	281	30	1
246	281	30	1
247	281	30	1
254	281	30	1
172	282	30	1
181	282	30	1
182	282	30	1
210	282	30	2
219	282	30	1
221	282	30	1
229	282	30	1
232	282	30	2
233	282	30	1
234	282	30	1
235	282	30	1
236	282	30	2
240	282	30	1
241	282	30	1
244	282	30	2
245	282	30	2
246	282	30	1
247	282	30	2
254	282	30	2
256	282	30	1
179	283	30	1
205	283	30	1
209	283	30	2
215	283	30	2
219	283	30	1
221	283	30	1
223	283	30	1
232	283	30	4
234	283	30	1
240	283	30	5
241	283	30	1
242	283	30	1
244	283	30	2
248	283	30	2
249	283	30	2
251	283	30	1
252	283	30	1
173	284	30	2
177	284	30	1
180	284	30	1
181	284	30	1
219	284	30	1
220	284	30	1
221	284	30	1
224	284	30	1
225	284	30	1
226	284	30	2
230	284	30	3
231	284	30	1
233	284	30	1
236	284	30	1
238	284	30	1
241.666666666667	284.666666666667	31	2
242	284	30	2
243	284	30	1
244	284	30	3
245	284	30	2
249	284	30	1
250	284	30	2
251	284	30	1
252	284	30	1
206	285	30	1
211	285	30	1
220	285	30	1
222.5	285.5	30.5	1
223	285	30	1
225	285	30	2
229	285	30	1
233	285	30	1
236	285	30	2
237	285	30	1
242	285	30	2
245	285.666666666667	31	1
246	285	30	1
251	285	30	1
254	285	30	1
255	285	30	1
206	286	30	1
219	286	30	1
222	286	30	3
224	286	30	2
225	286	30	4
226	286	30	1
229	286	30	1
235	286	30	2
236	286	30	1
238	286	30	1
239	286	30	1
240	286	30	2
241	286	30	1
243	286	30	1
244	286	30	2
246	286	30	2
248	286	30	1
249	286	30	2
250	286	30	1
252	286	30	1
256	286	30	2
207	287	30	1
220	287	30	1
237	287.5	30.5	1
241	287	30	2
244	287	30	1
250	287	30	1
251	287	30	3
252	287	30	2
255	287	30	1
199	288	30	2
223	288	30	1
225	288	30	3
226	288	30	1
234	288	30	1
235	288	30	1
236	288	30	2
239	288	30	1
248	288	30	2
249	288	30	1
252	288	30	1
199	289	30	1
201	289	30	2
221	289	30	3
222	289	30	1
224	289	30	1
228	289	30	2
230	289	30	1
233	289	30	3
234	289	30	2
235	289	30	2
239	289	30	2
240	289	30	2
245	289	30	2
246	289	30	2
250	289	30	2
252	289	30	1
222	290	30	1
224	290	30	2
225	290	30	1
227	290	30	1
232	290	30	1
233	290	30	2
236	290	30	2
241	290	30	1
242	290	30	1
245	290	30	2
253	290	30	2
257	290	30	1
198	291	30	1
223	291	30	1
225	291	30	1
235	291	30	1
238	291	30	3
241	291	30	1
246	291	30	1
247	291	30	2
249	291	30	1
250	291	30	2
258	291	30	1
194	292	30	2
197	292	30	2
198	292	30	1
199	292	30	1
213	292	30	3
226	292	30	2
227	292	30	1
229	292	30	2
231	292	30	2
232	292	30	1
235	292	30	1
236	292	30	1
237	292	30	1
238	292	30	4
243	292	30	1
245	292	30	1
247	292	30	3
249	292	30	1
251	292	30	2
257	292	30	2
201	293	30	1
223	293	30	2
224	293	30	1
225	293	30	2
227	293	30	1
229	293	30	1
231	293	30	2
232	293	30	1
238	293	30	1
240	293	30	1
243	293	30	1
246	293	30	1
249	293	30	2
253	293	30	1
189	294	30	1
229	294	30	1
231	294	30	1
232	294	30	1
233	294	30	1
235	294	30	3
237	294	30	1
238	294	30	1
240	294	30	2
243	294	30	3
244	294	30	3
245	294	30	2
249	294	30	1
251	294	30	3
252	294	30	2
253	294	30	1
258	294	30	2
197	295	30	1
222	295	30	2
224	295	30	1
226	295	30	2
229	295	30	1
241	295	30	1
244	295	30	2
247	295	30	1
250	295	30	1
251	295	30	2
252	295	30	1
253	295	30	2
255	295	30	2
186	296	30	2
222	296	30	1
228	296	30	2
232	296	30	1
235	296	30	1
237	296	30	1
239	296	30	2
241	296	30	1
243	296	30	1
246	296	30	1
247	296	30	2
252	296	30	2
253	296	30	1
220	297	30	2
226	297	30	2
227	297	30	3
232	297	30	2
237	297	30	2
238	297	30	2
239	297	30	1
244	297	30	2
245	297	30	2
252	297	30	1
215	298	30	3
220	298	30	4
224	298	30	1
225	298	30	1
226	298	30	1
227	298	30	1
228	298	30	4
229	298	30	1
230	298	30	2
231	298	30	4
232	298	30	1
233	298	30	1
239	298	30	1
240	298	30	1
241	298	30	1
245	298	30	1
249	298	30	1
250	298	30	1
252	298	30	1
215	299	30	3
216	299	30	2
224	299	30	1
227	299	30	1
230	299	30	3
240	299	30	2
241	299	30	3
244	299	30	1
246	299	30	1
248	299	30	1
214	300	30	2
218	300	30	1
222	300	30	1
225	300	30	2
227	300	30	1
230	300	30	2
231	300	30	1
233	300	30	1
236	300	30	1
240	300	30	3
241	300	30	1
244	300	30	1
246	300	30	1
247	300	30	2
224	301	30	1
225	301	30	1
226	301	30	2
227	301	30	2
230	301	30	1
237	301	30	2
242	301	30	3
244	301	30	1
245	301	30	1
246	301	30	2
247	301	30	1
248	301	30	1
249	301	30	1
251	301	30	1
223	302	30	2
238	302	30	3
240	302	30	2
217	303	30	1
223	303	30	1
225	303	30	1
237	303	30	2
241	303	30	2
243	303	30	2
244	303	30	3
246	303	30	1
220	304	30	2
233	304	30	1
235	304	30	2
237	304	30	1
242	304	30	2
223	305	30	1
236	305	30	3
237	305	30	1
238	305	30	1
240	305	30	2
242	305	30	1
236	306	30	3
238	306	30	1
226	250	31	1
227	250	31	1
215	251	31	1
229	251	31	1
235	251	31	1
216	252	31	1
225	252	31	1
229	252	31	4
239	252	31	2
215	253	31	1
224	253	31	2
225	253	31	2
228	253	31	2
232	253	31	2
233	253	31	1
226	254	31	2
227	254	31	1
229	254	31	1
231	254	31	1
232	254	31	1
191	255	31	1
195	255	31	2
215	255	31	2
229	255	31	2
230	255	31	1
233	255	31	1
234	255	31	1
235	255	31	3
237	255	31	1
240	255	31	2
215	256	31	1
216	256	31	2
233	256	31	2
236	256	31	2
239	256	31	1
177	257	31	1
214	257	31	1
215	257	31	2
218	257	31	2
229	257	31	1
230	257	31	1
232	257	31	1
233	257	31	2
236	257	31	2
238	257	31	1
239	257	31	3
240	257	31	3
188	258	31	2
190	258	31	2
205	258	31	4
216	258	31	1
228	258	31	1
231	258	31	1
233	258	31	1
237	258	31	1
239	258	31	2
188	259	31	3
206	259	31	1
209	259	31	2
216	259	31	1
218	259	31	1
219	259	31	1
227	259	31	1
229	259	31	1
231	259	31	4
232	259	31	1
235	259	31	1
237	259	31	1
242	259	31	1
186	260	31	1
187	260	31	2
190	260	31	1
191	260	31	1
195	260	31	1
212	260	31	2
218	260	31	1
221	260	31	1
224	260	31	1
227	260	31	3
235	260	31	1
239	260	31	1
240	260	31	1
242	260	31	1
244	260	31	1
245	260	31	1
246	260	31	1
181	261	31	1
184	261	31	1
187	261	31	4
188	261	31	1
193	261	31	2
195	261	31	2
208	261	31	1
210	261	31	2
211	261	31	2
213	261	31	3
216	261	31	2
217	261	31	1
224	261	31	1
227	261	31	1
229	261	31	3
230	261	31	3
234	261	31	1
235	261	31	2
239	261	31	1
243	261	31	2
245	261	31	1
249	261	31	2
186	262	31	1
194	262	31	1
195	262	31	1
207	262	31	1
211	262	31	1
216	262	31	2
219	262	31	1
223	262	31	2
225	262	31	3
226	262	31	2
227	262	31	1
230	262	31	1
235	262	31	1
236	262	31	2
238	262	31	5
246	262	31	1
248	262	31	2
249	262	31	1
185	263	31	1
186	263	31	2
187	263	31	2
189	263	31	1
193	263	31	1
197	263	31	1
215	263	31	1
216	263	31	3
217	263	31	1
220	263	31	3
221	263	31	1
223	263	31	1
228	263	31	3
229	263	31	2
230	263	31	1
232	263	31	2
238	263	31	1
245	263	31	1
248	263	31	1
178	264	31	1
184	264	31	2
185	264	31	2
187	264	31	1
189	264	31	3
197	264	31	2
199	264	31	1
209	264	31	2
210	264	31	2
215	264	31	1
217	264	31	1
218	264	31	1
221	264	31	2
223	264	31	3
224	264	31	1
226	264	31	3
228	264	31	2
231	264	31	1
240	264	31	1
244	264	31	2
248	264	31	4
249	264	31	1
184	265	31	2
185	265	31	1
192	265	31	1
196	265	31	2
214	265	31	1
216	265	31	2
222	265	31	2
226	265	31	1
229	265	31	3
233	265	31	1
235	265	31	2
239	265	31	3
245	265	31	1
246	265	31	3
248	265	31	1
250	265	31	4
186	266	31	2
187	266	31	2
189	266	31	2
191	266	31	1
194	266	31	2
198	266	31	1
213	266	31	2
215	266	31	1
217	266	31	2
219	266	31	1
220	266	31	1
221	266	31	2
228	266	31	2
229	266	31	1
231	266	31	1
233	266	31	1
236	266	31	2
241	266	31	1
243	266	31	3
244	266	31	1
245	266	31	3
248	266	31	2
251	266	31	1
176	267	31	1
177	267	31	2
182	267	31	1
183	267	31	2
192	267	31	1
193	267	31	1
197	267	31	2
199	267	31	1
211	267	31	1
216	267	31	2
217	267	31	3
219	267	31	1
222	267	31	1
223	267	31	1
224	267	31	1
228	267	31	1
229	267	31	3
230	267	31	1
237	267	31	1
241	267	31	2
242	267	31	1
244	267	31	1
248	267	31	2
183	268	31	1
184	268	31	1
193	268	31	1
195	268	31	1
197	268	31	1
198	268	31	1
205	268	31	2
210	268	31	1
213	268	31	1
216	268	31	1
219	268	31	1
222	268	31	1
224	268	31	3
225	268	31	1
234	268	31	1
238	268	31	1
240	268	31	1
243	268	31	2
244	268	31	1
184	269	31	4
188	269	31	3
193	269	31	2
194	269	31	2
198	269	31	2
199	269	31	1
201	269	31	1
209	269	31	1
214	269	31	1
234	269	31	1
235	269	31	2
238	269	31	1
239	269	31	1
240	269	31	3
242	269	31	1
243	269	31	2
247	269	31	1
252	269	31	1
178	270	31	1
180	270	31	2
194	270	31	1
196	270	31	1
198	270	31	1
199	270	31	3
200	270	31	2
207	270	31	1
216	270	31	2
217	270	31	1
234	270	31	2
242	270	31	1
248	270	31	2
250	270	31	3
172	271	31	1
174	271	31	1
178	271	31	1
182	271	31	1
185	271	31	3
198	271	31	2
200	271	31	1
203	271	31	1
204	271	31	2
210	271	31	1
212	271	31	1
213	271	31	1
214	271	31	1
216	271	31	2
217	271	31	3
224	271	31	1
231	271	31	1
233	271	31	1
235	271	31	4
244	271	31	1
247	271	31	1
182	272	31	2
203	272	31	2
205	272	31	2
206	272	31	2
208	272	31	3
210	272	31	1
211	272	31	4
212	272	31	1
213	272	31	2
214	272	31	2
218	272	31	1
225	272	31	2
226	272	31	1
227	272	31	1
232	272	31	1
234	272	31	1
235	272	31	2
237	272	31	1
238	272	31	2
240	272	31	2
243	272	31	2
248	272	31	2
249	272	31	1
250	272	31	2
251	272	31	2
176	273	31	4
181	273	31	1
183	273	31	1
184	273	31	2
207	273	31	2
211	273	31	2
212	273	31	1
214	273	31	1
215	273	31	1
229	273	31	1
238	273	31	2
239	273	31	1
240	273	31	2
242	273	31	3
175	274	31	2
179	274	31	3
180	274	31	1
182	274	31	1
185	274	31	1
204	274	31	1
205	274	31	1
209	274	31	1
210	274	31	2
213	274	31	1
214	274	31	1
216	274	31	4
225	274	31	1
226	274	31	2
229	274	31	1
230	274	31	1
237	274	31	1
240	274	31	2
241	274	31	2
243	274	31	1
250	274	31	2
252	274	31	2
182	275	31	1
201	275	31	1
205	275	31	1
211	275	31	1
231	275	31	1
235	275	31	2
236	275	31	1
237	275	31	1
238	275	31	1
241	275	31	1
250	275	31	1
176	276	31	2
181	276	31	1
184	276	31	1
198	276	31	1
205	276	31	1
226	276	31	1
233	276	31	2
234	276	31	1
238	276	31	1
239	276	31	3
240	276	31	2
241	276	31	1
243	276	31	1
253	276	31	1
174	277	31	3
233	277	31	1
234	277	31	2
236	277	31	2
237	277	31	3
240	277	31	1
241	277	31	2
243	277	31	1
244	277	31	2
245	277	31	1
249	277	31	3
207	278	31	1
208	278	31	1
224	278	31	2
236	278	31	2
237	278	31	1
243	278	31	2
244	278	31	1
245	278	31	1
180	279	31	1
207	279	31	3
216	279	31	2
219	279	31	2
234	279	31	1
235	279	31	2
236	279	31	2
237	279	31	2
238	279	31	1
245	279	31	1
246	279	31	1
247	279	31	1
249	279	31	2
253	279	31	2
254	279	31	1
175	280	31	1
181	280	31	2
205	280	31	2
219	280	31	1
221	280	31	1
226	280	31	1
232	280	31	1
235	280	31	1
236	280	31	1
237	280	31	1
247	280	31	1
251	280	31	1
176	281	31	1
184	281	31	1
210	281	31	2
219	281	31	1
220	281	31	1
223	281	31	2
228	281	31	1
231	281	31	1
237	281	31	2
239	281	31	1
240	281	31	2
244	281	31	1
248	281	31	1
250	281	31	1
251	281	31	1
173	282	31	1
175	282	31	3
178	282	31	1
180	282	31	3
181	282	31	1
219	282	31	2
220	282	31	1
221	282	31	1
223	282	31	1
225	282	31	1
231	282	31	2
232	282	31	1
233	282	31	1
235	282	31	1
239	282	31	1
240	282	31	1
241	282	31	2
244	282	31	2
245	282	31	5
246	282	31	1
248	282	31	2
249	282	31	1
250	282	31	2
252	282	31	2
254	282	31	1
179	283	31	2
182	283	31	2
184	283	31	2
208	283	31	2
209	283	31	1
221	283	31	1
223	283	31	2
224	283	31	1
228	283	31	1
232	283	31	1
234	283	31	2
235	283	31	1
239	283	31	2
240	283	31	1
241	283	31	1
242	283	31	1
244	283	31	2
251	283	31	2
252	283	31	4
253	283	31	1
175	284	31	3
176	284	31	2
177	284	31	1
179	284	31	3
180	284	31	3
181	284	31	2
182	284	31	1
212	284	31	1
222	284	31	1
224	284	31	3
231	284	31	1
237	284	31	1
238	284	31	1
241	284	31	1
249	284	31	3
250	284	31	2
254	284	31	1
256	284	31	2
173	285	31	3
178	285	31	3
219	285	31	2
220	285	31	1
223	285	31	1
225	285	31	1
226	285	31	1
229	285	31	1
231	285	31	1
235	285	31	1
238	285.5	31.5	2
240	285	31	2
243	285	31	1
245	285	31	1
252	285	31	3
253	285	31	1
255	285	31	1
256	285	31	1
180	286	31	1
204	286	31	2
219	286	31	1
222	286	31	2
224	286	31	3
225	286	31	1
231	286	31	2
238	286	31	1
239	286	31	1
246	286	31	2
249	286	31	1
190	287	31	1
221	287	31	1
222	287	31	1
223	287	31	1
227	287	31	1
228	287	31	1
229	287	31	3
230	287	31	1
231	287	31	3
234	287	31	2
236	287	31	1
239	287	31	1
241	287	31	2
243	287	31	1
244	287	31	1
246	287	31	2
248	287	31	1
250	287	31	1
252	287	31	1
253	287	31	1
255	287	31	2
256	287	31	1
186	288	31	1
187	288	31	1
220	288	31	2
221	288	31	1
222	288	31	3
225	288	31	1
231	288	31	1
234	288	31	1
236	288	31	1
241	288	31	1
244	288	31	1
245	288	31	1
249	288	31	1
200	289	31	2
205	289	31	1
221	289	31	1
222	289	31	1
224	289	31	1
227	289	31	1
228	289	31	1
231	289	31	1
233	289	31	2
234	289	31	1
235	289	31	2
237	289	31	2
238	289	31	1
240	289	31	2
247	289	31	1
250	289	31	1
252	289	31	1
254	289	31	2
221	290	31	1
222	290	31	1
225	290	31	1
231	290	31	1
234	290	31	1
237	290	31	2
240	290	31	1
241	290	31	1
242	290	31	1
246	290	31	2
247	290	31	2
248	290	31	1
197	291	31	2
199	291	31	3
200	291	31	1
222	291	31	2
223	291	31	1
226	291	31	2
228	291	31	2
229	291	31	1
231	291	31	1
235	291	31	3
237	291	31	1
240	291	31	2
241	291	31	1
242	291	31	1
247	291	31	1
249	291	31	1
255	291	31	1
198	292	31	1
199	292	31	1
201	292	31	1
222	292	31	2
227	292	31	1
231	292	31	1
232	292	31	2
236	292	31	1
243	292	31	2
247	292	31	1
250	292	31	1
251	292	31	1
252	292	31	2
254	292	31	1
256	292	31	1
257	292	31	2
198	293	31	1
225	293	31	1
229	293	31	1
232	293	31	3
234	293	31	3
235	293	31	2
236	293	31	1
238	293	31	4
241	294	32.8	1
242	293	31	2
243	293	31	2
248	293	31	1
256	293	31	1
198	294	31	1
202	294	31	1
209	294	31	3
220	294	31	2
221	294	31	2
222	294	31	1
224	294	31	1
225	294	31	1
227	294	31	1
228	294	31	1
232	294	31	1
240	294	31	1
243	294	31	1
244	294	31	1
245	294	31	2
246	294	31	1
247	294	31	1
251	294	31	2
252	294	31	1
198	295	31	2
202	295	31	2
221	295	31	2
223	295	31	3
225	295	31	1
231	295	31	3
232	295	31	2
234	295	31	2
235	295	31	1
241	295	31	1
242	295	31	2
244	295	31	2
247	295	31	2
255	295	31	1
257	295	31	2
188	296	31	1
197	296	31	1
200	296	31	1
215	296	31	1
222	296	31	1
223	296	31	1
224	296	31	1
225	296	31	2
234	296	31	1
236	296	31	1
245	296	31	1
252	296	31	2
195	297	31	1
221	297	31	2
223	297	31	1
224	297	31	3
225	297	31	1
227	297	31	2
231	297	31	1
234	297	31	1
235	297	31	3
239	297	31	1
241	297	31	2
243	297	31	3
252	297	31	1
255	297	31	1
223	298	31	1
226	298	31	2
228	298	31	1
229	298	31	2
232	298	31	1
235	298	31	1
237	298	31	1
238	298	31	1
239	298	31	2
240	298	31	3
242	298	31	1
245	298	31	3
247	298	31	3
250	298	31	1
251	298	31	1
252	298	31	3
229	299	31	1
230	299	31	1
237	299	31	1
243	299	31	2
245	299	31	1
248	299	31	1
251	299	31	2
223	300	31	1
225	300	31	2
226	300	31	2
227	300	31	1
231	300	31	2
237	300	31	1
238	300	31	2
241	300	31	2
244	300	31	1
246	300	31	1
247	300	31	2
248	300	31	1
249	300	31	1
216	301	31	1
224	301	31	2
225	301	31	3
226	301	31	1
228	301	31	1
230	301	31	3
233	301	31	1
234	301	31	2
237	301	31	3
241	301	31	1
243	301	31	2
247	301	31	2
248	301	31	1
222	302	31	1
224	302	31	1
229	302	31	1
231	302	31	1
236	302	31	1
242	302	31	1
248	302	31	2
223	303	31	1
224	303	31	1
231	303	31	1
232	303	31	1
233	303	31	2
235	303	31	2
236	303	31	1
237	303	31	2
239	303	31	3
243	303	31	1
244	303	31	3
245	303	31	2
232	304	31	2
235	304	31	2
237	304	31	2
238	304	31	2
243	304	31	1
224	305	31	4
234	305	31	2
235	305	31	1
236	305	31	2
237	305	31	3
242	305	31	1
233	306	31	1
223	307	31	2
234	307	31	1
225	308	31	2
226	309	31	1
215	251	32	1
226	251	32	1
228	251	32	1
214	252	32	2
216	252	32	2
217	252	32	3
235	252	32	1
193	253	32	1
214	253	32	1
215	253	32	2
216	253	32	3
217	253	32	1
218	253	32	1
221	253	32	2
223	253	32	1
229	253	32	2
231	253	32	1
216	254	32	1
223	254	32	1
225	254	32	1
227	254	32	2
230	254	32	1
232	254	32	1
235	254	32	3
236	254	32	5
238	254	32	1
239	254	32	2
188	255	32	1
214	255	32	1
215	255	32	1
216	255	32	1
217	255	32	1
218	255	32	2
219	255	32	1
223	255	32	2
224	255	32	1
228	255	32	1
232	255	32	1
235	255	32	2
236	255	32	1
237	255	32	1
240	255	32	1
177	256	32	2
210	256	32	2
215	256	32	1
216	256	32	1
219	256	32	1
227	256	32	2
229	256	32	1
234	256	32	1
236	256	32	1
237	256	32	1
240	256	32	3
242	256	32	1
192	257	32	1
193	257	32	3
203	257	32	3
210	257	32	1
228	257	32	1
230	257	32	3
232	257	32	1
240	257	32	1
182	258	32	3
214	258	32	2
216	258	32	1
219	258	32	1
220	258	32	3
226	258	32	1
231	258	32	1
232	258	32	2
237	258	32	1
239	258	32	2
240	258	32	2
241	258	32	1
246	258	32	1
188	259	32	1
193	259	32	1
201	259	32	1
211	259	32	1
213	259	32	2
216	259	32	1
217	259	32	1
219	259	32	3
229	259	32	1
230	259	32	3
231	259	32	1
234	259	32	2
237	259	32	1
245	259	32	1
192	260	32	2
203	260	32	2
210	260	32	1
214	260	32	1
220	260	32	2
228	260	32	2
230	260	32	1
234	260	32	2
235	260	32	2
236	260	32	1
237	260	32	1
238	260	32	2
243	260	32	5
245	260	32	1
246	260	32	2
248	260	32	1
186	261	32	2
210	261	32	1
211	261	32	2
212	261	32	1
215	261	32	1
216	261	32	2
217	261	32	3
218	261	32	1
220	261	32	1
224	261	32	1
229	261	32	1
230	261	32	1
231	261	32	1
239	261	32	1
242	261	32	1
244	261	32	1
245	261	32	3
246	261	32	1
186	262	32	2
189	262	32	1
196	262	32	1
197	262	32	1
198	262	32	1
210	262	32	3
215.5	262.5	32.5	1
217	262	32	2
219	262	32	1
224	262	32	1
225	262	32	1
228	262	32	1
230	262	32	1
231	262	32	2
233	262	32	1
236	262	32	2
238	262	32	1
240	262	32	1
242	262	32	1
243	262	32	1
245	262	32	2
247	262	32	1
248	262	32	1
250	262	32	1
189	263	32	2
198	263	32	1
204	263	32	1
208	263	32	1
213	263	32	2
215	263	32	1
220	263	32	1
225	263	32	2
226	263	32	1
227	263	32	1
230	263	32	2
232	263	32	2
233	263	32	3
241	263	32	1
245	263	32	1
246	263	32	1
247	263	32	1
249	263	32	3
251	263	32	2
189	264	32	1
190	264	32	1
191	264	32	1
192	264	32	2
193	264	32	1
194	264	32	2
199	264	32	3
200	264	32	2
202	264	32	1
204	264	32	1
210	264	32	3
212	264	32	1
216	264	32	1
221	264	32	1
222	264	32	1
223	264	32	1
224	264	32	1
227	264	32	3
228	264	32	3
233	264	32	1
238	264	32	3
239	264	32	2
240	264	32	2
246	264	32	3
176	265	32	1
184	265	32	1
186	265	32	2
187	265	32	2
189	265	32	2
191	265	32	1
196	265	32	1
198	265	32	3
206	265	32	2
211	265	32	2
213	265	32	1
215	265	32	1
217	265	32	1
218	265	32	2
221	265	32	2
222	265	32	2
226	265	32	1
229	265	32	1
232	265	32	1
233	265	32	1
234	265	32	1
235	265	32	2
239	265	32	1
243	265	32	3
244	265	32	2
248	265	32	2
251	265	32	1
178	266	32	2
184	266	32	1
186	266	32	1
188	266	32	1
189	266	32	1
194	266	32	3
196	266	32	1
197	266	32	3
203	266	32	1
212	266	32	2
214	266	32	2
216	266	32	1
218	266	32	1
222	266	32	3
224	266	32	1
228	266	32	2
229	266	32	2
230	266	32	3
232	266	32	2
234	266	32	2
235	266	32	1
236	266	32	2
237	266	32	2
238	266	32	1
239	266	32	2
240	266	32	1
241	266	32	4
243	266	32	1
245	266	32	1
247	266	32	1
248	266	32	1
249	266	32	1
182	267	32	1
183	267	32	1
184	267	32	5
186	267	32	1
191	267	32	2
192	267	32	1
194	267	32	1
196	267	32	1
208	267	32	2
209	267	32	2
216	267	32	1
221	267	32	2
222	267	32	1
228	267	32	1
229	267	32	4
231	267	32	1
237	267	32	1
238	267	32	1
239	267	32	2
242	267	32	1
243	267	32	1
249	267	32	1
252	267	32	2
186	268	32	1
188	268	32	1
189	268	32	1
194	268	32	1
195	268	32	1
198	268	32	1
206	268	32	2
211	268	32	2
212	268	32	2
213	268	32	2
220	268	32	1
224	268	32	1
228	268	32	3
231	268	32	2
233	268	32	2
243	268	32	2
245	268	32	2
246	268	32	3
247	268	32	2
248	268	32	1
252	268	32	1
253	268	32	1
175	269	32	1
176	269	32	1
181	269	32	1
186	269	32	1
187	269	32	1
191	269	32	4
193	269	32	2
194	269	32	2
204	269	32	1
209	269	32	2
210	269	32	1
