x	y	z	Signaling by FGFR
240	283	35	1
241	283	35	3
243	283	35	3
244	283	35	1
245	283	35	5
247	283	35	1
176	284	35	1
177	284	35	1
184	284	35	2
185	284	35	5
186	284	35	1
187	284	35	1
188	284	35	2
191	284	35	1
200	284	35	2
203	284	35	1
206	284	35	1
207	284	35	1
208	284	35	3
209	284	35	1
212	284	35	1
214	284	35	2
218	284	35	1
219	284	35	1
220	284	35	1
222	284	35	2
225	284	35	2
226	284	35	2
229	284	35	2
230	284	35	1
233	284	35	1
235	284	35	3
237	284	35	2
238	284	35	2
241	284	35	1
242	284	35	1
244	284	35	2
245	284	35	2
246	284	35	4
247	284	35	1
248	284	35	4
176	285	35	2
177	285	35	1
178	285	35	5
180	285	35	1
188	285	35	2
189	285	35	3
201	285	35	1
205	285	35	1
206	285	35	1
208	285	35	2
217	285	35	1
221	285	35	1
222	285	35	1
225	285	35	2
234	285	35	1
236	285	35	1
240	285	35	1
241	285	35	1
242	285	35	3
243	285	35	1
245	285	35	1
246	285	35	1
174	286	35	4
175	286	35	1
181	286	35	1
183	286	35	1
185	286	35	3
186	286	35	1
188	286	35	3
196	286	35	4
198	286	35	1
199	286	35	1
200	286	35	1
201	286	35	3
202	286	35	1
204	286	35	1
205	286	35	1
207	286	35	3
208	286	35	2
209	286	35	2
211	286	35	1
213	286	35	2
216	286	35	1
218	286	35	2
223	286	35	1
224	286	35	1
225	286	35	1
229	286	35	1
231	286	35	2
233	286	35	2
234	286	35	1
238	286	35	1
243	286	35	1
246	286	35	1
248	286	35	1
174	287	35	2
175	287	35	2
182	287	35	1
185	287	35	2
187	287	35	3
188	287	35	2
189	287	35	1
190	287	35	1
194	287	35	1
196	287	35	4
199	287	35	3
203	287	35	2
205	287	35	1
206	287	35	2
219	287	35	2
221	287	35	2
228	287	35	3
229	287	35	2
230	287	35	1
233	287	35	1
237	287	35	1
239	287	35	1
242	287	35	1
243	287	35	1
247	287	35	1
176	288	35	3
183	288	35	2
188	288	35	1
189	288	35	2
190	288	35	1
194	288	35	1
199	288	35	1
201	288	35	1
204	288	35	1
205	288	35	2
218	288	35	3
219	288	35	2
220	288	35	1
223	288	35	2
224	288	35	1
228	288	35	1
232	288	35	1
236	288	35	1
238	288	35	2
239	288	35	1
245	288	35	2
174	289	35	2
175	289	35	1
177	289	35	2
186	289	35	1
189	289	35	1
190	289	35	2
193	289	35	3
199	289	35	1
205	289	35	2
220	289	35	1
224	289	35	2
226	289	35	1
228	289	35	2
235	289	35	2
238	289	35	4
239	289	35	1
244	289	35	1
248	289	35	1
184	290	35	1
185	290	35	1
186	290	35	1
187	290	35	1
190	290	35	1
195	290	35	1
198	290	35	1
199	290	35	1
200	290	35	2
201	290	35	1
203	290	35	1
204	290	35	1
206	290	35	1
222	290	35	1
225	290	35	1
234	290	35	1
235	290	35	2
238	290	35	2
242	290	35	2
243	290	35	1
244	290	35	1
247	290	35	1
248	290	35	1
176	291	35	1
185	291	35	1
194	291	35	2
196	291	35	2
200	291	35	4
201	291	35	1
205	291	35	2
206	291	35	1
216	291	35	2
222	291	35	1
223	291	35	2
226	291	35	1
230	291	35	1
234	291	35	2
236	291	35	1
237	291	35	3
239	291	35	1
242	291	35	2
174	292	35	2
183	292	35	1
187	292	35	1
188	292	35	1
193	292	35	1
194	292	35	1
197	292	35	2
199	292	35	1
200	292	35	3
201	292	35	1
221	292	35	2
222	292	35	4
223	292	35	1
226	292	35	1
228	292	35	1
231	292	35	1
232	292	35	1
243	292	35	3
245	292	35	1
247	292	35	2
181	293	35	3
182	293	35	1
185	293	35	1
195	293	35	1
196	293	35	6
197	293	35	3
198	293	35	1
203	293	35	1
204	293	35	3
227	293	35	2
228	293	35	1
230	293	35	2
232	293	35	4
233	293	35	1
234	293	35	1
235	293	35	2
236	293	35	1
242	293	35	2
181	294	35	1
183	294	35	2
185	294	35	3
187	294	35	2
188	294	35	1
190	294	35	1
198	294	35	1
199	294	35	1
201	294	35	2
218	294	35	2
220	294	35	2
221	294	35	1
223	294	35	1
225	294	35	1
226	294	35	1
228	294	35	2
231	294	35	1
236	294	35	4
237	294	35	3
239	294	35	4
241	294	35	1
245	294	35	2
181	295	35	1
191	295	35	2
194	295	35	1
197	295	35	2
202	295	35	3
203	295	35	1
226	295	35	1
227	295	35	1
233	295	35	3
238	295	35	1
242	295	35	1
245	295	35	3
247	295	35	2
248	295	35	2
249	295	35	1
197	296	35	1
200	296	35	2
201	296	35	1
203	296	35	2
221	296	35	1
222	296	35	1
223	296	35	1
229	296	35	1
236	296	35	1
237	296	35	1
242	296	35	2
194	297	35	1
197	297	35	2
198	297	35	4
199	297	35	1
221	297	35	2
226	297	35	1
227	297	35	1
230	297	35	2
236	297	35	1
238	297	35	1
240	297	35	2
243	297	35	5
245	297	35	1
247	297	35	3
181	298	35	1
196	298	35	1
198	298	35	2
203	298	35	2
219	298	35	3
222	298	35	2
228	298	35	1
229	298	35	1
234	298	35	2
236	298	35	2
239	298	35	1
244	298	35	1
245	298	35	1
247	298	35	2
195	299	35	1
196	299	35	1
199	299	35	2
200	299	35	2
202	299	35	1
227	299	35	1
228	299	35	1
236	299	35	3
240	299	35	1
241	299	35	3
242	299	35	2
197	300	35	1
208	300	35	2
224	300	35	1
226	300	35	2
228	300	35	1
235	300	35	2
236	300	35	1
242	300	35	1
194	301	35	1
198	301	35	1
224	301	35	1
229	301	35	3
231	301	35	1
235	301	35	1
236	301	35	2
238	301	35	1
240	301	35	1
242	301	35	1
243	301	35	2
222	302	35	2
223	302	35	3
224	302	35	1
225	302	35	2
226	302	35	1
227	302	35	1
228	302	35	2
229	302	35	1
230	302	35	2
238	302	35	1
239	302	35	1
240	302	35	4
242	302	35	1
244	302	35	2
223	303	35	1
225	303	35	2
229	303	35	1
230	303	35	1
231	303	35	1
233	303	35	1
234	303	35	1
238	303	35	1
242	303	35	2
243	303	35	1
225	304	35	1
226	304	35	1
227	304	35	1
232	304	35	2
240	304	35	2
241	304	35	1
243	304	35	1
195	305	35	1
207	305	35	1
223	305	35	2
225	305	35	3
227	305	35	1
232	305	35	2
233	305	35	2
235	305	35	1
237	305	35	3
238	305	35	1
240	305	35	1
241	305	35	2
242	305	35	3
220	306	35	1
222	306	35	1
223	306	35	2
224	306	35	1
227	306	35	1
228	306	35	1
229	306	35	1
230	306	35	1
231	306	35	2
233	306	35	1
235	306	35	2
236	306	35	1
195	307	35	3
221	307	35	1
222	307	35	1
224	307	35	1
231	307	35	1
232	307	35	3
233	307	35	1
234	307	35	2
235	307	35	1
237	307	35	1
238	307	35	1
239	307	35	4
240	307	35	2
241	307	35	2
243	307	35	1
203	308	35	1
206	308	35	1
224	308	35	1
227	308	35	2
228	308	35	1
232	308	35	1
237	308	35	1
239	308	35	3
241	308	35	1
202	309	35	1
222	309	35	4
228	309	35	2
229	309	35	1
235	309	35	2
238	309	35	2
240	309	35	1
218	310	35	2
219	310	35	3
222	310	35	1
223	310	35	1
225	310	35	2
227	310	35	2
230	310	35	3
235	310	35	1
236	310	35	2
213	311	35	1
214	311	35	3
216	311	35	2
219	311	35	1
220	311	35	1
221	311	35	1
222	311	35	1
223	311	35	1
224	311	35	1
236	311	35	1
238	311	35	1
240	311	35	1
213	312	35	1
225	312	35	1
226	312	35	1
231	312	35	3
232	312	35	2
234	312	35	1
236	312	35	2
237	312	35	2
242	312	35	1
217	313	35	1
223	313	35	1
226	313	35	2
228	313	35	1
229	313	35	1
234	313	35	2
236	313	35	2
237	313	35	2
221	314	35	2
225	314	35	5
227	314	35	2
228	314	35	4
230	314	35	1
232	314	35	1
233	314	35	1
234	314	35	1
235	314	35	3
236	314	35	1
237	314	35	1
226	315	35	1
230	315	35	2
234	315	35	1
236	315	35	2
237	315	35	1
210	316	35	1
232	316	35	1
234	316	35	3
236	316	35	1
238	316	35	1
227	317	35	1
230	317	35	1
233	317	35	1
234	317	35	1
235	317	35	2
238	317	35	1
239	317	35	2
212	318	35	1
233	318	35	1
237	318	35	1
228	253	36	2
229	254	36	1
223	255	36	3
224	255	36	3
218	256	36	1
219	256	36	2
223	256	36	1
218	257	36	1
225	257	36	1
226	257	36	1
227	257	36	1
228	257	36	3
216	258	36	1
218	258	36	1
221	258	36	2
222	258	36	2
224	258	36	1
225	258	36	3
228	258	36	1
229	258	36	3
218	259	36	4
219	259	36	2
220	259	36	3
221	259	36	1
222	259	36	2
223	259	36	1
224	259	36	3
226	259	36	1
227	259	36	1
228	259	36	4
229	259	36	1
232	259	36	1
237	259	36	1
212	260	36	1
216	260	36	2
219	260	36	2
224	260	36	3
225	260	36	1
226	260	36	1
235	260	36	1
238	260	36	2
240	260	36	1
216	261	36	2
217	261	36	1
222	261	36	1
226	261	36	1
228	261	36	1
229	261	36	1
232	261	36	1
234	261	36	1
237	261	36	3
238	261	36	1
190	262	36	1
192	262	36	1
210	262	36	2
212	262	36	1
215	262	36	1
217	262	36	2
221	262	36	1
222	262	36	1
223	262	36	1
224	262	36	2
227	262	36	1
229	262	36	1
230	262	36	1
231	262	36	1
240	262	36	1
242	262	36	1
244	262	36	2
245	262	36	1
191	263	36	2
216	263	36	1
219	263	36	1
221	263	36	1
222	263	36	3
225	263	36	1
226	263	36	4
227	263	36	1
229	263	36	1
235	263	36	3
236	263	36	2
239	263	36	1
242	263	36	1
244	263	36	2
186	264	36	1
188	264	36	1
191	264	36	1
209	264	36	2
212	264	36	1
214	264	36	1
215	264	36	1
216	264	36	2
217	264	36	1
220	264	36	1
222	264	36	2
223	264	36	1
225	264	36	1
230	264	36	1
231	264	36	1
233	264	36	1
234	264	36	1
239	264	36	1
240	264	36	1
242	264	36	2
243	264	36	2
246	264	36	1
249	264	36	1
250	264	36	2
188	265	36	1
189	265	36	2
191	265	36	1
194	265	36	2
196	265	36	2
209	265	36	2
215	265	36	1
216	265	36	2
222	265	36	1
224	265	36	1
226	265	36	1
230	265	36	4
231	265	36	1
232	265	36	1
235	265	36	1
237	265	36	2
242	265	36	1
243	265	36	1
245	265	36	2
247	265	36	1
186	266	36	2
187	266	36	2
188	266	36	1
195	266	36	1
196	266	36	1
205	266	36	3
207	266	36	2
211	266	36	1
217	266	36	2
226	266	36	1
229	266	36	1
231	266	36	2
233	266	36	2
234	266	36	1
235	266	36	2
238	266	36	1
243	266	36	2
244	266	36	1
248	266	36	4
193	267	36	1
196	267	36	1
208	267	36	2
209	267	36	2
210	267	36	2
211	267	36	2
214	267	36	1
216	267	36	2
217	267	36	1
218	267	36	1
219	267	36	1
229	267	36	1
232	267	36	1
239	267	36	1
240	267	36	3
241	267	36	1
249	267	36	1
188	268	36	3
193	268	36	3
195	268	36	4
205	268	36	2
209	268	36	1
210	268	36	1
214	268	36	2
222	268	36	1
223	268	36	4
232	268	36	1
233	268	36	1
235	268	36	2
236	268	36	1
240	268	36	3
241	268	36	1
250	268	36	1
186	269	36	3
188	269	36	1
194	269	36	1
200	269	36	2
208	269	36	1
210	269	36	1
211	269	36	2
213	269	36	1
217	269	36	1
219	269	36	1
222	269	36	1
232	269	36	2
233	269	36	2
240	269	36	1
249	269	36	1
185	270	36	1
189	270	36	4
191	270	36	2
192	270	36	2
195	270	36	1
198	270	36	1
203	270	36	1
214	270	36	2
216	270	36	3
217	270	36	1
220	270	36	2
221	270	36	2
230	270	36	2
232	270	36	2
238	270	36	2
240	270	36	1
176	271	36	2
178	271	36	1
198	271	36	2
207	271	36	1
208	271	36	1
211	271	36	2
212	271	36	5
214	271	36	1
217	271	36	3
233	271	36	1
236	271	36	1
239	271	36	1
248	271	36	2
249	271	36	1
175	272	36	1
177	272	36	1
190	272	36	1
193	272	36	2
207	272	36	2
211	272	36	1
213	272	36	3
214	272	36	1
215	272	36	1
217	272	36	1
230	272	36	3
233	272	36	3
236	272	36	2
239	272	36	2
240	272	36	1
186	273	36	2
190	273	36	1
198	273	36	2
204	273	36	1
205	273	36	2
207	273	36	1
211	273	36	3
212	273	36	1
217	273	36	2
236	273	36	1
179	274	36	1
185	274	36	3
203	274	36	1
205	274	36	2
208	274	36	1
212	274	36	2
216	274	36	1
217	274	36	1
220	274	36	1
233	274	36	1
239	274	36	1
175	275	36	1
184	275	36	1
205	275	36	1
206	275	36	3
207	275	36	1
209	275	36	1
217	275	36	4
219	275	36	1
243	275	36	3
180	276	36	1
181	276	36	1
206	276	36	1
211	276	36	3
216	276	36	1
219	276	36	2
220	276	36	2
222	276	36	1
228	276	36	1
240	276	36	1
175	277	36	1
189	277	36	2
206	277	36	1
207	277	36	1
208	277	36	1
209	277	36	1
210	277	36	2
211	277	36	1
214	277	36	2
215	277	36	1
217	277	36	1
220	277	36	3
223	277	36	1
232	277	36	2
234	277	36	1
188	278	36	1
202	278	36	1
204	278	36	1
205	278	36	1
207	278	36	2
210	278	36	1
213	278	36	1
218	278	36	2
223	278	36	1
224	278	36	1
231	278	36	2
239	278	36	1
192	279	36	1
193	279	36	2
201	279	36	1
204	279	36	1
206	279	36	1
208	279	36	2
209	279	36	1
211	279	36	2
212	279	36	1
214	279	36	2
215	279	36	2
220	279	36	2
223	279	36	1
231	279	36	1
173	280	36	2
180	280	36	1
191	280	36	3
192	280	36	1
204	280	36	2
207	280	36	1
209	280	36	1
210	280	36	1
211	280	36	1
213	280	36	1
214	280	36	1
219	280	36	1
223	280	36	1
224	280	36	2
226	280	36	2
234	280	36	2
176	281	36	1
189	281	36	4
191	281	36	3
193	281	36	1
200	281	36	2
204	281	36	3
206	281	36	1
207	281	36	1
208	281	36	2
209	281	36	1
213	281	36	1
214	281	36	2
217	281	36	2
222	281	36	1
223	281	36	1
224	281	36	1
228	281	36	3
229	281	36	2
230	281	36	2
243	281	36	2
189	282	36	1
190	282	36	2
208	282	36	1
209	282	36	1
212	282	36	1
213	282	36	1
214	282	36	1
215	282	36	1
220	282	36	1
222	282	36	1
226	282	36	2
232	282	36	1
181	283	36	1
187	283	36	4
189	283	36	4
207	283	36	1
211	283	36	3
214	283	36	1
215	283	36	1
216	283	36	3
218	283	36	1
219	283	36	1
222	283	36	2
225	283	36	1
226	283	36	1
227	283	36	1
231	283	36	1
233	283	36	1
239	283	36	1
241	283	36	3
188	284	36	1
196	284	36	2
201	284	36	1
202	284	36	1
203	284	36	1
206	284	36	2
209	284	36	1
210	284	36	1
214	284	36	3
219	284	36	1
231	284	36	1
233	284	36	1
239	284	36	2
240	284	36	2
242	284	36	1
245	284	36	2
176	285	36	1
190	285	36	2
191	285	36	3
200	285	36	1
201	285	36	1
202	285	36	1
204	285	36	1
205	285	36	2
208	285	36	2
210	285	36	1
217	285	36	1
218	285	36	2
220	285	36	1
223	285	36	2
226	285	36	1
231	285	36	3
233	285	36	2
235	285	36	2
236	285	36	3
237	285	36	2
242	285	36	2
243	285	36	1
245	285	36	1
187	286	36	1
188	286	36	2
189	286	36	1
193	286	36	1
198	286	36	1
200	286	36	1
201	286	36	1
202	286	36	1
204	286	36	1
205	286	36	2
207	286	36	2
213	286	36	1
216	286	36	2
218	286	36	1
222	286	36	1
224	286	36	1
227	286	36	2
228	286	36	2
231	286	36	2
235	286	36	1
240	286	36	2
241	286	36	1
242	286	36	1
244	286	36	2
176	287	36	1
190	287	36	1
191	287	36	1
198	287	36	2
199	287	36	3
201	287	36	1
202	287	36	1
204	287	36	2
205	287	36	1
219	287	36	1
224	287	36	1
225	287	36	1
226	287	36	2
227	287	36	1
229	287	36	2
233	287	36	1
236	287	36	1
238	287	36	1
241	287	36	1
243	287	36	2
244	287	36	2
245	287	36	2
246	287	36	1
176	288	36	1
185	288	36	1
186	288	36	1
188	288	36	3
192	288	36	1
196	288	36	2
202	288	36	1
204	288	36	2
206	288	36	1
220	288	36	1
224	288	36	1
231	288	36	2
233	288	36	1
234	288	36	2
237	288	36	1
238	288	36	2
239	288	36	1
240	288	36	2
242	288	36	1
243	288	36	2
244	288	36	1
185	289	36	2
195	289	36	1
196	289	36	2
198	289	36	2
200	289	36	1
203	289	36	1
206	289	36	1
217	289	36	1
219	289	36	1
231	289	36	2
232	289	36	1
233	289	36	2
234	289	36	1
235	289	36	2
241	289	36	3
243	289	36	2
185	290	36	4
187	290	36	3
198	290	36	2
199	290	36	1
200	290	36	2
203	290	36	1
204	290	36	2
206	290	36	1
220	290	36	1
222	290	36	2
223	290	36	2
231	290	36	2
232	290	36	1
234	290	36	1
236	290	36	1
238	290	36	2
239	290	36	1
242	290	36	2
247	290	36	2
184	291	36	1
194	291	36	2
195	291	36	1
197	291	36	2
202	291	36	2
203	291	36	1
204	291	36	3
222	291	36	1
224	291	36	2
232	291	36	1
233	291	36	1
237	291	36	1
238	291	36	1
239	291	36	2
240	291	36	1
241	291	36	1
242	291	36	1
244	291	36	2
174	292	36	1
187	292	36	1
194	292	36	2
196	292	36	1
198	292	36	1
202	292	36	1
203	292	36	1
204	292	36	1
207	292	36	1
208	292	36	1
220	292	36	1
223	292	36	2
224	292	36	1
226	292	36	1
227	292	36	1
228	292	36	3
229	292	36	2
230	292	36	1
231	292	36	1
233	292	36	2
237	292	36	4
238	292	36	3
239	292	36	1
242	292	36	2
244	292	36	3
245	292	36	1
188	293	36	2
195	293	36	1
200	293	36	2
201	293	36	2
202	293	36	2
205	293	36	2
222	293	36	1
223	293	36	2
224	293	36	2
225	293	36	1
226	293	36	1
228	293	36	1
229	293	36	1
231	293	36	2
234	293	36	2
236	293	36	1
237	293	36	1
240	293	36	1
241	293	36	1
242	293	36	3
182	294	36	1
190	294	36	1
198	294	36	2
199	294	36	1
201	294	36	2
204	294	36	2
223	294	36	1
227	294	36	1
228	294	36	4
230	294	36	1
231	294	36	2
232	294	36	1
233	294	36	2
234	294	36	2
237	294	36	1
238	294	36	1
244	294	36	2
196	295	36	1
198	295	36	1
201	295	36	1
202	295	36	2
204	295	36	2
207	295	36	1
218	295	36	1
220	295	36	1
221	295	36	4
223	295	36	3
225	295	36	1
226	295	36	1
232	295	36	1
233	295	36	4
234	295	36	2
235	295	36	2
236	295	36	2
238	295	36	1
241	295	36	1
242	295	36	1
244	295	36	1
245	295	36	1
194	296	36	1
196	296	36	1
199	296	36	1
200	296	36	2
222	296	36	1
227	296	36	1
228	296	36	1
229	296	36	1
230	296	36	1
231	296	36	1
234	296	36	1
235	296	36	1
237	296	36	1
238	296	36	1
239	296	36	1
241	296	36	1
245	296	36	1
199	297	36	1
205	297	36	1
227	297	36	1
229	297	36	1
230	297	36	1
233	297	36	3
235	297	36	1
236	297	36	1
238	297	36	1
239	297	36	1
241	297	36	1
242	297	36	1
244	297	36	3
245	297	36	3
199	298	36	1
201	298	36	1
202	298	36	3
205	298	36	1
226	298	36	1
229	298	36	1
234	298	36	1
241	298	36	1
243	298	36	4
244	298	36	2
196	299	36	1
199	299	36	1
204	299	36	2
230	299	36	2
232	299	36	1
236	299	36	2
237	299	36	1
239	299	36	2
240	299	36	1
241	299	36	2
242	299	36	1
244	299	36	1
225	300	36	1
226	300	36	1
229	300	36	1
230	300	36	1
232	300	36	1
233	300	36	1
240	300	36	1
241	300	36	1
244	300	36	1
245	300	36	2
198	301	36	1
223	301	36	1
225	301	36	1
226	301	36	4
227	301	36	2
232	301	36	1
234	301	36	2
235	301	36	1
236	301	36	1
240	301	36	1
243	301	36	2
244	301	36	1
223	302	36	3
225	302	36	2
226	302	36	1
229	302	36	1
232	302	36	1
233	302	36	1
235	302	36	1
237	302	36	1
243	302	36	2
225	303	36	1
226	303	36	1
232	303	36	1
234	303	36	2
235	303	36	1
236	303	36	1
241	303	36	1
245	303	36	2
225	304	36	1
232	304	36	1
233	304	36	3
199	305	36	2
223	305	36	1
228	305	36	1
229	305	36	1
234	305	36	2
242	305	36	2
224	306	36	1
228	306	36	1
239	306	36	1
241	306	36	1
243	306	36	1
244	306	36	2
194	307	36	1
222	307	36	2
224	307	36	1
226	307	36	1
227	307	36	3
234	307	36	1
235	307	36	1
240	307	36	2
242	307	36	1
243	307	36	1
222	308	36	1
223	308	36	2
225	308	36	2
228	308	36	1
239	308	36	1
242	308	36	1
224	309	36	2
227	309	36	1
228	309	36	2
229	309	36	2
232	309	36	1
236	309	36	1
242	309	36	1
219	310	36	2
222	310	36	1
223	310	36	2
224	310	36	2
228	310	36	2
229	310	36	1
236	310	36	3
243	310	36	1
213	311	36	1
214	311	36	1
217	311	36	2
220	311	36	2
222	311	36	1
223	311	36	1
225	311	36	1
228	311	36	3
229	311	36	1
232	311	36	1
234	311	36	1
235	311	36	1
236	311	36	1
238	311	36	1
213	312	36	1
216	312	36	1
217	312	36	1
218	312	36	1
220	312	36	1
221	312	36	1
225	312	36	1
226	312	36	1
231	312	36	1
233	312	36	1
236	312	36	1
240	312	36	1
217	313	36	3
226	313	36	2
227	313	36	1
229	313	36	1
231	313	36	2
232	313	36	2
236	313	36	1
225	314	36	3
226	314	36	2
228	314	36	2
230	314	36	1
232	314	36	1
234	314	36	1
235	314	36	1
241	314	36	1
214	315	36	4
228	315	36	1
233	315	36	3
242	315	36	2
243	315	36	2
231	316	36	1
232	316	36	1
234	316	36	1
237	316	36	1
240	316	36	1
232	317	36	1
235	317	36	1
236	317	36	3
230	318	36	2
233	318	36	1
235	318	36	1
240	318	36	1
236	319	36	1
238	319	36	1
239	319	36	2
227	258	37	3
228	258	37	2
227	259	37	2
228	259	37	1
230	259	37	1
224	260	37	2
227	260	37	3
228	260	37	1
242	260	37	1
217	261	37	2
226	261	37	2
228	261	37	1
230	261	37	1
216	262	37	1
220	262	37	3
224	262	37	1
227	262	37	1
230	262	37	4
217	263	37	1
222	263	37	1
231	263	37	2
189	264	37	3
211	264	37	1
215	264	37	3
231	264	37	1
236	264	37	3
237	264	37	1
238	264	37	2
245	264	37	1
228	265	37	1
232	265	37	1
188	266	37	1
193	266	37	2
194	266	37	1
212	266	37	1
230	266	37	2
243	266	37	3
188	267	37	1
189	267	37	1
191	267	37	1
210	267	37	1
214	267	37	2
229	267	37	1
233	267	37	2
236	267	37	1
237	267	37	1
238	267	37	1
239	267	37	1
241	267	37	1
189	268	37	2
211	268	37	1
217	268	37	2
219	268	37	1
220	268	37	2
238	268	37	2
240	268	37	1
241	268	37	3
193	269	37	3
204	269	37	1
210	269	37	3
211	269	37	2
216	269	37	1
219	269	37	2
237	269	37	2
188	270	37	1
192	270	37	2
194	270	37	2
196	270	37	1
212	270	37	1
215	270	37	1
217	270	37	1
220	270	37	4
221	270	37	2
235	270	37	1
238	270	37	3
187	271	37	1
192	271	37	1
194	271	37	1
195	271	37	2
207	271	37	5
213	271	37	1
214	271	37	2
218	271	37	1
219	271	37	2
196	272	37	1
207	272	37	2
213	272	37	1
214	272	37	2
215	272	37	1
209	273	37	1
210	273	37	2
211	273	37	2
212	273	37	2
213	273	37	2
214	273	37	4
215	273	37	3
217	273	37	3
219	273	37	1
208	274	37	2
210	274	37	2
211	274	37	2
212	274	37	2
213	274	37	2
216	274	37	1
231	274	37	3
206	275	37	2
207	275	37	1
208	275	37	1
211	275	37	2
214	275	37	1
216	275	37	1
211	276	37	1
215	276	37	2
219	276	37	3
204	277	37	2
206	277	37	1
210	277	37	1
206	278	37	1
214	278	37	1
191	279	37	1
195	279	37	2
210	279	37	3
212	279	37	1
214	279	37	2
215	279	37	2
217	279	37	1
231	279	37	2
192	280	37	2
210	280	37	3
212	280	37	1
215	280	37	1
192	281	37	1
193	281	37	4
210	281	37	2
212	281	37	1
214	281	37	1
215	281	37	1
189	282	37	1
191	282	37	1
211	282	37	1
212	282	37	2
214	282	37	1
215	282	37	1
219	282	37	1
221	282	37	1
223	282	37	1
189	283	37	2
193	283	37	1
201	283	37	1
204	283	37	3
207	283	37	1
214	283	37	1
230	283	37	1
195	284	37	2
196	284	37	1
202	284	37	1
203	284	37	1
205	284	37	1
206	284	37	1
212	284	37	1
237	284	37	1
187	285	37	1
195	285	37	1
198	285	37	1
201	285	37	1
202	285	37	1
204	285	37	2
205	285	37	1
210	285	37	1
226	285	37	2
233	285	37	1
237	285	37	1
239	285	37	1
241	285	37	1
187	286	37	1
188	286	37	2
189	286	37	1
202	286	37	3
203	286	37	2
204	286	37	1
206	286	37	1
207	286	37	1
215	286	37	1
225	286	37	2
226	286	37	1
230	286	37	2
232	286	37	1
236	286	37	1
239	286	37	1
241	286	37	1
187	287	37	1
188	287	37	1
191	287	37	2
193	287	37	2
194	287	37	3
208	287	37	1
219	287	37	2
220	287	37	1
222	287	37	1
230	287	37	2
233	287	37	2
234	287	37	1
248	287	37	1
190	288	37	1
192	288	37	1
193	288	37	3
195	288	37	1
196	288	37	1
201	288	37	1
202	288	37	1
203	288	37	3
205	288	37	2
210	288	37	1
233	288	37	1
234	288	37	2
238	288	37	2
241	288	37	1
186	289	37	1
191	289	37	1
200	289	37	1
201	289	37	1
203	289	37	2
205	289	37	1
219	289	37	1
223	289	37	2
224	289	37	1
233	289	37	1
234	289	37	1
236	289	37	1
237	289	37	2
239	289	37	1
240	289	37	1
186	290	37	3
195	290	37	1
197	290	37	2
199	290	37	2
202	290	37	2
204	290	37	1
230	290	37	3
231	290	37	1
233	290	37	4
236	290	37	1
242	290	37	1
188	291	37	1
195	291	37	2
203	291	37	1
221	291	37	1
224	291	37	1
229	291	37	1
232	291	37	3
234	291	37	1
236	291	37	1
239	291	37	1
240	291	37	3
201	292	37	1
203	292	37	1
208	292	37	2
225	292	37	3
234	292	37	1
235	292	37	2
238	292	37	1
242	292	37	2
185	293	37	3
190	293	37	2
193	293	37	2
197	293	37	1
199	293	37	1
201	293	37	1
202	293	37	1
204	293	37	2
205	293	37	1
223	293	37	1
225	293	37	1
226	293	37	2
238	293	37	3
240	293	37	3
241	293	37	3
190	294	37	2
201	294	37	1
205	294	37	1
224	294	37	1
225	294	37	2
228	294	37	1
232	294	37	2
233	294	37	1
234	294	37	2
235	294	37	2
242	294	37	1
197	295	37	5
202	295	37	1
203	295	37	2
229	295	37	2
231	295	37	2
232	295	37	1
234	295	37	2
235	295	37	3
236	295	37	2
240	295	37	2
241	295	37	1
243	295	37	1
245	295	37	1
200	296	37	2
201	296	37	1
202	296	37	1
203	296	37	3
205	296	37	1
215	296	37	1
217	296	37	1
223	296	37	2
234	296	37	1
235	296	37	1
239	296	37	1
194	297	37	1
196	297	37	1
198	297	37	3
204	297	37	1
218	297	37	1
220	297	37	1
227	297	37	3
239	297	37	1
241	297	37	1
244	297	37	1
202	298	37	2
231	298	37	1
232	298	37	2
233	298	37	2
237	298	37	2
240	298	37	2
242	298	37	2
243	298	37	1
228	299	37	2
231	299	37	2
232	299	37	1
233	299	37	2
240	299	37	1
241	299	37	1
242	299	37	2
244	299	37	2
245	299	37	3
225	300	37	1
226	300	37	2
229	300	37	3
233	300	37	2
239	300	37	3
240	300	37	1
241	300	37	2
242	300	37	1
244	300	37	1
227	301	37	1
232	301	37	1
242	301	37	1
244	301	37	1
226	302	37	4
233	302	37	1
236	302	37	1
244	302	37	2
230	303	37	1
232	303	37	1
236	303	37	1
227	304	37	1
228	304	37	2
226	305	37	1
228	305	37	1
229	305	37	2
234	305	37	2
223	306	37	2
234	306	37	1
240	306	37	2
242	306	37	4
198	307	37	1
225	307	37	1
226	307	37	2
241	307	37	3
224	308	37	3
226	308	37	1
229	308	37	2
235	308	37	1
241	308	37	1
243	308	37	1
221	309	37	1
229	309	37	1
239	309	37	3
242	309	37	1
217	310	37	1
224	310	37	1
228	310	37	2
214	311	37	2
216	311	37	2
219	311	37	3
221	311	37	2
222	311	37	2
225	311	37	1
226	311	37	2
232	311	37	2
234	311	37	1
217	312	37	1
225	312	37	1
227	312	37	2
228	312	37	2
229	312	37	2
230	312	37	2
235	312	37	1
212	313	37	2
216	313	37	1
217	313	37	1
218	313	37	3
221	313	37	1
227	313	37	2
228	313	37	1
229	313	37	3
230	313	37	1
238	313	37	1
228	314	37	1
235	314	37	1
237	314	37	1
238	314	37	2
