x	y	z	Hemostasis
227	301	26	2
235	301	26	1
184	255	27	2
184	256	27	2
181	257	27	1
183	257	27	1
181	258	27	1
184	258	27	2
232	258	27	1
226	259	27	1
229	259	27	1
176	260	27	2
181	260	27	2
183	260	27	2
184	260	27	2
185	260	27	2
186	260	27	1
228	260	27	2
233	260	27	1
235	260	27	2
180	261	27	3
184	261	27	3
185	261	27	1
220	261	27	1
228	261	27	1
229	261	27	2
230	261	27	1
232	261	27	1
234	261	27	1
235	261	27	1
236	261	27	1
239	261	27	1
177	262	27	1
180	262	27	3
182	262	27	1
184	262	27	1
186	262	27	1
232	262	27	2
236	262	27	1
238	262	27	3
239	262	27	1
175	263	27	2
179	263	27	1
181	263	27	2
182	263	27	1
184	263	27	2
215	263	27	1
220	263	27	3
225	263	27	2
227	263	27	1
229	263	27	1
230	263	27	1
231	263	27	1
233	263	27	1
235	263	27	1
238	263	27	1
239	263	27	1
244	263	27	1
180	264	27	1
209	264	27	3
222	264	27	1
224	264	27	2
228	264	27	1
231	264	27	1
234	264	27	1
238	264	27	2
248	264	27	3
184	265	27	2
189	265	27	1
212	265	27	1
215	265	27	2
225	265	27	1
226	265	27	1
231	265	27	2
235	265	27	1
236	265	27	2
238	265	27	1
240	265	27	1
178	266	27	1
179	266	27	4
201	266	27	1
216	266	27	1
219	266	27	3
224	266	27	2
226	266	27	2
227	266	27	2
228	266	27	2
229	266	27	1
231	266	27	2
232	266	27	1
234	266	27	2
235	266	27	2
237	266	27	1
214	267	27	1
217	267	27	1
226	267	27	2
228	267	27	1
229	267	27	1
232	267	27	1
233	267	27	3
235	267	27	3
236	267	27	2
250	267	27	1
180	268	27	2
215	268	27	2
216	268	27	3
217	268	27	2
229	268	27	1
230	268	27	2
231	268	27	2
233	268	27	1
234	268	27	1
235	268	27	1
236	268	27	3
237	268	27	1
238	268	27	1
239	268	27	1
241	268	27	1
243	268	27	1
248	268	27	1
178	269	27	1
180	269	27	1
201	269	27	2
207	269	27	2
211	269	27	1
213	269	27	1
214	269	27	2
224	269	27	2
225	269	27	1
227	269	27	1
231	269	27	1
232	269	27	1
234	269	27	1
235	269	27	1
236	269	27	3
237	269	27	1
239	269	27	2
240	269	27	2
243	269	27	3
252	269	27	1
179	270	27	2
181	270	27	1
184	270	27	3
192	270	27	2
215	270	27	1
216	270	27	3
218	270	27	2
226	270	27	2
231	270	27	1
232	270	27	1
233	270	27	1
238	270	27	1
242	270	27	2
244	270	27	4
250	270	27	1
177	271	27	2
180	271	27	2
181	271	27	1
182	271	27	4
206	271	27	1
208	271	27	1
210	271	27	1
211	271	27	2
215	271	27	1
216	271	27	2
217	271	27	1
222	271	27	1
223	271	27	2
225	271	27	1
226	271	27	1
230	271	27	1
232	271	27	1
237	271	27	3
239	271	27	1
240	271	27	1
247	271	27	2
249	271	27	1
204	272	27	3
205	272	27	1
207	272	27	1
213	272	27	1
216	272	27	5
220	272	27	1
222	272	27	1
223	272	27	3
225	272	27	1
228	272	27	1
230	272	27	2
231	272	27	1
234	272	27	3
235	272	27	1
238	272	27	3
239	272	27	2
241	272	27	1
247	272	27	1
183	273	27	2
205	273	27	2
206	273	27	1
207	273	27	1
210	273	27	1
211	273	27	1
213	273	27	1
214	273	27	1
215	273	27	1
227	273	27	1
229	273	27	2
231	273	27	1
232	273	27	2
234	273	27	1
235	273	27	1
237	273	27	1
239	273	27	1
241	273	27	1
246	273	27	1
248	273	27	1
251	273	27	2
253	273	27	3
178	274	27	2
179	274	27	2
182	274	27	1
207	274	27	1
208	274	27	1
209	274	27	2
212	274	27	1
214	274	27	1
226	274	27	1
227	274	27	2
230	274	27	1
231	274	27	2
233	274	27	1
235	274	27	1
236	274	27	1
240	274	27	1
241	274	27	1
243	274	27	1
247	274	27	4
252	274	27	1
254	274	27	2
182	275	27	2
205	275	27	1
212	275	27	2
213	275	27	3
216	275	27	2
217	275	27	2
218	275	27	1
222	275	27	1
223	275	27	2
228	275	27	2
233	275	27	3
235	275	27	1
236	275	27	1
238	275	27	1
246	275	27	1
247	275	27	1
249	275	27	1
250	275	27	1
252	275	27	1
254	275	27	1
177	276	27	3
204	276	27	1
208	276	27	2
209	276	27	1
211	276	27	1
212	276	27	1
213	276	27	1
214	276	27	1
217	276	27	1
219	276	27	1
233	276	27	1
238	276	27	2
239	276	27	1
250	276	27	1
204	277	27	3
210	277	27	1
212	277	27	1
218	277	27	1
219	277	27	1
220	277	27	1
227	277	27	2
231	277	27	1
232	277	27	1
233	277	27	2
238	277	27	1
245	277	27	2
248	277	27	1
249	277	27	2
250	277	27	3
203	278	27	2
204	278	27	2
206	278	27	2
208	278	27	1
209	278	27	1
210	278	27	1
211	278	27	2
214	278	27	1
221	278	27	1
230	278	27	1
233	278	27	2
238	278	27	1
239	278	27	2
245	278	27	1
246	278	27	2
249	278	27	1
251	278	27	1
208	279	27	1
219	279	27	2
230	279	27	2
231	279	27	1
234	279	27	1
235	279	27	2
236	279	27	2
237	279	27	2
241	279	27	1
243	279	27	1
244	279	27	1
246	279	27	1
250	279	27	1
206	280	27	4
209	280	27	2
210	280	27	1
214	280	27	1
232	280	27	2
235	280	27	1
238	280	27	1
239	280	27	1
241	280	27	1
243	280	27	3
244	280	27	1
248	280	27	2
250	280	27	1
256	280	27	3
206	281	27	2
215	281	27	1
222	281	27	1
228	281	27	1
229	281	27	1
230	281	27	3
234	281	27	2
237	281	27	2
238	281	27	1
240	281	27	1
241	281	27	1
249	281	27	1
256	281	27	1
206	282	27	1
212	282	27	1
213	282	27	1
214	282	27	1
215	282	27	1
216	282	27	2
217	282	27	1
227	282	27	1
229	282	27	1
231	282	27	1
233	282	27	1
235	282	27	1
236	282	27	1
238	282	27	1
239	282	27	3
240	282	27	1
241	282	27	1
242	282	27	2
247	282	27	1
248	282	27	2
250	282	27	1
252	282	27	1
253	282	27	4
254	282	27	2
201	283	27	2
206	283	27	3
208	283	27	2
209	283	27	2
210	283	27	1
216	283	27	2
227	283	27	1
228	283	27	2
231	283	27	1
232	283	27	1
235	283	27	1
236	283	27	3
238	283	27	1
241	283	27	3
243	283	27	1
245	283	27	3
247	283	27	1
248	283	27	1
249	283	27	2
255	283	27	1
205	284	27	3
208	284	27	2
209	284	27	1
212	284	27	2
230	284	27	1
235	284	27	2
237	284	27	1
238	284	27	1
250	284	27	2
253	284	27	1
256	284	27	1
213	285	27	3
220	285	27	2
223	285	27	2
233	285	27	1
234	285	27	3
235	285	27	1
236	285	27	3
237	285	27	1
240	285	27	2
241	285	27	1
245	285	27	1
246	285	27	1
253	285	27	2
254	285	27	1
255	285	27	1
256	285	27	2
204	286	27	1
207	286	27	2
208	286	27	1
216	286	27	1
219	286	27	2
222	286	27	1
224	286	27	3
226	286	27	1
232	286	27	3
233	286	27	1
234	286	27	1
235	286	27	1
236	286	27	1
237	286	27	2
241	286	27	2
244	286	27	1
245	286	27	3
246	286	27	1
248	286	27	4
249	286	27	2
251	286	27	2
255	286	27	1
256	286	27	2
207	287	27	2
210	287	27	1
214	287	27	1
221	287	27	1
222	287	27	1
227	287	27	1
228	287	27	1
231	287	27	1
232	287	27	2
236	287	27	2
237	287	27	1
238	287	27	2
240	287	27	1
242	287	27	1
246	287	27	2
247	287	27	1
248	287	27	4
250	287	27	1
251	287	27	1
255	287	27	1
204	288	27	2
207	288	27	1
223	288	27	1
225	288	27	1
228	288	27	1
231	288	27	2
232	288	27	1
233	288	27	1
234	288	27	1
235	288	27	1
236	288	27	2
237	288	27	1
238	288	27	2
240	288	27	2
243	288	27	3
244	288	27	2
246	288	27	1
247	288	27	1
251	288	27	1
255	288	27	1
209	289	27	1
219	289	27	1
223	289	27	2
228	289	27	1
230	289	27	1
234	289	27	2
237	289	27	2
239	289	27	3
242	289	27	2
246	289	27	1
248	289	27	2
251	289	27	1
253	289	27	1
254	289	27	1
256	289	27	1
207	290	27	1
214	290	27	2
219	290	27	2
221	290	27	1
222	290	27	1
227	290	27	2
230	290	27	1
231	290	27	1
232	290	27	1
235	290	27	1
236	290	27	1
241	290	27	1
244	290	27	1
249	290	27	2
210	291	27	2
211	291	27	3
222	291	27	1
224	291	27	3
225	291	27	1
229	291	27	1
233	291	27	1
235	291	27	2
237	291	27	1
239	291	27	2
240	291	27	1
242	291	27	1
243	291	27	1
246	291	27	1
248	291	27	1
249	291	27	3
250	291	27	1
251	291	27	1
257	291	27	1
213	292	27	1
219	292	27	1
220	292	27	1
221	292	27	1
222	292	27	2
224	292	27	2
225	292	27	1
228	292	27	1
229	292	27	2
230	292	27	1
234	292	27	1
235	292	27	1
237	292	27	1
239	292	27	2
246	292	27	2
247	292	27	3
249	292	27	1
251	292	27	1
252	292	27	3
253	292	27	2
254	292	27	2
211	293	27	2
217	293	27	1
218	293	27	3
221	293	27	1
222	293	27	2
223	293	27	1
225	293	27	1
227	293	27	1
239	293	27	1
240	293	27	3
242	293	27	1
243	293	27	1
245	293	27	2
249	293	27	1
251	293	27	1
253	293	27	2
254	293	27	1
213	294	27	4
224	294	27	1
225	294	27	1
231	294	27	3
235	294	27	2
236	294	27	1
237	294	27	3
238	294	27	1
244	294	27	2
245	294	27	2
246	294	27	1
248	294	27	1
249	294	27	1
250	294	27	1
251	294	27	2
252	294	27	3
211	295	27	1
219	295	27	1
220	295	27	3
222	295	27	2
243	295	27	3
244	295	27	1
248	295	27	1
250	295	27	2
251	295	27	1
237	296	27	1
239	296	27	1
240	296	27	1
244	296	27	2
246	296	27	1
247	296	27	1
249	296	27	1
252	296	27	1
236	297	27	1
237	297	27	1
238	297	27	1
240	297	27	1
242	297	27	4
245	297	27	3
246	297	27	1
249	297	27	2
251	297	27	1
252	297	27	1
221	298	27	1
236	298	27	1
241	298	27	3
243	298	27	2
245	298	27	1
215	299	27	1
226	299	27	1
229	299	27	2
230	299	27	1
236	299	27	2
240	299	27	3
247	299	27	1
248	299	27	1
249	299	27	2
252	299	27	1
227	300	27	1
235	300	27	1
236	300	27	3
242	300	27	1
248	300	27	2
234	301	27	1
236	301	27	2
238	301	27	2
240	301	27	2
241	301	27	1
250	301	27	1
251	301	27	1
234	302	27	1
236	302	27	1
237	302	27	1
239	302	27	1
244	302	27	1
245	302	27	1
241	303	27	2
235	304	27	1
236	304	27	2
238	304	27	1
243	304	27	1
235	305	27	1
230	262	28	2
231	264	28	1
232	264	28	1
234	265	28	1
232	266	28	1
234	266	28	2
231	267	28	1
234	267	28	1
236	267	28	1
235	268	28	2
237	268	28	2
238	268	28	2
236	269	28	1
237	269	28	1
236	270	28	1
238	270	28	2
250	270	28	1
237	271	28	1
240	271	28	1
232	272	28	1
234	272	28	1
236	272	28	1
250	272	28	1
214	274	28	1
234	274	28	1
235	274	28	3
235	275	28	2
233	276	28	1
237	276	28	2
238	276	28	1
235	277	28	1
236	277	28	1
237	279	28	2
235	280	28	3
241	280	28	3
251	280	28	2
208	281	28	2
210	281	28	1
235	281	28	1
248	281	28	2
252	281	28	2
235	282	28	2
247	282	28	3
251	282	28	2
238	283	28	1
246	283	28	1
254	284	28	1
238	285	28	1
239	285	28	2
240	285	28	1
242	285	28	1
245	285	28	1
237	286	28	2
247	286	28	2
248	286	28	2
249	286	28	3
246	287	28	1
248	287	28	3
224	288	28	1
238	288	28	1
242	288	28	2
227	289	28	1
228	289	28	2
231	289	28	2
245	289	28	1
247	289	28	1
249	289	28	1
253	289	28	1
226	290	28	1
240	290	28	2
242	290	28	1
244	290	28	2
245	290	28	1
226	291	28	1
241	291	28	1
247	291	28	1
248	291	28	1
249	291	28	1
250	291	28	2
222	292	28	1
240	292	28	3
245	292	28	1
247	292	28	1
248	292	28	2
240	293	28	2
249	293	28	1
250	293	28	1
240	294	28	1
241	294	28	2
242	294	28	1
240	295	28	2
241	295	28	1
242	295	28	1
240	296	28	1
239	297	28	1
245	297	28	1
240	298	28	1
225	300	28	1
236	300	28	1
233	256	29	1
234	256	29	1
235	257	29	1
181	258	29	1
235	258	29	1
182	260	29	1
234	260	29	1
187	261	29	1
199	261	29	1
226	261	29	1
227	261	29	1
229	261	29	2
230	261	29	1
220	262	29	2
227	262	29	1
248	262	29	2
222	263	29	2
231	263	29	2
234	263	29	1
245	263	29	1
215	264	29	2
224	264	29	1
229	264	29	2
237	264	29	1
238	264	29	1
245	264	29	1
248	264	29	2
232	265	29	2
235	265	29	1
238	265	29	1
249	265	29	1
178	266	29	1
234	266	29	1
236	266	29	2
237	266	29	1
245	266	29	1
248	266	29	2
197	267	29	2
214	267	29	1
226	267	29	1
230	267	29	2
232	267	29	1
234	267	29	1
237	267	29	1
249	267	29	3
217	268	29	1
231	268	29	1
234	268	29	2
235	268	29	1
236	268	29	1
237	268	29	2
238	268	29	3
239	268	29	1
180	269	29	1
234	269	29	1
235	269	29	1
237	269	29	1
240	269	29	1
249	269	29	3
175	270	29	1
196	270	29	3
198	270	29	1
215	270	29	1
231	270	29	1
232	270	29	2
235	270	29	1
237	270	29	2
173	271	29	1
203	271	29	1
204	271	29	1
215	271	29	1
233	271	29	2
234	271	29	2
235	271	29	1
237	271	29	2
240	271	29	1
241	271	29	1
242	271	29	1
211	272	29	1
214	272	29	1
215	272	29	1
224	272	29	1
232	272	29	1
234	272	29	1
236	272	29	1
238	272	29	1
241	272	29	3
245	272	29	1
249	272	29	1
251	272	29	2
211	273	29	2
225	273	29	1
238	273	29	2
250	273	29	1
180	274	29	3
206	274	29	1
214	274	29	1
233	274	29	1
234	274	29	1
235	274	29	2
238	274	29	2
239	274	29	1
240	274	29	1
247	274	29	1
250	274	29	1
206	275	29	3
215	275	29	2
231	275	29	1
235	275	29	1
236	275	29	2
240	275	29	1
241	275	29	2
242	275	29	1
245	275	29	1
204	276	29	3
205	276	29	2
206	276	29	1
208	276	29	1
233	276	29	2
241	276	29	1
246	276	29	1
248	276	29	1
249	276	29	2
250	276	29	3
232	277	29	2
237	277	29	1
240	277	29	1
247	277	29	1
251	277	29	3
204	278	29	2
208	278	29	1
235	278	29	2
237	278	29	1
239	278	29	1
244	278	29	1
247	278	29	1
206	279	29	2
235	279	29	3
236	279	29	1
238	279	29	2
245	279	29	2
246	279	29	1
248	279	29	1
249	279	29	2
254	279	29	3
256	279	29	1
205	280	29	2
234	280	29	2
235	280	29	2
236	280	29	2
237	280	29	3
245	280	29	1
246	280	29	1
250	280	29	1
251	280	29	1
208	281	29	2
214	281	29	1
224	281	29	3
233	281	29	1
235	281	29	2
241	281	29	1
245	281	29	1
246	281	29	2
247	281	29	1
248	281	29	2
249	281	29	2
250	281	29	1
251	281	29	3
206	282	29	1
212	282	29	1
213	282	29	1
235	282	29	2
242	282	29	1
244	282	29	3
249	282	29	1
250	282	29	2
251	282	29	3
254	282	29	1
215	283	29	2
231	283	29	1
232	283	29	3
233	283	29	1
236	283	29	3
237	283	29	2
244	283	29	2
245	283	29	1
246	283	29	2
247	283	29	1
248	283	29	1
249	283	29	2
211	284	29	1
232	284	29	2
233	284	29	1
235	284	29	2
237	284	29	1
238	284	29	2
240	284	29	1
242	284	29	1
244	284	29	1
245	284	29	1
246	284	29	2
255	284	29	2
256	284	29	1
227	285	29	1
234	285	29	2
239	285	29	1
240	285	29	2
241	285	29	2
242	285	29	1
243	285	29	1
244	285	29	2
247	285	29	2
254	285	29	3
232	286	29	2
233	286	29	2
234	286	29	1
242	286	29	2
247	286	29	1
248	286	29	1
249	286	29	1
252	286	29	1
225	287	29	3
226	287	29	1
231	287	29	1
232	287	29	1
236	287	29	1
238	287	29	1
240	287	29	2
241	287	29	1
244	287	29	1
246	287	29	1
226	288	29	1
228	288	29	1
232	288	29	1
235	288	29	1
236	288	29	1
240	288	29	1
241	288	29	1
243	288	29	1
245	288	29	1
246	288	29	1
224	289	29	1
225	289	29	1
228	289	29	1
234	289	29	2
235	289	29	1
236	289	29	1
243	289	29	2
245	289	29	2
250	289	29	3
254	289	29	1
222	290	29	3
225	290	29	2
226	290	29	1
238	290	29	2
239	290	29	2
240	290	29	1
242	290	29	2
243	290	29	1
245	290	29	1
246	290	29	2
222	291	29	1
224	291	29	1
225	291	29	1
226	291	29	2
241	291	29	1
245	291	29	2
250	291	29	2
251	291	29	1
225	292	29	2
236	292	29	1
237	292	29	1
247	292	29	1
248	292	29	1
249	292	29	1
223	293	29	1
237	293	29	1
239	293	29	2
242	293	29	2
246	293	29	6
249	293	29	1
224	294	29	2
236	294	29	2
238	294	29	1
244	294	29	1
245	294	29	2
248	294	29	1
249	294	29	1
221	295	29	1
240	295	29	1
241	295	29	2
243	295	29	2
244	295	29	1
247	295	29	1
222	296	29	1
223	296	29	2
246	296	29	2
252	296	29	2
227	297	29	1
238	297	29	1
239	297	29	1
240	297	29	1
241	297	29	1
245	297	29	2
247	297	29	1
248	297	29	1
215	298	29	1
219	298	29	3
221	298	29	1
224	298	29	2
226	298	29	1
237	298	29	2
239	298	29	1
242	298	29	1
247	298	29	2
221	299	29	1
226	299	29	2
240	299	29	2
252	299	29	1
221	300	29	1
226	300	29	1
235	300	29	1
236	300	29	1
240	300	29	2
247	300	29	1
221	301	29	2
224	301	29	3
225	301	29	1
227	301	29	2
236	301	29	1
238	301	29	1
241	301	29	1
235	302	29	1
250	302	29	2
240	303	29	1
237	304	29	1
236	305	29	1
229	250	30	1
228	251	30	1
215	252	30	1
215	254	30	1
231	254	30	1
232	254	30	1
236	254	30	2
238	254	30	1
191	255	30	1
227	255	30	1
230	255	30	1
236	255	30	1
204	256	30	2
231	256	30	2
233	256	30	1
235	256	30	1
190	257	30	1
192	257	30	2
215	257	30	2
228	257	30	1
229	257	30	1
230	257	30	1
236	257	30	1
239	257	30	1
240	257	30	1
176	258	30	2
181	258	30	1
186	258	30	1
203	258	30	2
215	258	30	2
226	258	30	1
228	258	30	1
229	258	30	1
236	258	30	1
239	258	30	2
189	259	30	2
195	259	30	2
206	259	30	1
214	259	30	1
220	259	30	1
226	259	30	2
227	259	30	2
228	259	30	2
229	259	30	1
231	259	30	1
234	259	30	1
235	259	30	4
237	259	30	1
238	259	30	1
239	259	30	1
241	259	30	1
184	260	30	1
186	260	30	3
212	260	30	1
216	260	30	1
217	260	30	1
223	260	30	1
225	260	30	1
226	260	30	1
235	260	30	1
236	260	30	1
237	260	30	2
238	260	30	1
239	260	30	1
240	260	30	1
184	261	30	2
196	261	30	2
198	261	30	1
199	261	30	3
208	261	30	3
209	261	30	1
211	261	30	2
215	261	30	1
216	261	30	3
218	261	30	1
224	261	30	2
226	261	30	1
227	261	30	1
232	261	30	1
236	261	30	1
238	261	30	1
239	261	30	1
241	261	30	1
178	262	30	1
187	262	30	2
188	262	30	1
193	262	30	3
194	262	30	2
206	262	30	1
219	262	30	1
221	262	30	3
223	262	30	2
225	262	30	1
226	262	30	1
230	262	30	1
231	262	30	1
233	262	30	2
240	262	30	2
242	262	30	1
245	262	30	2
249	262	30	1
251	262	30	1
185	263	30	1
186	263	30	1
188	263	30	1
189	263	30	1
193	263	30	1
215	263	30	1
216	263	30	2
219	263	30	2
224	263	30	1
226	263	30	2
228	263	30	3
230	263	30	1
232	263	30	1
234	263	30	3
240	263	30	2
242	263	30	3
246	263	30	1
247	263	30	1
248	263	30	2
178	264	30	2
186	264	30	1
188	264	30	1
194	264	30	1
211	264	30	1
222	264	30	1
225	264	30	1
228	264	30	2
230	264	30	1
233	264	30	1
236	264	30	1
238	264	30	1
239	264	30	2
241	264	30	1
249	264	30	1
183	265	30	1
191	265	30	1
197	265	30	3
205	265	30	1
208	265	30	1
211	265	30	1
216	265	30	1
224	265	30	1
228	265	30	1
229	265	30	1
230	265	30	1
231	265	30	2
232	265	30	1
234	265	30	3
235	265	30	3
238	265	30	1
246	265	30	1
247	265	30	1
184	266	30	2
187	266	30	2
195	266	30	2
211	266	30	1
214	266	30	1
215	266	30	2
226	266	30	1
228	266	30	1
229	266	30	1
230	266	30	2
238	266	30	1
239.5	266.5	30.5	2
240	266	30	2
241	266	30	1
243	266	30	1
176	267	30	2
183	267	30	1
189	267	30	3
191	267	30	4
192	267	30	2
194	267	30	3
202	267	30	1
208	267	30	2
209	267	30	1
214	267	30	1
228	267	30	1
235	267	30	2
236	267	30	2
241	267	30	2
244	267	30	1
248	267	30	1
250	267	30	1
172	268	30	1
190	268	30	1
191	268	30	1
194	268	30	1
205	268	30	1
206	268	30	3
207	268	30	1
213	268	30	1
214	268	30	1
216	268	30	1
217	268	30	1
223	268	30	1
228	268	30	1
230	268	30	1
231	268	30	1
235	268	30	1
239	268	30	1
240	268	30	1
243	268	30	1
245	268	30	1
246	268	30	1
249	268	30	2
180	269	30	1
194	269	30	1
196	269	30	1
197	269	30	1
198	269	30	1
199	269	30	1
211	269	30	1
213	269	30	3
214	269	30	2
216	269	30	1
219	269	30	3
222	269	30	2
232	269	30	1
235	269	30	2
236	269	30	1
238	269	30	1
239	269	30	1
240	269	30	1
242	269	30	1
243	269	30	1
245	269	30	1
249	269	30	1
250	269	30	1
178	270	30	1
181	270	30	1
183	270	30	2
184	270	30	2
187	270	30	1
195	270	30	1
196	270	30	1
197	270	30	3
200	270	30	1
201	270	30	1
207	270	30	1
214	270	30	2
223	270	30	2
227	270	30	1
230	270	30	1
231	270	30	2
238	270	30	3
250	270	30	1
181	271	30	2
183	271	30	1
187	271	30	1
193	271	30	3
194	271	30	1
199	271	30	1
200	271	30	1
204	271	30	1
207	271	30	1
208	271	30	1
211	271	30	2
229	271	30	2
233	271	30	3
234	271	30	2
243	271	30	2
244	271	30	1
179	272	30	3
180	272	30	1
181	272	30	1
182	272	30	1
185	272	30	1
197	272	30	2
203	272	30	1
216	272	30	2
223	272	30	1
227	272	30	3
