x	y	z	The NLRP3 inflammasome
239	296	29	1
246	296	29	1
249	296	29	1
227	297	29	1
245	297	29	1
215	298	29	1
224	298	29	2
249	298	29	1
221	299	29	2
222	299	29	2
226	299	29	1
237	299	29	1
239	299	29	1
225	300	29	1
235	300	29	1
236	300	29	1
223	301	29	1
230	301	29	1
250	302	29	2
227	255	30	1
234	255	30	1
230	256	30	1
231	256	30	1
235	256	30	1
181	257	30	1
183	257	30	1
227	257	30	1
229	257	30	1
239	257	30	1
226	258	30	1
229	258	30	1
183	259	30	1
205	259	30	1
206	259	30	1
210	259	30	1
216	259	30	1
219	259	30	1
220	259	30	2
232	259	30	2
234	259	30	1
235	259	30	1
237	259	30	1
238	259	30	1
239	259	30	1
217	260	30	2
223	260	30	1
226	260	30	1
228	260	30	1
231	260	30	1
235	260	30	2
186	261	30	1
187	261	30	1
194	261	30	1
196	261	30	1
198	261	30	1
219	261	30	1
229	261	30	1
220	262	30	1
230	262	30	1
242	262	30	1
246	262	30	1
197	263	30	1
211	263	30	1
218	263	30	1
226	263	30	1
240	263	30	1
246	263	30	1
226	264	30	1
230	264	30	1
232	264	30	2
240	264	30	1
191	265	30	1
192	265	30	1
210	265	30	1
212	265	30	1
214	265	30	1
224	265	30	1
228	265	30	1
230	265	30	1
244	265	30	1
246	265	30	1
195	266	30	1
213	266	30	1
214	266	30	1
215	266	30	1
238	266	30	1
240	266	30	1
249	266	30	1
209	267	30	1
232	267	30	1
241	267	30	1
249	267	30	1
188	268	30	2
195	268	30	1
196	268	30	1
205	268	30	1
216	268	30	1
226	268	30	1
250	268	30	1
178	269	30	1
180	269	30	1
193	269	30	1
194	269	30	1
198	269	30	1
199	269	30	1
216	269	30	1
222	269	30	1
232	269	30	1
238	269	30	2
245	269	30	1
250	269	30	1
187	270	30	1
198	270	30	1
215	270	30	1
217	270	30	1
227	270	30	1
235	270	30	1
244	270	30	1
250	270	30	1
176	271	30	2
200	271	30	1
212	271	30	1
234	271	30	2
243	271	30	1
244	271	30	1
184	272	30	1
216	272	30	3
223	272	30	1
227	272	30	1
233	272	30	1
236	272	30	1
183	273	30	1
203	273	30	1
208	273	30	1
213	273	30	1
214	273	30	1
233	273	30	1
240	273	30	1
203	274	30	1
234	274	30	1
235	275	30	1
238	275	30	2
240	275	30	1
179	276	30	1
236	276	30	1
249	276	30	1
250	276	30	1
253	276	30	2
205	277	30	1
235	277	30	1
247	277	30	1
251	277	30	2
204	278	30	1
236	278	30	1
247	278	30	1
249	279	30	1
251	279	30	1
183	280	30	1
236	280	30	1
248	280	30	1
254	280	30	1
181	281	30	1
223	281	30	1
234	281	30	1
239	281	30	1
244	281	30	2
246	281	30	1
179	282	30	1
222	282	30	1
223	282	30	1
234	282	30	1
238	282	30	1
240	282	30	1
205	283	30	1
209	283	30	1
234	283	30	1
236	283	30	1
242	283	30	1
246	283	30	1
257	283	30	1
177	284	30	1
226	284	30	1
244	284	30	1
256	284	30	1
220	285	30	1
229	285	30	1
242	285	30	1
245	285.666666666667	31	1
206	286	30	1
226	286	30	1
230	286	30	1
239	286	30	1
240	286	30	1
243	286	30	1
248	286	30	1
228	287	30	1
251	287	30	1
254	287	30	1
238	288	30	1
241	288	30	1
247	288	30	2
221	289	30	1
233	289	30	1
237	289	30	1
238	289	30	1
239	289	30	1
243	289	30	1
224	290	30	1
226	290	30	1
232	290	30	1
226	291	30	1
232	291	30	1
235	291	30	1
239	291	30	1
245	291	30	1
249	291	30	1
255	291	30	1
236	292	30	1
251	292	30	1
257	292	30	1
241	293	30	1
245	293	30	1
220	294	30	1
226	294	30	1
249	294	30	1
250	294	30	1
251	294	30	1
254	294	30	1
257	294	30	1
220	295	30	1
228	295	30	1
234	295	30	1
250	295	30	1
251	295	30	2
257	295	30	2
235	296	30	1
241	296	30	1
244	296	30	1
246	297	30	1
215	298	30	1
221	298	30	1
225	298	30	1
231	298	30	1
248	298	30	1
249	298	30	1
250	298	30	1
252	298	30	1
216	299	30	1
221	299	30	1
246	299	30	1
250	299	30	1
214	300	30	1
227	300	30	2
244	300	30	1
247	300	30	2
248	300	30	1
235	301	30	1
241	301	30	1
243	301	30	1
245	301	30	1
249	301	30	1
225	303	30	1
240	303	30	1
246	303	30	1
238	306	30	1
215	251	31	1
229	251	31	2
233	253	31	1
237	253	31	1
227	254	31	1
235	255	31	1
237	255	31	1
216	256	31	1
236	256	31	1
214	257	31	1
218	257	31	2
240	257	31	1
215	258	31	2
231	258	31	1
233	258	31	2
240	258	31	1
231	259	31	1
186	260	31	1
188	260	31	1
190	260	31	1
218	260	31	1
237	260	31	1
239	260	31	1
184	261	31	2
188	261	31	1
216	261	31	1
222	262	31	1
229	262	31	1
230	262	31	1
187	263	31	1
200	263	31	1
211	263	31	1
217	263	31	1
230	263	31	1
240	263	31	1
245	263	31	1
187	264	31	1
190	264	31	1
194	264	31	1
199	264	31	1
209	264	31	1
210	264	31	1
215	264	31	1
218	264	31	1
227	264	31	1
240	264	31	1
185	265	31	1
205	265	31	1
213	265	31	1
223	265	31	1
226	265	31	2
233	265	31	1
234	265	31	1
246	265	31	2
191	266	31	1
232	266	31	1
248	266	31	1
192	267	31	1
197	267	31	1
216	267	31	1
222	267	31	1
223	267	31	1
231	267	31	1
233	267	31	1
236	267	31	1
241	267	31	1
245	267	31	1
195	268	31	1
197	268	31	1
213	268	31	1
238	268	31	1
243	268	31	1
244	268	31	1
245	268	31	1
173	269	31	1
183	269	31	1
193	269	31	1
214	269	31	1
215	269	31	2
235	269	31	1
240	269	31	1
246	269	31	1
248	269	31	1
249	269	31	1
252	269	31	1
198	270	31	1
200	270	31	1
207	270	31	1
248	270	31	1
249	270	31	1
172	271	31	1
175	271	31	1
214	271	31	1
246	271	31	1
247	271	31	1
251	271	31	1
182	272	31	1
183	272	31	1
185	272	31	2
211	272	31	1
212	272	31	1
226	272	31	1
230	272	31	1
235	272	31	1
240	272	31	1
243	272	31	1
249	272	31	1
251	272	31	1
254	272	31	1
183	273	31	1
210	273	31	1
211	273	31	1
232	273	31	1
239	273	31	1
249	273	31	1
185	274	31	1
203	274	31	1
204	274	31	1
209	274	31	1
214	274	31	1
229	274	31	1
239	274	31	1
211	275	31	1
237	275	31	1
238	275	31	1
184	276	31	1
234	276	31	2
174	277	31	1
205	277	31	1
233	277	31	1
237	277	31	1
244	277	31	1
247	277	31	1
177	278	31	1
204	278	31	1
207	278	31	1
243	278	31	1
180	279	31	1
234	279	31	1
242	279	31	1
237	280	31	1
238	280	31	1
251	280	31	1
222	281	31	1
235	281	31	2
239	281	31	1
241	281	31	1
245	281	31	1
248	281	31	1
238	282	31	2
239	282	31	1
248	282	31	2
249	282	31	1
254	282	31	2
176	283	31	1
208	283	31	1
233	283	31	1
239	283	31	1
240	283	31	1
209	284	31	1
212	284	31	1
241	284	31	1
244	284	31	1
254	284	31	1
257	284	31	1
179	285	31	1
220	285	31	2
233	285	31	1
245	285	31	1
252	285	31	1
253	285	31	1
255	285	31	1
218	286	31	1
221	286	31	1
219	287	31	1
222	287	31	2
227	287	31	1
231	287	31	1
237	287	31	1
250	287	31	2
220	288	31	1
231	288	31	1
240.5	288.5	31.5	1
246	288	31	2
253	288	31	1
224	289	31	1
241	289	31	1
250	289	31	1
254	289	31	1
221	290	31	1
234	290	31	1
239	290	31	1
246	290	31	1
248	290	31	1
197	291	31	1
198	291	31	1
229	291	31	1
240	291	31	1
244	291	31	2
254	291	31	2
255	291	31	1
201	292	31	1
221	292	31	1
236	292	31	1
242	292	31	1
231	293	31	1
232	293	31	1
234	293	31	1
236	293	31	1
239	293	31	1
198	294	31	1
202	294	31	2
220	294	31	1
222	294	31	1
225	294	31	2
233	294	31	1
242	294	31	1
250	294	31	1
252	294	31	1
202	295	31	1
222	295	31	1
228	295	31	1
234	295	31	1
243	295	31	1
244	295	31	1
250	295	31	1
200	296	31	1
222	296	31	1
240	296	31	1
253	296	31	2
254	296	31	1
248	297	31	1
255	297	31	2
224	298	31	1
229	298	31	1
238	298	31	1
239	298	31	1
251	298	31	1
253	298	31	1
224	299	31	1
224	300	31	1
231	300	31	1
235	300	31	1
236	300	31	1
237	300	31	1
241	300	31	1
225	301	31	1
228	301	31	1
230	301	31	1
233	301	31	1
242	301	31	1
246	301	31	1
247	301	31	1
224	302	31	1
232	302	31	1
248	302	31	1
236	303	31	1
237	303	31	1
241	303	31	1
242	303	31	1
246	303	31	2
247	303	31	1
234	305	31	2
231	306	31	2
236	306	31	1
231	252	32	1
214	253	32	1
217	253	32	1
235	254	32	2
236	254	32	1
216	255	32	1
221	255	32	1
227	255	32	1
234	255	32	1
177	256	32	1
234	256	32	1
195	257	32	2
208	257	32	1
219	257	32	1
228	257	32	1
230	257	32	1
218	258	32	1
237	258	32	1
201	259	32	1
209	259	32	1
214	259	32	3
222	259	32	2
220	260	32	1
222	260	32	1
230	260	32	1
236	260	32	1
246	260	32	1
216	261	32	2
230	261	32	1
231	261	32	1
197	262	32	1
217	262	32	1
230	262	32	2
236	262	32	1
238	262	32	1
193	263	32	2
200	263	32	1
204	263	32	1
218	263	32	1
221	263	32	1
230	263	32	1
249	263	32	1
215	264	32	1
223	264	32	2
233	264	32	1
185	265	32	2
187	265	32	2
193	265	32	2
203	265	32	1
211	265	32	1
218	265	32	1
224	265	32	1
233	265	32	1
235	265	32	1
248	265	32	1
251	265	32	1
197	266	32	1
222	266	32	1
235	266	32	2
238	266	32	2
239	266	32	1
194	267	32	1
211	267	32	1
231	267	32	1
246	267	32	1
247	267	32	1
248	267	32	1
207	268	32	1
245	268	32	1
181	269	32	1
204	269	32	1
213	269	32	1
222	269	32	1
223	269	32	1
238	269	32	1
240	269	32	1
245	269	32	1
251	269	32	1
252	269	32	1
172	270	32	1
196	270	32	1
206	270	32	1
216	270	32	1
222	270	32	3
241	270	32	1
247	270	32	1
250	270	32	1
180	271	32	1
182	271	32	1
186	271	32	2
209	271	32	1
211	271	32	1
228	271	32	2
233	271	32	1
235	271	32	1
238	271	32	1
247	271	32	1
250	271	32	1
177	272	32	1
201	272	32	1
205	272	32	1
209	272	32	1
210	272	32	1
214	272	32	1
216	272	32	1
241	272	32	1
245	272	32	1
248	272	32	1
249	272	32	1
255	272	32	1
186	273	32	1
207	273	32	1
208	273	32	1
239	273	32	1
245	273	32	1
250	273	32	1
172	274	32	2
174	274	32	1
179	274	32	1
184	274	32	1
185	274	32	1
208	274	32	2
234	274	32	1
240	274	32	1
181	275	32	1
183	275	32	1
184	275	32	1
186	275	32	1
203	275	32	1
210	275	32	1
212	275	32	1
203	276	32	2
205	276	32	1
236	276	32	1
246	276	32	1
175	277	32	1
224	277	32	1
241	277	32	1
242	277	32	1
245	277	32	1
237	278	32	1
248	278	32	1
234	279	32	1
242	279	32	1
173	280	32	1
175	280	32	1
189	280	32	2
208	280	32	1
229	280	32	1
241	280	32	1
245	280	32	1
248	280	32	1
173	281	32	1
179	281	32	1
181	281	32	1
186	281	32	1
211	281	32	1
239	281	32	1
248	281	32	1
173	282	32	1
174	282	32	1
220	282	32	2
221	282	32	1
224	282	32	1
227	282	32	1
231	282	32	1
242	282	32	1
247	282	32	2
173	283	32	2
178	283	32	1
183	283	32	1
230	283	32	1
241	283	32	1
242	283	32	1
178	284	32	1
179	284	32	1
226	284	32	1
227	284	32	1
242	284	32	1
244	284	32	1
249	284	32	1
177	285	32	1
221	285	32	1
230	285	32	1
233	285	32	1
237	285	32	1
249	285	32	1
252	285	32	1
253	285	32	1
207	286	32	1
222	286	32	1
229	286	32	1
231	286	32	1
246	286	32	1
247	286	32	1
176	287	32	1
187	287	32	1
220	287	32	1
250	287	32	1
220	288	32	1
227	288	32	1
229	288	32	2
236	288	32	1
185	289	32	1
223	289	32	1
226	289	32	2
243	289	32	1
247	289	32	1
248	289	32	1
199	290	32	1
222	290	32	1
229	290	32	1
231	290	32	1
232	290	32	1
239	290	32	1
246	290	32	1
247	290	32	2
255	290	32	1
231	291	32	1
242	291	32	1
248	291	32	1
254	291	32	3
198	292	32	1
203	292	32	1
222	292	32	1
225	292	32	1
227	292	32	1
228	292	32	1
229	292	32	1
234	292	32	1
248	292	32	1
200	293	32	1
207	293	32	1
228	293	32	1
236	293	32	1
247	293	32	1
249	293	32	1
251	293	32	1
236	294	32	3
244	294	32	1
195	295	32	1
217	295	32	1
231	295	32	1
236	295	32	1
245	295	32	1
198	296	32	1
243	296	32	1
221	297	32	1
225	297	32	1
227	297	32	1
236	297	32	1
237	297	32	1
244	297	32	2
248	297	32	1
223	298	32	1
228	298	32	1
238	298	32	1
246	298	32	1
247	298	32	2
253	298	32	1
233	299	32	1
240	299	32	2
242	299	32	3
243	299	32	1
244	299	32	1
196	300	32	1
197	300	32	1
239	300	32	1
210	301	32	1
225	301	32	1
232	301	32	2
234	301	32	1
239	301	32	1
243	301	32	1
244	301	32	1
248	302	32	1
222	303	32	1
223	303	32	1
245	304	32	1
237	305	32	1
242	305	32	1
222	306	32	1
234	306	32	1
237	307	32	1
223	308	32	1
227	308	32	1
220	309	32	1
228	309	32	1
227	310	32	1
233	310	32	1
229	312	32	1
232	312	32	1
230	313	32	1
226	252	33	1
221	253	33	1
231	253	33	1
219	254	33	2
230	254	33	1
231	254	33	1
239	254	33	1
231	255	33	1
221	256	33	1
241	256	33	1
214	257	33	1
218	257	33	1
220	257	33	1
227	257	33	1
216	258	33	2
218	258	33	1
222	258	33	1
226	258	33	1
232	258	33	1
220	259	33	1
225	259	33	1
231	259	33	1
235	259	33	3
243	259	33	1
244	259	33	1
224	260	33	1
230	260	33	1
195	261	33	1
218	261	33	1
230	261	33	1
241	261	33	2
242	261	33	1
211	262	33	1
216	262	33	1
219	262	33	1
227	262	33	1
242	262	33	1
245	262	33	1
215	263	33	1
247	263	33	1
249	263	33	1
185	264	33	1
186	264	33	1
189	264	33	1
216	264	33	1
217	264	33	1
218	264	33	1
220	264	33	1
226	264	33	1
231	264	33	2
192	265	33	1
224	265	33	1
225	265	33	1
233	265	33	1
237	265	33	2
252	265	33	1
189	266	33	1
213	266	33	1
237	266	33	1
240	266	33	1
246	266	33	1
247	266	33	1
249	266	33	1
188	267	33	1
191	267	33	1
193	267	33	1
194	267	33	1
202	267	33	1
205	267	33	1
209	267	33	1
219	267	33	1
231	267	33	1
235	267	33	1
248	267	33	1
252	267	33	1
183	268	33	1
191	268	33	1
192	268	33	1
196	268	33	2
206	268	33	1
210	268	33	2
214	268	33	1
226	268	33	1
231	268	33	1
232	268	33	1
245	268	33	1
250	268	33	1
184	269	33	1
192	269	33	2
201	269	33	1
208	269	33	1
233	269	33	1
241	269	33	1
244	269	33	1
250	269	33	1
185	270	33	1
188	270	33	1
245	270	33	1
247	270	33	1
248	270	33	1
177	271	33	1
211	271	33	1
216	271	33	1
224	271	33	1
226	271	33	1
231	271	33	1
243	271	33	1
244	271	33	1
245	271	33	1
248	271	33	1
177	272	33	1
180	272	33	1
183	272	33	1
205	272	33	1
210	272	33	1
232	272	33	1
234	272	33	1
239	272	33	1
244	272	33	1
251	272	33	1
171	273	33	1
174	273	33	1
181	273	33	1
203	273	33	1
211	273	33	1
226	273	33	1
227	273	33	1
230	273	33	1
239	273	33	1
174	274	33	1
176	274	33	1
177	274	33	1
185	274	33	1
186	274	33	1
201	274	33	1
203	274	33	1
206	274	33	1
208	274	33	1
210	274	33	1
211	274	33	2
217	274	33	1
232	274	33	1
242	274	33	2
186	275	33	1
202	275	33	1
207	275	33	1
209	275	33	1
210	275	33	1
211	275	33	1
214	275	33	1
227	275	33	1
239	275	33	2
241	275	33	1
242	275	33	1
243	275	33	1
174	276	33	1
189	276	33	1
206	276	33	1
208	276	33	1
176	277	33	1
187	277	33	1
227	277	33	1
244	277	33	1
174	278	33	1
204	278	33	1
207	278	33	1
237	278	33	1
208	279	33	2
220	279	33	1
180	280	33	1
187	280	33	1
191	280	33	1
206	280	33	1
210	280	33	1
214	280	33	1
241	280	33	1
176	281	33	1
204	281	33	1
206	281	33	1
208	281	33	1
219	281	33	2
232	281	33	1
233	281	33	2
249	281	33	2
175	282	33	1
177	282	33	1
179	282	33	1
207	282	33	1
210	282	33	3
211	282	33	1
223	282	33	1
226	282	33	2
231	282	33	2
244	282	33	1
183	283	33	1
206	283	33	1
209	283	33	1
243	283	33	1
247	283	33	1
186	284	33	2
188	284	33	2
209	284	33	1
220	284	33	1
224	284	33	1
225	284	33	1
229	284	33	1
230	284	33	1
234	284	33	1
246	284	33	1
249	284	33	1
178	285	33	1
208	285	33	1
219	285	33	1
220	285	33	1
228	285	33	1
233	285	33	1
234	285	33	1
236	285	33	1
237.5	285.5	33.5	1
240	285	33	1
242	285	33	2
253	285	33	1
218	286	33	1
220	286	33	1
230	286	33	1
242	286	33	1
205	287	33	1
220	287	33	1
224	287	33	1
226	287	33	1
234	287	33	1
235	287	33	1
236	287	33	1
242	287	33	1
219	288	33	1
244	288	33	1
223	289	33	1
224	289	33	1
230	289	33	1
185	290	33	1
199	290	33	1
207	290	33	1
222	290	33	1
234	290	33	1
236	290	33	2
238	290	33	1
239	290	33	1
246	290	33	1
186	291	33	1
223	291	33	1
231	291	33	1
240	291	33	1
249	291	33	1
202	292	33	1
236	292	33	2
237	292	33	1
242	292	33	1
254	292	33	1
197	293	33	1
228	293	33	1
230	293	33	1
233	293	33	2
234	293	33	1
237	293	33	1
241	293	33	1
243	293	33	1
244	293	33	1
252	293	33	1
254	293	33	1
195	294	33	1
220	295	33	1
228	295	33	1
229	295	33	1
235	295	33	1
237	295	33	1
243	295	33	1
246	295	33	1
254	295	33	1
191	296	33	2
195	296	33	2
199	296	33	2
228	296	33	1
236	296	33	1
242	296	33	1
246	296	33	2
255	296	33	1
195	297	33	1
202	297	33	1
224	297	33	1
235	297	33	1
236	297	33	1
240	297	33	1
245	297	33	1
236	298	33	1
240	298	33	1
241	298	33	2
243	298	33	1
246	298	33	2
248	298	33	1
197	299	33	1
230	299	33	1
232	299	33	1
246	299	33	1
237	300	33	1
246	300	33	2
196	301	33	1
224	301	33	1
229	301	33	1
234	301	33	2
240	301	33	1
209	302	33	1
226	302	33	1
231	302	33	1
246	302	33	1
223	303	33	1
242	303	33	1
229	304	33	1
234	305	33	1
199	306	33	1
232	306	33	1
235	306	33	1
236	306	33	1
237	306	33	1
240	308	33	1
232	309	33	1
233	309	33	1
234	309	33	1
234	310	33	1
239	310	33	1
224	311	33	1
227	311	33	1
232	311	33	1
233	311	33	1
234	311	33	2
235	311	33	1
236	311	33	1
222	312	33	1
225	312	33	1
226	312	33	1
228	312	33	1
229	313	33	1
234	314	33	1
236	314	33	1
228	251	34	1
224	252	34	1
227	252	34	1
225	253	34	2
229	253	34	1
228	254	34	1
220	255	34	2
223	255	34	1
225	255	34	1
230	255	34	1
237	255	34	1
190	256	34	2
223	256	34	1
233	256	34	1
237	256	34	1
216	257	34	1
219	257	34	1
220	257	34	1
228	257	34	1
237	257	34	1
201	258	34	1
217	258	34	1
221	258	34	1
234	258	34	1
242	258	34	1
216	259	34	1
219	259	34	1
227	259	34	1
228	259	34	1
235	259	34	1
244	259	34	1
217	260	34	1
220	260	34	1
221	260	34	1
224	260	34	1
229	260	34	1
238	260	34	1
240	260	34	1
204	261	34	1
190	262	34	1
192	262	34	1
193	262	34	2
211	262	34	1
214	262	34	1
216	262	34	1
220	262	34	1
224	262	34	1
243	262	34	1
245	262	34	1
192	263	34	2
