x	y	z	Intracellular signaling by second messengers
204	274	34	3
209	274	34	2
211	274	34	2
213	274	34	1
215	274	34	1
217	274	34	1
218	274	34	1
229	274	34	1
232	274	34	1
233	274	34	2
234	274	34	2
235	274	34	1
238	274	34	1
241	274	34	1
250	274	34	2
184	275	34	1
185	275	34	2
189	275	34	2
207	275	34	1
208	275	34	1
209	275	34	2
212	275	34	1
213	275	34	2
215	275	34	1
219	275	34	1
226	275	34	1
227	275	34	1
231	275	34	2
233	275	34	2
237	275	34	1
238	275	34	2
239	275	34	1
245	275	34	1
174	276	34	1
177	276	34	1
184	276	34	1
202	276	34	1
206	276	34	1
207	276	34	2
209	276	34	3
211	276	34	1
212	276	34	1
214	276	34	2
219	276	34	1
236	276	34	2
237	276	34	1
240	276	34	2
241	276	34	1
242	276	34	2
243	276	34	1
245	276	34	2
250	276	34	1
175	277	34	3
183	277	34	1
186	277	34	1
189	277	34	1
206	277	34	1
207	277	34	1
211	277	34	3
234	277	34	1
236	277	34	1
245	277	34	1
175	278	34	1
186	278	34	2
190	278	34	2
193	278	34	1
201	278	34	1
208	278	34	2
209	278	34	1
210	278	34	1
214	278	34	1
226	278	34	1
232	278	34	1
234	278	34	1
236	278	34	3
239	278	34	1
243	278	34	1
244	278	34	1
177	279	34	1
179	279	34	1
180	279	34	1
181	279	34	1
192	279	34	3
203	279	34	1
205	279	34	2
207	279	34	1
210	279	34	1
215	279	34	1
217	279	34	1
219	279	34	2
227	279	34	1
232	279	34	1
236	279	34	1
237	279	34	2
241	279	34	1
243	279	34	3
246	279	34	1
247	279	34	1
249	279	34	2
173	280	34	2
174	280	34	2
177	280	34	1
178	280	34	1
181	280	34	1
187	280	34	1
192	280	34	2
204	280	34	1
205	280	34	1
206	280	34	2
207	280	34	1
208	280	34	2
210	280	34	1
212	280	34	2
215	280	34	1
221	280	34	1
235	280	34	2
236	280	34	2
238	280	34	1
239	280	34	1
242	280	34	2
245	280	34	2
248	280	34	1
174	281	34	2
177	281	34	1
179	281	34	2
180	281	34	2
189	281	34	3
191	281	34	1
192	281	34	2
206	281	34	3
207	281	34	1
208	281	34	1
209	281	34	2
213	281	34	3
221	281	34	1
222	281	34	3
226	281	34	1
228	281	34	1
232	281	34	2
237	281	34	1
241	281	34	2
248	281	34	2
250	281	34	1
175	282	34	1
178	282	34	4
181	282	34	1
182	282	34	2
187	282	34	2
189	282	34	1
190	282	34	1
207	282	34	1
208	282	34	1
209	282	34	1
210	282	34	1
212	282	34	2
218	282	34	2
220	282	34	3
223	282	34	3
224	282	34	1
230	282	34	2
233	282	34	3
234	282	34	1
235	282	34	1
245	282	34	1
251	282	34	2
176	283	34	1
187	283	34	1
192	283	34	3
204	283	34	1
206	283	34	1
207	283	34	1
208	283	34	1
209	283	34	2
219	283	34	1
226	283	34	2
227	283	34	1
228	283	34	1
233	283	34	1
235	283	34	1
238	283	34	2
239	283	34	2
245	283	34	1
250	283	34	1
253	283	34	1
184	284	34	1
203	284	34	1
205	284	34	2
206	284	34	1
207	284	34	1
208	284	34	2
209	284	34	1
210	284	34	2
214	284	34	2
215	284	34	1
219	284	34	1
220	284	34	1
223	284	34	2
225	284	34	1
226	284	34	3
227	284	34	1
229	284	34	1
231	284	34	2
233	284	34	1
235	284	34	1
236	284	34	2
237	284	34	1
238	284	34	2
242	284	34	1
254	284	34	1
176	285	34	2
177	285	34	1
179	285	34	1
181	285	34	2
187	285	34	1
203	285	34	1
204	285	34	3
205	285	34	2
210	285	34	2
211	285	34	1
219	285	34	1
220	285	34	2
226	285	34	2
231	285	34	1
233	285	34	1
237	285	34	1
238	285	34	1
245	285	34	1
176	286	34	1
186	286	34	2
188	286	34	1
189	286	34	1
204	286	34	1
205	286	34	1
208	286	34	1
213	286	34	1
218	286	34	3
220	286	34	1
222	286	34	1
226	286	34	1
228	286	34	1
237	286	34	1
240	286	34	1
242	286	34	2
246	286	34	1
247	286	34	3
254	286	34	1
184	287	34	2
187	287	34	1
190	287	34	4
199	287	34	1
207	287	34	1
209	287	34	1
220	287	34	1
221	287	34	1
222	287	34	1
225	287	34	1
226	287	34	1
228	287	34	2
229	287	34	3
230	287	34	1
231	287	34	3
233	287	34	1
235	287	34	1
241	287	34	1
243	287	34	1
247	287	34	1
252	287	34	1
185	288	34	2
187	288	34	1
190	288	34	1
200	288	34	1
201	288	34	1
203	288	34	2
204	288	34	1
205	288	34	1
220	288	34	1
221	288	34	3
223	288	34	1
224	288	34	1
226	288	34	1
228	288	34	1
229	288	34	1
230	288	34	1
231	288	34	1
233	288	34	1
235	288	34	1
237	288	34	1
238	288	34	2
239	288	34	1
248	288	34	1
249	288	34	2
253	288	34	3
185	289	34	2
198	289	34	1
199	289	34	1
202	289	34	1
203	289	34	1
219	289	34	1
224	289	34	3
232	289	34	4
235	289	34	2
238	289	34	1
241	289	34	2
242	289	34	1
176	290	34	1
182	290	34	3
185	290	34	1
186	290	34	2
187	290	34	1
197	290	34	2
198	290	34	1
203	290	34	3
204	290	34	1
220	290	34	2
222	290	34	1
223	290	34	2
224	290	34	1
229	290	34	2
233	290	34	2
235	290	34	1
244	290	34	2
246	290	34	1
247	290	34	2
248	290	34	1
199	291	34	1
200	291	34	1
221	291	34	1
223	291	34	3
224	291	34	1
225	291	34	1
229	291	34	2
231	291	34	2
232	291	34	1
235	291	34	1
237	291	34	1
239	291	34	1
241	291	34	1
242	291	34	1
245	291	34	1
249	291	34	1
255	291	34	1
196	292	34	2
203	292	34	1
204	292	34	1
221	292	34	1
222	292	34	1
225	292	34	1
226	292	34	1
228	292	34	2
230	292	34	2
232	292	34	2
233	292	34	2
235	292	34	1
236	292	34	1
238	292	34	3
242	292	34	2
244	292	34	1
188	293	34	1
190	293	34	1
194	293	34	1
196	293	34	2
197	293	34	1
202	293	34	1
205	293	34	2
222	293	34	1
223	293	34	1
224	293	34	1
227	293	34	2
229	293	34	1
230	293	34	1
231	293	34	2
233	293	34	2
237	293	34	1
238	293	34	1
243	293	34	4
244	293	34	1
182	294	34	3
183	294	34	3
190	294	34	1
195	294	34	1
197	294	34	1
198	294	34	1
199	294	34	2
206	294	34	2
217	294	34	1
223	294	34	4
224	294	34	1
226	294	34	1
235	294	34	1
236	294	34	2
243	294	34	2
245	294	34	1
179	295	34	1
184	295	34	1
192	295	34	1
194	295	34	2
197	295	34	4
198	295	34	1
202	295	34	1
220	295	34	1
228	295	34	1
229	295	34	2
230	295	34	1
231	295	34	1
232	295	34	1
233	295	34	3
238	295	34	1
239	295	34	1
182	296	34	1
191	296	34	1
196	296	34	1
198	296	34	1
199	296	34	2
201	296	34	1
202	296	34	2
205	296	34	1
217	296	34	1
223	296	34	1
225	296	34	1
229	296	34	2
234	296	34	1
237	296	34	3
241	296	34	1
242	296	34	1
243	296	34	1
244	296	34	1
195	297	34	1
196	297	34	1
199	297	34	1
200	297	34	1
202	297	34	2
223	297	34	2
224	297	34	2
225	297	34	1
227	297	34	3
229	297	34	2
231	297	34	2
237	297	34	2
239	297	34	1
242	297	34	1
243	297	34	2
196	298	34	1
200	298	34	1
234	298	34	2
237	298	34	1
239	298	34	1
241	298	34	1
244	298	34	1
246	298	34	1
248	298	34	2
180	299	34	4
182	299	34	2
195	299	34	3
197	299	34	4
198	299	34	2
200	299	34	2
207	299	34	1
224	299	34	3
227	299	34	1
232	299	34	1
236	299	34	1
242	299	34	3
243	299	34	2
247	299	34	1
224	300	34	2
228	300	34	1
229	300	34	1
233	300	34	1
238	300	34	1
241	300	34	1
242	300	34	1
196	301	34	3
197	301	34	2
198	301	34	1
224	301	34	1
229	301	34	1
231	301	34	2
232	301	34	1
236	301	34	1
240	301	34	1
244	301	34	4
246	301	34	1
223	302	34	1
232	302	34	1
235	302	34	1
237	302	34	2
242	302	34	1
243	302	34	1
227	303	34	2
229	303	34	1
233	303	34	1
237	303	34	2
240	303	34	1
244	303	34	1
245	303	34	2
194	304	34	1
199	304	34	2
226	304	34	1
230	304	34	1
231	304	34	2
232	304	34	2
235	304	34	2
236	304	34	1
237	304	34	1
241	304	34	1
243	304	34	1
199	305	34	2
223	305	34	1
225	305	34	1
227	305	34	1
229	305	34	2
230	305	34	1
232	305	34	1
233	305	34	1
235	305	34	1
240	305	34	2
198	306	34	1
224	306	34	1
228	306	34	1
233	306	34	1
235	306	34	2
236	306	34	1
238	306	34	1
241	306	34	1
244	306	34	1
206	307	34	5
221	307	34	2
223	307	34	1
225	307	34	1
226	307	34	3
235	307	34	1
222	308	34	1
224	308	34	2
225	308	34	1
226	308	34	1
227	308	34	1
229	308	34	3
233	308	34	2
239	308	34	1
242	308	34	1
243	308	34	4
224	309	34	1
225	309	34	1
229	309	34	2
232	309	34	1
237	309	34	2
242	309	34	2
216	310	34	2
222	310	34	3
224	310	34	2
226	310	34	1
228	310	34	2
229	310	34	1
230	310	34	1
232	310	34	1
233	310	34	2
234	310	34	1
236	310	34	1
238	310	34	1
239	310	34	1
241	310	34	1
218	311	34	1
227	311	34	1
231	311	34	3
233	311	34	1
236	311	34	3
216	312	34	1
222	312	34	1
224	312	34	1
226	312	34	2
228	312	34	3
229	312	34	1
237	312	34	1
224	313	34	1
225	313	34	1
227	313	34	1
228	313	34	1
231	313	34	2
232	313	34	1
234	313	34	1
225	314	34	1
226	314	34	1
228	314	34	2
230	314	34	2
234	314	34	1
230	315	34	1
233	315	34	2
226	316	34	1
227	317	34	1
232	317	34	1
233	317	34	1
237	318	34	1
230	248	35	1
226	250	35	1
224	251	35	1
225	251	35	1
227	251	35	1
228	251	35	1
223	252	35	2
226	252	35	1
219	253	35	1
221	253	35	1
223	253	35	2
225	253	35	1
232	253	35	1
219	254	35	1
221	254	35	1
223	254	35	1
224	254	35	2
226	254	35	2
227	254	35	2
231	254	35	2
235	254	35	1
218	255	35	2
219	255	35	1
220	255	35	1
224	255	35	1
225	255	35	1
227	255	35	1
229	255	35	4
231	255	35	1
215	256	35	2
216	256	35	1
221	256	35	1
223	256	35	2
230	256	35	3
240	256	35	3
241	256	35	2
243	256	35	1
191	257	35	1
209	257	35	3
210	257	35	2
215	257	35	1
216	257	35	1
221	257	35	1
224	257	35	1
226	257	35	1
227	257	35	1
239	257	35	2
240	257	35	1
241	257	35	1
203	258	35	2
216	258	35	1
218	258	35	1
221	258	35	1
222	258	35	1
225	258	35	3
226	258	35	1
227	258	35	2
229	258	35	1
230	258	35	1
232	258	35	1
235	258	35	1
237	258	35	2
240	258	35	1
242	258	35	1
190	259	35	1
201	259	35	1
211	259	35	1
215	259	35	3
217	259	35	1
218	259	35	1
220	259	35	3
221	259	35	1
224	259	35	1
225	259	35	1
227	259	35	3
228	259	35	1
230	259	35	2
231	259	35	2
233	259	35	1
234	259	35	1
240	259	35	1
241	259	35	4
242	259	35	1
244	259	35	1
190	260	35	1
191	260	35	1
210	260	35	1
217	260	35	1
220	260	35	1
221	260	35	4
222	260	35	1
223	260	35	1
226	260	35	1
227	260	35	1
229	260	35	1
231	260	35	3
237	260	35	2
239	260	35	2
240	260	35	2
241	260	35	1
242	260	35	2
243	260	35	1
244	260	35	2
247	260	35	2
189	261	35	1
193	261	35	2
208	261	35	1
210	261	35	2
211	261	35	1
213	261	35	1
218	261	35	1
219	261	35	2
222	261	35	1
223	261	35	1
224	261	35	2
226	261	35	1
227	261	35	1
231	261	35	1
232	261	35	3
234	261	35	1
235	261	35	3
236	261	35	2
240	261	35	1
242	261	35	2
244	261	35	1
246	261	35	2
189	262	35	1
193	262	35	1
203	262	35	2
206	262	35	1
211	262	35	1
218	262	35	2
219	262	35	1
220	262	35	4
222	262	35	2
223	262	35	2
231	262	35	2
232	262	35	1
236	262	35	1
237	262	35	2
239	262	35	2
245	262	35	1
248	262	35	1
189	263	35	2
190	263	35	1
191	263	35	2
196	263	35	1
213	263	35	1
214	263	35	2
218	263	35	2
219	263	35	2
227	263	35	1
228	263	35	3
233	263	35	3
234	263	35	1
235	263	35	2
236	263	35	1
237	263	35	1
238	263	35	2
240	263	35	1
244	263	35	3
245	263	35	1
249	263	35	2
250	263	35	1
186	264	35	1
191	264	35	2
200	264	35	1
212	264	35	1
213	264	35	2
216	264	35	1
217	264	35	1
218	264	35	3
219	264	35	2
220	264	35	2
221	264	35	1
223	264	35	2
224	264	35	1
227	264	35	4
230	264	35	2
231	264	35	3
234	264	35	1
236	264	35	1
238	264	35	1
240	264	35	2
243	264	35	2
245	264	35	1
248	264	35	2
178	265	35	1
184	265	35	1
185	265	35	1
190	265	35	2
191	265	35	1
193	265	35	1
195	265	35	3
196	265	35	3
202	265	35	1
204	265	35	2
205	265	35	2
208	265	35	1
209	265	35	2
211	265	35	1
213	265	35	1
214	265	35	1
218	265	35	3
222	265	35	1
223	265	35	1
224	265	35	1
226	265	35	1
229	265	35	1
232	265	35	2
233	265	35	2
238	265	35	1
245	265	35	1
183	266	35	1
186	266	35	1
187	266	35	1
188	266	35	1
190	266	35	1
192	266	35	2
196	266	35	1
197	266	35	2
205	266	35	1
206	266	35	1
208	266	35	2
210	266	35	1
211	266	35	1
219	266	35	1
220	266	35	3
221	266	35	1
223	266	35	1
226	266	35	1
229	266	35	1
233	266	35	1
234	266	35	1
236	266	35	1
238	266	35	2
239	266	35	2
240	266	35	1
241	266	35	1
247	266	35	2
250	266	35	1
184	267	35	2
185	267	35	1
188	267	35	1
189	267	35	3
190	267	35	2
192	267	35	1
195	267	35	1
206	267	35	1
209	267	35	2
212	267	35	1
214	267	35	1
215	267	35	1
220	267	35	1
225	267	35	1
228	267	35	1
229	267	35	1
231	267	35	1
233	267	35	1
238	267	35	1
239	267	35	2
243	267	35	1
247	267	35	3
248	267	35	2
185	268	35	1
187	268	35	1
189	268	35	1
192	268	35	2
193	268	35	1
194	268	35	2
196	268	35	1
206	268	35	1
207	268	35	2
208	268	35	1
210	268	35	1
213	268	35	2
215	268	35	1
216	268	35	1
218	268	35	1
219	268	35	1
222	268	35	2
225	268	35	1
234	268	35	1
241	268	35	1
242	268	35	2
245	268	35	1
246	268	35	1
247	268	35	1
248	268	35	1
249	268	35	1
252	268	35	1
172	269	35	1
176	269	35	1
178	269	35	1
181	269	35	1
184	269	35	2
186	269	35	1
193	269	35	1
202	269	35	2
212	269	35	2
215	269	35	1
216	269	35	1
240	269	35	1
244	269	35	2
247	269	35	1
248	269	35	1
249	269	35	1
250	269	35	1
173	270	35	1
176	270	35	1
181	270	35	1
188	270	35	2
193	270	35	3
194	270	35	1
198	270	35	1
207	270	35	1
211	270	35	1
214	270	35	1
216	270	35	2
217	270	35	1
223	270	35	1
231	270	35	1
233	270	35	1
236	270	35	1
237	270	35	2
240	270	35	1
245	270	35	1
246	270	35	1
247	270	35	2
248	270	35	3
249	270	35	1
250	270	35	1
171	271	35	1
173	271	35	1
176	271	35	1
179	271	35	1
180	271	35	2
181	271	35	1
183	271	35	1
185	271	35	1
186	271	35	2
188	271	35	1
189	271	35	1
190	271	35	1
192	271	35	1
193	271	35	1
196	271	35	1
198	271	35	1
199	271	35	1
201	271	35	1
205	271	35	2
206	271	35	3
207	271	35	3
209	271	35	1
212	271	35	2
217	271	35	1
218	271	35	1
219	271	35	1
220	271	35	1
228	271	35	1
231	271	35	2
233	271	35	1
235	271	35	1
238	271	35	1
240	271	35	1
241	271	35	3
243	271	35	2
245	271	35	1
247	271	35	2
248	271	35	5
249	271	35	2
250	271	35	1
174	272	35	2
185	272	35	1
189	272	35	1
190	272	35	1
192	272	35	1
193	272	35	2
197	272	35	1
202	272	35	1
203	272	35	1
205	272	35	2
206	272	35	1
207	272	35	1
209	272	35	1
210	272	35	1
211	272	35	1
213	272	35	1
214	272	35	1
215	272	35	1
216	272	35	1
217	272	35	1
219	272	35	1
222	272	35	1
229	272	35	1
231	272	35	1
233	272	35	2
237	272	35	1
238	272	35	1
239	272	35	1
244	272	35	2
246	272	35	1
173	273	35	3
178	273	35	1
179	273	35	1
181	273	35	2
182	273	35	1
183	273	35	1
184	273	35	1
185	273	35	2
186	273	35	1
187	273	35	2
204	273	35	1
205	273	35	2
206	273	35	2
216	273	35	1
218	273	35	2
227	273	35	1
230	273	35	2
232	273	35	1
234	273	35	1
238	273	35	2
239	273	35	1
242	273	35	1
250	273	35	1
171	274	35	1
173	274	35	1
176	274	35	1
182	274	35	1
183	274	35	2
185	274	35	2
186	274	35	1
187	274	35	3
190	274	35	3
196	274	35	2
210	274	35	1
212	274	35	1
215	274	35	1
217	274	35	1
223	274	35	2
225	274	35	1
232	274	35	1
234	274	35	1
235	274	35	1
236	274	35	1
238	274	35	1
239	274	35	1
242	274	35	2
245	274	35	1
250	274	35	1
176	275	35	1
178	275	35	1
184	275	35	4
185	275	35	1
186	275	35	1
200	275	35	2
203	275	35	2
209	275	35	1
210	275	35	2
218	275	35	1
219	275	35	1
220	275	35	1
231	275	35	1
235	275	35	1
239	275	35	1
240	275	35	1
242	275	35	2
243	275	35	2
245	275	35	1
186	276	35	1
187	276	35	1
188	276	35	1
202	276	35	2
203	276	35	1
204	276	35	2
209	276	35	1
211	276	35	1
212	276	35	1
218	276	35	1
220	276	35	1
221	276	35	1
230	276	35	3
232	276	35	1
240	276	35	1
242	276	35	1
244	276	35	2
173	277	35	1
175	277	35	1
176	277	35	1
183	277	35	2
185	277	35	2
188	277	35	1
205	277	35	2
208	277	35	2
210	277	35	1
211	277	35	1
213	277	35	1
215	277	35	3
218	277	35	1
219	277	35	1
220	277	35	2
224	277	35	2
229	277	35	1
232	277	35	1
234	277	35	1
241	277	35	1
244	277	35	1
248	277	35	2
174	278	35	2
176	278	35	1
187	278	35	1
188	278	35	1
195	278	35	2
203	278	35	1
204	278	35	1
205	278	35	3
214	278	35	1
215	278	35	1
222	278	35	3
224	278	35	1
225	278	35	1
229	278	35	1
230	278	35	2
231	278	35	1
233	278	35	1
235	278	35	2
243	278	35	2
244	278	35	1
247	278	35	1
177	279	35	1
179	279	35	1
180	279	35	1
184	279	35	2
194	279	35	2
195	279	35	2
201	279	35	2
203	279	35	1
204	279	35	1
205	279	35	1
206	279	35	2
210	279	35	1
212	279	35	1
214	279	35	2
221	279	35	2
232	279	35	1
233	279	35	4
236	279	35	1
237	279	35	2
238	279	35	2
241	279	35	1
245	279	35	3
172	280	35	1
173	280	35	1
175	280	35	2
180	280	35	4
190	280	35	2
191	280	35	1
205	280	35	1
210	280	35	3
211	280	35	2
212	280	35	1
214	280	35	1
219	280	35	1
220	280	35	3
221	280	35	2
226	280	35	1
233	280	35	1
234	280	35	1
238	280	35	1
246	280	35	2
173	281	35	1
174	281	35	1
182	281	35	1
191	281	35	1
205	281	35	4
206	281	35	1
210	281	35	1
212	281	35	1
213	281	35	1
216	281	35	1
217	281	35	2
219	281	35	2
223	281	35	1
224	281	35	2
229	281	35	1
232	281	35	1
239	281	35	1
240	281	35	2
245	281	35	1
173	282	35	1
175	282	35	1
179	282	35	2
186	282	35	3
187	282	35	1
189	282	35	1
190	282	35	2
202	282	35	3
203	282	35	4
205	282	35	2
208	282	35	1
209	282	35	1
210	282	35	1
215	282	35	3
221	282	35	1
222	282	35	1
223	282	35	2
224	282	35	1
229	282	35	2
245	282	35	1
171	283	35	2
173	283	35	2
175	283	35	2
180	283	35	1
187	283	35	1
188	283	35	1
202	283	35	2
203	283	35	1
208	283	35	3
209	283	35	1
211	283	35	1
215	283	35	1
220	283	35	3
221	283	35	1
223	283	35	2
226	283	35	2
227	283	35	2
228	283	35	2
229	283	35	4
233	283	35	1
241	283	35	1
245	283	35	1
246	283	35	2
250	283	35	2
181	284	35	1
185	284	35	1
186	284	35	1
187	284	35	2
189	284	35	1
205	284	35	2
207	284	35	2
208	284	35	3
209	284	35	2
212	284	35	3
214	284	35	2
215	284	35	2
218	284	35	1
219	284	35	1
220	284	35	1
221	284	35	2
224	284	35	1
225	284	35	4
230	284	35	1
235	284	35	1
237	284	35	3
238	284	35	1
241	284	35	1
242	284	35	2
243	284	35	1
244	284	35	1
245	284	35	1
246	284	35	2
247	284	35	2
176	285	35	1
178	285	35	2
185	285	35	3
187	285	35	2
189	285	35	1
200	285	35	1
201	285	35	1
203	285	35	1
208	285	35	1
209	285	35	3
217	285	35	3
220	285	35	1
221	285	35	1
222	285	35	1
226	285	35	1
231	285	35	1
232	285	35	1
234	285	35	1
240	285	35	2
241	285	35	1
242	285	35	1
243	285	35	1
174	286	35	1
181	286	35	1
185	286	35	1
198	286	35	1
199	286	35	3
200	286	35	1
204	286	35	1
205	286	35	1
207	286	35	2
209	286	35	4
213	286	35	1
216	286	35	1
220	286	35	1
221	286	35	2
223	286	35	2
224	286	35	1
225	286	35	1
228	286	35	1
229	286	35	1
234	286	35	1
238	286	35	1
244	286	35	1
247	286	35	1
248	286	35	3
175	287	35	2
182	287	35	2
186	287	35	1
188	287	35	1
189	287	35	1
190	287	35	2
194	287	35	1
198	287	35	1
199	287	35	1
200	287	35	1
202	287	35	1
203	287	35	1
205	287	35	1
208	287	35	1
219	287	35	2
228	287	35	1
229	287	35	1
230	287	35	2
233	287	35	2
237	287	35	1
239	287	35	1
242	287	35	1
243	287	35	1
244	287	35	2
247	287	35	1
176	288	35	1
183	288	35	1
185	288	35	3
186	288	35	2
187	288	35	1
189	288	35	1
190	288	35	1
195	288	35	3
196	288	35	2
199	288	35	2
205	288	35	1
218	288	35	3
220	288	35	2
221	288	35	1
223	288	35	1
228	288	35	2
230	288	35	1
236	288	35	1
237	288	35	2
238	288	35	2
239	288	35	1
242	288	35	3
245	288	35	1
246	288	35	1
174	289	35	1
176	289	35	2
185	289	35	1
187	289	35	2
188	289	35	1
189	289	35	1
190	289	35	1
195	289	35	1
199	289	35	2
204	289	35	1
207	289	35	1
220	289	35	1
221	289	35	1
222	289	35	1
224	289	35	1
230	289	35	1
236	289	35	2
238	289	35	1
239	289	35	1
241	289	35	1
245	289	35	1
247	289	35	4
250	289	35	1
184	290	35	1
185	290	35	2
186	290	35	1
187	290	35	1
190	290	35	2
197	290	35	2
198	290	35	1
199	290	35	3
200	290	35	1
203	290	35	1
204	290	35	1
220	290	35	1
222	290	35	2
224	290	35	1
227	290	35	1
232	290	35	1
234	290	35	1
238	290	35	1
242	290	35	2
244	290	35	2
245	290	35	1
176	291	35	2
179	291	35	3
185	291	35	1
194	291	35	2
196	291	35	1
199	291	35	2
205	291	35	1
223	291	35	2
224	291	35	1
229	291	35	1
234	291	35	1
236	291	35	2
241	291	35	1
242	291	35	1
244	291	35	1
174	292	35	2
182	292	35	3
183	292	35	2
185	292	35	2
188	292	35	2
197	292	35	1
203	292	35	2
205	292	35	1
221	292	35	2
222	292	35	1
225	292	35	2
226	292	35	1
231	292	35	2
238	292	35	1
247	292	35	2
185	293	35	1
195	293	35	1
196	293	35	2
198	293	35	2
200	293	35	1
201	293	35	1
203	293	35	1
204	293	35	1
206	293	35	1
218	293	35	1
222	293	35	1
223	293	35	1
225	293	35	1
227	293	35	1
228	293	35	1
230	293	35	2
231	293	35	1
232	293	35	2
234	293	35	1
236	293	35	1
239	293	35	1
246	293	35	3
181	294	35	2
185	294	35	1
187	294	35	2
195	294	35	1
199	294	35	2
201	294	35	1
219	294	35	1
220	294	35	3
223	294	35	3
225	294	35	1
226	294	35	1
228	294	35	2
231	294	35	1
236	294	35	1
245	294	35	1
184	295	35	2
194	295	35	1
202	295	35	1
218	295	35	2
220	295	35	3
223	295	35	1
224	295	35	1
225	295	35	1
228	295	35	1
230	295	35	2
231	295	35	2
233	295	35	2
236	295	35	3
242	295	35	3
244	295	35	1
245	295	35	1
247	295	35	1
249	295	35	1
177	296	35	1
180	296	35	1
182	296	35	2
193	296	35	2
196	296	35	1
199	296	35	1
200	296	35	2
201	296	35	1
204	296	35	1
205	296	35	1
219	296	35	1
220	296	35	2
221	296	35	1
222	296	35	2
228	296	35	2
238	296	35	1
241	296	35	1
243	296	35	1
194	297	35	1
196	297	35	3
198	297	35	1
202	297	35	1
219	297	35	1
221	297	35	1
225	297	35	1
226	297	35	3
227	297	35	2
228	297	35	1
229	297	35	1
230	297	35	2
236	297	35	1
237	297	35	1
239	297	35	1
243	297	35	1
244	297	35	1
247	297	35	3
248	297	35	1
181	298	35	1
194	298	35	4
196	298	35	2
197	298	35	1
198	298	35	1
200	298	35	1
228	298	35	1
229	298	35	1
236	298	35	1
241	298	35	1
244	298	35	1
245	298	35	1
247	298	35	1
196	299	35	1
199	299	35	1
200	299	35	1
202	299	35	1
228	299	35	2
229	299	35	1
235	299	35	1
236	299	35	1
238	299	35	1
239	299	35	1
242	299	35	1
245	299	35	1
194	300	35	1
197	300	35	1
208	300	35	1
224	300	35	1
228	300	35	1
229	300	35	1
235	300	35	3
237	300	35	2
239	300	35	2
242	300	35	1
224	301	35	1
227	301	35	1
228	301	35	1
229	301	35	3
231	301	35	1
233	301	35	3
235	301	35	2
238	301	35	1
239	301	35	1
242	301	35	2
244	301	35	3
245	301	35	1
199	302	35	2
223	302	35	1
224	302	35	1
225	302	35	1
226	302	35	2
228	302	35	1
229	302	35	1
230	302	35	3
231	302	35	2
234	302	35	2
236	302	35	1
244	302	35	1
223	303	35	1
225	303	35	1
226	303	35	1
230	303	35	2
231	303	35	1
232	303	35	2
236	303	35	1
238	303	35	1
241	303	35	1
243	303	35	3
191	304	35	1
221	304	35	2
223	304	35	2
226	304	35	1
227	304	35	1
228	304	35	1
232	304	35	1
233	304	35	2
235	304	35	3
239	304	35	3
243	304	35	1
195	305	35	1
223	305	35	2
230	305	35	1
232	305	35	1
235	305	35	1
241	305	35	2
206	306	35	2
222	306	35	2
225	306	35	2
227	306	35	1
229	306	35	1
230	306	35	1
232	306	35	1
233	306	35	2
240	306	35	2
195	307	35	2
221	307	35	1
222	307	35	1
223	307	35	2
224	307	35	1
226	307	35	1
227	307	35	1
231	307	35	1
232	307	35	1
236	307	35	2
237	307	35	1
241	307	35	2
242	307	35	1
220	308	35	2
224	308	35	2
231	308	35	1
232	308	35	2
236	308	35	1
237	308	35	1
202	309	35	2
222	309	35	1
223	309	35	2
229	309	35	1
235	309	35	2
237	309	35	1
238	309	35	1
240	309	35	1
218	310	35	1
221	310	35	2
222	310	35	1
223	310	35	1
225	310	35	1
229	310	35	1
231	310	35	2
232	310	35	3
234	310	35	1
236	310	35	2
214	311	35	1
216	311	35	2
222	311	35	1
229	311	35	1
230	311	35	1
232	311	35	2
234	311	35	1
237	311	35	1
241	311	35	6
217	312	35	2
226	312	35	2
229	312	35	1
232	312	35	1
234	312	35	1
236	312	35	1
237	312	35	1
242	312	35	1
226	313	35	2
228	313	35	3
230	313	35	1
235	313	35	2
240	313	35	2
241	313	35	1
221	314	35	1
234	314	35	1
235	314	35	1
237	314	35	1
226	315	35	3
234	315	35	2
237	315	35	1
238	315	35	1
210	316	35	1
232	316	35	1
234	316	35	1
236	316	35	2
238	316	35	1
233	317	35	1
234	317	35	2
238	317	35	3
240	317	35	1
231	318	35	1
233	319	35	1
240	319	35	3
224	253	36	1
225	253	36	1
228	253	36	1
229	254	36	2
223	255	36	1
226	255	36	3
223	256	36	1
216	257	36	2
217	257	36	1
219	257	36	3
224	257	36	1
225	257	36	1
226	257	36	1
227	257	36	2
216	258	36	2
217	258	36	2
218	258	36	2
221	258	36	1
222	258	36	1
225	258	36	1
227	258	36	2
228	258	36	1
229	258	36	3
232	258	36	1
218	259	36	2
219	259	36	2
222	259	36	1
223	259	36	2
224	259	36	1
225	259	36	1
226	259	36	1
228	259	36	1
232	259	36	1
233	259	36	1
212	260	36	1
223	260	36	1
224	260	36	1
225	260	36	1
229	260	36	1
230	260	36	1
232	260	36	1
235	260	36	2
238	260	36	2
211	261	36	1
216	261	36	3
217	261	36	1
218	261	36	1
219	261	36	1
220	261	36	1
222	261	36	1
223	261	36	1
228	261	36	1
229	261	36	1
232	261	36	3
234	261	36	2
237	261	36	2
238	261	36	1
