x	y	z	Intracellular signaling by second messengers
244	271	30	3
247	271	30	1
180	272	30	1
181	272	30	1
182	272	30	1
185	272	30	2
197	272	30	1
207	272	30	2
233	272	30	1
236	272	30	2
239	272	30	2
240	272	30	2
244	272	30	1
247	272	30	1
182	273	30	1
204	273	30	1
206	273	30	1
210	273	30	3
211	273	30	2
213	273	30	1
231	273	30	1
233	273	30	1
235	273	30	1
236	273	30	2
239	273	30	1
246	273	30	1
177	274	30	2
180	274	30	3
181	274	30	1
203	274	30	2
208	274	30	1
209	274	30	1
211	274	30	2
233	274	30	1
234	274	30	1
239	274	30	1
241	274	30	2
251	274	30	1
182	275	30	2
183	275	30	2
184	275	30	1
203	275	30	3
213	275	30	1
215	275	30	1
235	275	30	3
236	275	30	3
237	275	30	2
238	275	30	1
239	275	30	1
242	275	30	2
244	275	30	1
249	275	30	3
250	275	30	1
251	275	30	2
179	276	30	1
206	276	30	1
232	276	30	1
238	276	30	2
239	276	30	1
240	276	30	2
241	276	30	1
246	276	30	1
248	276	30	1
249	276	30	1
250	276	30	1
180	277	30	1
206	277	30	1
232	277	30	1
237	277	30	4
238	277	30	2
239	277	30	2
241	277	30	2
243	277	30	1
245	277	30	1
204	278	30	2
206	278	30	2
226	278	30	1
237	278	30	1
239	278	30	2
243	278	30	2
247	278	30	4
248	278	30	3
250	278	30	1
206	279	30	2
219	279	30	1
236	279	30	1
237	279	30	1
238	279	30	1
239	279	30	1
245	279	30	2
246	279	30	2
247	279	30	1
249	279	30	1
250	279	30	2
251	279	30	1
252	279	30	1
254	279	30	3
176	280	30	1
219	280	30	2
232	280	30	1
235	280	30	3
237	280	30	1
238	280	30	1
239	280	30	1
241	280	30	2
242	280	30	2
244	280	30	1
245	280	30	1
249	280	30	1
251	280	30	2
252	280	30	1
254	280	30	3
173	281	30	1
179	281	30	1
181	281	30	1
223	281	30	1
224	281	30	1
233	281	30	3
234	281	30	2
235	281	30	5
239	281	30	3
240	281	30	1
241	281	30	2
242	281	30	1
243	281	30	2
246	281	30	1
251	281	30	2
174	282	30	1
181	282	30	1
182	282	30	2
210	282	30	1
220	282	30	3
221	282	30	1
222	282	30	1
223	282	30	1
234	282	30	2
236	282	30	1
239	282	30	2
240	282	30	2
244	282	30	1
245	282	30	3
246	282	30	1
247	282	30	1
248	282	30	2
250	282	30	1
251	282	30	1
252	282	30	1
254	282	30	2
256	282	30	3
202	283	30	2
205	283	30	1
219	283	30	1
220	283	30	1
222	283	30	1
232	283	30	1
236	283	30	1
238	283	30	2
239	283	30	2
242	283	30	2
244	283	30	2
246	283	30	1
249	283	30	1
250	283	30	1
254	283	30	1
257	283	30	2
173	284	30	3
219	284	30	1
221	284	30	2
225	284	30	1
230	284	30	1
231	284	30	1
238	284	30	1
240	284	30	2
241.666666666667	284.666666666667	31	3
244	284	30	4
249	284	30	2
256	284	30	1
211	285	30	1
220	285	30	1
222.5	285.5	30.5	1
224	285	30	1
225	285	30	1
227	285	30	2
229	285	30	1
236	285	30	1
251	285	30	1
252	285	30	1
254	285	30	1
206	286	30	1
222	286	30	3
223	286	30	2
224	286	30	1
226	286	30	1
228	286	30	2
230	286	30	3
231	286	30	1
234	286	30	1
235	286	30	1
241	286	30	1
243	286	30	1
248	286	30	1
249	286	30	1
250	286	30	1
251	286	30	1
252	286	30	1
207	287	30	1
219	287	30	1
224	287	30	1
225	287	30	1
228	287	30	3
233	287	30	1
234	287	30	1
241	287	30	1
243	287	30	1
244	287	30	1
248	287	30	2
250	287	30	1
251	287	30	1
252	287	30	1
254	287	30	1
255	287	30	2
199	288	30	1
231	288	30	2
233	288	30	1
235	288	30	1
237	288	30	1
239	288	30	1
243	288	30	1
244	288	30	1
245	288	30	1
246	288	30	2
247	288	30	3
248	288	30	1
249	288	30	1
252	288	30	2
253	288	30	2
184	289	30	1
200	289	30	1
221	289	30	2
223	289	30	1
224	289	30	1
226	289	30	1
230	289	30	1
231	289	30	2
232	289	30	1
234	289	30	1
235	289	30	1
237	289	30	2
246	289	30	3
247	289	30	2
248	289	30	1
250	289	30	4
256	289	30	1
198	290	30	1
226	290	30	2
231	290	30	2
232	290	30	1
233	290	30	2
235	290	30	1
236	290	30	1
239	290	30	1
240	290	30	1
241	290	30	2
242	290	30	1
246	290	30	3
248	290	30	2
250	290	30	1
198	291	30	2
222	291	30	2
223	291	30	1
226	291	30	1
227	291	30	1
232	291	30	1
237	291	30	1
241	291	30	1
242	291	30	1
246	291	30	1
247	291	30	1
248	291	30	1
250	291	30	2
255	291	30	1
258	291	30	1
194	292	30	2
197	292	30	2
198	292	30	1
213	292	30	2
223	292	30	2
226	292	30	1
227	292	30	1
230	292	30	1
235	292	30	1
237	292	30	1
241	292	30	1
243	292	30	1
245	292	30	1
246	292	30	1
247	292	30	2
249	292	30	2
257	292	30	1
201	293	30	1
220	293	30	1
221	293	30	3
229	293	30	1
234	293	30	2
236	293	30	3
238	293	30	1
241	293	30	3
243	293	30	1
244	293	30	2
245	293	30	1
246	293	30	1
247	293	30	3
249	293	30	2
250	293	30	1
253	293	30	3
189	294	30	4
210	294	30	1
226	294	30	2
230	294	30	1
231	294	30	1
232	294	30	1
233	294	30	1
235	294	30	3
238	294	30	2
241	294	30	1
243	294	30	1
249	294	30	1
253	294	30	1
197	295	30	2
218	295	30	1
221	295	30	2
225	295	30	1
226	295	30	1
227	295	30	1
228	295	30	1
234	295	30	2
241	295	30	3
243	295	30	1
244	295	30	1
250	295	30	3
254	295	30	1
186	296	30	1
226	296	30	1
228	296	30	1
232	296	30	1
233	296	30	3
234	296	30	1
235	296	30	1
237	296	30	1
239	296	30	1
243	296	30	3
252	296	30	1
253	296	30	3
220	297	30	1
226	297	30	2
232	297	30	2
237	297	30	1
239	297	30	2
243	297	30	1
244	297	30	1
245	297	30	4
248	297	30	2
250	297	30	1
215	298	30	1
221	298	30	1
228	298	30	1
230	298	30	3
233	298	30	1
236	298	30	1
237	298	30	2
239	298	30	1
242	298	30	1
245	298	30	1
246	298	30	3
247	298	30	3
250	298	30	3
251	298	30	1
252	298	30	1
215	299	30	2
218	299	30	4
227	299	30	1
229	299	30	1
230	299	30	1
231	299	30	1
236	299	30	2
240	299	30	1
250	299	30	2
214	300	30	1
218	300	30	1
222	300	30	1
226	300	30	1
227	300	30	1
228	300	30	1
230	300	30	1
231	300	30	2
233	300	30	1
236	300	30	1
237	300	30	3
240	300	30	4
241	300	30	1
244	300	30	1
247	300	30	2
249	300	30	1
224	301	30	3
237	301	30	1
238	301	30	1
240	301	30	1
241	301	30	1
243	301	30	1
245	301	30	1
247	301	30	1
249	301	30	1
221	302	30	1
223	302	30	2
226	302	30	1
229	302	30	1
236	302	30	1
237	302	30	1
238	302	30	1
239	302	30	1
240	302	30	1
242	302	30	1
248	302	30	1
217	303	30	1
225	303	30	1
240	303	30	2
220	304	30	1
233	304	30	1
238	304	30	1
223	305	30	1
236	305	30	2
236	306	30	1
240	306	30	3
224	250	31	1
227	250	31	1
215	251	31	1
229	251	31	2
226	252	31	1
229	252	31	2
239	252	31	1
193	253	31	1
217	253	31	1
224	253	31	1
225	253	31	1
227	253	31	1
228	253	31	3
232	253	31	1
233	253	31	1
237	253	31	1
227	254	31	1
229	254	31	1
231	254	31	1
238	254	31	1
191	255	31	1
195	255	31	1
215	255	31	2
226	255	31	3
229	255	31	2
233	255	31	2
235	255	31	1
237	255	31	2
238	255	31	4
240	255	31	1
233	256	31	1
236	256	31	1
239	256	31	1
177	257	31	2
202	257	31	1
214	257	31	1
215	257	31	1
218	257	31	1
229	257	31	3
188	258	31	1
215	258	31	1
229	258	31	1
230	258	31	1
231	258	31	1
235	258	31	1
239	258	31	1
206	259	31	1
209	259	31	2
219	259	31	5
226	259	31	2
227	259	31	3
229	259	31	1
230	259	31	1
231	259	31	2
235	259	31	1
239	259	31	1
186	260	31	2
195	260	31	2
216	260	31	1
218	260	31	3
220	260	31	2
221	260	31	1
224	260	31	2
228	260	31	1
231	260	31	1
234	260	31	2
235	260	31	3
237	260	31	1
238	260	31	3
241	260	31	4
242	260	31	2
244	260	31	3
245	260	31	2
181	261	31	2
188	261	31	2
195	261	31	2
211	261	31	1
213	261	31	1
216	261	31	1
217	261	31	1
225	261	31	1
226	261	31	1
227	261	31	2
228	261	31	1
234	261	31	1
235	261	31	2
239	261	31	1
244	261	31	3
245	261	31	1
246	261	31	1
249	261	31	1
186	262	31	3
193	262	31	1
194	262	31	3
195	262	31	3
207	262	31	2
210	262	31	1
211	262	31	1
218	262	31	1
219	262	31	1
220	262	31	1
223	262	31	2
225	262	31	1
226	262	31	1
227	262	31	2
233	262	31	1
235	262	31	2
236	262	31	1
240	262	31	1
248	262	31	1
187	263	31	1
188	263	31	2
189	263	31	1
193	263	31	1
194	263	31	2
197	263	31	1
198	263	31	1
211	263	31	1
215	263	31	2
216	263	31	1
217	263	31	2
218	263	31	1
220	263	31	1
221	263	31	2
223	263	31	2
227	263	31	3
228	263	31	2
229	263	31	1
230	263	31	1
232	263	31	1
234	263	31	2
235	263	31	1
236	263	31	1
238	263	31	1
240	263	31	1
244	263	31	2
248	263	31	1
249	263	31	1
178	264	31	1
184	264	31	1
189	264	31	1
190	264	31	1
195	264	31	1
197	264	31	1
199	264	31	2
204	264	31	2
209	264	31	1
218	264	31	1
220	264	31	3
223	264	31	1
226	264	31	3
227	264	31	1
232	264	31	1
237	264	31	1
239	264	31	1
245	264	31	1
246	264	31	1
248	264	31	2
249	264	31	1
192	265	31	1
196	265	31	1
205	265	31	1
213	265	31	1
214	265	31	2
215	265	31	1
216	265	31	3
222	265	31	1
226	265	31	1
232	265	31	1
233	265	31	1
234	265	31	1
235	265	31	3
239	265	31	3
245	265	31	1
248	265	31	3
249	265	31	1
250	265	31	2
186	266	31	2
187	266	31	1
191	266	31	1
193	266	31	3
194	266	31	1
212	266	31	2
213	266	31	1
215	266	31	3
217	266	31	1
220	266	31	1
221	266	31	1
228	266	31	2
229	266	31	1
233	266	31	2
246	266	31	2
247	266	31	1
248	266	31	2
251	266	31	1
176	267	31	2
177	267	31	1
183	267	31	1
186	267	31	1
192	267	31	1
193	267	31	2
194	267	31	1
195	267	31	1
196	267	31	1
199	267	31	1
216	267	31	2
217	267	31	1
219	267	31	1
222	267	31	1
223	267	31	1
229	267	31	3
231	267	31	1
232	267	31	1
233	267	31	2
238	267	31	1
241	267	31	1
242	267	31	1
244	267	31	2
245	267	31	2
246	267	31	1
247	267	31	1
184	268	31	1
193	268	31	1
195	268	31	2
197	268	31	2
198	268	31	3
203	268	31	1
205	268	31	1
215	268	31	1
216	268	31	1
218	268	31	2
219	268	31	1
224	268	31	1
232	268	31	1
238	268	31	3
242	268	31	1
243	268	31	1
244	268	31	1
247	268	31	1
173	269	31	1
183	269	31	1
184	269	31	3
191	269	31	1
198	269	31	1
199	269	31	2
204	269	31	1
206	269	31	1
209	269	31	1
210	269	31	1
230	269	31	1
231	269	31	1
234	269	31	1
238	269	31	3
239	269	31	1
240	269	31	3
243	269	31	3
246	269	31	1
173	270	31	1
178	270	31	1
180	270	31	1
183	270	31	2
186	270	31	2
194	270	31	1
198	270	31	1
200	270	31	2
207	270	31	3
215	270	31	1
216	270	31	1
217	270	31	2
239	270	31	1
240	270	31	1
242	270	31	2
247	270	31	1
249	270	31	1
171	271	31	2
175	271	31	3
178	271	31	1
182	271	31	2
184	271	31	1
198	271	31	2
199	271	31	1
200	271	31	1
204	271	31	2
212	271	31	1
213	271	31	1
215	271	31	2
216	271	31	1
217	271	31	2
224	271	31	2
225	271	31	2
226	271	31	1
237	271	31	2
239	271	31	1
240	271	31	4
245	271	31	3
246	271	31	1
247	271	31	2
182	272	31	1
184	272	31	1
185	272	31	1
203	272	31	1
204	272	31	1
206	272	31	1
208	272	31	2
210	272	31	3
211	272	31	1
212	272	31	1
213	272	31	4
215	272	31	3
216	272	31	1
218	272	31	1
227	272	31	1
230	272	31	1
232	272	31	1
235	272	31	1
236	272	31	1
237	272	31	1
238	272	31	2
239	272	31	1
248	272	31	1
249	272	31	1
250	272	31	3
251	272	31	2
176	273	31	4
181	273	31	1
183	273	31	1
184	273	31	2
210	273	31	2
211	273	31	1
215	273	31	1
229	273	31	2
232	273	31	2
234	273	31	2
235	273	31	2
236	273	31	2
239	273	31	1
240	273	31	1
246	273	31	2
248	273	31	3
250	273	31	1
209	274	31	1
210	274	31	1
211	274	31	1
213	274	31	1
216	274	31	1
225	274	31	1
230	274	31	3
232	274	31	1
236	274	31	2
239	274	31	1
240	274	31	1
241	274	31	1
243	274	31	1
244	274	31	1
247	274	31	1
248	274	31	2
252	274	31	1
182	275	31	1
201	275	31	1
205	275	31	1
206	275	31	2
229	275	31	3
231	275	31	2
235	275	31	2
236	275	31	2
237	275	31	1
238	275	31	2
243	275	31	1
244	275	31	2
176	276	31	1
181	276	31	1
198	276	31	1
226	276	31	3
237	276	31	1
238	276	31	1
239	276	31	1
240	276	31	3
241	276	31	1
243	276	31	1
244	276	31	1
246	276	31	2
204	277	31	1
205	277	31	2
209	277	31	2
233	277	31	4
235	277	31	2
239	277	31	1
241	277	31	1
243	277	31	1
244	277	31	2
245	277	31	1
247	277	31	1
174	278	31	1
204	278	31	2
240	278	31	1
243	278	31	1
244	278	31	1
246	278	31	1
247	278	31	2
249	278	31	2
180	279	31	1
205	279	31	2
206	279	31	3
207	279	31	2
208	279	31	3
219	279	31	2
234	279	31	1
235	279	31	2
237	279	31	1
242	279	31	1
243	279	31	1
244	279	31	1
245	279	31	1
247	279	31	1
249	279	31	1
254	279	31	1
175	280	31	3
176	280	31	1
217	280	31	1
219	280	31	2
220	280	31	1
226	280	31	1
232	280	31	1
236	280	31	2
237	280	31	1
245	280	31	1
246	280	31	1
247	280	31	1
249	280	31	1
250	280	31	1
251	280	31	1
176	281	31	1
179	281	31	1
181	281	31	1
184	281	31	1
206	281	31	2
210	281	31	2
219	281	31	2
220	281	31	1
222	281	31	2
231	281	31	3
235	281	31	1
236	281	31	1
239	281	31	2
241	281	31	1
243	281	31	1
248	281	31	2
251	281	31	1
254	281	31	1
175	282	31	1
206	282	31	3
219	282	31	2
221	282	31	2
223	282	31	2
225	282	31	1
231	282	31	2
232	282	31	4
234	282	31	2
238	282	31	1
240	282	31	1
244	282	31	3
247	282	31	1
250	282	31	2
253	282	31	1
254	282	31	1
256	282	31	2
176	283	31	1
179	283	31	1
181	283	31	3
184	283	31	1
218	283	31	1
223	283	31	2
224	283	31	2
230	283	31	1
231	283	31	1
232	283	31	2
235	283	31	1
236	283	31	1
242	283	31	1
244	283	31	3
246	283	31	1
252	283	31	1
253	283	31	1
177	284	31	1
182	284	31	1
206	284	31	1
209	284	31	1
219	284	31	3
220	284	31	1
222	284	31	1
224	284	31	1
235	284	31	4
236	284	31	3
241	284	31	3
243	284	31	1
244	284	31	3
248	284	31	2
249	284	31	2
183	285	31	1
219	285	31	1
222	285	31	2
223	285	31	2
224	285	31	1
225	285	31	2
229	285	31	1
233	285	31	1
234	285	31	1
235	285	31	1
236	285	31	1
238	285.5	31.5	1
240	285	31	1
245	285	31	1
247	285	31	3
248	285	31	1
250	285	31	3
253	285	31	1
256	285	31	2
178	286	31	1
180	286	31	2
204	286	31	2
218	286	31	1
219	286	31	1
220	286	31	1
222	286	31	1
224	286	31	3
227	286	31	1
229	286	31	1
238	286	31	1
240	286	31	1
246	286	31	1
252	286	31	1
187	287	31	1
219	287	31	2
220	287	31	1
222	287	31	3
223	287	31	1
224	287	31	2
226	287	31	1
227	287	31	1
228	287	31	1
230	287	31	1
231	287	31	1
234	287	31	3
236	287	31	1
241	287	31	1
243	287	31	3
248	287	31	2
255	287	31	1
256	287	31	1
186	288	31	1
187	288	31	3
221	288	31	1
222	288	31	1
223	288	31	1
225	288	31	4
226	288	31	1
228	288	31	2
231	288	31	3
234	288	31	1
236	288	31	2
241	288	31	1
242	288	31	1
244	288	31	2
245	288	31	1
246	288	31	2
247	288	31	2
251	288	31	1
200	289	31	3
221	289	31	2
222	289	31	1
224	289	31	1
226	289	31	3
228	289	31	3
232	289	31	2
234	289	31	1
235	289	31	3
237	289	31	1
240	289	31	1
241	289	31	1
243	289	31	1
244	289	31	2
245	289	31	2
246	289	31	2
250	289	31	3
252	289	31	1
226	290	31	1
230	290	31	1
231	290	31	1
232	290	31	1
235	290	31	1
239	290	31	2
241	290	31	1
242	290	31	2
246	290	31	1
247	290	31	1
250	290	31	2
197	291	31	1
200	291	31	1
204	291	31	1
222	291	31	1
223	291	31	1
226	291	31	1
227	291	31	2
228	291	31	1
229	291	31	1
230	291	31	1
231	291	31	1
235	291	31	1
238	291	31	1
241	291	31	1
242	291	31	2
198	292	31	1
199	292	31	2
222	292	31	2
227	292	31	1
235	292	31	1
236	292	31	2
242	292	31	3
247	292	31	1
250	292	31	2
251	292	31	1
254	292	31	2
256	292	31	1
257	292	31	2
198	293	31	1
221	293	31	1
222	293	31	1
223	293	31	1
225	293	31	2
230	293	31	2
235	293	31	1
236	293	31	2
237	293	31	1
238	293	31	1
239	293	31	1
242	293	31	2
246	293	31	1
248	293	31	2
251	293	31	1
256	293	31	1
198	294	31	2
209	294	31	1
224	294	31	1
225	294	31	2
226	294	31	3
227	294	31	2
228	294	31	1
230	294	31	1
232	294	31	1
237	294	31	3
243	294	31	1
244	294	31	2
245	294	31	1
246	294	31	1
247	294	31	1
251	294	31	2
252	294	31	1
253	294	31	1
198	295	31	2
202	295	31	1
220	295	31	1
221	295	31	1
223	295	31	3
226	295	31	3
228	295	31	1
229	295	31	1
231	295	31	1
232	295	31	1
240	295	31	1
241	295	31	2
248	295	31	1
257	295	31	1
188	296	31	1
197	296	31	3
199	296	31	1
215	296	31	2
228	296	31	2
229	296	31	2
234	296	31	2
236	296	31	1
240	296	31	1
243	296	31	1
245	296	31	1
246	296	31	1
250	296	31	1
252	296	31	1
223	297	31	2
224	297	31	1
225	297	31	2
231	297	31	1
234	297	31	3
236	297	31	1
239	297	31	1
241	297	31	5
243	297	31	1
248	297	31	1
252	297	31	2
196	298	31	1
205	298	31	1
223	298	31	1
226	298	31	1
228	298	31	2
229	298	31	1
235	298	31	2
238	298	31	1
240	298	31	1
245	298	31	1
247	298	31	1
248	298	31	1
249	298	31	1
250	298	31	1
251	298	31	1
252	298	31	1
253	298	31	1
221	299	31	2
224	299	31	1
230	299	31	2
232	299	31	3
233	299	31	1
236	299	31	1
237	299	31	1
240	299	31	2
245	299	31	1
246	299	31	1
247	299	31	2
248	299	31	3
251	299	31	1
223	300	31	1
225	300	31	2
226	300	31	1
229	300	31	1
231	300	31	2
232	300	31	1
236	300	31	1
244	300	31	2
248	300	31	1
249	300	31	2
250	300	31	1
216	301	31	2
221	301	31	1
224	301	31	2
225	301	31	2
226	301	31	1
228	301	31	2
230	301	31	3
232	301	31	1
233	301	31	3
234	301	31	1
237	301	31	2
241	301	31	1
243	301	31	1
247	301	31	1
220	302	31	1
223	302	31	1
224	302	31	2
231	302	31	1
232	302	31	1
235	302	31	1
240	302	31	1
244	302	31	2
246	302	31	1
248	302	31	1
232	303	31	1
234	303	31	1
237	303	31	3
239	303	31	2
241	303	31	1
242	303	31	1
243	303	31	1
244	303	31	2
245	303	31	1
246	303	31	2
235	304	31	2
237	304	31	1
238	304	31	1
223	305	31	1
225	305	31	1
234	305	31	1
235	305	31	2
236	305	31	1
240	305	31	2
242	305	31	1
223	306	31	1
231	306	31	2
233	306	31	1
236	306	31	1
223	307	31	2
234	307	31	2
237	307	31	2
223	308	31	1
226	309	31	1
226	250	32	1
226	251	32	1
217	252	32	2
226	252	32	1
231	252	32	1
235	252	32	1
193	253	32	1
214	253	32	1
217	253	32	1
218	253	32	1
221	253	32	1
224	253	32	1
225	253	32	1
227	253	32	2
240	253	32	2
216	254	32	1
225	254	32	1
228	254	32	2
230	254	32	1
232	254	32	3
235	254	32	1
236	254	32	3
238	254	32	1
239	254	32	1
214	255	32	1
216	255	32	1
217	255	32	2
219	255	32	1
221	255	32	3
224	255	32	1
226	255	32	1
227	255	32	2
234	255	32	1
235	255	32	4
236	255	32	4
237	255	32	1
210	256	32	1
215	256	32	3
216	256	32	1
227	256	32	1
232	256	32	2
236	256	32	3
237	256	32	2
242	256	32	1
202	257	32	1
210	257	32	2
221	257	32	2
229	257	32	1
230	257	32	1
232	257	32	1
240	257	32	2
192	258	32	2
193	258	32	1
213	258	32	3
215	258	32	4
219	258	32	1
220	258	32	1
226	258	32	3
228	258	32	1
231	258	32	4
233	258	32	2
235	258	32	1
239	258	32	1
240	258	32	1
241	258	32	1
188	259	32	1
191	259	32	1
207	259	32	1
209	259	32	1
211	259	32	1
214	259	32	1
216	259	32	1
219	259	32	1
220	259	32	2
222	259	32	2
229	259	32	1
237	259	32	2
242	259	32	1
243	259	32	1
182	260	32	2
216	260	32	2
220	260	32	2
228	260	32	1
230	260	32	1
234	260	32	1
236	260	32	2
237	260	32	1
238	260	32	2
239	260	32	1
240	260	32	1
242	260	32	1
243	260	32	1
246	260	32	1
248	260	32	2
194	261	32	2
195	261	32	1
211	261	32	1
212	261	32	1
215	261	32	2
217	261	32	1
218	261	32	3
224	261	32	1
225	261	32	2
226	261	32	3
228	261	32	2
237	261	32	1
239	261	32	1
244	261	32	1
246	261	32	1
186	262	32	2
196	262	32	2
197	262	32	1
198	262	32	1
203	262	32	2
207	262	32	1
209	262	32	1
215.5	262.5	32.5	1
218	262	32	1
231	262	32	1
235	262	32	1
240	262	32	3
242	262	32	3
243	262	32	1
244	262	32	1
247	262	32	1
249	262	32	1
250	262	32	1
184	263	32	2
189	263	32	2
198	263	32	1
204	263	32	1
212	263	32	2
213	263	32	1
215	263	32	2
216	263	32	2
218	263	32	2
221	263	32	1
224	263	32	1
226	263	32	1
227	263	32	2
228	263	32	1
235	263	32	1
236	263	32	2
242	263	32	1
243	263	32	1
245	263	32	1
247	263	32	2
250	263	32	1
251	263	32	3
186	264	32	2
188	264	32	3
189	264	32	1
191	264	32	2
192	264	32	2
193	264	32	1
194	264	32	3
202	264	32	1
210	264	32	1
214	264	32	2
215	264	32	1
217	264	32	1
221	264	32	2
222	264	32	3
224	264	32	2
228	264	32	2
236	264	32	2
238	264	32	1
240	264	32	1
244	264	32	2
246	264	32	1
247	264	32	1
248	264	32	2
176	265	32	3
184	265	32	1
185	265	32	1
186	265	32	1
188	265	32	1
189	265	32	1
191	265	32	3
195	265	32	1
203	265	32	1
211	265	32	1
213	265	32	1
215	265	32	2
217	265	32	1
229	265	32	3
232	265	32	1
233	265	32	1
234	265	32	1
235	265	32	2
239	265	32	3
251	265	32	1
184	266	32	1
186	266	32	1
189	266	32	1
195	266	32	1
196	266	32	1
197	266	32	1
203	266	32	1
212	266	32	1
213	266	32	2
214	266	32	2
216	266	32	1
220	266	32	1
221	266	32	4
222	266	32	3
224	266	32	2
228	266	32	2
229	266	32	1
230	266	32	1
234	266	32	1
236	266	32	1
237	266	32	2
238	266	32	1
239	266	32	1
240	266	32	2
241	266	32	1
247	266	32	2
249	266	32	1
251	266	32	2
184	267	32	1
186	267	32	1
188	267	32	1
191	267	32	2
193	267	32	1
196	267	32	1
197	267	32	2
205	267	32	1
209	267	32	1
211	267	32	1
214	267	32	1
216	267	32	1
221	267	32	2
225	267	32	1
228	267	32	1
233	267	32	1
237	267	32	3
239	267	32	2
240	267	32	3
243	267	32	1
246	267	32	3
247	267	32	2
248	267	32	3
249	267	32	1
252	267	32	2
189	268	32	2
194	268	32	1
195	268	32	2
198	268	32	1
206	268	32	1
207	268	32	1
211	268	32	2
212	268	32	2
215	268	32	1
224	268	32	1
225	268	32	2
233	268	32	1
238	268	32	1
239	268	32	1
243	268	32	1
245	268	32	1
246	268	32	3
248	268	32	2
252	268	32	3
253	268	32	1
177	269	32	1
180	269	32	1
181	269	32	1
182	269	32	2
184	269	32	1
186	269	32	1
191	269	32	2
193	269	32	1
194	269	32	1
196	269	32	2
204	269	32	2
211	269	32	1
214	269	32	2
215	269	32	2
218	269	32	1
223	269	32	3
228	269	32	1
233	269	32	2
238	269	32	1
240	269	32	1
244	269	32	1
246	269	32	1
248	269	32	2
251	269	32	1
252	269	32	1
173	270	32	1
180	270	32	1
187	270	32	1
196	270	32	1
197	270	32	1
200	270	32	2
201	270	32	1
206	270	32	1
207	270	32	1
211	270	32	1
214	270	32	1
216	270	32	1
222	270	32	1
224	270	32	2
227	270	32	1
231	270	32	1
232	270	32	2
234	270	32	1
239	270	32	1
241	270	32	1
243	270	32	1
248	270	32	2
249	270	32	3
173	271	32	1
174	271	32	1
175	271	32	1
176	271	32	2
177	271	32	2
182	271	32	2
183	271	32	1
188	271	32	1
196	271	32	1
202	271	32	2
207	271	32	1
208	271	32	1
210	271	32	2
211	271	32	1
213	271	32	1
214	271	32	1
215	271	32	2
216	271	32	2
227	271	32	3
228	271	32	1
234	271	32	1
235	271	32	1
244	271	32	2
246	271	32	1
176	272	32	1
177	272	32	1
181	272	32	1
182	272	32	2
183	272	32	1
185	272	32	3
186	272	32	1
198	272	32	1
201	272	32	1
202	272	32	1
203	272	32	2
205	272	32	2
210	272	32	3
211	272	32	1
214	272	32	1
226	272	32	1
227	272	32	1
228	272	32	3
230	272	32	3
235	272	32	1
237	272	32	3
238	272	32	2
241	272	32	2
243	272	32	1
249	272	32	2
250	272	32	2
251	272	32	3
255	272	32	1
181	273	32	1
182	273	32	1
186	273	32	1
201	273	32	3
205	273	32	2
207	273	32	1
208	273	32	1
212	273	32	1
214	273	32	3
215	273	32	1
228	273	32	3
229	273	32	1
239	273	32	1
243	273	32	3
246	273	32	3
254	273	32	1
172	274	32	1
173	274	32	2
174	274	32	2
181	274	32	2
185	274	32	2
202	274	32	1
203	274	32	2
204	274	32	1
205	274	32	2
210	274	32	1
211	274	32	1
213	274	32	1
214	274	32	3
233	274	32	2
238	274	32	2
240	274	32	1
241	274	32	1
243	274	32	2
244	274	32	2
246	274	32	1
183	275	32	2
184	275	32	2
186	275	32	1
202	275	32	1
203	275	32	1
210	275	32	1
211	275	32	4
212	275	32	1
213	275	32	3
214	275	32	2
240	275	32	2
247	275	32	1
252	275	32	2
174	276	32	1
175	276	32	1
184	276	32	4
203	276	32	1
204	276	32	1
205	276	32	1
206	276	32	2
210	276	32	1
215	276	32	2
228	276	32	1
233	276	32	2
234	276	32	1
235	276	32	1
236	276	32	1
238	276	32	1
239	276	32	1
243	276	32	1
249	276	32	2
176	277	32	2
205	277	32	1
216	277	32	4
224	277	32	1
239	277	32	3
240	277	32	1
243	277	32	1
244	277	32	2
247	277	32	2
248	277	32	1
249	277	32	1
250	277	32	1
254	277	32	1
175	278	32	2
176	278	32	2
177	278	32	2
184	278	32	1
203	278	32	1
224	278	32	1
234	278	32	1
236	278	32	1
238	278	32	1
239	278	32	2
240	278	32	1
246	278	32	1
255	278	32	3
177	279	32	1
179	279	32	1
181	279	32	1
205	279	32	2
219	279	32	1
234	279	32	2
236	279	32	2
237	279	32	1
242	279	32	2
245	279	32	1
246	279	32	1
250	279	32	3
255	279	32	1
173	280	32	2
174	280	32	2
175	280	32	3
177	280	32	2
178	280	32	2
180	280	32	2
189	280	32	2
208	280	32	1
217	280	32	1
219	280	32	1
221	280	32	1
222	280	32	1
229	280	32	1
232	280	32	1
237	280	32	1
239	280	32	2
240	280	32	1
241	280	32	2
245	280	32	1
246	280	32	2
175	281	32	1
176	281	32	1
179	281	32	1
181	281	32	1
211	281	32	1
217	281	32	2
220	281	32	1
223	281	32	1
226	281	32	1
233	281	32	1
234	281	32	2
237	281	32	1
240	281	32	2
241	281	32	1
242	281	32	4
243	281	32	1
244	281	32	1
246	281	32	3
248	281	32	1
250	281	32	1
251	281	32	1
174	282	32	1
178	282	32	3
179	282	32	1
204	282	32	1
222	282	32	1
223	282	32	1
224	282	32	1
229	282	32	2
