x	y	z	Glycolysis
211	272	38	2
217	272	38	1
201	273	38	1
208	273	38	1
209	273	38	3
217	273	38	2
206	274	38	2
209	274	38	1
210	274	38	1
211	274	38	1
216	274	38	1
217	274	38	1
240	274	38	1
189	275	38	1
203	275	38	1
206	275	38	1
217	275	38	1
207	276	38	1
208	276	38	1
211	276	38	1
214	276	38	1
219	276	38	1
207	277	38	1
210	277	38	1
211	277	38	1
212	277	38	1
214	277	38	2
215	277	38	1
219	277	38	1
220	277	38	1
209	278	38	2
211	278	38	1
212	278	38	1
217	278	38	1
221	278	38	1
194	279	38	1
208	279	38	2
209	279	38	2
211	279	38	1
212	279	38	2
214	279	38	2
193	280	38	1
208	280	38	1
215	280	38	1
221	280	38	2
190	281	38	1
193	281	38	1
208	281	38	1
210	281	38	1
211	281	38	1
212	281	38	1
213	281	38	1
191	282	38	1
192	282	38	1
208	282	38	1
210	282	38	1
211	282	38	1
212	282	38	1
222	282	38	1
223	282	38	2
203	283	38	1
210	283	38	1
214	283	38	1
217	283	38	1
185	284	38	1
193	284	38	2
195	284	38	2
199	284	38	1
211	284	38	3
214	284	38	2
215	284	38	1
222	284	38	3
188	285	38	1
191	285	38	2
193	285	38	1
195	285	38	2
201	285	38	1
204	285	38	1
205	285	38	1
215	285	38	1
232	285	38	1
188	286	38	1
203	286	38	2
204	286	38	1
206	286	38	1
216	286	38	3
221	286	38	1
233	286	38	2
188	287	38	1
198	287	38	1
205	287	38	1
215	287	38	1
217	287	38	1
220	287	38	2
222	287	38	1
232	287	38	2
187	288	38	1
188	288	38	2
205	288	38	3
207	288	38	3
209	288	38	1
219	288	38	1
220	288	38	1
224	288	38	1
235	288	38	2
236	288	38	1
185	289	38	1
187	289	38	1
200	289	38	3
203	289	38	2
217	289	38	1
232	289	38	1
188	290	38	1
191	290	38	1
199	290	38	2
200	290	38	1
203	290	38	2
206	290	38	1
209	290	38	2
211	290	38	1
216	290	38	2
220	290	38	1
189	291	38	1
207	291	38	1
211	291	38	1
220	291	38	1
232	291	38	1
238	291	38	1
189	292	38	1
192	292	38	1
197	292	38	2
206	292	38	2
207	292	38	1
208	292	38	2
211	292	38	1
213	292	38	1
221	292	38	1
230	292	38	1
232	292	38	2
237	292	38	1
239	292	38	1
198	293	38	1
199	293	38	1
204	293	38	1
205	293	38	1
206	293	38	1
208	293	38	1
217	293	38	1
224	293	38	1
225	293	38	1
226	293	38	3
227	293	38	1
229	293	38	1
231	293	38	1
233	293	38	2
237	293	38	1
240	293	38	2
199	294	38	1
202	294	38	1
210	294	38	1
211	294	38	1
212	294	38	1
217	294	38	1
228	294	38	1
230	294	38	3
235	294	38	1
239	294	38	1
242	294	38	1
192	295	38	3
197	295	38	3
216	295	38	1
218	295	38	1
220	295	38	2
221	295	38	1
225	295	38	1
227	295	38	1
229	295	38	1
197	296	38	1
198	296	38	1
200	296	38	1
201	296	38	1
202	296	38	2
204	296	38	3
206	296	38	2
222	296	38	1
228	296	38	1
232	296	38	1
234	296	38	1
236	296	38	1
239	296	38	2
241	296	38	1
195	297	38	2
201	297	38	1
203	297	38	1
204	297	38	1
205	297	38	1
219	297	38	1
220	297	38	1
223	297	38	2
225	297	38	1
227	297	38	1
231	297	38	2
234	297	38	1
237	297	38	2
239	297	38	1
240	297	38	1
241	297	38	1
242	297	38	1
243	297	38	1
244	297	38	2
192	298	38	2
200	298	38	3
228	298	38	1
231	298	38	1
233	298	38	1
193	299	38	1
204	299	38	1
227	299	38	1
229	299	38	1
231	299	38	1
232	299	38	2
241	299	38	1
242	299	38	1
243	299	38	3
218	300	38	1
227	300	38	1
233	300	38	1
234	300	38	2
239	300	38	1
240	300	38	3
242	300	38	1
227	301	38	1
228	301	38	4
230	301	38	2
234	301	38	1
235	301	38	3
238	301	38	3
239	301	38	1
226	302	38	1
228	302	38	1
231	302	38	3
232	302	38	1
233	302	38	1
235	302	38	2
227	303	38	1
231	303	38	1
233	303	38	1
227	304	38	1
228	304	38	1
229	304	38	1
231	304	38	1
236	304	38	1
226	305	38	1
227	305	38	1
229	305	38	2
235	305	38	2
241	305	38	1
244	305	38	1
245	305	38	1
210	306	38	2
226	306	38	1
227	306	38	1
229	306	38	1
239	306	38	2
246	306	38	1
226	307	38	1
234	307	38	1
237	307	38	2
241	307	38	1
243	307	38	2
246	307	38	1
222	308	38	1
223	308	38	1
226	308	38	1
229	308	38	1
240	308	38	1
241	308	38	1
243	308	38	3
206	309	38	1
220	309	38	1
227	309	38	1
229	309	38	1
242	309	38	1
243	309	38	1
244	309	38	2
217	310	38	2
224	310	38	2
225	310	38	1
229	310	38	2
236	310	38	2
213	311	38	1
217	311	38	2
219	311	38	1
220	311	38	1
224	311	38	1
235	311	38	1
244	311	38	2
218	312	38	2
219	312	38	1
221	312	38	1
222	312	38	1
229	312	38	1
234	312	38	1
239	312	38	1
242	312	38	3
216	313	38	1
218	313	38	1
219	313	38	2
220	313	38	1
221	313	38	1
228	313	38	2
234	313	38	2
235	313	38	4
240	313	38	2
241	313	38	1
242	313	38	2
244	313	38	1
245	313	38	3
217	314	38	1
221	314	38	1
226	314	38	1
230	314	38	1
237	314	38	1
239	314	38	1
211	315	38	1
213	315	38	1
214	315	38	1
225	315	38	2
226	315	38	1
230	315	38	1
237	315	38	1
239	315	38	1
243	315	38	1
228	316	38	1
238	316	38	1
211	317	38	1
214	317	38	1
219	317	38	1
221	317	38	1
226	317	38	2
230	317	38	2
235	317	38	1
236	317	38	1
238	317	38	3
240	317	38	1
242	317	38	1
220	318	38	2
230	318	38	2
232	318	38	1
241	318	38	1
243	318	38	1
230	319	38	1
231	319	38	2
232	319	38	1
237	319	38	1
241	319	38	1
242	319	38	2
229	320	38	1
230	320	38	1
231	320	38	1
229	321	38	1
231	321	38	2
233	321	38	1
237	265	39	1
217	268	39	1
219	269	39	1
194	270	39	2
216	270	39	1
189	273	39	1
215	273	39	1
213	274	39	1
212	277	39	1
195	278	39	1
208	278	39	1
216	278	39	2
220	278	39	1
206	279	39	1
215	279	39	1
216	279	39	1
217	279	39	1
218	280	39	1
221	280	39	2
217	281	39	1
223	281	39	1
190	282	39	1
195	282	39	1
215	282	39	1
219	282	39	1
190	283	39	1
201	283	39	1
215	283	39	3
237	283	39	1
206	284	39	2
207	284	39	1
216	284	39	1
191	285	39	1
192	285	39	1
195	285	39	2
187	286	39	3
193	286	39	1
199	286	39	1
203	286	39	1
205	286	39	1
216	286	39	1
187	287	39	1
188	287	39	1
198	287	39	1
207	287	39	1
222	287	39	1
239	287	39	1
187	288	39	1
192	288	39	1
217	288	39	2
189	289	39	1
190	289	39	1
193	289	39	2
195	289	39	3
186	290	39	4
195	290	39	2
197	290	39	2
200	290	39	1
204	290	39	1
218	290	39	1
238	290	39	1
190	291	39	3
191	291	39	1
193	291	39	1
202	291	39	1
204	291	39	1
206	291	39	2
214	291	39	1
217	291	39	2
222	291	39	2
233	291	39	1
235	291	39	1
238	291	39	1
239	291	39	1
240	291	39	3
197	292	39	2
199	292	39	3
208	292	39	1
230	292	39	3
232	292	39	1
234	292	39	1
237	292	39	1
197	293	39	2
199	293	39	1
200	293	39	1
207	293	39	1
221	293	39	1
225	293	39	1
229	293	39	1
234	293	39	1
241	293	39	2
200	294	39	1
202	294	39	1
204	294	39	1
206	294	39	1
225	294	39	2
234	294	39	1
237	294	39	1
238	294	39	3
240	294	39	1
242	294	39	1
197	295	39	2
212	295	39	1
216	295	39	2
224	295	39	1
227	295	39	2
234	295	39	2
236	295	39	1
240	295	39	2
243	295	39	1
197	296	39	1
200	296	39	1
205	296	39	1
206	296	39	1
213	296	39	1
215	296	39	2
219	296	39	1
228	296	39	1
235	296	39	1
236	296	39	1
237	296	39	1
239	296	39	2
196	297	39	1
197	297	39	1
203	297	39	2
204	297	39	1
205	297	39	1
220	297	39	1
221	297	39	1
223	297	39	1
230	297	39	2
231	297	39	1
233	297	39	3
234	297	39	2
235	297	39	3
241	297	39	1
213	298	39	2
214	298	39	1
219	298	39	2
224	298	39	2
225	298	39	1
226	298	39	1
228	298	39	1
229	298	39	1
231	298	39	1
233	298	39	1
239	298	39	1
240	298	39	1
242	298	39	1
222	299	39	1
224	299	39	2
227	299	39	1
228	299	39	1
230	299	39	2
236	299	39	1
239	299	39	1
227	300	39	1
229	300	39	2
235	300	39	1
240	300	39	1
227	301	39	1
230	301	39	1
233	301	39	2
226	302	39	2
229	302	39	2
231	302	39	1
233	302	39	1
240	302	39	1
230	303	39	3
231	303	39	1
233	303	39	2
235	303	39	3
225	304	39	1
228	304	39	1
230	304	39	2
231	304	39	1
233	304	39	2
234	304	39	1
243	304	39	1
194	305	39	1
224	305	39	1
226	305	39	2
227	305	39	1
236	305	39	1
210	306	39	1
211	306	39	1
227	306	39	1
229	306	39	1
230	306	39	1
240	306	39	1
241	306	39	1
213	307	39	1
214	307	39	1
225	307	39	1
226	307	39	3
227	307	39	1
229	307	39	1
232	307	39	1
241	307	39	3
194	308	39	1
216	308	39	1
220	308	39	1
223	308	39	1
233	308	39	1
235	308	39	2
240	308	39	1
242	308	39	1
243	308	39	1
212	309	39	1
218	309	39	1
220	309	39	2
223	309	39	1
229	309	39	2
232	309	39	2
234	309	39	1
239	309	39	1
242	309	39	1
198	310	39	1
220	310	39	1
223	310	39	1
224	310	39	1
234	310	39	1
217	311	39	1
219	311	39	2
220	311	39	1
221	311	39	1
229	311	39	1
231	311	39	1
232	311	39	1
233	311	39	3
235	311	39	1
244	311	39	2
246	311	39	1
213	312	39	1
217	312	39	1
222	312	39	2
229	312	39	1
231	312	39	2
239	312	39	2
241	312	39	1
218	313	39	1
224	313	39	1
227	313	39	1
229	313	39	1
236	313	39	1
239	313	39	1
240	313	39	1
241	313	39	1
242	313	39	1
216	314	39	1
217	314	39	1
219	314	39	4
227	314	39	1
229	314	39	1
234	314	39	1
238	314	39	1
240	314	39	2
241	314	39	1
242	314	39	1
225	315	39	1
230	315	39	1
237	315	39	1
239	315	39	1
243	315	39	1
229	316	39	2
233	316	39	1
236	316	39	1
238	316	39	3
241	316	39	1
242	316	39	1
244	316	39	1
211	317	39	1
225	317	39	2
232	317	39	2
237	317	39	2
240	317	39	2
244	317	39	1
229	318	39	1
230	318	39	1
231	318	39	1
238	318	39	1
243	318	39	1
223	319	39	1
230	319	39	1
233	319	39	1
240	319	39	1
214	320	39	1
226	320	39	1
231	320	39	2
234	320	39	3
238	320	39	1
241	320	39	1
218	321	39	1
219	321	39	2
229	321	39	1
230	321	39	3
232	321	39	1
234	321	39	2
234	322	39	2
232	323	39	1
234	323	39	1
211	324	39	1
212	324	39	1
212	325	39	1
212	327	39	1
197	328	39	2
214	274	40	2
190	283	40	2
237	283	40	2
195	284	40	1
197	284	40	1
191	285	40	1
194	285	40	2
204	285	40	1
206	285	40	1
196	286	40	1
206	286	40	2
204	287	40	1
193	288	40	1
206	288	40	1
210	288	40	1
193	289	40	1
211	290	40	1
218	290	40	1
196	291	40	2
206	291	40	2
225	291	40	1
189	292	40	3
209	292	40	1
212	292	40	3
235	292	40	1
236	292	40	2
192	293	40	1
216	293	40	1
225	293	40	1
234	293	40	3
209	294	40	1
210	294	40	1
217	294	40	2
238	294	40	2
204	295	40	2
227	295	40	1
241	295	40	1
205	296	40	1
206	296	40	1
234	296	40	1
236	296	40	2
188	297	40	1
207	297	40	1
236	297	40	1
241	297	40	1
203	298	40	3
212	298	40	1
215	298	40	2
216	298	40	1
223	298	40	2
225	298	40	1
226	298	40	1
228	298	40	1
230	298	40	2
229	299	40	2
230	299	40	1
231	299	40	1
236	299	40	2
237	299	40	2
225	300	40	1
227	300	40	3
229	300	40	1
236	300	40	1
237	300	40	1
215	301	40	1
228	301	40	1
229	301	40	1
236	301	40	1
237	301	40	2
231	302	40	2
232	302	40	2
233	302	40	1
237	302	40	1
243	302	40	2
229	304	40	1
241	304	40	1
245	304	40	1
214	305	40	1
223	305	40	1
230	305	40	1
232	305	40	1
234	305	40	3
242	305	40	1
212	306	40	2
213	306	40	1
224	306	40	1
226	306	40	1
241	306	40	1
192	307	40	2
202	307	40	1
215	307	40	3
227	307	40	1
228	307	40	1
238	307	40	2
223	308	40	2
224	308	40	2
233	308	40	1
239	308	40	2
240	308	40	1
195	309	40	3
203	309	40	1
215	309	40	1
220	309	40	1
222	309	40	1
223	309	40	1
226	309	40	1
228	309	40	1
233	309	40	2
194	310	40	1
217	310	40	1
218	310	40	2
219	310	40	1
221	310	40	1
226	310	40	3
231	310	40	1
234	310	40	2
239	310	40	1
221	311	40	1
222	311	40	2
228	311	40	1
237	311	40	1
238	311	40	1
241	311	40	1
242	311	40	1
217	312	40	1
218	312	40	2
219	312	40	1
221	312	40	1
232	312	40	1
235	312	40	1
240	312	40	2
215	313	40	1
217	313	40	1
235	313	40	1
236	313	40	2
241	313	40	2
243	313	40	2
215	314	40	3
217	314	40	3
219	314	40	1
220	314	40	1
237	314	40	1
242	314	40	1
220	315	40	2
221	315	40	1
229	315	40	1
230	315	40	2
237	315	40	2
239	315	40	1
242	315	40	2
243	315	40	1
245	315	40	1
217	316	40	1
221	316	40	1
242	316	40	2
207	317	40	1
227	317	40	1
235	317	40	1
236	317	40	1
242	317	40	1
220	318	40	1
241	318	40	1
243	318	40	2
215	319	40	1
218	319	40	1
219	319	40	1
230	319	40	1
240	319	40	1
241	319	40	4
225	320	40	2
230	320	40	2
232	320	40	1
240	320	40	1
216	321	40	1
240	321	40	2
229	322	40	1
230	322	40	1
233	322	40	1
228	323	40	1
230	323	40	2
212	324	40	1
212	325	40	3
192	292	41	2
226	292	41	1
193	293	41	1
210	294	41	2
213	294	41	1
225	294	41	2
205	296	41	1
224	297	41	1
214	298	41	1
226	298	41	1
230	300	41	2
234	301	41	1
235	301	41	1
228	304	41	3
232	304	41	1
243	304	41	3
221	305	41	1
224	305	41	1
227	305	41	1
228	305	41	2
229	305	41	1
230	305	41	1
231	305	41	1
217	306	41	1
222	306	41	2
223	306	41	1
228	306	41	2
219	307	41	3
225	307	41	1
229	307	41	1
222	308	41	1
241	308	41	1
243	308	41	2
196	309	41	1
220	309	41	1
225	309	41	1
239	309	41	1
219	310	41	1
221	310	41	1
236	310	41	1
239	310	41	1
240	310	41	1
222	311	41	1
223	311	41	1
233	311	41	3
236	311	41	1
241	311	41	1
216	312	41	2
217	312	41	1
234	312	41	2
235	312	41	2
242	312	41	1
221	313	41	1
238	313	41	1
239	313	41	1
244	313	41	1
220	314	41	1
221	314	41	1
238	314	41	1
242	314	41	1
243	314	41	1
249	314	41	1
238	315	41	2
243	315	41	1
219	316	41	1
236	316	41	3
218	317	41	2
221	317	41	1
223	317	41	1
240	317	41	1
244	317	41	1
217	318	41	1
241	318	41	1
245	318	41	1
246	318	41	1
217	319	41	1
223	319	41	1
242	319	41	1
231	320	41	1
240	320	41	1
241	320	41	1
216	321	41	3
231	321	41	1
240	321	41	1
228	322	41	1
230	322	41	2
228	323	41	2
230	323	41	1
236	323	41	1
228	299	42	1
213	302	42	1
221	302	42	1
220	303	42	1
222	303	42	2
214	305	42	1
224	305	42	1
220	306	42	1
223	306	42	2
221	307	42	1
220	308	42	1
227	308	42	1
239	308	42	1
225	309	42	1
236	309	42	1
242	309	42	3
222	310	42	2
236	310	42	2
239	310	42	1
238	311	42	1
239	311	42	1
214	312	42	3
221	312	42	3
222	312	42	2
241	312	42	1
242	312	42	1
243	312	42	1
244	312	42	2
217	313	42	2
221	313	42	1
222	313	42	1
224	313	42	1
234	313	42	1
240	313	42	1
225	314	42	2
226	314	42	1
242	314	42	1
217	315	42	1
219	315	42	1
220	315	42	1
221	315	42	3
222	315	42	1
226	315	42	2
230	315	42	1
240	315	42	1
218	316	42	1
226	316	42	1
227	316	42	1
228	316	42	1
238	316	42	1
239	316	42	1
241	316	42	1
242	316	42	1
221	317	42	1
224	317	42	1
232	317	42	1
240	317	42	2
218	318	42	1
228	318	42	1
229	318	42	2
231	318	42	1
245	318	42	1
246	318	42	1
226	319	42	1
230	319	42	2
231	319	42	1
232	319	42	1
242	319	42	1
229	320	42	2
230	320	42	1
231	320	42	1
241	320	42	2
218	321	42	1
229	321	42	1
230	321	42	1
239	321	42	1
225	303	43	1
219	304	43	2
220	304	43	2
220	305	43	2
221	305	43	1
222	307	43	1
211	308	43	1
222	308	43	1
220	309	43	1
218	310	43	2
219	311	43	1
222	311	43	1
236	311	43	1
241	311	43	1
219	312	43	3
242	312	43	2
236	313	43	2
238	314	43	2
229	315	43	1
238	315	43	1
204	316	43	1
219	316	43	1
223	316	43	1
241	316	43	1
238	317	43	3
217	319	43	1
227	319	43	1
242	319	43	2
227	320	43	1
226	322	43	1
220	304	44	2
219	306	44	1
220	306	44	1
223	308	44	1
223	309	44	2
211	310	44	1
234	310	44	3
219	311	44	2
225	311	44	1
235	311	44	1
223	312	44	1
223	313	44	2
229	313	44	2
211	314	44	1
221	314	44	2
237	314	44	2
220	315	44	2
222	315	44	1
230	315	44	1
238	315	44	3
204	316	44	1
225	317	44	2
227	317	44	1
230	317	44	1
231	317	44	1
242	317	44	1
223	319	44	1
242	321	44	2
224	322	44	1
220	312	45	2
