x	y	z	DNA Damage/Telomere Stress Induced Senescence
251	289	26	1
228	290	26	1
244	290	26	1
222	291	26	1
236	291	26	1
250	291	26	2
237	292	26	1
239	292	26	1
247	292	26	1
250	292	26	1
254	292	26	1
238	293	26	2
244	293	26	1
253	293	26	1
220	294	26	1
249	294	26	2
239	295	26	1
248	295	26	1
254	295	26	1
236	297	26	1
237	297	26	1
239	297	26	1
246	297	26	1
239	298	26	1
241	299	26	1
241	300	26	2
227	301	26	1
182	255	27	1
184	255	27	1
186	257	27	1
183	259	27	1
188	259	27	1
228	259	27	1
229	259	27	1
231	259	27	1
232	259	27	1
183	260	27	1
227	260	27	1
228	260	27	1
237	260	27	2
185	261	27	1
228	261	27	1
230	261	27	1
229	262	27	1
184	263	27	1
185	263	27	1
210	263	27	1
229	263	27	1
232	263	27	1
236	263	27	1
244	263	27	1
237	264	27	1
239	264	27	1
240	264	27	1
184	265	27	1
189	265	27	1
212	265	27	1
215	265	27	1
221	265	27	1
233	265	27	1
234	265	27	1
235	265	27	1
236	265	27	1
240	265	27	1
179	266	27	1
201	266	27	3
228	266	27	1
233	266	27	2
234	266	27	1
235	266	27	1
237	266	27	1
179	267	27	2
217	267	27	1
233	267	27	1
239	267	27	1
240	267	27	1
197	268	27	1
225	268	27	1
226	268	27	1
228	268	27	1
229	268	27	1
230	268	27	1
234	268	27	1
235	268	27	1
238	268	27	1
239	268	27	1
241	268	27	1
243	268	27	1
247	268	27	1
177	269	27	1
179	269	27	2
180	269	27	1
205	269	27	1
231	269	27	1
235	269	27	2
237	269	27	1
240	269	27	1
181	270	27	1
197	270	27	1
207	270	27	1
218	270	27	1
227	270	27	1
230	270	27	1
233	270	27	1
236	270	27	1
240	270	27	1
248	270	27	1
250	270	27	1
178	271	27	1
208	271	27	1
209	271	27	1
216	271	27	1
222	271	27	1
225	271	27	2
232	271	27	1
236	271	27	1
240	271	27	1
242	271	27	1
251	271	27	1
204	272	27	1
206	272	27	1
213	272	27	1
214	272	27	1
228	272	27	1
240	272	27	1
207	273	27	2
214	273	27	1
220	273	27	1
223	273	27	1
235	273	27	1
239	273	27	1
249	273	27	1
178	274	27	2
209	274	27	1
213	274	27	1
214	274	27	2
216	274	27	1
226	274	27	1
230	274	27	1
233	274	27	1
236	274	27	2
239	274	27	1
240	274	27	1
241	274	27	1
243	274	27	1
250	274	27	1
254	274	27	1
211	275	27	1
216	275	27	1
217	275	27	1
223	275	27	1
228	275	27	1
232	275	27	1
242	275	27	1
244	275	27	1
247	275	27	1
250	275	27	1
254	275	27	1
177	276	27	1
204	276	27	1
206	276	27	2
208	276	27	1
211	276	27	1
212	276	27	1
215	276	27	1
230	276	27	1
233	276	27	1
246	276	27	1
204	277	27	1
207	277	27	1
227	277	27	1
231	277	27	2
235	277	27	1
236	277	27	2
239	277	27	1
240	277	27	1
244	277	27	1
245	277	27	1
248	277	27	1
203	278	27	1
206	278	27	1
213	278	27	1
214	278	27	1
221	278	27	2
230	278	27	1
233	278	27	1
234	278	27	1
248	278	27	1
249	278	27	1
251	278	27	1
252	278	27	1
201	279	27	1
210	279	27	1
234	279	27	2
239	279	27	1
241	279	27	1
242	279	27	1
243	279	27	1
250	279	27	1
206	280	27	1
208	280	27	1
238	280	27	1
246	280	27	1
249	280	27	1
206	281	27	1
210	281	27	1
214	281	27	1
215	281	27	1
222	281	27	1
230	281	27	1
251	281	27	1
252	281	27	1
254	281	27	1
205	282	27	2
206	282	27	2
209	282	27	1
215	282	27	1
227	282	27	1
229	282	27	2
233	282	27	1
239	282	27	1
248	282	27	1
249	282	27	1
250	282	27	1
253	282	27	1
254	282	27	1
210	283	27	1
216	283	27	1
221	283	27	1
231	283	27	1
234	283	27	2
240	283	27	1
241	283	27	1
245	283	27	1
205	284	27	1
210	284	27	2
213	284	27	1
230	284	27	1
241	284	27	1
251	284	27	2
208	285	27	1
212	285	27	1
215	285	27	1
234	285	27	1
236	285	27	1
238	285	27	1
239	285	27	2
216	286	27	1
237	286	27	1
247	286	27	1
252	286	27	1
254	286	27	1
258	286	27	2
214	287	27	1
221	287	27	1
223	287	27	1
227	287	27	1
240	287	27	1
246	287	27	2
247	287	27	1
250	287	27	1
252	287	27	1
223	288	27	1
247	288	27	2
209	289	27	1
224	289	27	1
228	289	27	2
234	289	27	2
235	289	27	2
237	289	27	1
238	289	27	1
248	289	27	1
253	289	27	1
256	289	27	2
207	290	27	1
214	290	27	1
219	290	27	1
233	290	27	1
234	290	27	1
236	290	27	1
239	290	27	2
241	290	27	1
246	290	27	1
247	290	27	1
250	290	27	1
224	291	27	1
238	291	27	1
239	291	27	1
243	291	27	2
246	291	27	1
248	291	27	1
250	291	27	1
219	292	27	1
225	292	27	1
227	292	27	1
230	292	27	1
237	292	27	1
248	292	27	1
251	292	27	1
211	293	27	1
223	293	27	2
227	293	27	1
250	293	27	1
251	293	27	1
256	293	27	1
217	294	27	1
224	294	27	1
225	294	27	1
235	294	27	1
238	294	27	3
245	294	27	2
248	294	27	2
252	294	27	1
253	294	27	1
222	295	27	1
248	295	27	1
249	295	27	1
251	295	27	1
252	295	27	1
220	296	27	1
239	296	27	1
245	296	27	1
246	296	27	1
252	296	27	1
225	297	27	2
237	297	27	1
239	297	27	2
248	297	27	1
251	297	27	1
253	297	27	1
221	298	27	1
224	298	27	1
235	298	27	1
223	299	27	1
236	299	27	2
237	299	27	1
240	299	27	1
241	299	27	1
246	299	27	2
227	300	27	1
228	300	27	1
235	300	27	3
237	300	27	1
240	300	27	1
247	300	27	1
248	300	27	1
236	301	27	2
239	301	27	1
234	302	27	1
235	302	27	1
241	303	27	1
235	304	27	1
238	304	27	1
243	304	27	1
244	304	27	1
236	267	28	1
237	270	28	1
238	270	28	1
232	272	28	1
250	272	28	2
211	273	28	1
235	273	28	1
214	274	28	1
235	274	28	1
238	276	28	1
238	277	28	1
237	278	28	1
237	279	28	1
241	280	28	1
251	280	28	1
208	281	28	1
246	282	28	1
247	283	28	1
254	283	28	1
250	284	28	1
254	284	28	1
240	285	28	3
248	285	28	1
232	286	28	1
249	286	28	1
240	287	28	1
238	288	28	1
244	288	28	1
247	289	28	1
248	289	28	2
226	290	28	2
237	290	28	1
240	290	28	1
240	291	28	1
241	291	28	1
247	291	28	1
240	292	28	2
242	292	28	1
250	292	28	1
240	294	28	1
245	294	28	2
251	294	28	1
242	295	28	3
239	297	28	1
240	299	28	2
236	300	28	1
237	258	29	2
188	259	29	1
183	261	29	1
199	261	29	1
229	261	29	2
231	261	29	1
220	262	29	1
229	262	29	1
248	262	29	1
231	263	29	1
245	263	29	1
248	263	29	1
178	264	29	1
231	264	29	1
237	264	29	1
238	264	29	1
195	266	29	1
230	266	29	1
232	266	29	2
245	266	29	1
248	266	29	1
196	267	29	1
197	267	29	1
214	267	29	1
231	267	29	1
237	267	29	1
241	267	29	1
194	268	29	1
226	268	29	2
234	268	29	1
244	268	29	2
196	269	29	2
234	269	29	1
237	269	29	1
248	269	29	1
175	270	29	2
196	270	29	1
216	271	29	1
233	271	29	1
238	271	29	1
251	271	29	1
211	272	29	1
224	272	29	1
233	272	29	1
238	272	29	1
241	272	29	1
211	273	29	1
233	274	29	1
250	274	29	1
235	275	29	1
245	275	29	1
204	276	29	2
228	276	29	1
236	277	29	1
238	277	29	3
250	277	29	1
251	277	29	2
236	278	29	1
244	278	29	1
247	278	29	1
235	279	29	1
236	279	29	1
247	279	29	1
248	279	29	1
252	279	29	1
205	280	29	1
233	280	29	1
235	280	29	1
236	280	29	1
237	280	29	2
238	280	29	1
252	280	29	1
234	281	29	1
237	281	29	1
246	281	29	2
249	281	29	1
251	281	29	1
206	282	29	1
212	282	29	1
248	282	29	1
249	282	29	1
254	282	29	1
234	283	29	1
246	283	29	1
247	283	29	1
237	284	29	1
240	284	29	1
245	284	29	1
252	284	29	1
234	285	29	2
238	285	29	1
239	285	29	1
247	285	29	1
248	285	29	1
233	286	29	1
236	286	29	1
240	286	29	1
252	286	29	1
226	287	29	2
238	287	29	2
246	287	29	1
226	288	29	1
232	288	29	1
240	288	29	1
243	289	29	1
250	289	29	1
224	290	29	1
237	290	29	2
246	290	29	1
246	291	29	1
248	291	29	3
250	291	29	3
241	292	29	1
243	292	29	1
225	293	29	1
227	293	29	1
239	293	29	1
247	293	29	1
252	293	29	1
236	294	29	1
240	294	29	1
241	294	29	1
249	294	29	1
251	294	29	1
221	295	29	1
223	295	29	1
241	295	29	1
219	296	29	1
223	296	29	1
249	296	29	1
252	296	29	1
239	297	29	1
246	297	29	1
237	298	29	1
239	298	29	1
227	300	29	1
235	300	29	1
236	300	29	2
237	300	29	1
239	300	29	1
221	301	29	1
236	301	29	2
240	303	29	1
229	250	30	2
231	253	30	2
215	254	30	1
238	254	30	1
191	255	30	2
229	255	30	1
230	255	30	1
236	255	30	2
233	256	30	1
215	257	30	1
203	258	30	1
231	258	30	1
237	258	30	1
175	259	30	1
209	259	30	1
210	259	30	1
216	259	30	1
218	259	30	2
222	259	30	1
228	259	30	1
237	259	30	1
239	259	30	2
196	260	30	1
197	260	30	1
225	260	30	1
226	260	30	1
245	260	30	1
184	261	30	1
186	261	30	1
194	261	30	1
199	261	30	1
208	261	30	1
212	261	30	1
217	261	30	1
219	261	30	1
224	261	30	1
225	261	30	1
226	261	30	1
230	261	30	1
231	261	30	1
232	261	30	1
239	261	30	1
249	261	30	2
186	262	30	1
194	262	30	1
209	262	30	1
220	262	30	1
230	262	30	1
233	262	30	1
226	263	30	1
232	263	30	1
240	263	30	2
249	263	30	1
186	264	30	1
194	264	30	1
211	264	30	1
226	264	30	1
230	264	30	1
238	264	30	1
240	264	30	1
241	264	30	1
250	264	30	1
191	265	30	2
192	265	30	1
210	265	30	1
219	265	30	2
224	265	30	1
231	265	30	1
233	265	30	1
244	265	30	1
195	266	30	2
197	266	30	1
232	266	30	1
247	266	30	1
183	267	30	1
194	267	30	2
198	267	30	1
219	267	30	1
229	267	30	1
235	267	30	1
236	267	30	1
237	267	30	1
239	267	30	1
240	267	30	1
248	267	30	1
172	268	30	1
194	268	30	1
238	268	30	1
243	268	30	1
250	268	30	2
177	269	30	1
182	269	30	2
191	269	30	1
193	269	30	1
194	269	30	1
197	269	30	1
199	269	30	1
214	269	30	1
232	269	30	1
235	269	30	1
236	269	30	1
237	269	30	1
249	269	30	1
183	270	30	1
184	270	30	2
186	270	30	1
195	270	30	1
196	270	30	1
198	270	30	3
201	270	30	2
215	270	30	1
216	270	30	1
223	270	30	1
238	270	30	2
245	270	30	1
249	270	30	1
250	270	30	1
176	271	30	1
183	271	30	2
187	271	30	1
193	271	30	1
201	271	30	1
206	271	30	1
211	271	30	1
212	271	30	1
216	271	30	1
229	271	30	1
233	271	30	1
238	271	30	2
181	272	30	1
203	272	30	1
227	272	30	1
240	272	30	1
242	272	30	1
244	272	30	2
247	272	30	1
203	273	30	1
204	273	30	2
206	273	30	1
208	273	30	1
231	273	30	1
232	273	30	1
240	273	30	1
241	273	30	1
177	274	30	2
181	274	30	1
183	274	30	1
211	274	30	3
214	274	30	1
234	274	30	1
236	274	30	1
175	275	30	1
180	275	30	1
183	275	30	1
215	275	30	1
236	275	30	2
242	275	30	1
249	275	30	1
250	275	30	1
251	275	30	1
207	276	30	2
232	276	30	1
240	276	30	2
249	276	30	1
174	277	30	1
206	277	30	1
235	277	30	1
237	277	30	1
243	277	30	2
203	278	30	1
204	278	30	1
206	278	30	1
246	278	30	1
248	278	30	2
206	279	30	1
207	279	30	1
219	279	30	1
221	279	30	1
235	279	30	1
236	279	30	1
245	279	30	1
251	279	30	1
183	280	30	1
226	280	30	1
233	280	30	1
236	280	30	1
244	280	30	1
245	280	30	1
246	280	30	1
252	280	30	1
254	280	30	1
173	281	30	1
223	281	30	1
235	281	30	1
241	281	30	2
247	281	30	1
249	281	30	1
252	281	30	1
174	282	30	1
187	282	30	2
210	282	30	1
234	282	30	2
236	282	30	1
237	282	30	1
247	282	30	1
251	282	30	1
252	282	30	1
254	282	30	1
202	283	30	4
209	283	30	1
221	283	30	1
223	283	30	2
238	283	30	1
249	283	30	1
250	283	30	1
254	283	30	3
257	283	30	1
181	284	30	1
225	284	30	1
231	284	30	1
233	284	30	1
236	284	30	2
238	284	30	1
241.666666666667	284.666666666667	31	1
245	284	30	1
249	284	30	1
252	284	30	2
253	284	30	1
254	284	30	1
258	284	30	2
220	285	30	1
225	285	30	1
226	285	30	1
236	285	30	1
245	285.666666666667	31	1
246	285	30	1
251	285	30	1
255	285	30	1
256	285	30	1
222	286	30	1
224	286	30	1
225	286	30	1
231	286	30	1
238	286	30	2
239	286	30	1
240	286	30	1
241	286	30	2
245	286	30	1
207	287	30	1
224	287	30	1
231	287	30	1
234	287	30	1
248	287	30	1
250	287	30	1
254	287	30	1
233	288	30	1
235	288	30	1
244	288	30	2
247	288	30	1
184	289	30	1
230	289	30	1
235	289	30	1
239	289	30	1
245	289	30	1
246	289	30	1
247	289	30	1
198	290	30	1
222	290	30	1
235	290	30	1
236	290	30	1
240	290	30	1
242	290	30	1
250	290	30	1
198	291	30	1
226	291	30	1
227	291	30	1
241	291	30	1
242	291	30	1
250	291	30	3
251	291	30	2
255	291	30	1
258	291	30	2
194	292	30	1
199	292	30	1
201	293	30	1
219	293	30	1
223	293	30	1
227	293	30	1
232	293	30	1
236	293	30	1
247	293	30	1
249	293	30	1
250	293	30	1
251	293	30	1
253	293	30	2
189	294	30	1
210	294	30	1
220	294	30	1
233	294	30	1
235	294	30	1
246	294	30	1
249	294	30	1
252	294	30	1
197	295	30	1
221	295	30	2
222	295	30	1
226	295	30	1
227	295	30	1
241	295	30	1
250	295	30	1
251	295	30	1
252	295	30	1
256	295	30	1
228	296	30	1
232	296	30	1
241	296	30	1
247	296	30	1
220	297	30	1
221	297	30	1
229	297	30	1
246	297	30	2
248	297	30	1
220	298	30	1
224	298	30	1
227	298	30	1
235	298	30	1
237	298	30	2
239	298	30	1
252	298	30	1
221	299	30	1
227	299	30	1
214	300	30	2
222	300	30	3
223	300	30	1
226	300	30	1
227	300	30	1
232	300	30	1
237	300	30	1
241	300	30	1
248	300	30	1
225	301	30	1
226	301	30	1
238	301	30	1
241	301	30	2
242	301	30	1
244	301	30	1
246	301	30	1
248	301	30	1
237	302	30	1
238	302	30	1
242	302	30	1
243	303	30	1
244	303	30	1
235	304	30	1
238	304	30	1
237	305	30	1
242	305	30	1
238	306	30	1
235	250	31	2
229	251	31	2
229	252	31	1
239	252	31	1
215	253	31	1
217	253	31	1
228	253	31	1
233	253	31	1
193	254	31	1
227	254	31	1
231	254	31	1
238	254	31	1
191	255	31	1
226	255	31	1
229	255	31	1
230	255	31	1
234	255	31	1
236	255	31	1
207	256	31	1
236	256	31	1
177	257	31	1
214	257	31	1
215	257	31	1
230	257	31	2
233	257	31	1
236	257	31	1
215	258	31	1
216	258	31	1
240	258	31	1
209	259	31	1
226	259	31	1
237	259	31	1
239	259	31	1
188	260	31	1
190	260	31	2
191	260	31	1
209	260	31	1
216	260	31	1
221	260	31	1
235	260	31	1
239	260	31	1
245	260	31	1
187	261	31	1
193	261	31	2
210	261	31	1
217	261	31	1
224	261	31	2
228	261	31	1
229	261	31	1
230	261	31	1
234	261	31	1
244	261	31	1
246	261	31	1
249	261	31	1
186	262	31	1
194	262	31	1
220	262	31	1
233	262	31	1
246	262	31	1
248	262	31	1
188	263	31	2
194	263	31	1
200	263	31	2
211	263	31	1
215	263	31	1
217	263	31	1
219	263	31	1
220	263	31	1
221	263	31	1
222	263	31	1
232	263	31	1
236	263	31	1
245	263	31	1
184	264	31	1
185	264	31	1
187	264	31	1
204	264	31	1
214	264	31	1
220	264	31	1
223	264	31	1
227	264	31	1
228	264	31	1
234	264	31	1
239	264	31	1
240	264	31	1
244	264	31	3
246	264	31	1
249	264	31	1
184	265	31	1
186	265	31	1
205	265	31	1
222	265	31	1
223	265	31	3
226	265	31	1
229	265	31	1
235	265	31	1
240	265	31	1
243	265	31	1
245	265	31	1
186	266	31	1
189	266	31	1
193	266	31	1
194	266	31	1
197	266	31	2
198	266	31	2
211	266	31	2
213	266	31	1
228	266	31	1
243	266	31	2
244	266	31	1
245	266	31	1
247	266	31	2
183	267	31	1
194	267	31	1
199	267	31	2
211	267	31	1
219	267	31	1
223	267	31	1
228	267	31	1
236	267	31	1
241	267	31	2
244	267	31	1
247	267	31	1
188	268	31	1
193	268	31	1
210	268	31	4
215	268	31	1
220	268	31	1
224	268	31	1
240	268	31	1
242	268	31	1
247	268	31	1
194	269	31	1
199	269	31	2
210	269	31	1
215	269	31	1
230	269	31	1
232	269	31	1
239	269	31	1
242	269	31	1
173	270	31	2
178	270	31	1
183	270	31	2
186	270	31	1
194	270	31	1
198	270	31	1
201	270	31	1
212	270	31	1
215	270	31	1
234	270	31	1
248	270	31	1
249	270	31	2
175	271	31	1
204	271	31	2
209	271	31	1
212	271	31	1
215	271	31	2
224	271	31	1
225	271	31	1
239	271	31	1
240	271	31	1
244	271	31	2
251	271	31	2
176	272	31	1
208	272	31	1
215	272	31	1
235	272	31	3
248	272	31	2
183	273	31	2
207	273	31	1
209	273	31	1
211	273	31	1
229	273	31	1
232	273	31	1
236	273	31	2
237	273	31	2
239	273	31	1
240	273	31	2
246	273	31	1
249	273	31	1
250	273	31	1
204	274	31	1
209	274	31	1
211	274	31	1
214	274	31	1
229	274	31	1
230	274	31	1
233	274	31	1
236	274	31	1
237	274	31	1
240	274	31	1
241	274	31	1
243	274	31	2
205	275	31	1
235	275	31	1
241	275	31	1
244	275	31	1
239	276	31	1
241	276	31	1
244	276	31	2
252	276	31	1
174	277	31	1
205	277	31	2
234	277	31	1
240	277	31	1
175	279	31	1
178	279	31	1
180	279	31	1
207	279	31	1
245	279	31	1
247	279	31	1
254	279	31	1
181	280	31	1
219	280	31	1
236	280	31	2
245	280	31	1
246	280	31	1
248	280	31	1
249	280	31	1
184	281	31	1
231	281	31	1
237	281	31	1
240	281	31	1
241	281	31	1
221	282	31	1
232	282	31	1
239	282	31	1
241	282	31	1
244	282	31	1
248	282	31	1
254	282	31	1
176	283	31	1
181	283	31	1
182	283	31	1
221	283	31	1
223	283	31	2
232	283	31	2
233	283	31	1
234	283	31	1
236	283	31	1
252	283	31	1
175	284	31	1
212	284	31	1
219	284	31	1
222	284	31	1
223	284	31	1
231	284	31	2
236	284	31	1
238	284	31	1
254	284	31	2
179	285	31	1
183	285	31	1
222	285	31	1
224	285	31	1
225	285	31	1
229	285	31	1
235	285	31	1
236	285	31	3
245	285	31	1
251	285	31	1
256	285	31	1
221	286	31	1
222	287	31	1
228	287	31	1
229	287	31	1
231	287	31	1
240	287	31	1
248	287	31	1
251	287	31	1
252	287	31	1
255	287	31	1
186	288	31	2
187	288	31	1
220	288	31	1
223	288	31	1
228	288	31	1
230	288	31	1
242	288	31	1
246	288	31	1
251	288	31	1
253	288	31	1
222	289	31	2
226	289	31	1
232	289	31	1
233	289	31	1
234	289	31	1
235	289	31	1
238	289	31	1
240	289	31	1
247	289	31	1
226	290	31	1
235	290	31	1
239	290	31	3
240	290	31	1
242	290	31	1
247	290	31	1
197	291	31	1
226	291	31	1
230	291	31	2
238	291	31	1
241	291	31	1
244	291	31	1
245	291	31	1
248	291	31	1
201	292	31	1
221	292	31	1
222	292	31	1
230	292	31	1
243	292	31	1
246	292	31	1
250	292	31	1
257	292	31	2
198	293	31	1
235	293	31	1
241	294	32.8	2
243	293	31	2
251	293	31	1
256	293	31	1
226	294	31	1
230	294	31	1
237	294	31	1
241	294	31	1
250	294	31	1
253	294	31	4
220	295	31	1
225	295	31	1
229	295	31	1
247	295	31	1
188	296	31	1
197	296	31	1
199	296	31	2
200	296	31	2
228	296	31	1
235	296	31	1
240	296	31	2
243	296	31	1
245	296	31	1
253	296	31	1
254	296	31	2
235	297	31	1
236	297	31	1
246	297	31	2
255	297	31	1
196	298	31	1
248	298	31	1
249	298	31	2
252	298	31	1
221	299	31	1
224	299	31	1
233	299	31	1
243	299	31	1
223	300	31	1
226	300	31	1
229	300	31	2
247	300	31	1
248	300	31	1
250	300	31	1
221	301	31	1
225	301	31	1
226	301	31	1
227	301	31	1
236	301	31	2
237	301	31	1
247	301	31	1
222	302	31	1
229	302	31	1
231	302	31	1
239	302	31	1
233	303	31	2
241	303	31	1
247	303	31	1
235	304	31	1
238	304	31	1
243	304	31	1
223	306	31	1
236	306	31	1
223	307	31	2
223	308	31	1
225	308	31	1
226	309	31	1
215	251	32	2
216	252	32	1
193	253	32	1
217	253	32	1
218	253	32	1
221	253	32	1
223	253	32	1
232	254	32	1
236	254	32	1
188	255	32	2
216	255	32	1
219	255	32	1
224	255	32	1
227	255	32	2
234	255	32	1
236	255	32	1
237	255	32	1
232	256	32	1
237	256	32	1
242	256	32	1
193	257	32	1
195	257	32	2
202	257	32	1
209	257	32	1
210	257	32	1
219	257	32	1
230	257	32	1
238	257	32	1
182	258	32	2
213	258	32	1
228	258	32	1
237	258	32	2
246	258	32	1
191	259	32	1
201	259	32	1
209	259	32	1
215	259	32	1
216	259	32	1
220	259	32	1
227	259	32	1
228	259	32	1
229	259	32	1
231	259	32	1
234	259	32	1
240	259	32	3
242	259	32	1
247	259	32	1
182	260	32	4
203	260	32	1
220	260	32	1
228	260	32	2
243	260	32	1
195	261	32	1
225	261	32	2
226	261	32	1
229	261	32	1
244	261	32	1
194	262	32	2
198	262	32	2
203	262	32	1
215.5	262.5	32.5	1
218	262	32	1
225	262	32	1
235	262	32	1
236	262	32	1
238	262	32	1
243	262	32	1
244	262	32	1
247	262	32	1
249	262	32	1
250	262	32	1
193	263	32	1
212	263	32	1
213	263	32	1
221	263	32	1
224	263	32	1
226	263	32	1
232	263	32	1
237	263	32	1
246	263	32	2
250	263	32	1
189	264	32	2
210	264	32	1
215	264	32	1
248	264	32	2
188	265	32	2
194	265	32	1
195	265	32	1
196	265	32	1
216	265	32	1
221	265	32	2
229	265	32	1
239	265	32	1
248	265	32	1
178	266	32	1
186	266	32	1
195	266	32	1
228	266	32	1
230	266	32	1
236	266	32	1
238	266	32	1
240	266	32	1
241	266	32	2
249	266	32	1
251	266	32	1
252	266	32	1
182	267	32	1
186	267	32	1
191	267	32	1
194	267	32	1
196	267	32	1
197	267	32	1
208	267	32	3
216	267	32	1
219	267	32	1
225	267	32	1
242	267	32	1
243	267	32	1
247	267	32	1
248	267	32	1
252	267	32	1
186	268	32	1
188	268	32	1
207	268	32	1
213	268	32	1
214	268	32	1
233	268	32	1
238	268	32	1
239	268	32	1
247	268	32	1
248	268	32	1
252	268	32	1
253	268	32	1
180	269	32	1
210	269	32	1
214	269	32	1
218	269	32	1
222	269	32	1
238	269	32	1
239	269	32	1
240	269	32	1
241	269	32	1
246	269	32	1
252	269	32	1
173	270	32	1
174	270	32	1
180	270	32	1
185	270	32	1
187	270	32	1
206	270	32	1
210	270	32	1
212	270	32	1
232	270	32	1
243	270	32	1
250	270	32	1
175	271	32	1
176	271	32	1
183	271	32	1
231	271	32	1
233	271	32	1
234	271	32	1
237	271	32	1
247	271	32	1
173	272	32	1
181	272	32	2
182	272	32	1
184	272	32	1
202	272	32	1
207	272	32	1
208	272	32	1
210	272	32	1
211	272	32	2
226	272	32	1
235	272	32	2
238	272	32	1
251	272	32	1
252	272	32	1
185	273	32	1
186	273	32	1
201	273	32	1
208	273	32	1
209	273	32	1
210	273	32	1
215	273	32	1
235	273	32	1
238	273	32	1
239	273	32	1
245	273	32	1
173	274	32	1
184	274	32	1
206	274	32	1
209	274	32	1
210	274	32	1
235	274	32	1
237	274	32	1
181	275	32	1
183	275	32	1
249	275	32	1
250	275	32	1
228	276	32	1
238	276	32	1
239	276	32	1
241	276	32	2
242	276	32	1
243	276	32	1
249	276	32	1
210	277	32	1
214	277	32	1
232	277	32	1
238	277	32	1
239	277	32	1
240	277	32	1
241	277	32	3
245	277	32	1
249	277	32	1
203	278	32	1
220	278	32	1
239	278	32	1
243	278	32	1
244	278	32	1
245	278	32	1
248	278	32	1
249	278	32	1
178	279	32	1
179	279	32	1
181	279	32	1
205	279	32	1
214	279	32	1
242	279	32	2
247	279	32	1
173	280	32	3
175	280	32	1
180	280	32	1
221	280	32	1
222	280	32	2
229	280	32	1
239	280	32	1
176	281	32	1
219	281	32	1
231	281	32	1
239	281	32	1
240	281	32	1
243	281	32	1
245	281	32	1
248	281	32	1
174	282	32	2
182	282	32	1
204	282	32	1
223	282	32	1
229	282	32	1
232	282	32	2
237	282	32	1
241	282	32	1
245	282	32	1
181	283	32	1
208	283	32	1
221	283	32	1
223	283	32	1
224	283	32	1
226	283	32	1
239	283	32	2
244	283	32	1
246	283	32	1
181	284	32	1
186	284	32	1
206	284	32	1
226	284	32	1
230	284	32	2
232	284	32	1
236	284	32	1
237	284	32	1
244	284	32	3
248	284	32	1
249	284	32	1
251	284	32	2
252	284	32	1
177	285	32	1
180	285	32	1
185	285	32	1
215	285	32	1
221	285	32	1
222	285	32	1
223	285	32	1
231	285	32	2
237	285	32	1
238	285	32	1
243	285	32	1
253	285	32	1
255	285	32	2
180	286	32	1
218	286	32	1
221	286	32	1
223	286	32	1
228	286	32	2
229	286	32	1
231	286	32	1
240	286	32	2
243	286	32	2
247	286	32	1
248	286	32	1
249	286	32	1
252	286	32	2
219	287	32	1
220	287	32	1
226	287	32	1
227	287	32	1
