x	y	z	SUMOylation of DNA replication proteins
180	269	35	1
186	269	35	1
193	269	35	1
194	269	35	1
196	269	35	1
202	269	35	1
212	269	35	1
213	269	35	1
214	269	35	1
220	269	35	1
224	269	35	1
232	269	35	1
234	269	35	1
235	269	35	2
239	269	35	1
246	269	35	1
249	269	35	1
250	269	35	2
172	270	35	2
178	270	35	1
179	270	35	1
186	270	35	1
194	270	35	3
195	270	35	1
198	270	35	1
202	270	35	1
211	270	35	1
214	270	35	1
223	270	35	1
227	270	35	2
231	270	35	1
235	270	35	1
241	270	35	1
181	271	35	1
183	271	35	1
188	271	35	1
199	271	35	1
205	271	35	1
214	271	35	1
216	271	35	2
217	271	35	1
219	271	35	1
228	271	35	2
234	271	35	1
235	271	35	2
241	271	35	1
242	271	35	1
247	271	35	2
248	271	35	1
179	272	35	1
182	272	35	1
183	272	35	1
184	272	35	1
192	272	35	3
197	272	35	1
201	272	35	1
217	272	35	1
219	272	35	1
229	272	35	1
231	272	35	2
232	272	35	1
234	272	35	1
237	272	35	1
239	272	35	1
243	272	35	1
246	272	35	1
176	273	35	3
179	273	35	1
182	273	35	2
183	273	35	1
185	273	35	1
187	273	35	1
227	273	35	2
231	273	35	1
238	273	35	1
239	273	35	1
173	274	35	1
178	274	35	1
190	274	35	1
202	274	35	1
203	274	35	1
207	274	35	2
212	274	35	1
217	274	35	1
224	274	35	1
225	274	35	1
231	274	35	1
232	274	35	1
234	274	35	1
236	274	35	1
239	274	35	2
176	275	35	1
186	275	35	2
207	275	35	2
212	275	35	1
214	275	35	2
225	275	35	1
235	275	35	1
238	275	35	1
239	275	35	1
242	275	35	1
243	275	35	1
177	276	35	2
203	276	35	1
209	276	35	1
211	276	35	2
217	276	35	1
219	276	35	1
232	276	35	1
242	276	35	2
173	277	35	1
175	277	35	1
176	277	35	1
188	277	35	2
211	277	35	2
213	277	35	1
218	277	35	1
220	277	35	1
229	277	35	1
230	277	35	1
238	277	35	1
174	278	35	2
175	278	35	1
176	278	35	1
195	278	35	1
203	278	35	1
214	278	35	1
221	278	35	1
223	278	35	1
227	278	35	1
229	278	35	2
243	278	35	2
244	278	35	1
172	279	35	1
180	279	35	2
184	279	35	1
194	279	35	2
207	279	35	3
211	279	35	2
217	279	35	1
221	279	35	1
234	279	35	1
236	279	35	1
246	279	35	1
174	280	35	1
205	280	35	1
207	280	35	1
212	280	35	1
214	280	35	1
223	280	35	1
224	280	35	1
237	280	35	1
246	280	35	3
217	281	35	2
222	281	35	1
226	281	35	1
228	281	35	1
239	281	35	1
244	281	35	1
245	281	35	1
248	281	35	1
179	282	35	2
187	282	35	2
210	282	35	1
218	282	35	1
219	282	35	1
220	282	35	2
224	282	35	1
226	282	35	1
227	282	35	1
231	282	35	2
232	282	35	1
244	282	35	1
180	283	35	2
181	283	35	2
183	283	35	1
188	283	35	1
190	283	35	3
191	283	35	2
202	283	35	2
210	283	35	2
211	283	35	1
220	283	35	1
221	283	35	1
222	283	35	1
223	283	35	1
227	283	35	1
232	283	35	2
233	283	35	1
236	283	35	1
238	283	35	2
247	283	35	3
176	284	35	1
177	284	35	1
181	284	35	1
185	284	35	1
187	284	35	1
212	284	35	1
219	284	35	1
232	284	35	1
237	284	35	1
241	284	35	2
177	285	35	1
178	285	35	2
180	285	35	2
185	285	35	1
189	285	35	1
200	285	35	1
203	285	35	1
205	285	35	2
206	285	35	1
217	285	35	1
224	285	35	1
231	285	35	1
234	285	35	1
242	285	35	1
250	285	35	1
174	286	35	1
175	286	35	1
178	286	35	1
185	286	35	1
200	286	35	2
202	286	35	2
204	286	35	1
207	286	35	3
218	286	35	1
221	286	35	1
225	286	35	1
229	286	35	1
233	286	35	1
244	286	35	1
247	286	35	1
249	286	35	1
174	287	35	1
190	287	35	1
198	287	35	2
200	287	35	1
205	287	35	1
229	287	35	2
236	287	35	1
237	287	35	1
242	287	35	1
243	287	35	1
247	287	35	1
187	288	35	1
194	288	35	1
205	288	35	1
219	288	35	1
222	288	35	1
223	288	35	1
230	288	35	1
237	288	35	1
175	289	35	1
189	289	35	2
190	289	35	1
193	289	35	1
200	289	35	1
204	289	35	1
226	289	35	2
235	289	35	2
237	289	35	1
241	289	35	1
243	289	35	1
244	289	35	1
245	289	35	1
248	289	35	2
186	290	35	1
199	290	35	1
205	290	35	1
220	290	35	1
231	290	35	1
232	290	35	1
234	290	35	1
242	290	35	1
243	290	35	2
247	290	35	1
248	290	35	1
187	291	35	1
198	291	35	1
199	291	35	2
200	291	35	1
206	291	35	1
216	291	35	1
230	291	35	1
232	291	35	1
234	291	35	1
237	291	35	1
182	292	35	1
185	292	35	1
188	292	35	1
193	292	35	1
197	292	35	1
198	292	35	1
201	292	35	2
220	292	35	3
222	292	35	1
225	292	35	1
228	292	35	1
231	292	35	1
238	292	35	1
245	292	35	2
201	293	35	1
206	293	35	1
231	293	35	1
236	293	35	1
239	293	35	1
181	294	35	1
185	294	35	2
188	294	35	1
190	294	35	2
195	294	35	1
221	294	35	1
234	294	35	3
241	294	35	1
244	294	35	3
245	294	35	1
181	295	35	1
193	295	35	1
197	295	35	1
204	295	35	2
225	295	35	1
226	295	35	1
230	295	35	1
240	295	35	2
241	295	35	2
244	295	35	1
245	295	35	1
248	295	35	1
180	296	35	2
182	296	35	1
195	296	35	1
199	296	35	1
202	296	35	1
222	296	35	1
229	296	35	1
235	296	35	3
236	296	35	1
242	296	35	1
194	297	35	2
200	297	35	1
219	297	35	1
225	297	35	2
226	297	35	1
233	297	35	1
235	297	35	1
238	297	35	1
242	297	35	1
248	297	35	1
181	298	35	1
191	298	35	3
197	298	35	1
219	298	35	1
222	298	35	1
223	298	35	1
236	298	35	2
245	298	35	1
196	299	35	1
199	299	35	1
228	299	35	1
197	300	35	1
224	300	35	1
226	300	35	1
227	300	35	1
233	300	35	1
235	300	35	1
239	300	35	1
241	300	35	1
196	301	35	3
198	301	35	1
224	301	35	1
235	301	35	1
199	302	35	1
226	302	35	1
231	302	35	2
233	302	35	1
236	302	35	1
240	302	35	2
223	303	35	3
225	303	35	1
227	303	35	1
229	303	35	1
232	303	35	2
233	303	35	1
244	303	35	1
191	304	35	1
223	304	35	1
227	304	35	1
235	304	35	2
240	304	35	1
241	304	35	1
223	305	35	1
229	305	35	1
238	305	35	1
242	305	35	2
199	306	35	1
204	306	35	1
231	306	35	1
236	306	35	1
240	306	35	2
195	307	35	1
207	307	35	1
222	307	35	1
223	307	35	1
231	307	35	1
235	307	35	1
240	307	35	1
241	307	35	1
220	308	35	2
222	308	35	1
239	308	35	2
241	308	35	1
222	309	35	2
223	309	35	1
237	309	35	1
238	309	35	1
240	309	35	1
242	309	35	1
219	310	35	1
222	310	35	1
227	310	35	2
230	310	35	1
231	310	35	1
232	310	35	1
216	311	35	1
220	311	35	1
223	311	35	1
224	311	35	1
234	311	35	1
236	311	35	1
240	311	35	2
241	311	35	1
214	312	35	1
236	312	35	1
221	313	35	1
229	313	35	2
234	313	35	1
237	313	35	1
238	313	35	2
227	314	35	3
235	314	35	1
230	315	35	1
234	315	35	2
238	315	35	1
232	316	35	1
227	317	35	1
230	317	35	1
235	317	35	1
240	317	35	1
231	318	35	2
233	318	35	3
233	319	35	1
224	253	36	1
223	255	36	1
226	255	36	2
223	256	36	1
226	256	36	1
219	257	36	1
224	257	36	2
217	258	36	1
222	258	36	2
223	258	36	1
225	258	36	1
226	258	36	2
229	258	36	1
231	258	36	1
232	258	36	1
220	259	36	1
222	259	36	1
224	259	36	1
212	260	36	1
216	260	36	1
219	260	36	1
228	260	36	1
230	260	36	2
232	260	36	1
235	260	36	1
237	260	36	1
238	260	36	1
217	261	36	2
218	261	36	1
223	261	36	1
239	261	36	1
242	261	36	1
246	261	36	2
190	262	36	1
215	262	36	1
217	262	36	2
219	262	36	1
223	262	36	1
224	262	36	1
228	262	36	1
229	262	36	1
232	262	36	1
240	262	36	1
189	263	36	1
210	263	36	1
214	263	36	1
221	263	36	1
222	263	36	1
225	263	36	1
226	263	36	1
235	263	36	1
240	263	36	1
212	264	36	2
215	264	36	1
216	264	36	2
231	264	36	1
232	264	36	1
239	264	36	1
243	264	36	1
185	265	36	1
188	265	36	1
191	265	36	2
211	265	36	1
216	265	36	1
226	265	36	1
234	265	36	1
240	265	36	1
243	265	36	3
247	265	36	2
248	265	36	2
188	266	36	1
191	266	36	1
196	266	36	1
208	266	36	1
217	266	36	1
221	266	36	1
228	266	36	2
231	266	36	1
232	266	36	2
233	266	36	2
234	266	36	1
237	266	36	1
243	266	36	1
189	267	36	1
202	267	36	1
209	267	36	2
210	267	36	1
211	267	36	2
218	267	36	1
219	267	36	1
221	267	36	1
232	267	36	1
233	267	36	1
239	267	36	1
242	267	36	1
249	267	36	1
188	268	36	3
189	268	36	1
191	268	36	1
206	268	36	1
209	268	36	2
213	268	36	1
232	268	36	1
233	268	36	1
238	268	36	1
241	268	36	1
245	268	36	1
188	269	36	1
191	269	36	1
213	269	36	1
222	269	36	1
237	269	36	1
240	269	36	1
172	270	36	1
187	270	36	1
194	270	36	2
196	270	36	2
212	270	36	3
244	270	36	3
207	271	36	1
212	271	36	1
213	271	36	1
214	271	36	1
236	271	36	1
178	272	36	1
181	272	36	1
185	272	36	1
208	272	36	2
211	272	36	1
213	272	36	1
214	272	36	1
218	272	36	2
222	272	36	1
239	272	36	1
181	273	36	1
185	273	36	1
186	273	36	1
190	273	36	1
205	273	36	1
208	273	36	1
211	273	36	1
216	273	36	1
238	273	36	2
179	274	36	2
204	274	36	1
205	274	36	1
208	274	36	1
209	274	36	1
210	274	36	1
211	274	36	1
214	274	36	1
215	274	36	1
236	274	36	2
239	274	36	1
205	275	36	2
208	275	36	1
212	275	36	1
214	275	36	1
216	275	36	1
219	275	36	1
220	275	36	1
181	276	36	1
203	276	36	2
207	276	36	1
213	276	36	1
214	276	36	1
216	276	36	2
217	276	36	1
228	276	36	1
240	276	36	1
207	277	36	3
211	277	36	1
234	277	36	1
181	278	36	1
188	278	36	1
207	278	36	2
208	278	36	1
211	278	36	1
218	278	36	1
223	278	36	1
239	278	36	1
179	279	36	1
201	279	36	1
211	279	36	1
214	279	36	2
219	279	36	1
234	279	36	1
180	280	36	2
199	280	36	2
207	280	36	1
211	280	36	1
212	280	36	1
214	280	36	1
215	280	36	2
219	280	36	1
176	281	36	1
178	281	36	1
189	281	36	1
206	281	36	1
211	281	36	1
224	281	36	1
230	281	36	2
181	282	36	1
190	282	36	1
201	282	36	1
205	282	36	1
208	282	36	1
232	282	36	2
205	283	36	1
207	283	36	1
210	283	36	1
211	283	36	1
214	283	36	1
215	283	36	2
216	283	36	1
218	283	36	2
226	283	36	2
230	283	36	1
231	283	36	1
233	283	36	1
239	283	36	1
177	284	36	1
208	284	36	1
210	284	36	1
214	284	36	2
224	284	36	1
232	284	36	1
239	284	36	1
240	284	36	1
245	284	36	1
199	285	36	2
204	285	36	1
226	285	36	1
235	285	36	1
238	285	36	1
241	285	36	1
242	285	36	1
243	285	36	1
188	286	36	2
198	286	36	1
204	286	36	1
207	286	36	1
213	286	36	1
222	286	36	1
229	286	36	1
234	286	36	2
236	286	36	1
240	286	36	1
242	286	36	1
200	287	36	1
207	287	36	1
214	287	36	1
219	287	36	1
220	287	36	1
221	287	36	2
222	287	36	1
224	287	36	1
225	287	36	1
227	287	36	1
228	287	36	1
236	287	36	1
239	287	36	1
241	287	36	1
246	287	36	1
176	288	36	2
186	288	36	2
194	288	36	1
199	288	36	1
202	288	36	1
221	288	36	1
231	288	36	1
240	288	36	1
231	289	36	1
233	289	36	1
234	289	36	1
237	289	36	1
185	290	36	1
198	290	36	1
232	290	36	1
233	290	36	1
234	290	36	1
238	290	36	1
243	290	36	1
184	291	36	1
224	291	36	1
231	291	36	1
232	291	36	1
239	291	36	1
242	291	36	1
187	292	36	2
198	292	36	1
200	292	36	1
202	292	36	1
220	292	36	1
224	292	36	2
227	292	36	1
239	292	36	1
195	293	36	1
196	293	36	1
197	293	36	1
201	293	36	2
206	293	36	1
208	293	36	2
223	293	36	1
224	293	36	2
225	293	36	1
227	293	36	1
231	293	36	1
232	293	36	1
236	293	36	1
239	293	36	1
241	293	36	1
242	293	36	1
182	294	36	1
190	294	36	1
198	294	36	1
201	294	36	1
204	294	36	3
224	294	36	1
228	294	36	1
229	294	36	2
237	294	36	1
244	294	36	1
202	295	36	2
204	295	36	1
218	295	36	1
223	295	36	1
230	295	36	1
234	295	36	1
240	295	36	2
244	295	36	1
201	296	36	3
202	296	36	1
227	296	36	2
229	296	36	1
244	296	36	1
195	297	36	1
198	297	36	2
232	297	36	1
233	297	36	1
244	297	36	1
245	297	36	3
202	298	36	1
226	298	36	3
239	298	36	1
240	298	36	1
200	299	36	1
204	299	36	1
229	299	36	1
232	299	36	1
233	299	36	1
238	299	36	2
239	299	36	2
240	299	36	1
225	300	36	1
241	300	36	1
242	300	36	1
225	301	36	1
226	301	36	1
232	301	36	1
235	301	36	1
236	301	36	1
243	301	36	1
244	301	36	1
227	302	36	1
231	302	36	1
233	302	36	1
243	302	36	3
227	303	36	1
235	303	36	1
238	303	36	1
245	303	36	1
223	304	36	1
227	304	36	1
230	304	36	1
199	305	36	2
225	305	36	3
226	305	36	1
235	306	36	1
239	306	36	1
241	306	36	1
242	306	36	1
224	307	36	1
235	307	36	2
241	307	36	2
224	308	36	1
227	308	36	1
241	308	36	1
220	309	36	1
219	310	36	1
223	310	36	1
226	310	36	1
227	310	36	1
228	310	36	1
234	310	36	1
236	310	36	1
240	310	36	1
243	310	36	1
211	311	36	1
213	311	36	2
214	311	36	1
215	311	36	1
220	311	36	1
222	311	36	1
228	311	36	1
230	311	36	1
231	311	36	1
234	311	36	4
242	311	36	2
220	312	36	2
225	312	36	1
226	312	36	1
236	312	36	1
240	312	36	3
225	313	36	1
238	313	36	1
228	314	36	2
230	314	36	1
232	314	36	1
214	315	36	1
230	315	36	1
235	315	36	1
238	315	36	1
228	316	36	1
231	316	36	1
232	316	36	1
240	316	36	1
227	317	36	2
232	317	36	1
235	317	36	1
236	317	36	1
238	317	36	2
236	318	36	1
240	318	36	1
236	319	36	1
227	259	37	1
228	259	37	3
230	259	37	1
226	260	37	1
242	260	37	1
216	262	37	1
220	262	37	1
229	262	37	1
214	263	37	1
224	264	37	1
238	264	37	1
245	264	37	1
207	265	37	1
215	265	37	3
228	265	37	1
188	266	37	1
212	266	37	1
215	266	37	2
188	267	37	1
189	267	37	1
193	267	37	2
210	267	37	1
211	267	37	1
229	267	37	1
237	267	37	1
238	267	37	1
239	267	37	1
241	267	37	1
188	268	37	2
217	268	37	1
219	268	37	1
237	269	37	1
188	270	37	2
190	270	37	2
197	270	37	1
210	270	37	1
212	270	37	2
215	270	37	1
192	271	37	1
195	271	37	2
196	271	37	2
215	271	37	1
218	271	37	1
220	271	37	1
221	271	37	1
196	272	37	1
213	272	37	1
215	273	37	1
216	273	37	1
210	274	37	1
211	274	37	1
213	274	37	1
206	275	37	1
211	275	37	1
212	275	37	1
214	275	37	1
215	275	37	2
216	275	37	2
208	276	37	2
209	276	37	1
211	276	37	1
217	276	37	1
204	277	37	1
214	277	37	1
217	277	37	1
181	278	37	2
208	278	37	1
175	279	37	1
206	279	37	1
207	279	37	1
214	279	37	1
192	280	37	1
208	280	37	1
210	280	37	1
212	280	37	1
192	281	37	1
223	281	37	2
192	282	37	1
211	282	37	1
212	282	37	1
214	282	37	1
219	282	37	1
228	283	37	1
195	284	37	1
196	284	37	2
202	284	37	2
203	284	37	1
205	284	37	1
212	284	37	2
186	285	37	1
202	285	37	1
237	285	37	2
241	285	37	2
199	286	37	2
206	286	37	1
211	286	37	1
219	286	37	1
225	286	37	1
236	286	37	1
204	287	37	1
219	287	37	1
231	287	37	1
233	287	37	2
234	287	37	1
239	287	37	1
240	287	37	1
248	287	37	2
193	288	37	1
201	288	37	1
202	288	37	2
210	288	37	1
232	288	37	1
201	289	37	1
203	289	37	1
219	289	37	1
232	289	37	2
237	289	37	1
197	290	37	1
200	290	37	2
206	290	37	1
222	290	37	1
236	290	37	2
237	290	37	1
236	291	37	1
240	291	37	1
198	292	37	1
201	292	37	1
203	292	37	1
225	292	37	2
235	292	37	1
240	292	37	2
243	292	37	1
199	293	37	1
206	293	37	2
223	293	37	1
238	293	37	1
239	293	37	1
190	294	37	1
202	294	37	1
225	294	37	1
233	294	37	2
234	294	37	1
237	294	37	1
238	294	37	1
240	294	37	2
245	294	37	1
197	295	37	1
203	295	37	1
234	295	37	1
243	295	37	1
244	295	37	1
201	296	37	1
202	296	37	1
215	296	37	1
228	296	37	2
242	296	37	1
245	296	37	2
194	297	37	1
198	297	37	1
204	297	37	1
227	297	37	1
231	297	37	1
239	297	37	1
244	297	37	1
202	298	37	1
230	298	37	1
245	298	37	1
242	299	37	1
225	300	37	1
229	300	37	2
239	300	37	1
240	300	37	2
241	300	37	1
230	301	37	1
241	301	37	1
232	302	37	1
233	302	37	1
236	302	37	1
235	303	37	1
227	304	37	1
226	305	37	2
229	305	37	1
198	307	37	1
241	307	37	1
243	307	37	2
223	308	37	1
229	308	37	1
221	309	37	1
227	309	37	1
229	309	37	1
233	309	37	1
227	310	37	2
229	310	37	1
224	311	37	1
225	311	37	1
227	311	37	1
228	311	37	1
234	311	37	1
237	311	37	1
229	312	37	1
230	312	37	1
231	312	37	1
235	312	37	1
242	312	37	1
216	313	37	1
217	313	37	1
225	313	37	2
227	313	37	2
228	313	37	1
230	313	37	1
237	313	37	1
219	314	37	1
236	314	37	1
237	314	37	1
211	315	37	1
236	315	37	2
238	315	37	1
236	316	37	1
237	316	37	1
238	316	37	1
240	316	37	1
230	317	37	1
235	317	37	2
236	317	37	1
235	318	37	1
236	318	37	1
237	318	37	1
224	262	38	1
225	262	38	1
219	264	38	1
223	264	38	2
238	264	38	1
189	266	38	1
229	266	38	1
193	267	38	1
211	268	38	1
194	269	38	2
211	269	38	1
218	269	38	2
219	269	38	2
192	270	38	1
218	270	38	1
232	270	38	2
193	271	38	1
215	271	38	1
211	272	38	1
210	273	38	1
213	273	38	1
206	274	38	1
209	274	38	1
217	274	38	3
189	275	38	1
203	275	38	1
206	275	38	1
207	275	38	1
216	275	38	2
217	275	38	1
210	276	38	1
211	276	38	2
219	276	38	1
206	277	38	2
210	277	38	1
220	277	38	1
208	278	38	1
211	278	38	1
212	278	38	1
213	278	38	1
214	278	38	1
215	278	38	1
217	278	38	1
230	278	38	1
212	279	38	1
214	279	38	2
208	280	38	1
209	280	38	2
214	280	38	1
191	281	38	1
193	281	38	1
216	281	38	1
191	282	38	1
193	282	38	2
213	282	38	1
214	282	38	1
223	282	38	1
214	283	38	1
196	284	38	2
222	284	38	1
192	285	38	1
208	285	38	1
212	285	38	1
216	285	38	1
217	285	38	1
188	286	38	2
193	286	38	1
211	286	38	2
218	286	38	1
230	286	38	1
192	287	38	1
222	287	38	1
238	287	38	1
188	288	38	1
189	288	38	1
197	288	38	2
202	288	38	1
207	288	38	1
214	288	38	1
218	288	38	1
224	288	38	1
235	288	38	1
185	289	38	1
186	289	38	2
187	289	38	1
189	289	38	1
190	289	38	1
201	289	38	1
208	289	38	1
223	289	38	2
231	289	38	1
232	289	38	1
234	289	38	1
206	290	38	2
209	290	38	1
189	291	38	2
197	291	38	2
200	291	38	1
204	291	38	2
206	291	38	1
222	291	38	1
232	291	38	1
233	291	38	1
189	292	38	1
192	292	38	3
196	292	38	1
201	292	38	3
208	292	38	1
236	292	38	1
237	292	38	1
197	293	38	1
198	293	38	2
206	293	38	1
208	293	38	1
217	293	38	1
218	293	38	1
223	293	38	1
226	293	38	1
230	293	38	1
234	293	38	2
238	293	38	1
239	293	38	1
240	293	38	1
199	294	38	1
212	294	38	1
228	294	38	1
230	294	38	1
234	294	38	1
235	294	38	1
242	294	38	1
243	294	38	1
202	295	38	3
203	295	38	2
220	295	38	1
227	295	38	1
233	295	38	2
235	295	38	1
237	295	38	1
240	295	38	1
244	295	38	1
206	296	38	1
207	296	38	1
222	296	38	1
233	296	38	1
235	296	38	1
242	296	38	2
199	297	38	1
201	297	38	2
204	297	38	1
223	297	38	1
230	297	38	2
231	297	38	1
232	297	38	1
236	297	38	1
239	297	38	2
240	297	38	1
241	297	38	1
242	297	38	1
192	298	38	2
200	298	38	1
224	298	38	1
240	298	38	1
203	299	38	1
226	299	38	1
231	299	38	1
232	299	38	2
237	299	38	1
239	299	38	1
241	299	38	1
244	299	38	1
204	300	38	1
225	300	38	1
228	300	38	1
231	300	38	1
233	300	38	1
239	300	38	1
242	300	38	1
227	301	38	2
229	301	38	1
234	301	38	1
238	301	38	2
228	302	38	4
232	302	38	1
233	302	38	1
245	302	38	2
227	303	38	1
241	303	38	1
227	304	38	1
231	304	38	2
232	304	38	1
233	304	38	1
237	304	38	1
240	304	38	1
226	305	38	1
230	305	38	2
233	305	38	1
234	305	38	1
245	305	38	2
226	306	38	2
242	306	38	2
246	306	38	1
234	307	38	1
239	307	38	1
222	308	38	1
235	308	38	1
241	308	38	1
223	309	38	1
225	309	38	1
241	309	38	3
217	310	38	2
219	310	38	1
224	310	38	1
225	310	38	1
227	310	38	1
230	310	38	1
233	310	38	1
236	310	38	1
217	311	38	1
219	311	38	1
220	311	38	1
226	311	38	1
227	311	38	2
235	311	38	1
237	311	38	1
217	312	38	3
226	312	38	1
227	312	38	1
229	312	38	1
232	312	38	1
234	312	38	1
218	313	38	1
219	313	38	1
221	313	38	1
234	313	38	1
238	313	38	1
241	313	38	1
217	314	38	2
226	314	38	1
221	315	38	1
226	315	38	1
230	315	38	1
235	315	38	1
237	315	38	2
243	315	38	1
234	316	38	1
242	316	38	2
214	317	38	2
226	317	38	1
227	317	38	1
231	317	38	1
237	317	38	1
238	317	38	1
239	317	38	1
212	318	38	2
232	318	38	1
230	319	38	1
233	320	38	1
212	321	38	1
221	321	38	1
229	321	38	1
231	321	38	1
220	322	38	1
231	322	38	1
219	323	38	1
232	323	38	1
215	265	39	1
237	265	39	1
191	268	39	2
192	270	39	1
217	270	39	3
218	271	39	1
213	274	39	1
212	275	39	1
213	275	39	1
214	275	39	1
212	277	39	2
210	278	39	1
212	279	39	1
217	279	39	1
215	280	39	1
195	282	39	1
214	282	39	1
215	282	39	1
219	282	39	1
191	283	39	1
215	283	39	1
237	283	39	1
200	284	39	1
203	284	39	2
206	284	39	2
221	286	39	1
190	287	39	1
191	287	39	1
196	287	39	1
187	288	39	1
192	288	39	1
205	288	39	1
218	288	39	1
203	289	39	1
239	289	39	1
197	290	39	1
207	290	39	1
191	291	39	3
193	291	39	1
199	291	39	1
202	291	39	1
204	291	39	2
207	291	39	1
213	291	39	1
225	291	39	1
233	291	39	1
238	291	39	1
239	291	39	1
211	292	39	1
212	292	39	1
232	292	39	1
234	292	39	1
201	293	39	1
205	293	39	1
207	293	39	1
208	293	39	2
222	293	39	1
224	293	39	1
229	293	39	3
238	293	39	1
240	293	39	1
206	294	39	1
234	294	39	1
235	294	39	1
236	294	39	1
237	294	39	1
238	294	39	1
216	295	39	1
220	295	39	1
223	295	39	1
226	295	39	2
227	295	39	1
229	295	39	1
234	295	39	1
238	295	39	1
241	295	39	1
197	296	39	1
226	296	39	1
234	296	39	1
235	296	39	1
240	296	39	1
194	297	39	4
200	297	39	2
203	297	39	2
215	297	39	2
223	297	39	1
234	297	39	1
241	297	39	1
243	297	39	2
200	298	39	1
202	298	39	1
214	298	39	1
219	298	39	1
221	298	39	1
223	298	39	2
225	298	39	1
226	298	39	1
214	299	39	1
222	299	39	2
225	299	39	1
227	299	39	1
228	299	39	1
236	299	39	1
239	299	39	2
241	299	39	2
242	299	39	1
214	300	39	1
228	300	39	1
231	300	39	1
232	300	39	1
235	300	39	1
240	300	39	1
224	301	39	1
226	302	39	1
231	302	39	1
233	303	39	1
239	303	39	1
210	304	39	1
234	304	39	2
212	305	39	2
223	305	39	1
226	305	39	1
230	305	39	1
238	305	39	2
240	305	39	1
224	306	39	1
227	306	39	1
230	306	39	2
236	306	39	2
242	306	39	1
213	307	39	1
214	307	39	3
223	307	39	1
225	307	39	2
227	307	39	1
229	307	39	1
194	308	39	1
221	308	39	1
225	308	39	1
235	308	39	1
240	308	39	1
241	308	39	2
242	308	39	3
216	309	39	1
218	309	39	1
223	309	39	1
226	309	39	1
228	309	39	1
234	309	39	1
242	309	39	1
198	310	39	1
223	310	39	1
224	310	39	1
234	310	39	1
239	310	39	1
211	311	39	1
218	311	39	1
227	311	39	1
230	311	39	1
196	312	39	1
213	312	39	3
217	312	39	1
219	312	39	2
222	312	39	1
238	312	39	2
240	312	39	1
218	313	39	1
220	313	39	1
221	313	39	1
224	313	39	1
225	313	39	1
227	313	39	1
228	313	39	1
229	313	39	1
235	313	39	1
239	313	39	2
240	313	39	1
242	313	39	1
216	314	39	1
227	314	39	1
237	314	39	1
239	314	39	1
220	315	39	1
225	315	39	1
229	315	39	1
242	315	39	1
243	315	39	1
245	315	39	1
225	316	39	1
233	316	39	1
236	316	39	1
241	316	39	1
211	317	39	1
237	317	39	1
238	317	39	1
244	317	39	1
238	318	39	1
228	319	39	1
237	319	39	1
240	319	39	1
226	320	39	1
229	320	39	2
241	320	39	2
215	321	39	1
230	321	39	1
232	321	39	1
234	321	39	2
233	322	39	1
232	323	39	2
193	280	40	1
197	283	40	2
194	285	40	1
193	288	40	1
210	288	40	1
211	288	40	2
218	290	40	2
196	291	40	2
208	291	40	1
225	291	40	1
209	292	40	1
210	292	40	1
221	292	40	1
242	292	40	2
194	293	40	1
207	293	40	1
213	293	40	1
234	293	40	2
207	294	40	1
209	294	40	1
210	294	40	1
239	294	40	1
234	295	40	1
200	296	40	1
203	296	40	1
236	296	40	1
240	296	40	1
205	297	40	2
216	297	40	1
229	297	40	1
241	297	40	2
222	298	40	2
228	298	40	2
229	298	40	1
199	299	40	1
222	299	40	1
225	299	40	1
229	299	40	1
231	299	40	2
212	300	40	1
225	300	40	1
215	301	40	2
237	301	40	1
219	302	40	1
243	302	40	4
228	303	40	1
234	303	40	1
229	304	40	1
235	304	40	1
241	304	40	1
214	305	40	1
223	305	40	1
229	305	40	1
212	306	40	2
239	306	40	1
242	306	40	1
215	307	40	2
242	307	40	1
224	308	40	2
195	309	40	2
203	309	40	1
220	309	40	2
224	309	40	1
226	309	40	1
227	309	40	2
228	309	40	1
232	309	40	1
217	310	40	1
221	310	40	1
222	310	40	1
225	310	40	1
226	310	40	1
231	310	40	1
217	311	40	1
221	311	40	1
225	311	40	1
234	311	40	1
235	311	40	1
237	311	40	1
216	312	40	1
221	312	40	1
229	312	40	2
232	312	40	1
240	312	40	2
215	313	40	1
216	313	40	1
217	313	40	2
236	314	40	1
243	314	40	1
219	315	40	3
239	315	40	1
240	315	40	1
241	315	40	2
242	315	40	1
245	315	40	1
219	316	40	1
220	316	40	2
221	316	40	1
240	316	40	1
227	317	40	1
242	317	40	2
238	318	40	2
241	318	40	1
246	318	40	1
215	319	40	1
218	319	40	1
219	319	40	1
238	319	40	1
239	319	40	1
240	319	40	1
221	320	40	1
223	320	40	3
232	320	40	1
216	321	40	1
230	322	40	1
230	323	40	1
212	324	40	1
229	324	40	1
212	325	40	1
208	330	40	1
193	280	41	1
192	292	41	2
225	293	41	1
195	294	41	2
209	294	41	1
225	294	41	1
235	300	41	2
234	301	41	1
235	301	41	1
222	303	41	1
227	304	41	1
228	304	41	1
243	304	41	1
221	305	41	1
226	305	41	1
228	305	41	1
229	305	41	1
230	305	41	1
231	305	41	1
217	306	41	1
225	307	41	1
227	307	41	1
220	308	41	1
222	308	41	2
225	308	41	1
229	308	41	1
239	308	41	1
243	308	41	2
196	309	41	1
219	310	41	1
220	310	41	1
222	310	41	1
239	310	41	1
240	310	41	1
223	311	41	2
216	312	41	1
217	312	41	2
221	312	41	2
234	312	41	2
242	312	41	2
