x	y	z	Calmodulin induced events
212	273	27	1
223	273	27	1
227	273	27	1
235	273	27	1
237	273	27	1
238	273	27	1
239	273	27	1
241	273	27	1
249	273	27	1
206	274	27	2
207	274	27	1
208	274	27	1
221	274	27	1
224	274	27	1
226	274	27	1
247	274	27	1
250	274	27	1
184	275	27	1
185	275	27	1
212	275	27	1
214	275	27	2
216	275	27	1
222	275	27	1
224	275	27	1
228	275	27	1
230	275	27	1
235	275	27	1
242	275	27	1
244	275	27	3
249	275	27	2
252	275	27	1
177	276	27	1
205	276	27	1
208	276	27	1
215	276	27	2
220	276	27	1
222	276	27	1
227	276	27	2
239	276	27	1
240	276	27	1
245	276	27	1
252	276	27	1
204	277	27	1
212	277	27	1
213	277	27	1
227	277	27	3
232	277	27	2
236	277	27	1
237	277	27	1
239	277	27	1
243	277	27	1
246	277	27	1
248	277	27	1
249	277	27	2
252	277	27	1
204	278	27	1
211	278	27	1
214	278	27	1
227	278	27	1
229	278	27	1
231	278	27	1
232	278	27	1
233	278	27	2
234	278	27	1
238	278	27	1
239	278	27	2
245	278	27	2
249	278	27	1
208	279	27	1
230	279	27	1
231	279	27	2
236	279	27	1
245	279	27	2
246	279	27	1
257	279	27	1
204	280	27	1
206	280	27	1
209	280	27	1
241	280	27	1
242	280	27	2
246	280	27	1
250	280	27	1
206	281	27	1
207	281	27	1
210	281	27	1
215	281	27	1
217	281	27	2
222	281	27	1
228	281	27	2
229	281	27	2
233	281	27	2
235	281	27	1
237	281	27	1
246	281	27	2
251	281	27	1
254	281	27	1
256	281	27	1
205	282	27	1
213	282	27	1
214	282	27	1
231	282	27	1
233	282	27	2
241	282	27	1
244	282	27	1
249	282	27	1
252	282	27	2
206	283	27	1
207	283	27	1
209	283	27	1
210	283	27	2
221	283	27	1
232	283	27	1
234	283	27	1
236	283	27	1
238	283	27	2
241	283	27	1
243	283	27	1
244	283	27	3
245	283	27	1
248	283	27	1
253	283	27	1
254	283	27	1
206	284	27	1
209	284	27	1
210	284	27	1
212	284	27	2
215	284	27	2
238	284	27	2
243	284	27	1
249	284	27	1
251	284	27	1
252	284	27	1
206	285	27	1
208	285	27	2
219	285	27	1
228	285	27	1
234	285	27	1
235	285	27	1
236	285	27	1
237	285	27	1
238	285	27	1
239	285	27	1
245	285	27	1
246	285	27	1
247	285	27	2
249	285	27	1
250	285	27	1
255	285	27	2
204	286	27	1
206	286	27	1
207	286	27	1
209	286	27	1
211	286	27	2
212	286	27	1
214	286	27	1
216	286	27	2
218	286	27	1
219	286	27	2
222	286	27	2
232	286	27	2
244	286	27	1
246	286	27	2
247	286	27	2
254	286	27	2
256	286	27	1
210	287	27	1
214	287	27	1
221	287	27	1
232	287	27	1
234	287	27	1
238	287	27	1
246	287	27	2
247	287	27	1
248	287	27	1
249	287	27	2
250	287	27	1
252	287	27	1
226	288	27	1
228	288	27	1
229	288	27	1
233	288	27	2
237	288	27	1
238	288	27	1
240	288	27	1
247	288	27	1
222	289	27	1
223	289	27	1
225	289	27	1
226	289	27	3
230	289	27	1
233	289	27	1
236	289	27	2
243	289	27	1
252	289	27	2
254	289	27	1
219	290	27	1
221	290	27	1
222	290	27	1
225	290	27	2
227	290	27	1
228	290	27	1
231	290	27	2
236	290	27	1
243	290	27	1
247	290	27	1
250	290	27	1
252	290	27	1
227	291	27	1
229	291	27	1
236	291	27	1
237	291	27	1
238	291	27	1
241	291	27	1
248	291	27	1
251	291	27	1
252	291	27	2
220	292	27	2
223	292	27	1
225	292	27	1
227	292	27	1
228	292	27	1
237	292	27	1
239	292	27	1
250	292	27	1
252	292	27	1
218	293	27	1
223	293	27	1
224	293	27	2
237	293	27	1
238	293	27	1
243	293	27	1
244	293	27	2
245	293	27	1
250	293	27	1
251	293	27	1
253	293	27	1
211	294	27	2
213	294	27	1
217	294	27	1
224	294	27	1
237	294	27	1
244	294	27	1
245	294	27	2
249	294	27	1
252	294	27	1
254	294	27	2
218	295	27	1
219	295	27	1
220	295	27	1
221	295	27	2
222	295	27	1
241	295	27	1
246	295	27	1
248	295	27	1
249	295	27	1
252	295	27	1
240	296	27	1
217	297	27	1
238	297	27	1
239	297	27	2
240	297	27	2
246	297	27	1
249	297	27	2
251	297	27	1
252	297	27	1
236	298	27	1
237	298	27	2
238	298	27	2
245	298	27	1
248	298	27	1
226	299	27	3
230	299	27	1
242	299	27	1
245	299	27	1
246	299	27	1
249	299	27	1
252	299	27	1
226	300	27	1
236	300	27	1
244	300	27	1
247	300	27	1
248	300	27	1
224	301	27	3
234	301	27	1
239	301	27	1
241	301	27	1
245	301	27	1
247	301	27	1
236	302	27	1
237	302	27	1
238	302	27	1
244	302	27	3
245	302	27	1
243	304	27	1
230	262	28	1
232	264	28	1
234	265	28	1
231	266	28	1
235	266	28	1
234	267	28	1
236	267	28	1
231	268	28	1
236	269	28	1
237	269	28	1
235	270	28	1
250	270	28	3
240	271	28	1
232	272	28	1
233	272	28	2
211	273	28	1
235	273	28	1
232	274	28	1
235	275	28	1
233	276	28	1
234	276	28	1
235	276	28	1
238	276	28	2
237	277	28	1
236	278	28	1
237	279	28	1
239	280	28	1
251	280	28	1
208	281	28	1
210	281	28	1
250	281	28	1
234	282	28	1
247	282	28	1
247	283	28	1
249	283	28	1
235	284	28	1
244	285	28	1
248	285	28	1
247	286	28	2
240	287	28	2
243	289	28	1
246	289	28	1
253	289	28	1
226	290	28	3
242	290	28	1
245	290	28	1
237	291	28	1
240	291	28	1
245	291	28	1
247	291	28	1
222	292	28	1
240	292	28	1
248	292	28	1
250	292	28	1
240	293	28	1
248	293	28	2
242	294	28	1
250	294	28	1
240	295	28	1
242	295	28	1
245	295	28	1
248	295	28	2
239	297	28	1
240	299	28	1
236	300	28	1
240	300	28	2
229	255	29	1
234	256	29	2
235	256	29	1
181	258	29	1
235	258	29	1
182	259	29	1
181	260	29	1
182	260	29	2
234	260	29	1
240	260	29	1
183	261	29	1
187	261	29	1
229	261	29	1
231	261	29	1
220	262	29	2
229	262	29	1
231	263	29	1
232	263	29	1
234	263	29	1
215	264	29	1
230	264	29	1
249	265	29	1
178	266	29	3
195	266	29	1
197	266	29	1
230	266	29	1
236	266	29	1
194	267	29	1
226	267	29	1
230	267	29	1
232	267	29	1
234	267	29	1
236	267	29	1
234	268	29	1
239	268	29	3
244	268	29	1
193	269	29	1
196	269	29	1
234	269	29	2
235	269	29	1
237	269	29	1
249	269	29	1
175	270	29	2
196	270	29	1
227	270	29	1
230	270	29	1
231	270	29	1
232	270	29	1
216	271	29	2
229	271	29	2
234	271	29	1
242	271	29	2
251	271	29	1
211	272	29	1
239	272	29	2
245	272	29	1
182	273	29	1
225	273	29	1
238	273	29	1
206	274	29	1
213	274	29	1
232	274	29	1
240	274	29	2
232	275	29	1
239	275	29	2
241	275	29	1
204	276	29	1
205	276	29	1
240	276	29	1
248	276	29	1
250	276	29	1
232	277	29	1
237	277	29	1
238	277	29	1
239	277	29	1
247	277	29	2
250	277	29	1
208	278	29	1
235	278	29	1
238	278	29	1
245	278	29	1
247	278	29	1
234	279	29	2
246	279	29	1
247	279	29	1
248	279	29	1
205	280	29	1
235	280	29	1
245	280	29	1
246	280	29	1
247	280	29	2
252	280	29	2
208	281	29	1
224	281	29	1
232	281	29	1
233	281	29	1
235	281	29	1
241	281	29	1
243	281	29	1
245	281	29	1
246	281	29	1
249	281	29	1
245	282	29	1
248	282	29	1
215	283	29	1
233	283	29	3
236	283	29	2
238	283	29	1
239	283	29	1
246	283	29	2
247	283	29	1
249	283	29	1
251	283	29	1
211	284	29	4
222	284	29	1
232	284	29	1
240	284	29	1
244	284	29	1
245	284	29	1
256	284	29	2
233	285	29	1
238	285	29	2
239	285	29	2
240	285	29	1
241	285	29	1
250	285	29	1
253	285	29	1
234	286	29	1
241	286	29	2
242	286	29	1
231	287	29	1
238	287	29	1
244	287	29	1
245	287	29	1
249	287	29	1
226	288	29	1
232	288	29	1
235	288	29	1
240	288	29	1
241	288	29	1
242	288	29	1
245	288	29	1
246	288	29	1
253	288	29	1
224	289	29	1
228	289	29	1
235	289	29	1
240	289	29	2
243	289	29	1
228	290	29	1
230	290	29	2
239	290	29	1
240	290	29	1
242	290	29	1
243	290	29	1
247	290	29	2
225	291	29	1
238	291	29	1
239	291	29	1
240	291	29	1
245	291	29	1
250	291	29	1
222	292	29	2
225	292	29	1
239	292	29	2
243	292	29	1
245	292	29	1
257	292	29	1
222	293	29	1
223	293	29	1
225	293	29	1
239	293	29	1
246	293	29	1
253	293	29	1
221	294	29	2
243	294	29	1
245	294	29	1
249	294	29	1
251	294	29	3
220	295	29	1
221	295	29	2
219	296	29	2
222	296	29	1
252	296	29	1
253	296	29	1
255	296	29	1
238	297	29	1
240	297	29	1
246	297	29	2
248	297	29	1
219	298	29	1
237	298	29	1
238	298	29	3
239	298	29	1
242	298	29	1
221	299	29	1
226	299	29	3
227	300	29	2
235	300	29	1
237	300	29	1
239	300	29	1
221	301	29	1
223	301	29	1
236	301	29	1
224	302	29	1
250	302	29	1
229	250	30	2
225	251	30	1
215	252	30	1
230	254	30	1
215	255	30	1
229	255	30	1
237	255	30	1
229	256	30	1
232	256	30	1
233	256	30	1
235	256	30	2
236	256	30	1
181	257	30	1
183	257	30	2
190	257	30	1
215	257	30	1
230	257	30	1
175	258	30	1
181	258	30	3
186	258	30	4
215	258	30	3
227	258	30	1
229	258	30	1
231	258	30	1
233	258	30	2
239	258	30	1
189	259	30	1
195	259	30	1
205	259	30	1
210	259	30	1
220	259	30	2
228	259	30	1
230	259	30	1
231	259	30	1
241	259	30	1
190	260	30	1
223	260	30	1
227	260	30	1
228	260	30	1
235	260	30	1
238	260	30	3
239	260	30	2
240	260	30	2
245	260	30	1
184	261	30	2
196	261	30	1
198	261	30	1
212	261	30	2
217	261	30	1
219	261	30	1
229	261	30	1
232	261	30	1
236	261	30	1
238	261	30	2
239	261	30	1
241	261	30	1
187	262	30	3
209	262	30	3
216	262	30	1
219	262	30	1
223	262	30	1
225	262	30	2
227	262	30	1
231	262	30	1
245	262	30	1
247	262	30	1
248	262	30	1
179	263	30	1
182	263	30	1
186	263	30	1
188	263	30	1
189	263	30	1
211	263	30	1
215	263	30	1
222	263	30	1
224	263	30	1
226	263	30	1
228	263	30	1
230	263	30	1
240	263	30	1
246	263	30	1
248	263	30	1
249	263	30	4
188	264	30	3
222	264	30	1
225	264	30	1
240	264	30	1
241	264	30	1
246	264	30	2
183	265	30	2
193	265	30	2
205	265	30	1
208	265	30	1
211	265	30	1
212	265	30	1
214	265	30	1
228	265	30	1
231	265	30	1
234	265	30	1
236	265	30	2
248	265	30	1
214	266	30	2
229	266	30	1
239.5	266.5	30.5	2
192	267	30	1
198	267	30	3
214	267	30	1
228	267	30	1
231	267	30	1
232	267	30	1
239	267	30	2
244	267	30	1
247	267	30	1
250	267	30	1
188	268	30	1
194	268	30	1
213	268	30	1
217	268	30	1
223	268	30	1
226	268	30	1
228	268	30	1
230	268	30	1
238	268	30	1
241	268	30	1
244	268	30	1
172	269	30	1
178	269	30	2
180	269	30	1
182	269	30	2
193	269	30	2
211	269	30	2
213	269	30	1
222	269	30	1
235	269	30	1
243	269	30	1
244	269	30	1
247	269	30	2
248	269	30	1
250	269	30	2
252	269	30	1
179	270	30	1
181	270	30	1
186	270	30	1
187	270	30	2
195	270	30	1
196	270	30	1
198	270	30	1
201	270	30	1
207	270	30	1
214	270	30	2
216	270	30	1
217	270	30	1
250	270	30	1
175	271	30	1
183	271	30	1
185	271	30	1
187	271	30	1
188	271	30	1
194	271	30	1
198	271	30	1
199	271	30	1
206	271	30	1
211	271	30	1
232	271	30	1
233	271	30	1
239	271	30	1
243	271	30	1
179	272	30	1
223	272	30	2
224	272	30	1
238	272	30	1
239	272	30	2
240	272	30	1
245	272	30	2
183	273	30	1
203	273	30	1
210	273	30	1
214	273	30	1
232	273	30	1
235	273	30	1
236	273	30	1
239	273	30	1
177	274	30	1
180	274	30	1
183	274	30	1
208	274	30	3
212	274	30	1
239	274	30	1
244	274	30	1
175	275	30	1
179	275	30	1
180	275	30	1
182	275	30	1
203	275	30	1
215	275	30	1
233	275	30	1
236	275	30	1
238	275	30	1
239	275	30	1
240	275	30	1
250	275	30	2
251	275	30	1
206	276	30	1
207	276	30	1
232	276	30	1
233	276	30	3
238	276	30	1
241	276	30	1
249	276	30	1
174	277	30	1
208	277	30	2
232	277	30	1
237	277	30	1
245	277	30	1
247	277	30	1
250	277	30	1
190	278	30	1
205	278	30	1
208	278	30	1
230	278	30	1
235	278	30	2
236	278	30	2
237	278	30	1
246	278	30	1
249	278	30	1
221	279	30	1
234	279	30	1
235	279	30	2
237	279	30	1
241	279	30	2
243	279	30	3
245	279	30	1
249	279	30	1
252	279	30	2
254	279	30	3
206	280	30	1
232	280	30	1
235	280	30	2
237	280	30	1
239	280	30	1
246	280	30	2
247	280	30	1
248	280	30	2
175	281	30	1
223	281	30	1
234	281	30	2
239	281	30	1
240	281	30	1
243	281	30	1
244	281	30	1
246	281	30	1
249	281	30	1
251	281	30	2
254	281	30	1
182	282	30	1
210	282	30	1
220	282	30	1
223	282	30	1
234	282	30	1
236	282	30	1
238	282	30	1
245	282	30	1
247	282	30	1
248	282	30	1
250	282	30	1
251	282	30	2
252	282	30	1
253	282	30	1
220	283	30	3
223	283	30	2
234	283	30	2
236	283	30	1
238	283	30	1
240	283	30	1
242	283	30	2
248	283	30	1
251	283	30	1
173	284	30	1
177	284	30	1
181	284	30	1
224	284	30	2
225	284	30	1
236	284	30	1
241.666666666667	284.666666666667	31	3
249	284	30	1
251	284	30	1
211	285	30	1
226	285	30	2
233	285	30	2
252	285	30	1
254	285	30	1
219	286	30	1
229	286	30	1
230	286	30	1
234	286	30	1
240	286	30	1
245	286	30	1
255	286	30	2
219	287	30	1
222	287	30	2
224	287	30	2
225	287	30	1
228	287	30	1
233	287	30	1
238.5	287.5	30.5	1
241	287	30	1
244	287	30	1
246	287	30	1
250	287	30	1
252	287	30	1
199	288	30	1
221	288	30	1
228	288	30	1
229	288	30	1
233	288	30	1
235	288	30	1
236	288	30	1
241	288	30	2
249	288	30	1
184	289	30	1
201	289	30	1
222	289	30	1
224	289	30	1
232	289	30	1
233	289	30	1
234	289	30	1
239	289	30	1
240	289	30	1
245	289	30	1
247	289	30	1
224	290	30	1
231	290	30	1
235	290	30	1
236	290	30	2
242	290	30	1
245	290	30	2
246	290	30	1
248	290	30	1
250	290	30	1
198	291	30	1
223	291	30	1
225	291	30	1
234	291	30	1
235	291	30	1
237	291	30	1
238	291	30	2
242	291	30	1
246	291	30	1
250	291	30	1
255	291	30	1
258	291	30	4
198	292	30	1
223	292	30	1
227	292	30	2
228	292	30	2
229	292	30	3
235	292	30	1
238	292	30	1
245	292	30	1
246	292	30	1
249	292	30	1
257	292	30	1
201	293	30	1
220	293	30	1
221	293	30	1
223	293	30	1
225	293	30	1
229	293	30	1
243	293	30	1
244	293	30	1
249	293	30	1
189	294	30	1
220	294	30	3
226	294	30	1
227	294	30	2
229	294	30	1
230	294	30	2
240	294	30	1
241	294	30	2
245	294	30	1
218	295	30	1
222	295	30	1
224	295	30	1
225	295	30	1
227	295	30	2
229	295	30	1
234	295	30	1
241	295	30	1
243	295	30	1
244	295	30	3
251	295	30	1
254	295	30	1
186	296	30	1
226	296	30	2
233	296	30	1
235	296	30	1
242	296	30	1
243	296	30	2
244	296	30	1
247	296	30	2
223	297	30	1
226	297	30	1
232	297	30	1
237	297	30	1
238	297	30	1
240	297	30	1
243	297	30	1
245	297	30	1
248	297	30	1
252	297	30	1
215	298	30	2
220	298	30	1
221	298	30	2
222	298	30	1
230	298	30	2
232	298	30	2
233	298	30	1
237	298	30	1
239	298	30	1
241	298	30	2
242	298	30	1
246	298	30	1
247	298	30	2
248	298	30	2
215	299	30	1
224	299	30	1
225	299	30	1
230	299	30	1
231	299	30	1
236	299	30	2
218	300	30	1
225	300	30	1
227	300	30	1
228	300	30	1
236	300	30	1
242	300	30	2
244	300	30	1
246	300	30	1
249	300	30	1
223	301	30	2
225	301	30	1
227	301	30	1
235	301	30	3
236	301	30	1
243	301	30	1
244	301	30	3
247	301	30	2
248	301	30	2
249	301	30	2
251	301	30	1
221	302	30	1
231	302	30	1
240	302	30	1
248	302	30	1
217	303	30	1
225	303	30	1
237	303	30	1
240	303	30	1
220	304	30	1
233	304	30	1
235	304	30	1
238	304	30	1
242	304	30	1
223	305	30	1
236	305	30	1
240	305	30	1
242	305	30	1
236	306	30	1
240	306	30	1
226	249	31	1
224	250	31	1
229	251	31	1
235	251	31	1
229	252	31	1
235	252	31	1
215	253	31	1
227	253	31	1
232	253	31	1
229	254	31	1
231	254	31	1
235	254	31	1
238	254	31	1
191	255	31	2
195	255	31	1
226	255	31	1
233	255	31	1
215	256	31	1
236	256	31	1
177	257	31	1
215	257	31	1
230	257	31	1
232	257	31	1
236	257	31	2
237	257	31	1
238	257	31	2
240	257	31	1
215	258	31	2
233	258	31	1
235	258	31	1
237	258	31	2
240	258	31	1
206	259	31	1
209	259	31	1
232	259	31	2
235	259	31	1
239	259	31	1
242	259	31	2
191	260	31	1
212	260	31	2
218	260	31	1
231	260	31	1
240	260	31	1
244	260	31	1
184	261	31	1
188	261	31	2
195	261	31	1
208	261	31	1
228	261	31	1
234	261	31	2
237	261	31	1
245	261	31	1
186	262	31	1
193	262	31	1
194	262	31	1
211	262	31	3
218	262	31	1
220	262	31	1
222	262	31	2
225	262	31	1
227	262	31	1
230	262	31	1
235	262	31	1
242	262	31	3
188	263	31	2
193	263	31	1
215	263	31	2
216	263	31	1
219	263	31	1
221	263	31	1
223	263	31	1
226	263	31	1
228	263	31	1
232	263	31	3
236	263	31	1
245	263	31	1
248	263	31	1
249	263	31	1
178	264	31	2
184	264	31	2
195	264	31	1
197	264	31	2
214	264	31	1
216	264	31	2
228	264	31	1
234	264	31	1
237	264	31	1
240	264	31	1
245	264	31	1
186	265	31	1
192	265	31	2
196	265	31	1
200	265	31	1
215	265	31	1
216	265	31	4
226	265	31	1
231	265	31	1
236	265	31	2
245	265	31	1
246	265	31	1
250	265	31	1
186	266	31	2
191	266	31	1
211	266	31	2
212	266	31	1
221	266	31	1
228	266	31	1
232	266	31	4
233	266	31	3
241	266	31	2
243	266	31	1
244	266	31	1
247	266	31	2
251	266	31	2
186	267	31	1
193	267	31	1
216	267	31	1
217	267	31	1
223	267	31	1
233	267	31	1
236	267	31	2
238	267	31	1
242	267	31	1
244	267	31	2
245	267	31	1
246	267	31	1
248	267	31	1
193	268	31	2
197	268	31	1
203	268	31	1
210	268	31	1
232	268	31	1
234	268	31	1
241	268	31	1
243	268	31	1
245	268	31	1
247	268	31	1
188	269	31	1
193	269	31	2
194	269	31	1
204	269	31	1
213	269	31	1
231	269	31	1
232	269	31	1
234	269	31	1
235	269	31	1
240	269	31	1
242	269	31	2
250	269	31	1
252	269	31	1
180	270	31	1
185	270	31	1
201	270	31	1
207	270	31	1
231	270	31	1
234	270	31	1
242	270	31	1
177	271	31	2
178	271	31	1
184	271	31	1
198	271	31	1
200	271	31	1
204	271	31	2
209	271	31	1
210	271	31	1
217	271	31	2
224	271	31	1
226	271	31	1
237	271	31	1
238	271	31	1
244	271	31	1
249	271	31	2
251	271	31	1
176	272	31	1
184	272	31	1
210	272	31	1
211	272	31	1
213	272	31	1
216	272	31	2
218	272	31	1
227	272	31	1
230	272	31	2
234	272	31	1
237	272	31	1
239	272	31	1
250	272	31	2
176	273	31	1
183	273	31	1
210	273	31	1
211	273	31	1
237	273	31	1
246	273	31	1
248	273	31	1
180	274	31	1
182	274	31	1
204	274	31	1
205	274	31	1
211	274	31	2
214	274	31	1
216	274	31	1
226	274	31	1
230	274	31	3
233	274	31	2
239	274	31	2
247	274	31	2
252	274	31	2
206	275	31	1
211	275	31	1
231	275	31	1
235	275	31	1
236	275	31	2
237	275	31	1
238	275	31	2
244	275	31	1
176	276	31	1
205	276	31	1
226	276	31	1
233	276	31	1
236	276	31	2
237	276	31	2
239	276	31	1
244	276	31	1
246	276	31	1
205	277	31	1
233	277	31	1
234	277	31	1
241	277	31	1
243	277	31	1
245	277	31	2
247	277	31	1
177	278	31	1
208	278	31	1
224	278	31	2
236	278	31	1
240	278	31	1
178	279	31	1
205	279	31	1
234	279	31	2
245	279	31	1
247	279	31	1
253	279	31	1
254	279	31	2
181	280	31	1
208	280	31	1
226	280	31	1
232	280	31	1
236	280	31	1
237	280	31	1
247	280	31	1
249	280	31	1
251	280	31	1
176	281	31	1
204	281	31	3
210	281	31	1
220	281	31	1
224	281	31	1
228	281	31	1
231	281	31	1
239	281	31	1
240	281	31	1
243	281	31	2
178	282	31	2
180	282	31	1
181	282	31	1
219	282	31	1
233	282	31	1
238	282	31	1
245	282	31	2
247	282	31	1
248	282	31	2
252	282	31	1
254	282	31	1
256	282	31	1
184	283	31	1
221	283	31	1
224	283	31	1
228	283	31	2
232	283	31	1
234	283	31	1
235	283	31	1
239	283	31	1
242	283	31	2
244	283	31	1
176	284	31	1
179	284	31	1
180	284	31	1
181	284	31	1
206	284	31	1
209	284	31	1
219	284	31	1
220	284	31	1
222	284	31	1
236	284	31	1
237	284	31	1
238	284	31	1
239	284	31	1
241	284	31	1
243	284	31	1
249	284	31	1
254	284	31	1
257	284	31	1
177	285	31	1
219	285	31	1
225	285	31	2
226	285	31	1
229	285	31	1
231	285	31	1
235	285	31	1
238	285.5	31.5	2
240	285	31	1
247	285	31	1
248	285	31	1
250	285	31	3
253	285	31	2
255	285	31	2
178	286	31	1
180	286	31	1
219	286	31	1
221	286	31	2
