x	y	z	Death Receptor Signalling
206	273	30	1
227	273	30	1
234	273	30	3
235	273	30	1
236	273	30	1
239	273	30	1
240	273	30	1
246	273	30	1
177	274	30	1
181	274	30	1
185	274	30	1
208	274	30	2
209	274	30	1
214	274	30	2
229	274	30	1
234	274	30	1
236	274	30	3
238	274	30	2
239	274	30	1
244	274	30	1
247	274	30	1
175	275	30	1
179	275	30	2
180	275	30	2
183	275	30	3
184	275	30	1
203	275	30	1
213	275	30	1
233	275	30	1
237	275	30	3
240	275	30	1
244	275	30	1
251	275	30	1
179	276	30	3
206	276	30	3
207	276	30	1
232	276	30	1
238	276	30	3
240	276	30	1
241	276	30	1
243	276	30	2
246	276	30	2
248	276	30	1
253	276	30	1
174	277	30	2
180	277	30	1
208	277	30	2
232	277	30	1
237	277	30	1
238	277	30	1
241	277	30	3
247	277	30	1
249	277	30	1
251	277	30	2
201	278	30	3
203	278	30	3
204	278	30	1
208	278	30	2
226	278	30	2
237	278	30	2
238	278	30	1
239	278	30	1
246	278	30	1
248	278	30	1
249	278	30	2
250	278	30	1
253	278	30	1
234	279	30	1
235	279	30	4
236	279	30	1
237	279	30	2
238	279	30	1
239	279	30	4
240	279	30	2
241	279	30	1
243	279	30	1
244	279	30	1
245	279	30	1
246	279	30	1
247	279	30	1
249	279	30	1
250	279	30	2
254	279	30	1
175	280	30	3
178	280	30	2
219	280	30	1
226	280	30	1
233	280	30	1
235	280	30	3
236	280	30	1
241	280	30	3
242	280	30	1
245	280	30	1
246	280	30	2
249	280	30	1
252	280	30	2
254	280	30	1
173	281	30	1
181	281	30	1
218	281	30	2
223	281	30	2
224	281	30	1
233	281	30	3
235	281	30	1
237	281	30	2
240	281	30	1
242	281	30	1
243	281	30	1
244	281	30	2
246	281	30	1
247	281	30	1
251	281	30	2
177	282	30	2
179	282	30	1
181	282	30	1
187	282	30	2
215	282	30	1
220	282	30	1
221	282	30	3
223	282	30	1
229	282	30	1
232	282	30	1
233	282	30	2
234	282	30	2
239	282	30	4
241	282	30	2
244	282	30	2
245	282	30	1
247	282	30	1
251	282	30	2
253	282	30	1
202	283	30	1
205	283	30	1
219	283	30	1
221	283	30	3
223	283	30	1
232	283	30	3
238	283	30	1
239	283	30	2
240	283	30	1
241	283	30	1
242	283	30	1
249	283	30	2
250	283	30	1
254	283	30	1
180	284	30	1
225	284	30	1
226	284	30	1
233	284	30	1
238	284	30	2
242	284	30	2
244	284	30	1
251	284	30	1
252	284	30	1
253	284	30	1
254	284	30	1
256	284	30	1
206	285	30	2
222.5	285.5	30.5	1
223	285	30	2
224	285	30	1
227	285	30	1
229	285	30	1
233	285	30	1
234	285	30	2
236	285	30	2
246	285	30	1
252	285	30	1
180	286	30	1
219	286	30	1
225	286	30	2
227	286	30	1
228	286	30	1
231	286	30	1
234	286	30	2
236	286	30	1
239	286	30	3
243	286	30	1
245	286	30	1
246	286	30	2
249	286	30	2
250	286	30	1
225	287	30	1
226	287	30	1
231	287	30	2
238.5	287.5	30.5	1
241	287	30	1
244	287	30	1
248	287	30	2
251	287	30	1
254	287	30	1
255	287	30	1
199	288	30	1
223	288	30	1
225	288	30	2
226	288	30	1
229	288	30	2
231	288	30	1
232	288	30	1
234	288	30	1
237	288	30	2
238	288	30	1
239	288	30	1
245	288	30	1
248	288	30	1
184	289	30	2
201	289	30	1
221	289	30	1
228	289	30	1
230	289	30	2
231	289	30	2
233	289	30	1
234	289	30	2
235	289	30	2
238	289	30	1
240	289	30	1
243	289	30	3
246	289	30	1
220	290	30	1
222	290	30	1
225	290	30	3
226	290	30	2
227	290	30	1
232	290	30	1
233	290	30	2
239	290	30	1
244	290	30	1
248	290	30	1
250	290	30	2
253	290	30	1
257	290	30	1
197	291	30	1
198	291	30	1
225	291	30	3
226	291	30	1
227	291	30	2
232	291	30	1
234	291	30	1
235	291	30	1
239	291	30	2
245	291	30	1
246	291	30	1
248	291	30	1
249	291	30	1
250	291	30	1
255	291	30	2
258	291	30	1
194	292	30	2
198	292	30	3
220	292	30	3
223	292	30	2
224	292	30	3
228	292	30	1
232	292	30	1
235	292	30	2
236	292	30	1
241	292	30	1
243	292	30	1
245	292	30	1
246	292	30	1
248	292	30	1
257	292	30	2
219	293	30	1
225	293	30	1
231	293	30	1
233	293	30	1
234	293	30	1
238	293	30	2
239	293	30	1
240	293	30	2
241	293	30	1
244	293	30	1
247	293	30	4
249	293	30	1
250	293	30	1
251	293	30	1
210	294	30	2
225	294	30	1
226	294	30	2
230	294	30	1
231	294	30	1
235	294	30	1
237	294	30	1
238	294	30	1
243	294	30	1
244	294	30	1
245	294	30	1
249	294	30	1
250	294	30	2
252	294	30	1
253	294	30	2
254	294	30	1
257	294	30	1
197	295	30	1
218	295	30	1
220	295	30	2
221	295	30	1
222	295	30	1
225	295	30	1
227	295	30	2
241	295	30	2
243	295	30	1
244	295	30	1
255	295	30	1
256	295	30	3
257	295	30	2
186	296	30	3
220	296	30	1
226	296	30	1
235	296	30	1
239	296	30	2
242	296	30	3
243	296	30	2
244	296	30	1
252	296	30	1
253	296	30	2
221	297	30	1
223	297	30	3
226	297	30	1
229	297	30	2
231	297	30	1
238	297	30	1
239	297	30	2
248	297	30	2
252	297	30	1
220	298	30	2
221	298	30	1
224	298	30	3
225	298	30	1
228	298	30	1
230	298	30	1
232	298	30	1
233	298	30	1
235	298	30	2
237	298	30	1
239	298	30	2
240	298	30	3
245	298	30	1
247	298	30	2
248	298	30	2
251	298	30	1
215	299	30	3
216	299	30	2
221	299	30	1
225	299	30	1
229	299	30	1
230	299	30	1
240	299	30	1
241	299	30	1
218	300	30	1
222	300	30	3
226	300	30	1
227	300	30	1
232	300	30	2
236	300	30	1
237	300	30	1
242	300	30	2
244	300	30	2
224	301	30	1
225	301	30	1
227	301	30	2
238	301	30	1
239	301	30	1
240	301	30	1
242	301	30	1
243	301	30	1
245	301	30	1
246	301	30	2
247	301	30	2
248	301	30	1
249	301	30	2
221	302	30	1
223	302	30	2
229	302	30	2
236	302	30	2
239	302	30	1
240	302	30	2
223	303	30	1
225	303	30	2
237	303	30	1
240	303	30	1
241	303	30	2
243	303	30	1
233	304	30	1
234	304	30	1
235	304	30	1
236	304	30	1
242	304	30	1
236	305	30	1
237	305	30	1
238	305	30	2
226	249	31	1
227	250	31	2
235	250	31	1
215	251	31	1
229	251	31	1
225	252	31	1
229	252	31	2
239	252	31	1
193	253	31	1
215	253	31	1
217	253	31	1
224	253	31	2
228	253	31	2
232	253	31	1
233	253	31	1
226	254	31	1
229	254	31	2
232	254	31	2
238	254	31	1
230	255	31	1
235	255	31	1
236	255	31	1
237	255	31	2
215	256	31	1
216	256	31	2
236	256	31	2
215	257	31	2
216	257	31	2
232	257	31	2
233	257	31	1
236	257	31	1
237	257	31	1
238	257	31	1
239	257	31	1
190	258	31	1
216	258	31	1
227	258	31	1
234	258	31	1
235	258	31	1
239	258	31	1
240	258	31	1
216	259	31	1
218	259	31	4
219	259	31	1
226	259	31	1
231	259	31	1
187	260	31	1
190	260	31	1
212	260	31	1
216	260	31	1
218	260	31	1
220	260	31	2
224	260	31	1
227	260	31	2
237	260	31	2
241	260	31	1
242	260	31	2
245	260	31	1
246	260	31	1
181	261	31	2
187	261	31	1
188	261	31	1
195	261	31	2
211	261	31	2
216	261	31	2
217	261	31	2
224	261	31	2
226	261	31	1
227	261	31	1
234	261	31	1
244	261	31	2
246	261	31	1
249	261	31	1
210	262	31	1
211	262	31	2
216	262	31	2
217	262	31	1
219	262	31	1
221	262	31	1
223	262	31	1
225	262	31	1
227	262	31	1
230	262	31	2
233	262	31	1
235	262	31	1
246	262	31	1
248	262	31	1
185	263	31	1
187	263	31	1
188	263	31	2
193	263	31	1
197	263	31	1
198	263	31	1
211	263	31	1
215	263	31	1
222	263	31	1
223	263	31	1
228	263	31	1
229	263	31	1
235	263	31	3
245	263	31	1
248	263	31	1
249	263	31	1
178	264	31	1
185	264	31	2
194	264	31	1
195	264	31	1
204	264	31	1
209	264	31	1
210	264	31	1
214	264	31	1
215	264	31	2
217	264	31	1
218	264	31	2
220	264	31	2
221	264	31	1
222	264	31	2
223	264	31	1
226	264	31	1
227	264	31	1
228	264	31	2
232	264	31	1
240	264	31	1
244	264	31	1
248	264	31	1
249	264	31	1
185	265	31	2
186	265	31	1
192	265	31	1
196	265	31	1
200	265	31	2
205	265	31	1
213	265	31	1
216	265	31	1
222	265	31	3
223	265	31	2
226	265	31	2
231	265	31	2
233	265	31	1
234	265	31	2
235	265	31	1
239	265	31	1
243	265	31	2
246	265	31	2
249	265	31	3
250	265	31	1
189	266	31	1
191	266	31	1
194	266	31	1
198	266	31	3
211	266	31	2
213	266	31	2
217	266	31	2
220	266	31	3
228	266	31	2
229	266	31	1
231	266	31	1
232	266	31	1
245	266	31	1
246	266	31	1
247	266	31	4
177	267	31	1
182	267	31	1
183	267	31	2
186	267	31	1
195	267	31	2
196	267	31	2
197	267	31	1
199	267	31	2
211	267	31	3
216	267	31	2
222	267	31	2
223	267	31	1
227	267	31	2
229	267	31	2
233	267	31	1
235	267	31	1
236	267	31	1
237	267	31	2
238	267	31	2
242	267	31	2
244	267	31	1
245	267	31	1
247	267	31	2
183	268	31	1
195	268	31	2
197	268	31	1
198	268	31	1
216	268	31	1
219	268	31	1
224	268	31	2
225	268	31	2
231	268	31	2
232	268	31	1
238	268	31	1
241	268	31	1
242	268	31	1
244	268	31	1
182	269	31	1
183	269	31	1
193	269	31	1
204	269	31	2
209	269	31	1
210	269	31	1
215	269	31	2
230	269	31	3
232	269	31	1
235	269	31	2
240	269	31	2
242	269	31	1
246	269	31	1
248	269	31	1
249	269	31	2
173	270	31	1
178	270	31	3
181	270	31	1
183	270	31	1
199	270	31	1
200	270	31	1
201	270	31	1
216	270	31	1
231	270	31	1
234	270	31	1
237	270	31	1
239	270	31	2
240	270	31	1
242	270	31	2
244	270	31	2
247	270	31	1
248	270	31	1
171	271	31	1
174	271	31	1
175	271	31	1
176	271	31	1
177	271	31	2
178	271	31	2
182	271	31	1
184	271	31	1
198	271	31	2
203	271	31	1
209	271	31	2
210	271	31	1
212	271	31	1
213	271	31	1
214	271	31	1
216	271	31	1
217	271	31	3
224	271	31	3
225	271	31	2
226	271	31	2
232	271	31	1
237	271	31	1
239	271	31	2
240	271	31	2
241	271	31	1
244	271	31	1
245	271	31	3
246	271	31	1
247	271	31	2
185	272	31	2
203	272	31	2
205	272	31	1
206	272	31	3
208	272	31	1
212	272	31	1
213	272	31	1
214	272	31	2
215	272	31	2
216	272	31	2
225	272	31	1
226	272	31	2
232	272	31	1
235	272	31	1
236	272	31	1
239	272	31	1
249	272	31	1
250	272	31	1
176	273	31	3
184	273	31	2
210	273	31	2
212	273	31	1
213	273	31	3
236	273	31	3
249	273	31	1
179	274	31	1
182	274	31	2
185	274	31	1
203	274	31	2
211	274	31	1
213	274	31	2
214	274	31	4
225	274	31	2
226	274	31	2
229	274	31	1
230	274	31	2
232	274	31	1
233	274	31	1
236	274	31	1
237	274	31	1
239	274	31	1
240	274	31	2
243	274	31	1
244	274	31	1
247	274	31	1
248	274	31	1
252	274	31	2
201	275	31	1
205	275	31	1
211	275	31	1
231	275	31	1
235	275	31	2
238	275	31	1
239	275	31	1
241	275	31	1
243	275	31	1
244	275	31	1
226	276	31	1
234	276	31	2
238	276	31	1
243	276	31	2
244	276	31	2
246	276	31	1
252	276	31	1
253	276	31	1
174	277	31	2
204	277	31	1
205	277	31	3
209	277	31	4
233	277	31	1
234	277	31	1
238	277	31	5
240	277	31	1
244	277	31	1
247	277	31	3
177	278	31	2
178	278	31	1
180	278	31	2
205	278	31	1
206	278	31	2
207	278	31	1
224	278	31	1
240	278	31	2
242	278	31	1
243	278	31	1
244	278	31	2
245	278	31	1
175	279	31	1
178	279	31	1
208	279	31	1
216	279	31	1
235	279	31	1
236	279	31	1
237	279	31	1
238	279	31	1
243	279	31	1
246	279	31	1
249	279	31	1
254	279	31	1
176	280	31	1
205	280	31	2
208	280	31	1
217	280	31	2
220	280	31	1
226	280	31	1
232	280	31	1
236	280	31	1
238	280	31	3
241	280	31	3
246	280	31	2
249	280	31	2
250	280	31	1
176	281	31	1
179	281	31	1
181	281	31	1
184	281	31	1
204	281	31	3
210	281	31	1
219	281	31	2
220	281	31	2
223	281	31	2
228	281	31	1
234	281	31	1
235	281	31	2
239	281	31	1
240	281	31	1
241	281	31	1
243	281	31	1
244	281	31	3
245	281	31	1
248	281	31	2
250	281	31	1
178	282	31	1
206	282	31	2
219	282	31	1
220	282	31	2
223	282	31	2
225	282	31	1
231	282	31	3
232	282	31	1
234	282	31	2
239	282	31	3
241	282	31	1
244	282	31	2
245	282	31	1
246	282	31	2
249	282	31	2
250	282	31	1
252	282	31	2
253	282	31	2
176	283	31	2
179	283	31	2
181	283	31	2
182	283	31	1
184	283	31	1
223	283	31	1
228	283	31	1
230	283	31	2
231	283	31	1
232	283	31	3
234	283	31	1
240	283	31	1
244	283	31	1
252	283	31	2
177	284	31	2
179	284	31	1
180	284	31	2
206	284	31	2
209	284	31	2
212	284	31	1
220	284	31	2
222	284	31	1
231	284	31	1
236	284	31	2
237	284	31	1
243	284	31	1
248	284	31	3
257	284	31	2
177	285	31	1
178	285	31	1
183	285	31	1
206	285	31	3
220	285	31	1
224	285	31	3
225	285	31	1
229	285	31	1
233	285	31	2
236	285	31	1
243	285	31	1
244	285	31	1
245	285	31	2
247	285	31	1
252	285	31	3
255	285	31	1
256	285	31	1
180	286	31	2
204	286	31	2
219	286	31	2
220	286	31	1
225	286	31	1
229	286	31	1
231	286	31	2
237	286	31	2
238	286	31	1
244	286	31	1
246	286	31	2
249	286	31	2
252	286	31	1
187	287	31	1
190	287	31	2
219	287	31	2
220	287	31	1
221	287	31	2
222	287	31	2
225	287	31	1
226	287	31	1
227	287	31	3
231	287	31	1
236	287	31	1
237	287	31	1
238	287	31	1
239	287	31	2
241	287	31	1
244	287	31	1
246	287	31	1
248	287	31	1
250	287	31	2
256	287	31	1
220	288	31	3
221	288	31	1
222	288	31	2
223	288	31	2
225	288	31	2
228	288	31	1
230	288	31	2
231	288	31	1
234	288	31	1
240.5	288.5	31.5	3
241	288	31	2
242	288	31	1
244	288	31	2
246	288	31	1
249	288	31	1
251	288	31	1
253	288	31	1
200	289	31	1
205	289	31	1
221	289	31	4
224	289	31	1
227	289	31	1
228	289	31	2
231	289	31	2
232	289	31	2
233	289	31	1
234	289	31	1
235	289	31	2
237	289	31	3
238	289	31	1
240	289	31	2
244	289	31	1
245	289	31	4
246	289	31	1
247	289	31	2
252	289	31	1
254	289	31	1
222	290	31	1
225	290	31	2
226	290	31	1
230	290	31	2
234	290	31	1
235	290	31	2
237	290	31	3
241	290	31	1
246	290	31	2
247	290	31	2
197	291	31	1
199	291	31	1
200	291	31	2
223	291	31	2
228	291	31	2
230	291	31	1
235	291	31	2
237	291	31	1
238	291	31	2
241	291	31	1
242	291	31	1
254	291	31	1
255	291	31	1
198	292	31	1
199	292	31	1
201	292	31	4
227	292	31	1
230	292	31	2
231	292	31	1
232	292	31	1
235	292	31	1
238	292	31	1
247	292	31	1
251	292	31	2
253	292	31	3
256	292	31	3
257	292	31	1
221	293	31	2
228	293	31	2
231	293	31	1
232	293	31	1
233	293	31	1
237	293	31	1
238	293	31	1
239	293	31	1
242	293	31	3
246	293	31	2
253	293	31	1
198	294	31	1
202	294	31	1
224	294	31	2
225	294	31	2
226	294	31	1
227	294	31	2
228	294	31	1
230	294	31	3
232	294	31	2
240	294	31	1
243	294	31	1
250	294	31	1
252	294	31	2
198	295	31	1
202	295	31	2
220	295	31	2
221	295	31	1
222	295	31	1
223	295	31	1
225	295	31	1
226	295	31	1
228	295	31	2
229	295	31	1
232	295	31	2
233	295	31	1
234	295	31	1
247	295	31	1
248	295	31	2
252	295	31	2
255	295	31	1
257	295	31	1
188	296	31	1
197	296	31	1
199	296	31	1
200	296	31	1
215	296	31	1
222	296	31	1
224	296	31	1
225	296	31	1
228	296	31	1
229	296	31	1
231	296	31	1
234	296	31	1
235	296	31	2
240	296	31	2
242	296	31	2
243	296	31	1
245	296	31	1
247	296	31	2
248	296	31	1
252	296	31	1
223	297	31	1
226	297	31	2
227	297	31	1
234	297	31	1
235	297	31	1
239	297	31	1
241	297	31	1
242	297	31	3
246	297	31	1
248	297	31	1
255	297	31	2
196	298	31	1
224	298	31	4
226	298	31	1
228	298	31	1
229	298	31	1
232	298	31	2
235	298	31	1
237	298	31	2
238	298	31	4
239	298	31	2
242	298	31	1
245	298	31	1
250	298	31	1
251	298	31	1
224	299	31	1
232	299	31	2
240	299	31	1
243	299	31	1
245	299	31	1
246	299	31	1
247	299	31	3
251	299	31	3
224	300	31	1
225	300	31	1
226	300	31	1
228	300	31	3
231	300	31	2
238	300	31	1
244	300	31	1
246	300	31	1
247	300	31	1
248	300	31	2
250	300	31	1
224	301	31	1
227	301	31	1
228	301	31	1
229	301	31	5
233	301	31	3
236	301	31	1
242	301	31	2
245	301	31	1
246	301	31	3
249	301	31	2
220	302	31	1
222	302	31	1
224	302	31	2
226	302	31	1
229	302	31	1
231	302	31	2
239	302	31	1
244	302	31	2
246	302	31	1
247	302	31	2
223	303	31	2
235	303	31	1
237	303	31	2
239	303	31	1
241	303	31	1
243	303	31	1
244	303	31	1
245	303	31	1
247	303	31	4
237	304	31	1
243	304	31	1
223	305	31	1
224	305	31	2
225	305	31	1
234	305	31	3
235	305	31	1
236	305	31	1
240	305	31	1
223	306	31	2
223	307	31	1
224	307	31	1
225	308	31	2
231	250	32	1
227	251	32	2
228	251	32	2
229	251	32	1
214	252	32	1
226	252	32	2
231	252	32	1
214	253	32	1
216	253	32	2
217	253	32	1
218	253	32	3
221	253	32	2
225	253	32	1
227	253	32	1
231	253	32	1
240	253	32	1
223	254	32	1
226	254	32	2
228	254	32	2
230	254	32	1
232	254	32	1
235	254	32	3
236	254	32	2
238	254	32	1
239	254	32	1
188	255	32	1
214	255	32	1
215	255	32	1
216	255	32	2
217	255	32	2
219	255	32	1
221	255	32	1
223	255	32	2
227	255	32	1
228	255	32	1
230	255	32	1
236	255	32	1
237	255	32	2
238	255	32	1
215	256	32	2
219	256	32	1
227	256	32	2
229	256	32	1
232	256	32	1
240	256	32	1
242	256	32	1
202	257	32	3
208	257	32	3
210	257	32	1
221	257	32	1
228	257	32	1
230	257	32	1
238	257	32	1
240	257	32	2
192	258	32	1
213	258	32	1
215	258	32	1
219	258	32	2
233	258	32	1
235	258	32	1
237	258	32	2
239	258	32	1
240	258	32	2
241	258	32	2
192	259	32	2
193	259	32	2
201	259	32	1
209	259	32	1
214	259	32	2
220	259	32	3
227	259	32	1
229	259	32	2
230	259	32	1
234	259	32	2
237	259	32	1
240	259	32	1
242	259	32	1
244	259	32	1
245	259	32	2
182	260	32	1
203	260	32	3
210	260	32	1
211	260	32	1
216	260	32	2
221	260	32	1
222	260	32	1
228	260	32	1
230	260	32	2
234	260	32	2
235	260	32	1
237	260	32	1
238	260	32	4
240	260	32	1
243	260	32	1
246	260	32	1
186	261	32	2
194	261	32	1
210	261	32	2
215	261	32	1
217	261	32	1
224	261	32	1
225	261	32	1
226	261	32	1
231	261	32	2
237	261	32	2
238	261	32	2
239	261	32	1
242	261	32	1
244	261	32	2
245	261	32	2
186	262	32	1
194	262	32	1
197	262	32	1
203	262	32	5
210	262	32	2
217	262	32	1
218	262	32	2
219	262	32	1
221	262.666666666667	33	1
225	262	32	3
227	262	32	3
228	262	32	2
230	262	32	1
231	262	32	1
235	262	32	1
238	262	32	1
240	262	32	1
243	262	32	1
247	262	32	1
194	263	32	2
198	263	32	1
200	263	32	1
212	263	32	1
213	263	32	1
215	263	32	2
216	263	32	2
220	263	32	2
222	263	32	2
226	263	32	1
227	263	32	3
228	263	32	1
232	263	32	2
235	263	32	2
241	263	32	1
243	263	32	1
250	263	32	1
251	263	32	1
186	264	32	1
189	264	32	1
190	264	32	1
191	264	32	1
193	264	32	1
199	264	32	1
204	264	32	1
210	264	32	1
212	264	32	1
214	264	32	1
216	264	32	1
217	264	32	1
221	264	32	1
223	264	32	2
228	264	32	2
230	264	32	1
231	264	32	3
232	264	32	1
233	264	32	2
236	264	32	1
240	264	32	1
245	264	32	1
248	264	32	1
250	264	32	1
184	265	32	1
185	265	32	1
188	265	32	2
189	265	32	1
195	265	32	1
203	265	32	1
206	265	32	2
213	265	32	3
217	265	32	2
220	265	32	1
221	265	32	1
224	265	32	1
231	265	32	1
233	265	32	1
234	265	32	1
238	265	32	3
239	265	32	5
243	265	32	1
248	265	32	1
251	265	32	2
178	266	32	1
184	266	32	2
189	266	32	1
194	266	32	1
196	266	32	1
197	266	32	2
203	266	32	1
212	266	32	1
214	266	32	3
216	266	32	1
218	266	32	1
220	266	32	2
221	266	32	1
224	266	32	1
228	266	32	2
230	266	32	2
234	266	32	1
235	266	32	1
238	266	32	1
239	266	32	4
240	266	32	1
247	266	32	1
248	266	32	1
249	266	32	1
251	266	32	3
183	267	32	1
186	267	32	1
188	267	32	2
191	267	32	1
193	267	32	1
197	267	32	2
211	267	32	2
214	267	32	5
215	267	32	3
222	267	32	1
225	267	32	3
230	267	32	1
240	267	32	1
242	267	32	2
243	267	32	2
245.5	267.5	32.5	1
246	267	32	1
247	267	32	1
248	267	32	2
186	268	32	4
189	268	32	2
193	268	32	1
194	268	32	1
195	268	32	1
206	268	32	1
207	268	32	2
211	268	32	2
213	268	32	1
215	268	32	1
220	268	32	1
224	268	32	2
225	268	32	1
233	268	32	2
238	268	32	2
239	268	32	2
241	268	32	2
243	268	32	2
246	268	32	1
252	268	32	1
253	268	32	1
175	269	32	3
176	269	32	1
180	269	32	3
182	269	32	3
186	269	32	1
187	269	32	1
191	269	32	1
193	269	32	2
194	269	32	1
196	269	32	1
204	269	32	1
209	269	32	1
210	269	32	1
211	269	32	1
215	269	32	3
223	269	32	1
228	269	32	1
233	269	32	2
238	269	32	1
241	269	32	2
242	269	32	1
245	269	32	1
246	269	32	2
250	269	32	2
251	269	32	1
252	269	32	2
172	270	32	1
173	270	32	1
174	270	32	2
181	270	32	1
187	270	32	3
195	270	32	2
203	270	32	2
206	270	32	1
211	270	32	1
212	270	32	1
214	270	32	2
231	270	32	1
232	270	32	1
239	270	32	2
243	270	32	2
244	270	32	3
245	270	32	1
247	270	32	4
248	270	32	2
250	270	32	1
173	271	32	1
174	271	32	2
176	271	32	1
177	271	32	1
180	271	32	1
182	271	32	1
184	271	32	1
186	271	32	2
188	271	32	1
196	271	32	1
202	271	32	2
213	271	32	4
216	271	32	2
231	271	32	1
233	271	32	2
234	271	32	4
238	271	32	1
239	271	32	3
240	271	32	1
241	271	32	1
243	271	32	2
249	271	32	2
250	271	32	1
251	271	32	1
175	272	32	2
176	272	32	1
177	272	32	1
181	272	32	2
182	272	32	1
185	272	32	1
186	272	32	1
198	272	32	1
202	272	32	2
203	272	32	1
205	272	32	2
206	272	32	3
207	272	32	3
208	272	32	1
212	272	32	1
213	272	32	2
216	272	32	1
228	272	32	1
235	272	32	1
238	272	32	1
239	272	32	2
241	272	32	1
243	272	32	1
245	272	32	1
248	272	32	2
249	272	32	2
250	272	32	1
255	272	32	1
182	273	32	1
183	273	32	1
185	273	32	3
201	273	32	1
204	273	32	1
205	273	32	1
206	273	32	1
207	273	32	1
208	273	32	1
209	273	32	2
210	273	32	1
212	273	32	1
228	273	32	1
229	273	32	3
234	273	32	2
235	273	32	1
236	273	32	2
240	273	32	1
245	273	32	3
246	273	32	1
172	274	32	2
184	274	32	2
185	274	32	1
203	274	32	1
205	274	32	2
206	274	32	3
208	274	32	1
209	274	32	1
211	274	32	1
215	274	32	2
233	274	32	2
237	274	32	1
240	274	32	1
246	274	32	1
252	274	32	2
183	275	32	2
184	275	32	3
186	275	32	1
202	275	32	1
203	275	32	1
208	275	32	1
211	275	32	1
212	275	32	2
213	275	32	1
215	275	32	1
235	275	32	2
236	275	32	1
237	275	32	1
240	275	32	3
247	275	32	2
252	275	32	1
175	276	32	2
184	276	32	1
203	276	32	1
205	276	32	1
228	276	32	1
235	276	32	3
246	276	32	1
249	276	32	1
176	277	32	2
205	277	32	2
210	277	32	1
214	277	32	1
216	277	32	2
224	277	32	2
232	277	32	1
236	277	32	1
237	277	32	1
238	277	32	1
239	277	32	1
241	277	32	2
242	277	32	3
243	277	32	2
248	277	32	1
175	278	32	1
176	278	32	2
177	278	32	4
203	278	32	2
204	278	32	1
206	278	32	2
224	278	32	1
238	278	32	2
239	278	32	1
240	278	32	1
241	278	32	1
244	278	32	2
245	278	32	1
246	278	32	1
249	278	32	3
178	279	32	1
205	279	32	1
214	279	32	1
219	279	32	1
241	279	32	1
242	279	32	2
245	279	32	1
247	279	32	1
255	279	32	2
173	280	32	1
175	280	32	2
176	280	32	1
178	280	32	3
180	280	32	1
205	280	32	1
208	280	32	2
217	280	32	1
220	280	32	2
221	280	32	1
222	280	32	1
223	280	32	1
238	280	32	1
239	280	32	2
240	280	32	1
242	280	32	3
249	280	32	2
251	280	32	1
175	281	32	1
179	281	32	1
181	281	32	1
186	281	32	1
210	281	32	3
211	281	32	1
217	281	32	1
221	281	32	1
222	281	32	1
223	281	32	1
226	281	32	3
232	281	32	1
234	281	32	2
242	281	32	1
248	281	32	1
251	281	32	2
252	281	32	1
254	281	32	1
173	282	32	1
182	282	32	2
204	282	32	2
218	282	32	2
222	282	32	1
223	282	32	1
224	282	32	1
229	282	32	1
232	282	32	1
233	282	32	1
240	282	32	1
242	282	32	2
245	282	32	1
247	282	32	1
248	282	32	1
249	282	32	1
250	282	32	1
173	283	32	2
178	283	32	1
181	283	32	2
207	283	32	1
211	283	32	1
221	283	32	1
223	283	32	1
238	283	32	2
239	283	32	2
242	283	32	1
246	283	32	1
248	283	32	1
254	283	32	3
176	284	32	1
179	284	32	1
184	284	32	2
206	284	32	1
208	284	32	1
221	284	32	1
222	284	32	2
234	284	32	3
237	284	32	1
245	284	32	2
248	284	32	1
249	284	32	2
251	284	32	2
252	284	32	1
176	285	32	1
177	285	32	1
178	285	32	1
182	285	32	2
185	285	32	1
204	285	32	1
205	285	32	2
215	285	32	1
218	285	32	1
220	285	32	1
221	285	32	1
222	285	32	3
225	285	32	1
229	285	32	1
232	285	32	1
233	285	32	3
235	285	32	2
236	285	32	3
237	285	32	2
240	285	32	2
241	285	32	2
245	285	32	1
246	285	32	1
249	285	32	1
250	285	32	2
253	285	32	2
255	285	32	1
177	286	32	1
183	286	32	1
204	286	32	2
206	286	32	1
218	286	32	3
221	286	32	1
222	286	32	1
224	286	32	4
227	286	32	2
239	286	32	2
240	286	32	1
242	286	32	1
243	286	32	1
249	286	32	1
252	286	32	2
254	286	32	1
256	286	32	2
177	287	32	1
207	287	32	1
221	287	32	1
222	287	32	2
223	287	32	1
224	287	32	1
226	287	32	3
233	287	32	1
237	287	32	1
238	287	32	4
242	287	32	3
243	287	32	2
244	287	32	1
245	287	32	4
247	287	32	2
249	287	32	1
203	288	32	1
220	288	32	1
222	288	32	2
223	288	32	2
227	288	32	1
229	288	32	1
231	288	32	1
232	288	32	1
234	288	32	1
235	288	32	1
242	288	32	3
243	288	32	2
244	288	32	2
245	288	32	1
246	288	32	1
248	288	32	3
250	288	32	1
253	288	32	4
185	289	32	1
200	289	32	3
201	289	32	1
223	289	32	1
224	289	32	2
226	289	32	1
227	289	32	1
229	289	32	1
230	289	32	1
231	289	32	2
233	289	32	1
234	289	32	1
237	289	32	1
239	289	32	1
242	289	32	1
244	289	32	1
248	289	32	3
185	290	32	1
187	290	32	1
229	290	32	1
230	290	32	1
231	290	32	1
232	290	32	1
235	290	32	2
236	290	32	1
237	290	32	1
239	290	32	1
241	290	32	1
244	290	32	3
245	290	32	1
247	290	32	2
248	290	32	3
250	290	32	1
255	290	32	1
